FinanceJournalLineKey,JournalLineCode,FinanceJournalHeaderKey,GlAccountKey,CostCenterKey,FinancePostingBucketKey,FinancePostingStatusKey,CurrencyKey,JournalLineSequenceNumber,LineMemo,IsReversalLine,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
101,FJL000101,401,53,120,395,3,4,101,FinanceJournalLine-LineMemo-101,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa6d8ccadc1855ffb649c838deeec750aa6d8ccadc1855ffb649c838deeec750
102,FJL000102,146,275,-1,405,2,3,102,FinanceJournalLine-LineMemo-102,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2927f1c64a954b49975eee0d9ce5fbdf2927f1c64a954b49975eee0d9ce5fbd
103,FJL000103,297,117,146,10,1,1,103,FinanceJournalLine-LineMemo-103,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,432314dbfd6b52ec918602362cf9acf5432314dbfd6b52ec918602362cf9acf5
104,FJL000104,302,298,242,438,6,2,104,FinanceJournalLine-LineMemo-104,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aea1497335f55d992f8e6cf0f1465cf9aea1497335f55d992f8e6cf0f1465cf
105,FJL000105,295,194,330,389,6,4,105,FinanceJournalLine-LineMemo-105,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5519bce24095822a7fe19345810f9a0a5519bce24095822a7fe19345810f9a0
106,FJL000106,132,403,212,51,1,1,106,FinanceJournalLine-LineMemo-106,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a5643d0d25a5f8e9a21c6ea2c3b59e76a5643d0d25a5f8e9a21c6ea2c3b59e7
107,FJL000107,47,344,275,290,7,5,107,FinanceJournalLine-LineMemo-107,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a75845ef61fe5d28a7ce8e5456139395a75845ef61fe5d28a7ce8e5456139395
108,FJL000108,391,20,490,449,10,5,108,FinanceJournalLine-LineMemo-108,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d2d8b40babf574e92cd287bfc6026c12d2d8b40babf574e92cd287bfc6026c1
109,FJL000109,149,145,174,302,8,4,109,FinanceJournalLine-LineMemo-109,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2582a06b65ec5de4b787fc685a9f66922582a06b65ec5de4b787fc685a9f6692
110,FJL000110,177,475,19,25,2,2,110,FinanceJournalLine-LineMemo-110,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1691cd594e050be995075f1ac82f925d1691cd594e050be995075f1ac82f925
111,FJL000111,337,132,161,194,6,4,111,FinanceJournalLine-LineMemo-111,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,033eb7e96fed5344823eebcd8328ca05033eb7e96fed5344823eebcd8328ca05
112,FJL000112,216,382,426,210,1,2,112,FinanceJournalLine-LineMemo-112,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7418fb787e254fcacd37db12ad6dfe6e7418fb787e254fcacd37db12ad6dfe6
113,FJL000113,164,374,8,188,7,1,113,FinanceJournalLine-LineMemo-113,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cc61c75b9765d97940279298dde64535cc61c75b9765d97940279298dde6453
114,FJL000114,361,199,295,350,9,3,114,FinanceJournalLine-LineMemo-114,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0deaa7c5fb18575fbf48c470c9419b240deaa7c5fb18575fbf48c470c9419b24
115,FJL000115,340,377,258,203,9,2,115,FinanceJournalLine-LineMemo-115,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5596900285d253758d48d5544f5fa92c5596900285d253758d48d5544f5fa92c
116,FJL000116,205,495,434,209,2,4,116,FinanceJournalLine-LineMemo-116,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6abeebfea54a51afa3e8ff51076b00d26abeebfea54a51afa3e8ff51076b00d2
117,FJL000117,232,55,293,113,1,3,117,FinanceJournalLine-LineMemo-117,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d148e48846995c72a52e4f6d18818349d148e48846995c72a52e4f6d18818349
118,FJL000118,27,328,434,467,6,4,118,FinanceJournalLine-LineMemo-118,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8580bed3ce185f8589c983bfe6b31d6e8580bed3ce185f8589c983bfe6b31d6e
119,FJL000119,174,385,-1,100,1,1,119,FinanceJournalLine-LineMemo-119,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4f777f7e31e52358f5ac7755458a1b9d4f777f7e31e52358f5ac7755458a1b9
120,FJL000120,384,7,474,27,8,2,120,FinanceJournalLine-LineMemo-120,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9eb1d84b16bc59568b4752a30844f90c9eb1d84b16bc59568b4752a30844f90c
121,FJL000121,268,56,155,500,6,5,121,FinanceJournalLine-LineMemo-121,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b5f8bdd30b857a2a4abbe12fd64aea76b5f8bdd30b857a2a4abbe12fd64aea7
122,FJL000122,83,272,481,287,10,4,122,FinanceJournalLine-LineMemo-122,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848aab3498f350ab98fe6becfbd4b5b6848aab3498f350ab98fe6becfbd4b5b6
123,FJL000123,259,323,411,488,10,5,123,FinanceJournalLine-LineMemo-123,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9d708fba95b5b78b4e225bbe44fadbca9d708fba95b5b78b4e225bbe44fadbc
124,FJL000124,284,496,151,130,6,1,124,FinanceJournalLine-LineMemo-124,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b06b14d8d615d2796729625bca7d7a20b06b14d8d615d2796729625bca7d7a2
125,FJL000125,250,500,60,347,5,4,125,FinanceJournalLine-LineMemo-125,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e398e7a5ae5d14bf36447eea04dd0193e398e7a5ae5d14bf36447eea04dd01
126,FJL000126,51,316,341,159,7,4,126,FinanceJournalLine-LineMemo-126,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a640e40ea531568583ea85797bda17fea640e40ea531568583ea85797bda17fe
127,FJL000127,346,281,450,363,7,5,127,FinanceJournalLine-LineMemo-127,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b11a0f275b8d578f8c0686fab0da0431b11a0f275b8d578f8c0686fab0da0431
128,FJL000128,181,224,188,471,2,1,128,FinanceJournalLine-LineMemo-128,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9057f89896555f7a5eab6797c7afac6c9057f89896555f7a5eab6797c7afac6
129,FJL000129,193,140,324,317,4,5,129,FinanceJournalLine-LineMemo-129,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,645c942062a958d7a1c88d61f31a3ce3645c942062a958d7a1c88d61f31a3ce3
130,FJL000130,12,351,181,31,4,5,130,FinanceJournalLine-LineMemo-130,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6356b826e82a5cf190c0272a6a7219a46356b826e82a5cf190c0272a6a7219a4
131,FJL000131,97,93,475,21,1,1,131,FinanceJournalLine-LineMemo-131,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ab176a1072555a7b5f7070142b3b3e81ab176a1072555a7b5f7070142b3b3e8
132,FJL000132,493,39,480,200,1,3,132,FinanceJournalLine-LineMemo-132,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a69e003e8cd54a5a962ba98d20168ba8a69e003e8cd54a5a962ba98d20168ba
133,FJL000133,469,158,122,496,1,1,133,FinanceJournalLine-LineMemo-133,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,823721a747b058dcb4fa464a1231ecda823721a747b058dcb4fa464a1231ecda
134,FJL000134,146,195,415,68,8,1,134,FinanceJournalLine-LineMemo-134,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55069cc171065288acff3b0e51e8f0d455069cc171065288acff3b0e51e8f0d4
135,FJL000135,481,140,236,448,8,1,135,FinanceJournalLine-LineMemo-135,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6564938154e8551db5693522ab5c1ebe6564938154e8551db5693522ab5c1ebe
136,FJL000136,355,495,-1,222,3,1,136,FinanceJournalLine-LineMemo-136,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26a1ab5900275bc49d5307f6774cf64226a1ab5900275bc49d5307f6774cf642
137,FJL000137,390,260,240,310,8,2,137,FinanceJournalLine-LineMemo-137,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea68bc02f20457a994e87e606f34d4c2ea68bc02f20457a994e87e606f34d4c2
138,FJL000138,90,432,462,68,3,1,138,FinanceJournalLine-LineMemo-138,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17257869b2cd5592903107f2d52a4fcc17257869b2cd5592903107f2d52a4fcc
139,FJL000139,239,15,16,215,7,1,139,FinanceJournalLine-LineMemo-139,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89107f6bbd6d5a89964e43557596e58189107f6bbd6d5a89964e43557596e581
140,FJL000140,474,476,288,423,7,3,140,FinanceJournalLine-LineMemo-140,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c4cc151fcf75641850c55f2050bff3a1c4cc151fcf75641850c55f2050bff3a
141,FJL000141,491,193,335,273,3,2,141,FinanceJournalLine-LineMemo-141,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6994dd2d80c5355b0560e2b7d7682ddf6994dd2d80c5355b0560e2b7d7682dd
142,FJL000142,282,94,400,466,7,4,142,FinanceJournalLine-LineMemo-142,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f137936f94f50629189861aec5330bc0f137936f94f50629189861aec5330bc
143,FJL000143,84,261,298,457,1,4,143,FinanceJournalLine-LineMemo-143,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22890196e2f581fa5eac6712761278bd22890196e2f581fa5eac6712761278b
144,FJL000144,206,321,500,242,4,4,144,FinanceJournalLine-LineMemo-144,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efca2b9f581e5825884adff37c0e8795efca2b9f581e5825884adff37c0e8795
145,FJL000145,38,36,253,316,3,5,145,FinanceJournalLine-LineMemo-145,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67acb72a6b2252ef858e53733f8a1efc67acb72a6b2252ef858e53733f8a1efc
146,FJL000146,234,230,74,378,4,4,146,FinanceJournalLine-LineMemo-146,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17ad1303262653d1848a58f1c02b28f617ad1303262653d1848a58f1c02b28f6
147,FJL000147,447,185,390,284,10,1,147,FinanceJournalLine-LineMemo-147,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9612ec3b53895a36bb044d37c6aae6039612ec3b53895a36bb044d37c6aae603
148,FJL000148,230,215,198,310,9,3,148,FinanceJournalLine-LineMemo-148,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e23559d06a0586cbbca008147b3cc1a8e23559d06a0586cbbca008147b3cc1a
149,FJL000149,125,391,61,338,10,4,149,FinanceJournalLine-LineMemo-149,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31d6704a36e8554a98c2aa78d48ed02231d6704a36e8554a98c2aa78d48ed022
150,FJL000150,479,21,11,451,7,3,150,FinanceJournalLine-LineMemo-150,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c817992f252597d92113bf20618cc579c817992f252597d92113bf20618cc57
151,FJL000151,138,497,144,458,1,4,151,FinanceJournalLine-LineMemo-151,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43ca1c36f3135cc59002c5e54bfc9e0743ca1c36f3135cc59002c5e54bfc9e07
152,FJL000152,72,45,485,130,2,5,152,FinanceJournalLine-LineMemo-152,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08df202c1b945dd7b502ec54a576419408df202c1b945dd7b502ec54a5764194
153,FJL000153,227,177,-1,217,4,5,153,FinanceJournalLine-LineMemo-153,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3b175273f815cebb4b681f59dbc9e34d3b175273f815cebb4b681f59dbc9e34
154,FJL000154,130,426,294,367,5,4,154,FinanceJournalLine-LineMemo-154,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbec78f140c454cc8212b750075c87b2bbec78f140c454cc8212b750075c87b2
155,FJL000155,212,35,60,240,8,3,155,FinanceJournalLine-LineMemo-155,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,030fafaf3f035f63a8559aa67f8ae3cd030fafaf3f035f63a8559aa67f8ae3cd
156,FJL000156,84,265,198,356,6,4,156,FinanceJournalLine-LineMemo-156,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c7a454500945a8aaf6152a367973d2f3c7a454500945a8aaf6152a367973d2f
157,FJL000157,225,207,258,487,2,2,157,FinanceJournalLine-LineMemo-157,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c96c97cdf3b858948a3610227630945ec96c97cdf3b858948a3610227630945e
158,FJL000158,130,361,66,41,2,1,158,FinanceJournalLine-LineMemo-158,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c659fedcc2e752a0a25394b227c33c0dc659fedcc2e752a0a25394b227c33c0d
159,FJL000159,165,263,165,31,9,2,159,FinanceJournalLine-LineMemo-159,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01efdcd4c6e355b58299c3e3b3ba041601efdcd4c6e355b58299c3e3b3ba0416
160,FJL000160,298,470,405,367,9,5,160,FinanceJournalLine-LineMemo-160,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94993b177ade596480b809b333b9b0dd94993b177ade596480b809b333b9b0dd
161,FJL000161,162,203,33,392,4,4,161,FinanceJournalLine-LineMemo-161,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3cf246fac57541588551f6bcc3ae019f3cf246fac57541588551f6bcc3ae019
162,FJL000162,299,371,158,466,1,4,162,FinanceJournalLine-LineMemo-162,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e4dc1bf8f650cfbd9cf5b28df71b54c1e4dc1bf8f650cfbd9cf5b28df71b54
163,FJL000163,49,115,154,300,6,3,163,FinanceJournalLine-LineMemo-163,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cad44104c37552db009eb454a6e95189cad44104c37552db009eb454a6e9518
164,FJL000164,39,181,31,302,4,2,164,FinanceJournalLine-LineMemo-164,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,254efffc015e5815a3d40a60a2b2bed7254efffc015e5815a3d40a60a2b2bed7
165,FJL000165,392,431,209,206,6,1,165,FinanceJournalLine-LineMemo-165,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f056b8c72e7a5100bfa2c5ce139e4e2ef056b8c72e7a5100bfa2c5ce139e4e2e
166,FJL000166,396,401,500,66,1,1,166,FinanceJournalLine-LineMemo-166,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c42408b00a8564ca9d5254c58589c136c42408b00a8564ca9d5254c58589c13
167,FJL000167,302,467,89,157,4,2,167,FinanceJournalLine-LineMemo-167,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b2ad1d37f275df09127d6cef0ad0cde3b2ad1d37f275df09127d6cef0ad0cde
168,FJL000168,46,219,11,169,5,2,168,FinanceJournalLine-LineMemo-168,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda95a167c4c56199da890a2eef2f0fecda95a167c4c56199da890a2eef2f0fe
169,FJL000169,209,264,137,135,2,1,169,FinanceJournalLine-LineMemo-169,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc3881c67115522b85dbd0bc3a6ccff7bc3881c67115522b85dbd0bc3a6ccff7
170,FJL000170,330,389,-1,4,6,4,170,FinanceJournalLine-LineMemo-170,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eeb14fe6518574f806d8905826134514eeb14fe6518574f806d890582613451
171,FJL000171,481,441,427,296,4,3,171,FinanceJournalLine-LineMemo-171,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b960bcda08855f2da38de9313e84d4a8b960bcda08855f2da38de9313e84d4a8
172,FJL000172,82,429,148,91,4,1,172,FinanceJournalLine-LineMemo-172,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,513ba1ae60a05f1ab4cf1b653c3d77cc513ba1ae60a05f1ab4cf1b653c3d77cc
173,FJL000173,357,94,156,214,7,2,173,FinanceJournalLine-LineMemo-173,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1bb667aa2d55c2e9528f516980b3a52e1bb667aa2d55c2e9528f516980b3a52
174,FJL000174,448,459,296,443,9,5,174,FinanceJournalLine-LineMemo-174,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dad3900c3a25f208378240dff613ec30dad3900c3a25f208378240dff613ec3
175,FJL000175,423,157,6,449,7,2,175,FinanceJournalLine-LineMemo-175,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7f631627fb1547c8fa2303546f474ccd7f631627fb1547c8fa2303546f474cc
176,FJL000176,321,387,376,373,6,4,176,FinanceJournalLine-LineMemo-176,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36d7c0f13b195ee084f47f1e2f717fde36d7c0f13b195ee084f47f1e2f717fde
177,FJL000177,19,118,63,278,7,4,177,FinanceJournalLine-LineMemo-177,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,433e094b905f5128a72b1d5c5cea0cc4433e094b905f5128a72b1d5c5cea0cc4
178,FJL000178,173,280,371,481,10,1,178,FinanceJournalLine-LineMemo-178,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2197a14b5705c1aa1e5b9e33aaadf84e2197a14b5705c1aa1e5b9e33aaadf84
179,FJL000179,136,39,371,188,10,3,179,FinanceJournalLine-LineMemo-179,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51b48d7d21aa5b9fb846d5161376fc4d51b48d7d21aa5b9fb846d5161376fc4d
180,FJL000180,35,292,498,402,3,1,180,FinanceJournalLine-LineMemo-180,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5623dab211b158a3861ad034c2a0ebb45623dab211b158a3861ad034c2a0ebb4
181,FJL000181,113,310,151,287,1,1,181,FinanceJournalLine-LineMemo-181,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bec77fd0f69059b984b8fa4c6bf028cbbec77fd0f69059b984b8fa4c6bf028cb
182,FJL000182,309,312,429,371,2,2,182,FinanceJournalLine-LineMemo-182,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e5466d72e0b5c1580769df6973c5fe22e5466d72e0b5c1580769df6973c5fe2
183,FJL000183,45,223,395,473,5,4,183,FinanceJournalLine-LineMemo-183,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb4bf8a3859c5d25a356fcab78a3b17afb4bf8a3859c5d25a356fcab78a3b17a
184,FJL000184,224,328,402,427,4,3,184,FinanceJournalLine-LineMemo-184,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9651e1a5c6b95f98aba13116d4e944629651e1a5c6b95f98aba13116d4e94462
185,FJL000185,47,436,146,281,4,3,185,FinanceJournalLine-LineMemo-185,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77e2d33fd7535acbb34c7462432dae8b77e2d33fd7535acbb34c7462432dae8b
186,FJL000186,183,192,464,428,1,2,186,FinanceJournalLine-LineMemo-186,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f37179c62f75dfd9a9b7fa6908843421f37179c62f75dfd9a9b7fa690884342
187,FJL000187,279,122,-1,11,5,5,187,FinanceJournalLine-LineMemo-187,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c37023dac3b5049925ac83082bee5540c37023dac3b5049925ac83082bee554
188,FJL000188,456,33,434,471,7,5,188,FinanceJournalLine-LineMemo-188,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71ae749c04b350c6921a7613ca7ae16771ae749c04b350c6921a7613ca7ae167
189,FJL000189,162,14,46,315,8,2,189,FinanceJournalLine-LineMemo-189,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5150e006da9f52ed8cb61bf1186ff1605150e006da9f52ed8cb61bf1186ff160
190,FJL000190,119,6,468,295,2,2,190,FinanceJournalLine-LineMemo-190,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2765267d880d54b8b127379ea51052002765267d880d54b8b127379ea5105200
191,FJL000191,1,40,280,416,10,1,191,FinanceJournalLine-LineMemo-191,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7eb9f0994b556a1b5b0f0762da38d13b7eb9f0994b556a1b5b0f0762da38d13
192,FJL000192,250,364,379,40,3,1,192,FinanceJournalLine-LineMemo-192,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6f75ec7ad554c382708f535229500f1b6f75ec7ad554c382708f535229500f
193,FJL000193,418,84,150,164,3,2,193,FinanceJournalLine-LineMemo-193,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,830d73579b2953a78bb8326353cbb41d830d73579b2953a78bb8326353cbb41d
194,FJL000194,202,23,100,482,3,4,194,FinanceJournalLine-LineMemo-194,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e231277839855e58a888531390b092f7e231277839855e58a888531390b092f7
195,FJL000195,378,369,56,286,2,2,195,FinanceJournalLine-LineMemo-195,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f542a0b046f2588baeb7612a6f2547fcf542a0b046f2588baeb7612a6f2547fc
196,FJL000196,499,11,412,428,6,3,196,FinanceJournalLine-LineMemo-196,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4713faa31ee555a4842698bef589ee7d4713faa31ee555a4842698bef589ee7d
197,FJL000197,111,471,155,197,2,4,197,FinanceJournalLine-LineMemo-197,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,048737be06b5599095452f0ac7920c56048737be06b5599095452f0ac7920c56
198,FJL000198,317,101,182,210,5,3,198,FinanceJournalLine-LineMemo-198,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43b1a8e047555da3b688d24de95e3a4143b1a8e047555da3b688d24de95e3a41
199,FJL000199,314,97,191,216,6,2,199,FinanceJournalLine-LineMemo-199,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c422dc991995b26994deba8aa4dd95c4c422dc991995b26994deba8aa4dd95c
200,FJL000200,48,346,242,66,9,3,200,FinanceJournalLine-LineMemo-200,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6284bf8a2b155beb8d7e7f70ec1cb38f6284bf8a2b155beb8d7e7f70ec1cb38
201,FJL000201,2,417,178,303,9,5,201,FinanceJournalLine-LineMemo-201,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d98683629bad5f74be925cc0df1336cdd98683629bad5f74be925cc0df1336cd
202,FJL000202,349,39,17,169,5,1,202,FinanceJournalLine-LineMemo-202,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3aa80c42b055aa4b13adf1810fd8ed7a3aa80c42b055aa4b13adf1810fd8ed7
