ProductionRunKey,ProductionRunNumber,ProductionWorkOrderKey,ProductionLotDispositionGroupKey,ProductionRunTypeKey,ProductionOrderStatusKey,ProductionRunName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
102,PR000102,171,244,2,6,Northstar ProductionRun 102,PR000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3ac11b25ad15fc0bbc61b641a897762a3ac11b25ad15fc0bbc61b641a897762
103,PR000103,380,484,7,8,Riverton ProductionRun 103,PR000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,230b5e0923345993a7dad0d45d2f044a230b5e0923345993a7dad0d45d2f044a
104,PR000104,172,354,8,8,Liberty ProductionRun 104,PR000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a18d460540265436beea19946f88fb42a18d460540265436beea19946f88fb42
105,PR000105,57,4,8,12,Liberty ProductionRun 105,PR000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfbe8700cd875204a8d70194de2a81a0bfbe8700cd875204a8d70194de2a81a0
106,PR000106,203,12,7,9,Pioneer ProductionRun 106,PR000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebccc1f51d6e58a49c5c458cd52849a1ebccc1f51d6e58a49c5c458cd52849a1
107,PR000107,252,175,7,10,Liberty ProductionRun 107,PR000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bb3ac6878565416953b2061d300b4699bb3ac6878565416953b2061d300b469
108,PR000108,413,15,9,6,Cedar ProductionRun 108,PR000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee9009941d055835a0e4e4a3208bf302ee9009941d055835a0e4e4a3208bf302
109,PR000109,100,48,7,1,Riverton ProductionRun 109,PR000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50f24e67ccf75039beeefe831320061650f24e67ccf75039beeefe8313200616
110,PR000110,81,488,12,11,Delta ProductionRun 110,PR000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bcf33a8d62f534b89e01063def5ada12bcf33a8d62f534b89e01063def5ada1
111,PR000111,97,255,2,11,Delta ProductionRun 111,PR000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df70b31c40d658dd8cdddb8ec77b6fd6df70b31c40d658dd8cdddb8ec77b6fd6
112,PR000112,144,346,6,12,Meridian ProductionRun 112,PR000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2eb65b828715e3a85a1786da45bdddad2eb65b828715e3a85a1786da45bddda
113,PR000113,382,315,6,7,Pioneer ProductionRun 113,PR000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8480779e5cfe5d659b72304c137814f48480779e5cfe5d659b72304c137814f4
114,PR000114,24,159,6,10,Ion ProductionRun 114,PR000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,212d972bc2f95f52a4d2d161824224c0212d972bc2f95f52a4d2d161824224c0
115,PR000115,414,22,8,11,Northstar ProductionRun 115,PR000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce4ac5e8957957f39bdcee1e1c63d191ce4ac5e8957957f39bdcee1e1c63d191
116,PR000116,352,499,8,12,Delta ProductionRun 116,PR000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb85d81787535de1a5a9e525b9170257fb85d81787535de1a5a9e525b9170257
117,PR000117,382,291,11,8,Meridian ProductionRun 117,PR000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fd6770635425e65a0b12b628a825e6f5fd6770635425e65a0b12b628a825e6f
118,PR000118,417,318,4,3,Meridian ProductionRun 118,PR000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6d2772d3f552e6b312a4353f28ca2b8c6d2772d3f552e6b312a4353f28ca2b
119,PR000119,433,115,4,9,Riverton ProductionRun 119,PR000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b81887229155e558e6fe4ac8f5ce6233b81887229155e558e6fe4ac8f5ce623
120,PR000120,391,239,10,3,Forge ProductionRun 120,PR000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b841265b2cf551a954ab0e4863ffde50b841265b2cf551a954ab0e4863ffde5
121,PR000121,432,490,5,3,Willow ProductionRun 121,PR000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbccbf964dbf58de911434f70a20ca86cbccbf964dbf58de911434f70a20ca86
122,PR000122,133,161,2,1,Granite ProductionRun 122,PR000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0364483d5f2650ea906106362a1dac420364483d5f2650ea906106362a1dac42
123,PR000123,209,332,8,6,Ion ProductionRun 123,PR000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,150851cb3fd052e481f8e83314c8a012150851cb3fd052e481f8e83314c8a012
124,PR000124,155,493,11,8,Junction ProductionRun 124,PR000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e35b1917fa8c5755a2f175f7d8a6dc79e35b1917fa8c5755a2f175f7d8a6dc79
125,PR000125,356,460,12,4,Quartz ProductionRun 125,PR000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aff141e4c2f5c359463012b5023cda49aff141e4c2f5c359463012b5023cda4
126,PR000126,356,471,6,12,Pioneer ProductionRun 126,PR000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0dfc67dfa8f58228cd85f0f3e8d938ac0dfc67dfa8f58228cd85f0f3e8d938a
127,PR000127,259,416,12,4,Delta ProductionRun 127,PR000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,247287b29681557bb5743a1423812a23247287b29681557bb5743a1423812a23
128,PR000128,246,106,9,6,Orion ProductionRun 128,PR000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca5a0bcf6ce5c4f8a8cefebddda464ccca5a0bcf6ce5c4f8a8cefebddda464c
129,PR000129,487,403,9,4,Meridian ProductionRun 129,PR000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0281d67f2235cde942ecc047539c08ce0281d67f2235cde942ecc047539c08c
130,PR000130,380,499,6,10,Summit ProductionRun 130,PR000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a36432ba12bf55bb9fa19c0decd3ffa1a36432ba12bf55bb9fa19c0decd3ffa1
131,PR000131,32,445,12,10,Orion ProductionRun 131,PR000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,663e758a681a53bfb1e0e3fc0a2c4a8c663e758a681a53bfb1e0e3fc0a2c4a8c
132,PR000132,483,293,11,3,Quartz ProductionRun 132,PR000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,316681b8bb3652f78bfd7854365372f8316681b8bb3652f78bfd7854365372f8
133,PR000133,466,305,1,6,Ion ProductionRun 133,PR000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d30f931443e954fa8b9a96cdfa12b78ed30f931443e954fa8b9a96cdfa12b78e
134,PR000134,93,456,5,6,Orion ProductionRun 134,PR000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,248744e0a27356c48ff25c2fd48a041f248744e0a27356c48ff25c2fd48a041f
135,PR000135,39,151,9,9,Zenith ProductionRun 135,PR000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,121155ad68bd573983ac335f49f13147121155ad68bd573983ac335f49f13147
136,PR000136,395,139,10,6,Cedar ProductionRun 136,PR000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49480034481554a9a21e319d6076603d49480034481554a9a21e319d6076603d
137,PR000137,96,363,5,12,Willow ProductionRun 137,PR000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e18162c1d86a59a296639265e7a5d147e18162c1d86a59a296639265e7a5d147
138,PR000138,109,215,9,8,Delta ProductionRun 138,PR000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be6845173d1c50929373c1aa748944d8be6845173d1c50929373c1aa748944d8
139,PR000139,496,7,5,4,Evergreen ProductionRun 139,PR000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f232122d673d590ca599077e1c7e4b2af232122d673d590ca599077e1c7e4b2a
140,PR000140,491,20,7,8,Cedar ProductionRun 140,PR000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11e0172551ec5bc29ee18eb2adf68c1411e0172551ec5bc29ee18eb2adf68c14
141,PR000141,126,54,1,9,Harbor ProductionRun 141,PR000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09c6e1e1dafb534b8294ed93d95e25cd09c6e1e1dafb534b8294ed93d95e25cd
142,PR000142,189,312,10,2,Pioneer ProductionRun 142,PR000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f596bdef8bf5b73a5775206341fadf08f596bdef8bf5b73a5775206341fadf0
143,PR000143,424,267,10,5,Summit ProductionRun 143,PR000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3637ff12127656419939b580fa6d73243637ff12127656419939b580fa6d7324
144,PR000144,42,385,1,7,Riverton ProductionRun 144,PR000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d465b7952de350fdaa131fffeef39b53d465b7952de350fdaa131fffeef39b53
145,PR000145,288,162,7,7,Unity ProductionRun 145,PR000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,259b6a4fcb115af69ae34f9e7556127c259b6a4fcb115af69ae34f9e7556127c
146,PR000146,431,309,7,10,Junction ProductionRun 146,PR000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad76b38732195b938a2c142e94366074ad76b38732195b938a2c142e94366074
147,PR000147,463,476,3,11,Northstar ProductionRun 147,PR000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5828c839d0e25ad6a0614c4ccf7f9eca5828c839d0e25ad6a0614c4ccf7f9eca
148,PR000148,310,107,4,2,Quartz ProductionRun 148,PR000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4da74c30026350bab35f3220f8030d454da74c30026350bab35f3220f8030d45
149,PR000149,28,329,6,5,Willow ProductionRun 149,PR000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ab8571384b55a80b4c88c8a3bbec7ad3ab8571384b55a80b4c88c8a3bbec7ad
150,PR000150,273,368,9,9,Keystone ProductionRun 150,PR000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd92d52101a85a0abd4fdd87a1238ebcbd92d52101a85a0abd4fdd87a1238ebc
151,PR000151,238,402,10,2,Northstar ProductionRun 151,PR000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c38145dce845c07b3e947c69cce50623c38145dce845c07b3e947c69cce5062
152,PR000152,354,103,3,1,Cedar ProductionRun 152,PR000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1f0bcc08aa152f3a6b65e8931389857e1f0bcc08aa152f3a6b65e8931389857
153,PR000153,275,55,1,10,Summit ProductionRun 153,PR000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,814f5b7e0ee35818b5dccbb92ff30ef1814f5b7e0ee35818b5dccbb92ff30ef1
154,PR000154,293,259,4,8,Ion ProductionRun 154,PR000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a37d5ed01e885a6d898a2d894c202b58a37d5ed01e885a6d898a2d894c202b58
155,PR000155,165,186,11,5,Vertex ProductionRun 155,PR000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,472e838ca8225802ba068e5edc9cb2f3472e838ca8225802ba068e5edc9cb2f3
156,PR000156,362,17,11,2,Willow ProductionRun 156,PR000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd3b3d4cf23f57f2903578e7ce4b5c54fd3b3d4cf23f57f2903578e7ce4b5c54
157,PR000157,159,178,3,2,Granite ProductionRun 157,PR000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38101e142ca5570ab955b15bc7eb806638101e142ca5570ab955b15bc7eb8066
158,PR000158,211,211,9,7,Delta ProductionRun 158,PR000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ed96be3677457d8a9d1a018ba2c6c958ed96be3677457d8a9d1a018ba2c6c95
159,PR000159,223,203,9,11,Titan ProductionRun 159,PR000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c01e52fdad3f5a2a801dacfc6293f543c01e52fdad3f5a2a801dacfc6293f543
160,PR000160,496,250,9,7,Keystone ProductionRun 160,PR000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0fba7a622665fe09b00c4b525e2c8cfd0fba7a622665fe09b00c4b525e2c8cf
161,PR000161,53,324,12,3,Quartz ProductionRun 161,PR000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c20a7242903f58ad843ab814d9d53b12c20a7242903f58ad843ab814d9d53b12
162,PR000162,266,18,9,1,Riverton ProductionRun 162,PR000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,231e064497f654ecb5be328829fc3c32231e064497f654ecb5be328829fc3c32
163,PR000163,299,439,5,7,Willow ProductionRun 163,PR000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73312945b2f35eada8f9f9a17bead2b673312945b2f35eada8f9f9a17bead2b6
164,PR000164,439,416,3,12,Harbor ProductionRun 164,PR000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e85d3eb5fea5451b381f36b7dc74d5d2e85d3eb5fea5451b381f36b7dc74d5d
165,PR000165,483,182,4,10,Beacon ProductionRun 165,PR000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f093642b75c657e4b04d0216a45deb72f093642b75c657e4b04d0216a45deb72
166,PR000166,154,205,3,12,Delta ProductionRun 166,PR000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce0a5b3cd430550892df54bbd7e57f71ce0a5b3cd430550892df54bbd7e57f71
167,PR000167,6,385,6,1,Zenith ProductionRun 167,PR000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ecdaf84545551a59e493a9e26207f658ecdaf84545551a59e493a9e26207f65
168,PR000168,141,462,9,9,Liberty ProductionRun 168,PR000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76f70952c8325e42b20ef461f442b5b076f70952c8325e42b20ef461f442b5b0
169,PR000169,479,58,5,5,Beacon ProductionRun 169,PR000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe20f757259c5d83a069169a576fd9e7fe20f757259c5d83a069169a576fd9e7
170,PR000170,344,212,8,12,Orion ProductionRun 170,PR000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e6108bff057576b99ce90ea3ca100818e6108bff057576b99ce90ea3ca10081
171,PR000171,135,212,3,7,Willow ProductionRun 171,PR000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91585e4c6c995d6fb84994424bc447ab91585e4c6c995d6fb84994424bc447ab
172,PR000172,487,367,8,6,Riverton ProductionRun 172,PR000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75589ebe6bb95f5aa511e2423826864b75589ebe6bb95f5aa511e2423826864b
173,PR000173,362,87,2,12,Pioneer ProductionRun 173,PR000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b89ab4d0e1e459dfbe82d4fedfa9b8d3b89ab4d0e1e459dfbe82d4fedfa9b8d3
174,PR000174,140,140,3,10,Titan ProductionRun 174,PR000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe7aeec567d156db96b8a2fbd3631013fe7aeec567d156db96b8a2fbd3631013
175,PR000175,24,34,6,9,Cedar ProductionRun 175,PR000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f58bf8d0c3465e158a59bc5566182805f58bf8d0c3465e158a59bc5566182805
176,PR000176,109,285,1,11,Unity ProductionRun 176,PR000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15b04b146e16548bbe73c5a4fc228a6815b04b146e16548bbe73c5a4fc228a68
177,PR000177,433,374,10,3,Northstar ProductionRun 177,PR000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cad349a12e95c7aaff017ac9e5b353f4cad349a12e95c7aaff017ac9e5b353f
178,PR000178,241,466,7,8,Cedar ProductionRun 178,PR000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,259269655a82582ab50f20dd405de5ad259269655a82582ab50f20dd405de5ad
179,PR000179,12,290,1,9,Atlas ProductionRun 179,PR000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75dbcbd53aac55d09b6d57f01f5f759d75dbcbd53aac55d09b6d57f01f5f759d
180,PR000180,190,155,1,10,Unity ProductionRun 180,PR000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee27f655e61e573ba030d22d6a38f91bee27f655e61e573ba030d22d6a38f91b
181,PR000181,257,321,11,3,Forge ProductionRun 181,PR000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc725fc66cb25c3f967fec0d4181f948bc725fc66cb25c3f967fec0d4181f948
182,PR000182,330,319,7,7,Summit ProductionRun 182,PR000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,517713f919895bc8a0c70b1a8eb45637517713f919895bc8a0c70b1a8eb45637
183,PR000183,359,328,12,2,Atlas ProductionRun 183,PR000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc74ae30a0e591491c1134962be03e84dc74ae30a0e591491c1134962be03e8
184,PR000184,198,136,9,5,Ion ProductionRun 184,PR000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e725e7378c485feab6ea3774c3416a51e725e7378c485feab6ea3774c3416a51
185,PR000185,65,382,10,7,Unity ProductionRun 185,PR000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5079209a22ce5fffaa4103ea72e7634f5079209a22ce5fffaa4103ea72e7634f
186,PR000186,365,385,1,9,Willow ProductionRun 186,PR000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76dfab2b2669528a9dafbccb569cced976dfab2b2669528a9dafbccb569cced9
187,PR000187,474,400,4,9,Delta ProductionRun 187,PR000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be502f616901551989fd8f808e9e1d95be502f616901551989fd8f808e9e1d95
188,PR000188,388,339,12,3,Delta ProductionRun 188,PR000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd351c27f82a5740a2f215ad1dfa9d3fdd351c27f82a5740a2f215ad1dfa9d3f
189,PR000189,6,424,11,4,Harbor ProductionRun 189,PR000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7a2e0334be95312a92ec8fb1c97c63ef7a2e0334be95312a92ec8fb1c97c63e
190,PR000190,228,142,12,12,Junction ProductionRun 190,PR000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9a3029af304553f80b13439d4bd0b79a9a3029af304553f80b13439d4bd0b79
191,PR000191,149,290,1,3,Pioneer ProductionRun 191,PR000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77410cb7128d5d1fbd46b6c009ec2d0877410cb7128d5d1fbd46b6c009ec2d08
192,PR000192,313,14,6,2,Forge ProductionRun 192,PR000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92569d3ad2505d16a04afd9f0cce8b4592569d3ad2505d16a04afd9f0cce8b45
193,PR000193,360,66,10,9,Meridian ProductionRun 193,PR000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cf26f2811195454aa825de9d6532e9b9cf26f2811195454aa825de9d6532e9b
194,PR000194,246,31,9,1,Zenith ProductionRun 194,PR000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3440f2c4fca95926a25ce8f0021195c03440f2c4fca95926a25ce8f0021195c0
195,PR000195,430,416,8,5,Orion ProductionRun 195,PR000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88fdc9ebb7ae584eb9cd32bd7d3d6a3188fdc9ebb7ae584eb9cd32bd7d3d6a31
196,PR000196,336,351,2,2,Granite ProductionRun 196,PR000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c7355eee2b55246a52f4ee2384a1f453c7355eee2b55246a52f4ee2384a1f45
197,PR000197,381,343,10,10,Unity ProductionRun 197,PR000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf045e81885459ffb4e0e0e6382bf592bf045e81885459ffb4e0e0e6382bf592
198,PR000198,490,56,3,12,Granite ProductionRun 198,PR000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fae4da022fb5a5db05d4438e368da4c4fae4da022fb5a5db05d4438e368da4c
199,PR000199,211,434,7,5,Beacon ProductionRun 199,PR000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd9c3c1d5bd75fad8250c1239bc762e8dd9c3c1d5bd75fad8250c1239bc762e8
200,PR000200,67,145,12,5,Beacon ProductionRun 200,PR000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c7e068a82257719185fd4ba67fe16582c7e068a82257719185fd4ba67fe165
201,PR000201,220,484,11,8,Granite ProductionRun 201,PR000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20884cd1e100543b8460d3dd8ee5111720884cd1e100543b8460d3dd8ee51117
202,PR000202,483,189,5,8,Atlas ProductionRun 202,PR000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d60dd5a462850e89ead875ad44f5acc8d60dd5a462850e89ead875ad44f5acc
203,PR000203,451,202,3,7,Liberty ProductionRun 203,PR000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c5c908400655ce287cf3928606a1b459c5c908400655ce287cf3928606a1b45
204,PR000204,406,405,1,6,Cedar ProductionRun 204,PR000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a256758894457fa9e9de435c9df15e68a256758894457fa9e9de435c9df15e6
205,PR000205,488,214,8,9,Liberty ProductionRun 205,PR000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,758cc41710345a7b8429271b4060d4e1758cc41710345a7b8429271b4060d4e1
