LogisticsCustomsDeclarationKey,CustomsDeclarationNumber,LogisticsShipmentHeaderKey,LogisticsTariffItemKey,LogisticsCustomsStatusKey,OriginCountryKey,DestinationCountryKey,CurrencyKey,CustomsEntryNumber,DeclarationValueAmount,FilingDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
104,LCD000104,141,194,3,49,149,2,LCD000104,152.4800,2020-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b44eedf54ba51b894354eb8c4e1fd322b44eedf54ba51b894354eb8c4e1fd32
105,LCD000105,169,70,2,185,175,4,LCD000105,153.8500,2020-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45dab2fc597e5d158d1e821148b6f8e645dab2fc597e5d158d1e821148b6f8e6
106,LCD000106,298,494,9,217,188,2,LCD000106,155.2200,2020-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b72d96c2ce485850905343c92dbf484db72d96c2ce485850905343c92dbf484d
107,LCD000107,29,110,2,109,142,2,LCD000107,156.5900,2020-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d5b729918259388a94547bb8b90b9143d5b729918259388a94547bb8b90b91
108,LCD000108,391,35,10,158,109,4,LCD000108,157.9600,2020-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1463d4a27ad55c6da9b63dc3df8332491463d4a27ad55c6da9b63dc3df833249
109,LCD000109,79,363,3,89,48,5,LCD000109,159.3300,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,994dd7014e755696baac40e078239ade994dd7014e755696baac40e078239ade
110,LCD000110,123,478,7,81,57,1,LCD000110,160.7000,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22718fb8542507b9bfc3e21adc33b4dd22718fb8542507b9bfc3e21adc33b4d
111,LCD000111,21,31,2,226,3,4,LCD000111,162.0700,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db512be9251d5d1f96d7f04bbf92a812db512be9251d5d1f96d7f04bbf92a812
112,LCD000112,484,278,3,184,133,2,LCD000112,163.4400,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8670d6da8c32584b93e521c078c658528670d6da8c32584b93e521c078c65852
113,LCD000113,327,229,1,4,171,5,LCD000113,164.8100,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9718cccf6ad858cf9ee208da2ce6bec29718cccf6ad858cf9ee208da2ce6bec2
114,LCD000114,374,393,6,41,250,4,LCD000114,166.1800,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9893dabf549e5765b3905e6575250a1e9893dabf549e5765b3905e6575250a1e
115,LCD000115,403,431,9,235,182,4,LCD000115,167.5500,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5524f8d4172d5cf5beb213c143de37105524f8d4172d5cf5beb213c143de3710
116,LCD000116,435,125,4,55,89,2,LCD000116,168.9200,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e8783e6719a5a74ab25faf1ef187da84e8783e6719a5a74ab25faf1ef187da8
117,LCD000117,117,296,10,137,218,3,LCD000117,170.2900,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e41c6a67815e8e85a5194f2236684902e41c6a67815e8e85a5194f22366849
118,LCD000118,51,425,6,122,44,4,LCD000118,171.6600,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2d4e38363405ae195822aa0880a7d0cd2d4e38363405ae195822aa0880a7d0c
119,LCD000119,325,434,2,166,70,2,LCD000119,173.0300,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efc07d5a71585eb09bf30427c3862619efc07d5a71585eb09bf30427c3862619
120,LCD000120,98,153,6,52,177,4,LCD000120,174.4000,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b57a468d559d553f913151d61100f51fb57a468d559d553f913151d61100f51f
121,LCD000121,374,318,2,105,4,4,LCD000121,175.7700,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b190ff6db645731b88e4df25b8a019a7b190ff6db645731b88e4df25b8a019a
122,LCD000122,42,132,9,122,213,2,LCD000122,177.1400,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9b02b2b246f5166883daa3edc6ccd44b9b02b2b246f5166883daa3edc6ccd44
123,LCD000123,68,6,5,75,86,2,LCD000123,178.5100,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9129fb04562058f88c12a057dce1b6b39129fb04562058f88c12a057dce1b6b3
124,LCD000124,366,476,2,104,217,4,LCD000124,179.8800,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe1139bc5f3954b3bd5c8ccbd2516350fe1139bc5f3954b3bd5c8ccbd2516350
125,LCD000125,42,99,8,141,10,3,LCD000125,181.2500,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,432d1c52b7e5572da15436bcd105cd5d432d1c52b7e5572da15436bcd105cd5d
126,LCD000126,159,404,1,187,220,4,LCD000126,182.6200,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,120e955db80054d69beea58f45142af9120e955db80054d69beea58f45142af9
127,LCD000127,240,72,2,153,232,2,LCD000127,183.9900,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f6f5b059aad56b2837bac0b88f61e8c9f6f5b059aad56b2837bac0b88f61e8c
128,LCD000128,250,478,9,189,29,1,LCD000128,185.3600,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde790d549df57aa9dadcccf66ab4194dde790d549df57aa9dadcccf66ab4194
129,LCD000129,4,145,1,159,32,5,LCD000129,186.7300,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3903127d18c55ba9a20b6bf4106d72553903127d18c55ba9a20b6bf4106d7255
130,LCD000130,212,311,6,103,198,4,LCD000130,188.1000,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e498e6d1e23b5321b14e767276261ca1e498e6d1e23b5321b14e767276261ca1
131,LCD000131,395,498,9,222,233,3,LCD000131,189.4700,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a04570a831d52e98e32d77fbb5f8bb73a04570a831d52e98e32d77fbb5f8bb7
132,LCD000132,22,82,7,41,72,1,LCD000132,190.8400,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27776763fca159f0a9b6534ef73daf8d27776763fca159f0a9b6534ef73daf8d
133,LCD000133,104,87,3,180,160,3,LCD000133,192.2100,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a1ebd45e7ac58408fb875194b052e4a8a1ebd45e7ac58408fb875194b052e4a
134,LCD000134,253,79,5,242,69,1,LCD000134,193.5800,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe100742faee5a8ba1088172d45e2d05fe100742faee5a8ba1088172d45e2d05
135,LCD000135,347,15,7,173,245,1,LCD000135,194.9500,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92816188eb5b568389adc7440ed8bacc92816188eb5b568389adc7440ed8bacc
136,LCD000136,444,321,8,50,191,2,LCD000136,196.3200,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8630fdb17b55a8bb072161844d97b44a8630fdb17b55a8bb072161844d97b44
137,LCD000137,185,201,1,120,76,1,LCD000137,197.6900,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77ecf72c21d553c91d146f3b48debc5a77ecf72c21d553c91d146f3b48debc5
138,LCD000138,413,72,6,132,167,2,LCD000138,199.0600,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c378e1a996fa5677bb3c5200a6f304fdc378e1a996fa5677bb3c5200a6f304fd
139,LCD000139,27,84,7,168,149,1,LCD000139,200.4300,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47c8ca0e381252468f2a88da236a73a647c8ca0e381252468f2a88da236a73a6
140,LCD000140,382,136,6,48,157,4,LCD000140,201.8000,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7af7b9d5de2547fbd948a1dcbf5b40ff7af7b9d5de2547fbd948a1dcbf5b40f
141,LCD000141,328,60,5,9,239,5,LCD000141,203.1700,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb5866f80e5e55cba15e73fe939966b6cb5866f80e5e55cba15e73fe939966b6
142,LCD000142,436,222,2,147,183,1,LCD000142,204.5400,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac953f7162cc5be7b9166fc4bc82d938ac953f7162cc5be7b9166fc4bc82d938
143,LCD000143,91,147,2,203,187,5,LCD000143,205.9100,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d56925fe2f745c579caa279f0b9cf606d56925fe2f745c579caa279f0b9cf606
144,LCD000144,318,54,8,95,205,2,LCD000144,207.2800,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74a6f5b27d225896a53b9800e25d1add74a6f5b27d225896a53b9800e25d1add
145,LCD000145,164,145,9,232,20,1,LCD000145,208.6500,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d91e599f34c5888b264e0a8ba6e33eb1d91e599f34c5888b264e0a8ba6e33eb
146,LCD000146,421,350,7,85,52,5,LCD000146,210.0200,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd65698960885e1c969b95f063a7442edd65698960885e1c969b95f063a7442e
147,LCD000147,338,19,10,111,47,2,LCD000147,211.3900,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f2326f35dcd58f0a8513fdce0e91b131f2326f35dcd58f0a8513fdce0e91b13
148,LCD000148,246,347,1,73,26,1,LCD000148,212.7600,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14c5958c24605b1aa6a46d722e64946514c5958c24605b1aa6a46d722e649465
149,LCD000149,405,484,9,233,65,3,LCD000149,214.1300,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f2feb6d7bd35a29809d6d084fd64fe45f2feb6d7bd35a29809d6d084fd64fe4
150,LCD000150,365,91,3,216,231,3,LCD000150,215.5000,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b138f1da95f753cf8ca33fff522526bcb138f1da95f753cf8ca33fff522526bc
151,LCD000151,113,444,4,140,133,2,LCD000151,216.8700,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8867c0201142507f9cb43b09c4baf8248867c0201142507f9cb43b09c4baf824
152,LCD000152,328,263,8,44,222,5,LCD000152,218.2400,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a36e1402bd95db8bf00b77d1dd524e02a36e1402bd95db8bf00b77d1dd524e0
153,LCD000153,32,15,1,70,135,2,LCD000153,219.6100,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcc8bf47a95a5d748f79f0ce296202a2fcc8bf47a95a5d748f79f0ce296202a2
154,LCD000154,293,108,9,70,116,3,LCD000154,220.9800,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e878eb35c14599f9320bf89c3afda535e878eb35c14599f9320bf89c3afda53
155,LCD000155,150,263,3,93,161,1,LCD000155,222.3500,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,221daac09db35c15bf4cffb9c4fefff5221daac09db35c15bf4cffb9c4fefff5
156,LCD000156,123,322,2,203,237,1,LCD000156,223.7200,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cafdbe292f35ecebbdee18560403aa78cafdbe292f35ecebbdee18560403aa7
157,LCD000157,212,216,10,116,111,2,LCD000157,225.0900,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04464aa7f4ae5477ae9f5e8383330dd604464aa7f4ae5477ae9f5e8383330dd6
158,LCD000158,334,268,7,147,131,4,LCD000158,226.4600,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b23c55dc3ba65ce08fab5e8fb0c49108b23c55dc3ba65ce08fab5e8fb0c49108
159,LCD000159,318,114,1,203,208,5,LCD000159,227.8300,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fbed1e413d55ae180f4842e6cc339de7fbed1e413d55ae180f4842e6cc339de
160,LCD000160,324,382,5,34,78,2,LCD000160,229.2000,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4f29087e8e2537482309c4108527e3cb4f29087e8e2537482309c4108527e3c
161,LCD000161,407,347,6,68,95,3,LCD000161,230.5700,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3afdcb4876256bc9d0ff250dd995237b3afdcb4876256bc9d0ff250dd995237
162,LCD000162,383,400,6,213,84,2,LCD000162,231.9400,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7eb3de3c8f39585b8240e384a1ec5de97eb3de3c8f39585b8240e384a1ec5de9
163,LCD000163,344,330,10,184,227,4,LCD000163,233.3100,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a44748910f5a03868fc8fba8dc0b3e39a44748910f5a03868fc8fba8dc0b3e
164,LCD000164,236,388,5,243,158,5,LCD000164,234.6800,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d350dc92fa5e27afcb304386d51e8751d350dc92fa5e27afcb304386d51e87
165,LCD000165,134,304,4,84,51,3,LCD000165,236.0500,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a5954163530531cbeccd7dc2e04d05a4a5954163530531cbeccd7dc2e04d05a
166,LCD000166,395,447,5,97,19,1,LCD000166,237.4200,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6117940824d253f59090ee389fdc9e906117940824d253f59090ee389fdc9e90
167,LCD000167,6,178,10,108,229,5,LCD000167,238.7900,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eca8bb2f069f58ebac48c8b006ece49aeca8bb2f069f58ebac48c8b006ece49a
168,LCD000168,274,487,8,128,33,5,LCD000168,240.1600,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d142d68378950d79825fa890a58aa945d142d68378950d79825fa890a58aa94
169,LCD000169,385,252,10,117,88,5,LCD000169,241.5300,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94f1754e8bc655c688687cf74d620dd094f1754e8bc655c688687cf74d620dd0
170,LCD000170,83,405,10,59,46,1,LCD000170,242.9000,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a3dd732d35959819a114e766593373a4a3dd732d35959819a114e766593373a
171,LCD000171,330,500,6,240,207,5,LCD000171,244.2700,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dbfc601db5a58378f32586baa25830c3dbfc601db5a58378f32586baa25830c
172,LCD000172,17,28,2,176,160,5,LCD000172,245.6400,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59173ace9f5f599b8f3c1fe24ee2adb859173ace9f5f599b8f3c1fe24ee2adb8
173,LCD000173,165,409,6,247,82,5,LCD000173,247.0100,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,459b72cf9436582cbf9a61cf5b7d2a9d459b72cf9436582cbf9a61cf5b7d2a9d
174,LCD000174,132,123,5,145,204,4,LCD000174,248.3800,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e187fe352dd56229fd0446bc87e14066e187fe352dd56229fd0446bc87e1406
175,LCD000175,405,30,9,157,71,4,LCD000175,249.7500,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3c392ca8e8d5eb6bf4627e9e0996b87c3c392ca8e8d5eb6bf4627e9e0996b87
176,LCD000176,109,137,3,74,91,1,LCD000176,251.1200,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7165fdcd448f5efcab7a04d1c38557e27165fdcd448f5efcab7a04d1c38557e2
177,LCD000177,61,483,6,8,194,3,LCD000177,252.4900,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,793da32a05e65618a8510ad25d88c677793da32a05e65618a8510ad25d88c677
178,LCD000178,115,467,6,32,60,1,LCD000178,253.8600,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d585810468af5c3eaf79f29d1a61356fd585810468af5c3eaf79f29d1a61356f
179,LCD000179,207,13,10,235,196,1,LCD000179,255.2300,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d94177610f735a5581041881530dfc0cd94177610f735a5581041881530dfc0c
180,LCD000180,48,468,9,104,117,5,LCD000180,256.6000,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10afeb07858a5dce8946ac9feacbc1c210afeb07858a5dce8946ac9feacbc1c2
181,LCD000181,482,453,10,53,148,3,LCD000181,257.9700,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46be9fb27c525c7686af584101c2215a46be9fb27c525c7686af584101c2215a
182,LCD000182,210,491,2,8,105,4,LCD000182,259.3400,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fba032a4c5425d8195051ef399f85aa4fba032a4c5425d8195051ef399f85aa4
183,LCD000183,410,392,3,25,233,5,LCD000183,260.7100,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4139c6152a35f17b7d669b018b49c3fc4139c6152a35f17b7d669b018b49c3f
184,LCD000184,275,39,2,78,103,4,LCD000184,262.0800,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9af1dd64061259448c71fbe1794e8db39af1dd64061259448c71fbe1794e8db3
185,LCD000185,399,243,6,183,170,1,LCD000185,263.4500,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce0d556dc4df5fc4b15b6fb96b44024ece0d556dc4df5fc4b15b6fb96b44024e
186,LCD000186,461,54,1,215,66,4,LCD000186,264.8200,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbcdd15309505dfa8cd778e06d0e510dcbcdd15309505dfa8cd778e06d0e510d
187,LCD000187,103,465,8,238,225,3,LCD000187,266.1900,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f463282adb145441964aaaa00dfff1fdf463282adb145441964aaaa00dfff1fd
188,LCD000188,366,320,6,230,145,3,LCD000188,267.5600,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d55524a6d7a511fabd5da301e7f80643d55524a6d7a511fabd5da301e7f8064
189,LCD000189,220,320,2,186,21,3,LCD000189,268.9300,2020-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69c95e3cd8cf5810972acee4d072c11869c95e3cd8cf5810972acee4d072c118
190,LCD000190,403,287,5,180,43,2,LCD000190,270.3000,2020-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeab55cec0ab572ba6e30e6826d07a94eeab55cec0ab572ba6e30e6826d07a94
191,LCD000191,331,403,1,51,241,1,LCD000191,271.6700,2020-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a93926efd587595880758d151e7849bca93926efd587595880758d151e7849bc
192,LCD000192,342,428,8,23,3,1,LCD000192,273.0400,2020-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a3bec2a5558571181f7cedc9e855eb74a3bec2a5558571181f7cedc9e855eb7
193,LCD000193,406,287,6,21,15,3,LCD000193,274.4100,2020-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5351ba2e72a25766b7037836bb02a8915351ba2e72a25766b7037836bb02a891
194,LCD000194,36,247,8,222,156,3,LCD000194,275.7800,2020-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4b4c08d1f26560680bb220eb2f529ecc4b4c08d1f26560680bb220eb2f529ec
195,LCD000195,352,452,8,205,68,5,LCD000195,277.1500,2020-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4e74bbe9c0f5b8386e88a4505446b1bc4e74bbe9c0f5b8386e88a4505446b1b
196,LCD000196,155,259,10,238,33,2,LCD000196,278.5200,2020-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43a9e01b3eaa574f983c37ec811954a943a9e01b3eaa574f983c37ec811954a9
197,LCD000197,367,185,5,223,215,3,LCD000197,279.8900,2020-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e92708ffa8956e98cebb5cc01b9a7d59e92708ffa8956e98cebb5cc01b9a7d5
198,LCD000198,420,150,1,8,90,1,LCD000198,281.2600,2020-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b47a49be635556fca7857a932ced745ab47a49be635556fca7857a932ced745a
199,LCD000199,125,441,7,32,77,1,LCD000199,282.6300,2020-07-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e364d3428abc569581912b62a55b82fee364d3428abc569581912b62a55b82fe
200,LCD000200,11,349,8,208,243,5,LCD000200,284.0000,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b64a16f9e8d055108c91a38e0bdd7f41b64a16f9e8d055108c91a38e0bdd7f41
201,LCD000201,287,85,2,209,162,2,LCD000201,285.3700,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54878413e3875702897523802ae32eba54878413e3875702897523802ae32eba
202,LCD000202,171,434,5,9,208,2,LCD000202,286.7400,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a001ab45571656bd9d469bfd615defaea001ab45571656bd9d469bfd615defae
203,LCD000203,122,330,9,66,3,3,LCD000203,288.1100,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc1e98d47d6956f092a623da1ea590cafc1e98d47d6956f092a623da1ea590ca
204,LCD000204,279,205,7,199,161,4,LCD000204,289.4800,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2119587f9d64530ea24ec3a84d08f9f22119587f9d64530ea24ec3a84d08f9f2
205,LCD000205,432,497,9,151,180,2,LCD000205,290.8500,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0fb6a6383a7566ab52620e4f4b83ff1a0fb6a6383a7566ab52620e4f4b83ff1
206,LCD000206,217,228,6,217,158,5,LCD000206,292.2200,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3908c67883b525e8fdebc1ec892349ba3908c67883b525e8fdebc1ec892349b
207,LCD000207,199,230,6,131,54,3,LCD000207,293.5900,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d524d59bf80e5aa3b180bc8642ecf912d524d59bf80e5aa3b180bc8642ecf912
208,LCD000208,43,101,5,49,19,5,LCD000208,294.9600,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e1c67c2943851d0bc2251683b0c96e72e1c67c2943851d0bc2251683b0c96e7
