EnergyEfficiencyProjectKey,EfficiencyProjectNumber,PlantKey,EnergyEfficiencyMeasureKey,CostCenterKey,EnergyEfficiencyProjectStatusKey,CurrencyKey,EfficiencyProjectName,EstimatedSavingsAmount,EstimatedAnnualSavingsQuantity,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
97,EEP000097,144,2,57,3,3,Liberty EnergyEfficiencyProject 97,142.8900,68.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a0e6a583dbf54e8b685de6db9ff0f2e1a0e6a583dbf54e8b685de6db9ff0f2e
98,EEP000098,88,306,364,4,2,Forge EnergyEfficiencyProject 98,144.2600,68.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d11313568f85c15908daa7bc8837e872d11313568f85c15908daa7bc8837e87
99,EEP000099,283,324,16,4,1,Zenith EnergyEfficiencyProject 99,145.6300,69.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,916c292eec9959a5a32a3b63855f69c5916c292eec9959a5a32a3b63855f69c5
100,EEP000100,105,341,447,6,4,Zenith EnergyEfficiencyProject 100,147.0000,70.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f88a2160fe775bafbf486178708b227cf88a2160fe775bafbf486178708b227c
101,EEP000101,308,430,25,8,3,Quartz EnergyEfficiencyProject 101,148.3700,70.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,034048502445522aa7e963bf74bff8f0034048502445522aa7e963bf74bff8f0
102,EEP000102,22,488,-1,6,1,Riverton EnergyEfficiencyProject 102,149.7400,71.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ed66f91b10b549db5a9720ce2f7146d8ed66f91b10b549db5a9720ce2f7146d
103,EEP000103,180,86,129,2,4,Keystone EnergyEfficiencyProject 103,151.1100,72.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83db392990b35f5281baf5ac124ebf9b83db392990b35f5281baf5ac124ebf9b
104,EEP000104,321,26,414,1,2,Forge EnergyEfficiencyProject 104,152.4800,72.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bca5b9b689ab50d784ef0d692ce8dbc0bca5b9b689ab50d784ef0d692ce8dbc0
105,EEP000105,252,483,108,2,4,Northstar EnergyEfficiencyProject 105,153.8500,73.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab6f97457c9857afb15de79aa4613ec2ab6f97457c9857afb15de79aa4613ec2
106,EEP000106,310,151,429,4,5,Evergreen EnergyEfficiencyProject 106,155.2200,74.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9e75e584e7453aaa0b62e74126a5bd2c9e75e584e7453aaa0b62e74126a5bd2
107,EEP000107,325,249,226,6,4,Titan EnergyEfficiencyProject 107,156.5900,75.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e848fd6c7825c5ea964087783ffd0925e848fd6c7825c5ea964087783ffd092
108,EEP000108,76,39,43,6,4,Titan EnergyEfficiencyProject 108,157.9600,75.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00862d3d913a54c5878ef368ec9f75c700862d3d913a54c5878ef368ec9f75c7
109,EEP000109,204,235,390,4,1,Granite EnergyEfficiencyProject 109,159.3300,76.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad17f148e47154568c56ac0cf273a8cbad17f148e47154568c56ac0cf273a8cb
110,EEP000110,154,287,389,4,1,Vertex EnergyEfficiencyProject 110,160.7000,77.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bdb2c83c36d59b494ae23641746e4c38bdb2c83c36d59b494ae23641746e4c3
111,EEP000111,147,69,116,3,3,Titan EnergyEfficiencyProject 111,162.0700,77.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a2d8c5d139950c19ba5292f8ca86f8c1a2d8c5d139950c19ba5292f8ca86f8c
112,EEP000112,43,211,396,7,5,Unity EnergyEfficiencyProject 112,163.4400,78.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98425626c171570898ba032be10f175b98425626c171570898ba032be10f175b
113,EEP000113,9,347,3,3,5,Cedar EnergyEfficiencyProject 113,164.8100,79.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e77c392d6c235410809b19fc54177ff4e77c392d6c235410809b19fc54177ff4
114,EEP000114,273,89,45,1,4,Keystone EnergyEfficiencyProject 114,166.1800,79.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2021fbf856455fb7b538e70e61e401162021fbf856455fb7b538e70e61e40116
115,EEP000115,158,292,373,1,5,Northstar EnergyEfficiencyProject 115,167.5500,80.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c388d8dd33f54d1942e14aa6e6a9ed70c388d8dd33f54d1942e14aa6e6a9ed7
116,EEP000116,341,198,96,6,1,Vertex EnergyEfficiencyProject 116,168.9200,81.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae24a324467f59469d59bacc94dd8828ae24a324467f59469d59bacc94dd8828
117,EEP000117,107,407,402,7,5,Ion EnergyEfficiencyProject 117,170.2900,82.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bacdc710b9453a380c6f377cd12bc9a0bacdc710b9453a380c6f377cd12bc9a
118,EEP000118,274,234,142,4,2,Pioneer EnergyEfficiencyProject 118,171.6600,82.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c81576d4796d525fa981891b3a251148c81576d4796d525fa981891b3a251148
119,EEP000119,1,242,-1,6,1,Evergreen EnergyEfficiencyProject 119,173.0300,83.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aceebadf61425fc0aa5706956eeaa54baceebadf61425fc0aa5706956eeaa54b
120,EEP000120,197,493,264,8,3,Beacon EnergyEfficiencyProject 120,174.4000,84.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd94c027090951788ff21ecb2da6e0f4cd94c027090951788ff21ecb2da6e0f4
121,EEP000121,17,67,468,2,3,Orion EnergyEfficiencyProject 121,175.7700,84.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c4205433e99506f8f2ddf2a19e8879b5c4205433e99506f8f2ddf2a19e8879b
122,EEP000122,251,336,337,8,2,Northstar EnergyEfficiencyProject 122,177.1400,85.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,053ff752c92b5fef9872e88426acbbeb053ff752c92b5fef9872e88426acbbeb
123,EEP000123,73,89,232,3,1,Pioneer EnergyEfficiencyProject 123,178.5100,86.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b59cfaed19fa5ece897bb98206f6d4fcb59cfaed19fa5ece897bb98206f6d4fc
124,EEP000124,114,144,445,1,1,Titan EnergyEfficiencyProject 124,179.8800,86.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a31ddfbe36e2598099cb1ecb5a82fb61a31ddfbe36e2598099cb1ecb5a82fb61
125,EEP000125,96,148,257,7,4,Junction EnergyEfficiencyProject 125,181.2500,87.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b02e01fa9af750808f5e1378c575e14bb02e01fa9af750808f5e1378c575e14b
126,EEP000126,61,326,28,5,4,Meridian EnergyEfficiencyProject 126,182.6200,88.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16114a076bb75417bcebcdfd4e3f55c816114a076bb75417bcebcdfd4e3f55c8
127,EEP000127,166,339,214,8,5,Evergreen EnergyEfficiencyProject 127,183.9900,89.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ea6a6575395532e8fc91e04af1cd9883ea6a6575395532e8fc91e04af1cd988
128,EEP000128,252,436,250,4,3,Zenith EnergyEfficiencyProject 128,185.3600,89.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b289e3d354530bac798a9491d1293176b289e3d354530bac798a9491d12931
129,EEP000129,255,207,336,5,3,Orion EnergyEfficiencyProject 129,186.7300,90.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea746d99da7a5bbfbe5c512febefc244ea746d99da7a5bbfbe5c512febefc244
130,EEP000130,143,467,3,4,4,Ion EnergyEfficiencyProject 130,188.1000,91.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2220d4c14f75af29e894e3376ae2330a2220d4c14f75af29e894e3376ae2330
131,EEP000131,268,476,326,4,3,Unity EnergyEfficiencyProject 131,189.4700,91.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57eaa8cc1161570c9198303f3b14f55a57eaa8cc1161570c9198303f3b14f55a
132,EEP000132,280,147,25,3,3,Delta EnergyEfficiencyProject 132,190.8400,92.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d087cf4e863c5a1b82793cdfb6560d4bd087cf4e863c5a1b82793cdfb6560d4b
133,EEP000133,223,138,254,2,2,Forge EnergyEfficiencyProject 133,192.2100,93.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,943ecd67b25b53d8b25fc692836ee326943ecd67b25b53d8b25fc692836ee326
134,EEP000134,16,381,116,7,3,Pioneer EnergyEfficiencyProject 134,193.5800,93.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92876f22bd0e54da9f2626744639f09792876f22bd0e54da9f2626744639f097
135,EEP000135,137,401,305,2,5,Summit EnergyEfficiencyProject 135,194.9500,94.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,672b4da06db75d2d82006185075a5387672b4da06db75d2d82006185075a5387
136,EEP000136,349,380,-1,2,5,Delta EnergyEfficiencyProject 136,196.3200,95.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,368dfabe759e509ba1a645334e21c409368dfabe759e509ba1a645334e21c409
137,EEP000137,171,291,164,4,4,Beacon EnergyEfficiencyProject 137,197.6900,96.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,838cbea458415cd7a177f37fbbf3155d838cbea458415cd7a177f37fbbf3155d
138,EEP000138,219,347,178,2,1,Harbor EnergyEfficiencyProject 138,199.0600,96.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,461e8d251e0256ee83884560f1d34171461e8d251e0256ee83884560f1d34171
139,EEP000139,151,373,416,2,5,Ion EnergyEfficiencyProject 139,200.4300,97.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36011ef345a45c7bb72e8ff56c3ca96536011ef345a45c7bb72e8ff56c3ca965
140,EEP000140,58,409,113,8,5,Evergreen EnergyEfficiencyProject 140,201.8000,98.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01e39aa8bca15655a98a99d4cde3a61f01e39aa8bca15655a98a99d4cde3a61f
141,EEP000141,77,92,295,7,4,Pioneer EnergyEfficiencyProject 141,203.1700,98.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8574538f09b95839bc581324181d71118574538f09b95839bc581324181d7111
142,EEP000142,232,416,70,8,1,Forge EnergyEfficiencyProject 142,204.5400,99.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bf29ec52f3a5af1bb7af20ecb0b46ef7bf29ec52f3a5af1bb7af20ecb0b46ef
143,EEP000143,138,62,225,5,2,Delta EnergyEfficiencyProject 143,205.9100,100.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87561ea12c855788a18fea228b59a44087561ea12c855788a18fea228b59a440
144,EEP000144,224,37,39,5,1,Orion EnergyEfficiencyProject 144,207.2800,100.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeabe9426e875d33840bf7ec3fed014daeabe9426e875d33840bf7ec3fed014d
145,EEP000145,272,32,442,7,5,Vertex EnergyEfficiencyProject 145,208.6500,101.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,281ddad4610b55de89103b0978aafdd7281ddad4610b55de89103b0978aafdd7
146,EEP000146,63,19,24,6,4,Willow EnergyEfficiencyProject 146,210.0200,102.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,776faa58daf55cefa27889d009578103776faa58daf55cefa27889d009578103
147,EEP000147,5,311,102,1,4,Northstar EnergyEfficiencyProject 147,211.3900,103.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae5961751c7852839ed408effa768323ae5961751c7852839ed408effa768323
148,EEP000148,168,146,427,7,3,Delta EnergyEfficiencyProject 148,212.7600,103.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c724b0165d524ab13d9bb560894e7388c724b0165d524ab13d9bb560894e73
149,EEP000149,278,474,254,3,4,Forge EnergyEfficiencyProject 149,214.1300,104.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9effd3abae3f52f3ae27fb042abd4d739effd3abae3f52f3ae27fb042abd4d73
150,EEP000150,240,172,388,3,5,Junction EnergyEfficiencyProject 150,215.5000,105.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22132aa4d23b5fa6a32d34516402e16822132aa4d23b5fa6a32d34516402e168
151,EEP000151,256,261,269,4,3,Willow EnergyEfficiencyProject 151,216.8700,105.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7feb598e06750d09a3c58cd05530f0ed7feb598e06750d09a3c58cd05530f0e
152,EEP000152,350,157,323,1,2,Orion EnergyEfficiencyProject 152,218.2400,106.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e5737fb9e4158c5bf3d3836c60de8fc1e5737fb9e4158c5bf3d3836c60de8fc
153,EEP000153,270,382,-1,3,3,Riverton EnergyEfficiencyProject 153,219.6100,107.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e784341ff7c525cadf3fce9127050640e784341ff7c525cadf3fce912705064
154,EEP000154,252,201,420,2,5,Forge EnergyEfficiencyProject 154,220.9800,107.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21fef1da13545df287f8b7e9d93f2eb621fef1da13545df287f8b7e9d93f2eb6
155,EEP000155,333,110,407,6,5,Willow EnergyEfficiencyProject 155,222.3500,108.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa23fc2edc5b549fa36777d7ab6dab14fa23fc2edc5b549fa36777d7ab6dab14
156,EEP000156,84,485,102,2,2,Riverton EnergyEfficiencyProject 156,223.7200,109.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e246dab24da3597badacc3e4436ddc90e246dab24da3597badacc3e4436ddc90
157,EEP000157,213,500,290,5,3,Cedar EnergyEfficiencyProject 157,225.0900,110.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,decb8abba04a504fa4be594b3f22ba35decb8abba04a504fa4be594b3f22ba35
158,EEP000158,53,32,281,4,2,Beacon EnergyEfficiencyProject 158,226.4600,110.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a17f537efe15cc889e3db183d15bfab3a17f537efe15cc889e3db183d15bfab
159,EEP000159,128,100,492,3,5,Vertex EnergyEfficiencyProject 159,227.8300,111.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c7962035d7f5d30a4bf923763b738de7c7962035d7f5d30a4bf923763b738de
160,EEP000160,307,85,287,5,5,Titan EnergyEfficiencyProject 160,229.2000,112.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1f5ff04877f5d3a87d0f3069176b53ad1f5ff04877f5d3a87d0f3069176b53a
161,EEP000161,168,225,380,4,3,Quartz EnergyEfficiencyProject 161,230.5700,112.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c6964f34094504b9b4b40b465b1fd617c6964f34094504b9b4b40b465b1fd61
162,EEP000162,29,244,175,8,2,Zenith EnergyEfficiencyProject 162,231.9400,113.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f28a2236a89f5d149ed1e29325b15974f28a2236a89f5d149ed1e29325b15974
163,EEP000163,204,95,423,3,4,Meridian EnergyEfficiencyProject 163,233.3100,114.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f948644b6d5e72b459ddf9d9c0a8afd9f948644b6d5e72b459ddf9d9c0a8af
164,EEP000164,335,370,118,5,2,Ion EnergyEfficiencyProject 164,234.6800,114.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85da95cae1b0507a9c0521734d4e2a7d85da95cae1b0507a9c0521734d4e2a7d
165,EEP000165,308,57,374,2,5,Zenith EnergyEfficiencyProject 165,236.0500,115.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55f938f6cdf65a53b920aab2ad9f20fe55f938f6cdf65a53b920aab2ad9f20fe
166,EEP000166,282,445,410,1,3,Forge EnergyEfficiencyProject 166,237.4200,116.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6659373d193f5e2bbfbad3ccfba82be66659373d193f5e2bbfbad3ccfba82be6
167,EEP000167,134,482,10,7,3,Northstar EnergyEfficiencyProject 167,238.7900,117.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8214012a6a6258d6a2a4b097472d47198214012a6a6258d6a2a4b097472d4719
168,EEP000168,96,283,200,2,5,Keystone EnergyEfficiencyProject 168,240.1600,117.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72cd1ba79636582d979ec63801d2806b72cd1ba79636582d979ec63801d2806b
169,EEP000169,79,235,26,6,2,Harbor EnergyEfficiencyProject 169,241.5300,118.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44b42682a2f35c27abc6cd4ba439d6e844b42682a2f35c27abc6cd4ba439d6e8
170,EEP000170,117,231,-1,8,1,Evergreen EnergyEfficiencyProject 170,242.9000,119.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25861b182c725be1b8cb59d780e9258825861b182c725be1b8cb59d780e92588
171,EEP000171,134,366,25,7,1,Titan EnergyEfficiencyProject 171,244.2700,119.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd02995609525ba7ae6ca9f815243129fd02995609525ba7ae6ca9f815243129
172,EEP000172,79,160,329,8,2,Unity EnergyEfficiencyProject 172,245.6400,120.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f4945783fea5ab79872b9fc112a01f53f4945783fea5ab79872b9fc112a01f5
173,EEP000173,284,189,245,1,3,Keystone EnergyEfficiencyProject 173,247.0100,121.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0dfd6a2c14e568192a7b7934679d974a0dfd6a2c14e568192a7b7934679d974
174,EEP000174,5,139,84,6,3,Keystone EnergyEfficiencyProject 174,248.3800,121.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a753b968f9653959c4a5408d2ea59a42a753b968f9653959c4a5408d2ea59a4
175,EEP000175,264,19,74,3,2,Quartz EnergyEfficiencyProject 175,249.7500,122.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c49c27467f82572baa8bf501b325f607c49c27467f82572baa8bf501b325f607
176,EEP000176,37,229,7,4,3,Harbor EnergyEfficiencyProject 176,251.1200,123.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf1b4a576d0a516abaa50eae0c3ee10ebf1b4a576d0a516abaa50eae0c3ee10e
177,EEP000177,166,258,205,3,1,Quartz EnergyEfficiencyProject 177,252.4900,124.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f60abe2202b58d6bd8df69c5c6094538f60abe2202b58d6bd8df69c5c609453
178,EEP000178,47,233,223,6,2,Harbor EnergyEfficiencyProject 178,253.8600,124.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,586c4da3199259049c407a837bf756bd586c4da3199259049c407a837bf756bd
179,EEP000179,270,358,117,2,5,Quartz EnergyEfficiencyProject 179,255.2300,125.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f840528e4db45419ad905edc1a2e4481f840528e4db45419ad905edc1a2e4481
180,EEP000180,49,117,204,2,5,Forge EnergyEfficiencyProject 180,256.6000,126.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f377dec619615400bb0782b8d15dfdd1f377dec619615400bb0782b8d15dfdd1
181,EEP000181,277,280,126,1,2,Willow EnergyEfficiencyProject 181,257.9700,126.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df77e8f527265a7ebc1d086ae42fa762df77e8f527265a7ebc1d086ae42fa762
182,EEP000182,313,407,339,6,1,Northstar EnergyEfficiencyProject 182,259.3400,127.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1dbb07441ef5766b9a66f12e1b057acd1dbb07441ef5766b9a66f12e1b057ac
183,EEP000183,39,201,166,3,4,Willow EnergyEfficiencyProject 183,260.7100,128.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e267120ca85da99d6470690ea3a7b9b8e267120ca85da99d6470690ea3a7b9
184,EEP000184,77,255,21,2,1,Meridian EnergyEfficiencyProject 184,262.0800,128.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,410c453307b6595fb764f900bdff9399410c453307b6595fb764f900bdff9399
185,EEP000185,273,255,95,5,1,Summit EnergyEfficiencyProject 185,263.4500,129.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,231e37ac4bae527f95d47ca1ef8a1655231e37ac4bae527f95d47ca1ef8a1655
186,EEP000186,292,92,450,2,1,Zenith EnergyEfficiencyProject 186,264.8200,130.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c80ac0d9be4755d68b7d92ec733cc2fcc80ac0d9be4755d68b7d92ec733cc2fc
187,EEP000187,242,206,-1,2,4,Pioneer EnergyEfficiencyProject 187,266.1900,131.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95a96e99c47a56fc8bebc2d1acf4a8d695a96e99c47a56fc8bebc2d1acf4a8d6
188,EEP000188,99,405,215,1,4,Riverton EnergyEfficiencyProject 188,267.5600,131.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbafc0286c455c8d814d325bcf6783cdcbafc0286c455c8d814d325bcf6783cd
189,EEP000189,27,66,127,3,5,Keystone EnergyEfficiencyProject 189,268.9300,132.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,413116bca314547d9e1455295002fce6413116bca314547d9e1455295002fce6
190,EEP000190,96,196,32,1,4,Northstar EnergyEfficiencyProject 190,270.3000,133.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1545b9d55015886b67f9430e1342b65f1545b9d55015886b67f9430e1342b65
191,EEP000191,65,370,76,4,4,Orion EnergyEfficiencyProject 191,271.6700,133.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,142232e7cb515c00a7c369a1c45a559c142232e7cb515c00a7c369a1c45a559c
192,EEP000192,161,233,261,6,5,Liberty EnergyEfficiencyProject 192,273.0400,134.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,054f41ad43dd5b85a1a1adec8ecceddb054f41ad43dd5b85a1a1adec8ecceddb
193,EEP000193,117,203,45,7,1,Keystone EnergyEfficiencyProject 193,274.4100,135.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1999e0d2fda25966b990a57da059f4b61999e0d2fda25966b990a57da059f4b6
194,EEP000194,260,188,97,5,5,Junction EnergyEfficiencyProject 194,275.7800,135.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eceb8a631e095195827d553e3830266deceb8a631e095195827d553e3830266d
