QualityDefectCodeKey,QualityDefectCodeCode,QualityDefectSubCategoryKey,QualityDefectCodeName,SourceSystemKey,BatchId,LoadedAtUtc
395,QDC000395,147,QDC000395,1,1,2026-08-24T00:00:00.000
396,QDC000396,171,QDC000396,1,1,2026-08-24T00:00:00.000
397,QDC000397,51,QDC000397,1,1,2026-08-24T00:00:00.000
398,QDC000398,60,QDC000398,1,1,2026-08-24T00:00:00.000
399,QDC000399,235,QDC000399,1,1,2026-08-24T00:00:00.000
400,QDC000400,258,QDC000400,1,1,2026-08-24T00:00:00.000
401,QDC000401,254,QDC000401,1,1,2026-08-24T00:00:00.000
402,QDC000402,290,QDC000402,1,1,2026-08-24T00:00:00.000
403,QDC000403,151,QDC000403,1,1,2026-08-24T00:00:00.000
404,QDC000404,265,QDC000404,1,1,2026-08-24T00:00:00.000
405,QDC000405,214,QDC000405,1,1,2026-08-24T00:00:00.000
406,QDC000406,40,QDC000406,1,1,2026-08-24T00:00:00.000
407,QDC000407,15,QDC000407,1,1,2026-08-24T00:00:00.000
408,QDC000408,277,QDC000408,1,1,2026-08-24T00:00:00.000
409,QDC000409,165,QDC000409,1,1,2026-08-24T00:00:00.000
410,QDC000410,126,QDC000410,1,1,2026-08-24T00:00:00.000
411,QDC000411,65,QDC000411,1,1,2026-08-24T00:00:00.000
412,QDC000412,167,QDC000412,1,1,2026-08-24T00:00:00.000
413,QDC000413,204,QDC000413,1,1,2026-08-24T00:00:00.000
414,QDC000414,68,QDC000414,1,1,2026-08-24T00:00:00.000
415,QDC000415,144,QDC000415,1,1,2026-08-24T00:00:00.000
416,QDC000416,5,QDC000416,1,1,2026-08-24T00:00:00.000
417,QDC000417,86,QDC000417,1,1,2026-08-24T00:00:00.000
418,QDC000418,27,QDC000418,1,1,2026-08-24T00:00:00.000
419,QDC000419,28,QDC000419,1,1,2026-08-24T00:00:00.000
420,QDC000420,141,QDC000420,1,1,2026-08-24T00:00:00.000
421,QDC000421,190,QDC000421,1,1,2026-08-24T00:00:00.000
422,QDC000422,10,QDC000422,1,1,2026-08-24T00:00:00.000
423,QDC000423,140,QDC000423,1,1,2026-08-24T00:00:00.000
424,QDC000424,231,QDC000424,1,1,2026-08-24T00:00:00.000
425,QDC000425,291,QDC000425,1,1,2026-08-24T00:00:00.000
426,QDC000426,210,QDC000426,1,1,2026-08-24T00:00:00.000
427,QDC000427,29,QDC000427,1,1,2026-08-24T00:00:00.000
428,QDC000428,102,QDC000428,1,1,2026-08-24T00:00:00.000
429,QDC000429,169,QDC000429,1,1,2026-08-24T00:00:00.000
430,QDC000430,104,QDC000430,1,1,2026-08-24T00:00:00.000
431,QDC000431,136,QDC000431,1,1,2026-08-24T00:00:00.000
432,QDC000432,56,QDC000432,1,1,2026-08-24T00:00:00.000
433,QDC000433,32,QDC000433,1,1,2026-08-24T00:00:00.000
434,QDC000434,154,QDC000434,1,1,2026-08-24T00:00:00.000
435,QDC000435,149,QDC000435,1,1,2026-08-24T00:00:00.000
436,QDC000436,42,QDC000436,1,1,2026-08-24T00:00:00.000
437,QDC000437,56,QDC000437,1,1,2026-08-24T00:00:00.000
438,QDC000438,231,QDC000438,1,1,2026-08-24T00:00:00.000
439,QDC000439,11,QDC000439,1,1,2026-08-24T00:00:00.000
440,QDC000440,82,QDC000440,1,1,2026-08-24T00:00:00.000
441,QDC000441,242,QDC000441,1,1,2026-08-24T00:00:00.000
442,QDC000442,266,QDC000442,1,1,2026-08-24T00:00:00.000
443,QDC000443,31,QDC000443,1,1,2026-08-24T00:00:00.000
444,QDC000444,43,QDC000444,1,1,2026-08-24T00:00:00.000
445,QDC000445,215,QDC000445,1,1,2026-08-24T00:00:00.000
446,QDC000446,11,QDC000446,1,1,2026-08-24T00:00:00.000
447,QDC000447,17,QDC000447,1,1,2026-08-24T00:00:00.000
448,QDC000448,190,QDC000448,1,1,2026-08-24T00:00:00.000
449,QDC000449,228,QDC000449,1,1,2026-08-24T00:00:00.000
450,QDC000450,13,QDC000450,1,1,2026-08-24T00:00:00.000
451,QDC000451,294,QDC000451,1,1,2026-08-24T00:00:00.000
452,QDC000452,203,QDC000452,1,1,2026-08-24T00:00:00.000
453,QDC000453,268,QDC000453,1,1,2026-08-24T00:00:00.000
454,QDC000454,210,QDC000454,1,1,2026-08-24T00:00:00.000
455,QDC000455,130,QDC000455,1,1,2026-08-24T00:00:00.000
456,QDC000456,136,QDC000456,1,1,2026-08-24T00:00:00.000
457,QDC000457,51,QDC000457,1,1,2026-08-24T00:00:00.000
458,QDC000458,77,QDC000458,1,1,2026-08-24T00:00:00.000
459,QDC000459,120,QDC000459,1,1,2026-08-24T00:00:00.000
460,QDC000460,145,QDC000460,1,1,2026-08-24T00:00:00.000
461,QDC000461,121,QDC000461,1,1,2026-08-24T00:00:00.000
462,QDC000462,194,QDC000462,1,1,2026-08-24T00:00:00.000
463,QDC000463,181,QDC000463,1,1,2026-08-24T00:00:00.000
464,QDC000464,284,QDC000464,1,1,2026-08-24T00:00:00.000
465,QDC000465,134,QDC000465,1,1,2026-08-24T00:00:00.000
466,QDC000466,167,QDC000466,1,1,2026-08-24T00:00:00.000
467,QDC000467,49,QDC000467,1,1,2026-08-24T00:00:00.000
468,QDC000468,184,QDC000468,1,1,2026-08-24T00:00:00.000
469,QDC000469,288,QDC000469,1,1,2026-08-24T00:00:00.000
470,QDC000470,20,QDC000470,1,1,2026-08-24T00:00:00.000
471,QDC000471,31,QDC000471,1,1,2026-08-24T00:00:00.000
472,QDC000472,149,QDC000472,1,1,2026-08-24T00:00:00.000
473,QDC000473,286,QDC000473,1,1,2026-08-24T00:00:00.000
474,QDC000474,30,QDC000474,1,1,2026-08-24T00:00:00.000
475,QDC000475,203,QDC000475,1,1,2026-08-24T00:00:00.000
476,QDC000476,127,QDC000476,1,1,2026-08-24T00:00:00.000
477,QDC000477,178,QDC000477,1,1,2026-08-24T00:00:00.000
478,QDC000478,78,QDC000478,1,1,2026-08-24T00:00:00.000
479,QDC000479,299,QDC000479,1,1,2026-08-24T00:00:00.000
480,QDC000480,90,QDC000480,1,1,2026-08-24T00:00:00.000
481,QDC000481,88,QDC000481,1,1,2026-08-24T00:00:00.000
482,QDC000482,218,QDC000482,1,1,2026-08-24T00:00:00.000
483,QDC000483,232,QDC000483,1,1,2026-08-24T00:00:00.000
484,QDC000484,69,QDC000484,1,1,2026-08-24T00:00:00.000
485,QDC000485,268,QDC000485,1,1,2026-08-24T00:00:00.000
486,QDC000486,155,QDC000486,1,1,2026-08-24T00:00:00.000
487,QDC000487,185,QDC000487,1,1,2026-08-24T00:00:00.000
488,QDC000488,118,QDC000488,1,1,2026-08-24T00:00:00.000
489,QDC000489,247,QDC000489,1,1,2026-08-24T00:00:00.000
490,QDC000490,215,QDC000490,1,1,2026-08-24T00:00:00.000
491,QDC000491,283,QDC000491,1,1,2026-08-24T00:00:00.000
492,QDC000492,71,QDC000492,1,1,2026-08-24T00:00:00.000
493,QDC000493,282,QDC000493,1,1,2026-08-24T00:00:00.000
494,QDC000494,235,QDC000494,1,1,2026-08-24T00:00:00.000
495,QDC000495,3,QDC000495,1,1,2026-08-24T00:00:00.000
496,QDC000496,77,QDC000496,1,1,2026-08-24T00:00:00.000
497,QDC000497,232,QDC000497,1,1,2026-08-24T00:00:00.000
498,QDC000498,182,QDC000498,1,1,2026-08-24T00:00:00.000
499,QDC000499,262,QDC000499,1,1,2026-08-24T00:00:00.000
500,QDC000500,159,QDC000500,1,1,2026-08-24T00:00:00.000
