SalesPromotionCampaignKey,SalesPromotionCampaignCode,SalesPromotionProgramKey,SalesPromotionCampaignName,SourceSystemKey,BatchId,LoadedAtUtc
296,SPC000296,78,Atlas SalesPromotionCampaign 296,1,1,2026-08-24T00:00:00.000
297,SPC000297,61,Beacon SalesPromotionCampaign 297,1,1,2026-08-24T00:00:00.000
298,SPC000298,72,Titan SalesPromotionCampaign 298,1,1,2026-08-24T00:00:00.000
299,SPC000299,60,Unity SalesPromotionCampaign 299,1,1,2026-08-24T00:00:00.000
300,SPC000300,7,Liberty SalesPromotionCampaign 300,1,1,2026-08-24T00:00:00.000
301,SPC000301,27,Titan SalesPromotionCampaign 301,1,1,2026-08-24T00:00:00.000
302,SPC000302,70,Zenith SalesPromotionCampaign 302,1,1,2026-08-24T00:00:00.000
303,SPC000303,58,Beacon SalesPromotionCampaign 303,1,1,2026-08-24T00:00:00.000
304,SPC000304,20,Titan SalesPromotionCampaign 304,1,1,2026-08-24T00:00:00.000
305,SPC000305,19,Cedar SalesPromotionCampaign 305,1,1,2026-08-24T00:00:00.000
306,SPC000306,40,Meridian SalesPromotionCampaign 306,1,1,2026-08-24T00:00:00.000
307,SPC000307,60,Quartz SalesPromotionCampaign 307,1,1,2026-08-24T00:00:00.000
308,SPC000308,4,Junction SalesPromotionCampaign 308,1,1,2026-08-24T00:00:00.000
309,SPC000309,38,Delta SalesPromotionCampaign 309,1,1,2026-08-24T00:00:00.000
310,SPC000310,61,Northstar SalesPromotionCampaign 310,1,1,2026-08-24T00:00:00.000
311,SPC000311,40,Willow SalesPromotionCampaign 311,1,1,2026-08-24T00:00:00.000
312,SPC000312,37,Liberty SalesPromotionCampaign 312,1,1,2026-08-24T00:00:00.000
313,SPC000313,17,Zenith SalesPromotionCampaign 313,1,1,2026-08-24T00:00:00.000
314,SPC000314,33,Evergreen SalesPromotionCampaign 314,1,1,2026-08-24T00:00:00.000
315,SPC000315,51,Titan SalesPromotionCampaign 315,1,1,2026-08-24T00:00:00.000
316,SPC000316,76,Atlas SalesPromotionCampaign 316,1,1,2026-08-24T00:00:00.000
317,SPC000317,14,Meridian SalesPromotionCampaign 317,1,1,2026-08-24T00:00:00.000
318,SPC000318,37,Vertex SalesPromotionCampaign 318,1,1,2026-08-24T00:00:00.000
319,SPC000319,25,Zenith SalesPromotionCampaign 319,1,1,2026-08-24T00:00:00.000
320,SPC000320,16,Liberty SalesPromotionCampaign 320,1,1,2026-08-24T00:00:00.000
321,SPC000321,8,Granite SalesPromotionCampaign 321,1,1,2026-08-24T00:00:00.000
322,SPC000322,11,Granite SalesPromotionCampaign 322,1,1,2026-08-24T00:00:00.000
323,SPC000323,68,Liberty SalesPromotionCampaign 323,1,1,2026-08-24T00:00:00.000
324,SPC000324,46,Harbor SalesPromotionCampaign 324,1,1,2026-08-24T00:00:00.000
325,SPC000325,22,Unity SalesPromotionCampaign 325,1,1,2026-08-24T00:00:00.000
326,SPC000326,63,Pioneer SalesPromotionCampaign 326,1,1,2026-08-24T00:00:00.000
327,SPC000327,33,Evergreen SalesPromotionCampaign 327,1,1,2026-08-24T00:00:00.000
328,SPC000328,14,Riverton SalesPromotionCampaign 328,1,1,2026-08-24T00:00:00.000
329,SPC000329,10,Ion SalesPromotionCampaign 329,1,1,2026-08-24T00:00:00.000
330,SPC000330,65,Unity SalesPromotionCampaign 330,1,1,2026-08-24T00:00:00.000
331,SPC000331,25,Delta SalesPromotionCampaign 331,1,1,2026-08-24T00:00:00.000
332,SPC000332,4,Vertex SalesPromotionCampaign 332,1,1,2026-08-24T00:00:00.000
333,SPC000333,37,Unity SalesPromotionCampaign 333,1,1,2026-08-24T00:00:00.000
334,SPC000334,53,Liberty SalesPromotionCampaign 334,1,1,2026-08-24T00:00:00.000
335,SPC000335,25,Cedar SalesPromotionCampaign 335,1,1,2026-08-24T00:00:00.000
336,SPC000336,74,Summit SalesPromotionCampaign 336,1,1,2026-08-24T00:00:00.000
337,SPC000337,11,Summit SalesPromotionCampaign 337,1,1,2026-08-24T00:00:00.000
338,SPC000338,3,Quartz SalesPromotionCampaign 338,1,1,2026-08-24T00:00:00.000
339,SPC000339,65,Ion SalesPromotionCampaign 339,1,1,2026-08-24T00:00:00.000
340,SPC000340,35,Orion SalesPromotionCampaign 340,1,1,2026-08-24T00:00:00.000
341,SPC000341,9,Granite SalesPromotionCampaign 341,1,1,2026-08-24T00:00:00.000
342,SPC000342,44,Cedar SalesPromotionCampaign 342,1,1,2026-08-24T00:00:00.000
343,SPC000343,41,Keystone SalesPromotionCampaign 343,1,1,2026-08-24T00:00:00.000
344,SPC000344,34,Titan SalesPromotionCampaign 344,1,1,2026-08-24T00:00:00.000
345,SPC000345,6,Delta SalesPromotionCampaign 345,1,1,2026-08-24T00:00:00.000
346,SPC000346,49,Evergreen SalesPromotionCampaign 346,1,1,2026-08-24T00:00:00.000
347,SPC000347,54,Orion SalesPromotionCampaign 347,1,1,2026-08-24T00:00:00.000
348,SPC000348,9,Northstar SalesPromotionCampaign 348,1,1,2026-08-24T00:00:00.000
349,SPC000349,64,Cedar SalesPromotionCampaign 349,1,1,2026-08-24T00:00:00.000
350,SPC000350,65,Pioneer SalesPromotionCampaign 350,1,1,2026-08-24T00:00:00.000
351,SPC000351,7,Riverton SalesPromotionCampaign 351,1,1,2026-08-24T00:00:00.000
352,SPC000352,70,Titan SalesPromotionCampaign 352,1,1,2026-08-24T00:00:00.000
353,SPC000353,59,Meridian SalesPromotionCampaign 353,1,1,2026-08-24T00:00:00.000
354,SPC000354,17,Liberty SalesPromotionCampaign 354,1,1,2026-08-24T00:00:00.000
355,SPC000355,46,Junction SalesPromotionCampaign 355,1,1,2026-08-24T00:00:00.000
356,SPC000356,37,Orion SalesPromotionCampaign 356,1,1,2026-08-24T00:00:00.000
357,SPC000357,46,Evergreen SalesPromotionCampaign 357,1,1,2026-08-24T00:00:00.000
358,SPC000358,42,Atlas SalesPromotionCampaign 358,1,1,2026-08-24T00:00:00.000
359,SPC000359,27,Delta SalesPromotionCampaign 359,1,1,2026-08-24T00:00:00.000
360,SPC000360,47,Evergreen SalesPromotionCampaign 360,1,1,2026-08-24T00:00:00.000
361,SPC000361,16,Liberty SalesPromotionCampaign 361,1,1,2026-08-24T00:00:00.000
362,SPC000362,17,Granite SalesPromotionCampaign 362,1,1,2026-08-24T00:00:00.000
363,SPC000363,28,Forge SalesPromotionCampaign 363,1,1,2026-08-24T00:00:00.000
364,SPC000364,73,Orion SalesPromotionCampaign 364,1,1,2026-08-24T00:00:00.000
365,SPC000365,1,Northstar SalesPromotionCampaign 365,1,1,2026-08-24T00:00:00.000
366,SPC000366,47,Granite SalesPromotionCampaign 366,1,1,2026-08-24T00:00:00.000
367,SPC000367,22,Summit SalesPromotionCampaign 367,1,1,2026-08-24T00:00:00.000
368,SPC000368,30,Orion SalesPromotionCampaign 368,1,1,2026-08-24T00:00:00.000
369,SPC000369,24,Titan SalesPromotionCampaign 369,1,1,2026-08-24T00:00:00.000
370,SPC000370,25,Cedar SalesPromotionCampaign 370,1,1,2026-08-24T00:00:00.000
371,SPC000371,56,Junction SalesPromotionCampaign 371,1,1,2026-08-24T00:00:00.000
372,SPC000372,55,Zenith SalesPromotionCampaign 372,1,1,2026-08-24T00:00:00.000
373,SPC000373,6,Willow SalesPromotionCampaign 373,1,1,2026-08-24T00:00:00.000
374,SPC000374,12,Vertex SalesPromotionCampaign 374,1,1,2026-08-24T00:00:00.000
375,SPC000375,24,Unity SalesPromotionCampaign 375,1,1,2026-08-24T00:00:00.000
376,SPC000376,35,Forge SalesPromotionCampaign 376,1,1,2026-08-24T00:00:00.000
377,SPC000377,18,Orion SalesPromotionCampaign 377,1,1,2026-08-24T00:00:00.000
378,SPC000378,79,Pioneer SalesPromotionCampaign 378,1,1,2026-08-24T00:00:00.000
379,SPC000379,45,Beacon SalesPromotionCampaign 379,1,1,2026-08-24T00:00:00.000
380,SPC000380,13,Quartz SalesPromotionCampaign 380,1,1,2026-08-24T00:00:00.000
381,SPC000381,52,Liberty SalesPromotionCampaign 381,1,1,2026-08-24T00:00:00.000
382,SPC000382,66,Harbor SalesPromotionCampaign 382,1,1,2026-08-24T00:00:00.000
383,SPC000383,66,Vertex SalesPromotionCampaign 383,1,1,2026-08-24T00:00:00.000
384,SPC000384,26,Zenith SalesPromotionCampaign 384,1,1,2026-08-24T00:00:00.000
385,SPC000385,68,Riverton SalesPromotionCampaign 385,1,1,2026-08-24T00:00:00.000
386,SPC000386,52,Forge SalesPromotionCampaign 386,1,1,2026-08-24T00:00:00.000
387,SPC000387,68,Unity SalesPromotionCampaign 387,1,1,2026-08-24T00:00:00.000
388,SPC000388,24,Forge SalesPromotionCampaign 388,1,1,2026-08-24T00:00:00.000
389,SPC000389,69,Forge SalesPromotionCampaign 389,1,1,2026-08-24T00:00:00.000
390,SPC000390,76,Titan SalesPromotionCampaign 390,1,1,2026-08-24T00:00:00.000
391,SPC000391,14,Quartz SalesPromotionCampaign 391,1,1,2026-08-24T00:00:00.000
392,SPC000392,59,Junction SalesPromotionCampaign 392,1,1,2026-08-24T00:00:00.000
393,SPC000393,52,Junction SalesPromotionCampaign 393,1,1,2026-08-24T00:00:00.000
394,SPC000394,50,Vertex SalesPromotionCampaign 394,1,1,2026-08-24T00:00:00.000
395,SPC000395,52,Meridian SalesPromotionCampaign 395,1,1,2026-08-24T00:00:00.000
396,SPC000396,25,Atlas SalesPromotionCampaign 396,1,1,2026-08-24T00:00:00.000
397,SPC000397,5,Forge SalesPromotionCampaign 397,1,1,2026-08-24T00:00:00.000
398,SPC000398,48,Evergreen SalesPromotionCampaign 398,1,1,2026-08-24T00:00:00.000
399,SPC000399,6,Orion SalesPromotionCampaign 399,1,1,2026-08-24T00:00:00.000
400,SPC000400,5,Zenith SalesPromotionCampaign 400,1,1,2026-08-24T00:00:00.000
401,SPC000401,53,Summit SalesPromotionCampaign 401,1,1,2026-08-24T00:00:00.000
402,SPC000402,65,Forge SalesPromotionCampaign 402,1,1,2026-08-24T00:00:00.000
403,SPC000403,54,Orion SalesPromotionCampaign 403,1,1,2026-08-24T00:00:00.000
404,SPC000404,36,Harbor SalesPromotionCampaign 404,1,1,2026-08-24T00:00:00.000
405,SPC000405,56,Harbor SalesPromotionCampaign 405,1,1,2026-08-24T00:00:00.000
406,SPC000406,38,Harbor SalesPromotionCampaign 406,1,1,2026-08-24T00:00:00.000
407,SPC000407,26,Junction SalesPromotionCampaign 407,1,1,2026-08-24T00:00:00.000
408,SPC000408,50,Cedar SalesPromotionCampaign 408,1,1,2026-08-24T00:00:00.000
409,SPC000409,56,Orion SalesPromotionCampaign 409,1,1,2026-08-24T00:00:00.000
410,SPC000410,29,Titan SalesPromotionCampaign 410,1,1,2026-08-24T00:00:00.000
411,SPC000411,40,Willow SalesPromotionCampaign 411,1,1,2026-08-24T00:00:00.000
412,SPC000412,8,Evergreen SalesPromotionCampaign 412,1,1,2026-08-24T00:00:00.000
413,SPC000413,15,Orion SalesPromotionCampaign 413,1,1,2026-08-24T00:00:00.000
414,SPC000414,77,Orion SalesPromotionCampaign 414,1,1,2026-08-24T00:00:00.000
415,SPC000415,48,Willow SalesPromotionCampaign 415,1,1,2026-08-24T00:00:00.000
416,SPC000416,69,Atlas SalesPromotionCampaign 416,1,1,2026-08-24T00:00:00.000
417,SPC000417,69,Beacon SalesPromotionCampaign 417,1,1,2026-08-24T00:00:00.000
418,SPC000418,23,Zenith SalesPromotionCampaign 418,1,1,2026-08-24T00:00:00.000
419,SPC000419,38,Keystone SalesPromotionCampaign 419,1,1,2026-08-24T00:00:00.000
420,SPC000420,7,Granite SalesPromotionCampaign 420,1,1,2026-08-24T00:00:00.000
421,SPC000421,70,Cedar SalesPromotionCampaign 421,1,1,2026-08-24T00:00:00.000
422,SPC000422,38,Vertex SalesPromotionCampaign 422,1,1,2026-08-24T00:00:00.000
423,SPC000423,16,Ion SalesPromotionCampaign 423,1,1,2026-08-24T00:00:00.000
424,SPC000424,64,Northstar SalesPromotionCampaign 424,1,1,2026-08-24T00:00:00.000
425,SPC000425,14,Zenith SalesPromotionCampaign 425,1,1,2026-08-24T00:00:00.000
426,SPC000426,28,Willow SalesPromotionCampaign 426,1,1,2026-08-24T00:00:00.000
427,SPC000427,13,Harbor SalesPromotionCampaign 427,1,1,2026-08-24T00:00:00.000
428,SPC000428,52,Pioneer SalesPromotionCampaign 428,1,1,2026-08-24T00:00:00.000
429,SPC000429,32,Liberty SalesPromotionCampaign 429,1,1,2026-08-24T00:00:00.000
430,SPC000430,58,Pioneer SalesPromotionCampaign 430,1,1,2026-08-24T00:00:00.000
431,SPC000431,62,Keystone SalesPromotionCampaign 431,1,1,2026-08-24T00:00:00.000
432,SPC000432,11,Meridian SalesPromotionCampaign 432,1,1,2026-08-24T00:00:00.000
433,SPC000433,37,Vertex SalesPromotionCampaign 433,1,1,2026-08-24T00:00:00.000
434,SPC000434,3,Zenith SalesPromotionCampaign 434,1,1,2026-08-24T00:00:00.000
435,SPC000435,55,Harbor SalesPromotionCampaign 435,1,1,2026-08-24T00:00:00.000
436,SPC000436,62,Granite SalesPromotionCampaign 436,1,1,2026-08-24T00:00:00.000
437,SPC000437,6,Unity SalesPromotionCampaign 437,1,1,2026-08-24T00:00:00.000
438,SPC000438,37,Willow SalesPromotionCampaign 438,1,1,2026-08-24T00:00:00.000
439,SPC000439,69,Willow SalesPromotionCampaign 439,1,1,2026-08-24T00:00:00.000
440,SPC000440,67,Liberty SalesPromotionCampaign 440,1,1,2026-08-24T00:00:00.000
441,SPC000441,21,Orion SalesPromotionCampaign 441,1,1,2026-08-24T00:00:00.000
442,SPC000442,57,Granite SalesPromotionCampaign 442,1,1,2026-08-24T00:00:00.000
443,SPC000443,66,Northstar SalesPromotionCampaign 443,1,1,2026-08-24T00:00:00.000
444,SPC000444,48,Junction SalesPromotionCampaign 444,1,1,2026-08-24T00:00:00.000
445,SPC000445,4,Summit SalesPromotionCampaign 445,1,1,2026-08-24T00:00:00.000
446,SPC000446,8,Unity SalesPromotionCampaign 446,1,1,2026-08-24T00:00:00.000
447,SPC000447,10,Harbor SalesPromotionCampaign 447,1,1,2026-08-24T00:00:00.000
448,SPC000448,7,Meridian SalesPromotionCampaign 448,1,1,2026-08-24T00:00:00.000
449,SPC000449,64,Vertex SalesPromotionCampaign 449,1,1,2026-08-24T00:00:00.000
450,SPC000450,71,Willow SalesPromotionCampaign 450,1,1,2026-08-24T00:00:00.000
451,SPC000451,27,Vertex SalesPromotionCampaign 451,1,1,2026-08-24T00:00:00.000
452,SPC000452,78,Atlas SalesPromotionCampaign 452,1,1,2026-08-24T00:00:00.000
453,SPC000453,26,Cedar SalesPromotionCampaign 453,1,1,2026-08-24T00:00:00.000
454,SPC000454,47,Orion SalesPromotionCampaign 454,1,1,2026-08-24T00:00:00.000
455,SPC000455,9,Ion SalesPromotionCampaign 455,1,1,2026-08-24T00:00:00.000
456,SPC000456,27,Titan SalesPromotionCampaign 456,1,1,2026-08-24T00:00:00.000
457,SPC000457,68,Beacon SalesPromotionCampaign 457,1,1,2026-08-24T00:00:00.000
458,SPC000458,54,Forge SalesPromotionCampaign 458,1,1,2026-08-24T00:00:00.000
459,SPC000459,40,Evergreen SalesPromotionCampaign 459,1,1,2026-08-24T00:00:00.000
460,SPC000460,50,Ion SalesPromotionCampaign 460,1,1,2026-08-24T00:00:00.000
461,SPC000461,31,Junction SalesPromotionCampaign 461,1,1,2026-08-24T00:00:00.000
462,SPC000462,23,Titan SalesPromotionCampaign 462,1,1,2026-08-24T00:00:00.000
463,SPC000463,2,Evergreen SalesPromotionCampaign 463,1,1,2026-08-24T00:00:00.000
464,SPC000464,33,Ion SalesPromotionCampaign 464,1,1,2026-08-24T00:00:00.000
465,SPC000465,19,Cedar SalesPromotionCampaign 465,1,1,2026-08-24T00:00:00.000
466,SPC000466,53,Evergreen SalesPromotionCampaign 466,1,1,2026-08-24T00:00:00.000
467,SPC000467,20,Willow SalesPromotionCampaign 467,1,1,2026-08-24T00:00:00.000
468,SPC000468,6,Forge SalesPromotionCampaign 468,1,1,2026-08-24T00:00:00.000
469,SPC000469,27,Evergreen SalesPromotionCampaign 469,1,1,2026-08-24T00:00:00.000
470,SPC000470,10,Zenith SalesPromotionCampaign 470,1,1,2026-08-24T00:00:00.000
471,SPC000471,60,Ion SalesPromotionCampaign 471,1,1,2026-08-24T00:00:00.000
472,SPC000472,75,Meridian SalesPromotionCampaign 472,1,1,2026-08-24T00:00:00.000
473,SPC000473,49,Orion SalesPromotionCampaign 473,1,1,2026-08-24T00:00:00.000
474,SPC000474,18,Atlas SalesPromotionCampaign 474,1,1,2026-08-24T00:00:00.000
475,SPC000475,30,Quartz SalesPromotionCampaign 475,1,1,2026-08-24T00:00:00.000
476,SPC000476,7,Willow SalesPromotionCampaign 476,1,1,2026-08-24T00:00:00.000
477,SPC000477,60,Riverton SalesPromotionCampaign 477,1,1,2026-08-24T00:00:00.000
478,SPC000478,32,Titan SalesPromotionCampaign 478,1,1,2026-08-24T00:00:00.000
479,SPC000479,2,Unity SalesPromotionCampaign 479,1,1,2026-08-24T00:00:00.000
480,SPC000480,19,Unity SalesPromotionCampaign 480,1,1,2026-08-24T00:00:00.000
481,SPC000481,8,Liberty SalesPromotionCampaign 481,1,1,2026-08-24T00:00:00.000
482,SPC000482,78,Delta SalesPromotionCampaign 482,1,1,2026-08-24T00:00:00.000
483,SPC000483,53,Forge SalesPromotionCampaign 483,1,1,2026-08-24T00:00:00.000
484,SPC000484,21,Beacon SalesPromotionCampaign 484,1,1,2026-08-24T00:00:00.000
485,SPC000485,57,Atlas SalesPromotionCampaign 485,1,1,2026-08-24T00:00:00.000
486,SPC000486,4,Quartz SalesPromotionCampaign 486,1,1,2026-08-24T00:00:00.000
487,SPC000487,64,Meridian SalesPromotionCampaign 487,1,1,2026-08-24T00:00:00.000
488,SPC000488,66,Orion SalesPromotionCampaign 488,1,1,2026-08-24T00:00:00.000
489,SPC000489,7,Pioneer SalesPromotionCampaign 489,1,1,2026-08-24T00:00:00.000
490,SPC000490,23,Beacon SalesPromotionCampaign 490,1,1,2026-08-24T00:00:00.000
491,SPC000491,31,Unity SalesPromotionCampaign 491,1,1,2026-08-24T00:00:00.000
492,SPC000492,54,Atlas SalesPromotionCampaign 492,1,1,2026-08-24T00:00:00.000
493,SPC000493,14,Zenith SalesPromotionCampaign 493,1,1,2026-08-24T00:00:00.000
494,SPC000494,65,Riverton SalesPromotionCampaign 494,1,1,2026-08-24T00:00:00.000
495,SPC000495,26,Pioneer SalesPromotionCampaign 495,1,1,2026-08-24T00:00:00.000
496,SPC000496,72,Zenith SalesPromotionCampaign 496,1,1,2026-08-24T00:00:00.000
497,SPC000497,36,Quartz SalesPromotionCampaign 497,1,1,2026-08-24T00:00:00.000
498,SPC000498,7,Evergreen SalesPromotionCampaign 498,1,1,2026-08-24T00:00:00.000
499,SPC000499,36,Summit SalesPromotionCampaign 499,1,1,2026-08-24T00:00:00.000
500,SPC000500,53,Willow SalesPromotionCampaign 500,1,1,2026-08-24T00:00:00.000
