SalesPromotionTacticKey,SalesPromotionTacticCode,SalesPromotionOfferKey,SalesPromotionTacticName,SourceSystemKey,BatchId,LoadedAtUtc
303,SPT000303,412,Quartz SalesPromotionTactic 303,1,1,2026-08-24T00:00:00.000
304,SPT000304,268,Forge SalesPromotionTactic 304,1,1,2026-08-24T00:00:00.000
305,SPT000305,184,Granite SalesPromotionTactic 305,1,1,2026-08-24T00:00:00.000
306,SPT000306,78,Beacon SalesPromotionTactic 306,1,1,2026-08-24T00:00:00.000
307,SPT000307,311,Quartz SalesPromotionTactic 307,1,1,2026-08-24T00:00:00.000
308,SPT000308,435,Cedar SalesPromotionTactic 308,1,1,2026-08-24T00:00:00.000
309,SPT000309,43,Liberty SalesPromotionTactic 309,1,1,2026-08-24T00:00:00.000
310,SPT000310,7,Vertex SalesPromotionTactic 310,1,1,2026-08-24T00:00:00.000
311,SPT000311,365,Riverton SalesPromotionTactic 311,1,1,2026-08-24T00:00:00.000
312,SPT000312,68,Harbor SalesPromotionTactic 312,1,1,2026-08-24T00:00:00.000
313,SPT000313,420,Orion SalesPromotionTactic 313,1,1,2026-08-24T00:00:00.000
314,SPT000314,358,Northstar SalesPromotionTactic 314,1,1,2026-08-24T00:00:00.000
315,SPT000315,87,Willow SalesPromotionTactic 315,1,1,2026-08-24T00:00:00.000
316,SPT000316,246,Unity SalesPromotionTactic 316,1,1,2026-08-24T00:00:00.000
317,SPT000317,104,Evergreen SalesPromotionTactic 317,1,1,2026-08-24T00:00:00.000
318,SPT000318,360,Junction SalesPromotionTactic 318,1,1,2026-08-24T00:00:00.000
319,SPT000319,229,Delta SalesPromotionTactic 319,1,1,2026-08-24T00:00:00.000
320,SPT000320,236,Delta SalesPromotionTactic 320,1,1,2026-08-24T00:00:00.000
321,SPT000321,499,Zenith SalesPromotionTactic 321,1,1,2026-08-24T00:00:00.000
322,SPT000322,107,Delta SalesPromotionTactic 322,1,1,2026-08-24T00:00:00.000
323,SPT000323,257,Willow SalesPromotionTactic 323,1,1,2026-08-24T00:00:00.000
324,SPT000324,486,Meridian SalesPromotionTactic 324,1,1,2026-08-24T00:00:00.000
325,SPT000325,144,Northstar SalesPromotionTactic 325,1,1,2026-08-24T00:00:00.000
326,SPT000326,103,Cedar SalesPromotionTactic 326,1,1,2026-08-24T00:00:00.000
327,SPT000327,435,Keystone SalesPromotionTactic 327,1,1,2026-08-24T00:00:00.000
328,SPT000328,341,Atlas SalesPromotionTactic 328,1,1,2026-08-24T00:00:00.000
329,SPT000329,292,Meridian SalesPromotionTactic 329,1,1,2026-08-24T00:00:00.000
330,SPT000330,397,Titan SalesPromotionTactic 330,1,1,2026-08-24T00:00:00.000
331,SPT000331,464,Vertex SalesPromotionTactic 331,1,1,2026-08-24T00:00:00.000
332,SPT000332,41,Riverton SalesPromotionTactic 332,1,1,2026-08-24T00:00:00.000
333,SPT000333,487,Delta SalesPromotionTactic 333,1,1,2026-08-24T00:00:00.000
334,SPT000334,152,Riverton SalesPromotionTactic 334,1,1,2026-08-24T00:00:00.000
335,SPT000335,17,Harbor SalesPromotionTactic 335,1,1,2026-08-24T00:00:00.000
336,SPT000336,461,Ion SalesPromotionTactic 336,1,1,2026-08-24T00:00:00.000
337,SPT000337,365,Meridian SalesPromotionTactic 337,1,1,2026-08-24T00:00:00.000
338,SPT000338,223,Forge SalesPromotionTactic 338,1,1,2026-08-24T00:00:00.000
339,SPT000339,152,Unity SalesPromotionTactic 339,1,1,2026-08-24T00:00:00.000
340,SPT000340,161,Pioneer SalesPromotionTactic 340,1,1,2026-08-24T00:00:00.000
341,SPT000341,117,Northstar SalesPromotionTactic 341,1,1,2026-08-24T00:00:00.000
342,SPT000342,57,Quartz SalesPromotionTactic 342,1,1,2026-08-24T00:00:00.000
343,SPT000343,162,Riverton SalesPromotionTactic 343,1,1,2026-08-24T00:00:00.000
344,SPT000344,463,Harbor SalesPromotionTactic 344,1,1,2026-08-24T00:00:00.000
345,SPT000345,87,Zenith SalesPromotionTactic 345,1,1,2026-08-24T00:00:00.000
346,SPT000346,101,Willow SalesPromotionTactic 346,1,1,2026-08-24T00:00:00.000
347,SPT000347,129,Liberty SalesPromotionTactic 347,1,1,2026-08-24T00:00:00.000
348,SPT000348,430,Zenith SalesPromotionTactic 348,1,1,2026-08-24T00:00:00.000
349,SPT000349,69,Summit SalesPromotionTactic 349,1,1,2026-08-24T00:00:00.000
350,SPT000350,293,Forge SalesPromotionTactic 350,1,1,2026-08-24T00:00:00.000
351,SPT000351,180,Evergreen SalesPromotionTactic 351,1,1,2026-08-24T00:00:00.000
352,SPT000352,201,Titan SalesPromotionTactic 352,1,1,2026-08-24T00:00:00.000
353,SPT000353,328,Zenith SalesPromotionTactic 353,1,1,2026-08-24T00:00:00.000
354,SPT000354,171,Atlas SalesPromotionTactic 354,1,1,2026-08-24T00:00:00.000
355,SPT000355,294,Beacon SalesPromotionTactic 355,1,1,2026-08-24T00:00:00.000
356,SPT000356,286,Vertex SalesPromotionTactic 356,1,1,2026-08-24T00:00:00.000
357,SPT000357,252,Orion SalesPromotionTactic 357,1,1,2026-08-24T00:00:00.000
358,SPT000358,22,Zenith SalesPromotionTactic 358,1,1,2026-08-24T00:00:00.000
359,SPT000359,206,Pioneer SalesPromotionTactic 359,1,1,2026-08-24T00:00:00.000
360,SPT000360,415,Zenith SalesPromotionTactic 360,1,1,2026-08-24T00:00:00.000
361,SPT000361,299,Ion SalesPromotionTactic 361,1,1,2026-08-24T00:00:00.000
362,SPT000362,24,Northstar SalesPromotionTactic 362,1,1,2026-08-24T00:00:00.000
363,SPT000363,259,Unity SalesPromotionTactic 363,1,1,2026-08-24T00:00:00.000
364,SPT000364,461,Ion SalesPromotionTactic 364,1,1,2026-08-24T00:00:00.000
365,SPT000365,400,Quartz SalesPromotionTactic 365,1,1,2026-08-24T00:00:00.000
366,SPT000366,368,Atlas SalesPromotionTactic 366,1,1,2026-08-24T00:00:00.000
367,SPT000367,319,Forge SalesPromotionTactic 367,1,1,2026-08-24T00:00:00.000
368,SPT000368,419,Summit SalesPromotionTactic 368,1,1,2026-08-24T00:00:00.000
369,SPT000369,130,Delta SalesPromotionTactic 369,1,1,2026-08-24T00:00:00.000
370,SPT000370,60,Vertex SalesPromotionTactic 370,1,1,2026-08-24T00:00:00.000
371,SPT000371,386,Evergreen SalesPromotionTactic 371,1,1,2026-08-24T00:00:00.000
372,SPT000372,58,Forge SalesPromotionTactic 372,1,1,2026-08-24T00:00:00.000
373,SPT000373,240,Zenith SalesPromotionTactic 373,1,1,2026-08-24T00:00:00.000
374,SPT000374,455,Keystone SalesPromotionTactic 374,1,1,2026-08-24T00:00:00.000
375,SPT000375,455,Orion SalesPromotionTactic 375,1,1,2026-08-24T00:00:00.000
376,SPT000376,454,Delta SalesPromotionTactic 376,1,1,2026-08-24T00:00:00.000
377,SPT000377,135,Ion SalesPromotionTactic 377,1,1,2026-08-24T00:00:00.000
378,SPT000378,192,Beacon SalesPromotionTactic 378,1,1,2026-08-24T00:00:00.000
379,SPT000379,97,Atlas SalesPromotionTactic 379,1,1,2026-08-24T00:00:00.000
380,SPT000380,428,Atlas SalesPromotionTactic 380,1,1,2026-08-24T00:00:00.000
381,SPT000381,74,Harbor SalesPromotionTactic 381,1,1,2026-08-24T00:00:00.000
382,SPT000382,485,Willow SalesPromotionTactic 382,1,1,2026-08-24T00:00:00.000
383,SPT000383,324,Ion SalesPromotionTactic 383,1,1,2026-08-24T00:00:00.000
384,SPT000384,344,Orion SalesPromotionTactic 384,1,1,2026-08-24T00:00:00.000
385,SPT000385,364,Orion SalesPromotionTactic 385,1,1,2026-08-24T00:00:00.000
386,SPT000386,226,Ion SalesPromotionTactic 386,1,1,2026-08-24T00:00:00.000
387,SPT000387,6,Quartz SalesPromotionTactic 387,1,1,2026-08-24T00:00:00.000
388,SPT000388,1,Unity SalesPromotionTactic 388,1,1,2026-08-24T00:00:00.000
389,SPT000389,36,Summit SalesPromotionTactic 389,1,1,2026-08-24T00:00:00.000
390,SPT000390,355,Quartz SalesPromotionTactic 390,1,1,2026-08-24T00:00:00.000
391,SPT000391,430,Delta SalesPromotionTactic 391,1,1,2026-08-24T00:00:00.000
392,SPT000392,183,Vertex SalesPromotionTactic 392,1,1,2026-08-24T00:00:00.000
393,SPT000393,418,Ion SalesPromotionTactic 393,1,1,2026-08-24T00:00:00.000
394,SPT000394,173,Delta SalesPromotionTactic 394,1,1,2026-08-24T00:00:00.000
395,SPT000395,418,Keystone SalesPromotionTactic 395,1,1,2026-08-24T00:00:00.000
396,SPT000396,47,Riverton SalesPromotionTactic 396,1,1,2026-08-24T00:00:00.000
397,SPT000397,26,Willow SalesPromotionTactic 397,1,1,2026-08-24T00:00:00.000
398,SPT000398,349,Titan SalesPromotionTactic 398,1,1,2026-08-24T00:00:00.000
399,SPT000399,280,Zenith SalesPromotionTactic 399,1,1,2026-08-24T00:00:00.000
400,SPT000400,44,Titan SalesPromotionTactic 400,1,1,2026-08-24T00:00:00.000
401,SPT000401,206,Junction SalesPromotionTactic 401,1,1,2026-08-24T00:00:00.000
402,SPT000402,95,Liberty SalesPromotionTactic 402,1,1,2026-08-24T00:00:00.000
403,SPT000403,397,Quartz SalesPromotionTactic 403,1,1,2026-08-24T00:00:00.000
404,SPT000404,387,Keystone SalesPromotionTactic 404,1,1,2026-08-24T00:00:00.000
405,SPT000405,492,Meridian SalesPromotionTactic 405,1,1,2026-08-24T00:00:00.000
406,SPT000406,249,Junction SalesPromotionTactic 406,1,1,2026-08-24T00:00:00.000
407,SPT000407,420,Summit SalesPromotionTactic 407,1,1,2026-08-24T00:00:00.000
408,SPT000408,71,Unity SalesPromotionTactic 408,1,1,2026-08-24T00:00:00.000
409,SPT000409,117,Junction SalesPromotionTactic 409,1,1,2026-08-24T00:00:00.000
410,SPT000410,398,Willow SalesPromotionTactic 410,1,1,2026-08-24T00:00:00.000
411,SPT000411,397,Forge SalesPromotionTactic 411,1,1,2026-08-24T00:00:00.000
412,SPT000412,442,Quartz SalesPromotionTactic 412,1,1,2026-08-24T00:00:00.000
413,SPT000413,477,Riverton SalesPromotionTactic 413,1,1,2026-08-24T00:00:00.000
414,SPT000414,293,Junction SalesPromotionTactic 414,1,1,2026-08-24T00:00:00.000
415,SPT000415,465,Quartz SalesPromotionTactic 415,1,1,2026-08-24T00:00:00.000
416,SPT000416,353,Beacon SalesPromotionTactic 416,1,1,2026-08-24T00:00:00.000
417,SPT000417,54,Forge SalesPromotionTactic 417,1,1,2026-08-24T00:00:00.000
418,SPT000418,230,Orion SalesPromotionTactic 418,1,1,2026-08-24T00:00:00.000
419,SPT000419,110,Vertex SalesPromotionTactic 419,1,1,2026-08-24T00:00:00.000
420,SPT000420,298,Junction SalesPromotionTactic 420,1,1,2026-08-24T00:00:00.000
421,SPT000421,313,Keystone SalesPromotionTactic 421,1,1,2026-08-24T00:00:00.000
422,SPT000422,328,Meridian SalesPromotionTactic 422,1,1,2026-08-24T00:00:00.000
423,SPT000423,383,Junction SalesPromotionTactic 423,1,1,2026-08-24T00:00:00.000
424,SPT000424,73,Cedar SalesPromotionTactic 424,1,1,2026-08-24T00:00:00.000
425,SPT000425,75,Granite SalesPromotionTactic 425,1,1,2026-08-24T00:00:00.000
426,SPT000426,271,Orion SalesPromotionTactic 426,1,1,2026-08-24T00:00:00.000
427,SPT000427,250,Cedar SalesPromotionTactic 427,1,1,2026-08-24T00:00:00.000
428,SPT000428,134,Cedar SalesPromotionTactic 428,1,1,2026-08-24T00:00:00.000
429,SPT000429,498,Quartz SalesPromotionTactic 429,1,1,2026-08-24T00:00:00.000
430,SPT000430,362,Willow SalesPromotionTactic 430,1,1,2026-08-24T00:00:00.000
431,SPT000431,275,Keystone SalesPromotionTactic 431,1,1,2026-08-24T00:00:00.000
432,SPT000432,370,Forge SalesPromotionTactic 432,1,1,2026-08-24T00:00:00.000
433,SPT000433,230,Quartz SalesPromotionTactic 433,1,1,2026-08-24T00:00:00.000
434,SPT000434,379,Meridian SalesPromotionTactic 434,1,1,2026-08-24T00:00:00.000
435,SPT000435,358,Riverton SalesPromotionTactic 435,1,1,2026-08-24T00:00:00.000
436,SPT000436,405,Junction SalesPromotionTactic 436,1,1,2026-08-24T00:00:00.000
437,SPT000437,468,Liberty SalesPromotionTactic 437,1,1,2026-08-24T00:00:00.000
438,SPT000438,74,Vertex SalesPromotionTactic 438,1,1,2026-08-24T00:00:00.000
439,SPT000439,61,Ion SalesPromotionTactic 439,1,1,2026-08-24T00:00:00.000
440,SPT000440,456,Pioneer SalesPromotionTactic 440,1,1,2026-08-24T00:00:00.000
441,SPT000441,3,Northstar SalesPromotionTactic 441,1,1,2026-08-24T00:00:00.000
442,SPT000442,2,Zenith SalesPromotionTactic 442,1,1,2026-08-24T00:00:00.000
443,SPT000443,441,Riverton SalesPromotionTactic 443,1,1,2026-08-24T00:00:00.000
444,SPT000444,92,Unity SalesPromotionTactic 444,1,1,2026-08-24T00:00:00.000
445,SPT000445,450,Quartz SalesPromotionTactic 445,1,1,2026-08-24T00:00:00.000
446,SPT000446,227,Harbor SalesPromotionTactic 446,1,1,2026-08-24T00:00:00.000
447,SPT000447,45,Liberty SalesPromotionTactic 447,1,1,2026-08-24T00:00:00.000
448,SPT000448,409,Keystone SalesPromotionTactic 448,1,1,2026-08-24T00:00:00.000
449,SPT000449,347,Riverton SalesPromotionTactic 449,1,1,2026-08-24T00:00:00.000
450,SPT000450,384,Delta SalesPromotionTactic 450,1,1,2026-08-24T00:00:00.000
451,SPT000451,411,Titan SalesPromotionTactic 451,1,1,2026-08-24T00:00:00.000
452,SPT000452,467,Cedar SalesPromotionTactic 452,1,1,2026-08-24T00:00:00.000
453,SPT000453,61,Delta SalesPromotionTactic 453,1,1,2026-08-24T00:00:00.000
454,SPT000454,305,Beacon SalesPromotionTactic 454,1,1,2026-08-24T00:00:00.000
455,SPT000455,318,Northstar SalesPromotionTactic 455,1,1,2026-08-24T00:00:00.000
456,SPT000456,355,Cedar SalesPromotionTactic 456,1,1,2026-08-24T00:00:00.000
457,SPT000457,67,Summit SalesPromotionTactic 457,1,1,2026-08-24T00:00:00.000
458,SPT000458,358,Vertex SalesPromotionTactic 458,1,1,2026-08-24T00:00:00.000
459,SPT000459,405,Keystone SalesPromotionTactic 459,1,1,2026-08-24T00:00:00.000
460,SPT000460,263,Ion SalesPromotionTactic 460,1,1,2026-08-24T00:00:00.000
461,SPT000461,165,Willow SalesPromotionTactic 461,1,1,2026-08-24T00:00:00.000
462,SPT000462,407,Evergreen SalesPromotionTactic 462,1,1,2026-08-24T00:00:00.000
463,SPT000463,252,Vertex SalesPromotionTactic 463,1,1,2026-08-24T00:00:00.000
464,SPT000464,390,Liberty SalesPromotionTactic 464,1,1,2026-08-24T00:00:00.000
465,SPT000465,402,Liberty SalesPromotionTactic 465,1,1,2026-08-24T00:00:00.000
466,SPT000466,75,Vertex SalesPromotionTactic 466,1,1,2026-08-24T00:00:00.000
467,SPT000467,435,Beacon SalesPromotionTactic 467,1,1,2026-08-24T00:00:00.000
468,SPT000468,171,Vertex SalesPromotionTactic 468,1,1,2026-08-24T00:00:00.000
469,SPT000469,433,Liberty SalesPromotionTactic 469,1,1,2026-08-24T00:00:00.000
470,SPT000470,49,Northstar SalesPromotionTactic 470,1,1,2026-08-24T00:00:00.000
471,SPT000471,470,Quartz SalesPromotionTactic 471,1,1,2026-08-24T00:00:00.000
472,SPT000472,57,Unity SalesPromotionTactic 472,1,1,2026-08-24T00:00:00.000
473,SPT000473,149,Liberty SalesPromotionTactic 473,1,1,2026-08-24T00:00:00.000
474,SPT000474,391,Delta SalesPromotionTactic 474,1,1,2026-08-24T00:00:00.000
475,SPT000475,359,Cedar SalesPromotionTactic 475,1,1,2026-08-24T00:00:00.000
476,SPT000476,305,Ion SalesPromotionTactic 476,1,1,2026-08-24T00:00:00.000
477,SPT000477,147,Northstar SalesPromotionTactic 477,1,1,2026-08-24T00:00:00.000
478,SPT000478,404,Summit SalesPromotionTactic 478,1,1,2026-08-24T00:00:00.000
479,SPT000479,416,Granite SalesPromotionTactic 479,1,1,2026-08-24T00:00:00.000
480,SPT000480,457,Meridian SalesPromotionTactic 480,1,1,2026-08-24T00:00:00.000
481,SPT000481,489,Willow SalesPromotionTactic 481,1,1,2026-08-24T00:00:00.000
482,SPT000482,21,Liberty SalesPromotionTactic 482,1,1,2026-08-24T00:00:00.000
483,SPT000483,62,Liberty SalesPromotionTactic 483,1,1,2026-08-24T00:00:00.000
484,SPT000484,156,Atlas SalesPromotionTactic 484,1,1,2026-08-24T00:00:00.000
485,SPT000485,479,Junction SalesPromotionTactic 485,1,1,2026-08-24T00:00:00.000
486,SPT000486,104,Ion SalesPromotionTactic 486,1,1,2026-08-24T00:00:00.000
487,SPT000487,195,Beacon SalesPromotionTactic 487,1,1,2026-08-24T00:00:00.000
488,SPT000488,322,Cedar SalesPromotionTactic 488,1,1,2026-08-24T00:00:00.000
489,SPT000489,102,Riverton SalesPromotionTactic 489,1,1,2026-08-24T00:00:00.000
490,SPT000490,15,Ion SalesPromotionTactic 490,1,1,2026-08-24T00:00:00.000
491,SPT000491,261,Keystone SalesPromotionTactic 491,1,1,2026-08-24T00:00:00.000
492,SPT000492,67,Forge SalesPromotionTactic 492,1,1,2026-08-24T00:00:00.000
493,SPT000493,196,Willow SalesPromotionTactic 493,1,1,2026-08-24T00:00:00.000
494,SPT000494,396,Unity SalesPromotionTactic 494,1,1,2026-08-24T00:00:00.000
495,SPT000495,147,Liberty SalesPromotionTactic 495,1,1,2026-08-24T00:00:00.000
496,SPT000496,331,Quartz SalesPromotionTactic 496,1,1,2026-08-24T00:00:00.000
497,SPT000497,448,Quartz SalesPromotionTactic 497,1,1,2026-08-24T00:00:00.000
498,SPT000498,62,Titan SalesPromotionTactic 498,1,1,2026-08-24T00:00:00.000
499,SPT000499,373,Northstar SalesPromotionTactic 499,1,1,2026-08-24T00:00:00.000
500,SPT000500,440,Keystone SalesPromotionTactic 500,1,1,2026-08-24T00:00:00.000
