PurchaseCommoditySubcategoryKey,PurchaseCommoditySubcategoryCode,PurchaseCommodityCategoryKey,PurchaseCommoditySubcategoryName,SourceSystemKey,BatchId,LoadedAtUtc
277,PCS000277,39,Vertex PurchaseCommoditySubcategory 277,1,1,2026-08-24T00:00:00.000
278,PCS000278,12,Titan PurchaseCommoditySubcategory 278,1,1,2026-08-24T00:00:00.000
279,PCS000279,62,Quartz PurchaseCommoditySubcategory 279,1,1,2026-08-24T00:00:00.000
280,PCS000280,18,Northstar PurchaseCommoditySubcategory 280,1,1,2026-08-24T00:00:00.000
281,PCS000281,88,Vertex PurchaseCommoditySubcategory 281,1,1,2026-08-24T00:00:00.000
282,PCS000282,15,Zenith PurchaseCommoditySubcategory 282,1,1,2026-08-24T00:00:00.000
283,PCS000283,29,Beacon PurchaseCommoditySubcategory 283,1,1,2026-08-24T00:00:00.000
284,PCS000284,12,Unity PurchaseCommoditySubcategory 284,1,1,2026-08-24T00:00:00.000
285,PCS000285,43,Granite PurchaseCommoditySubcategory 285,1,1,2026-08-24T00:00:00.000
286,PCS000286,46,Liberty PurchaseCommoditySubcategory 286,1,1,2026-08-24T00:00:00.000
287,PCS000287,56,Unity PurchaseCommoditySubcategory 287,1,1,2026-08-24T00:00:00.000
288,PCS000288,60,Junction PurchaseCommoditySubcategory 288,1,1,2026-08-24T00:00:00.000
289,PCS000289,40,Evergreen PurchaseCommoditySubcategory 289,1,1,2026-08-24T00:00:00.000
290,PCS000290,79,Pioneer PurchaseCommoditySubcategory 290,1,1,2026-08-24T00:00:00.000
291,PCS000291,6,Harbor PurchaseCommoditySubcategory 291,1,1,2026-08-24T00:00:00.000
292,PCS000292,6,Willow PurchaseCommoditySubcategory 292,1,1,2026-08-24T00:00:00.000
293,PCS000293,46,Zenith PurchaseCommoditySubcategory 293,1,1,2026-08-24T00:00:00.000
294,PCS000294,29,Zenith PurchaseCommoditySubcategory 294,1,1,2026-08-24T00:00:00.000
295,PCS000295,54,Delta PurchaseCommoditySubcategory 295,1,1,2026-08-24T00:00:00.000
296,PCS000296,39,Liberty PurchaseCommoditySubcategory 296,1,1,2026-08-24T00:00:00.000
297,PCS000297,61,Harbor PurchaseCommoditySubcategory 297,1,1,2026-08-24T00:00:00.000
298,PCS000298,78,Atlas PurchaseCommoditySubcategory 298,1,1,2026-08-24T00:00:00.000
299,PCS000299,49,Willow PurchaseCommoditySubcategory 299,1,1,2026-08-24T00:00:00.000
300,PCS000300,12,Titan PurchaseCommoditySubcategory 300,1,1,2026-08-24T00:00:00.000
301,PCS000301,72,Atlas PurchaseCommoditySubcategory 301,1,1,2026-08-24T00:00:00.000
302,PCS000302,53,Titan PurchaseCommoditySubcategory 302,1,1,2026-08-24T00:00:00.000
303,PCS000303,8,Harbor PurchaseCommoditySubcategory 303,1,1,2026-08-24T00:00:00.000
304,PCS000304,44,Liberty PurchaseCommoditySubcategory 304,1,1,2026-08-24T00:00:00.000
305,PCS000305,66,Northstar PurchaseCommoditySubcategory 305,1,1,2026-08-24T00:00:00.000
306,PCS000306,11,Orion PurchaseCommoditySubcategory 306,1,1,2026-08-24T00:00:00.000
307,PCS000307,70,Northstar PurchaseCommoditySubcategory 307,1,1,2026-08-24T00:00:00.000
308,PCS000308,48,Meridian PurchaseCommoditySubcategory 308,1,1,2026-08-24T00:00:00.000
309,PCS000309,58,Titan PurchaseCommoditySubcategory 309,1,1,2026-08-24T00:00:00.000
310,PCS000310,34,Forge PurchaseCommoditySubcategory 310,1,1,2026-08-24T00:00:00.000
311,PCS000311,62,Willow PurchaseCommoditySubcategory 311,1,1,2026-08-24T00:00:00.000
312,PCS000312,17,Quartz PurchaseCommoditySubcategory 312,1,1,2026-08-24T00:00:00.000
313,PCS000313,12,Atlas PurchaseCommoditySubcategory 313,1,1,2026-08-24T00:00:00.000
314,PCS000314,29,Unity PurchaseCommoditySubcategory 314,1,1,2026-08-24T00:00:00.000
315,PCS000315,56,Junction PurchaseCommoditySubcategory 315,1,1,2026-08-24T00:00:00.000
316,PCS000316,7,Willow PurchaseCommoditySubcategory 316,1,1,2026-08-24T00:00:00.000
317,PCS000317,32,Vertex PurchaseCommoditySubcategory 317,1,1,2026-08-24T00:00:00.000
318,PCS000318,61,Beacon PurchaseCommoditySubcategory 318,1,1,2026-08-24T00:00:00.000
319,PCS000319,41,Northstar PurchaseCommoditySubcategory 319,1,1,2026-08-24T00:00:00.000
320,PCS000320,10,Ion PurchaseCommoditySubcategory 320,1,1,2026-08-24T00:00:00.000
321,PCS000321,15,Keystone PurchaseCommoditySubcategory 321,1,1,2026-08-24T00:00:00.000
322,PCS000322,61,Atlas PurchaseCommoditySubcategory 322,1,1,2026-08-24T00:00:00.000
323,PCS000323,44,Cedar PurchaseCommoditySubcategory 323,1,1,2026-08-24T00:00:00.000
324,PCS000324,12,Titan PurchaseCommoditySubcategory 324,1,1,2026-08-24T00:00:00.000
325,PCS000325,52,Quartz PurchaseCommoditySubcategory 325,1,1,2026-08-24T00:00:00.000
326,PCS000326,26,Delta PurchaseCommoditySubcategory 326,1,1,2026-08-24T00:00:00.000
327,PCS000327,58,Meridian PurchaseCommoditySubcategory 327,1,1,2026-08-24T00:00:00.000
328,PCS000328,72,Granite PurchaseCommoditySubcategory 328,1,1,2026-08-24T00:00:00.000
329,PCS000329,48,Pioneer PurchaseCommoditySubcategory 329,1,1,2026-08-24T00:00:00.000
330,PCS000330,74,Riverton PurchaseCommoditySubcategory 330,1,1,2026-08-24T00:00:00.000
331,PCS000331,25,Northstar PurchaseCommoditySubcategory 331,1,1,2026-08-24T00:00:00.000
332,PCS000332,17,Zenith PurchaseCommoditySubcategory 332,1,1,2026-08-24T00:00:00.000
333,PCS000333,46,Summit PurchaseCommoditySubcategory 333,1,1,2026-08-24T00:00:00.000
334,PCS000334,23,Riverton PurchaseCommoditySubcategory 334,1,1,2026-08-24T00:00:00.000
335,PCS000335,41,Granite PurchaseCommoditySubcategory 335,1,1,2026-08-24T00:00:00.000
336,PCS000336,6,Pioneer PurchaseCommoditySubcategory 336,1,1,2026-08-24T00:00:00.000
337,PCS000337,21,Granite PurchaseCommoditySubcategory 337,1,1,2026-08-24T00:00:00.000
338,PCS000338,11,Keystone PurchaseCommoditySubcategory 338,1,1,2026-08-24T00:00:00.000
339,PCS000339,45,Pioneer PurchaseCommoditySubcategory 339,1,1,2026-08-24T00:00:00.000
340,PCS000340,52,Forge PurchaseCommoditySubcategory 340,1,1,2026-08-24T00:00:00.000
341,PCS000341,59,Cedar PurchaseCommoditySubcategory 341,1,1,2026-08-24T00:00:00.000
342,PCS000342,54,Junction PurchaseCommoditySubcategory 342,1,1,2026-08-24T00:00:00.000
343,PCS000343,48,Orion PurchaseCommoditySubcategory 343,1,1,2026-08-24T00:00:00.000
344,PCS000344,53,Meridian PurchaseCommoditySubcategory 344,1,1,2026-08-24T00:00:00.000
345,PCS000345,38,Cedar PurchaseCommoditySubcategory 345,1,1,2026-08-24T00:00:00.000
346,PCS000346,49,Evergreen PurchaseCommoditySubcategory 346,1,1,2026-08-24T00:00:00.000
347,PCS000347,51,Vertex PurchaseCommoditySubcategory 347,1,1,2026-08-24T00:00:00.000
348,PCS000348,62,Vertex PurchaseCommoditySubcategory 348,1,1,2026-08-24T00:00:00.000
349,PCS000349,53,Pioneer PurchaseCommoditySubcategory 349,1,1,2026-08-24T00:00:00.000
350,PCS000350,82,Orion PurchaseCommoditySubcategory 350,1,1,2026-08-24T00:00:00.000
351,PCS000351,56,Summit PurchaseCommoditySubcategory 351,1,1,2026-08-24T00:00:00.000
352,PCS000352,70,Keystone PurchaseCommoditySubcategory 352,1,1,2026-08-24T00:00:00.000
353,PCS000353,40,Junction PurchaseCommoditySubcategory 353,1,1,2026-08-24T00:00:00.000
354,PCS000354,64,Unity PurchaseCommoditySubcategory 354,1,1,2026-08-24T00:00:00.000
355,PCS000355,15,Cedar PurchaseCommoditySubcategory 355,1,1,2026-08-24T00:00:00.000
356,PCS000356,27,Delta PurchaseCommoditySubcategory 356,1,1,2026-08-24T00:00:00.000
357,PCS000357,36,Quartz PurchaseCommoditySubcategory 357,1,1,2026-08-24T00:00:00.000
358,PCS000358,66,Unity PurchaseCommoditySubcategory 358,1,1,2026-08-24T00:00:00.000
359,PCS000359,43,Zenith PurchaseCommoditySubcategory 359,1,1,2026-08-24T00:00:00.000
360,PCS000360,66,Unity PurchaseCommoditySubcategory 360,1,1,2026-08-24T00:00:00.000
361,PCS000361,39,Titan PurchaseCommoditySubcategory 361,1,1,2026-08-24T00:00:00.000
362,PCS000362,50,Zenith PurchaseCommoditySubcategory 362,1,1,2026-08-24T00:00:00.000
363,PCS000363,73,Junction PurchaseCommoditySubcategory 363,1,1,2026-08-24T00:00:00.000
364,PCS000364,76,Zenith PurchaseCommoditySubcategory 364,1,1,2026-08-24T00:00:00.000
365,PCS000365,12,Willow PurchaseCommoditySubcategory 365,1,1,2026-08-24T00:00:00.000
366,PCS000366,48,Riverton PurchaseCommoditySubcategory 366,1,1,2026-08-24T00:00:00.000
367,PCS000367,18,Keystone PurchaseCommoditySubcategory 367,1,1,2026-08-24T00:00:00.000
368,PCS000368,77,Evergreen PurchaseCommoditySubcategory 368,1,1,2026-08-24T00:00:00.000
369,PCS000369,10,Titan PurchaseCommoditySubcategory 369,1,1,2026-08-24T00:00:00.000
370,PCS000370,71,Orion PurchaseCommoditySubcategory 370,1,1,2026-08-24T00:00:00.000
371,PCS000371,29,Evergreen PurchaseCommoditySubcategory 371,1,1,2026-08-24T00:00:00.000
372,PCS000372,33,Forge PurchaseCommoditySubcategory 372,1,1,2026-08-24T00:00:00.000
373,PCS000373,53,Liberty PurchaseCommoditySubcategory 373,1,1,2026-08-24T00:00:00.000
374,PCS000374,47,Evergreen PurchaseCommoditySubcategory 374,1,1,2026-08-24T00:00:00.000
375,PCS000375,15,Harbor PurchaseCommoditySubcategory 375,1,1,2026-08-24T00:00:00.000
376,PCS000376,16,Junction PurchaseCommoditySubcategory 376,1,1,2026-08-24T00:00:00.000
377,PCS000377,2,Ion PurchaseCommoditySubcategory 377,1,1,2026-08-24T00:00:00.000
378,PCS000378,80,Junction PurchaseCommoditySubcategory 378,1,1,2026-08-24T00:00:00.000
379,PCS000379,87,Pioneer PurchaseCommoditySubcategory 379,1,1,2026-08-24T00:00:00.000
380,PCS000380,26,Beacon PurchaseCommoditySubcategory 380,1,1,2026-08-24T00:00:00.000
381,PCS000381,36,Liberty PurchaseCommoditySubcategory 381,1,1,2026-08-24T00:00:00.000
382,PCS000382,27,Riverton PurchaseCommoditySubcategory 382,1,1,2026-08-24T00:00:00.000
383,PCS000383,87,Riverton PurchaseCommoditySubcategory 383,1,1,2026-08-24T00:00:00.000
384,PCS000384,38,Northstar PurchaseCommoditySubcategory 384,1,1,2026-08-24T00:00:00.000
385,PCS000385,65,Riverton PurchaseCommoditySubcategory 385,1,1,2026-08-24T00:00:00.000
386,PCS000386,63,Orion PurchaseCommoditySubcategory 386,1,1,2026-08-24T00:00:00.000
387,PCS000387,61,Granite PurchaseCommoditySubcategory 387,1,1,2026-08-24T00:00:00.000
388,PCS000388,41,Orion PurchaseCommoditySubcategory 388,1,1,2026-08-24T00:00:00.000
389,PCS000389,8,Northstar PurchaseCommoditySubcategory 389,1,1,2026-08-24T00:00:00.000
390,PCS000390,42,Harbor PurchaseCommoditySubcategory 390,1,1,2026-08-24T00:00:00.000
391,PCS000391,70,Atlas PurchaseCommoditySubcategory 391,1,1,2026-08-24T00:00:00.000
392,PCS000392,71,Orion PurchaseCommoditySubcategory 392,1,1,2026-08-24T00:00:00.000
393,PCS000393,25,Granite PurchaseCommoditySubcategory 393,1,1,2026-08-24T00:00:00.000
394,PCS000394,14,Granite PurchaseCommoditySubcategory 394,1,1,2026-08-24T00:00:00.000
395,PCS000395,5,Meridian PurchaseCommoditySubcategory 395,1,1,2026-08-24T00:00:00.000
396,PCS000396,32,Zenith PurchaseCommoditySubcategory 396,1,1,2026-08-24T00:00:00.000
397,PCS000397,37,Cedar PurchaseCommoditySubcategory 397,1,1,2026-08-24T00:00:00.000
398,PCS000398,30,Vertex PurchaseCommoditySubcategory 398,1,1,2026-08-24T00:00:00.000
399,PCS000399,83,Unity PurchaseCommoditySubcategory 399,1,1,2026-08-24T00:00:00.000
400,PCS000400,62,Atlas PurchaseCommoditySubcategory 400,1,1,2026-08-24T00:00:00.000
401,PCS000401,89,Delta PurchaseCommoditySubcategory 401,1,1,2026-08-24T00:00:00.000
402,PCS000402,39,Meridian PurchaseCommoditySubcategory 402,1,1,2026-08-24T00:00:00.000
403,PCS000403,10,Junction PurchaseCommoditySubcategory 403,1,1,2026-08-24T00:00:00.000
404,PCS000404,72,Ion PurchaseCommoditySubcategory 404,1,1,2026-08-24T00:00:00.000
405,PCS000405,62,Meridian PurchaseCommoditySubcategory 405,1,1,2026-08-24T00:00:00.000
406,PCS000406,43,Granite PurchaseCommoditySubcategory 406,1,1,2026-08-24T00:00:00.000
407,PCS000407,87,Meridian PurchaseCommoditySubcategory 407,1,1,2026-08-24T00:00:00.000
408,PCS000408,86,Ion PurchaseCommoditySubcategory 408,1,1,2026-08-24T00:00:00.000
409,PCS000409,87,Meridian PurchaseCommoditySubcategory 409,1,1,2026-08-24T00:00:00.000
410,PCS000410,25,Quartz PurchaseCommoditySubcategory 410,1,1,2026-08-24T00:00:00.000
411,PCS000411,73,Vertex PurchaseCommoditySubcategory 411,1,1,2026-08-24T00:00:00.000
412,PCS000412,44,Northstar PurchaseCommoditySubcategory 412,1,1,2026-08-24T00:00:00.000
413,PCS000413,20,Atlas PurchaseCommoditySubcategory 413,1,1,2026-08-24T00:00:00.000
414,PCS000414,81,Willow PurchaseCommoditySubcategory 414,1,1,2026-08-24T00:00:00.000
415,PCS000415,83,Quartz PurchaseCommoditySubcategory 415,1,1,2026-08-24T00:00:00.000
416,PCS000416,30,Summit PurchaseCommoditySubcategory 416,1,1,2026-08-24T00:00:00.000
417,PCS000417,38,Junction PurchaseCommoditySubcategory 417,1,1,2026-08-24T00:00:00.000
418,PCS000418,2,Riverton PurchaseCommoditySubcategory 418,1,1,2026-08-24T00:00:00.000
419,PCS000419,40,Ion PurchaseCommoditySubcategory 419,1,1,2026-08-24T00:00:00.000
420,PCS000420,5,Willow PurchaseCommoditySubcategory 420,1,1,2026-08-24T00:00:00.000
421,PCS000421,88,Summit PurchaseCommoditySubcategory 421,1,1,2026-08-24T00:00:00.000
422,PCS000422,47,Beacon PurchaseCommoditySubcategory 422,1,1,2026-08-24T00:00:00.000
423,PCS000423,84,Northstar PurchaseCommoditySubcategory 423,1,1,2026-08-24T00:00:00.000
424,PCS000424,16,Junction PurchaseCommoditySubcategory 424,1,1,2026-08-24T00:00:00.000
425,PCS000425,17,Unity PurchaseCommoditySubcategory 425,1,1,2026-08-24T00:00:00.000
426,PCS000426,6,Keystone PurchaseCommoditySubcategory 426,1,1,2026-08-24T00:00:00.000
427,PCS000427,55,Summit PurchaseCommoditySubcategory 427,1,1,2026-08-24T00:00:00.000
428,PCS000428,70,Northstar PurchaseCommoditySubcategory 428,1,1,2026-08-24T00:00:00.000
429,PCS000429,56,Ion PurchaseCommoditySubcategory 429,1,1,2026-08-24T00:00:00.000
430,PCS000430,57,Keystone PurchaseCommoditySubcategory 430,1,1,2026-08-24T00:00:00.000
431,PCS000431,25,Keystone PurchaseCommoditySubcategory 431,1,1,2026-08-24T00:00:00.000
432,PCS000432,78,Granite PurchaseCommoditySubcategory 432,1,1,2026-08-24T00:00:00.000
433,PCS000433,47,Northstar PurchaseCommoditySubcategory 433,1,1,2026-08-24T00:00:00.000
434,PCS000434,85,Meridian PurchaseCommoditySubcategory 434,1,1,2026-08-24T00:00:00.000
435,PCS000435,24,Quartz PurchaseCommoditySubcategory 435,1,1,2026-08-24T00:00:00.000
436,PCS000436,26,Liberty PurchaseCommoditySubcategory 436,1,1,2026-08-24T00:00:00.000
437,PCS000437,31,Vertex PurchaseCommoditySubcategory 437,1,1,2026-08-24T00:00:00.000
438,PCS000438,62,Meridian PurchaseCommoditySubcategory 438,1,1,2026-08-24T00:00:00.000
439,PCS000439,77,Ion PurchaseCommoditySubcategory 439,1,1,2026-08-24T00:00:00.000
440,PCS000440,40,Quartz PurchaseCommoditySubcategory 440,1,1,2026-08-24T00:00:00.000
441,PCS000441,13,Vertex PurchaseCommoditySubcategory 441,1,1,2026-08-24T00:00:00.000
442,PCS000442,44,Willow PurchaseCommoditySubcategory 442,1,1,2026-08-24T00:00:00.000
443,PCS000443,61,Evergreen PurchaseCommoditySubcategory 443,1,1,2026-08-24T00:00:00.000
444,PCS000444,83,Orion PurchaseCommoditySubcategory 444,1,1,2026-08-24T00:00:00.000
445,PCS000445,65,Willow PurchaseCommoditySubcategory 445,1,1,2026-08-24T00:00:00.000
446,PCS000446,15,Cedar PurchaseCommoditySubcategory 446,1,1,2026-08-24T00:00:00.000
447,PCS000447,27,Junction PurchaseCommoditySubcategory 447,1,1,2026-08-24T00:00:00.000
448,PCS000448,43,Granite PurchaseCommoditySubcategory 448,1,1,2026-08-24T00:00:00.000
449,PCS000449,10,Ion PurchaseCommoditySubcategory 449,1,1,2026-08-24T00:00:00.000
450,PCS000450,70,Meridian PurchaseCommoditySubcategory 450,1,1,2026-08-24T00:00:00.000
451,PCS000451,67,Evergreen PurchaseCommoditySubcategory 451,1,1,2026-08-24T00:00:00.000
452,PCS000452,75,Atlas PurchaseCommoditySubcategory 452,1,1,2026-08-24T00:00:00.000
453,PCS000453,27,Ion PurchaseCommoditySubcategory 453,1,1,2026-08-24T00:00:00.000
454,PCS000454,70,Unity PurchaseCommoditySubcategory 454,1,1,2026-08-24T00:00:00.000
455,PCS000455,32,Keystone PurchaseCommoditySubcategory 455,1,1,2026-08-24T00:00:00.000
456,PCS000456,88,Evergreen PurchaseCommoditySubcategory 456,1,1,2026-08-24T00:00:00.000
457,PCS000457,32,Atlas PurchaseCommoditySubcategory 457,1,1,2026-08-24T00:00:00.000
458,PCS000458,36,Liberty PurchaseCommoditySubcategory 458,1,1,2026-08-24T00:00:00.000
459,PCS000459,37,Forge PurchaseCommoditySubcategory 459,1,1,2026-08-24T00:00:00.000
460,PCS000460,47,Quartz PurchaseCommoditySubcategory 460,1,1,2026-08-24T00:00:00.000
461,PCS000461,42,Quartz PurchaseCommoditySubcategory 461,1,1,2026-08-24T00:00:00.000
462,PCS000462,25,Junction PurchaseCommoditySubcategory 462,1,1,2026-08-24T00:00:00.000
463,PCS000463,82,Atlas PurchaseCommoditySubcategory 463,1,1,2026-08-24T00:00:00.000
464,PCS000464,88,Quartz PurchaseCommoditySubcategory 464,1,1,2026-08-24T00:00:00.000
465,PCS000465,37,Ion PurchaseCommoditySubcategory 465,1,1,2026-08-24T00:00:00.000
466,PCS000466,52,Keystone PurchaseCommoditySubcategory 466,1,1,2026-08-24T00:00:00.000
467,PCS000467,55,Meridian PurchaseCommoditySubcategory 467,1,1,2026-08-24T00:00:00.000
468,PCS000468,32,Harbor PurchaseCommoditySubcategory 468,1,1,2026-08-24T00:00:00.000
469,PCS000469,68,Pioneer PurchaseCommoditySubcategory 469,1,1,2026-08-24T00:00:00.000
470,PCS000470,71,Atlas PurchaseCommoditySubcategory 470,1,1,2026-08-24T00:00:00.000
471,PCS000471,67,Pioneer PurchaseCommoditySubcategory 471,1,1,2026-08-24T00:00:00.000
472,PCS000472,3,Northstar PurchaseCommoditySubcategory 472,1,1,2026-08-24T00:00:00.000
473,PCS000473,10,Liberty PurchaseCommoditySubcategory 473,1,1,2026-08-24T00:00:00.000
474,PCS000474,79,Beacon PurchaseCommoditySubcategory 474,1,1,2026-08-24T00:00:00.000
475,PCS000475,64,Quartz PurchaseCommoditySubcategory 475,1,1,2026-08-24T00:00:00.000
476,PCS000476,34,Summit PurchaseCommoditySubcategory 476,1,1,2026-08-24T00:00:00.000
477,PCS000477,15,Keystone PurchaseCommoditySubcategory 477,1,1,2026-08-24T00:00:00.000
478,PCS000478,2,Liberty PurchaseCommoditySubcategory 478,1,1,2026-08-24T00:00:00.000
479,PCS000479,28,Northstar PurchaseCommoditySubcategory 479,1,1,2026-08-24T00:00:00.000
480,PCS000480,24,Ion PurchaseCommoditySubcategory 480,1,1,2026-08-24T00:00:00.000
481,PCS000481,6,Summit PurchaseCommoditySubcategory 481,1,1,2026-08-24T00:00:00.000
482,PCS000482,44,Beacon PurchaseCommoditySubcategory 482,1,1,2026-08-24T00:00:00.000
483,PCS000483,29,Orion PurchaseCommoditySubcategory 483,1,1,2026-08-24T00:00:00.000
484,PCS000484,89,Titan PurchaseCommoditySubcategory 484,1,1,2026-08-24T00:00:00.000
485,PCS000485,66,Harbor PurchaseCommoditySubcategory 485,1,1,2026-08-24T00:00:00.000
486,PCS000486,68,Willow PurchaseCommoditySubcategory 486,1,1,2026-08-24T00:00:00.000
487,PCS000487,11,Cedar PurchaseCommoditySubcategory 487,1,1,2026-08-24T00:00:00.000
488,PCS000488,84,Summit PurchaseCommoditySubcategory 488,1,1,2026-08-24T00:00:00.000
489,PCS000489,73,Ion PurchaseCommoditySubcategory 489,1,1,2026-08-24T00:00:00.000
490,PCS000490,74,Quartz PurchaseCommoditySubcategory 490,1,1,2026-08-24T00:00:00.000
491,PCS000491,87,Meridian PurchaseCommoditySubcategory 491,1,1,2026-08-24T00:00:00.000
492,PCS000492,77,Granite PurchaseCommoditySubcategory 492,1,1,2026-08-24T00:00:00.000
493,PCS000493,11,Vertex PurchaseCommoditySubcategory 493,1,1,2026-08-24T00:00:00.000
494,PCS000494,84,Granite PurchaseCommoditySubcategory 494,1,1,2026-08-24T00:00:00.000
495,PCS000495,68,Willow PurchaseCommoditySubcategory 495,1,1,2026-08-24T00:00:00.000
496,PCS000496,60,Keystone PurchaseCommoditySubcategory 496,1,1,2026-08-24T00:00:00.000
497,PCS000497,59,Ion PurchaseCommoditySubcategory 497,1,1,2026-08-24T00:00:00.000
498,PCS000498,2,Beacon PurchaseCommoditySubcategory 498,1,1,2026-08-24T00:00:00.000
499,PCS000499,39,Forge PurchaseCommoditySubcategory 499,1,1,2026-08-24T00:00:00.000
500,PCS000500,36,Riverton PurchaseCommoditySubcategory 500,1,1,2026-08-24T00:00:00.000
