GeoPostalCodeKey,GeoPostalCodeCode,GeoCityKey,GeoPostalCodeName,SourceSystemKey,BatchId,LoadedAtUtc
396,GPC000396,418,GPC000396,1,1,2026-08-24T00:00:00.000
397,GPC000397,405,GPC000397,1,1,2026-08-24T00:00:00.000
398,GPC000398,473,GPC000398,1,1,2026-08-24T00:00:00.000
399,GPC000399,405,GPC000399,1,1,2026-08-24T00:00:00.000
400,GPC000400,164,GPC000400,1,1,2026-08-24T00:00:00.000
401,GPC000401,334,GPC000401,1,1,2026-08-24T00:00:00.000
402,GPC000402,187,GPC000402,1,1,2026-08-24T00:00:00.000
403,GPC000403,62,GPC000403,1,1,2026-08-24T00:00:00.000
404,GPC000404,33,GPC000404,1,1,2026-08-24T00:00:00.000
405,GPC000405,360,GPC000405,1,1,2026-08-24T00:00:00.000
406,GPC000406,311,GPC000406,1,1,2026-08-24T00:00:00.000
407,GPC000407,297,GPC000407,1,1,2026-08-24T00:00:00.000
408,GPC000408,26,GPC000408,1,1,2026-08-24T00:00:00.000
409,GPC000409,290,GPC000409,1,1,2026-08-24T00:00:00.000
410,GPC000410,140,GPC000410,1,1,2026-08-24T00:00:00.000
411,GPC000411,437,GPC000411,1,1,2026-08-24T00:00:00.000
412,GPC000412,177,GPC000412,1,1,2026-08-24T00:00:00.000
413,GPC000413,61,GPC000413,1,1,2026-08-24T00:00:00.000
414,GPC000414,296,GPC000414,1,1,2026-08-24T00:00:00.000
415,GPC000415,87,GPC000415,1,1,2026-08-24T00:00:00.000
416,GPC000416,26,GPC000416,1,1,2026-08-24T00:00:00.000
417,GPC000417,473,GPC000417,1,1,2026-08-24T00:00:00.000
418,GPC000418,478,GPC000418,1,1,2026-08-24T00:00:00.000
419,GPC000419,300,GPC000419,1,1,2026-08-24T00:00:00.000
420,GPC000420,147,GPC000420,1,1,2026-08-24T00:00:00.000
421,GPC000421,339,GPC000421,1,1,2026-08-24T00:00:00.000
422,GPC000422,483,GPC000422,1,1,2026-08-24T00:00:00.000
423,GPC000423,155,GPC000423,1,1,2026-08-24T00:00:00.000
424,GPC000424,265,GPC000424,1,1,2026-08-24T00:00:00.000
425,GPC000425,492,GPC000425,1,1,2026-08-24T00:00:00.000
426,GPC000426,121,GPC000426,1,1,2026-08-24T00:00:00.000
427,GPC000427,229,GPC000427,1,1,2026-08-24T00:00:00.000
428,GPC000428,212,GPC000428,1,1,2026-08-24T00:00:00.000
429,GPC000429,244,GPC000429,1,1,2026-08-24T00:00:00.000
430,GPC000430,343,GPC000430,1,1,2026-08-24T00:00:00.000
431,GPC000431,95,GPC000431,1,1,2026-08-24T00:00:00.000
432,GPC000432,444,GPC000432,1,1,2026-08-24T00:00:00.000
433,GPC000433,479,GPC000433,1,1,2026-08-24T00:00:00.000
434,GPC000434,163,GPC000434,1,1,2026-08-24T00:00:00.000
435,GPC000435,255,GPC000435,1,1,2026-08-24T00:00:00.000
436,GPC000436,105,GPC000436,1,1,2026-08-24T00:00:00.000
437,GPC000437,253,GPC000437,1,1,2026-08-24T00:00:00.000
438,GPC000438,482,GPC000438,1,1,2026-08-24T00:00:00.000
439,GPC000439,314,GPC000439,1,1,2026-08-24T00:00:00.000
440,GPC000440,172,GPC000440,1,1,2026-08-24T00:00:00.000
441,GPC000441,288,GPC000441,1,1,2026-08-24T00:00:00.000
442,GPC000442,423,GPC000442,1,1,2026-08-24T00:00:00.000
443,GPC000443,282,GPC000443,1,1,2026-08-24T00:00:00.000
444,GPC000444,430,GPC000444,1,1,2026-08-24T00:00:00.000
445,GPC000445,246,GPC000445,1,1,2026-08-24T00:00:00.000
446,GPC000446,368,GPC000446,1,1,2026-08-24T00:00:00.000
447,GPC000447,314,GPC000447,1,1,2026-08-24T00:00:00.000
448,GPC000448,254,GPC000448,1,1,2026-08-24T00:00:00.000
449,GPC000449,494,GPC000449,1,1,2026-08-24T00:00:00.000
450,GPC000450,213,GPC000450,1,1,2026-08-24T00:00:00.000
451,GPC000451,12,GPC000451,1,1,2026-08-24T00:00:00.000
452,GPC000452,240,GPC000452,1,1,2026-08-24T00:00:00.000
453,GPC000453,251,GPC000453,1,1,2026-08-24T00:00:00.000
454,GPC000454,314,GPC000454,1,1,2026-08-24T00:00:00.000
455,GPC000455,184,GPC000455,1,1,2026-08-24T00:00:00.000
456,GPC000456,185,GPC000456,1,1,2026-08-24T00:00:00.000
457,GPC000457,288,GPC000457,1,1,2026-08-24T00:00:00.000
458,GPC000458,179,GPC000458,1,1,2026-08-24T00:00:00.000
459,GPC000459,458,GPC000459,1,1,2026-08-24T00:00:00.000
460,GPC000460,183,GPC000460,1,1,2026-08-24T00:00:00.000
461,GPC000461,225,GPC000461,1,1,2026-08-24T00:00:00.000
462,GPC000462,482,GPC000462,1,1,2026-08-24T00:00:00.000
463,GPC000463,385,GPC000463,1,1,2026-08-24T00:00:00.000
464,GPC000464,119,GPC000464,1,1,2026-08-24T00:00:00.000
465,GPC000465,125,GPC000465,1,1,2026-08-24T00:00:00.000
466,GPC000466,395,GPC000466,1,1,2026-08-24T00:00:00.000
467,GPC000467,67,GPC000467,1,1,2026-08-24T00:00:00.000
468,GPC000468,179,GPC000468,1,1,2026-08-24T00:00:00.000
469,GPC000469,163,GPC000469,1,1,2026-08-24T00:00:00.000
470,GPC000470,483,GPC000470,1,1,2026-08-24T00:00:00.000
471,GPC000471,245,GPC000471,1,1,2026-08-24T00:00:00.000
472,GPC000472,413,GPC000472,1,1,2026-08-24T00:00:00.000
473,GPC000473,13,GPC000473,1,1,2026-08-24T00:00:00.000
474,GPC000474,271,GPC000474,1,1,2026-08-24T00:00:00.000
475,GPC000475,25,GPC000475,1,1,2026-08-24T00:00:00.000
476,GPC000476,11,GPC000476,1,1,2026-08-24T00:00:00.000
477,GPC000477,176,GPC000477,1,1,2026-08-24T00:00:00.000
478,GPC000478,363,GPC000478,1,1,2026-08-24T00:00:00.000
479,GPC000479,30,GPC000479,1,1,2026-08-24T00:00:00.000
480,GPC000480,487,GPC000480,1,1,2026-08-24T00:00:00.000
481,GPC000481,104,GPC000481,1,1,2026-08-24T00:00:00.000
482,GPC000482,496,GPC000482,1,1,2026-08-24T00:00:00.000
483,GPC000483,451,GPC000483,1,1,2026-08-24T00:00:00.000
484,GPC000484,210,GPC000484,1,1,2026-08-24T00:00:00.000
485,GPC000485,89,GPC000485,1,1,2026-08-24T00:00:00.000
486,GPC000486,435,GPC000486,1,1,2026-08-24T00:00:00.000
487,GPC000487,33,GPC000487,1,1,2026-08-24T00:00:00.000
488,GPC000488,72,GPC000488,1,1,2026-08-24T00:00:00.000
489,GPC000489,27,GPC000489,1,1,2026-08-24T00:00:00.000
490,GPC000490,73,GPC000490,1,1,2026-08-24T00:00:00.000
491,GPC000491,473,GPC000491,1,1,2026-08-24T00:00:00.000
492,GPC000492,479,GPC000492,1,1,2026-08-24T00:00:00.000
493,GPC000493,241,GPC000493,1,1,2026-08-24T00:00:00.000
494,GPC000494,80,GPC000494,1,1,2026-08-24T00:00:00.000
495,GPC000495,402,GPC000495,1,1,2026-08-24T00:00:00.000
496,GPC000496,199,GPC000496,1,1,2026-08-24T00:00:00.000
497,GPC000497,287,GPC000497,1,1,2026-08-24T00:00:00.000
498,GPC000498,159,GPC000498,1,1,2026-08-24T00:00:00.000
499,GPC000499,32,GPC000499,1,1,2026-08-24T00:00:00.000
500,GPC000500,288,GPC000500,1,1,2026-08-24T00:00:00.000
