PurchaseRequisitionKey,RequisitionNumber,PlantKey,RequesterEmployeeKey,PurchaseApprovalStepKey,PurchaseRequisitionStatusKey,PriorityKey,RequisitionName,RequestedDeliveryDate,UrgencyScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
101,PR000101,24,286,325,4,3,Liberty PurchaseRequisition 101,2020-04-11,101,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1917bce8415513a9de2eda10b701057a1917bce8415513a9de2eda10b701057
102,PR000102,24,-1,47,2,2,Atlas PurchaseRequisition 102,2020-04-12,102,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d61095a5da85429877dbfc7ff812ea85d61095a5da85429877dbfc7ff812ea8
103,PR000103,300,6,183,8,2,Atlas PurchaseRequisition 103,2020-04-13,103,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc20af5374bf57409e79b68c7e35ba88dc20af5374bf57409e79b68c7e35ba88
104,PR000104,253,23,391,3,3,Liberty PurchaseRequisition 104,2020-04-14,104,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87859e2441bd5703b897a63bbaed187087859e2441bd5703b897a63bbaed1870
105,PR000105,208,57,208,10,1,Granite PurchaseRequisition 105,2020-04-15,105,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f3e34efa55c5da2816717425ce642526f3e34efa55c5da2816717425ce64252
106,PR000106,239,153,189,2,2,Atlas PurchaseRequisition 106,2020-04-16,106,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dfd7ec6442d5919abf6d75529a5e21f2dfd7ec6442d5919abf6d75529a5e21f
107,PR000107,171,133,422,10,3,Harbor PurchaseRequisition 107,2020-04-17,107,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06aff9494aeb587197f0198865e98cc006aff9494aeb587197f0198865e98cc0
108,PR000108,94,483,272,4,5,Evergreen PurchaseRequisition 108,2020-04-18,108,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9f840bcc38056ad8da50707356f4a65b9f840bcc38056ad8da50707356f4a65
109,PR000109,173,226,205,2,2,Orion PurchaseRequisition 109,2020-04-19,109,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9859177368d35aa8931cda45ed91deba9859177368d35aa8931cda45ed91deba
110,PR000110,291,50,40,5,3,Willow PurchaseRequisition 110,2020-04-20,110,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f564999ea5f15735b448d22f4d9b4003f564999ea5f15735b448d22f4d9b4003
111,PR000111,234,400,205,7,4,Meridian PurchaseRequisition 111,2020-04-21,111,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b574c3f70eb54c6a0dcf0f6d7d363d96b574c3f70eb54c6a0dcf0f6d7d363d9
112,PR000112,314,193,406,5,5,Evergreen PurchaseRequisition 112,2020-04-22,112,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02683f017cdc57c8b342c352ceacf79d02683f017cdc57c8b342c352ceacf79d
113,PR000113,254,378,491,2,1,Evergreen PurchaseRequisition 113,2020-04-23,113,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96770b0aca045cefb4831bc211b893bf96770b0aca045cefb4831bc211b893bf
114,PR000114,312,16,230,3,4,Meridian PurchaseRequisition 114,2020-04-24,114,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f7ff7700907557eb778062e5539c6c21f7ff7700907557eb778062e5539c6c2
115,PR000115,153,25,328,7,2,Northstar PurchaseRequisition 115,2020-04-25,115,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aafd3c1a281c5b23a316122e0e49555baafd3c1a281c5b23a316122e0e49555b
116,PR000116,228,432,442,2,3,Pioneer PurchaseRequisition 116,2020-04-26,116,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1bbd5d25ce95bdd86ef094078684587f1bbd5d25ce95bdd86ef094078684587
117,PR000117,47,127,265,7,2,Granite PurchaseRequisition 117,2020-04-27,117,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e836391de505b5da6a26fc5b703ee921e836391de505b5da6a26fc5b703ee92
118,PR000118,300,410,90,10,2,Cedar PurchaseRequisition 118,2020-04-28,118,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94c657182e1a5be4bc33b31b6136bca394c657182e1a5be4bc33b31b6136bca3
119,PR000119,144,-1,84,3,4,Willow PurchaseRequisition 119,2020-04-29,119,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c684655a605e5e8630b12e9bec4271a9c684655a605e5e8630b12e9bec4271
120,PR000120,192,406,249,7,4,Quartz PurchaseRequisition 120,2020-04-30,120,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74231b799cb580a967e03ec42e04092f74231b799cb580a967e03ec42e04092
121,PR000121,137,265,4,10,1,Delta PurchaseRequisition 121,2020-05-01,121,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca6e723739585f1189efcb0f8b49554eca6e723739585f1189efcb0f8b49554e
122,PR000122,258,471,249,1,3,Forge PurchaseRequisition 122,2020-05-02,122,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05553b9788d75d65bf1a5b1cfce5ce9705553b9788d75d65bf1a5b1cfce5ce97
123,PR000123,304,197,209,10,2,Meridian PurchaseRequisition 123,2020-05-03,123,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e5aff679c25151b6ff8b466e8e70d650e5aff679c25151b6ff8b466e8e70d6
124,PR000124,177,477,176,2,5,Junction PurchaseRequisition 124,2020-05-04,124,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d28454b6c5d25996992472960d91d007d28454b6c5d25996992472960d91d007
125,PR000125,143,397,154,1,2,Orion PurchaseRequisition 125,2020-05-05,125,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01576954f2fe582a9469dd6fc339412f01576954f2fe582a9469dd6fc339412f
126,PR000126,302,57,480,6,2,Liberty PurchaseRequisition 126,2020-05-06,126,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac1d2941fc34593698b1907cb6d41692ac1d2941fc34593698b1907cb6d41692
127,PR000127,87,274,38,6,5,Riverton PurchaseRequisition 127,2020-05-07,127,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bb5a0d6771b55d58f36f880d57a60896bb5a0d6771b55d58f36f880d57a6089
128,PR000128,178,146,350,3,3,Pioneer PurchaseRequisition 128,2020-05-08,128,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,951da047621c5804a18d14bc142491f9951da047621c5804a18d14bc142491f9
129,PR000129,339,151,3,6,1,Titan PurchaseRequisition 129,2020-05-09,129,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e996aae2ba52fe8d4b1dc50b7669a752e996aae2ba52fe8d4b1dc50b7669a7
130,PR000130,143,417,189,2,1,Vertex PurchaseRequisition 130,2020-05-10,130,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c8a2b6ca5955e9fb0ca0b39a99210df1c8a2b6ca5955e9fb0ca0b39a99210df
131,PR000131,331,260,147,2,4,Orion PurchaseRequisition 131,2020-05-11,131,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,282b1f2201ef577eb8515fd706432467282b1f2201ef577eb8515fd706432467
132,PR000132,104,127,6,4,4,Vertex PurchaseRequisition 132,2020-05-12,132,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda7157fbb6f5245867a51d60c8ecd4acda7157fbb6f5245867a51d60c8ecd4a
133,PR000133,72,228,13,4,2,Titan PurchaseRequisition 133,2020-05-13,133,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fd889f81ff952dfb336551792657ff04fd889f81ff952dfb336551792657ff0
134,PR000134,183,209,320,5,4,Cedar PurchaseRequisition 134,2020-05-14,134,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21aab31cc4b451c083b3ee8a932d2b9d21aab31cc4b451c083b3ee8a932d2b9d
135,PR000135,19,48,365,6,4,Delta PurchaseRequisition 135,2020-05-15,135,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c672d6a9dd305cb6a0be9ab3119b483cc672d6a9dd305cb6a0be9ab3119b483c
136,PR000136,58,-1,415,8,5,Atlas PurchaseRequisition 136,2020-05-16,136,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31755123e07d52f6be8139ee9f44e44231755123e07d52f6be8139ee9f44e442
137,PR000137,191,14,112,9,3,Zenith PurchaseRequisition 137,2020-05-17,137,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,467fcd30108950f7ab5c2b045b2f0a2e467fcd30108950f7ab5c2b045b2f0a2e
138,PR000138,82,93,337,2,4,Granite PurchaseRequisition 138,2020-05-18,138,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,588fb05b0f6b510ba7fdf318c70889aa588fb05b0f6b510ba7fdf318c70889aa
139,PR000139,339,487,469,10,1,Riverton PurchaseRequisition 139,2020-05-19,139,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bac519a00565f20aa659ea900cc0c757bac519a00565f20aa659ea900cc0c75
140,PR000140,264,156,79,9,5,Beacon PurchaseRequisition 140,2020-05-20,140,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8323fcd9f10755f3b5e91593b5e5c0848323fcd9f10755f3b5e91593b5e5c084
141,PR000141,144,257,70,2,5,Atlas PurchaseRequisition 141,2020-05-21,141,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1c50fa2289856e4bfed029e30f85529b1c50fa2289856e4bfed029e30f85529
142,PR000142,54,137,294,2,2,Meridian PurchaseRequisition 142,2020-05-22,142,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc7e218c2305ac888daa83f6b093cad4dc7e218c2305ac888daa83f6b093cad
143,PR000143,26,395,417,7,3,Pioneer PurchaseRequisition 143,2020-05-23,143,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af6837b1ec9f5be7890484f7fb86caecaf6837b1ec9f5be7890484f7fb86caec
144,PR000144,54,427,315,2,3,Titan PurchaseRequisition 144,2020-05-24,144,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f09cea2505195d64a22de1a6a957c1c5f09cea2505195d64a22de1a6a957c1c5
145,PR000145,62,130,83,9,2,Pioneer PurchaseRequisition 145,2020-05-25,145,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9615d991a2ec5bf189d3d58e2367ab2d9615d991a2ec5bf189d3d58e2367ab2d
146,PR000146,112,24,69,8,4,Northstar PurchaseRequisition 146,2020-05-26,146,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,436bd0bc8763559b9b7d15f09d3c53f7436bd0bc8763559b9b7d15f09d3c53f7
147,PR000147,312,131,10,3,1,Meridian PurchaseRequisition 147,2020-05-27,147,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d3ea0bcebf5fcb8e7794171c56782661d3ea0bcebf5fcb8e7794171c567826
148,PR000148,241,277,441,3,2,Pioneer PurchaseRequisition 148,2020-05-28,148,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec5d4307670257b6b9c9e21a3255fd40ec5d4307670257b6b9c9e21a3255fd40
149,PR000149,137,22,450,4,2,Liberty PurchaseRequisition 149,2020-05-29,149,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b6c4435c5905e939ca478e14ef784933b6c4435c5905e939ca478e14ef78493
150,PR000150,274,383,135,9,4,Cedar PurchaseRequisition 150,2020-05-30,150,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,068c512e52f75876b8db0e4c4182e39e068c512e52f75876b8db0e4c4182e39e
151,PR000151,212,296,296,2,3,Zenith PurchaseRequisition 151,2020-05-31,151,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3005ca13f759567b95d7233d9d4d01913005ca13f759567b95d7233d9d4d0191
152,PR000152,220,467,243,10,2,Northstar PurchaseRequisition 152,2020-06-01,152,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e34e7b70f0f50b296a5da162be3936b1e34e7b70f0f50b296a5da162be3936b
153,PR000153,80,-1,423,5,4,Meridian PurchaseRequisition 153,2020-06-02,153,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db64b610a79456ffbed775bafb58ce9fdb64b610a79456ffbed775bafb58ce9f
154,PR000154,119,149,267,8,2,Junction PurchaseRequisition 154,2020-06-03,154,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48c3b386fd6455eda22703f700aec2e148c3b386fd6455eda22703f700aec2e1
155,PR000155,341,44,38,10,3,Junction PurchaseRequisition 155,2020-06-04,155,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efc901f79e0f58de825dea500ece27aaefc901f79e0f58de825dea500ece27aa
156,PR000156,20,150,22,9,2,Northstar PurchaseRequisition 156,2020-06-05,156,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,753065a82d485d39896fdef224d5ab98753065a82d485d39896fdef224d5ab98
157,PR000157,76,229,349,9,2,Cedar PurchaseRequisition 157,2020-06-06,157,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abb538bbdd4c5743815251829cf7cfe9abb538bbdd4c5743815251829cf7cfe9
158,PR000158,163,131,12,7,3,Orion PurchaseRequisition 158,2020-06-07,158,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2a4a1668c56572493705b6cd4e998d7f2a4a1668c56572493705b6cd4e998d7
159,PR000159,215,483,475,10,5,Meridian PurchaseRequisition 159,2020-06-08,159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,596168970b3b56b2babff875d901ccc8596168970b3b56b2babff875d901ccc8
160,PR000160,279,347,42,1,4,Atlas PurchaseRequisition 160,2020-06-09,160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e01def9df375667b1b0b6a7ccb7c5781e01def9df375667b1b0b6a7ccb7c578
161,PR000161,97,321,345,6,5,Riverton PurchaseRequisition 161,2020-06-10,161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65db4360f74152249e83478dede95a3165db4360f74152249e83478dede95a31
162,PR000162,268,465,472,10,5,Atlas PurchaseRequisition 162,2020-06-11,162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d5671ffe01548387a14ddfdbe8ab5743d5671ffe01548387a14ddfdbe8ab57
163,PR000163,305,158,472,3,4,Pioneer PurchaseRequisition 163,2020-06-12,163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f6262b68a659338872fea586c1e43d95f6262b68a659338872fea586c1e43d
164,PR000164,263,315,63,1,2,Forge PurchaseRequisition 164,2020-06-13,164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb5a190ec4f85388b5ddb7e3b63d50efbb5a190ec4f85388b5ddb7e3b63d50ef
165,PR000165,308,492,480,6,2,Unity PurchaseRequisition 165,2020-06-14,165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80f2a994162b587ba96bed8361ab0c5080f2a994162b587ba96bed8361ab0c50
166,PR000166,241,171,366,5,5,Quartz PurchaseRequisition 166,2020-06-15,166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36fe1979f6fa5701b34cafe76f58907e36fe1979f6fa5701b34cafe76f58907e
167,PR000167,188,76,478,2,5,Atlas PurchaseRequisition 167,2020-06-16,167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba91c48afcaa5224a86fd84e1879ed22ba91c48afcaa5224a86fd84e1879ed22
168,PR000168,179,215,243,10,5,Forge PurchaseRequisition 168,2020-06-17,168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,369c202de4695c37a1909525dacb30ca369c202de4695c37a1909525dacb30ca
169,PR000169,130,353,338,4,1,Granite PurchaseRequisition 169,2020-06-18,169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5820d168bbe6596ba7414c749f6fec685820d168bbe6596ba7414c749f6fec68
170,PR000170,105,-1,168,1,1,Summit PurchaseRequisition 170,2020-06-19,170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b99c91757745c689db1d18b570a4faa5b99c91757745c689db1d18b570a4faa
171,PR000171,150,436,1,8,4,Ion PurchaseRequisition 171,2020-06-20,171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d053b9583f355c93ac378c32b5ac9e4cd053b9583f355c93ac378c32b5ac9e4c
172,PR000172,223,477,85,2,3,Forge PurchaseRequisition 172,2020-06-21,172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce5acb7cbbeb5de2a2398ded8911b76ace5acb7cbbeb5de2a2398ded8911b76a
173,PR000173,81,251,193,4,5,Titan PurchaseRequisition 173,2020-06-22,173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aab3edaed6b550cea88a9f50b5812bfbaab3edaed6b550cea88a9f50b5812bfb
174,PR000174,177,337,369,7,1,Willow PurchaseRequisition 174,2020-06-23,174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6ed06d45d2e5d5f81b224cc1ec03299a6ed06d45d2e5d5f81b224cc1ec03299
175,PR000175,254,410,129,1,2,Unity PurchaseRequisition 175,2020-06-24,175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2e69e4233845bd784f4ed57872d1c5da2e69e4233845bd784f4ed57872d1c5d
176,PR000176,317,123,339,6,5,Cedar PurchaseRequisition 176,2020-06-25,176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7d83087154d57a885dfda79442c5a34a7d83087154d57a885dfda79442c5a34
177,PR000177,299,120,285,8,1,Forge PurchaseRequisition 177,2020-06-26,177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5c2ae1b22a054349d80043e5a0a400ad5c2ae1b22a054349d80043e5a0a400a
178,PR000178,96,184,457,1,4,Delta PurchaseRequisition 178,2020-06-27,178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99de4b49fd4d59b5b44b755740dc88f999de4b49fd4d59b5b44b755740dc88f9
179,PR000179,212,227,440,3,1,Liberty PurchaseRequisition 179,2020-06-28,179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fce660b11525c05beb29a51ef1047379fce660b11525c05beb29a51ef104737
180,PR000180,288,246,50,5,1,Vertex PurchaseRequisition 180,2020-06-29,180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcbd660a17fd5fa4822718b8d0f26b78fcbd660a17fd5fa4822718b8d0f26b78
181,PR000181,334,432,378,6,5,Titan PurchaseRequisition 181,2020-06-30,181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a791c43d494e50afbca2f34685d0c13da791c43d494e50afbca2f34685d0c13d
182,PR000182,269,119,139,8,4,Titan PurchaseRequisition 182,2020-07-01,182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a853da3b5715557db9d0f39b3b6fc6bba853da3b5715557db9d0f39b3b6fc6bb
183,PR000183,262,474,87,9,4,Liberty PurchaseRequisition 183,2020-07-02,183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0e46070d6125f0c9762ced4aa8a26a4e0e46070d6125f0c9762ced4aa8a26a4
184,PR000184,41,15,312,3,1,Quartz PurchaseRequisition 184,2020-07-03,184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e2d2f8ab7275942871fa35c242debd46e2d2f8ab7275942871fa35c242debd4
185,PR000185,311,416,459,8,5,Zenith PurchaseRequisition 185,2020-07-04,185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58237cd8a76d54448fb947606490e5d358237cd8a76d54448fb947606490e5d3
186,PR000186,313,205,81,9,5,Vertex PurchaseRequisition 186,2020-07-05,186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c21cd5f8408c50d2b5f12739ee45c65cc21cd5f8408c50d2b5f12739ee45c65c
187,PR000187,306,-1,270,10,2,Titan PurchaseRequisition 187,2020-07-06,187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b92a9e58ec35333afd5e07549b3ba7d8b92a9e58ec35333afd5e07549b3ba7d
188,PR000188,13,290,375,1,4,Granite PurchaseRequisition 188,2020-07-07,188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab67bf0979dd5a9fa3a4b87a4d7b73b2ab67bf0979dd5a9fa3a4b87a4d7b73b2
189,PR000189,83,165,383,1,2,Granite PurchaseRequisition 189,2020-07-08,189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,420003f1bcb55a54bec3fc13d807dcb5420003f1bcb55a54bec3fc13d807dcb5
190,PR000190,66,380,270,8,5,Cedar PurchaseRequisition 190,2020-07-09,190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f6a6aeb23c257a586d093b8a7bee5379f6a6aeb23c257a586d093b8a7bee537
191,PR000191,127,29,499,8,5,Quartz PurchaseRequisition 191,2020-07-10,191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6219714e43615fdeb3c7abd0b5bed5236219714e43615fdeb3c7abd0b5bed523
192,PR000192,284,25,460,2,4,Keystone PurchaseRequisition 192,2020-07-11,192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fafa48320dce527689f9f0063b9e774bfafa48320dce527689f9f0063b9e774b
193,PR000193,41,69,365,9,5,Unity PurchaseRequisition 193,2020-07-12,193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,301f673818b451c7a9c44d0185aae199301f673818b451c7a9c44d0185aae199
194,PR000194,117,85,340,3,4,Northstar PurchaseRequisition 194,2020-07-13,194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aed8482362955fea8e5c295d55c2d6c5aed8482362955fea8e5c295d55c2d6c
195,PR000195,282,207,40,8,5,Titan PurchaseRequisition 195,2020-07-14,195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bb27f0f6b175b2eb7cb0f8510d2b0e02bb27f0f6b175b2eb7cb0f8510d2b0e0
196,PR000196,115,94,407,6,3,Ion PurchaseRequisition 196,2020-07-15,196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d3faf58a90a55a08c5be78029ff0e584d3faf58a90a55a08c5be78029ff0e58
197,PR000197,121,375,316,5,5,Orion PurchaseRequisition 197,2020-07-16,197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94d08cf22f3c5a58b029a4892345de0294d08cf22f3c5a58b029a4892345de02
198,PR000198,188,19,276,2,1,Harbor PurchaseRequisition 198,2020-07-17,198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,673336c77472548fbe24f6f14da638d3673336c77472548fbe24f6f14da638d3
199,PR000199,142,394,275,4,2,Titan PurchaseRequisition 199,2020-07-18,199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b9664d0647f5abca367c237fffeaf994b9664d0647f5abca367c237fffeaf99
200,PR000200,70,226,39,3,2,Orion PurchaseRequisition 200,2020-07-19,200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df587e5ab15a5f9cb52f9b1b45a2153ddf587e5ab15a5f9cb52f9b1b45a2153d
201,PR000201,309,23,23,9,5,Willow PurchaseRequisition 201,2020-07-20,201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab6e7df8aaf25741b75f9e7f9f5ea9f5ab6e7df8aaf25741b75f9e7f9f5ea9f5
202,PR000202,333,156,43,5,4,Northstar PurchaseRequisition 202,2020-07-21,202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a0c7fa2cdf65eea9e2e480dbdc046ea8a0c7fa2cdf65eea9e2e480dbdc046ea
