MaintenanceConditionPointKey,ConditionPointNumber,AssetKey,MaintenanceAssetComponentTypeKey,MaintenanceConditionTypeKey,UnitOfMeasureKey,MaintenanceConditionPointName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
97,MCP000097,373,50,4,3,Summit MaintenanceConditionPoint 97,MCP000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b1afb369c8657c4a58bab6d8d0d9cf77b1afb369c8657c4a58bab6d8d0d9cf7
98,MCP000098,276,204,8,4,Granite MaintenanceConditionPoint 98,MCP000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4f79ca3be405c1da7520b2e616bbdc8b4f79ca3be405c1da7520b2e616bbdc8
99,MCP000099,347,423,8,6,Unity MaintenanceConditionPoint 99,MCP000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b71db9f1a3950d489d680fdf7b3f9317b71db9f1a3950d489d680fdf7b3f931
100,MCP000100,265,356,3,7,Evergreen MaintenanceConditionPoint 100,MCP000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,938a898c18555d45b846df70b4cf96bb938a898c18555d45b846df70b4cf96bb
101,MCP000101,87,179,5,2,Orion MaintenanceConditionPoint 101,MCP000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38beac9884fc5818b2e4e40db8080fc238beac9884fc5818b2e4e40db8080fc2
102,MCP000102,44,412,4,3,Unity MaintenanceConditionPoint 102,MCP000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcf753fffe2751b198db342effb5ae8edcf753fffe2751b198db342effb5ae8e
103,MCP000103,307,460,10,4,Vertex MaintenanceConditionPoint 103,MCP000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e473b577f9e548a90e12211d12076071e473b577f9e548a90e12211d1207607
104,MCP000104,119,131,4,4,Meridian MaintenanceConditionPoint 104,MCP000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72649df3094b57dc9c21ba546e2d010072649df3094b57dc9c21ba546e2d0100
105,MCP000105,112,317,11,5,Keystone MaintenanceConditionPoint 105,MCP000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ba9a1d78565b168aec0278ae19d26a10ba9a1d78565b168aec0278ae19d26a
106,MCP000106,479,250,4,3,Summit MaintenanceConditionPoint 106,MCP000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9355c9f9926d5df990d77e4dc287c1ca9355c9f9926d5df990d77e4dc287c1ca
107,MCP000107,29,82,1,6,Keystone MaintenanceConditionPoint 107,MCP000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73689004053e5dce8ff3889349008d5673689004053e5dce8ff3889349008d56
108,MCP000108,58,348,12,1,Quartz MaintenanceConditionPoint 108,MCP000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6513a8666a185424ba39176b072cc1426513a8666a185424ba39176b072cc142
109,MCP000109,6,22,7,2,Quartz MaintenanceConditionPoint 109,MCP000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81b14b07bf1c536f8fc99836e819cc6a81b14b07bf1c536f8fc99836e819cc6a
110,MCP000110,405,252,8,6,Evergreen MaintenanceConditionPoint 110,MCP000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f612fb6865752e6af398e2f77b6a9917f612fb6865752e6af398e2f77b6a991
111,MCP000111,218,268,8,4,Quartz MaintenanceConditionPoint 111,MCP000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9d109e7bbb456dfa97de48860327d48e9d109e7bbb456dfa97de48860327d48
112,MCP000112,180,338,6,4,Willow MaintenanceConditionPoint 112,MCP000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0457b8d20932560695a831db1d131e7c0457b8d20932560695a831db1d131e7c
113,MCP000113,478,162,11,6,Northstar MaintenanceConditionPoint 113,MCP000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9eed4f193425a358cc009ca5857e0eee9eed4f193425a358cc009ca5857e0ee
114,MCP000114,447,65,10,5,Unity MaintenanceConditionPoint 114,MCP000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9053a926cda5db7b5fd9650b4458835b9053a926cda5db7b5fd9650b4458835
115,MCP000115,126,436,10,1,Forge MaintenanceConditionPoint 115,MCP000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd9827ff1adb5cc0899272e7a92aeedbdd9827ff1adb5cc0899272e7a92aeedb
116,MCP000116,201,158,6,1,Zenith MaintenanceConditionPoint 116,MCP000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6ca2cdc430f5b29a69c833d4ea41230e6ca2cdc430f5b29a69c833d4ea41230
117,MCP000117,15,277,5,7,Pioneer MaintenanceConditionPoint 117,MCP000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80830819738855aba760d61add6cf02380830819738855aba760d61add6cf023
118,MCP000118,36,329,7,3,Beacon MaintenanceConditionPoint 118,MCP000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afd9d66dde5e5119b28810a361df3785afd9d66dde5e5119b28810a361df3785
119,MCP000119,145,500,12,1,Forge MaintenanceConditionPoint 119,MCP000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c87be009bd542ba592735bf068366567c87be009bd542ba592735bf0683665
120,MCP000120,343,86,5,5,Cedar MaintenanceConditionPoint 120,MCP000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02cbc9286297534ba6bc0ba0328eac8002cbc9286297534ba6bc0ba0328eac80
121,MCP000121,216,1,6,7,Zenith MaintenanceConditionPoint 121,MCP000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae33b6bf4d4d54abae37c5fceb423657ae33b6bf4d4d54abae37c5fceb423657
122,MCP000122,56,468,3,7,Vertex MaintenanceConditionPoint 122,MCP000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fd6afce72a656808b26952c8be6439d7fd6afce72a656808b26952c8be6439d
123,MCP000123,97,383,4,2,Junction MaintenanceConditionPoint 123,MCP000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afbfaeb165265cb2b915a19affe69847afbfaeb165265cb2b915a19affe69847
124,MCP000124,76,226,2,3,Forge MaintenanceConditionPoint 124,MCP000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f3bf8335c1d55b291c4f016800d51254f3bf8335c1d55b291c4f016800d5125
125,MCP000125,154,12,11,4,Delta MaintenanceConditionPoint 125,MCP000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f93b40f7153586fa7a532d2c2d773867f93b40f7153586fa7a532d2c2d77386
126,MCP000126,451,325,12,3,Riverton MaintenanceConditionPoint 126,MCP000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc644fed6dba5120a8a03f211233a5a3dc644fed6dba5120a8a03f211233a5a3
127,MCP000127,202,123,10,7,Vertex MaintenanceConditionPoint 127,MCP000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93771eb0e6885c40a22be2ce0833ac3d93771eb0e6885c40a22be2ce0833ac3d
128,MCP000128,489,287,10,3,Titan MaintenanceConditionPoint 128,MCP000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7395aab69f705c11a08efdb24409e6f77395aab69f705c11a08efdb24409e6f7
129,MCP000129,204,141,7,7,Zenith MaintenanceConditionPoint 129,MCP000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2176ea363fc350679ceb7567a5c052862176ea363fc350679ceb7567a5c05286
130,MCP000130,143,342,2,1,Junction MaintenanceConditionPoint 130,MCP000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aefaa5749dcd5e3288da7f83abb34f00aefaa5749dcd5e3288da7f83abb34f00
131,MCP000131,443,217,3,4,Quartz MaintenanceConditionPoint 131,MCP000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d452823fd35a36af1ad22f0240c1e030d452823fd35a36af1ad22f0240c1e0
132,MCP000132,256,272,5,2,Pioneer MaintenanceConditionPoint 132,MCP000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cde4d6f0d7f750e8b825f95c49800e7acde4d6f0d7f750e8b825f95c49800e7a
133,MCP000133,347,155,3,3,Vertex MaintenanceConditionPoint 133,MCP000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04dc0546d2135fe3ae26b214d430947104dc0546d2135fe3ae26b214d4309471
134,MCP000134,253,136,9,7,Vertex MaintenanceConditionPoint 134,MCP000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c85fc0b35ece51e699ccbfdf7e2ca683c85fc0b35ece51e699ccbfdf7e2ca683
135,MCP000135,416,98,3,4,Junction MaintenanceConditionPoint 135,MCP000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a97be5e163ea5862ae9bf3a3a5469804a97be5e163ea5862ae9bf3a3a5469804
136,MCP000136,416,203,7,2,Willow MaintenanceConditionPoint 136,MCP000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16239ccabcb6540784819d3756ff51a316239ccabcb6540784819d3756ff51a3
137,MCP000137,12,199,1,5,Unity MaintenanceConditionPoint 137,MCP000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06278d3556d5befa51650f0566a3d46e06278d3556d5befa51650f0566a3d46
138,MCP000138,406,67,12,3,Willow MaintenanceConditionPoint 138,MCP000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425956ebade05afc8e927909d780caa0425956ebade05afc8e927909d780caa0
139,MCP000139,67,197,9,6,Beacon MaintenanceConditionPoint 139,MCP000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea19813a221f534383ace6013b35bd49ea19813a221f534383ace6013b35bd49
140,MCP000140,292,202,4,3,Ion MaintenanceConditionPoint 140,MCP000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7ef249792135becad932ea1976a43d0a7ef249792135becad932ea1976a43d0
141,MCP000141,378,112,8,4,Zenith MaintenanceConditionPoint 141,MCP000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9676dbd821b51b5a4dd1128e76688f3b9676dbd821b51b5a4dd1128e76688f3
142,MCP000142,68,426,6,5,Pioneer MaintenanceConditionPoint 142,MCP000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9207fc0d042c5c12b77f719edb4778109207fc0d042c5c12b77f719edb477810
143,MCP000143,160,379,11,7,Quartz MaintenanceConditionPoint 143,MCP000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,401795b0a674551a880d3d0a34864011401795b0a674551a880d3d0a34864011
144,MCP000144,392,321,3,4,Meridian MaintenanceConditionPoint 144,MCP000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eba061ce928b593593ea1224c6257d2ceba061ce928b593593ea1224c6257d2c
145,MCP000145,51,169,11,5,Beacon MaintenanceConditionPoint 145,MCP000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d03853e335705773893a03429bb2c55dd03853e335705773893a03429bb2c55d
146,MCP000146,310,42,12,7,Cedar MaintenanceConditionPoint 146,MCP000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4b754d35f535b96a9e830dc7094a869b4b754d35f535b96a9e830dc7094a869
147,MCP000147,410,81,1,3,Cedar MaintenanceConditionPoint 147,MCP000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d506f0ac80225a07b1175ad65346bb21d506f0ac80225a07b1175ad65346bb21
148,MCP000148,83,106,3,3,Harbor MaintenanceConditionPoint 148,MCP000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e648678625a58558547d9cfa7c129787e648678625a58558547d9cfa7c12978
149,MCP000149,52,10,1,3,Delta MaintenanceConditionPoint 149,MCP000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f13c1a643ea567f94a57df2bd19a1187f13c1a643ea567f94a57df2bd19a118
150,MCP000150,141,389,6,3,Liberty MaintenanceConditionPoint 150,MCP000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d608d03e76935e9aa7f386ceb448076fd608d03e76935e9aa7f386ceb448076f
151,MCP000151,407,498,1,3,Atlas MaintenanceConditionPoint 151,MCP000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e02bc3f93555cc8880a3444baeedd695e02bc3f93555cc8880a3444baeedd69
152,MCP000152,168,78,12,2,Riverton MaintenanceConditionPoint 152,MCP000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f87178eddf45cd9b0e3f22496e28f071f87178eddf45cd9b0e3f22496e28f07
153,MCP000153,117,348,12,1,Zenith MaintenanceConditionPoint 153,MCP000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d0a5919968852c38b74372b6635ce948d0a5919968852c38b74372b6635ce94
154,MCP000154,211,485,3,6,Junction MaintenanceConditionPoint 154,MCP000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,867376f1a8ad53f3be0dd894ad25389a867376f1a8ad53f3be0dd894ad25389a
155,MCP000155,366,486,2,3,Unity MaintenanceConditionPoint 155,MCP000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba92100b7f44565f9171bb0f01a4309cba92100b7f44565f9171bb0f01a4309c
156,MCP000156,122,135,11,6,Delta MaintenanceConditionPoint 156,MCP000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09fa943ce5dc5d29b48461ee1099c15609fa943ce5dc5d29b48461ee1099c156
157,MCP000157,403,457,11,6,Beacon MaintenanceConditionPoint 157,MCP000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff8347feb6d151eca1156a1fac31d18eff8347feb6d151eca1156a1fac31d18e
158,MCP000158,297,37,1,5,Keystone MaintenanceConditionPoint 158,MCP000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a342f7c5bf65c2faf7871e5ead300758a342f7c5bf65c2faf7871e5ead30075
159,MCP000159,171,26,10,4,Harbor MaintenanceConditionPoint 159,MCP000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7f61903e914519fb0cc8174d3fe6db2d7f61903e914519fb0cc8174d3fe6db2
160,MCP000160,161,419,4,6,Northstar MaintenanceConditionPoint 160,MCP000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0fa414db2b75e119ca4586e1635bed9e0fa414db2b75e119ca4586e1635bed9
161,MCP000161,178,121,12,7,Orion MaintenanceConditionPoint 161,MCP000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f08e539777152e39affbd2307c81ff83f08e539777152e39affbd2307c81ff8
162,MCP000162,268,122,1,2,Evergreen MaintenanceConditionPoint 162,MCP000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6f7626e8275aabbd9da462ab56ab57eb6f7626e8275aabbd9da462ab56ab57
163,MCP000163,409,394,1,7,Unity MaintenanceConditionPoint 163,MCP000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3098b4c832615af49e136f914d3262663098b4c832615af49e136f914d326266
164,MCP000164,271,388,12,5,Atlas MaintenanceConditionPoint 164,MCP000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17b768a091e5509b0d1234f7b36f39bc17b768a091e5509b0d1234f7b36f39b
165,MCP000165,49,14,10,6,Cedar MaintenanceConditionPoint 165,MCP000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79e36d13ca165445915674cbdcbe7ad479e36d13ca165445915674cbdcbe7ad4
166,MCP000166,228,201,4,2,Vertex MaintenanceConditionPoint 166,MCP000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad6217386b0f5d0f9a2e2b555c7bdab0ad6217386b0f5d0f9a2e2b555c7bdab0
167,MCP000167,238,139,7,4,Liberty MaintenanceConditionPoint 167,MCP000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f39e4ea516c85cb38bbb80a8555cf7e2f39e4ea516c85cb38bbb80a8555cf7e2
168,MCP000168,381,268,8,2,Harbor MaintenanceConditionPoint 168,MCP000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c300fd677e5f428e46c51a1b1112a782c300fd677e5f428e46c51a1b1112a7
169,MCP000169,330,189,10,5,Unity MaintenanceConditionPoint 169,MCP000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d11735517f855d3dbea0aa76f1332299d11735517f855d3dbea0aa76f1332299
170,MCP000170,340,430,9,6,Northstar MaintenanceConditionPoint 170,MCP000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b8fe82a51765c0d86b93d239aa46db24b8fe82a51765c0d86b93d239aa46db2
171,MCP000171,122,103,8,7,Beacon MaintenanceConditionPoint 171,MCP000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,597fbab4b4b55e93904059428ec5a61f597fbab4b4b55e93904059428ec5a61f
172,MCP000172,8,72,12,7,Zenith MaintenanceConditionPoint 172,MCP000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89e287eb7af156c4a1a0221a751c2b8389e287eb7af156c4a1a0221a751c2b83
173,MCP000173,255,231,4,7,Vertex MaintenanceConditionPoint 173,MCP000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede04078872250ac8df760d318b18dd2ede04078872250ac8df760d318b18dd2
174,MCP000174,321,119,8,5,Riverton MaintenanceConditionPoint 174,MCP000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3980252f2d7e5a4aa354a74c36725afb3980252f2d7e5a4aa354a74c36725afb
175,MCP000175,48,475,3,2,Forge MaintenanceConditionPoint 175,MCP000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af774860716155d080a793bae57b4b6faf774860716155d080a793bae57b4b6f
176,MCP000176,190,59,12,4,Meridian MaintenanceConditionPoint 176,MCP000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c56ffe0af67256c78221c6f3492cd5fec56ffe0af67256c78221c6f3492cd5fe
177,MCP000177,434,159,1,2,Northstar MaintenanceConditionPoint 177,MCP000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7c69c81fe445059a03e8ca9bc820236f7c69c81fe445059a03e8ca9bc820236
178,MCP000178,456,434,2,7,Atlas MaintenanceConditionPoint 178,MCP000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cbd0535561f55ce92a6b58100c05b243cbd0535561f55ce92a6b58100c05b24
179,MCP000179,356,458,9,1,Meridian MaintenanceConditionPoint 179,MCP000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb2638c2764b5921b2407be00b5f3ac6bb2638c2764b5921b2407be00b5f3ac6
180,MCP000180,349,309,6,2,Liberty MaintenanceConditionPoint 180,MCP000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8240028997ed5fba96a1e390a75c63da8240028997ed5fba96a1e390a75c63da
181,MCP000181,55,100,5,3,Meridian MaintenanceConditionPoint 181,MCP000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77008f2cd89a5ccea4f5c2de7643b19677008f2cd89a5ccea4f5c2de7643b196
182,MCP000182,443,103,10,2,Unity MaintenanceConditionPoint 182,MCP000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb174e9d26535014a6a322de2d185a3fbb174e9d26535014a6a322de2d185a3f
183,MCP000183,155,263,10,6,Orion MaintenanceConditionPoint 183,MCP000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d36617572e5150fda03d266dfe3a03c5d36617572e5150fda03d266dfe3a03c5
184,MCP000184,389,300,9,5,Keystone MaintenanceConditionPoint 184,MCP000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ae4067bade75cd785730f6f9d164ce56ae4067bade75cd785730f6f9d164ce5
185,MCP000185,319,76,6,3,Pioneer MaintenanceConditionPoint 185,MCP000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac4109c9773753ed888977f0ba78fac1ac4109c9773753ed888977f0ba78fac1
186,MCP000186,187,89,6,6,Vertex MaintenanceConditionPoint 186,MCP000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de5b6b9ae0b2586083352cd7a22554a4de5b6b9ae0b2586083352cd7a22554a4
187,MCP000187,119,132,6,2,Pioneer MaintenanceConditionPoint 187,MCP000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87189810b0fc500b981377f04191d92287189810b0fc500b981377f04191d922
188,MCP000188,349,331,6,2,Pioneer MaintenanceConditionPoint 188,MCP000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aef0b9a453c45275b1115aa55b777c82aef0b9a453c45275b1115aa55b777c82
189,MCP000189,310,292,9,3,Unity MaintenanceConditionPoint 189,MCP000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a00dc6d0b9435f9eb4d698efabe62b64a00dc6d0b9435f9eb4d698efabe62b64
190,MCP000190,38,499,1,7,Evergreen MaintenanceConditionPoint 190,MCP000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ed0b1a32e55508689cfc8cd7a9bce4b4ed0b1a32e55508689cfc8cd7a9bce4b
191,MCP000191,467,78,3,1,Ion MaintenanceConditionPoint 191,MCP000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2687c46e9e3a5e3b83183a95e717d7ac2687c46e9e3a5e3b83183a95e717d7ac
192,MCP000192,339,492,7,4,Cedar MaintenanceConditionPoint 192,MCP000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f69733c2355f51d59d37e9e205d3db66f69733c2355f51d59d37e9e205d3db66
193,MCP000193,198,9,11,1,Forge MaintenanceConditionPoint 193,MCP000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c55593ceb6e5bd98b29cac74d59ab698c55593ceb6e5bd98b29cac74d59ab69
194,MCP000194,81,447,9,3,Pioneer MaintenanceConditionPoint 194,MCP000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5300f50cb54a53caa10481586d95e40a5300f50cb54a53caa10481586d95e40a
