PurchaseApprovalRouteKey,PurchaseApprovalRouteCode,PurchaseApprovalLevelKey,PurchaseApprovalRouteName,SourceSystemKey,BatchId,LoadedAtUtc
290,PAR000290,38,Atlas PurchaseApprovalRoute 290,1,1,2026-08-24T00:00:00.000
291,PAR000291,63,Granite PurchaseApprovalRoute 291,1,1,2026-08-24T00:00:00.000
292,PAR000292,88,Vertex PurchaseApprovalRoute 292,1,1,2026-08-24T00:00:00.000
293,PAR000293,82,Delta PurchaseApprovalRoute 293,1,1,2026-08-24T00:00:00.000
294,PAR000294,19,Meridian PurchaseApprovalRoute 294,1,1,2026-08-24T00:00:00.000
295,PAR000295,50,Granite PurchaseApprovalRoute 295,1,1,2026-08-24T00:00:00.000
296,PAR000296,64,Evergreen PurchaseApprovalRoute 296,1,1,2026-08-24T00:00:00.000
297,PAR000297,67,Riverton PurchaseApprovalRoute 297,1,1,2026-08-24T00:00:00.000
298,PAR000298,44,Harbor PurchaseApprovalRoute 298,1,1,2026-08-24T00:00:00.000
299,PAR000299,62,Summit PurchaseApprovalRoute 299,1,1,2026-08-24T00:00:00.000
300,PAR000300,111,Pioneer PurchaseApprovalRoute 300,1,1,2026-08-24T00:00:00.000
301,PAR000301,112,Liberty PurchaseApprovalRoute 301,1,1,2026-08-24T00:00:00.000
302,PAR000302,68,Cedar PurchaseApprovalRoute 302,1,1,2026-08-24T00:00:00.000
303,PAR000303,90,Summit PurchaseApprovalRoute 303,1,1,2026-08-24T00:00:00.000
304,PAR000304,33,Vertex PurchaseApprovalRoute 304,1,1,2026-08-24T00:00:00.000
305,PAR000305,92,Unity PurchaseApprovalRoute 305,1,1,2026-08-24T00:00:00.000
306,PAR000306,21,Orion PurchaseApprovalRoute 306,1,1,2026-08-24T00:00:00.000
307,PAR000307,26,Riverton PurchaseApprovalRoute 307,1,1,2026-08-24T00:00:00.000
308,PAR000308,3,Evergreen PurchaseApprovalRoute 308,1,1,2026-08-24T00:00:00.000
309,PAR000309,22,Delta PurchaseApprovalRoute 309,1,1,2026-08-24T00:00:00.000
310,PAR000310,22,Evergreen PurchaseApprovalRoute 310,1,1,2026-08-24T00:00:00.000
311,PAR000311,1,Zenith PurchaseApprovalRoute 311,1,1,2026-08-24T00:00:00.000
312,PAR000312,117,Unity PurchaseApprovalRoute 312,1,1,2026-08-24T00:00:00.000
313,PAR000313,34,Riverton PurchaseApprovalRoute 313,1,1,2026-08-24T00:00:00.000
314,PAR000314,72,Cedar PurchaseApprovalRoute 314,1,1,2026-08-24T00:00:00.000
315,PAR000315,117,Ion PurchaseApprovalRoute 315,1,1,2026-08-24T00:00:00.000
316,PAR000316,89,Riverton PurchaseApprovalRoute 316,1,1,2026-08-24T00:00:00.000
317,PAR000317,37,Granite PurchaseApprovalRoute 317,1,1,2026-08-24T00:00:00.000
318,PAR000318,33,Granite PurchaseApprovalRoute 318,1,1,2026-08-24T00:00:00.000
319,PAR000319,10,Granite PurchaseApprovalRoute 319,1,1,2026-08-24T00:00:00.000
320,PAR000320,91,Vertex PurchaseApprovalRoute 320,1,1,2026-08-24T00:00:00.000
321,PAR000321,114,Zenith PurchaseApprovalRoute 321,1,1,2026-08-24T00:00:00.000
322,PAR000322,33,Liberty PurchaseApprovalRoute 322,1,1,2026-08-24T00:00:00.000
323,PAR000323,93,Orion PurchaseApprovalRoute 323,1,1,2026-08-24T00:00:00.000
324,PAR000324,6,Harbor PurchaseApprovalRoute 324,1,1,2026-08-24T00:00:00.000
325,PAR000325,25,Junction PurchaseApprovalRoute 325,1,1,2026-08-24T00:00:00.000
326,PAR000326,112,Keystone PurchaseApprovalRoute 326,1,1,2026-08-24T00:00:00.000
327,PAR000327,31,Junction PurchaseApprovalRoute 327,1,1,2026-08-24T00:00:00.000
328,PAR000328,22,Willow PurchaseApprovalRoute 328,1,1,2026-08-24T00:00:00.000
329,PAR000329,62,Forge PurchaseApprovalRoute 329,1,1,2026-08-24T00:00:00.000
330,PAR000330,10,Titan PurchaseApprovalRoute 330,1,1,2026-08-24T00:00:00.000
331,PAR000331,57,Forge PurchaseApprovalRoute 331,1,1,2026-08-24T00:00:00.000
332,PAR000332,9,Riverton PurchaseApprovalRoute 332,1,1,2026-08-24T00:00:00.000
333,PAR000333,35,Pioneer PurchaseApprovalRoute 333,1,1,2026-08-24T00:00:00.000
334,PAR000334,38,Ion PurchaseApprovalRoute 334,1,1,2026-08-24T00:00:00.000
335,PAR000335,113,Harbor PurchaseApprovalRoute 335,1,1,2026-08-24T00:00:00.000
336,PAR000336,30,Granite PurchaseApprovalRoute 336,1,1,2026-08-24T00:00:00.000
337,PAR000337,91,Granite PurchaseApprovalRoute 337,1,1,2026-08-24T00:00:00.000
338,PAR000338,28,Titan PurchaseApprovalRoute 338,1,1,2026-08-24T00:00:00.000
339,PAR000339,105,Zenith PurchaseApprovalRoute 339,1,1,2026-08-24T00:00:00.000
340,PAR000340,83,Keystone PurchaseApprovalRoute 340,1,1,2026-08-24T00:00:00.000
341,PAR000341,40,Pioneer PurchaseApprovalRoute 341,1,1,2026-08-24T00:00:00.000
342,PAR000342,2,Titan PurchaseApprovalRoute 342,1,1,2026-08-24T00:00:00.000
343,PAR000343,104,Orion PurchaseApprovalRoute 343,1,1,2026-08-24T00:00:00.000
344,PAR000344,73,Granite PurchaseApprovalRoute 344,1,1,2026-08-24T00:00:00.000
345,PAR000345,104,Unity PurchaseApprovalRoute 345,1,1,2026-08-24T00:00:00.000
346,PAR000346,7,Pioneer PurchaseApprovalRoute 346,1,1,2026-08-24T00:00:00.000
347,PAR000347,70,Willow PurchaseApprovalRoute 347,1,1,2026-08-24T00:00:00.000
348,PAR000348,12,Northstar PurchaseApprovalRoute 348,1,1,2026-08-24T00:00:00.000
349,PAR000349,43,Quartz PurchaseApprovalRoute 349,1,1,2026-08-24T00:00:00.000
350,PAR000350,28,Quartz PurchaseApprovalRoute 350,1,1,2026-08-24T00:00:00.000
351,PAR000351,108,Cedar PurchaseApprovalRoute 351,1,1,2026-08-24T00:00:00.000
352,PAR000352,21,Beacon PurchaseApprovalRoute 352,1,1,2026-08-24T00:00:00.000
353,PAR000353,64,Cedar PurchaseApprovalRoute 353,1,1,2026-08-24T00:00:00.000
354,PAR000354,67,Forge PurchaseApprovalRoute 354,1,1,2026-08-24T00:00:00.000
355,PAR000355,82,Beacon PurchaseApprovalRoute 355,1,1,2026-08-24T00:00:00.000
356,PAR000356,43,Riverton PurchaseApprovalRoute 356,1,1,2026-08-24T00:00:00.000
357,PAR000357,102,Cedar PurchaseApprovalRoute 357,1,1,2026-08-24T00:00:00.000
358,PAR000358,17,Northstar PurchaseApprovalRoute 358,1,1,2026-08-24T00:00:00.000
359,PAR000359,52,Cedar PurchaseApprovalRoute 359,1,1,2026-08-24T00:00:00.000
360,PAR000360,77,Forge PurchaseApprovalRoute 360,1,1,2026-08-24T00:00:00.000
361,PAR000361,2,Northstar PurchaseApprovalRoute 361,1,1,2026-08-24T00:00:00.000
362,PAR000362,24,Vertex PurchaseApprovalRoute 362,1,1,2026-08-24T00:00:00.000
363,PAR000363,28,Zenith PurchaseApprovalRoute 363,1,1,2026-08-24T00:00:00.000
364,PAR000364,12,Granite PurchaseApprovalRoute 364,1,1,2026-08-24T00:00:00.000
365,PAR000365,78,Riverton PurchaseApprovalRoute 365,1,1,2026-08-24T00:00:00.000
366,PAR000366,41,Beacon PurchaseApprovalRoute 366,1,1,2026-08-24T00:00:00.000
367,PAR000367,59,Forge PurchaseApprovalRoute 367,1,1,2026-08-24T00:00:00.000
368,PAR000368,58,Meridian PurchaseApprovalRoute 368,1,1,2026-08-24T00:00:00.000
369,PAR000369,69,Ion PurchaseApprovalRoute 369,1,1,2026-08-24T00:00:00.000
370,PAR000370,54,Evergreen PurchaseApprovalRoute 370,1,1,2026-08-24T00:00:00.000
371,PAR000371,32,Vertex PurchaseApprovalRoute 371,1,1,2026-08-24T00:00:00.000
372,PAR000372,47,Delta PurchaseApprovalRoute 372,1,1,2026-08-24T00:00:00.000
373,PAR000373,55,Summit PurchaseApprovalRoute 373,1,1,2026-08-24T00:00:00.000
374,PAR000374,6,Titan PurchaseApprovalRoute 374,1,1,2026-08-24T00:00:00.000
375,PAR000375,83,Evergreen PurchaseApprovalRoute 375,1,1,2026-08-24T00:00:00.000
376,PAR000376,39,Northstar PurchaseApprovalRoute 376,1,1,2026-08-24T00:00:00.000
377,PAR000377,117,Willow PurchaseApprovalRoute 377,1,1,2026-08-24T00:00:00.000
378,PAR000378,74,Atlas PurchaseApprovalRoute 378,1,1,2026-08-24T00:00:00.000
379,PAR000379,118,Evergreen PurchaseApprovalRoute 379,1,1,2026-08-24T00:00:00.000
380,PAR000380,82,Titan PurchaseApprovalRoute 380,1,1,2026-08-24T00:00:00.000
381,PAR000381,63,Riverton PurchaseApprovalRoute 381,1,1,2026-08-24T00:00:00.000
382,PAR000382,82,Evergreen PurchaseApprovalRoute 382,1,1,2026-08-24T00:00:00.000
383,PAR000383,114,Orion PurchaseApprovalRoute 383,1,1,2026-08-24T00:00:00.000
384,PAR000384,33,Harbor PurchaseApprovalRoute 384,1,1,2026-08-24T00:00:00.000
385,PAR000385,47,Liberty PurchaseApprovalRoute 385,1,1,2026-08-24T00:00:00.000
386,PAR000386,60,Northstar PurchaseApprovalRoute 386,1,1,2026-08-24T00:00:00.000
387,PAR000387,63,Ion PurchaseApprovalRoute 387,1,1,2026-08-24T00:00:00.000
388,PAR000388,83,Delta PurchaseApprovalRoute 388,1,1,2026-08-24T00:00:00.000
389,PAR000389,51,Orion PurchaseApprovalRoute 389,1,1,2026-08-24T00:00:00.000
390,PAR000390,24,Evergreen PurchaseApprovalRoute 390,1,1,2026-08-24T00:00:00.000
391,PAR000391,95,Beacon PurchaseApprovalRoute 391,1,1,2026-08-24T00:00:00.000
392,PAR000392,39,Titan PurchaseApprovalRoute 392,1,1,2026-08-24T00:00:00.000
393,PAR000393,33,Willow PurchaseApprovalRoute 393,1,1,2026-08-24T00:00:00.000
394,PAR000394,81,Meridian PurchaseApprovalRoute 394,1,1,2026-08-24T00:00:00.000
395,PAR000395,86,Cedar PurchaseApprovalRoute 395,1,1,2026-08-24T00:00:00.000
396,PAR000396,96,Northstar PurchaseApprovalRoute 396,1,1,2026-08-24T00:00:00.000
397,PAR000397,64,Junction PurchaseApprovalRoute 397,1,1,2026-08-24T00:00:00.000
398,PAR000398,9,Forge PurchaseApprovalRoute 398,1,1,2026-08-24T00:00:00.000
399,PAR000399,108,Summit PurchaseApprovalRoute 399,1,1,2026-08-24T00:00:00.000
400,PAR000400,42,Vertex PurchaseApprovalRoute 400,1,1,2026-08-24T00:00:00.000
401,PAR000401,79,Pioneer PurchaseApprovalRoute 401,1,1,2026-08-24T00:00:00.000
402,PAR000402,103,Harbor PurchaseApprovalRoute 402,1,1,2026-08-24T00:00:00.000
403,PAR000403,38,Keystone PurchaseApprovalRoute 403,1,1,2026-08-24T00:00:00.000
404,PAR000404,22,Riverton PurchaseApprovalRoute 404,1,1,2026-08-24T00:00:00.000
405,PAR000405,96,Willow PurchaseApprovalRoute 405,1,1,2026-08-24T00:00:00.000
406,PAR000406,37,Orion PurchaseApprovalRoute 406,1,1,2026-08-24T00:00:00.000
407,PAR000407,6,Liberty PurchaseApprovalRoute 407,1,1,2026-08-24T00:00:00.000
408,PAR000408,37,Orion PurchaseApprovalRoute 408,1,1,2026-08-24T00:00:00.000
409,PAR000409,109,Ion PurchaseApprovalRoute 409,1,1,2026-08-24T00:00:00.000
410,PAR000410,19,Evergreen PurchaseApprovalRoute 410,1,1,2026-08-24T00:00:00.000
411,PAR000411,36,Harbor PurchaseApprovalRoute 411,1,1,2026-08-24T00:00:00.000
412,PAR000412,113,Harbor PurchaseApprovalRoute 412,1,1,2026-08-24T00:00:00.000
413,PAR000413,76,Beacon PurchaseApprovalRoute 413,1,1,2026-08-24T00:00:00.000
414,PAR000414,111,Keystone PurchaseApprovalRoute 414,1,1,2026-08-24T00:00:00.000
415,PAR000415,107,Harbor PurchaseApprovalRoute 415,1,1,2026-08-24T00:00:00.000
416,PAR000416,64,Vertex PurchaseApprovalRoute 416,1,1,2026-08-24T00:00:00.000
417,PAR000417,14,Willow PurchaseApprovalRoute 417,1,1,2026-08-24T00:00:00.000
418,PAR000418,110,Delta PurchaseApprovalRoute 418,1,1,2026-08-24T00:00:00.000
419,PAR000419,105,Orion PurchaseApprovalRoute 419,1,1,2026-08-24T00:00:00.000
420,PAR000420,69,Zenith PurchaseApprovalRoute 420,1,1,2026-08-24T00:00:00.000
421,PAR000421,28,Orion PurchaseApprovalRoute 421,1,1,2026-08-24T00:00:00.000
422,PAR000422,6,Granite PurchaseApprovalRoute 422,1,1,2026-08-24T00:00:00.000
423,PAR000423,39,Willow PurchaseApprovalRoute 423,1,1,2026-08-24T00:00:00.000
424,PAR000424,63,Granite PurchaseApprovalRoute 424,1,1,2026-08-24T00:00:00.000
425,PAR000425,97,Junction PurchaseApprovalRoute 425,1,1,2026-08-24T00:00:00.000
426,PAR000426,102,Zenith PurchaseApprovalRoute 426,1,1,2026-08-24T00:00:00.000
427,PAR000427,56,Forge PurchaseApprovalRoute 427,1,1,2026-08-24T00:00:00.000
428,PAR000428,118,Harbor PurchaseApprovalRoute 428,1,1,2026-08-24T00:00:00.000
429,PAR000429,66,Titan PurchaseApprovalRoute 429,1,1,2026-08-24T00:00:00.000
430,PAR000430,93,Junction PurchaseApprovalRoute 430,1,1,2026-08-24T00:00:00.000
431,PAR000431,38,Quartz PurchaseApprovalRoute 431,1,1,2026-08-24T00:00:00.000
432,PAR000432,4,Unity PurchaseApprovalRoute 432,1,1,2026-08-24T00:00:00.000
433,PAR000433,85,Northstar PurchaseApprovalRoute 433,1,1,2026-08-24T00:00:00.000
434,PAR000434,32,Quartz PurchaseApprovalRoute 434,1,1,2026-08-24T00:00:00.000
435,PAR000435,43,Titan PurchaseApprovalRoute 435,1,1,2026-08-24T00:00:00.000
436,PAR000436,26,Summit PurchaseApprovalRoute 436,1,1,2026-08-24T00:00:00.000
437,PAR000437,38,Ion PurchaseApprovalRoute 437,1,1,2026-08-24T00:00:00.000
438,PAR000438,61,Cedar PurchaseApprovalRoute 438,1,1,2026-08-24T00:00:00.000
439,PAR000439,79,Summit PurchaseApprovalRoute 439,1,1,2026-08-24T00:00:00.000
440,PAR000440,52,Summit PurchaseApprovalRoute 440,1,1,2026-08-24T00:00:00.000
441,PAR000441,6,Titan PurchaseApprovalRoute 441,1,1,2026-08-24T00:00:00.000
442,PAR000442,54,Granite PurchaseApprovalRoute 442,1,1,2026-08-24T00:00:00.000
443,PAR000443,68,Zenith PurchaseApprovalRoute 443,1,1,2026-08-24T00:00:00.000
444,PAR000444,59,Summit PurchaseApprovalRoute 444,1,1,2026-08-24T00:00:00.000
445,PAR000445,34,Delta PurchaseApprovalRoute 445,1,1,2026-08-24T00:00:00.000
446,PAR000446,109,Liberty PurchaseApprovalRoute 446,1,1,2026-08-24T00:00:00.000
447,PAR000447,51,Orion PurchaseApprovalRoute 447,1,1,2026-08-24T00:00:00.000
448,PAR000448,105,Meridian PurchaseApprovalRoute 448,1,1,2026-08-24T00:00:00.000
449,PAR000449,37,Unity PurchaseApprovalRoute 449,1,1,2026-08-24T00:00:00.000
450,PAR000450,36,Willow PurchaseApprovalRoute 450,1,1,2026-08-24T00:00:00.000
451,PAR000451,82,Orion PurchaseApprovalRoute 451,1,1,2026-08-24T00:00:00.000
452,PAR000452,70,Vertex PurchaseApprovalRoute 452,1,1,2026-08-24T00:00:00.000
453,PAR000453,41,Quartz PurchaseApprovalRoute 453,1,1,2026-08-24T00:00:00.000
454,PAR000454,71,Granite PurchaseApprovalRoute 454,1,1,2026-08-24T00:00:00.000
455,PAR000455,63,Zenith PurchaseApprovalRoute 455,1,1,2026-08-24T00:00:00.000
456,PAR000456,7,Quartz PurchaseApprovalRoute 456,1,1,2026-08-24T00:00:00.000
457,PAR000457,41,Riverton PurchaseApprovalRoute 457,1,1,2026-08-24T00:00:00.000
458,PAR000458,29,Zenith PurchaseApprovalRoute 458,1,1,2026-08-24T00:00:00.000
459,PAR000459,29,Pioneer PurchaseApprovalRoute 459,1,1,2026-08-24T00:00:00.000
460,PAR000460,82,Unity PurchaseApprovalRoute 460,1,1,2026-08-24T00:00:00.000
461,PAR000461,65,Cedar PurchaseApprovalRoute 461,1,1,2026-08-24T00:00:00.000
462,PAR000462,11,Titan PurchaseApprovalRoute 462,1,1,2026-08-24T00:00:00.000
463,PAR000463,83,Meridian PurchaseApprovalRoute 463,1,1,2026-08-24T00:00:00.000
464,PAR000464,28,Ion PurchaseApprovalRoute 464,1,1,2026-08-24T00:00:00.000
465,PAR000465,56,Junction PurchaseApprovalRoute 465,1,1,2026-08-24T00:00:00.000
466,PAR000466,15,Quartz PurchaseApprovalRoute 466,1,1,2026-08-24T00:00:00.000
467,PAR000467,16,Vertex PurchaseApprovalRoute 467,1,1,2026-08-24T00:00:00.000
468,PAR000468,33,Atlas PurchaseApprovalRoute 468,1,1,2026-08-24T00:00:00.000
469,PAR000469,4,Delta PurchaseApprovalRoute 469,1,1,2026-08-24T00:00:00.000
470,PAR000470,100,Vertex PurchaseApprovalRoute 470,1,1,2026-08-24T00:00:00.000
471,PAR000471,104,Granite PurchaseApprovalRoute 471,1,1,2026-08-24T00:00:00.000
472,PAR000472,99,Zenith PurchaseApprovalRoute 472,1,1,2026-08-24T00:00:00.000
473,PAR000473,46,Harbor PurchaseApprovalRoute 473,1,1,2026-08-24T00:00:00.000
474,PAR000474,118,Ion PurchaseApprovalRoute 474,1,1,2026-08-24T00:00:00.000
475,PAR000475,41,Quartz PurchaseApprovalRoute 475,1,1,2026-08-24T00:00:00.000
476,PAR000476,49,Cedar PurchaseApprovalRoute 476,1,1,2026-08-24T00:00:00.000
477,PAR000477,3,Titan PurchaseApprovalRoute 477,1,1,2026-08-24T00:00:00.000
478,PAR000478,72,Zenith PurchaseApprovalRoute 478,1,1,2026-08-24T00:00:00.000
479,PAR000479,76,Beacon PurchaseApprovalRoute 479,1,1,2026-08-24T00:00:00.000
480,PAR000480,51,Keystone PurchaseApprovalRoute 480,1,1,2026-08-24T00:00:00.000
481,PAR000481,117,Titan PurchaseApprovalRoute 481,1,1,2026-08-24T00:00:00.000
482,PAR000482,101,Quartz PurchaseApprovalRoute 482,1,1,2026-08-24T00:00:00.000
483,PAR000483,18,Liberty PurchaseApprovalRoute 483,1,1,2026-08-24T00:00:00.000
484,PAR000484,105,Unity PurchaseApprovalRoute 484,1,1,2026-08-24T00:00:00.000
485,PAR000485,92,Keystone PurchaseApprovalRoute 485,1,1,2026-08-24T00:00:00.000
486,PAR000486,104,Liberty PurchaseApprovalRoute 486,1,1,2026-08-24T00:00:00.000
487,PAR000487,104,Quartz PurchaseApprovalRoute 487,1,1,2026-08-24T00:00:00.000
488,PAR000488,101,Pioneer PurchaseApprovalRoute 488,1,1,2026-08-24T00:00:00.000
489,PAR000489,4,Quartz PurchaseApprovalRoute 489,1,1,2026-08-24T00:00:00.000
490,PAR000490,12,Cedar PurchaseApprovalRoute 490,1,1,2026-08-24T00:00:00.000
491,PAR000491,87,Titan PurchaseApprovalRoute 491,1,1,2026-08-24T00:00:00.000
492,PAR000492,66,Evergreen PurchaseApprovalRoute 492,1,1,2026-08-24T00:00:00.000
493,PAR000493,48,Junction PurchaseApprovalRoute 493,1,1,2026-08-24T00:00:00.000
494,PAR000494,52,Unity PurchaseApprovalRoute 494,1,1,2026-08-24T00:00:00.000
495,PAR000495,9,Granite PurchaseApprovalRoute 495,1,1,2026-08-24T00:00:00.000
496,PAR000496,79,Keystone PurchaseApprovalRoute 496,1,1,2026-08-24T00:00:00.000
497,PAR000497,12,Ion PurchaseApprovalRoute 497,1,1,2026-08-24T00:00:00.000
498,PAR000498,29,Orion PurchaseApprovalRoute 498,1,1,2026-08-24T00:00:00.000
499,PAR000499,49,Unity PurchaseApprovalRoute 499,1,1,2026-08-24T00:00:00.000
500,PAR000500,97,Liberty PurchaseApprovalRoute 500,1,1,2026-08-24T00:00:00.000
