FinanceCurrencyRateSetKey,CurrencyRateSetCode,FromCurrencyKey,ToCurrencyKey,SourceSystemRefKey,RateSetName,RatePurposeCode,EffectiveDate,SourceSystemKey,BatchId,LoadedAtUtc
203,FCRS000203,4,3,5,Atlas FinanceCurrencyRateSet 203,FCRS000203,2020-07-22,1,1,2026-08-24T00:00:00.000
204,FCRS000204,1,4,4,Riverton FinanceCurrencyRateSet 204,FCRS000204,2020-07-23,1,1,2026-08-24T00:00:00.000
205,FCRS000205,1,1,2,Forge FinanceCurrencyRateSet 205,FCRS000205,2020-07-24,1,1,2026-08-24T00:00:00.000
206,FCRS000206,2,3,1,Willow FinanceCurrencyRateSet 206,FCRS000206,2020-07-25,1,1,2026-08-24T00:00:00.000
207,FCRS000207,5,4,1,Ion FinanceCurrencyRateSet 207,FCRS000207,2020-07-26,1,1,2026-08-24T00:00:00.000
208,FCRS000208,2,3,2,Junction FinanceCurrencyRateSet 208,FCRS000208,2020-07-27,1,1,2026-08-24T00:00:00.000
209,FCRS000209,5,4,2,Meridian FinanceCurrencyRateSet 209,FCRS000209,2020-07-28,1,1,2026-08-24T00:00:00.000
210,FCRS000210,3,3,5,Beacon FinanceCurrencyRateSet 210,FCRS000210,2020-07-29,1,1,2026-08-24T00:00:00.000
211,FCRS000211,1,1,4,Cedar FinanceCurrencyRateSet 211,FCRS000211,2020-07-30,1,1,2026-08-24T00:00:00.000
212,FCRS000212,1,3,2,Harbor FinanceCurrencyRateSet 212,FCRS000212,2020-07-31,1,1,2026-08-24T00:00:00.000
213,FCRS000213,4,3,5,Cedar FinanceCurrencyRateSet 213,FCRS000213,2020-08-01,1,1,2026-08-24T00:00:00.000
214,FCRS000214,1,3,5,Riverton FinanceCurrencyRateSet 214,FCRS000214,2020-08-02,1,1,2026-08-24T00:00:00.000
215,FCRS000215,2,3,5,Granite FinanceCurrencyRateSet 215,FCRS000215,2020-08-03,1,1,2026-08-24T00:00:00.000
216,FCRS000216,4,5,3,Unity FinanceCurrencyRateSet 216,FCRS000216,2020-08-04,1,1,2026-08-24T00:00:00.000
217,FCRS000217,4,2,1,Northstar FinanceCurrencyRateSet 217,FCRS000217,2020-08-05,1,1,2026-08-24T00:00:00.000
218,FCRS000218,3,5,3,Titan FinanceCurrencyRateSet 218,FCRS000218,2020-08-06,1,1,2026-08-24T00:00:00.000
219,FCRS000219,2,3,5,Atlas FinanceCurrencyRateSet 219,FCRS000219,2020-08-07,1,1,2026-08-24T00:00:00.000
220,FCRS000220,2,5,5,Junction FinanceCurrencyRateSet 220,FCRS000220,2020-08-08,1,1,2026-08-24T00:00:00.000
221,FCRS000221,2,2,3,Atlas FinanceCurrencyRateSet 221,FCRS000221,2020-08-09,1,1,2026-08-24T00:00:00.000
222,FCRS000222,3,4,4,Summit FinanceCurrencyRateSet 222,FCRS000222,2020-08-10,1,1,2026-08-24T00:00:00.000
223,FCRS000223,2,4,1,Ion FinanceCurrencyRateSet 223,FCRS000223,2020-08-11,1,1,2026-08-24T00:00:00.000
224,FCRS000224,3,4,5,Quartz FinanceCurrencyRateSet 224,FCRS000224,2020-08-12,1,1,2026-08-24T00:00:00.000
225,FCRS000225,3,3,2,Zenith FinanceCurrencyRateSet 225,FCRS000225,2020-08-13,1,1,2026-08-24T00:00:00.000
226,FCRS000226,3,3,1,Forge FinanceCurrencyRateSet 226,FCRS000226,2020-08-14,1,1,2026-08-24T00:00:00.000
227,FCRS000227,5,1,1,Liberty FinanceCurrencyRateSet 227,FCRS000227,2020-08-15,1,1,2026-08-24T00:00:00.000
228,FCRS000228,3,1,2,Harbor FinanceCurrencyRateSet 228,FCRS000228,2020-08-16,1,1,2026-08-24T00:00:00.000
229,FCRS000229,3,5,3,Keystone FinanceCurrencyRateSet 229,FCRS000229,2020-08-17,1,1,2026-08-24T00:00:00.000
230,FCRS000230,1,5,1,Ion FinanceCurrencyRateSet 230,FCRS000230,2020-08-18,1,1,2026-08-24T00:00:00.000
231,FCRS000231,2,4,4,Junction FinanceCurrencyRateSet 231,FCRS000231,2020-08-19,1,1,2026-08-24T00:00:00.000
232,FCRS000232,2,3,5,Summit FinanceCurrencyRateSet 232,FCRS000232,2020-08-20,1,1,2026-08-24T00:00:00.000
233,FCRS000233,5,3,5,Ion FinanceCurrencyRateSet 233,FCRS000233,2020-08-21,1,1,2026-08-24T00:00:00.000
234,FCRS000234,1,1,5,Granite FinanceCurrencyRateSet 234,FCRS000234,2020-08-22,1,1,2026-08-24T00:00:00.000
235,FCRS000235,2,1,4,Willow FinanceCurrencyRateSet 235,FCRS000235,2020-08-23,1,1,2026-08-24T00:00:00.000
236,FCRS000236,4,4,2,Quartz FinanceCurrencyRateSet 236,FCRS000236,2020-08-24,1,1,2026-08-24T00:00:00.000
237,FCRS000237,2,5,5,Evergreen FinanceCurrencyRateSet 237,FCRS000237,2020-08-25,1,1,2026-08-24T00:00:00.000
238,FCRS000238,2,5,1,Forge FinanceCurrencyRateSet 238,FCRS000238,2020-08-26,1,1,2026-08-24T00:00:00.000
239,FCRS000239,4,5,1,Atlas FinanceCurrencyRateSet 239,FCRS000239,2020-08-27,1,1,2026-08-24T00:00:00.000
240,FCRS000240,4,3,5,Zenith FinanceCurrencyRateSet 240,FCRS000240,2020-08-28,1,1,2026-08-24T00:00:00.000
241,FCRS000241,2,1,1,Beacon FinanceCurrencyRateSet 241,FCRS000241,2020-08-29,1,1,2026-08-24T00:00:00.000
242,FCRS000242,3,4,5,Willow FinanceCurrencyRateSet 242,FCRS000242,2020-08-30,1,1,2026-08-24T00:00:00.000
243,FCRS000243,5,2,2,Zenith FinanceCurrencyRateSet 243,FCRS000243,2020-08-31,1,1,2026-08-24T00:00:00.000
244,FCRS000244,5,2,2,Ion FinanceCurrencyRateSet 244,FCRS000244,2020-09-01,1,1,2026-08-24T00:00:00.000
245,FCRS000245,5,3,3,Junction FinanceCurrencyRateSet 245,FCRS000245,2020-09-02,1,1,2026-08-24T00:00:00.000
246,FCRS000246,1,1,5,Beacon FinanceCurrencyRateSet 246,FCRS000246,2020-09-03,1,1,2026-08-24T00:00:00.000
247,FCRS000247,2,1,5,Titan FinanceCurrencyRateSet 247,FCRS000247,2020-09-04,1,1,2026-08-24T00:00:00.000
248,FCRS000248,4,5,5,Unity FinanceCurrencyRateSet 248,FCRS000248,2020-09-05,1,1,2026-08-24T00:00:00.000
249,FCRS000249,2,2,3,Evergreen FinanceCurrencyRateSet 249,FCRS000249,2020-09-06,1,1,2026-08-24T00:00:00.000
250,FCRS000250,2,3,5,Summit FinanceCurrencyRateSet 250,FCRS000250,2020-09-07,1,1,2026-08-24T00:00:00.000
251,FCRS000251,2,4,4,Delta FinanceCurrencyRateSet 251,FCRS000251,2020-09-08,1,1,2026-08-24T00:00:00.000
252,FCRS000252,2,5,1,Granite FinanceCurrencyRateSet 252,FCRS000252,2020-09-09,1,1,2026-08-24T00:00:00.000
253,FCRS000253,5,3,3,Cedar FinanceCurrencyRateSet 253,FCRS000253,2020-09-10,1,1,2026-08-24T00:00:00.000
254,FCRS000254,5,1,4,Northstar FinanceCurrencyRateSet 254,FCRS000254,2020-09-11,1,1,2026-08-24T00:00:00.000
255,FCRS000255,1,5,2,Delta FinanceCurrencyRateSet 255,FCRS000255,2020-09-12,1,1,2026-08-24T00:00:00.000
256,FCRS000256,3,5,1,Cedar FinanceCurrencyRateSet 256,FCRS000256,2020-09-13,1,1,2026-08-24T00:00:00.000
257,FCRS000257,4,4,2,Summit FinanceCurrencyRateSet 257,FCRS000257,2020-09-14,1,1,2026-08-24T00:00:00.000
258,FCRS000258,3,1,4,Willow FinanceCurrencyRateSet 258,FCRS000258,2020-09-15,1,1,2026-08-24T00:00:00.000
259,FCRS000259,1,4,2,Keystone FinanceCurrencyRateSet 259,FCRS000259,2020-09-16,1,1,2026-08-24T00:00:00.000
260,FCRS000260,4,3,5,Meridian FinanceCurrencyRateSet 260,FCRS000260,2020-09-17,1,1,2026-08-24T00:00:00.000
261,FCRS000261,1,1,3,Northstar FinanceCurrencyRateSet 261,FCRS000261,2020-09-18,1,1,2026-08-24T00:00:00.000
262,FCRS000262,1,1,3,Forge FinanceCurrencyRateSet 262,FCRS000262,2020-09-19,1,1,2026-08-24T00:00:00.000
263,FCRS000263,2,2,2,Junction FinanceCurrencyRateSet 263,FCRS000263,2020-09-20,1,1,2026-08-24T00:00:00.000
264,FCRS000264,5,5,4,Northstar FinanceCurrencyRateSet 264,FCRS000264,2020-09-21,1,1,2026-08-24T00:00:00.000
265,FCRS000265,5,2,1,Summit FinanceCurrencyRateSet 265,FCRS000265,2020-09-22,1,1,2026-08-24T00:00:00.000
266,FCRS000266,2,2,2,Harbor FinanceCurrencyRateSet 266,FCRS000266,2020-09-23,1,1,2026-08-24T00:00:00.000
267,FCRS000267,4,3,3,Summit FinanceCurrencyRateSet 267,FCRS000267,2020-09-24,1,1,2026-08-24T00:00:00.000
268,FCRS000268,2,2,3,Pioneer FinanceCurrencyRateSet 268,FCRS000268,2020-09-25,1,1,2026-08-24T00:00:00.000
269,FCRS000269,4,5,2,Zenith FinanceCurrencyRateSet 269,FCRS000269,2020-09-26,1,1,2026-08-24T00:00:00.000
270,FCRS000270,4,2,3,Harbor FinanceCurrencyRateSet 270,FCRS000270,2020-09-27,1,1,2026-08-24T00:00:00.000
271,FCRS000271,5,2,1,Vertex FinanceCurrencyRateSet 271,FCRS000271,2020-09-28,1,1,2026-08-24T00:00:00.000
272,FCRS000272,1,4,4,Quartz FinanceCurrencyRateSet 272,FCRS000272,2020-09-29,1,1,2026-08-24T00:00:00.000
273,FCRS000273,1,2,5,Titan FinanceCurrencyRateSet 273,FCRS000273,2020-09-30,1,1,2026-08-24T00:00:00.000
274,FCRS000274,1,3,2,Delta FinanceCurrencyRateSet 274,FCRS000274,2020-10-01,1,1,2026-08-24T00:00:00.000
275,FCRS000275,1,1,1,Forge FinanceCurrencyRateSet 275,FCRS000275,2020-10-02,1,1,2026-08-24T00:00:00.000
276,FCRS000276,2,3,1,Keystone FinanceCurrencyRateSet 276,FCRS000276,2020-10-03,1,1,2026-08-24T00:00:00.000
277,FCRS000277,4,5,5,Harbor FinanceCurrencyRateSet 277,FCRS000277,2020-10-04,1,1,2026-08-24T00:00:00.000
278,FCRS000278,1,4,4,Riverton FinanceCurrencyRateSet 278,FCRS000278,2020-10-05,1,1,2026-08-24T00:00:00.000
279,FCRS000279,4,1,2,Granite FinanceCurrencyRateSet 279,FCRS000279,2020-10-06,1,1,2026-08-24T00:00:00.000
280,FCRS000280,4,1,1,Ion FinanceCurrencyRateSet 280,FCRS000280,2020-10-07,1,1,2026-08-24T00:00:00.000
281,FCRS000281,5,3,2,Liberty FinanceCurrencyRateSet 281,FCRS000281,2020-10-08,1,1,2026-08-24T00:00:00.000
282,FCRS000282,5,1,3,Delta FinanceCurrencyRateSet 282,FCRS000282,2020-10-09,1,1,2026-08-24T00:00:00.000
283,FCRS000283,3,2,4,Forge FinanceCurrencyRateSet 283,FCRS000283,2020-10-10,1,1,2026-08-24T00:00:00.000
284,FCRS000284,2,1,2,Evergreen FinanceCurrencyRateSet 284,FCRS000284,2020-10-11,1,1,2026-08-24T00:00:00.000
285,FCRS000285,2,4,4,Delta FinanceCurrencyRateSet 285,FCRS000285,2020-10-12,1,1,2026-08-24T00:00:00.000
286,FCRS000286,3,4,5,Beacon FinanceCurrencyRateSet 286,FCRS000286,2020-10-13,1,1,2026-08-24T00:00:00.000
287,FCRS000287,4,5,3,Delta FinanceCurrencyRateSet 287,FCRS000287,2020-10-14,1,1,2026-08-24T00:00:00.000
288,FCRS000288,3,5,3,Riverton FinanceCurrencyRateSet 288,FCRS000288,2020-10-15,1,1,2026-08-24T00:00:00.000
289,FCRS000289,2,3,4,Liberty FinanceCurrencyRateSet 289,FCRS000289,2020-10-16,1,1,2026-08-24T00:00:00.000
290,FCRS000290,3,1,5,Orion FinanceCurrencyRateSet 290,FCRS000290,2020-10-17,1,1,2026-08-24T00:00:00.000
291,FCRS000291,3,3,1,Quartz FinanceCurrencyRateSet 291,FCRS000291,2020-10-18,1,1,2026-08-24T00:00:00.000
292,FCRS000292,4,3,3,Evergreen FinanceCurrencyRateSet 292,FCRS000292,2020-10-19,1,1,2026-08-24T00:00:00.000
293,FCRS000293,5,2,1,Liberty FinanceCurrencyRateSet 293,FCRS000293,2020-10-20,1,1,2026-08-24T00:00:00.000
294,FCRS000294,1,3,4,Keystone FinanceCurrencyRateSet 294,FCRS000294,2020-10-21,1,1,2026-08-24T00:00:00.000
295,FCRS000295,2,4,3,Liberty FinanceCurrencyRateSet 295,FCRS000295,2020-10-22,1,1,2026-08-24T00:00:00.000
296,FCRS000296,5,5,3,Liberty FinanceCurrencyRateSet 296,FCRS000296,2020-10-23,1,1,2026-08-24T00:00:00.000
297,FCRS000297,5,1,3,Meridian FinanceCurrencyRateSet 297,FCRS000297,2020-10-24,1,1,2026-08-24T00:00:00.000
298,FCRS000298,4,5,5,Unity FinanceCurrencyRateSet 298,FCRS000298,2020-10-25,1,1,2026-08-24T00:00:00.000
299,FCRS000299,1,3,4,Orion FinanceCurrencyRateSet 299,FCRS000299,2020-10-26,1,1,2026-08-24T00:00:00.000
300,FCRS000300,2,5,5,Summit FinanceCurrencyRateSet 300,FCRS000300,2020-10-27,1,1,2026-08-24T00:00:00.000
301,FCRS000301,4,4,3,Keystone FinanceCurrencyRateSet 301,FCRS000301,2020-10-28,1,1,2026-08-24T00:00:00.000
302,FCRS000302,3,1,5,Harbor FinanceCurrencyRateSet 302,FCRS000302,2020-10-29,1,1,2026-08-24T00:00:00.000
303,FCRS000303,4,4,1,Evergreen FinanceCurrencyRateSet 303,FCRS000303,2020-10-30,1,1,2026-08-24T00:00:00.000
304,FCRS000304,1,3,4,Quartz FinanceCurrencyRateSet 304,FCRS000304,2020-10-31,1,1,2026-08-24T00:00:00.000
305,FCRS000305,2,5,4,Quartz FinanceCurrencyRateSet 305,FCRS000305,2020-11-01,1,1,2026-08-24T00:00:00.000
306,FCRS000306,5,3,4,Northstar FinanceCurrencyRateSet 306,FCRS000306,2020-11-02,1,1,2026-08-24T00:00:00.000
307,FCRS000307,2,3,2,Pioneer FinanceCurrencyRateSet 307,FCRS000307,2020-11-03,1,1,2026-08-24T00:00:00.000
308,FCRS000308,4,4,5,Summit FinanceCurrencyRateSet 308,FCRS000308,2020-11-04,1,1,2026-08-24T00:00:00.000
309,FCRS000309,3,2,2,Keystone FinanceCurrencyRateSet 309,FCRS000309,2020-11-05,1,1,2026-08-24T00:00:00.000
310,FCRS000310,5,1,5,Vertex FinanceCurrencyRateSet 310,FCRS000310,2020-11-06,1,1,2026-08-24T00:00:00.000
311,FCRS000311,4,1,1,Pioneer FinanceCurrencyRateSet 311,FCRS000311,2020-11-07,1,1,2026-08-24T00:00:00.000
312,FCRS000312,4,2,4,Liberty FinanceCurrencyRateSet 312,FCRS000312,2020-11-08,1,1,2026-08-24T00:00:00.000
313,FCRS000313,2,3,2,Delta FinanceCurrencyRateSet 313,FCRS000313,2020-11-09,1,1,2026-08-24T00:00:00.000
314,FCRS000314,3,3,1,Ion FinanceCurrencyRateSet 314,FCRS000314,2020-11-10,1,1,2026-08-24T00:00:00.000
315,FCRS000315,4,1,4,Cedar FinanceCurrencyRateSet 315,FCRS000315,2020-11-11,1,1,2026-08-24T00:00:00.000
316,FCRS000316,3,1,4,Summit FinanceCurrencyRateSet 316,FCRS000316,2020-11-12,1,1,2026-08-24T00:00:00.000
317,FCRS000317,1,4,4,Evergreen FinanceCurrencyRateSet 317,FCRS000317,2020-11-13,1,1,2026-08-24T00:00:00.000
318,FCRS000318,3,5,4,Ion FinanceCurrencyRateSet 318,FCRS000318,2020-11-14,1,1,2026-08-24T00:00:00.000
319,FCRS000319,4,5,5,Liberty FinanceCurrencyRateSet 319,FCRS000319,2020-11-15,1,1,2026-08-24T00:00:00.000
320,FCRS000320,4,3,4,Quartz FinanceCurrencyRateSet 320,FCRS000320,2020-11-16,1,1,2026-08-24T00:00:00.000
321,FCRS000321,1,1,1,Vertex FinanceCurrencyRateSet 321,FCRS000321,2020-11-17,1,1,2026-08-24T00:00:00.000
322,FCRS000322,3,2,5,Liberty FinanceCurrencyRateSet 322,FCRS000322,2020-11-18,1,1,2026-08-24T00:00:00.000
323,FCRS000323,1,4,5,Evergreen FinanceCurrencyRateSet 323,FCRS000323,2020-11-19,1,1,2026-08-24T00:00:00.000
324,FCRS000324,1,4,3,Vertex FinanceCurrencyRateSet 324,FCRS000324,2020-11-20,1,1,2026-08-24T00:00:00.000
325,FCRS000325,2,2,1,Junction FinanceCurrencyRateSet 325,FCRS000325,2020-11-21,1,1,2026-08-24T00:00:00.000
326,FCRS000326,2,2,5,Summit FinanceCurrencyRateSet 326,FCRS000326,2020-11-22,1,1,2026-08-24T00:00:00.000
327,FCRS000327,4,2,5,Unity FinanceCurrencyRateSet 327,FCRS000327,2020-11-23,1,1,2026-08-24T00:00:00.000
328,FCRS000328,1,5,4,Zenith FinanceCurrencyRateSet 328,FCRS000328,2020-11-24,1,1,2026-08-24T00:00:00.000
329,FCRS000329,5,4,4,Northstar FinanceCurrencyRateSet 329,FCRS000329,2020-11-25,1,1,2026-08-24T00:00:00.000
330,FCRS000330,1,2,5,Unity FinanceCurrencyRateSet 330,FCRS000330,2020-11-26,1,1,2026-08-24T00:00:00.000
331,FCRS000331,3,3,2,Atlas FinanceCurrencyRateSet 331,FCRS000331,2020-11-27,1,1,2026-08-24T00:00:00.000
332,FCRS000332,1,1,3,Beacon FinanceCurrencyRateSet 332,FCRS000332,2020-11-28,1,1,2026-08-24T00:00:00.000
333,FCRS000333,3,3,5,Titan FinanceCurrencyRateSet 333,FCRS000333,2020-11-29,1,1,2026-08-24T00:00:00.000
334,FCRS000334,5,4,1,Cedar FinanceCurrencyRateSet 334,FCRS000334,2020-11-30,1,1,2026-08-24T00:00:00.000
335,FCRS000335,5,2,4,Northstar FinanceCurrencyRateSet 335,FCRS000335,2020-12-01,1,1,2026-08-24T00:00:00.000
336,FCRS000336,5,1,5,Riverton FinanceCurrencyRateSet 336,FCRS000336,2020-12-02,1,1,2026-08-24T00:00:00.000
337,FCRS000337,5,1,4,Unity FinanceCurrencyRateSet 337,FCRS000337,2020-12-03,1,1,2026-08-24T00:00:00.000
338,FCRS000338,4,3,3,Cedar FinanceCurrencyRateSet 338,FCRS000338,2020-12-04,1,1,2026-08-24T00:00:00.000
339,FCRS000339,3,5,4,Quartz FinanceCurrencyRateSet 339,FCRS000339,2020-12-05,1,1,2026-08-24T00:00:00.000
340,FCRS000340,2,5,3,Northstar FinanceCurrencyRateSet 340,FCRS000340,2020-12-06,1,1,2026-08-24T00:00:00.000
341,FCRS000341,4,1,4,Atlas FinanceCurrencyRateSet 341,FCRS000341,2020-12-07,1,1,2026-08-24T00:00:00.000
342,FCRS000342,2,4,2,Titan FinanceCurrencyRateSet 342,FCRS000342,2020-12-08,1,1,2026-08-24T00:00:00.000
343,FCRS000343,1,2,1,Pioneer FinanceCurrencyRateSet 343,FCRS000343,2020-12-09,1,1,2026-08-24T00:00:00.000
344,FCRS000344,4,4,5,Pioneer FinanceCurrencyRateSet 344,FCRS000344,2020-12-10,1,1,2026-08-24T00:00:00.000
345,FCRS000345,3,1,4,Forge FinanceCurrencyRateSet 345,FCRS000345,2020-12-11,1,1,2026-08-24T00:00:00.000
346,FCRS000346,3,4,1,Junction FinanceCurrencyRateSet 346,FCRS000346,2020-12-12,1,1,2026-08-24T00:00:00.000
347,FCRS000347,4,5,5,Meridian FinanceCurrencyRateSet 347,FCRS000347,2020-12-13,1,1,2026-08-24T00:00:00.000
348,FCRS000348,4,3,3,Liberty FinanceCurrencyRateSet 348,FCRS000348,2020-12-14,1,1,2026-08-24T00:00:00.000
349,FCRS000349,3,5,1,Zenith FinanceCurrencyRateSet 349,FCRS000349,2020-12-15,1,1,2026-08-24T00:00:00.000
350,FCRS000350,5,3,5,Willow FinanceCurrencyRateSet 350,FCRS000350,2020-12-16,1,1,2026-08-24T00:00:00.000
351,FCRS000351,5,5,1,Pioneer FinanceCurrencyRateSet 351,FCRS000351,2020-12-17,1,1,2026-08-24T00:00:00.000
352,FCRS000352,4,4,4,Orion FinanceCurrencyRateSet 352,FCRS000352,2020-12-18,1,1,2026-08-24T00:00:00.000
353,FCRS000353,1,5,1,Northstar FinanceCurrencyRateSet 353,FCRS000353,2020-12-19,1,1,2026-08-24T00:00:00.000
354,FCRS000354,2,3,5,Beacon FinanceCurrencyRateSet 354,FCRS000354,2020-12-20,1,1,2026-08-24T00:00:00.000
355,FCRS000355,5,3,5,Granite FinanceCurrencyRateSet 355,FCRS000355,2020-12-21,1,1,2026-08-24T00:00:00.000
356,FCRS000356,3,3,3,Titan FinanceCurrencyRateSet 356,FCRS000356,2020-12-22,1,1,2026-08-24T00:00:00.000
357,FCRS000357,4,4,5,Liberty FinanceCurrencyRateSet 357,FCRS000357,2020-12-23,1,1,2026-08-24T00:00:00.000
358,FCRS000358,1,3,1,Evergreen FinanceCurrencyRateSet 358,FCRS000358,2020-12-24,1,1,2026-08-24T00:00:00.000
359,FCRS000359,3,1,2,Forge FinanceCurrencyRateSet 359,FCRS000359,2020-12-25,1,1,2026-08-24T00:00:00.000
360,FCRS000360,3,3,4,Ion FinanceCurrencyRateSet 360,FCRS000360,2020-12-26,1,1,2026-08-24T00:00:00.000
361,FCRS000361,1,1,5,Atlas FinanceCurrencyRateSet 361,FCRS000361,2020-12-27,1,1,2026-08-24T00:00:00.000
362,FCRS000362,5,5,2,Beacon FinanceCurrencyRateSet 362,FCRS000362,2020-12-28,1,1,2026-08-24T00:00:00.000
363,FCRS000363,1,1,3,Zenith FinanceCurrencyRateSet 363,FCRS000363,2020-12-29,1,1,2026-08-24T00:00:00.000
364,FCRS000364,4,5,3,Liberty FinanceCurrencyRateSet 364,FCRS000364,2020-12-30,1,1,2026-08-24T00:00:00.000
365,FCRS000365,5,1,3,Keystone FinanceCurrencyRateSet 365,FCRS000365,2020-12-31,1,1,2026-08-24T00:00:00.000
366,FCRS000366,1,3,3,Summit FinanceCurrencyRateSet 366,FCRS000366,2021-01-01,1,1,2026-08-24T00:00:00.000
367,FCRS000367,4,3,2,Granite FinanceCurrencyRateSet 367,FCRS000367,2021-01-02,1,1,2026-08-24T00:00:00.000
368,FCRS000368,1,3,3,Quartz FinanceCurrencyRateSet 368,FCRS000368,2021-01-03,1,1,2026-08-24T00:00:00.000
369,FCRS000369,1,2,4,Cedar FinanceCurrencyRateSet 369,FCRS000369,2021-01-04,1,1,2026-08-24T00:00:00.000
370,FCRS000370,1,4,3,Unity FinanceCurrencyRateSet 370,FCRS000370,2021-01-05,1,1,2026-08-24T00:00:00.000
371,FCRS000371,4,1,5,Cedar FinanceCurrencyRateSet 371,FCRS000371,2021-01-06,1,1,2026-08-24T00:00:00.000
372,FCRS000372,2,1,4,Evergreen FinanceCurrencyRateSet 372,FCRS000372,2021-01-07,1,1,2026-08-24T00:00:00.000
373,FCRS000373,3,1,3,Ion FinanceCurrencyRateSet 373,FCRS000373,2021-01-08,1,1,2026-08-24T00:00:00.000
374,FCRS000374,2,3,5,Riverton FinanceCurrencyRateSet 374,FCRS000374,2021-01-09,1,1,2026-08-24T00:00:00.000
375,FCRS000375,3,4,4,Titan FinanceCurrencyRateSet 375,FCRS000375,2021-01-10,1,1,2026-08-24T00:00:00.000
376,FCRS000376,3,4,5,Ion FinanceCurrencyRateSet 376,FCRS000376,2021-01-11,1,1,2026-08-24T00:00:00.000
377,FCRS000377,4,4,3,Vertex FinanceCurrencyRateSet 377,FCRS000377,2021-01-12,1,1,2026-08-24T00:00:00.000
378,FCRS000378,1,5,5,Junction FinanceCurrencyRateSet 378,FCRS000378,2021-01-13,1,1,2026-08-24T00:00:00.000
379,FCRS000379,3,3,3,Riverton FinanceCurrencyRateSet 379,FCRS000379,2021-01-14,1,1,2026-08-24T00:00:00.000
380,FCRS000380,3,5,5,Ion FinanceCurrencyRateSet 380,FCRS000380,2021-01-15,1,1,2026-08-24T00:00:00.000
381,FCRS000381,1,2,4,Keystone FinanceCurrencyRateSet 381,FCRS000381,2021-01-16,1,1,2026-08-24T00:00:00.000
382,FCRS000382,3,2,4,Junction FinanceCurrencyRateSet 382,FCRS000382,2021-01-17,1,1,2026-08-24T00:00:00.000
383,FCRS000383,2,3,5,Willow FinanceCurrencyRateSet 383,FCRS000383,2021-01-18,1,1,2026-08-24T00:00:00.000
384,FCRS000384,3,4,3,Pioneer FinanceCurrencyRateSet 384,FCRS000384,2021-01-19,1,1,2026-08-24T00:00:00.000
385,FCRS000385,3,2,4,Unity FinanceCurrencyRateSet 385,FCRS000385,2021-01-20,1,1,2026-08-24T00:00:00.000
386,FCRS000386,5,1,3,Ion FinanceCurrencyRateSet 386,FCRS000386,2021-01-21,1,1,2026-08-24T00:00:00.000
387,FCRS000387,3,1,3,Willow FinanceCurrencyRateSet 387,FCRS000387,2021-01-22,1,1,2026-08-24T00:00:00.000
388,FCRS000388,3,2,2,Delta FinanceCurrencyRateSet 388,FCRS000388,2021-01-23,1,1,2026-08-24T00:00:00.000
389,FCRS000389,3,2,3,Vertex FinanceCurrencyRateSet 389,FCRS000389,2021-01-24,1,1,2026-08-24T00:00:00.000
390,FCRS000390,2,1,1,Liberty FinanceCurrencyRateSet 390,FCRS000390,2021-01-25,1,1,2026-08-24T00:00:00.000
391,FCRS000391,4,4,2,Willow FinanceCurrencyRateSet 391,FCRS000391,2021-01-26,1,1,2026-08-24T00:00:00.000
392,FCRS000392,2,4,5,Unity FinanceCurrencyRateSet 392,FCRS000392,2021-01-27,1,1,2026-08-24T00:00:00.000
393,FCRS000393,1,1,3,Northstar FinanceCurrencyRateSet 393,FCRS000393,2021-01-28,1,1,2026-08-24T00:00:00.000
394,FCRS000394,3,2,3,Atlas FinanceCurrencyRateSet 394,FCRS000394,2021-01-29,1,1,2026-08-24T00:00:00.000
395,FCRS000395,1,3,3,Liberty FinanceCurrencyRateSet 395,FCRS000395,2021-01-30,1,1,2026-08-24T00:00:00.000
396,FCRS000396,3,4,3,Liberty FinanceCurrencyRateSet 396,FCRS000396,2021-01-31,1,1,2026-08-24T00:00:00.000
397,FCRS000397,1,5,4,Willow FinanceCurrencyRateSet 397,FCRS000397,2021-02-01,1,1,2026-08-24T00:00:00.000
398,FCRS000398,1,3,1,Liberty FinanceCurrencyRateSet 398,FCRS000398,2021-02-02,1,1,2026-08-24T00:00:00.000
399,FCRS000399,5,1,2,Harbor FinanceCurrencyRateSet 399,FCRS000399,2021-02-03,1,1,2026-08-24T00:00:00.000
400,FCRS000400,2,1,3,Evergreen FinanceCurrencyRateSet 400,FCRS000400,2021-02-04,1,1,2026-08-24T00:00:00.000
401,FCRS000401,5,5,1,Keystone FinanceCurrencyRateSet 401,FCRS000401,2021-02-05,1,1,2026-08-24T00:00:00.000
402,FCRS000402,3,5,3,Meridian FinanceCurrencyRateSet 402,FCRS000402,2021-02-06,1,1,2026-08-24T00:00:00.000
403,FCRS000403,1,1,2,Atlas FinanceCurrencyRateSet 403,FCRS000403,2021-02-07,1,1,2026-08-24T00:00:00.000
404,FCRS000404,4,2,3,Vertex FinanceCurrencyRateSet 404,FCRS000404,2021-02-08,1,1,2026-08-24T00:00:00.000
405,FCRS000405,1,3,3,Pioneer FinanceCurrencyRateSet 405,FCRS000405,2021-02-09,1,1,2026-08-24T00:00:00.000
406,FCRS000406,2,2,1,Titan FinanceCurrencyRateSet 406,FCRS000406,2021-02-10,1,1,2026-08-24T00:00:00.000
407,FCRS000407,2,2,2,Willow FinanceCurrencyRateSet 407,FCRS000407,2021-02-11,1,1,2026-08-24T00:00:00.000
