InventoryHandlingAttachmentKey,InventoryHandlingAttachmentCode,InventoryHandlingEquipmentKey,InventoryHandlingAttachmentName,SourceSystemKey,BatchId,LoadedAtUtc
290,IHA000290,83,Titan InventoryHandlingAttachment 290,1,1,2026-08-24T00:00:00.000
291,IHA000291,151,Harbor InventoryHandlingAttachment 291,1,1,2026-08-24T00:00:00.000
292,IHA000292,162,Pioneer InventoryHandlingAttachment 292,1,1,2026-08-24T00:00:00.000
293,IHA000293,38,Titan InventoryHandlingAttachment 293,1,1,2026-08-24T00:00:00.000
294,IHA000294,94,Delta InventoryHandlingAttachment 294,1,1,2026-08-24T00:00:00.000
295,IHA000295,218,Meridian InventoryHandlingAttachment 295,1,1,2026-08-24T00:00:00.000
296,IHA000296,87,Evergreen InventoryHandlingAttachment 296,1,1,2026-08-24T00:00:00.000
297,IHA000297,79,Delta InventoryHandlingAttachment 297,1,1,2026-08-24T00:00:00.000
298,IHA000298,113,Delta InventoryHandlingAttachment 298,1,1,2026-08-24T00:00:00.000
299,IHA000299,17,Keystone InventoryHandlingAttachment 299,1,1,2026-08-24T00:00:00.000
300,IHA000300,71,Riverton InventoryHandlingAttachment 300,1,1,2026-08-24T00:00:00.000
301,IHA000301,39,Liberty InventoryHandlingAttachment 301,1,1,2026-08-24T00:00:00.000
302,IHA000302,31,Vertex InventoryHandlingAttachment 302,1,1,2026-08-24T00:00:00.000
303,IHA000303,119,Ion InventoryHandlingAttachment 303,1,1,2026-08-24T00:00:00.000
304,IHA000304,167,Willow InventoryHandlingAttachment 304,1,1,2026-08-24T00:00:00.000
305,IHA000305,88,Meridian InventoryHandlingAttachment 305,1,1,2026-08-24T00:00:00.000
306,IHA000306,73,Riverton InventoryHandlingAttachment 306,1,1,2026-08-24T00:00:00.000
307,IHA000307,194,Meridian InventoryHandlingAttachment 307,1,1,2026-08-24T00:00:00.000
308,IHA000308,108,Riverton InventoryHandlingAttachment 308,1,1,2026-08-24T00:00:00.000
309,IHA000309,92,Orion InventoryHandlingAttachment 309,1,1,2026-08-24T00:00:00.000
310,IHA000310,39,Delta InventoryHandlingAttachment 310,1,1,2026-08-24T00:00:00.000
311,IHA000311,47,Northstar InventoryHandlingAttachment 311,1,1,2026-08-24T00:00:00.000
312,IHA000312,221,Junction InventoryHandlingAttachment 312,1,1,2026-08-24T00:00:00.000
313,IHA000313,139,Keystone InventoryHandlingAttachment 313,1,1,2026-08-24T00:00:00.000
314,IHA000314,190,Meridian InventoryHandlingAttachment 314,1,1,2026-08-24T00:00:00.000
315,IHA000315,12,Vertex InventoryHandlingAttachment 315,1,1,2026-08-24T00:00:00.000
316,IHA000316,185,Willow InventoryHandlingAttachment 316,1,1,2026-08-24T00:00:00.000
317,IHA000317,209,Northstar InventoryHandlingAttachment 317,1,1,2026-08-24T00:00:00.000
318,IHA000318,26,Junction InventoryHandlingAttachment 318,1,1,2026-08-24T00:00:00.000
319,IHA000319,8,Forge InventoryHandlingAttachment 319,1,1,2026-08-24T00:00:00.000
320,IHA000320,197,Cedar InventoryHandlingAttachment 320,1,1,2026-08-24T00:00:00.000
321,IHA000321,164,Quartz InventoryHandlingAttachment 321,1,1,2026-08-24T00:00:00.000
322,IHA000322,87,Liberty InventoryHandlingAttachment 322,1,1,2026-08-24T00:00:00.000
323,IHA000323,139,Delta InventoryHandlingAttachment 323,1,1,2026-08-24T00:00:00.000
324,IHA000324,185,Ion InventoryHandlingAttachment 324,1,1,2026-08-24T00:00:00.000
325,IHA000325,40,Liberty InventoryHandlingAttachment 325,1,1,2026-08-24T00:00:00.000
326,IHA000326,193,Forge InventoryHandlingAttachment 326,1,1,2026-08-24T00:00:00.000
327,IHA000327,14,Willow InventoryHandlingAttachment 327,1,1,2026-08-24T00:00:00.000
328,IHA000328,102,Liberty InventoryHandlingAttachment 328,1,1,2026-08-24T00:00:00.000
329,IHA000329,82,Vertex InventoryHandlingAttachment 329,1,1,2026-08-24T00:00:00.000
330,IHA000330,144,Unity InventoryHandlingAttachment 330,1,1,2026-08-24T00:00:00.000
331,IHA000331,97,Delta InventoryHandlingAttachment 331,1,1,2026-08-24T00:00:00.000
332,IHA000332,125,Willow InventoryHandlingAttachment 332,1,1,2026-08-24T00:00:00.000
333,IHA000333,151,Granite InventoryHandlingAttachment 333,1,1,2026-08-24T00:00:00.000
334,IHA000334,142,Junction InventoryHandlingAttachment 334,1,1,2026-08-24T00:00:00.000
335,IHA000335,78,Atlas InventoryHandlingAttachment 335,1,1,2026-08-24T00:00:00.000
336,IHA000336,127,Junction InventoryHandlingAttachment 336,1,1,2026-08-24T00:00:00.000
337,IHA000337,234,Riverton InventoryHandlingAttachment 337,1,1,2026-08-24T00:00:00.000
338,IHA000338,207,Atlas InventoryHandlingAttachment 338,1,1,2026-08-24T00:00:00.000
339,IHA000339,47,Summit InventoryHandlingAttachment 339,1,1,2026-08-24T00:00:00.000
340,IHA000340,9,Cedar InventoryHandlingAttachment 340,1,1,2026-08-24T00:00:00.000
341,IHA000341,36,Meridian InventoryHandlingAttachment 341,1,1,2026-08-24T00:00:00.000
342,IHA000342,56,Liberty InventoryHandlingAttachment 342,1,1,2026-08-24T00:00:00.000
343,IHA000343,241,Zenith InventoryHandlingAttachment 343,1,1,2026-08-24T00:00:00.000
344,IHA000344,27,Riverton InventoryHandlingAttachment 344,1,1,2026-08-24T00:00:00.000
345,IHA000345,211,Atlas InventoryHandlingAttachment 345,1,1,2026-08-24T00:00:00.000
346,IHA000346,131,Titan InventoryHandlingAttachment 346,1,1,2026-08-24T00:00:00.000
347,IHA000347,15,Titan InventoryHandlingAttachment 347,1,1,2026-08-24T00:00:00.000
348,IHA000348,134,Titan InventoryHandlingAttachment 348,1,1,2026-08-24T00:00:00.000
349,IHA000349,6,Riverton InventoryHandlingAttachment 349,1,1,2026-08-24T00:00:00.000
350,IHA000350,224,Quartz InventoryHandlingAttachment 350,1,1,2026-08-24T00:00:00.000
351,IHA000351,234,Quartz InventoryHandlingAttachment 351,1,1,2026-08-24T00:00:00.000
352,IHA000352,89,Ion InventoryHandlingAttachment 352,1,1,2026-08-24T00:00:00.000
353,IHA000353,226,Summit InventoryHandlingAttachment 353,1,1,2026-08-24T00:00:00.000
354,IHA000354,236,Pioneer InventoryHandlingAttachment 354,1,1,2026-08-24T00:00:00.000
355,IHA000355,206,Harbor InventoryHandlingAttachment 355,1,1,2026-08-24T00:00:00.000
356,IHA000356,88,Granite InventoryHandlingAttachment 356,1,1,2026-08-24T00:00:00.000
357,IHA000357,10,Meridian InventoryHandlingAttachment 357,1,1,2026-08-24T00:00:00.000
358,IHA000358,125,Delta InventoryHandlingAttachment 358,1,1,2026-08-24T00:00:00.000
359,IHA000359,224,Titan InventoryHandlingAttachment 359,1,1,2026-08-24T00:00:00.000
360,IHA000360,56,Pioneer InventoryHandlingAttachment 360,1,1,2026-08-24T00:00:00.000
361,IHA000361,149,Delta InventoryHandlingAttachment 361,1,1,2026-08-24T00:00:00.000
362,IHA000362,176,Atlas InventoryHandlingAttachment 362,1,1,2026-08-24T00:00:00.000
363,IHA000363,179,Cedar InventoryHandlingAttachment 363,1,1,2026-08-24T00:00:00.000
364,IHA000364,159,Quartz InventoryHandlingAttachment 364,1,1,2026-08-24T00:00:00.000
365,IHA000365,215,Cedar InventoryHandlingAttachment 365,1,1,2026-08-24T00:00:00.000
366,IHA000366,178,Ion InventoryHandlingAttachment 366,1,1,2026-08-24T00:00:00.000
367,IHA000367,82,Forge InventoryHandlingAttachment 367,1,1,2026-08-24T00:00:00.000
368,IHA000368,61,Beacon InventoryHandlingAttachment 368,1,1,2026-08-24T00:00:00.000
369,IHA000369,194,Beacon InventoryHandlingAttachment 369,1,1,2026-08-24T00:00:00.000
370,IHA000370,60,Forge InventoryHandlingAttachment 370,1,1,2026-08-24T00:00:00.000
371,IHA000371,37,Cedar InventoryHandlingAttachment 371,1,1,2026-08-24T00:00:00.000
372,IHA000372,139,Liberty InventoryHandlingAttachment 372,1,1,2026-08-24T00:00:00.000
373,IHA000373,192,Zenith InventoryHandlingAttachment 373,1,1,2026-08-24T00:00:00.000
374,IHA000374,227,Harbor InventoryHandlingAttachment 374,1,1,2026-08-24T00:00:00.000
375,IHA000375,8,Vertex InventoryHandlingAttachment 375,1,1,2026-08-24T00:00:00.000
376,IHA000376,55,Northstar InventoryHandlingAttachment 376,1,1,2026-08-24T00:00:00.000
377,IHA000377,168,Titan InventoryHandlingAttachment 377,1,1,2026-08-24T00:00:00.000
378,IHA000378,102,Orion InventoryHandlingAttachment 378,1,1,2026-08-24T00:00:00.000
379,IHA000379,202,Atlas InventoryHandlingAttachment 379,1,1,2026-08-24T00:00:00.000
380,IHA000380,89,Delta InventoryHandlingAttachment 380,1,1,2026-08-24T00:00:00.000
381,IHA000381,11,Riverton InventoryHandlingAttachment 381,1,1,2026-08-24T00:00:00.000
382,IHA000382,76,Atlas InventoryHandlingAttachment 382,1,1,2026-08-24T00:00:00.000
383,IHA000383,82,Evergreen InventoryHandlingAttachment 383,1,1,2026-08-24T00:00:00.000
384,IHA000384,35,Northstar InventoryHandlingAttachment 384,1,1,2026-08-24T00:00:00.000
385,IHA000385,222,Northstar InventoryHandlingAttachment 385,1,1,2026-08-24T00:00:00.000
386,IHA000386,154,Keystone InventoryHandlingAttachment 386,1,1,2026-08-24T00:00:00.000
387,IHA000387,222,Riverton InventoryHandlingAttachment 387,1,1,2026-08-24T00:00:00.000
388,IHA000388,60,Pioneer InventoryHandlingAttachment 388,1,1,2026-08-24T00:00:00.000
389,IHA000389,244,Orion InventoryHandlingAttachment 389,1,1,2026-08-24T00:00:00.000
390,IHA000390,85,Keystone InventoryHandlingAttachment 390,1,1,2026-08-24T00:00:00.000
391,IHA000391,51,Northstar InventoryHandlingAttachment 391,1,1,2026-08-24T00:00:00.000
392,IHA000392,19,Beacon InventoryHandlingAttachment 392,1,1,2026-08-24T00:00:00.000
393,IHA000393,133,Titan InventoryHandlingAttachment 393,1,1,2026-08-24T00:00:00.000
394,IHA000394,206,Liberty InventoryHandlingAttachment 394,1,1,2026-08-24T00:00:00.000
395,IHA000395,138,Meridian InventoryHandlingAttachment 395,1,1,2026-08-24T00:00:00.000
396,IHA000396,144,Riverton InventoryHandlingAttachment 396,1,1,2026-08-24T00:00:00.000
397,IHA000397,171,Forge InventoryHandlingAttachment 397,1,1,2026-08-24T00:00:00.000
398,IHA000398,248,Vertex InventoryHandlingAttachment 398,1,1,2026-08-24T00:00:00.000
399,IHA000399,50,Granite InventoryHandlingAttachment 399,1,1,2026-08-24T00:00:00.000
400,IHA000400,50,Liberty InventoryHandlingAttachment 400,1,1,2026-08-24T00:00:00.000
401,IHA000401,86,Beacon InventoryHandlingAttachment 401,1,1,2026-08-24T00:00:00.000
402,IHA000402,36,Northstar InventoryHandlingAttachment 402,1,1,2026-08-24T00:00:00.000
403,IHA000403,164,Vertex InventoryHandlingAttachment 403,1,1,2026-08-24T00:00:00.000
404,IHA000404,9,Atlas InventoryHandlingAttachment 404,1,1,2026-08-24T00:00:00.000
405,IHA000405,50,Beacon InventoryHandlingAttachment 405,1,1,2026-08-24T00:00:00.000
406,IHA000406,50,Pioneer InventoryHandlingAttachment 406,1,1,2026-08-24T00:00:00.000
407,IHA000407,136,Zenith InventoryHandlingAttachment 407,1,1,2026-08-24T00:00:00.000
408,IHA000408,162,Keystone InventoryHandlingAttachment 408,1,1,2026-08-24T00:00:00.000
409,IHA000409,118,Riverton InventoryHandlingAttachment 409,1,1,2026-08-24T00:00:00.000
410,IHA000410,112,Zenith InventoryHandlingAttachment 410,1,1,2026-08-24T00:00:00.000
411,IHA000411,229,Summit InventoryHandlingAttachment 411,1,1,2026-08-24T00:00:00.000
412,IHA000412,206,Cedar InventoryHandlingAttachment 412,1,1,2026-08-24T00:00:00.000
413,IHA000413,222,Harbor InventoryHandlingAttachment 413,1,1,2026-08-24T00:00:00.000
414,IHA000414,63,Ion InventoryHandlingAttachment 414,1,1,2026-08-24T00:00:00.000
415,IHA000415,149,Willow InventoryHandlingAttachment 415,1,1,2026-08-24T00:00:00.000
416,IHA000416,122,Ion InventoryHandlingAttachment 416,1,1,2026-08-24T00:00:00.000
417,IHA000417,199,Orion InventoryHandlingAttachment 417,1,1,2026-08-24T00:00:00.000
418,IHA000418,184,Unity InventoryHandlingAttachment 418,1,1,2026-08-24T00:00:00.000
419,IHA000419,54,Atlas InventoryHandlingAttachment 419,1,1,2026-08-24T00:00:00.000
420,IHA000420,124,Meridian InventoryHandlingAttachment 420,1,1,2026-08-24T00:00:00.000
421,IHA000421,53,Granite InventoryHandlingAttachment 421,1,1,2026-08-24T00:00:00.000
422,IHA000422,158,Forge InventoryHandlingAttachment 422,1,1,2026-08-24T00:00:00.000
423,IHA000423,88,Pioneer InventoryHandlingAttachment 423,1,1,2026-08-24T00:00:00.000
424,IHA000424,241,Vertex InventoryHandlingAttachment 424,1,1,2026-08-24T00:00:00.000
425,IHA000425,192,Pioneer InventoryHandlingAttachment 425,1,1,2026-08-24T00:00:00.000
426,IHA000426,16,Forge InventoryHandlingAttachment 426,1,1,2026-08-24T00:00:00.000
427,IHA000427,176,Riverton InventoryHandlingAttachment 427,1,1,2026-08-24T00:00:00.000
428,IHA000428,115,Atlas InventoryHandlingAttachment 428,1,1,2026-08-24T00:00:00.000
429,IHA000429,94,Ion InventoryHandlingAttachment 429,1,1,2026-08-24T00:00:00.000
430,IHA000430,54,Northstar InventoryHandlingAttachment 430,1,1,2026-08-24T00:00:00.000
431,IHA000431,118,Titan InventoryHandlingAttachment 431,1,1,2026-08-24T00:00:00.000
432,IHA000432,169,Meridian InventoryHandlingAttachment 432,1,1,2026-08-24T00:00:00.000
433,IHA000433,208,Liberty InventoryHandlingAttachment 433,1,1,2026-08-24T00:00:00.000
434,IHA000434,127,Meridian InventoryHandlingAttachment 434,1,1,2026-08-24T00:00:00.000
435,IHA000435,234,Titan InventoryHandlingAttachment 435,1,1,2026-08-24T00:00:00.000
436,IHA000436,40,Willow InventoryHandlingAttachment 436,1,1,2026-08-24T00:00:00.000
437,IHA000437,180,Forge InventoryHandlingAttachment 437,1,1,2026-08-24T00:00:00.000
438,IHA000438,93,Orion InventoryHandlingAttachment 438,1,1,2026-08-24T00:00:00.000
439,IHA000439,148,Cedar InventoryHandlingAttachment 439,1,1,2026-08-24T00:00:00.000
440,IHA000440,179,Harbor InventoryHandlingAttachment 440,1,1,2026-08-24T00:00:00.000
441,IHA000441,186,Summit InventoryHandlingAttachment 441,1,1,2026-08-24T00:00:00.000
442,IHA000442,119,Quartz InventoryHandlingAttachment 442,1,1,2026-08-24T00:00:00.000
443,IHA000443,91,Zenith InventoryHandlingAttachment 443,1,1,2026-08-24T00:00:00.000
444,IHA000444,154,Granite InventoryHandlingAttachment 444,1,1,2026-08-24T00:00:00.000
445,IHA000445,142,Delta InventoryHandlingAttachment 445,1,1,2026-08-24T00:00:00.000
446,IHA000446,193,Meridian InventoryHandlingAttachment 446,1,1,2026-08-24T00:00:00.000
447,IHA000447,205,Quartz InventoryHandlingAttachment 447,1,1,2026-08-24T00:00:00.000
448,IHA000448,236,Harbor InventoryHandlingAttachment 448,1,1,2026-08-24T00:00:00.000
449,IHA000449,112,Evergreen InventoryHandlingAttachment 449,1,1,2026-08-24T00:00:00.000
450,IHA000450,191,Quartz InventoryHandlingAttachment 450,1,1,2026-08-24T00:00:00.000
451,IHA000451,112,Vertex InventoryHandlingAttachment 451,1,1,2026-08-24T00:00:00.000
452,IHA000452,249,Harbor InventoryHandlingAttachment 452,1,1,2026-08-24T00:00:00.000
453,IHA000453,104,Forge InventoryHandlingAttachment 453,1,1,2026-08-24T00:00:00.000
454,IHA000454,179,Zenith InventoryHandlingAttachment 454,1,1,2026-08-24T00:00:00.000
455,IHA000455,118,Cedar InventoryHandlingAttachment 455,1,1,2026-08-24T00:00:00.000
456,IHA000456,3,Zenith InventoryHandlingAttachment 456,1,1,2026-08-24T00:00:00.000
457,IHA000457,40,Liberty InventoryHandlingAttachment 457,1,1,2026-08-24T00:00:00.000
458,IHA000458,172,Zenith InventoryHandlingAttachment 458,1,1,2026-08-24T00:00:00.000
459,IHA000459,3,Unity InventoryHandlingAttachment 459,1,1,2026-08-24T00:00:00.000
460,IHA000460,94,Willow InventoryHandlingAttachment 460,1,1,2026-08-24T00:00:00.000
461,IHA000461,133,Atlas InventoryHandlingAttachment 461,1,1,2026-08-24T00:00:00.000
462,IHA000462,239,Summit InventoryHandlingAttachment 462,1,1,2026-08-24T00:00:00.000
463,IHA000463,2,Junction InventoryHandlingAttachment 463,1,1,2026-08-24T00:00:00.000
464,IHA000464,120,Junction InventoryHandlingAttachment 464,1,1,2026-08-24T00:00:00.000
465,IHA000465,223,Titan InventoryHandlingAttachment 465,1,1,2026-08-24T00:00:00.000
466,IHA000466,195,Orion InventoryHandlingAttachment 466,1,1,2026-08-24T00:00:00.000
467,IHA000467,97,Zenith InventoryHandlingAttachment 467,1,1,2026-08-24T00:00:00.000
468,IHA000468,181,Riverton InventoryHandlingAttachment 468,1,1,2026-08-24T00:00:00.000
469,IHA000469,10,Liberty InventoryHandlingAttachment 469,1,1,2026-08-24T00:00:00.000
470,IHA000470,94,Delta InventoryHandlingAttachment 470,1,1,2026-08-24T00:00:00.000
471,IHA000471,165,Ion InventoryHandlingAttachment 471,1,1,2026-08-24T00:00:00.000
472,IHA000472,60,Harbor InventoryHandlingAttachment 472,1,1,2026-08-24T00:00:00.000
473,IHA000473,10,Titan InventoryHandlingAttachment 473,1,1,2026-08-24T00:00:00.000
474,IHA000474,6,Delta InventoryHandlingAttachment 474,1,1,2026-08-24T00:00:00.000
475,IHA000475,45,Titan InventoryHandlingAttachment 475,1,1,2026-08-24T00:00:00.000
476,IHA000476,168,Orion InventoryHandlingAttachment 476,1,1,2026-08-24T00:00:00.000
477,IHA000477,198,Atlas InventoryHandlingAttachment 477,1,1,2026-08-24T00:00:00.000
478,IHA000478,1,Zenith InventoryHandlingAttachment 478,1,1,2026-08-24T00:00:00.000
479,IHA000479,248,Cedar InventoryHandlingAttachment 479,1,1,2026-08-24T00:00:00.000
480,IHA000480,87,Junction InventoryHandlingAttachment 480,1,1,2026-08-24T00:00:00.000
481,IHA000481,81,Orion InventoryHandlingAttachment 481,1,1,2026-08-24T00:00:00.000
482,IHA000482,76,Junction InventoryHandlingAttachment 482,1,1,2026-08-24T00:00:00.000
483,IHA000483,12,Beacon InventoryHandlingAttachment 483,1,1,2026-08-24T00:00:00.000
484,IHA000484,11,Ion InventoryHandlingAttachment 484,1,1,2026-08-24T00:00:00.000
485,IHA000485,249,Beacon InventoryHandlingAttachment 485,1,1,2026-08-24T00:00:00.000
486,IHA000486,237,Riverton InventoryHandlingAttachment 486,1,1,2026-08-24T00:00:00.000
487,IHA000487,93,Ion InventoryHandlingAttachment 487,1,1,2026-08-24T00:00:00.000
488,IHA000488,142,Pioneer InventoryHandlingAttachment 488,1,1,2026-08-24T00:00:00.000
489,IHA000489,21,Beacon InventoryHandlingAttachment 489,1,1,2026-08-24T00:00:00.000
490,IHA000490,187,Willow InventoryHandlingAttachment 490,1,1,2026-08-24T00:00:00.000
491,IHA000491,37,Harbor InventoryHandlingAttachment 491,1,1,2026-08-24T00:00:00.000
492,IHA000492,114,Unity InventoryHandlingAttachment 492,1,1,2026-08-24T00:00:00.000
493,IHA000493,243,Keystone InventoryHandlingAttachment 493,1,1,2026-08-24T00:00:00.000
494,IHA000494,5,Quartz InventoryHandlingAttachment 494,1,1,2026-08-24T00:00:00.000
495,IHA000495,160,Orion InventoryHandlingAttachment 495,1,1,2026-08-24T00:00:00.000
496,IHA000496,245,Cedar InventoryHandlingAttachment 496,1,1,2026-08-24T00:00:00.000
497,IHA000497,230,Summit InventoryHandlingAttachment 497,1,1,2026-08-24T00:00:00.000
498,IHA000498,189,Vertex InventoryHandlingAttachment 498,1,1,2026-08-24T00:00:00.000
499,IHA000499,158,Evergreen InventoryHandlingAttachment 499,1,1,2026-08-24T00:00:00.000
500,IHA000500,27,Forge InventoryHandlingAttachment 500,1,1,2026-08-24T00:00:00.000
