MaintenanceCrewKey,MaintenanceCrewCode,MaintenanceCrewRoleKey,CostCenterKey,MaintenanceCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
104,MC000104,292,277,Vertex MaintenanceCrew 104,MC000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddf09b288a9c5c7cbc2ba7fb4cf16c3cddf09b288a9c5c7cbc2ba7fb4cf16c3c
105,MC000105,226,78,Forge MaintenanceCrew 105,MC000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60c38eedf485c91b80bce003fbd2533c60c38eedf485c91b80bce003fbd2533
106,MC000106,224,101,Harbor MaintenanceCrew 106,MC000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cca9cf2fa705ea9926e8670fc48389c1cca9cf2fa705ea9926e8670fc48389c
107,MC000107,124,281,Quartz MaintenanceCrew 107,MC000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5b2ef918f4e5f84a95e364d7185150eb5b2ef918f4e5f84a95e364d7185150e
108,MC000108,326,24,Liberty MaintenanceCrew 108,MC000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bac48cc09ff5eb2b937cf6448bb11287bac48cc09ff5eb2b937cf6448bb1128
109,MC000109,436,11,Harbor MaintenanceCrew 109,MC000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c53020a090c5e2c8c1f89b246c5f8f68c53020a090c5e2c8c1f89b246c5f8f6
110,MC000110,208,336,Pioneer MaintenanceCrew 110,MC000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f095f0947d90571b9bb051524dcc90cef095f0947d90571b9bb051524dcc90ce
111,MC000111,342,214,Ion MaintenanceCrew 111,MC000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,568d9bcd24395870b178c60c97534632568d9bcd24395870b178c60c97534632
112,MC000112,16,419,Liberty MaintenanceCrew 112,MC000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e86d2dacf5095ca6abaff09076d40ec6e86d2dacf5095ca6abaff09076d40ec6
113,MC000113,140,239,Cedar MaintenanceCrew 113,MC000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbdc2179c020550da4ca618810e46329fbdc2179c020550da4ca618810e46329
114,MC000114,452,424,Quartz MaintenanceCrew 114,MC000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eeb9f6dccd75cd2b9896487f66c544b5eeb9f6dccd75cd2b9896487f66c544b
115,MC000115,135,160,Liberty MaintenanceCrew 115,MC000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,292f9883ca275e479508de9d944a1cc0292f9883ca275e479508de9d944a1cc0
116,MC000116,156,459,Northstar MaintenanceCrew 116,MC000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,243d8b78b9c1504c9c5f9af965f39a3a243d8b78b9c1504c9c5f9af965f39a3a
117,MC000117,15,319,Meridian MaintenanceCrew 117,MC000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9257cc9d5e25bf4abf007daf51f801ea9257cc9d5e25bf4abf007daf51f801e
118,MC000118,262,498,Beacon MaintenanceCrew 118,MC000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43037bcc74dd5581b90645e231e6baae43037bcc74dd5581b90645e231e6baae
119,MC000119,52,258,Beacon MaintenanceCrew 119,MC000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a67a7ac4ca2d50249c5cd83df3bf2b1fa67a7ac4ca2d50249c5cd83df3bf2b1f
120,MC000120,132,197,Summit MaintenanceCrew 120,MC000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,261b773b375250038ec57a8273e80c99261b773b375250038ec57a8273e80c99
121,MC000121,236,137,Cedar MaintenanceCrew 121,MC000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b655bbddff005d40aacdc30bd0f27430b655bbddff005d40aacdc30bd0f27430
122,MC000122,301,489,Meridian MaintenanceCrew 122,MC000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d37e2c6d9c453c9a6037ae4ec6a8ad45d37e2c6d9c453c9a6037ae4ec6a8ad4
123,MC000123,81,110,Beacon MaintenanceCrew 123,MC000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4acaeef4d399509facd2957f532c21144acaeef4d399509facd2957f532c2114
124,MC000124,342,344,Cedar MaintenanceCrew 124,MC000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adc342627f6b50e0b1471b1bb2fd1f20adc342627f6b50e0b1471b1bb2fd1f20
125,MC000125,49,251,Liberty MaintenanceCrew 125,MC000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,150303dee6eb542a84c128d2f0abadff150303dee6eb542a84c128d2f0abadff
126,MC000126,352,272,Unity MaintenanceCrew 126,MC000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a73bed31bef51b1a44b02046ba60ad20a73bed31bef51b1a44b02046ba60ad2
127,MC000127,363,97,Unity MaintenanceCrew 127,MC000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b08048ca2b2152838ba8f728e7135e97b08048ca2b2152838ba8f728e7135e97
128,MC000128,491,195,Titan MaintenanceCrew 128,MC000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a50af83dcbb5f52ae3abaeff753c5039a50af83dcbb5f52ae3abaeff753c503
129,MC000129,420,379,Riverton MaintenanceCrew 129,MC000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de1ed5cb903652f6846fd9b3cbb5c7cede1ed5cb903652f6846fd9b3cbb5c7ce
130,MC000130,165,23,Forge MaintenanceCrew 130,MC000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c01a149cbc6506ba50eadf309579b4e7c01a149cbc6506ba50eadf309579b4e
131,MC000131,86,3,Zenith MaintenanceCrew 131,MC000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a1c34a1179a565f9b1a2ea5e03518438a1c34a1179a565f9b1a2ea5e0351843
132,MC000132,340,311,Keystone MaintenanceCrew 132,MC000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e183e1bce0dd59c2b5cadec8da105858e183e1bce0dd59c2b5cadec8da105858
133,MC000133,412,455,Forge MaintenanceCrew 133,MC000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee8752b9b7ef5ecb89a1db49ae3ac36cee8752b9b7ef5ecb89a1db49ae3ac36c
134,MC000134,252,147,Quartz MaintenanceCrew 134,MC000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb6f4decc294533f8c9fe0b7cb620bdefb6f4decc294533f8c9fe0b7cb620bde
135,MC000135,52,337,Willow MaintenanceCrew 135,MC000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b12c84c6c25317b188d531304e53e076b12c84c6c25317b188d531304e53e0
136,MC000136,341,364,Ion MaintenanceCrew 136,MC000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3a5ed4a0f685d94bae0e1527980a305d3a5ed4a0f685d94bae0e1527980a305
137,MC000137,351,108,Pioneer MaintenanceCrew 137,MC000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca3ea2f36bef5cd7b9b590d7db55af3aca3ea2f36bef5cd7b9b590d7db55af3a
138,MC000138,416,232,Beacon MaintenanceCrew 138,MC000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b291b55256115c05852ca2890414f190b291b55256115c05852ca2890414f190
139,MC000139,211,226,Forge MaintenanceCrew 139,MC000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cae7f3474bf55eeeb7019c39fc143960cae7f3474bf55eeeb7019c39fc143960
140,MC000140,248,32,Vertex MaintenanceCrew 140,MC000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5380be3e0185511b9212c6da46fa0d615380be3e0185511b9212c6da46fa0d61
141,MC000141,354,235,Keystone MaintenanceCrew 141,MC000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa06b002ea005eceac9b97d436ae6b1faa06b002ea005eceac9b97d436ae6b1f
142,MC000142,382,254,Summit MaintenanceCrew 142,MC000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9948ed9a98c5cb3ba245231129bff29c9948ed9a98c5cb3ba245231129bff29
143,MC000143,251,238,Liberty MaintenanceCrew 143,MC000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84bd8f2c1ac85f36a27043cb95b6d84a84bd8f2c1ac85f36a27043cb95b6d84a
144,MC000144,433,149,Quartz MaintenanceCrew 144,MC000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17dd3ceac2185f6aa17b3fe8dffaf6f817dd3ceac2185f6aa17b3fe8dffaf6f8
145,MC000145,221,271,Cedar MaintenanceCrew 145,MC000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18e276ea35505451b6850c34d8a069d518e276ea35505451b6850c34d8a069d5
146,MC000146,433,117,Harbor MaintenanceCrew 146,MC000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c3623babdd5dc1bf3f18126db8829c82c3623babdd5dc1bf3f18126db8829c
147,MC000147,336,159,Forge MaintenanceCrew 147,MC000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,970e9c816b2854448837baf30bb452ab970e9c816b2854448837baf30bb452ab
148,MC000148,381,33,Delta MaintenanceCrew 148,MC000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09265bf952305b55be984f1a573af63d09265bf952305b55be984f1a573af63d
149,MC000149,177,228,Northstar MaintenanceCrew 149,MC000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,396f6ee295d85d97b5c7e6c006647336396f6ee295d85d97b5c7e6c006647336
150,MC000150,382,385,Cedar MaintenanceCrew 150,MC000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee5aaa7a4775238934dd46eca4f0782bee5aaa7a4775238934dd46eca4f0782
151,MC000151,389,454,Atlas MaintenanceCrew 151,MC000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4d8d8c05bad5bde87cacf65509b9424a4d8d8c05bad5bde87cacf65509b9424
152,MC000152,496,127,Junction MaintenanceCrew 152,MC000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,506e4f71d89a5560a643176bcfa99b7b506e4f71d89a5560a643176bcfa99b7b
153,MC000153,62,375,Riverton MaintenanceCrew 153,MC000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53f28fc098525f9ca4d8f21d59d7d0b153f28fc098525f9ca4d8f21d59d7d0b1
154,MC000154,264,83,Quartz MaintenanceCrew 154,MC000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315800dddab35d4fa163148bcb91e0df315800dddab35d4fa163148bcb91e0df
155,MC000155,352,330,Ion MaintenanceCrew 155,MC000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ef0fd1681db52d9b8cb5d01b42049ea0ef0fd1681db52d9b8cb5d01b42049ea
156,MC000156,257,310,Quartz MaintenanceCrew 156,MC000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,211779862f3f5b5cac5ef9892f7b3d4d211779862f3f5b5cac5ef9892f7b3d4d
157,MC000157,283,82,Forge MaintenanceCrew 157,MC000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf0fc54bdb8b56edb86de9d19307e466cf0fc54bdb8b56edb86de9d19307e466
158,MC000158,7,231,Ion MaintenanceCrew 158,MC000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffcfc66cce5c5605982dddcbea2f05d2ffcfc66cce5c5605982dddcbea2f05d2
159,MC000159,369,330,Evergreen MaintenanceCrew 159,MC000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a38c9ea44f0d5e13ae6282712ea2dc6aa38c9ea44f0d5e13ae6282712ea2dc6a
160,MC000160,312,112,Titan MaintenanceCrew 160,MC000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17a57997bfdd575cb15d420e9d7e7dd417a57997bfdd575cb15d420e9d7e7dd4
161,MC000161,94,74,Orion MaintenanceCrew 161,MC000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dba30a1d7455723b77192f0bde22d1e1dba30a1d7455723b77192f0bde22d1e
162,MC000162,497,363,Harbor MaintenanceCrew 162,MC000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b870da444515bd3906486d23185bde61b870da444515bd3906486d23185bde6
163,MC000163,315,155,Delta MaintenanceCrew 163,MC000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32185be17ed15650b7853c4b9049fc3632185be17ed15650b7853c4b9049fc36
164,MC000164,57,362,Unity MaintenanceCrew 164,MC000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c24ae73b36725684a3739e08a22bfe51c24ae73b36725684a3739e08a22bfe51
165,MC000165,193,354,Junction MaintenanceCrew 165,MC000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26c0ab00bb335c1ea5df9e4ed9bfb82626c0ab00bb335c1ea5df9e4ed9bfb826
166,MC000166,430,164,Ion MaintenanceCrew 166,MC000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ff5cd8400755a6e82711efbc943ab223ff5cd8400755a6e82711efbc943ab22
167,MC000167,477,63,Harbor MaintenanceCrew 167,MC000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5cfd979ab0954eeaf4ad8092934eec9f5cfd979ab0954eeaf4ad8092934eec9
168,MC000168,250,236,Harbor MaintenanceCrew 168,MC000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc21fd4f3815a93836c5c6354c5fd773cc21fd4f3815a93836c5c6354c5fd77
169,MC000169,18,97,Titan MaintenanceCrew 169,MC000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b9770570e25398b322ddfb5f8c266260b9770570e25398b322ddfb5f8c2662
170,MC000170,212,308,Granite MaintenanceCrew 170,MC000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,782c0e108ac55d498c8754c77356b831782c0e108ac55d498c8754c77356b831
171,MC000171,270,252,Atlas MaintenanceCrew 171,MC000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,075a30f2ba77571b96cf2f2db99e9ab7075a30f2ba77571b96cf2f2db99e9ab7
172,MC000172,376,428,Ion MaintenanceCrew 172,MC000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2f027ddbb9e5d5d9c1377dff14203e3a2f027ddbb9e5d5d9c1377dff14203e3
173,MC000173,348,28,Beacon MaintenanceCrew 173,MC000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde5094dc2b857d29ec097a02f752411dde5094dc2b857d29ec097a02f752411
174,MC000174,251,481,Forge MaintenanceCrew 174,MC000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dd1267aedbb53608134df269f5c03f40dd1267aedbb53608134df269f5c03f4
175,MC000175,145,157,Riverton MaintenanceCrew 175,MC000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcde3f6c34015c8e86460f194ecbf9f1bcde3f6c34015c8e86460f194ecbf9f1
176,MC000176,271,436,Meridian MaintenanceCrew 176,MC000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5538e80ee126521a81374e9bd5a00cf65538e80ee126521a81374e9bd5a00cf6
177,MC000177,145,125,Atlas MaintenanceCrew 177,MC000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7adca7d1199f561683b0d86b6d945d307adca7d1199f561683b0d86b6d945d30
178,MC000178,443,187,Quartz MaintenanceCrew 178,MC000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e936c474c6a56a09e8e4d2a638f125f1e936c474c6a56a09e8e4d2a638f125f
179,MC000179,486,181,Liberty MaintenanceCrew 179,MC000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3e35f23ef457b6ae13a8d6c6a17f88fa3e35f23ef457b6ae13a8d6c6a17f88
180,MC000180,333,250,Beacon MaintenanceCrew 180,MC000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1032a14587d5910841d81a341c7848fc1032a14587d5910841d81a341c7848f
181,MC000181,57,452,Granite MaintenanceCrew 181,MC000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,840d791635125322982a53eff1be5cfc840d791635125322982a53eff1be5cfc
182,MC000182,319,436,Granite MaintenanceCrew 182,MC000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec9a6159307c573686593abd2e53c521ec9a6159307c573686593abd2e53c521
183,MC000183,221,259,Forge MaintenanceCrew 183,MC000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23eedab3499958c6b118831ca04f013623eedab3499958c6b118831ca04f0136
184,MC000184,475,476,Evergreen MaintenanceCrew 184,MC000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b094a2186085a949d6a2dac09bae4386b094a2186085a949d6a2dac09bae438
185,MC000185,270,262,Cedar MaintenanceCrew 185,MC000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daa1cd978c465ee2a98a4c130b0aa5eedaa1cd978c465ee2a98a4c130b0aa5ee
186,MC000186,99,320,Meridian MaintenanceCrew 186,MC000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a07865ee42f5be0b3bb66bd351ccbb62a07865ee42f5be0b3bb66bd351ccbb6
187,MC000187,89,419,Willow MaintenanceCrew 187,MC000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1b78351c01b5d09896712660281da69a1b78351c01b5d09896712660281da69
188,MC000188,454,113,Liberty MaintenanceCrew 188,MC000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52cdc131751b5f8b9b6cdd32599db62652cdc131751b5f8b9b6cdd32599db626
189,MC000189,371,17,Willow MaintenanceCrew 189,MC000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd7b7b5747f45d56b97330b4e25e5e36fd7b7b5747f45d56b97330b4e25e5e36
190,MC000190,477,76,Unity MaintenanceCrew 190,MC000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a8d68e124de5a8aae8dccb1a160ee6a1a8d68e124de5a8aae8dccb1a160ee6a
191,MC000191,398,374,Riverton MaintenanceCrew 191,MC000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ccfd735e7d5d50b6eb4239b4a525c010ccfd735e7d5d50b6eb4239b4a525c0
192,MC000192,317,320,Harbor MaintenanceCrew 192,MC000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,883028a7617f52559ef8310be51054a3883028a7617f52559ef8310be51054a3
193,MC000193,58,130,Zenith MaintenanceCrew 193,MC000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f670970649c5f1bb0115b04fc8846423f670970649c5f1bb0115b04fc884642
194,MC000194,252,340,Evergreen MaintenanceCrew 194,MC000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8d5b4cb5975584e8c8c128f8914fec5b8d5b4cb5975584e8c8c128f8914fec5
195,MC000195,329,86,Pioneer MaintenanceCrew 195,MC000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f9a26306b195533ae1f43ba0a13ad4f4f9a26306b195533ae1f43ba0a13ad4f
196,MC000196,91,42,Forge MaintenanceCrew 196,MC000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05658e5782185e0399c89d6f31b7dccd05658e5782185e0399c89d6f31b7dccd
197,MC000197,110,164,Delta MaintenanceCrew 197,MC000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7309a22ff1b55bb5aaadd8d1b01985ee7309a22ff1b55bb5aaadd8d1b01985ee
198,MC000198,145,170,Orion MaintenanceCrew 198,MC000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8513268827f25d3d9cef2668351eed8e8513268827f25d3d9cef2668351eed8e
199,MC000199,52,281,Quartz MaintenanceCrew 199,MC000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,621ddbcd4d925bf388c7c62a5f2307cb621ddbcd4d925bf388c7c62a5f2307cb
200,MC000200,88,88,Delta MaintenanceCrew 200,MC000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e082d7773d665f67a5a9d123a21a5528e082d7773d665f67a5a9d123a21a5528
201,MC000201,380,333,Pioneer MaintenanceCrew 201,MC000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec64c2a4960f522f9dfc2f1b0ac3ee93ec64c2a4960f522f9dfc2f1b0ac3ee93
202,MC000202,444,442,Orion MaintenanceCrew 202,MC000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7167b9ed74ea59388ea8cc00523963a17167b9ed74ea59388ea8cc00523963a1
203,MC000203,228,295,Summit MaintenanceCrew 203,MC000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,570cdce19b505cc79a9bd2f0d438dad9570cdce19b505cc79a9bd2f0d438dad9
204,MC000204,326,263,Titan MaintenanceCrew 204,MC000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2afd12c335258c6b776fd8c57fb2660f2afd12c335258c6b776fd8c57fb2660
205,MC000205,299,188,Granite MaintenanceCrew 205,MC000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1806cc928db75bacb389a994d26e1cb91806cc928db75bacb389a994d26e1cb9
206,MC000206,132,248,Liberty MaintenanceCrew 206,MC000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5b9af5328d4527ba3b801c6a4b17b2bd5b9af5328d4527ba3b801c6a4b17b2b
207,MC000207,7,333,Quartz MaintenanceCrew 207,MC000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97382ed74dbf5f5bb9b4904b9e85e4ac97382ed74dbf5f5bb9b4904b9e85e4ac
