LaborRosterSlotKey,LaborRosterSlotCode,LaborShiftKey,LaborRosterSlotName,StartSecondOfDay,EndSecondOfDay,SourceSystemKey,BatchId,LoadedAtUtc
284,LRS000284,152,Junction LaborRosterSlot 284,5,5,1,1,2026-08-24T00:00:00.000
285,LRS000285,205,Summit LaborRosterSlot 285,6,6,1,1,2026-08-24T00:00:00.000
286,LRS000286,64,Northstar LaborRosterSlot 286,7,7,1,1,2026-08-24T00:00:00.000
287,LRS000287,217,Delta LaborRosterSlot 287,8,8,1,1,2026-08-24T00:00:00.000
288,LRS000288,133,Cedar LaborRosterSlot 288,9,9,1,1,2026-08-24T00:00:00.000
289,LRS000289,39,Quartz LaborRosterSlot 289,10,10,1,1,2026-08-24T00:00:00.000
290,LRS000290,6,Forge LaborRosterSlot 290,11,11,1,1,2026-08-24T00:00:00.000
291,LRS000291,183,Beacon LaborRosterSlot 291,12,12,1,1,2026-08-24T00:00:00.000
292,LRS000292,213,Keystone LaborRosterSlot 292,13,13,1,1,2026-08-24T00:00:00.000
293,LRS000293,87,Beacon LaborRosterSlot 293,14,14,1,1,2026-08-24T00:00:00.000
294,LRS000294,193,Meridian LaborRosterSlot 294,15,15,1,1,2026-08-24T00:00:00.000
295,LRS000295,106,Titan LaborRosterSlot 295,16,16,1,1,2026-08-24T00:00:00.000
296,LRS000296,8,Beacon LaborRosterSlot 296,17,17,1,1,2026-08-24T00:00:00.000
297,LRS000297,216,Willow LaborRosterSlot 297,18,18,1,1,2026-08-24T00:00:00.000
298,LRS000298,27,Forge LaborRosterSlot 298,19,19,1,1,2026-08-24T00:00:00.000
299,LRS000299,116,Evergreen LaborRosterSlot 299,20,20,1,1,2026-08-24T00:00:00.000
300,LRS000300,54,Evergreen LaborRosterSlot 300,21,21,1,1,2026-08-24T00:00:00.000
301,LRS000301,130,Junction LaborRosterSlot 301,22,22,1,1,2026-08-24T00:00:00.000
302,LRS000302,215,Unity LaborRosterSlot 302,23,23,1,1,2026-08-24T00:00:00.000
303,LRS000303,152,Granite LaborRosterSlot 303,24,24,1,1,2026-08-24T00:00:00.000
304,LRS000304,62,Pioneer LaborRosterSlot 304,25,25,1,1,2026-08-24T00:00:00.000
305,LRS000305,59,Riverton LaborRosterSlot 305,26,26,1,1,2026-08-24T00:00:00.000
306,LRS000306,125,Keystone LaborRosterSlot 306,27,27,1,1,2026-08-24T00:00:00.000
307,LRS000307,39,Granite LaborRosterSlot 307,28,28,1,1,2026-08-24T00:00:00.000
308,LRS000308,157,Quartz LaborRosterSlot 308,1,1,1,1,2026-08-24T00:00:00.000
309,LRS000309,114,Pioneer LaborRosterSlot 309,2,2,1,1,2026-08-24T00:00:00.000
310,LRS000310,30,Liberty LaborRosterSlot 310,3,3,1,1,2026-08-24T00:00:00.000
311,LRS000311,105,Ion LaborRosterSlot 311,4,4,1,1,2026-08-24T00:00:00.000
312,LRS000312,89,Beacon LaborRosterSlot 312,5,5,1,1,2026-08-24T00:00:00.000
313,LRS000313,195,Granite LaborRosterSlot 313,6,6,1,1,2026-08-24T00:00:00.000
314,LRS000314,88,Harbor LaborRosterSlot 314,7,7,1,1,2026-08-24T00:00:00.000
315,LRS000315,215,Evergreen LaborRosterSlot 315,8,8,1,1,2026-08-24T00:00:00.000
316,LRS000316,57,Beacon LaborRosterSlot 316,9,9,1,1,2026-08-24T00:00:00.000
317,LRS000317,61,Zenith LaborRosterSlot 317,10,10,1,1,2026-08-24T00:00:00.000
318,LRS000318,13,Summit LaborRosterSlot 318,11,11,1,1,2026-08-24T00:00:00.000
319,LRS000319,220,Ion LaborRosterSlot 319,12,12,1,1,2026-08-24T00:00:00.000
320,LRS000320,114,Harbor LaborRosterSlot 320,13,13,1,1,2026-08-24T00:00:00.000
321,LRS000321,88,Atlas LaborRosterSlot 321,14,14,1,1,2026-08-24T00:00:00.000
322,LRS000322,195,Forge LaborRosterSlot 322,15,15,1,1,2026-08-24T00:00:00.000
323,LRS000323,55,Harbor LaborRosterSlot 323,16,16,1,1,2026-08-24T00:00:00.000
324,LRS000324,94,Atlas LaborRosterSlot 324,17,17,1,1,2026-08-24T00:00:00.000
325,LRS000325,56,Summit LaborRosterSlot 325,18,18,1,1,2026-08-24T00:00:00.000
326,LRS000326,220,Unity LaborRosterSlot 326,19,19,1,1,2026-08-24T00:00:00.000
327,LRS000327,102,Vertex LaborRosterSlot 327,20,20,1,1,2026-08-24T00:00:00.000
328,LRS000328,44,Keystone LaborRosterSlot 328,21,21,1,1,2026-08-24T00:00:00.000
329,LRS000329,17,Unity LaborRosterSlot 329,22,22,1,1,2026-08-24T00:00:00.000
330,LRS000330,181,Orion LaborRosterSlot 330,23,23,1,1,2026-08-24T00:00:00.000
331,LRS000331,49,Forge LaborRosterSlot 331,24,24,1,1,2026-08-24T00:00:00.000
332,LRS000332,211,Vertex LaborRosterSlot 332,25,25,1,1,2026-08-24T00:00:00.000
333,LRS000333,130,Vertex LaborRosterSlot 333,26,26,1,1,2026-08-24T00:00:00.000
334,LRS000334,144,Zenith LaborRosterSlot 334,27,27,1,1,2026-08-24T00:00:00.000
335,LRS000335,55,Orion LaborRosterSlot 335,28,28,1,1,2026-08-24T00:00:00.000
336,LRS000336,158,Quartz LaborRosterSlot 336,1,1,1,1,2026-08-24T00:00:00.000
337,LRS000337,206,Harbor LaborRosterSlot 337,2,2,1,1,2026-08-24T00:00:00.000
338,LRS000338,158,Liberty LaborRosterSlot 338,3,3,1,1,2026-08-24T00:00:00.000
339,LRS000339,202,Quartz LaborRosterSlot 339,4,4,1,1,2026-08-24T00:00:00.000
340,LRS000340,24,Quartz LaborRosterSlot 340,5,5,1,1,2026-08-24T00:00:00.000
341,LRS000341,40,Atlas LaborRosterSlot 341,6,6,1,1,2026-08-24T00:00:00.000
342,LRS000342,77,Liberty LaborRosterSlot 342,7,7,1,1,2026-08-24T00:00:00.000
343,LRS000343,206,Evergreen LaborRosterSlot 343,8,8,1,1,2026-08-24T00:00:00.000
344,LRS000344,206,Zenith LaborRosterSlot 344,9,9,1,1,2026-08-24T00:00:00.000
345,LRS000345,31,Ion LaborRosterSlot 345,10,10,1,1,2026-08-24T00:00:00.000
346,LRS000346,5,Cedar LaborRosterSlot 346,11,11,1,1,2026-08-24T00:00:00.000
347,LRS000347,213,Vertex LaborRosterSlot 347,12,12,1,1,2026-08-24T00:00:00.000
348,LRS000348,192,Titan LaborRosterSlot 348,13,13,1,1,2026-08-24T00:00:00.000
349,LRS000349,153,Riverton LaborRosterSlot 349,14,14,1,1,2026-08-24T00:00:00.000
350,LRS000350,58,Riverton LaborRosterSlot 350,15,15,1,1,2026-08-24T00:00:00.000
351,LRS000351,112,Vertex LaborRosterSlot 351,16,16,1,1,2026-08-24T00:00:00.000
352,LRS000352,70,Beacon LaborRosterSlot 352,17,17,1,1,2026-08-24T00:00:00.000
353,LRS000353,173,Cedar LaborRosterSlot 353,18,18,1,1,2026-08-24T00:00:00.000
354,LRS000354,194,Riverton LaborRosterSlot 354,19,19,1,1,2026-08-24T00:00:00.000
355,LRS000355,51,Junction LaborRosterSlot 355,20,20,1,1,2026-08-24T00:00:00.000
356,LRS000356,25,Keystone LaborRosterSlot 356,21,21,1,1,2026-08-24T00:00:00.000
357,LRS000357,169,Riverton LaborRosterSlot 357,22,22,1,1,2026-08-24T00:00:00.000
358,LRS000358,99,Willow LaborRosterSlot 358,23,23,1,1,2026-08-24T00:00:00.000
359,LRS000359,166,Quartz LaborRosterSlot 359,24,24,1,1,2026-08-24T00:00:00.000
360,LRS000360,29,Delta LaborRosterSlot 360,25,25,1,1,2026-08-24T00:00:00.000
361,LRS000361,206,Zenith LaborRosterSlot 361,26,26,1,1,2026-08-24T00:00:00.000
362,LRS000362,126,Willow LaborRosterSlot 362,27,27,1,1,2026-08-24T00:00:00.000
363,LRS000363,79,Cedar LaborRosterSlot 363,28,28,1,1,2026-08-24T00:00:00.000
364,LRS000364,213,Evergreen LaborRosterSlot 364,1,1,1,1,2026-08-24T00:00:00.000
365,LRS000365,131,Delta LaborRosterSlot 365,2,2,1,1,2026-08-24T00:00:00.000
366,LRS000366,169,Vertex LaborRosterSlot 366,3,3,1,1,2026-08-24T00:00:00.000
367,LRS000367,196,Ion LaborRosterSlot 367,4,4,1,1,2026-08-24T00:00:00.000
368,LRS000368,79,Willow LaborRosterSlot 368,5,5,1,1,2026-08-24T00:00:00.000
369,LRS000369,73,Unity LaborRosterSlot 369,6,6,1,1,2026-08-24T00:00:00.000
370,LRS000370,32,Ion LaborRosterSlot 370,7,7,1,1,2026-08-24T00:00:00.000
371,LRS000371,140,Evergreen LaborRosterSlot 371,8,8,1,1,2026-08-24T00:00:00.000
372,LRS000372,161,Unity LaborRosterSlot 372,9,9,1,1,2026-08-24T00:00:00.000
373,LRS000373,3,Vertex LaborRosterSlot 373,10,10,1,1,2026-08-24T00:00:00.000
374,LRS000374,67,Willow LaborRosterSlot 374,11,11,1,1,2026-08-24T00:00:00.000
375,LRS000375,58,Harbor LaborRosterSlot 375,12,12,1,1,2026-08-24T00:00:00.000
376,LRS000376,35,Beacon LaborRosterSlot 376,13,13,1,1,2026-08-24T00:00:00.000
377,LRS000377,138,Pioneer LaborRosterSlot 377,14,14,1,1,2026-08-24T00:00:00.000
378,LRS000378,115,Vertex LaborRosterSlot 378,15,15,1,1,2026-08-24T00:00:00.000
379,LRS000379,214,Cedar LaborRosterSlot 379,16,16,1,1,2026-08-24T00:00:00.000
380,LRS000380,164,Riverton LaborRosterSlot 380,17,17,1,1,2026-08-24T00:00:00.000
381,LRS000381,163,Meridian LaborRosterSlot 381,18,18,1,1,2026-08-24T00:00:00.000
382,LRS000382,188,Harbor LaborRosterSlot 382,19,19,1,1,2026-08-24T00:00:00.000
383,LRS000383,169,Zenith LaborRosterSlot 383,20,20,1,1,2026-08-24T00:00:00.000
384,LRS000384,21,Harbor LaborRosterSlot 384,21,21,1,1,2026-08-24T00:00:00.000
385,LRS000385,188,Liberty LaborRosterSlot 385,22,22,1,1,2026-08-24T00:00:00.000
386,LRS000386,144,Summit LaborRosterSlot 386,23,23,1,1,2026-08-24T00:00:00.000
387,LRS000387,166,Atlas LaborRosterSlot 387,24,24,1,1,2026-08-24T00:00:00.000
388,LRS000388,105,Quartz LaborRosterSlot 388,25,25,1,1,2026-08-24T00:00:00.000
389,LRS000389,153,Summit LaborRosterSlot 389,26,26,1,1,2026-08-24T00:00:00.000
390,LRS000390,144,Ion LaborRosterSlot 390,27,27,1,1,2026-08-24T00:00:00.000
391,LRS000391,133,Granite LaborRosterSlot 391,28,28,1,1,2026-08-24T00:00:00.000
392,LRS000392,126,Titan LaborRosterSlot 392,1,1,1,1,2026-08-24T00:00:00.000
393,LRS000393,55,Atlas LaborRosterSlot 393,2,2,1,1,2026-08-24T00:00:00.000
394,LRS000394,195,Summit LaborRosterSlot 394,3,3,1,1,2026-08-24T00:00:00.000
395,LRS000395,204,Beacon LaborRosterSlot 395,4,4,1,1,2026-08-24T00:00:00.000
396,LRS000396,130,Zenith LaborRosterSlot 396,5,5,1,1,2026-08-24T00:00:00.000
397,LRS000397,207,Northstar LaborRosterSlot 397,6,6,1,1,2026-08-24T00:00:00.000
398,LRS000398,111,Unity LaborRosterSlot 398,7,7,1,1,2026-08-24T00:00:00.000
399,LRS000399,58,Willow LaborRosterSlot 399,8,8,1,1,2026-08-24T00:00:00.000
400,LRS000400,153,Junction LaborRosterSlot 400,9,9,1,1,2026-08-24T00:00:00.000
401,LRS000401,186,Keystone LaborRosterSlot 401,10,10,1,1,2026-08-24T00:00:00.000
402,LRS000402,101,Delta LaborRosterSlot 402,11,11,1,1,2026-08-24T00:00:00.000
403,LRS000403,185,Willow LaborRosterSlot 403,12,12,1,1,2026-08-24T00:00:00.000
404,LRS000404,29,Willow LaborRosterSlot 404,13,13,1,1,2026-08-24T00:00:00.000
405,LRS000405,123,Riverton LaborRosterSlot 405,14,14,1,1,2026-08-24T00:00:00.000
406,LRS000406,142,Northstar LaborRosterSlot 406,15,15,1,1,2026-08-24T00:00:00.000
407,LRS000407,83,Zenith LaborRosterSlot 407,16,16,1,1,2026-08-24T00:00:00.000
408,LRS000408,180,Keystone LaborRosterSlot 408,17,17,1,1,2026-08-24T00:00:00.000
409,LRS000409,189,Atlas LaborRosterSlot 409,18,18,1,1,2026-08-24T00:00:00.000
410,LRS000410,7,Beacon LaborRosterSlot 410,19,19,1,1,2026-08-24T00:00:00.000
411,LRS000411,73,Harbor LaborRosterSlot 411,20,20,1,1,2026-08-24T00:00:00.000
412,LRS000412,44,Forge LaborRosterSlot 412,21,21,1,1,2026-08-24T00:00:00.000
413,LRS000413,166,Quartz LaborRosterSlot 413,22,22,1,1,2026-08-24T00:00:00.000
414,LRS000414,101,Willow LaborRosterSlot 414,23,23,1,1,2026-08-24T00:00:00.000
415,LRS000415,112,Vertex LaborRosterSlot 415,24,24,1,1,2026-08-24T00:00:00.000
416,LRS000416,49,Meridian LaborRosterSlot 416,25,25,1,1,2026-08-24T00:00:00.000
417,LRS000417,29,Forge LaborRosterSlot 417,26,26,1,1,2026-08-24T00:00:00.000
418,LRS000418,211,Evergreen LaborRosterSlot 418,27,27,1,1,2026-08-24T00:00:00.000
419,LRS000419,6,Cedar LaborRosterSlot 419,28,28,1,1,2026-08-24T00:00:00.000
420,LRS000420,41,Quartz LaborRosterSlot 420,1,1,1,1,2026-08-24T00:00:00.000
421,LRS000421,55,Atlas LaborRosterSlot 421,2,2,1,1,2026-08-24T00:00:00.000
422,LRS000422,99,Riverton LaborRosterSlot 422,3,3,1,1,2026-08-24T00:00:00.000
423,LRS000423,214,Vertex LaborRosterSlot 423,4,4,1,1,2026-08-24T00:00:00.000
424,LRS000424,214,Evergreen LaborRosterSlot 424,5,5,1,1,2026-08-24T00:00:00.000
425,LRS000425,58,Forge LaborRosterSlot 425,6,6,1,1,2026-08-24T00:00:00.000
426,LRS000426,196,Junction LaborRosterSlot 426,7,7,1,1,2026-08-24T00:00:00.000
427,LRS000427,173,Titan LaborRosterSlot 427,8,8,1,1,2026-08-24T00:00:00.000
428,LRS000428,69,Northstar LaborRosterSlot 428,9,9,1,1,2026-08-24T00:00:00.000
429,LRS000429,89,Junction LaborRosterSlot 429,10,10,1,1,2026-08-24T00:00:00.000
430,LRS000430,171,Unity LaborRosterSlot 430,11,11,1,1,2026-08-24T00:00:00.000
431,LRS000431,196,Riverton LaborRosterSlot 431,12,12,1,1,2026-08-24T00:00:00.000
432,LRS000432,52,Atlas LaborRosterSlot 432,13,13,1,1,2026-08-24T00:00:00.000
433,LRS000433,114,Pioneer LaborRosterSlot 433,14,14,1,1,2026-08-24T00:00:00.000
434,LRS000434,184,Ion LaborRosterSlot 434,15,15,1,1,2026-08-24T00:00:00.000
435,LRS000435,13,Riverton LaborRosterSlot 435,16,16,1,1,2026-08-24T00:00:00.000
436,LRS000436,186,Liberty LaborRosterSlot 436,17,17,1,1,2026-08-24T00:00:00.000
437,LRS000437,27,Ion LaborRosterSlot 437,18,18,1,1,2026-08-24T00:00:00.000
438,LRS000438,189,Quartz LaborRosterSlot 438,19,19,1,1,2026-08-24T00:00:00.000
439,LRS000439,66,Evergreen LaborRosterSlot 439,20,20,1,1,2026-08-24T00:00:00.000
440,LRS000440,218,Cedar LaborRosterSlot 440,21,21,1,1,2026-08-24T00:00:00.000
441,LRS000441,21,Zenith LaborRosterSlot 441,22,22,1,1,2026-08-24T00:00:00.000
442,LRS000442,77,Unity LaborRosterSlot 442,23,23,1,1,2026-08-24T00:00:00.000
443,LRS000443,97,Liberty LaborRosterSlot 443,24,24,1,1,2026-08-24T00:00:00.000
444,LRS000444,71,Junction LaborRosterSlot 444,25,25,1,1,2026-08-24T00:00:00.000
445,LRS000445,26,Riverton LaborRosterSlot 445,26,26,1,1,2026-08-24T00:00:00.000
446,LRS000446,86,Northstar LaborRosterSlot 446,27,27,1,1,2026-08-24T00:00:00.000
447,LRS000447,44,Vertex LaborRosterSlot 447,28,28,1,1,2026-08-24T00:00:00.000
448,LRS000448,25,Forge LaborRosterSlot 448,1,1,1,1,2026-08-24T00:00:00.000
449,LRS000449,94,Unity LaborRosterSlot 449,2,2,1,1,2026-08-24T00:00:00.000
450,LRS000450,154,Zenith LaborRosterSlot 450,3,3,1,1,2026-08-24T00:00:00.000
451,LRS000451,89,Pioneer LaborRosterSlot 451,4,4,1,1,2026-08-24T00:00:00.000
452,LRS000452,59,Harbor LaborRosterSlot 452,5,5,1,1,2026-08-24T00:00:00.000
453,LRS000453,25,Beacon LaborRosterSlot 453,6,6,1,1,2026-08-24T00:00:00.000
454,LRS000454,199,Evergreen LaborRosterSlot 454,7,7,1,1,2026-08-24T00:00:00.000
455,LRS000455,159,Meridian LaborRosterSlot 455,8,8,1,1,2026-08-24T00:00:00.000
456,LRS000456,171,Liberty LaborRosterSlot 456,9,9,1,1,2026-08-24T00:00:00.000
457,LRS000457,158,Summit LaborRosterSlot 457,10,10,1,1,2026-08-24T00:00:00.000
458,LRS000458,9,Northstar LaborRosterSlot 458,11,11,1,1,2026-08-24T00:00:00.000
459,LRS000459,119,Pioneer LaborRosterSlot 459,12,12,1,1,2026-08-24T00:00:00.000
460,LRS000460,148,Pioneer LaborRosterSlot 460,13,13,1,1,2026-08-24T00:00:00.000
461,LRS000461,20,Evergreen LaborRosterSlot 461,14,14,1,1,2026-08-24T00:00:00.000
462,LRS000462,142,Vertex LaborRosterSlot 462,15,15,1,1,2026-08-24T00:00:00.000
463,LRS000463,20,Northstar LaborRosterSlot 463,16,16,1,1,2026-08-24T00:00:00.000
464,LRS000464,220,Cedar LaborRosterSlot 464,17,17,1,1,2026-08-24T00:00:00.000
465,LRS000465,22,Cedar LaborRosterSlot 465,18,18,1,1,2026-08-24T00:00:00.000
466,LRS000466,78,Titan LaborRosterSlot 466,19,19,1,1,2026-08-24T00:00:00.000
467,LRS000467,187,Meridian LaborRosterSlot 467,20,20,1,1,2026-08-24T00:00:00.000
468,LRS000468,112,Delta LaborRosterSlot 468,21,21,1,1,2026-08-24T00:00:00.000
469,LRS000469,10,Cedar LaborRosterSlot 469,22,22,1,1,2026-08-24T00:00:00.000
470,LRS000470,182,Orion LaborRosterSlot 470,23,23,1,1,2026-08-24T00:00:00.000
471,LRS000471,13,Summit LaborRosterSlot 471,24,24,1,1,2026-08-24T00:00:00.000
472,LRS000472,54,Summit LaborRosterSlot 472,25,25,1,1,2026-08-24T00:00:00.000
473,LRS000473,82,Quartz LaborRosterSlot 473,26,26,1,1,2026-08-24T00:00:00.000
474,LRS000474,52,Atlas LaborRosterSlot 474,27,27,1,1,2026-08-24T00:00:00.000
475,LRS000475,176,Northstar LaborRosterSlot 475,28,28,1,1,2026-08-24T00:00:00.000
476,LRS000476,207,Orion LaborRosterSlot 476,1,1,1,1,2026-08-24T00:00:00.000
477,LRS000477,27,Quartz LaborRosterSlot 477,2,2,1,1,2026-08-24T00:00:00.000
478,LRS000478,106,Atlas LaborRosterSlot 478,3,3,1,1,2026-08-24T00:00:00.000
479,LRS000479,160,Atlas LaborRosterSlot 479,4,4,1,1,2026-08-24T00:00:00.000
480,LRS000480,45,Cedar LaborRosterSlot 480,5,5,1,1,2026-08-24T00:00:00.000
481,LRS000481,171,Delta LaborRosterSlot 481,6,6,1,1,2026-08-24T00:00:00.000
482,LRS000482,197,Liberty LaborRosterSlot 482,7,7,1,1,2026-08-24T00:00:00.000
483,LRS000483,38,Delta LaborRosterSlot 483,8,8,1,1,2026-08-24T00:00:00.000
484,LRS000484,218,Meridian LaborRosterSlot 484,9,9,1,1,2026-08-24T00:00:00.000
485,LRS000485,199,Titan LaborRosterSlot 485,10,10,1,1,2026-08-24T00:00:00.000
486,LRS000486,178,Evergreen LaborRosterSlot 486,11,11,1,1,2026-08-24T00:00:00.000
487,LRS000487,28,Orion LaborRosterSlot 487,12,12,1,1,2026-08-24T00:00:00.000
488,LRS000488,158,Cedar LaborRosterSlot 488,13,13,1,1,2026-08-24T00:00:00.000
489,LRS000489,2,Evergreen LaborRosterSlot 489,14,14,1,1,2026-08-24T00:00:00.000
490,LRS000490,9,Beacon LaborRosterSlot 490,15,15,1,1,2026-08-24T00:00:00.000
491,LRS000491,123,Vertex LaborRosterSlot 491,16,16,1,1,2026-08-24T00:00:00.000
492,LRS000492,36,Willow LaborRosterSlot 492,17,17,1,1,2026-08-24T00:00:00.000
493,LRS000493,195,Northstar LaborRosterSlot 493,18,18,1,1,2026-08-24T00:00:00.000
494,LRS000494,54,Liberty LaborRosterSlot 494,19,19,1,1,2026-08-24T00:00:00.000
495,LRS000495,125,Summit LaborRosterSlot 495,20,20,1,1,2026-08-24T00:00:00.000
496,LRS000496,121,Keystone LaborRosterSlot 496,21,21,1,1,2026-08-24T00:00:00.000
497,LRS000497,203,Evergreen LaborRosterSlot 497,22,22,1,1,2026-08-24T00:00:00.000
498,LRS000498,35,Beacon LaborRosterSlot 498,23,23,1,1,2026-08-24T00:00:00.000
499,LRS000499,147,Beacon LaborRosterSlot 499,24,24,1,1,2026-08-24T00:00:00.000
500,LRS000500,102,Pioneer LaborRosterSlot 500,25,25,1,1,2026-08-24T00:00:00.000
