MachineCapacityRatingKey,MachineCapacityRatingCode,MachineCapacityBandKey,MachineCapacityRatingName,SourceSystemKey,BatchId,LoadedAtUtc
310,MCR000310,206,Evergreen MachineCapacityRating 310,1,1,2026-08-24T00:00:00.000
311,MCR000311,116,Granite MachineCapacityRating 311,1,1,2026-08-24T00:00:00.000
312,MCR000312,119,Unity MachineCapacityRating 312,1,1,2026-08-24T00:00:00.000
313,MCR000313,144,Atlas MachineCapacityRating 313,1,1,2026-08-24T00:00:00.000
314,MCR000314,114,Meridian MachineCapacityRating 314,1,1,2026-08-24T00:00:00.000
315,MCR000315,61,Summit MachineCapacityRating 315,1,1,2026-08-24T00:00:00.000
316,MCR000316,31,Northstar MachineCapacityRating 316,1,1,2026-08-24T00:00:00.000
317,MCR000317,197,Keystone MachineCapacityRating 317,1,1,2026-08-24T00:00:00.000
318,MCR000318,161,Zenith MachineCapacityRating 318,1,1,2026-08-24T00:00:00.000
319,MCR000319,14,Quartz MachineCapacityRating 319,1,1,2026-08-24T00:00:00.000
320,MCR000320,18,Liberty MachineCapacityRating 320,1,1,2026-08-24T00:00:00.000
321,MCR000321,208,Riverton MachineCapacityRating 321,1,1,2026-08-24T00:00:00.000
322,MCR000322,41,Cedar MachineCapacityRating 322,1,1,2026-08-24T00:00:00.000
323,MCR000323,160,Quartz MachineCapacityRating 323,1,1,2026-08-24T00:00:00.000
324,MCR000324,95,Forge MachineCapacityRating 324,1,1,2026-08-24T00:00:00.000
325,MCR000325,32,Granite MachineCapacityRating 325,1,1,2026-08-24T00:00:00.000
326,MCR000326,26,Zenith MachineCapacityRating 326,1,1,2026-08-24T00:00:00.000
327,MCR000327,79,Titan MachineCapacityRating 327,1,1,2026-08-24T00:00:00.000
328,MCR000328,198,Quartz MachineCapacityRating 328,1,1,2026-08-24T00:00:00.000
329,MCR000329,209,Delta MachineCapacityRating 329,1,1,2026-08-24T00:00:00.000
330,MCR000330,104,Delta MachineCapacityRating 330,1,1,2026-08-24T00:00:00.000
331,MCR000331,159,Unity MachineCapacityRating 331,1,1,2026-08-24T00:00:00.000
332,MCR000332,7,Beacon MachineCapacityRating 332,1,1,2026-08-24T00:00:00.000
333,MCR000333,95,Pioneer MachineCapacityRating 333,1,1,2026-08-24T00:00:00.000
334,MCR000334,51,Beacon MachineCapacityRating 334,1,1,2026-08-24T00:00:00.000
335,MCR000335,119,Riverton MachineCapacityRating 335,1,1,2026-08-24T00:00:00.000
336,MCR000336,90,Orion MachineCapacityRating 336,1,1,2026-08-24T00:00:00.000
337,MCR000337,186,Liberty MachineCapacityRating 337,1,1,2026-08-24T00:00:00.000
338,MCR000338,15,Cedar MachineCapacityRating 338,1,1,2026-08-24T00:00:00.000
339,MCR000339,82,Titan MachineCapacityRating 339,1,1,2026-08-24T00:00:00.000
340,MCR000340,165,Delta MachineCapacityRating 340,1,1,2026-08-24T00:00:00.000
341,MCR000341,172,Pioneer MachineCapacityRating 341,1,1,2026-08-24T00:00:00.000
342,MCR000342,188,Summit MachineCapacityRating 342,1,1,2026-08-24T00:00:00.000
343,MCR000343,124,Cedar MachineCapacityRating 343,1,1,2026-08-24T00:00:00.000
344,MCR000344,219,Junction MachineCapacityRating 344,1,1,2026-08-24T00:00:00.000
345,MCR000345,153,Unity MachineCapacityRating 345,1,1,2026-08-24T00:00:00.000
346,MCR000346,199,Meridian MachineCapacityRating 346,1,1,2026-08-24T00:00:00.000
347,MCR000347,112,Vertex MachineCapacityRating 347,1,1,2026-08-24T00:00:00.000
348,MCR000348,126,Liberty MachineCapacityRating 348,1,1,2026-08-24T00:00:00.000
349,MCR000349,93,Cedar MachineCapacityRating 349,1,1,2026-08-24T00:00:00.000
350,MCR000350,39,Quartz MachineCapacityRating 350,1,1,2026-08-24T00:00:00.000
351,MCR000351,77,Forge MachineCapacityRating 351,1,1,2026-08-24T00:00:00.000
352,MCR000352,142,Northstar MachineCapacityRating 352,1,1,2026-08-24T00:00:00.000
353,MCR000353,15,Beacon MachineCapacityRating 353,1,1,2026-08-24T00:00:00.000
354,MCR000354,42,Ion MachineCapacityRating 354,1,1,2026-08-24T00:00:00.000
355,MCR000355,90,Evergreen MachineCapacityRating 355,1,1,2026-08-24T00:00:00.000
356,MCR000356,19,Zenith MachineCapacityRating 356,1,1,2026-08-24T00:00:00.000
357,MCR000357,72,Unity MachineCapacityRating 357,1,1,2026-08-24T00:00:00.000
358,MCR000358,142,Liberty MachineCapacityRating 358,1,1,2026-08-24T00:00:00.000
359,MCR000359,128,Harbor MachineCapacityRating 359,1,1,2026-08-24T00:00:00.000
360,MCR000360,26,Zenith MachineCapacityRating 360,1,1,2026-08-24T00:00:00.000
361,MCR000361,218,Evergreen MachineCapacityRating 361,1,1,2026-08-24T00:00:00.000
362,MCR000362,17,Granite MachineCapacityRating 362,1,1,2026-08-24T00:00:00.000
363,MCR000363,207,Beacon MachineCapacityRating 363,1,1,2026-08-24T00:00:00.000
364,MCR000364,132,Granite MachineCapacityRating 364,1,1,2026-08-24T00:00:00.000
365,MCR000365,207,Pioneer MachineCapacityRating 365,1,1,2026-08-24T00:00:00.000
366,MCR000366,189,Atlas MachineCapacityRating 366,1,1,2026-08-24T00:00:00.000
367,MCR000367,132,Riverton MachineCapacityRating 367,1,1,2026-08-24T00:00:00.000
368,MCR000368,107,Keystone MachineCapacityRating 368,1,1,2026-08-24T00:00:00.000
369,MCR000369,141,Atlas MachineCapacityRating 369,1,1,2026-08-24T00:00:00.000
370,MCR000370,176,Atlas MachineCapacityRating 370,1,1,2026-08-24T00:00:00.000
371,MCR000371,156,Ion MachineCapacityRating 371,1,1,2026-08-24T00:00:00.000
372,MCR000372,113,Delta MachineCapacityRating 372,1,1,2026-08-24T00:00:00.000
373,MCR000373,59,Pioneer MachineCapacityRating 373,1,1,2026-08-24T00:00:00.000
374,MCR000374,75,Liberty MachineCapacityRating 374,1,1,2026-08-24T00:00:00.000
375,MCR000375,123,Cedar MachineCapacityRating 375,1,1,2026-08-24T00:00:00.000
376,MCR000376,18,Keystone MachineCapacityRating 376,1,1,2026-08-24T00:00:00.000
377,MCR000377,90,Beacon MachineCapacityRating 377,1,1,2026-08-24T00:00:00.000
378,MCR000378,89,Zenith MachineCapacityRating 378,1,1,2026-08-24T00:00:00.000
379,MCR000379,112,Meridian MachineCapacityRating 379,1,1,2026-08-24T00:00:00.000
380,MCR000380,53,Keystone MachineCapacityRating 380,1,1,2026-08-24T00:00:00.000
381,MCR000381,197,Vertex MachineCapacityRating 381,1,1,2026-08-24T00:00:00.000
382,MCR000382,164,Orion MachineCapacityRating 382,1,1,2026-08-24T00:00:00.000
383,MCR000383,7,Riverton MachineCapacityRating 383,1,1,2026-08-24T00:00:00.000
384,MCR000384,116,Keystone MachineCapacityRating 384,1,1,2026-08-24T00:00:00.000
385,MCR000385,220,Willow MachineCapacityRating 385,1,1,2026-08-24T00:00:00.000
386,MCR000386,82,Forge MachineCapacityRating 386,1,1,2026-08-24T00:00:00.000
387,MCR000387,60,Zenith MachineCapacityRating 387,1,1,2026-08-24T00:00:00.000
388,MCR000388,157,Forge MachineCapacityRating 388,1,1,2026-08-24T00:00:00.000
389,MCR000389,188,Forge MachineCapacityRating 389,1,1,2026-08-24T00:00:00.000
390,MCR000390,134,Titan MachineCapacityRating 390,1,1,2026-08-24T00:00:00.000
391,MCR000391,69,Riverton MachineCapacityRating 391,1,1,2026-08-24T00:00:00.000
392,MCR000392,200,Zenith MachineCapacityRating 392,1,1,2026-08-24T00:00:00.000
393,MCR000393,122,Ion MachineCapacityRating 393,1,1,2026-08-24T00:00:00.000
394,MCR000394,123,Evergreen MachineCapacityRating 394,1,1,2026-08-24T00:00:00.000
395,MCR000395,127,Evergreen MachineCapacityRating 395,1,1,2026-08-24T00:00:00.000
396,MCR000396,75,Vertex MachineCapacityRating 396,1,1,2026-08-24T00:00:00.000
397,MCR000397,132,Riverton MachineCapacityRating 397,1,1,2026-08-24T00:00:00.000
398,MCR000398,68,Evergreen MachineCapacityRating 398,1,1,2026-08-24T00:00:00.000
399,MCR000399,34,Quartz MachineCapacityRating 399,1,1,2026-08-24T00:00:00.000
400,MCR000400,197,Granite MachineCapacityRating 400,1,1,2026-08-24T00:00:00.000
401,MCR000401,87,Liberty MachineCapacityRating 401,1,1,2026-08-24T00:00:00.000
402,MCR000402,114,Pioneer MachineCapacityRating 402,1,1,2026-08-24T00:00:00.000
403,MCR000403,130,Meridian MachineCapacityRating 403,1,1,2026-08-24T00:00:00.000
404,MCR000404,1,Unity MachineCapacityRating 404,1,1,2026-08-24T00:00:00.000
405,MCR000405,106,Quartz MachineCapacityRating 405,1,1,2026-08-24T00:00:00.000
406,MCR000406,157,Quartz MachineCapacityRating 406,1,1,2026-08-24T00:00:00.000
407,MCR000407,49,Beacon MachineCapacityRating 407,1,1,2026-08-24T00:00:00.000
408,MCR000408,8,Granite MachineCapacityRating 408,1,1,2026-08-24T00:00:00.000
409,MCR000409,15,Riverton MachineCapacityRating 409,1,1,2026-08-24T00:00:00.000
410,MCR000410,161,Forge MachineCapacityRating 410,1,1,2026-08-24T00:00:00.000
411,MCR000411,125,Willow MachineCapacityRating 411,1,1,2026-08-24T00:00:00.000
412,MCR000412,14,Riverton MachineCapacityRating 412,1,1,2026-08-24T00:00:00.000
413,MCR000413,180,Vertex MachineCapacityRating 413,1,1,2026-08-24T00:00:00.000
414,MCR000414,78,Granite MachineCapacityRating 414,1,1,2026-08-24T00:00:00.000
415,MCR000415,134,Harbor MachineCapacityRating 415,1,1,2026-08-24T00:00:00.000
416,MCR000416,79,Zenith MachineCapacityRating 416,1,1,2026-08-24T00:00:00.000
417,MCR000417,61,Riverton MachineCapacityRating 417,1,1,2026-08-24T00:00:00.000
418,MCR000418,129,Riverton MachineCapacityRating 418,1,1,2026-08-24T00:00:00.000
419,MCR000419,72,Beacon MachineCapacityRating 419,1,1,2026-08-24T00:00:00.000
420,MCR000420,120,Atlas MachineCapacityRating 420,1,1,2026-08-24T00:00:00.000
421,MCR000421,17,Quartz MachineCapacityRating 421,1,1,2026-08-24T00:00:00.000
422,MCR000422,20,Junction MachineCapacityRating 422,1,1,2026-08-24T00:00:00.000
423,MCR000423,152,Evergreen MachineCapacityRating 423,1,1,2026-08-24T00:00:00.000
424,MCR000424,203,Granite MachineCapacityRating 424,1,1,2026-08-24T00:00:00.000
425,MCR000425,61,Willow MachineCapacityRating 425,1,1,2026-08-24T00:00:00.000
426,MCR000426,205,Granite MachineCapacityRating 426,1,1,2026-08-24T00:00:00.000
427,MCR000427,101,Keystone MachineCapacityRating 427,1,1,2026-08-24T00:00:00.000
428,MCR000428,104,Liberty MachineCapacityRating 428,1,1,2026-08-24T00:00:00.000
429,MCR000429,207,Willow MachineCapacityRating 429,1,1,2026-08-24T00:00:00.000
430,MCR000430,152,Orion MachineCapacityRating 430,1,1,2026-08-24T00:00:00.000
431,MCR000431,18,Cedar MachineCapacityRating 431,1,1,2026-08-24T00:00:00.000
432,MCR000432,146,Granite MachineCapacityRating 432,1,1,2026-08-24T00:00:00.000
433,MCR000433,135,Unity MachineCapacityRating 433,1,1,2026-08-24T00:00:00.000
434,MCR000434,198,Unity MachineCapacityRating 434,1,1,2026-08-24T00:00:00.000
435,MCR000435,3,Liberty MachineCapacityRating 435,1,1,2026-08-24T00:00:00.000
436,MCR000436,152,Northstar MachineCapacityRating 436,1,1,2026-08-24T00:00:00.000
437,MCR000437,97,Evergreen MachineCapacityRating 437,1,1,2026-08-24T00:00:00.000
438,MCR000438,165,Quartz MachineCapacityRating 438,1,1,2026-08-24T00:00:00.000
439,MCR000439,21,Vertex MachineCapacityRating 439,1,1,2026-08-24T00:00:00.000
440,MCR000440,218,Evergreen MachineCapacityRating 440,1,1,2026-08-24T00:00:00.000
441,MCR000441,197,Liberty MachineCapacityRating 441,1,1,2026-08-24T00:00:00.000
442,MCR000442,178,Zenith MachineCapacityRating 442,1,1,2026-08-24T00:00:00.000
443,MCR000443,161,Pioneer MachineCapacityRating 443,1,1,2026-08-24T00:00:00.000
444,MCR000444,139,Keystone MachineCapacityRating 444,1,1,2026-08-24T00:00:00.000
445,MCR000445,98,Evergreen MachineCapacityRating 445,1,1,2026-08-24T00:00:00.000
446,MCR000446,196,Titan MachineCapacityRating 446,1,1,2026-08-24T00:00:00.000
447,MCR000447,79,Keystone MachineCapacityRating 447,1,1,2026-08-24T00:00:00.000
448,MCR000448,182,Forge MachineCapacityRating 448,1,1,2026-08-24T00:00:00.000
449,MCR000449,92,Summit MachineCapacityRating 449,1,1,2026-08-24T00:00:00.000
450,MCR000450,72,Summit MachineCapacityRating 450,1,1,2026-08-24T00:00:00.000
451,MCR000451,54,Meridian MachineCapacityRating 451,1,1,2026-08-24T00:00:00.000
452,MCR000452,43,Unity MachineCapacityRating 452,1,1,2026-08-24T00:00:00.000
453,MCR000453,23,Cedar MachineCapacityRating 453,1,1,2026-08-24T00:00:00.000
454,MCR000454,147,Harbor MachineCapacityRating 454,1,1,2026-08-24T00:00:00.000
455,MCR000455,158,Riverton MachineCapacityRating 455,1,1,2026-08-24T00:00:00.000
456,MCR000456,170,Granite MachineCapacityRating 456,1,1,2026-08-24T00:00:00.000
457,MCR000457,71,Forge MachineCapacityRating 457,1,1,2026-08-24T00:00:00.000
458,MCR000458,20,Pioneer MachineCapacityRating 458,1,1,2026-08-24T00:00:00.000
459,MCR000459,105,Keystone MachineCapacityRating 459,1,1,2026-08-24T00:00:00.000
460,MCR000460,133,Riverton MachineCapacityRating 460,1,1,2026-08-24T00:00:00.000
461,MCR000461,125,Granite MachineCapacityRating 461,1,1,2026-08-24T00:00:00.000
462,MCR000462,106,Atlas MachineCapacityRating 462,1,1,2026-08-24T00:00:00.000
463,MCR000463,18,Vertex MachineCapacityRating 463,1,1,2026-08-24T00:00:00.000
464,MCR000464,18,Pioneer MachineCapacityRating 464,1,1,2026-08-24T00:00:00.000
465,MCR000465,217,Keystone MachineCapacityRating 465,1,1,2026-08-24T00:00:00.000
466,MCR000466,24,Keystone MachineCapacityRating 466,1,1,2026-08-24T00:00:00.000
467,MCR000467,117,Zenith MachineCapacityRating 467,1,1,2026-08-24T00:00:00.000
468,MCR000468,149,Quartz MachineCapacityRating 468,1,1,2026-08-24T00:00:00.000
469,MCR000469,213,Junction MachineCapacityRating 469,1,1,2026-08-24T00:00:00.000
470,MCR000470,75,Unity MachineCapacityRating 470,1,1,2026-08-24T00:00:00.000
471,MCR000471,8,Atlas MachineCapacityRating 471,1,1,2026-08-24T00:00:00.000
472,MCR000472,132,Willow MachineCapacityRating 472,1,1,2026-08-24T00:00:00.000
473,MCR000473,152,Willow MachineCapacityRating 473,1,1,2026-08-24T00:00:00.000
474,MCR000474,42,Granite MachineCapacityRating 474,1,1,2026-08-24T00:00:00.000
475,MCR000475,91,Forge MachineCapacityRating 475,1,1,2026-08-24T00:00:00.000
476,MCR000476,93,Orion MachineCapacityRating 476,1,1,2026-08-24T00:00:00.000
477,MCR000477,55,Junction MachineCapacityRating 477,1,1,2026-08-24T00:00:00.000
478,MCR000478,220,Evergreen MachineCapacityRating 478,1,1,2026-08-24T00:00:00.000
479,MCR000479,186,Forge MachineCapacityRating 479,1,1,2026-08-24T00:00:00.000
480,MCR000480,87,Ion MachineCapacityRating 480,1,1,2026-08-24T00:00:00.000
481,MCR000481,169,Keystone MachineCapacityRating 481,1,1,2026-08-24T00:00:00.000
482,MCR000482,71,Beacon MachineCapacityRating 482,1,1,2026-08-24T00:00:00.000
483,MCR000483,149,Willow MachineCapacityRating 483,1,1,2026-08-24T00:00:00.000
484,MCR000484,166,Northstar MachineCapacityRating 484,1,1,2026-08-24T00:00:00.000
485,MCR000485,212,Quartz MachineCapacityRating 485,1,1,2026-08-24T00:00:00.000
486,MCR000486,85,Evergreen MachineCapacityRating 486,1,1,2026-08-24T00:00:00.000
487,MCR000487,197,Forge MachineCapacityRating 487,1,1,2026-08-24T00:00:00.000
488,MCR000488,15,Zenith MachineCapacityRating 488,1,1,2026-08-24T00:00:00.000
489,MCR000489,157,Orion MachineCapacityRating 489,1,1,2026-08-24T00:00:00.000
490,MCR000490,161,Riverton MachineCapacityRating 490,1,1,2026-08-24T00:00:00.000
491,MCR000491,164,Junction MachineCapacityRating 491,1,1,2026-08-24T00:00:00.000
492,MCR000492,14,Meridian MachineCapacityRating 492,1,1,2026-08-24T00:00:00.000
493,MCR000493,26,Titan MachineCapacityRating 493,1,1,2026-08-24T00:00:00.000
494,MCR000494,120,Pioneer MachineCapacityRating 494,1,1,2026-08-24T00:00:00.000
495,MCR000495,68,Liberty MachineCapacityRating 495,1,1,2026-08-24T00:00:00.000
496,MCR000496,123,Zenith MachineCapacityRating 496,1,1,2026-08-24T00:00:00.000
497,MCR000497,150,Northstar MachineCapacityRating 497,1,1,2026-08-24T00:00:00.000
498,MCR000498,61,Pioneer MachineCapacityRating 498,1,1,2026-08-24T00:00:00.000
499,MCR000499,94,Junction MachineCapacityRating 499,1,1,2026-08-24T00:00:00.000
500,MCR000500,7,Titan MachineCapacityRating 500,1,1,2026-08-24T00:00:00.000
