MachineUtilityMeterKey,UtilityMeterNumber,MachineKey,PlantKey,MachineUtilityTypeKey,UnitOfMeasureKey,MachineUtilityMeterName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
98,MUM000098,214,269,12,6,Northstar MachineUtilityMeter 98,MUM000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee48a6a3db5c56b2b52b74aafd81b8bdee48a6a3db5c56b2b52b74aafd81b8bd
99,MUM000099,189,294,1,4,Liberty MachineUtilityMeter 99,MUM000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e27b4e14a7d5674b50aa691f72ba6657e27b4e14a7d5674b50aa691f72ba665
100,MUM000100,216,128,6,7,Riverton MachineUtilityMeter 100,MUM000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,975147e70932560ba05d63fc85931281975147e70932560ba05d63fc85931281
101,MUM000101,128,219,8,2,Evergreen MachineUtilityMeter 101,MUM000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,217e9ed6084f5f2dbabde612e7be01f3217e9ed6084f5f2dbabde612e7be01f3
102,MUM000102,61,60,6,6,Evergreen MachineUtilityMeter 102,MUM000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa8bf177267459839e8ddc92bf8bbbf1aa8bf177267459839e8ddc92bf8bbbf1
103,MUM000103,473,279,6,3,Quartz MachineUtilityMeter 103,MUM000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2771c7ee4a645eda94c2517eacb305f22771c7ee4a645eda94c2517eacb305f2
104,MUM000104,461,90,8,5,Junction MachineUtilityMeter 104,MUM000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1301c85809f52b3b95387c71a14cfb1e1301c85809f52b3b95387c71a14cfb1
105,MUM000105,499,48,6,4,Quartz MachineUtilityMeter 105,MUM000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c78e5b336f56728c89cf1d6bb2fd7eb2c78e5b336f56728c89cf1d6bb2fd7e
106,MUM000106,474,237,12,2,Liberty MachineUtilityMeter 106,MUM000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08124f9b9ba05b4687a32c4b6ceaa4ad08124f9b9ba05b4687a32c4b6ceaa4ad
107,MUM000107,362,238,10,4,Vertex MachineUtilityMeter 107,MUM000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4b2c5f86b6851f59af6701d223ce0dcc4b2c5f86b6851f59af6701d223ce0dc
108,MUM000108,18,35,9,2,Cedar MachineUtilityMeter 108,MUM000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,823b2f5e4d875d49bfde7ceb808bef44823b2f5e4d875d49bfde7ceb808bef44
109,MUM000109,143,280,8,1,Harbor MachineUtilityMeter 109,MUM000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7ad97c5518595db1e6a0d0de5185913e7ad97c5518595db1e6a0d0de518591
110,MUM000110,437,250,9,6,Atlas MachineUtilityMeter 110,MUM000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b355520cbd2c50c9bca746a51fc7ae3db355520cbd2c50c9bca746a51fc7ae3d
111,MUM000111,350,278,1,5,Summit MachineUtilityMeter 111,MUM000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,474cea5e93dd5f4bb2c97a2fa0d0fea2474cea5e93dd5f4bb2c97a2fa0d0fea2
112,MUM000112,231,2,1,6,Willow MachineUtilityMeter 112,MUM000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60a90848d2c454159dca831ced20d6ef60a90848d2c454159dca831ced20d6ef
113,MUM000113,456,299,11,7,Keystone MachineUtilityMeter 113,MUM000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50ede35ff250570091ea04ffdd27681c50ede35ff250570091ea04ffdd27681c
114,MUM000114,428,75,4,2,Riverton MachineUtilityMeter 114,MUM000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de0508046990516b9256ec0baea1d753de0508046990516b9256ec0baea1d753
115,MUM000115,134,101,5,5,Titan MachineUtilityMeter 115,MUM000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5747a36821b95b9693e4aea6142006a85747a36821b95b9693e4aea6142006a8
116,MUM000116,413,157,5,4,Titan MachineUtilityMeter 116,MUM000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cda9a833eec5c5aa6866a09508a41d48cda9a833eec5c5aa6866a09508a41d4
117,MUM000117,314,199,8,6,Liberty MachineUtilityMeter 117,MUM000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,098ba7b937eb56be9ffe6fb7d2afc160098ba7b937eb56be9ffe6fb7d2afc160
118,MUM000118,45,39,5,4,Liberty MachineUtilityMeter 118,MUM000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf27b1f962d15ed8a8048fdc48a27960cf27b1f962d15ed8a8048fdc48a27960
119,MUM000119,324,168,1,4,Pioneer MachineUtilityMeter 119,MUM000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdbfb0cbf5f45b449d24ac92e571d0fdfdbfb0cbf5f45b449d24ac92e571d0fd
120,MUM000120,192,238,6,7,Vertex MachineUtilityMeter 120,MUM000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a16b22cf3b4755f5858e8d4928c92a4aa16b22cf3b4755f5858e8d4928c92a4a
121,MUM000121,327,107,7,1,Forge MachineUtilityMeter 121,MUM000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,582aef0b49bb57b78e8d5f1e47160f7d582aef0b49bb57b78e8d5f1e47160f7d
122,MUM000122,34,304,7,1,Meridian MachineUtilityMeter 122,MUM000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4064826b287d58c580f409070d06d5134064826b287d58c580f409070d06d513
123,MUM000123,74,113,6,2,Keystone MachineUtilityMeter 123,MUM000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3941bfbdd3ee53f5b4be17e802e711003941bfbdd3ee53f5b4be17e802e71100
124,MUM000124,57,284,8,3,Evergreen MachineUtilityMeter 124,MUM000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,300b54c480505e599cd52ddba984ade0300b54c480505e599cd52ddba984ade0
125,MUM000125,186,296,4,3,Quartz MachineUtilityMeter 125,MUM000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0de586d109245591af1e615e257a2a4a0de586d109245591af1e615e257a2a4a
126,MUM000126,28,189,11,6,Northstar MachineUtilityMeter 126,MUM000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ce30797f73a5bc69ea3221ae91bee5e7ce30797f73a5bc69ea3221ae91bee5e
127,MUM000127,273,179,8,1,Harbor MachineUtilityMeter 127,MUM000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a09b2dcd993594a8f828bffc5c681567a09b2dcd993594a8f828bffc5c68156
128,MUM000128,269,228,10,3,Vertex MachineUtilityMeter 128,MUM000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fc9cfcd52645a24ac98aad0726940d49fc9cfcd52645a24ac98aad0726940d4
129,MUM000129,179,189,1,1,Riverton MachineUtilityMeter 129,MUM000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44da988db0ff5d0bb6bc24e3328930ec44da988db0ff5d0bb6bc24e3328930ec
130,MUM000130,497,289,2,6,Forge MachineUtilityMeter 130,MUM000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6305114d272a52848161a0f97b68539d6305114d272a52848161a0f97b68539d
131,MUM000131,139,166,1,5,Quartz MachineUtilityMeter 131,MUM000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfa9b210276751f3804e7ba73c924d78dfa9b210276751f3804e7ba73c924d78
132,MUM000132,319,329,10,1,Willow MachineUtilityMeter 132,MUM000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9466addd76685e4b9edabca1e692fbe49466addd76685e4b9edabca1e692fbe4
133,MUM000133,79,302,1,1,Keystone MachineUtilityMeter 133,MUM000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a070f85c59a5d83987fa0548405fe132a070f85c59a5d83987fa0548405fe13
134,MUM000134,118,80,5,6,Summit MachineUtilityMeter 134,MUM000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09d4cfb223ba555aa0832b1a1317118309d4cfb223ba555aa0832b1a13171183
135,MUM000135,433,1,4,2,Beacon MachineUtilityMeter 135,MUM000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d76b0ab65b2a52b48868f3157ac5c42dd76b0ab65b2a52b48868f3157ac5c42d
136,MUM000136,451,262,12,6,Cedar MachineUtilityMeter 136,MUM000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3a9845b9a165a88827d0a8bdc3af0f7c3a9845b9a165a88827d0a8bdc3af0f7
137,MUM000137,403,68,8,5,Keystone MachineUtilityMeter 137,MUM000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0ce674b001b54d58775817a49c3bcdce0ce674b001b54d58775817a49c3bcdc
138,MUM000138,82,251,2,6,Liberty MachineUtilityMeter 138,MUM000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec8d96bb72d552591a4a69ea1b2a14f1ec8d96bb72d552591a4a69ea1b2a14f
139,MUM000139,32,235,5,2,Delta MachineUtilityMeter 139,MUM000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c431bb26dd0653b58b2bc62b3df7ae26c431bb26dd0653b58b2bc62b3df7ae26
140,MUM000140,79,55,12,6,Forge MachineUtilityMeter 140,MUM000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10931fd77d43556785052d33cedc3c3810931fd77d43556785052d33cedc3c38
141,MUM000141,36,51,8,2,Vertex MachineUtilityMeter 141,MUM000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a04c2fb013d5e86a20ce2264c5b1e751a04c2fb013d5e86a20ce2264c5b1e75
142,MUM000142,221,177,1,3,Northstar MachineUtilityMeter 142,MUM000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cd5a4a49c8a58e3850707ce305e19588cd5a4a49c8a58e3850707ce305e1958
143,MUM000143,295,319,11,7,Atlas MachineUtilityMeter 143,MUM000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9a4a7bd39d55cdba118879dd2d1ded9c9a4a7bd39d55cdba118879dd2d1ded9
144,MUM000144,460,226,8,1,Keystone MachineUtilityMeter 144,MUM000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0741e7196ec5acd9eab1923788d2381a0741e7196ec5acd9eab1923788d2381
145,MUM000145,389,97,3,4,Riverton MachineUtilityMeter 145,MUM000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,367a25ae93665896a89845d34527818d367a25ae93665896a89845d34527818d
146,MUM000146,324,15,1,5,Liberty MachineUtilityMeter 146,MUM000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21cfbb274402526190cd6d2cad6c26e721cfbb274402526190cd6d2cad6c26e7
147,MUM000147,366,300,10,6,Ion MachineUtilityMeter 147,MUM000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,096a71b3623a522dbb8c35cb535d702a096a71b3623a522dbb8c35cb535d702a
148,MUM000148,78,73,2,5,Quartz MachineUtilityMeter 148,MUM000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b476c6850cb5fa6b00df1ea6ef0277b9b476c6850cb5fa6b00df1ea6ef0277b
149,MUM000149,316,97,4,5,Ion MachineUtilityMeter 149,MUM000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f0915bf9b157d5998f9f67d0a6acbe52f0915bf9b157d5998f9f67d0a6acbe
150,MUM000150,198,27,8,2,Pioneer MachineUtilityMeter 150,MUM000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3f021d783b592dbc12a853b29c96e05d3f021d783b592dbc12a853b29c96e0
151,MUM000151,141,44,5,4,Beacon MachineUtilityMeter 151,MUM000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57ea6caa95e75be1921e68bc8d2219a657ea6caa95e75be1921e68bc8d2219a6
152,MUM000152,43,41,7,6,Orion MachineUtilityMeter 152,MUM000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca22d86a2939516fb38d577e4ed5cc9fca22d86a2939516fb38d577e4ed5cc9f
153,MUM000153,275,345,12,1,Granite MachineUtilityMeter 153,MUM000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f0cb12df84a534cb43d563782ab64997f0cb12df84a534cb43d563782ab6499
154,MUM000154,265,259,10,1,Keystone MachineUtilityMeter 154,MUM000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56bc459bf79e543280cb72bd194fa7d556bc459bf79e543280cb72bd194fa7d5
155,MUM000155,14,284,9,7,Liberty MachineUtilityMeter 155,MUM000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85bec0244baf5a10a307c83ff8c507a985bec0244baf5a10a307c83ff8c507a9
156,MUM000156,288,289,2,4,Summit MachineUtilityMeter 156,MUM000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d8d0d6647d257b98c31893b83fb85a68d8d0d6647d257b98c31893b83fb85a6
157,MUM000157,153,336,6,2,Granite MachineUtilityMeter 157,MUM000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52be2e114ad959149d5c364895fb443252be2e114ad959149d5c364895fb4432
158,MUM000158,95,104,4,7,Beacon MachineUtilityMeter 158,MUM000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,209a98b0dbfe5dbfbd84db752b35e09b209a98b0dbfe5dbfbd84db752b35e09b
159,MUM000159,255,259,8,1,Forge MachineUtilityMeter 159,MUM000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88712c3a8d2e5f2f819c3392d75d3d1a88712c3a8d2e5f2f819c3392d75d3d1a
160,MUM000160,81,312,1,4,Delta MachineUtilityMeter 160,MUM000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e76ab650d3252238b392bb79208828d9e76ab650d3252238b392bb79208828d
161,MUM000161,415,133,8,2,Unity MachineUtilityMeter 161,MUM000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0063b16a46c558da9e2da9575bcba0420063b16a46c558da9e2da9575bcba042
162,MUM000162,156,18,8,7,Pioneer MachineUtilityMeter 162,MUM000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,517c97708f1e5943aaafb3c692ea72aa517c97708f1e5943aaafb3c692ea72aa
163,MUM000163,354,35,11,5,Riverton MachineUtilityMeter 163,MUM000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9d990cdaa40508e9fd0b171a7fb1577a9d990cdaa40508e9fd0b171a7fb1577
164,MUM000164,294,26,2,5,Northstar MachineUtilityMeter 164,MUM000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b51dcc5070b5e4ba8ce2218e437481c6b51dcc5070b5e4ba8ce2218e437481c
165,MUM000165,445,312,6,7,Beacon MachineUtilityMeter 165,MUM000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,943517a2e445528080e8d4e42752d968943517a2e445528080e8d4e42752d968
166,MUM000166,431,104,2,2,Harbor MachineUtilityMeter 166,MUM000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dcd215766cb55cbbcb620cdceadf1c22dcd215766cb55cbbcb620cdceadf1c2
167,MUM000167,32,326,2,2,Orion MachineUtilityMeter 167,MUM000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,201b232f9fa15f5a9b3b87d43fc1683a201b232f9fa15f5a9b3b87d43fc1683a
168,MUM000168,131,93,6,2,Keystone MachineUtilityMeter 168,MUM000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32c5d0987ef45a34b2c29c61aee1f9fe32c5d0987ef45a34b2c29c61aee1f9fe
169,MUM000169,187,210,3,7,Forge MachineUtilityMeter 169,MUM000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3863d35e625d5f46b3cfffed0f479c6a3863d35e625d5f46b3cfffed0f479c6a
170,MUM000170,477,108,7,4,Quartz MachineUtilityMeter 170,MUM000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6a6f72818b55a91b0768c76fc067dd3e6a6f72818b55a91b0768c76fc067dd3
171,MUM000171,393,155,3,4,Orion MachineUtilityMeter 171,MUM000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f614bc6f0b215ed9b9c7d6f89c95b322f614bc6f0b215ed9b9c7d6f89c95b322
172,MUM000172,43,133,2,4,Beacon MachineUtilityMeter 172,MUM000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c503caeb3df053738458d348ce006fabc503caeb3df053738458d348ce006fab
173,MUM000173,298,175,9,2,Keystone MachineUtilityMeter 173,MUM000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c747794dce845076b2a9b6b6d33a464dc747794dce845076b2a9b6b6d33a464d
174,MUM000174,30,327,3,4,Orion MachineUtilityMeter 174,MUM000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f25f0957377157a49f65e7325db4ce51f25f0957377157a49f65e7325db4ce51
175,MUM000175,291,127,8,3,Vertex MachineUtilityMeter 175,MUM000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de4c22053f1e5802baa18a71e32539e5de4c22053f1e5802baa18a71e32539e5
176,MUM000176,162,5,3,1,Pioneer MachineUtilityMeter 176,MUM000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,457f5149ff2059658b8c670610cd039f457f5149ff2059658b8c670610cd039f
177,MUM000177,205,138,10,3,Unity MachineUtilityMeter 177,MUM000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,649ce9f0aa8855efa7c175a0081ce2b8649ce9f0aa8855efa7c175a0081ce2b8
178,MUM000178,189,84,7,6,Summit MachineUtilityMeter 178,MUM000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f838c3fcb8dc5467908c4d7e9c7d1afdf838c3fcb8dc5467908c4d7e9c7d1afd
179,MUM000179,361,247,3,4,Atlas MachineUtilityMeter 179,MUM000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7d1ada6a80250b294960f307a7bc6e2a7d1ada6a80250b294960f307a7bc6e2
180,MUM000180,183,10,7,4,Willow MachineUtilityMeter 180,MUM000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,550b1965d8ff5e9a9bef8228835ddcdf550b1965d8ff5e9a9bef8228835ddcdf
181,MUM000181,205,12,3,5,Titan MachineUtilityMeter 181,MUM000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a95aeb7df8045dd4b7eaf434b8ffabdba95aeb7df8045dd4b7eaf434b8ffabdb
182,MUM000182,130,141,8,1,Keystone MachineUtilityMeter 182,MUM000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94cd2661abd8560ab5efd0935e5967ce94cd2661abd8560ab5efd0935e5967ce
183,MUM000183,76,88,1,2,Vertex MachineUtilityMeter 183,MUM000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,192d38ef17cb5c9c80b177d99faf7330192d38ef17cb5c9c80b177d99faf7330
184,MUM000184,167,13,9,4,Delta MachineUtilityMeter 184,MUM000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4199ed4a2705681ae9b98ef5f157338c4199ed4a2705681ae9b98ef5f157338
185,MUM000185,64,189,2,2,Titan MachineUtilityMeter 185,MUM000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073735151b1652c89a05644ae9608e4d073735151b1652c89a05644ae9608e4d
186,MUM000186,317,343,2,5,Titan MachineUtilityMeter 186,MUM000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c001ea0ebf395f299e58c90d565c511cc001ea0ebf395f299e58c90d565c511c
187,MUM000187,347,70,9,5,Quartz MachineUtilityMeter 187,MUM000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c57327eae79561d8c6969b10c0e4dfc5c57327eae79561d8c6969b10c0e4dfc
188,MUM000188,249,185,11,5,Evergreen MachineUtilityMeter 188,MUM000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3aae7eb1146e5020b54344e110681e163aae7eb1146e5020b54344e110681e16
189,MUM000189,102,44,4,2,Junction MachineUtilityMeter 189,MUM000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fad79a317eb758289e52999193050b5bfad79a317eb758289e52999193050b5b
190,MUM000190,114,329,5,4,Granite MachineUtilityMeter 190,MUM000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec93e637c3e5726818f0517999e010efec93e637c3e5726818f0517999e010e
191,MUM000191,217,82,2,1,Liberty MachineUtilityMeter 191,MUM000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5801698ceb7f5be4a0e401e0be85717c5801698ceb7f5be4a0e401e0be85717c
192,MUM000192,2,285,4,5,Meridian MachineUtilityMeter 192,MUM000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc1971206eda51639e5b503245259fc1bc1971206eda51639e5b503245259fc1
193,MUM000193,168,340,4,6,Vertex MachineUtilityMeter 193,MUM000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9281676b4a93553d82bb87d4fcaf836b9281676b4a93553d82bb87d4fcaf836b
194,MUM000194,194,299,6,4,Quartz MachineUtilityMeter 194,MUM000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f772c4ba5bc45991a30ca866204b910af772c4ba5bc45991a30ca866204b910a
195,MUM000195,306,172,7,6,Harbor MachineUtilityMeter 195,MUM000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46f634eca64854a88f8a7f797c5d4b1f46f634eca64854a88f8a7f797c5d4b1f
196,MUM000196,3,270,6,2,Unity MachineUtilityMeter 196,MUM000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37deb100c5dd5a07bd7123aa69ec208537deb100c5dd5a07bd7123aa69ec2085
