SalesPromotionKey,PromotionCode,SalesPromotionTacticKey,ProductKey,CustomerKey,SalesPriceConditionTypeKey,CurrencyKey,PromotionName,EffectiveDate,ExpirationDate,MaximumDiscountAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
95,SP000095,184,442,478,1,1,Liberty SalesPromotion 95,2020-04-05,2020-04-05,140.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f083790cdd5df0801a88511f754e3896f083790cdd5df0801a88511f754e38
96,SP000096,176,484,36,17,2,Quartz SalesPromotion 96,2020-04-06,2020-04-06,141.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,438c027fc1d15ca3bb0e45f600d541f9438c027fc1d15ca3bb0e45f600d541f9
97,SP000097,175,359,389,1,1,Quartz SalesPromotion 97,2020-04-07,2020-04-07,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848680e5b3cc5e45a2b46dcaba8402de848680e5b3cc5e45a2b46dcaba8402de
98,SP000098,5,25,130,12,1,Pioneer SalesPromotion 98,2020-04-08,2020-04-08,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26692373f2b25e4a9aa4ff8606ea4cec26692373f2b25e4a9aa4ff8606ea4cec
99,SP000099,70,277,226,15,5,Evergreen SalesPromotion 99,2020-04-09,2020-04-09,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0dd696958ad5b04ad70098d96b4ce38a0dd696958ad5b04ad70098d96b4ce38
100,SP000100,298,450,154,4,5,Pioneer SalesPromotion 100,2020-04-10,2020-04-10,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baf518d5830b5d19b746b7a6589e28a6baf518d5830b5d19b746b7a6589e28a6
101,SP000101,119,99,379,8,4,Ion SalesPromotion 101,2020-04-11,2020-04-11,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0796a187e76459149e61f341c097a75b0796a187e76459149e61f341c097a75b
102,SP000102,39,-1,-1,6,4,Keystone SalesPromotion 102,2020-04-12,2020-04-12,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a86a1708de559b5bbacd0a8b5c1c81e6a86a1708de559b5bbacd0a8b5c1c81e
103,SP000103,427,139,222,3,4,Granite SalesPromotion 103,2020-04-13,2020-04-13,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c39c57561d4852b084d480165451f78ac39c57561d4852b084d480165451f78a
104,SP000104,162,237,383,7,4,Forge SalesPromotion 104,2020-04-14,2020-04-14,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,607f29cf8bc65e20b5687f19c5147003607f29cf8bc65e20b5687f19c5147003
105,SP000105,323,72,361,2,5,Evergreen SalesPromotion 105,2020-04-15,2020-04-15,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ee5105be92755d394ca863c70faecf53ee5105be92755d394ca863c70faecf5
106,SP000106,116,195,473,17,5,Cedar SalesPromotion 106,2020-04-16,2020-04-16,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dc033cc25f75bb7ad55c633f50c0dfd0dc033cc25f75bb7ad55c633f50c0dfd
107,SP000107,287,492,99,4,5,Forge SalesPromotion 107,2020-04-17,2020-04-17,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1e382e4abc58e795ff5aca876c11bf0f1e382e4abc58e795ff5aca876c11bf
108,SP000108,345,386,277,13,4,Junction SalesPromotion 108,2020-04-18,2020-04-18,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b3d1186ff2553d3b9c21945006b626c5b3d1186ff2553d3b9c21945006b626c
109,SP000109,423,395,468,9,3,Beacon SalesPromotion 109,2020-04-19,2020-04-19,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9f31fd462e35bdd9799c63b60d2d42df9f31fd462e35bdd9799c63b60d2d42d
110,SP000110,250,250,125,12,3,Unity SalesPromotion 110,2020-04-20,2020-04-20,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5ee7720b9b754769e4a21117f0f84cfa5ee7720b9b754769e4a21117f0f84cf
111,SP000111,220,107,279,6,3,Junction SalesPromotion 111,2020-04-21,2020-04-21,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a7efe19b2535720b2636809787c666c8a7efe19b2535720b2636809787c666c
112,SP000112,419,195,402,1,3,Zenith SalesPromotion 112,2020-04-22,2020-04-22,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08996a65c30a5b70b95e8ec9aa08518f08996a65c30a5b70b95e8ec9aa08518f
113,SP000113,248,244,127,18,5,Vertex SalesPromotion 113,2020-04-23,2020-04-23,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1e1ad8a18c3569ea940b2bbd07f7df2a1e1ad8a18c3569ea940b2bbd07f7df2
114,SP000114,113,121,325,10,5,Zenith SalesPromotion 114,2020-04-24,2020-04-24,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a883c2501c3f580ca50b89dece8954e9a883c2501c3f580ca50b89dece8954e9
115,SP000115,483,67,423,4,3,Titan SalesPromotion 115,2020-04-25,2020-04-25,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54ebd7d679865717b6688aebb4afe25354ebd7d679865717b6688aebb4afe253
116,SP000116,65,192,86,14,2,Liberty SalesPromotion 116,2020-04-26,2020-04-26,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e72b8af7a2c9573187569f32ed2ef74ee72b8af7a2c9573187569f32ed2ef74e
117,SP000117,427,347,197,9,5,Junction SalesPromotion 117,2020-04-27,2020-04-27,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f41240d89f315cb1abe55e2ec56808b2f41240d89f315cb1abe55e2ec56808b2
118,SP000118,179,129,13,3,2,Cedar SalesPromotion 118,2020-04-28,2020-04-28,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d2182f2e2354f9a09aa0e1d805e4ba61d2182f2e2354f9a09aa0e1d805e4ba
119,SP000119,21,-1,-1,13,4,Granite SalesPromotion 119,2020-04-29,2020-04-29,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7207e6f8031d5cdd853386937684d9a67207e6f8031d5cdd853386937684d9a6
120,SP000120,381,87,167,13,1,Northstar SalesPromotion 120,2020-04-30,2020-04-30,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e2b4f8e80fd597c94fc4ddbf26e434b7e2b4f8e80fd597c94fc4ddbf26e434b
121,SP000121,416,16,465,4,3,Cedar SalesPromotion 121,2020-05-01,2020-05-01,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0348fd829a0f57ef91c2dcc05227d9200348fd829a0f57ef91c2dcc05227d920
122,SP000122,420,28,462,9,1,Cedar SalesPromotion 122,2020-05-02,2020-05-02,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac01073377a59e2a3477937bc87673e6ac01073377a59e2a3477937bc87673e
123,SP000123,358,82,380,11,1,Evergreen SalesPromotion 123,2020-05-03,2020-05-03,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,008622077e7b54be827f09734f49186e008622077e7b54be827f09734f49186e
124,SP000124,488,225,89,1,2,Evergreen SalesPromotion 124,2020-05-04,2020-05-04,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,facf967243bf5468b0b480b1c787f5c4facf967243bf5468b0b480b1c787f5c4
125,SP000125,285,183,405,2,3,Quartz SalesPromotion 125,2020-05-05,2020-05-05,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2dbc53eb87c53f5a2d6b14df190ab81e2dbc53eb87c53f5a2d6b14df190ab81
126,SP000126,324,438,22,8,1,Orion SalesPromotion 126,2020-05-06,2020-05-06,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a30a45394c1e5e18be5e77347d8fdeb1a30a45394c1e5e18be5e77347d8fdeb1
127,SP000127,401,347,19,11,1,Harbor SalesPromotion 127,2020-05-07,2020-05-07,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da78f5ffb9695ab590c85034bfae6e3dda78f5ffb9695ab590c85034bfae6e3d
128,SP000128,300,217,294,15,2,Zenith SalesPromotion 128,2020-05-08,2020-05-08,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81dcd361e28e558c8e464cf4accfb8ad81dcd361e28e558c8e464cf4accfb8ad
129,SP000129,66,180,426,13,2,Forge SalesPromotion 129,2020-05-09,2020-05-09,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abc54511119a54f5a46ad02040eb49b1abc54511119a54f5a46ad02040eb49b1
130,SP000130,368,62,83,14,3,Pioneer SalesPromotion 130,2020-05-10,2020-05-10,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1ebf38539aa5ea48ed97b30ee3b9e21c1ebf38539aa5ea48ed97b30ee3b9e21
131,SP000131,395,263,225,2,5,Titan SalesPromotion 131,2020-05-11,2020-05-11,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ce53a248e8c5b35a521cada4d2cd0fc0ce53a248e8c5b35a521cada4d2cd0fc
132,SP000132,459,91,448,14,1,Atlas SalesPromotion 132,2020-05-12,2020-05-12,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcd2c6cda29d54de91f5bafbd5b69316fcd2c6cda29d54de91f5bafbd5b69316
133,SP000133,252,89,254,12,5,Liberty SalesPromotion 133,2020-05-13,2020-05-13,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,259f30663d4556c5b5eed7fed73380ad259f30663d4556c5b5eed7fed73380ad
134,SP000134,402,180,366,9,4,Harbor SalesPromotion 134,2020-05-14,2020-05-14,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c0d542696295307a075137be31bff777c0d542696295307a075137be31bff77
135,SP000135,450,26,206,9,2,Titan SalesPromotion 135,2020-05-15,2020-05-15,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7c65b4728635d77b8df5e84941ad37dd7c65b4728635d77b8df5e84941ad37d
136,SP000136,83,-1,-1,1,2,Quartz SalesPromotion 136,2020-05-16,2020-05-16,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,612e187495ef5bb2a096d9a207210ea6612e187495ef5bb2a096d9a207210ea6
137,SP000137,136,262,433,15,3,Liberty SalesPromotion 137,2020-05-17,2020-05-17,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa67e682ae8055cf9692635a24161b14aa67e682ae8055cf9692635a24161b14
138,SP000138,344,453,246,4,5,Titan SalesPromotion 138,2020-05-18,2020-05-18,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d421cd3714d5d59a46af56bebeca5328d421cd3714d5d59a46af56bebeca532
139,SP000139,112,138,473,1,5,Summit SalesPromotion 139,2020-05-19,2020-05-19,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffa96412938e5d02b98d412b5561d746ffa96412938e5d02b98d412b5561d746
140,SP000140,11,397,412,16,3,Forge SalesPromotion 140,2020-05-20,2020-05-20,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9329ec7e345c50f98daf6995cc7502fc9329ec7e345c50f98daf6995cc7502fc
141,SP000141,26,159,236,9,4,Granite SalesPromotion 141,2020-05-21,2020-05-21,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c63d2f0fdea25bd5b535f8d11b517f78c63d2f0fdea25bd5b535f8d11b517f78
142,SP000142,453,131,228,10,4,Orion SalesPromotion 142,2020-05-22,2020-05-22,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf290e7af6285f92a47b08e04560f7d5cf290e7af6285f92a47b08e04560f7d5
143,SP000143,229,77,458,6,4,Vertex SalesPromotion 143,2020-05-23,2020-05-23,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81a34ddb467c57008becdeae2789c63c81a34ddb467c57008becdeae2789c63c
144,SP000144,206,130,114,9,3,Atlas SalesPromotion 144,2020-05-24,2020-05-24,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf1d819e0b9653c88110332516e6255fcf1d819e0b9653c88110332516e6255f
145,SP000145,241,302,78,17,3,Ion SalesPromotion 145,2020-05-25,2020-05-25,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,626e8169c9c5578c8d8a760e0dabc1f8626e8169c9c5578c8d8a760e0dabc1f8
146,SP000146,485,465,114,15,4,Orion SalesPromotion 146,2020-05-26,2020-05-26,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11dc40c3d3ac5e569e3a64edff9800b911dc40c3d3ac5e569e3a64edff9800b9
147,SP000147,98,422,83,17,1,Ion SalesPromotion 147,2020-05-27,2020-05-27,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f781cd50d41a5d10bce9166dfdce11b0f781cd50d41a5d10bce9166dfdce11b0
148,SP000148,100,75,171,12,5,Unity SalesPromotion 148,2020-05-28,2020-05-28,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec5a6cbdc1e15d7a8cd6a8a3d0aa4395ec5a6cbdc1e15d7a8cd6a8a3d0aa4395
149,SP000149,64,239,279,9,1,Beacon SalesPromotion 149,2020-05-29,2020-05-29,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a255265d0dec56529b2ca267cf6a7381a255265d0dec56529b2ca267cf6a7381
150,SP000150,244,295,95,15,5,Meridian SalesPromotion 150,2020-05-30,2020-05-30,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54e7c3900bf15cf8b301b7b018b6a9ca54e7c3900bf15cf8b301b7b018b6a9ca
151,SP000151,454,114,420,1,3,Keystone SalesPromotion 151,2020-05-31,2020-05-31,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46d8d2e6d86f55f7a5f7bc2f956e2f6846d8d2e6d86f55f7a5f7bc2f956e2f68
152,SP000152,397,392,221,4,3,Evergreen SalesPromotion 152,2020-06-01,2020-06-01,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caebebf505c55d30bea93281679f07f5caebebf505c55d30bea93281679f07f5
153,SP000153,354,-1,-1,18,1,Northstar SalesPromotion 153,2020-06-02,2020-06-02,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b065b14330a1514ebb07f27965f40025b065b14330a1514ebb07f27965f40025
154,SP000154,81,272,38,5,2,Harbor SalesPromotion 154,2020-06-03,2020-06-03,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7aef03bfa24e599d85cc5272d80f63437aef03bfa24e599d85cc5272d80f6343
155,SP000155,472,267,320,8,2,Evergreen SalesPromotion 155,2020-06-04,2020-06-04,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4faad0e2d3d52dc8fc27e4f82bbd174e4faad0e2d3d52dc8fc27e4f82bbd174
156,SP000156,412,106,221,10,1,Granite SalesPromotion 156,2020-06-05,2020-06-05,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a886cd80abce52879a66ff1fbc5144a2a886cd80abce52879a66ff1fbc5144a2
157,SP000157,273,453,31,1,2,Granite SalesPromotion 157,2020-06-06,2020-06-06,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e82c39d3966f5d91895cb6d52a9c7920e82c39d3966f5d91895cb6d52a9c7920
158,SP000158,439,179,92,5,1,Atlas SalesPromotion 158,2020-06-07,2020-06-07,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea6c51a7563e528294f373cb7d1797edea6c51a7563e528294f373cb7d1797ed
159,SP000159,54,205,397,13,4,Evergreen SalesPromotion 159,2020-06-08,2020-06-08,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a37b60909815fea9afa99c4de5b05739a37b60909815fea9afa99c4de5b0573
160,SP000160,106,481,86,3,2,Northstar SalesPromotion 160,2020-06-09,2020-06-09,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60460ccd53385a66bac183e9e2bf32d660460ccd53385a66bac183e9e2bf32d6
161,SP000161,53,147,373,14,3,Riverton SalesPromotion 161,2020-06-10,2020-06-10,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04187d019f04534d8776bb0dfd4639d704187d019f04534d8776bb0dfd4639d7
162,SP000162,466,269,423,2,2,Quartz SalesPromotion 162,2020-06-11,2020-06-11,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,574bd607d9c35f2b9a1c1b8a326de11e574bd607d9c35f2b9a1c1b8a326de11e
163,SP000163,144,376,74,12,4,Zenith SalesPromotion 163,2020-06-12,2020-06-12,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cadae8f66ed519b89dd32acfd2a1f5e9cadae8f66ed519b89dd32acfd2a1f5e
164,SP000164,73,453,71,2,1,Meridian SalesPromotion 164,2020-06-13,2020-06-13,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd6f1b954d67573985bc359b2fe1ac8ffd6f1b954d67573985bc359b2fe1ac8f
165,SP000165,325,369,98,7,1,Granite SalesPromotion 165,2020-06-14,2020-06-14,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9a04f699b4c5d198f169ee86edaf3aba9a04f699b4c5d198f169ee86edaf3ab
166,SP000166,294,8,179,2,2,Evergreen SalesPromotion 166,2020-06-15,2020-06-15,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ec6c234f116512a8055bfa73dea26363ec6c234f116512a8055bfa73dea2636
167,SP000167,444,169,156,11,3,Willow SalesPromotion 167,2020-06-16,2020-06-16,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72b63860f538530d9cfb25b88c8b5a1f72b63860f538530d9cfb25b88c8b5a1f
168,SP000168,228,215,70,15,2,Orion SalesPromotion 168,2020-06-17,2020-06-17,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dcadb0bd1545f9196b0e5d7047887525dcadb0bd1545f9196b0e5d704788752
169,SP000169,14,204,425,7,2,Quartz SalesPromotion 169,2020-06-18,2020-06-18,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2ee0b9131005fabac9e26e5720e85abc2ee0b9131005fabac9e26e5720e85ab
170,SP000170,294,-1,-1,1,4,Willow SalesPromotion 170,2020-06-19,2020-06-19,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd94bac793d055aea5391f13810b64adfd94bac793d055aea5391f13810b64ad
171,SP000171,153,95,473,8,2,Pioneer SalesPromotion 171,2020-06-20,2020-06-20,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53a684af1c1857ed91bf10760706d54e53a684af1c1857ed91bf10760706d54e
172,SP000172,35,110,33,8,4,Titan SalesPromotion 172,2020-06-21,2020-06-21,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,468531ab33285388aaf5f9e027faa6e4468531ab33285388aaf5f9e027faa6e4
173,SP000173,388,258,171,8,3,Orion SalesPromotion 173,2020-06-22,2020-06-22,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,157a7d646f285f94a42ec711d395c997157a7d646f285f94a42ec711d395c997
174,SP000174,261,494,270,13,2,Harbor SalesPromotion 174,2020-06-23,2020-06-23,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c07f6f80126e5b798242612d72111d18c07f6f80126e5b798242612d72111d18
175,SP000175,472,412,166,1,4,Keystone SalesPromotion 175,2020-06-24,2020-06-24,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fce22edc7676542291452c4c52da8665fce22edc7676542291452c4c52da8665
176,SP000176,64,430,28,6,2,Forge SalesPromotion 176,2020-06-25,2020-06-25,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b38fa0f5a73152d7a900f78e1ffdeb5fb38fa0f5a73152d7a900f78e1ffdeb5f
177,SP000177,317,418,429,6,2,Delta SalesPromotion 177,2020-06-26,2020-06-26,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0d49b8f817b57f1a5f7e552b384c5e1f0d49b8f817b57f1a5f7e552b384c5e1
178,SP000178,96,449,475,14,3,Beacon SalesPromotion 178,2020-06-27,2020-06-27,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa0d8148ae3853389c775608f9d3c5c0aa0d8148ae3853389c775608f9d3c5c0
179,SP000179,486,89,273,17,1,Vertex SalesPromotion 179,2020-06-28,2020-06-28,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77876a963c8f5660b02fa6ab751eb67d77876a963c8f5660b02fa6ab751eb67d
180,SP000180,243,371,351,13,4,Zenith SalesPromotion 180,2020-06-29,2020-06-29,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1931866bebaa5d70ae27ac58bfff2c681931866bebaa5d70ae27ac58bfff2c68
181,SP000181,472,81,15,2,4,Vertex SalesPromotion 181,2020-06-30,2020-06-30,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eac6ce7884345c5684769a3ccaa87a4ceac6ce7884345c5684769a3ccaa87a4c
182,SP000182,66,391,174,11,3,Delta SalesPromotion 182,2020-07-01,2020-07-01,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f3df4ba7de157c0b991f05b7c9736df8f3df4ba7de157c0b991f05b7c9736df
183,SP000183,120,5,175,5,3,Zenith SalesPromotion 183,2020-07-02,2020-07-02,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,279df055122f5611b9b74bba77e32692279df055122f5611b9b74bba77e32692
184,SP000184,45,374,181,8,2,Titan SalesPromotion 184,2020-07-03,2020-07-03,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2b05c0902605c368ae809f081654cf7b2b05c0902605c368ae809f081654cf7
185,SP000185,165,276,427,12,2,Granite SalesPromotion 185,2020-07-04,2020-07-04,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdec6b419ff953dcaf5d4347bd14f345cdec6b419ff953dcaf5d4347bd14f345
186,SP000186,127,429,226,16,4,Willow SalesPromotion 186,2020-07-05,2020-07-05,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48112b76d96a553191ed7d2ca3eb48ac48112b76d96a553191ed7d2ca3eb48ac
187,SP000187,294,-1,-1,12,5,Vertex SalesPromotion 187,2020-07-06,2020-07-06,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa00b8bf82e52078bc43ff71db88fd9aaa00b8bf82e52078bc43ff71db88fd9
188,SP000188,488,414,167,18,4,Orion SalesPromotion 188,2020-07-07,2020-07-07,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06cf55d9065d53a5b494e5578240ab8d06cf55d9065d53a5b494e5578240ab8d
189,SP000189,139,240,64,17,3,Atlas SalesPromotion 189,2020-07-08,2020-07-08,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a527ab2beb85d10a5d4b4913beb46b09a527ab2beb85d10a5d4b4913beb46b0
190,SP000190,69,128,320,13,3,Zenith SalesPromotion 190,2020-07-09,2020-07-09,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8bc59d0e97657c68093d072869f9e34f8bc59d0e97657c68093d072869f9e34
