WarrantyFailureModeKey,FailureModeCode,ServiceRepairSubcategoryKey,SeverityKey,FailureModeName,IsConfirmedFailure,SeverityScore,SourceSystemKey,BatchId,LoadedAtUtc
257,WFM000257,39,4,Vertex WarrantyFailureMode 257,1,258.00,1,1,2026-08-24T00:00:00.000
258,WFM000258,244,1,Willow WarrantyFailureMode 258,1,259.00,1,1,2026-08-24T00:00:00.000
259,WFM000259,61,3,Meridian WarrantyFailureMode 259,1,260.00,1,1,2026-08-24T00:00:00.000
260,WFM000260,106,1,Willow WarrantyFailureMode 260,0,261.00,1,1,2026-08-24T00:00:00.000
261,WFM000261,1,1,Pioneer WarrantyFailureMode 261,1,262.00,1,1,2026-08-24T00:00:00.000
262,WFM000262,30,2,Granite WarrantyFailureMode 262,1,263.00,1,1,2026-08-24T00:00:00.000
263,WFM000263,115,2,Evergreen WarrantyFailureMode 263,1,264.00,1,1,2026-08-24T00:00:00.000
264,WFM000264,49,1,Riverton WarrantyFailureMode 264,1,265.00,1,1,2026-08-24T00:00:00.000
265,WFM000265,21,2,Quartz WarrantyFailureMode 265,0,266.00,1,1,2026-08-24T00:00:00.000
266,WFM000266,88,5,Atlas WarrantyFailureMode 266,1,267.00,1,1,2026-08-24T00:00:00.000
267,WFM000267,24,1,Evergreen WarrantyFailureMode 267,1,268.00,1,1,2026-08-24T00:00:00.000
268,WFM000268,225,5,Harbor WarrantyFailureMode 268,1,269.00,1,1,2026-08-24T00:00:00.000
269,WFM000269,164,5,Evergreen WarrantyFailureMode 269,1,270.00,1,1,2026-08-24T00:00:00.000
270,WFM000270,244,3,Evergreen WarrantyFailureMode 270,0,271.00,1,1,2026-08-24T00:00:00.000
271,WFM000271,31,5,Meridian WarrantyFailureMode 271,1,272.00,1,1,2026-08-24T00:00:00.000
272,WFM000272,129,3,Quartz WarrantyFailureMode 272,1,273.00,1,1,2026-08-24T00:00:00.000
273,WFM000273,271,2,Orion WarrantyFailureMode 273,1,274.00,1,1,2026-08-24T00:00:00.000
274,WFM000274,104,3,Northstar WarrantyFailureMode 274,1,275.00,1,1,2026-08-24T00:00:00.000
275,WFM000275,97,4,Atlas WarrantyFailureMode 275,0,276.00,1,1,2026-08-24T00:00:00.000
276,WFM000276,92,1,Quartz WarrantyFailureMode 276,1,277.00,1,1,2026-08-24T00:00:00.000
277,WFM000277,177,1,Titan WarrantyFailureMode 277,1,278.00,1,1,2026-08-24T00:00:00.000
278,WFM000278,72,4,Ion WarrantyFailureMode 278,1,279.00,1,1,2026-08-24T00:00:00.000
279,WFM000279,219,3,Zenith WarrantyFailureMode 279,1,280.00,1,1,2026-08-24T00:00:00.000
280,WFM000280,110,4,Zenith WarrantyFailureMode 280,0,281.00,1,1,2026-08-24T00:00:00.000
281,WFM000281,100,4,Granite WarrantyFailureMode 281,1,282.00,1,1,2026-08-24T00:00:00.000
282,WFM000282,185,5,Willow WarrantyFailureMode 282,1,283.00,1,1,2026-08-24T00:00:00.000
283,WFM000283,196,2,Atlas WarrantyFailureMode 283,1,284.00,1,1,2026-08-24T00:00:00.000
284,WFM000284,94,2,Evergreen WarrantyFailureMode 284,1,285.00,1,1,2026-08-24T00:00:00.000
285,WFM000285,165,3,Meridian WarrantyFailureMode 285,0,286.00,1,1,2026-08-24T00:00:00.000
286,WFM000286,2,5,Zenith WarrantyFailureMode 286,1,287.00,1,1,2026-08-24T00:00:00.000
287,WFM000287,75,4,Keystone WarrantyFailureMode 287,1,288.00,1,1,2026-08-24T00:00:00.000
288,WFM000288,221,3,Liberty WarrantyFailureMode 288,1,289.00,1,1,2026-08-24T00:00:00.000
289,WFM000289,257,5,Delta WarrantyFailureMode 289,1,290.00,1,1,2026-08-24T00:00:00.000
290,WFM000290,216,1,Quartz WarrantyFailureMode 290,0,291.00,1,1,2026-08-24T00:00:00.000
291,WFM000291,39,2,Zenith WarrantyFailureMode 291,1,292.00,1,1,2026-08-24T00:00:00.000
292,WFM000292,46,1,Evergreen WarrantyFailureMode 292,1,293.00,1,1,2026-08-24T00:00:00.000
293,WFM000293,165,1,Ion WarrantyFailureMode 293,1,294.00,1,1,2026-08-24T00:00:00.000
294,WFM000294,36,4,Northstar WarrantyFailureMode 294,1,295.00,1,1,2026-08-24T00:00:00.000
295,WFM000295,61,3,Atlas WarrantyFailureMode 295,0,296.00,1,1,2026-08-24T00:00:00.000
296,WFM000296,54,1,Zenith WarrantyFailureMode 296,1,297.00,1,1,2026-08-24T00:00:00.000
297,WFM000297,104,5,Forge WarrantyFailureMode 297,1,298.00,1,1,2026-08-24T00:00:00.000
298,WFM000298,239,3,Forge WarrantyFailureMode 298,1,299.00,1,1,2026-08-24T00:00:00.000
299,WFM000299,179,2,Junction WarrantyFailureMode 299,1,300.00,1,1,2026-08-24T00:00:00.000
300,WFM000300,3,5,Pioneer WarrantyFailureMode 300,0,301.00,1,1,2026-08-24T00:00:00.000
301,WFM000301,110,2,Cedar WarrantyFailureMode 301,1,302.00,1,1,2026-08-24T00:00:00.000
302,WFM000302,45,3,Northstar WarrantyFailureMode 302,1,303.00,1,1,2026-08-24T00:00:00.000
303,WFM000303,49,4,Delta WarrantyFailureMode 303,1,304.00,1,1,2026-08-24T00:00:00.000
304,WFM000304,90,1,Pioneer WarrantyFailureMode 304,1,305.00,1,1,2026-08-24T00:00:00.000
305,WFM000305,92,1,Harbor WarrantyFailureMode 305,0,306.00,1,1,2026-08-24T00:00:00.000
306,WFM000306,16,1,Willow WarrantyFailureMode 306,1,307.00,1,1,2026-08-24T00:00:00.000
307,WFM000307,86,3,Evergreen WarrantyFailureMode 307,1,308.00,1,1,2026-08-24T00:00:00.000
308,WFM000308,213,3,Meridian WarrantyFailureMode 308,1,309.00,1,1,2026-08-24T00:00:00.000
309,WFM000309,148,5,Quartz WarrantyFailureMode 309,1,310.00,1,1,2026-08-24T00:00:00.000
310,WFM000310,228,3,Beacon WarrantyFailureMode 310,0,311.00,1,1,2026-08-24T00:00:00.000
311,WFM000311,251,2,Atlas WarrantyFailureMode 311,1,312.00,1,1,2026-08-24T00:00:00.000
312,WFM000312,103,4,Evergreen WarrantyFailureMode 312,1,313.00,1,1,2026-08-24T00:00:00.000
313,WFM000313,48,3,Meridian WarrantyFailureMode 313,1,314.00,1,1,2026-08-24T00:00:00.000
314,WFM000314,120,4,Vertex WarrantyFailureMode 314,1,315.00,1,1,2026-08-24T00:00:00.000
315,WFM000315,278,4,Riverton WarrantyFailureMode 315,0,316.00,1,1,2026-08-24T00:00:00.000
316,WFM000316,32,4,Beacon WarrantyFailureMode 316,1,317.00,1,1,2026-08-24T00:00:00.000
317,WFM000317,173,2,Keystone WarrantyFailureMode 317,1,318.00,1,1,2026-08-24T00:00:00.000
318,WFM000318,220,2,Pioneer WarrantyFailureMode 318,1,319.00,1,1,2026-08-24T00:00:00.000
319,WFM000319,148,4,Keystone WarrantyFailureMode 319,1,320.00,1,1,2026-08-24T00:00:00.000
320,WFM000320,195,4,Unity WarrantyFailureMode 320,0,321.00,1,1,2026-08-24T00:00:00.000
321,WFM000321,166,3,Vertex WarrantyFailureMode 321,1,322.00,1,1,2026-08-24T00:00:00.000
322,WFM000322,260,5,Quartz WarrantyFailureMode 322,1,323.00,1,1,2026-08-24T00:00:00.000
323,WFM000323,98,3,Atlas WarrantyFailureMode 323,1,324.00,1,1,2026-08-24T00:00:00.000
324,WFM000324,23,1,Summit WarrantyFailureMode 324,1,325.00,1,1,2026-08-24T00:00:00.000
325,WFM000325,217,5,Orion WarrantyFailureMode 325,0,326.00,1,1,2026-08-24T00:00:00.000
326,WFM000326,145,3,Harbor WarrantyFailureMode 326,1,327.00,1,1,2026-08-24T00:00:00.000
327,WFM000327,113,5,Evergreen WarrantyFailureMode 327,1,328.00,1,1,2026-08-24T00:00:00.000
328,WFM000328,160,4,Meridian WarrantyFailureMode 328,1,329.00,1,1,2026-08-24T00:00:00.000
329,WFM000329,157,5,Atlas WarrantyFailureMode 329,1,330.00,1,1,2026-08-24T00:00:00.000
330,WFM000330,122,5,Quartz WarrantyFailureMode 330,0,331.00,1,1,2026-08-24T00:00:00.000
331,WFM000331,245,5,Titan WarrantyFailureMode 331,1,332.00,1,1,2026-08-24T00:00:00.000
332,WFM000332,62,2,Ion WarrantyFailureMode 332,1,333.00,1,1,2026-08-24T00:00:00.000
333,WFM000333,214,4,Titan WarrantyFailureMode 333,1,334.00,1,1,2026-08-24T00:00:00.000
334,WFM000334,115,3,Meridian WarrantyFailureMode 334,1,335.00,1,1,2026-08-24T00:00:00.000
335,WFM000335,208,3,Granite WarrantyFailureMode 335,0,336.00,1,1,2026-08-24T00:00:00.000
336,WFM000336,95,5,Ion WarrantyFailureMode 336,1,337.00,1,1,2026-08-24T00:00:00.000
337,WFM000337,81,2,Evergreen WarrantyFailureMode 337,1,338.00,1,1,2026-08-24T00:00:00.000
338,WFM000338,7,2,Atlas WarrantyFailureMode 338,1,339.00,1,1,2026-08-24T00:00:00.000
339,WFM000339,1,3,Quartz WarrantyFailureMode 339,1,340.00,1,1,2026-08-24T00:00:00.000
340,WFM000340,19,5,Harbor WarrantyFailureMode 340,0,341.00,1,1,2026-08-24T00:00:00.000
341,WFM000341,205,1,Atlas WarrantyFailureMode 341,1,342.00,1,1,2026-08-24T00:00:00.000
342,WFM000342,148,3,Keystone WarrantyFailureMode 342,1,343.00,1,1,2026-08-24T00:00:00.000
343,WFM000343,72,3,Harbor WarrantyFailureMode 343,1,344.00,1,1,2026-08-24T00:00:00.000
344,WFM000344,30,4,Harbor WarrantyFailureMode 344,1,345.00,1,1,2026-08-24T00:00:00.000
345,WFM000345,167,4,Granite WarrantyFailureMode 345,0,346.00,1,1,2026-08-24T00:00:00.000
346,WFM000346,230,4,Pioneer WarrantyFailureMode 346,1,347.00,1,1,2026-08-24T00:00:00.000
347,WFM000347,160,5,Zenith WarrantyFailureMode 347,1,348.00,1,1,2026-08-24T00:00:00.000
348,WFM000348,118,2,Junction WarrantyFailureMode 348,1,349.00,1,1,2026-08-24T00:00:00.000
349,WFM000349,200,5,Forge WarrantyFailureMode 349,1,350.00,1,1,2026-08-24T00:00:00.000
350,WFM000350,173,4,Atlas WarrantyFailureMode 350,0,351.00,1,1,2026-08-24T00:00:00.000
351,WFM000351,145,3,Atlas WarrantyFailureMode 351,1,352.00,1,1,2026-08-24T00:00:00.000
352,WFM000352,166,2,Riverton WarrantyFailureMode 352,1,353.00,1,1,2026-08-24T00:00:00.000
353,WFM000353,245,1,Keystone WarrantyFailureMode 353,1,354.00,1,1,2026-08-24T00:00:00.000
354,WFM000354,106,3,Keystone WarrantyFailureMode 354,1,355.00,1,1,2026-08-24T00:00:00.000
355,WFM000355,109,3,Ion WarrantyFailureMode 355,0,356.00,1,1,2026-08-24T00:00:00.000
356,WFM000356,141,3,Titan WarrantyFailureMode 356,1,357.00,1,1,2026-08-24T00:00:00.000
357,WFM000357,64,1,Forge WarrantyFailureMode 357,1,358.00,1,1,2026-08-24T00:00:00.000
358,WFM000358,223,2,Riverton WarrantyFailureMode 358,1,359.00,1,1,2026-08-24T00:00:00.000
359,WFM000359,43,2,Unity WarrantyFailureMode 359,1,360.00,1,1,2026-08-24T00:00:00.000
360,WFM000360,189,2,Beacon WarrantyFailureMode 360,0,361.00,1,1,2026-08-24T00:00:00.000
361,WFM000361,131,1,Ion WarrantyFailureMode 361,1,362.00,1,1,2026-08-24T00:00:00.000
362,WFM000362,29,3,Meridian WarrantyFailureMode 362,1,363.00,1,1,2026-08-24T00:00:00.000
363,WFM000363,260,2,Liberty WarrantyFailureMode 363,1,364.00,1,1,2026-08-24T00:00:00.000
364,WFM000364,145,2,Willow WarrantyFailureMode 364,1,365.00,1,1,2026-08-24T00:00:00.000
365,WFM000365,209,1,Junction WarrantyFailureMode 365,0,366.00,1,1,2026-08-24T00:00:00.000
366,WFM000366,105,4,Vertex WarrantyFailureMode 366,1,367.00,1,1,2026-08-24T00:00:00.000
367,WFM000367,78,1,Orion WarrantyFailureMode 367,1,368.00,1,1,2026-08-24T00:00:00.000
368,WFM000368,207,5,Summit WarrantyFailureMode 368,1,369.00,1,1,2026-08-24T00:00:00.000
369,WFM000369,241,1,Keystone WarrantyFailureMode 369,1,370.00,1,1,2026-08-24T00:00:00.000
370,WFM000370,180,2,Vertex WarrantyFailureMode 370,0,371.00,1,1,2026-08-24T00:00:00.000
371,WFM000371,1,4,Harbor WarrantyFailureMode 371,1,372.00,1,1,2026-08-24T00:00:00.000
372,WFM000372,38,3,Ion WarrantyFailureMode 372,1,373.00,1,1,2026-08-24T00:00:00.000
373,WFM000373,87,4,Keystone WarrantyFailureMode 373,1,374.00,1,1,2026-08-24T00:00:00.000
374,WFM000374,217,3,Titan WarrantyFailureMode 374,1,375.00,1,1,2026-08-24T00:00:00.000
375,WFM000375,77,5,Ion WarrantyFailureMode 375,0,376.00,1,1,2026-08-24T00:00:00.000
376,WFM000376,187,3,Granite WarrantyFailureMode 376,1,377.00,1,1,2026-08-24T00:00:00.000
377,WFM000377,120,3,Forge WarrantyFailureMode 377,1,378.00,1,1,2026-08-24T00:00:00.000
378,WFM000378,48,1,Keystone WarrantyFailureMode 378,1,379.00,1,1,2026-08-24T00:00:00.000
379,WFM000379,54,4,Riverton WarrantyFailureMode 379,1,380.00,1,1,2026-08-24T00:00:00.000
380,WFM000380,56,2,Evergreen WarrantyFailureMode 380,0,381.00,1,1,2026-08-24T00:00:00.000
381,WFM000381,235,4,Junction WarrantyFailureMode 381,1,382.00,1,1,2026-08-24T00:00:00.000
382,WFM000382,109,3,Junction WarrantyFailureMode 382,1,383.00,1,1,2026-08-24T00:00:00.000
383,WFM000383,222,1,Keystone WarrantyFailureMode 383,1,384.00,1,1,2026-08-24T00:00:00.000
384,WFM000384,131,5,Beacon WarrantyFailureMode 384,1,385.00,1,1,2026-08-24T00:00:00.000
385,WFM000385,183,1,Meridian WarrantyFailureMode 385,0,386.00,1,1,2026-08-24T00:00:00.000
386,WFM000386,112,1,Granite WarrantyFailureMode 386,1,387.00,1,1,2026-08-24T00:00:00.000
387,WFM000387,165,5,Titan WarrantyFailureMode 387,1,388.00,1,1,2026-08-24T00:00:00.000
388,WFM000388,90,1,Harbor WarrantyFailureMode 388,1,389.00,1,1,2026-08-24T00:00:00.000
389,WFM000389,122,5,Zenith WarrantyFailureMode 389,1,390.00,1,1,2026-08-24T00:00:00.000
390,WFM000390,195,5,Meridian WarrantyFailureMode 390,0,391.00,1,1,2026-08-24T00:00:00.000
391,WFM000391,169,5,Liberty WarrantyFailureMode 391,1,392.00,1,1,2026-08-24T00:00:00.000
392,WFM000392,103,2,Vertex WarrantyFailureMode 392,1,393.00,1,1,2026-08-24T00:00:00.000
393,WFM000393,8,4,Vertex WarrantyFailureMode 393,1,394.00,1,1,2026-08-24T00:00:00.000
394,WFM000394,157,2,Titan WarrantyFailureMode 394,1,395.00,1,1,2026-08-24T00:00:00.000
395,WFM000395,14,1,Titan WarrantyFailureMode 395,0,396.00,1,1,2026-08-24T00:00:00.000
396,WFM000396,12,1,Willow WarrantyFailureMode 396,1,397.00,1,1,2026-08-24T00:00:00.000
397,WFM000397,205,3,Cedar WarrantyFailureMode 397,1,398.00,1,1,2026-08-24T00:00:00.000
398,WFM000398,243,1,Meridian WarrantyFailureMode 398,1,399.00,1,1,2026-08-24T00:00:00.000
399,WFM000399,195,2,Junction WarrantyFailureMode 399,1,400.00,1,1,2026-08-24T00:00:00.000
400,WFM000400,253,1,Orion WarrantyFailureMode 400,0,401.00,1,1,2026-08-24T00:00:00.000
401,WFM000401,66,3,Junction WarrantyFailureMode 401,1,402.00,1,1,2026-08-24T00:00:00.000
402,WFM000402,187,3,Zenith WarrantyFailureMode 402,1,403.00,1,1,2026-08-24T00:00:00.000
403,WFM000403,87,1,Pioneer WarrantyFailureMode 403,1,404.00,1,1,2026-08-24T00:00:00.000
404,WFM000404,204,5,Quartz WarrantyFailureMode 404,1,405.00,1,1,2026-08-24T00:00:00.000
405,WFM000405,49,2,Riverton WarrantyFailureMode 405,0,406.00,1,1,2026-08-24T00:00:00.000
406,WFM000406,194,3,Meridian WarrantyFailureMode 406,1,407.00,1,1,2026-08-24T00:00:00.000
407,WFM000407,125,5,Vertex WarrantyFailureMode 407,1,408.00,1,1,2026-08-24T00:00:00.000
408,WFM000408,113,2,Riverton WarrantyFailureMode 408,1,409.00,1,1,2026-08-24T00:00:00.000
409,WFM000409,150,2,Unity WarrantyFailureMode 409,1,410.00,1,1,2026-08-24T00:00:00.000
410,WFM000410,146,3,Riverton WarrantyFailureMode 410,0,411.00,1,1,2026-08-24T00:00:00.000
411,WFM000411,54,4,Pioneer WarrantyFailureMode 411,1,412.00,1,1,2026-08-24T00:00:00.000
412,WFM000412,247,3,Unity WarrantyFailureMode 412,1,413.00,1,1,2026-08-24T00:00:00.000
413,WFM000413,263,3,Titan WarrantyFailureMode 413,1,414.00,1,1,2026-08-24T00:00:00.000
414,WFM000414,186,5,Riverton WarrantyFailureMode 414,1,415.00,1,1,2026-08-24T00:00:00.000
415,WFM000415,238,4,Zenith WarrantyFailureMode 415,0,416.00,1,1,2026-08-24T00:00:00.000
416,WFM000416,62,2,Atlas WarrantyFailureMode 416,1,417.00,1,1,2026-08-24T00:00:00.000
417,WFM000417,228,4,Evergreen WarrantyFailureMode 417,1,418.00,1,1,2026-08-24T00:00:00.000
418,WFM000418,73,5,Granite WarrantyFailureMode 418,1,419.00,1,1,2026-08-24T00:00:00.000
419,WFM000419,53,4,Pioneer WarrantyFailureMode 419,1,420.00,1,1,2026-08-24T00:00:00.000
420,WFM000420,78,2,Ion WarrantyFailureMode 420,0,421.00,1,1,2026-08-24T00:00:00.000
421,WFM000421,178,2,Summit WarrantyFailureMode 421,1,422.00,1,1,2026-08-24T00:00:00.000
422,WFM000422,210,1,Beacon WarrantyFailureMode 422,1,423.00,1,1,2026-08-24T00:00:00.000
423,WFM000423,81,3,Junction WarrantyFailureMode 423,1,424.00,1,1,2026-08-24T00:00:00.000
424,WFM000424,142,5,Beacon WarrantyFailureMode 424,1,425.00,1,1,2026-08-24T00:00:00.000
425,WFM000425,126,2,Titan WarrantyFailureMode 425,0,426.00,1,1,2026-08-24T00:00:00.000
426,WFM000426,126,5,Vertex WarrantyFailureMode 426,1,427.00,1,1,2026-08-24T00:00:00.000
427,WFM000427,29,5,Cedar WarrantyFailureMode 427,1,428.00,1,1,2026-08-24T00:00:00.000
428,WFM000428,256,2,Granite WarrantyFailureMode 428,1,429.00,1,1,2026-08-24T00:00:00.000
429,WFM000429,1,5,Atlas WarrantyFailureMode 429,1,430.00,1,1,2026-08-24T00:00:00.000
430,WFM000430,28,3,Northstar WarrantyFailureMode 430,0,431.00,1,1,2026-08-24T00:00:00.000
431,WFM000431,120,4,Vertex WarrantyFailureMode 431,1,432.00,1,1,2026-08-24T00:00:00.000
432,WFM000432,42,2,Ion WarrantyFailureMode 432,1,433.00,1,1,2026-08-24T00:00:00.000
433,WFM000433,5,4,Titan WarrantyFailureMode 433,1,434.00,1,1,2026-08-24T00:00:00.000
434,WFM000434,205,4,Atlas WarrantyFailureMode 434,1,435.00,1,1,2026-08-24T00:00:00.000
435,WFM000435,97,3,Riverton WarrantyFailureMode 435,0,436.00,1,1,2026-08-24T00:00:00.000
436,WFM000436,267,5,Cedar WarrantyFailureMode 436,1,437.00,1,1,2026-08-24T00:00:00.000
437,WFM000437,30,4,Harbor WarrantyFailureMode 437,1,438.00,1,1,2026-08-24T00:00:00.000
438,WFM000438,12,4,Delta WarrantyFailureMode 438,1,439.00,1,1,2026-08-24T00:00:00.000
439,WFM000439,226,1,Pioneer WarrantyFailureMode 439,1,440.00,1,1,2026-08-24T00:00:00.000
440,WFM000440,156,4,Beacon WarrantyFailureMode 440,0,441.00,1,1,2026-08-24T00:00:00.000
441,WFM000441,124,4,Summit WarrantyFailureMode 441,1,442.00,1,1,2026-08-24T00:00:00.000
442,WFM000442,4,2,Willow WarrantyFailureMode 442,1,443.00,1,1,2026-08-24T00:00:00.000
443,WFM000443,116,3,Riverton WarrantyFailureMode 443,1,444.00,1,1,2026-08-24T00:00:00.000
444,WFM000444,231,2,Orion WarrantyFailureMode 444,1,445.00,1,1,2026-08-24T00:00:00.000
445,WFM000445,201,4,Riverton WarrantyFailureMode 445,0,446.00,1,1,2026-08-24T00:00:00.000
446,WFM000446,9,5,Titan WarrantyFailureMode 446,1,447.00,1,1,2026-08-24T00:00:00.000
447,WFM000447,222,5,Vertex WarrantyFailureMode 447,1,448.00,1,1,2026-08-24T00:00:00.000
448,WFM000448,78,3,Junction WarrantyFailureMode 448,1,449.00,1,1,2026-08-24T00:00:00.000
449,WFM000449,69,1,Liberty WarrantyFailureMode 449,1,450.00,1,1,2026-08-24T00:00:00.000
450,WFM000450,37,4,Ion WarrantyFailureMode 450,0,451.00,1,1,2026-08-24T00:00:00.000
451,WFM000451,242,5,Atlas WarrantyFailureMode 451,1,452.00,1,1,2026-08-24T00:00:00.000
452,WFM000452,76,1,Liberty WarrantyFailureMode 452,1,453.00,1,1,2026-08-24T00:00:00.000
453,WFM000453,165,2,Willow WarrantyFailureMode 453,1,454.00,1,1,2026-08-24T00:00:00.000
454,WFM000454,9,4,Liberty WarrantyFailureMode 454,1,455.00,1,1,2026-08-24T00:00:00.000
455,WFM000455,156,3,Ion WarrantyFailureMode 455,0,456.00,1,1,2026-08-24T00:00:00.000
456,WFM000456,62,5,Orion WarrantyFailureMode 456,1,457.00,1,1,2026-08-24T00:00:00.000
457,WFM000457,167,5,Keystone WarrantyFailureMode 457,1,458.00,1,1,2026-08-24T00:00:00.000
458,WFM000458,99,2,Unity WarrantyFailureMode 458,1,459.00,1,1,2026-08-24T00:00:00.000
459,WFM000459,8,2,Willow WarrantyFailureMode 459,1,460.00,1,1,2026-08-24T00:00:00.000
460,WFM000460,206,5,Atlas WarrantyFailureMode 460,0,461.00,1,1,2026-08-24T00:00:00.000
461,WFM000461,86,5,Vertex WarrantyFailureMode 461,1,462.00,1,1,2026-08-24T00:00:00.000
462,WFM000462,274,2,Pioneer WarrantyFailureMode 462,1,463.00,1,1,2026-08-24T00:00:00.000
463,WFM000463,182,4,Quartz WarrantyFailureMode 463,1,464.00,1,1,2026-08-24T00:00:00.000
464,WFM000464,158,4,Delta WarrantyFailureMode 464,1,465.00,1,1,2026-08-24T00:00:00.000
465,WFM000465,214,2,Summit WarrantyFailureMode 465,0,466.00,1,1,2026-08-24T00:00:00.000
466,WFM000466,218,3,Forge WarrantyFailureMode 466,1,467.00,1,1,2026-08-24T00:00:00.000
467,WFM000467,226,4,Vertex WarrantyFailureMode 467,1,468.00,1,1,2026-08-24T00:00:00.000
468,WFM000468,104,2,Liberty WarrantyFailureMode 468,1,469.00,1,1,2026-08-24T00:00:00.000
469,WFM000469,250,4,Riverton WarrantyFailureMode 469,1,470.00,1,1,2026-08-24T00:00:00.000
470,WFM000470,135,4,Harbor WarrantyFailureMode 470,0,471.00,1,1,2026-08-24T00:00:00.000
471,WFM000471,222,4,Meridian WarrantyFailureMode 471,1,472.00,1,1,2026-08-24T00:00:00.000
472,WFM000472,86,3,Vertex WarrantyFailureMode 472,1,473.00,1,1,2026-08-24T00:00:00.000
473,WFM000473,166,4,Atlas WarrantyFailureMode 473,1,474.00,1,1,2026-08-24T00:00:00.000
474,WFM000474,170,1,Granite WarrantyFailureMode 474,1,475.00,1,1,2026-08-24T00:00:00.000
475,WFM000475,18,2,Delta WarrantyFailureMode 475,0,476.00,1,1,2026-08-24T00:00:00.000
476,WFM000476,6,5,Atlas WarrantyFailureMode 476,1,477.00,1,1,2026-08-24T00:00:00.000
477,WFM000477,90,2,Junction WarrantyFailureMode 477,1,478.00,1,1,2026-08-24T00:00:00.000
478,WFM000478,197,4,Zenith WarrantyFailureMode 478,1,479.00,1,1,2026-08-24T00:00:00.000
479,WFM000479,145,5,Quartz WarrantyFailureMode 479,1,480.00,1,1,2026-08-24T00:00:00.000
480,WFM000480,223,3,Ion WarrantyFailureMode 480,0,481.00,1,1,2026-08-24T00:00:00.000
481,WFM000481,273,5,Summit WarrantyFailureMode 481,1,482.00,1,1,2026-08-24T00:00:00.000
482,WFM000482,28,2,Willow WarrantyFailureMode 482,1,483.00,1,1,2026-08-24T00:00:00.000
483,WFM000483,68,3,Orion WarrantyFailureMode 483,1,484.00,1,1,2026-08-24T00:00:00.000
484,WFM000484,177,5,Meridian WarrantyFailureMode 484,1,485.00,1,1,2026-08-24T00:00:00.000
485,WFM000485,275,1,Orion WarrantyFailureMode 485,0,486.00,1,1,2026-08-24T00:00:00.000
486,WFM000486,255,3,Quartz WarrantyFailureMode 486,1,487.00,1,1,2026-08-24T00:00:00.000
487,WFM000487,61,2,Pioneer WarrantyFailureMode 487,1,488.00,1,1,2026-08-24T00:00:00.000
488,WFM000488,26,3,Evergreen WarrantyFailureMode 488,1,489.00,1,1,2026-08-24T00:00:00.000
489,WFM000489,263,3,Unity WarrantyFailureMode 489,1,490.00,1,1,2026-08-24T00:00:00.000
490,WFM000490,107,3,Granite WarrantyFailureMode 490,0,491.00,1,1,2026-08-24T00:00:00.000
491,WFM000491,177,1,Vertex WarrantyFailureMode 491,1,492.00,1,1,2026-08-24T00:00:00.000
492,WFM000492,143,4,Granite WarrantyFailureMode 492,1,493.00,1,1,2026-08-24T00:00:00.000
493,WFM000493,131,3,Liberty WarrantyFailureMode 493,1,494.00,1,1,2026-08-24T00:00:00.000
494,WFM000494,115,1,Orion WarrantyFailureMode 494,1,495.00,1,1,2026-08-24T00:00:00.000
495,WFM000495,117,2,Cedar WarrantyFailureMode 495,0,496.00,1,1,2026-08-24T00:00:00.000
496,WFM000496,11,5,Beacon WarrantyFailureMode 496,1,497.00,1,1,2026-08-24T00:00:00.000
497,WFM000497,194,5,Junction WarrantyFailureMode 497,1,498.00,1,1,2026-08-24T00:00:00.000
498,WFM000498,85,3,Liberty WarrantyFailureMode 498,1,499.00,1,1,2026-08-24T00:00:00.000
499,WFM000499,261,5,Unity WarrantyFailureMode 499,1,500.00,1,1,2026-08-24T00:00:00.000
500,WFM000500,52,3,Northstar WarrantyFailureMode 500,0,501.00,1,1,2026-08-24T00:00:00.000
