GlAccountKey,GlAccountNumber,AccountSubGroupKey,AccountReportingLineKey,PostingTypeKey,CostElementTypeKey,RecordStatusKey,CurrencyKey,GlAccountName,AccountDescription,NormalBalanceCode,FinancialStatementName,AllowPostingFlag,TaxRelevantFlag,IntercompanyFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
156,GA000156,39,143,3,1,1,2,Granite GlAccount 156,GlAccount starter record 156,G,Granite GlAccount 156,1,1,1,2020-06-05,1,1,2026-08-24T00:00:00.000
157,GA000157,71,107,10,7,2,1,Riverton GlAccount 157,GlAccount starter record 157,G,Atlas GlAccount 157,1,1,1,2020-06-06,1,1,2026-08-24T00:00:00.000
158,GA000158,202,127,7,5,2,4,Liberty GlAccount 158,GlAccount starter record 158,G,Vertex GlAccount 158,1,1,1,2020-06-07,1,1,2026-08-24T00:00:00.000
159,GA000159,190,2,12,2,2,5,Meridian GlAccount 159,GlAccount starter record 159,G,Evergreen GlAccount 159,1,1,1,2020-06-08,1,1,2026-08-24T00:00:00.000
160,GA000160,34,35,12,3,1,5,Junction GlAccount 160,GlAccount starter record 160,G,Junction GlAccount 160,0,0,0,2020-06-09,1,1,2026-08-24T00:00:00.000
161,GA000161,210,140,9,1,3,1,Pioneer GlAccount 161,GlAccount starter record 161,G,Vertex GlAccount 161,1,1,1,2020-06-10,1,1,2026-08-24T00:00:00.000
162,GA000162,106,92,11,9,2,5,Delta GlAccount 162,GlAccount starter record 162,G,Quartz GlAccount 162,1,1,1,2020-06-11,1,1,2026-08-24T00:00:00.000
163,GA000163,57,169,4,7,1,4,Quartz GlAccount 163,GlAccount starter record 163,G,Junction GlAccount 163,1,1,1,2020-06-12,1,1,2026-08-24T00:00:00.000
164,GA000164,150,154,16,3,4,1,Granite GlAccount 164,GlAccount starter record 164,G,Unity GlAccount 164,1,1,1,2020-06-13,1,1,2026-08-24T00:00:00.000
165,GA000165,137,127,8,5,1,3,Quartz GlAccount 165,GlAccount starter record 165,G,Ion GlAccount 165,0,0,0,2020-06-14,1,1,2026-08-24T00:00:00.000
166,GA000166,90,74,3,3,4,5,Atlas GlAccount 166,GlAccount starter record 166,G,Granite GlAccount 166,1,1,1,2020-06-15,1,1,2026-08-24T00:00:00.000
167,GA000167,125,58,7,5,2,5,Cedar GlAccount 167,GlAccount starter record 167,G,Titan GlAccount 167,1,1,1,2020-06-16,1,1,2026-08-24T00:00:00.000
168,GA000168,91,14,10,12,4,2,Orion GlAccount 168,GlAccount starter record 168,G,Orion GlAccount 168,1,1,1,2020-06-17,1,1,2026-08-24T00:00:00.000
169,GA000169,117,29,4,7,2,3,Cedar GlAccount 169,GlAccount starter record 169,G,Ion GlAccount 169,1,1,1,2020-06-18,1,1,2026-08-24T00:00:00.000
170,GA000170,195,36,2,4,4,2,Summit GlAccount 170,GlAccount starter record 170,G,Meridian GlAccount 170,0,0,0,2020-06-19,1,1,2026-08-24T00:00:00.000
171,GA000171,94,35,4,9,4,3,Delta GlAccount 171,GlAccount starter record 171,G,Pioneer GlAccount 171,1,1,1,2020-06-20,1,1,2026-08-24T00:00:00.000
172,GA000172,195,49,6,12,1,4,Granite GlAccount 172,GlAccount starter record 172,G,Meridian GlAccount 172,1,1,1,2020-06-21,1,1,2026-08-24T00:00:00.000
173,GA000173,4,89,2,1,4,5,Riverton GlAccount 173,GlAccount starter record 173,G,Titan GlAccount 173,1,1,1,2020-06-22,1,1,2026-08-24T00:00:00.000
174,GA000174,64,19,3,6,1,5,Cedar GlAccount 174,GlAccount starter record 174,G,Ion GlAccount 174,1,1,1,2020-06-23,1,1,2026-08-24T00:00:00.000
175,GA000175,163,163,12,5,3,3,Atlas GlAccount 175,GlAccount starter record 175,G,Cedar GlAccount 175,0,0,0,2020-06-24,1,1,2026-08-24T00:00:00.000
176,GA000176,41,62,2,6,4,2,Zenith GlAccount 176,GlAccount starter record 176,G,Riverton GlAccount 176,1,1,1,2020-06-25,1,1,2026-08-24T00:00:00.000
177,GA000177,124,46,5,10,2,3,Beacon GlAccount 177,GlAccount starter record 177,G,Vertex GlAccount 177,1,1,1,2020-06-26,1,1,2026-08-24T00:00:00.000
178,GA000178,146,33,12,2,4,2,Vertex GlAccount 178,GlAccount starter record 178,G,Liberty GlAccount 178,1,1,1,2020-06-27,1,1,2026-08-24T00:00:00.000
179,GA000179,1,153,13,7,3,2,Cedar GlAccount 179,GlAccount starter record 179,G,Zenith GlAccount 179,1,1,1,2020-06-28,1,1,2026-08-24T00:00:00.000
180,GA000180,95,151,4,5,1,3,Pioneer GlAccount 180,GlAccount starter record 180,G,Pioneer GlAccount 180,0,0,0,2020-06-29,1,1,2026-08-24T00:00:00.000
181,GA000181,220,83,10,5,2,4,Zenith GlAccount 181,GlAccount starter record 181,G,Ion GlAccount 181,1,1,1,2020-06-30,1,1,2026-08-24T00:00:00.000
182,GA000182,125,119,8,6,1,1,Orion GlAccount 182,GlAccount starter record 182,G,Vertex GlAccount 182,1,1,1,2020-07-01,1,1,2026-08-24T00:00:00.000
183,GA000183,21,116,11,2,3,4,Willow GlAccount 183,GlAccount starter record 183,G,Atlas GlAccount 183,1,1,1,2020-07-02,1,1,2026-08-24T00:00:00.000
184,GA000184,10,54,3,9,4,4,Junction GlAccount 184,GlAccount starter record 184,G,Pioneer GlAccount 184,1,1,1,2020-07-03,1,1,2026-08-24T00:00:00.000
185,GA000185,115,7,5,3,1,1,Junction GlAccount 185,GlAccount starter record 185,G,Beacon GlAccount 185,0,0,0,2020-07-04,1,1,2026-08-24T00:00:00.000
186,GA000186,153,143,1,11,2,2,Liberty GlAccount 186,GlAccount starter record 186,G,Granite GlAccount 186,1,1,1,2020-07-05,1,1,2026-08-24T00:00:00.000
187,GA000187,219,5,4,4,3,3,Delta GlAccount 187,GlAccount starter record 187,G,Beacon GlAccount 187,1,1,1,2020-07-06,1,1,2026-08-24T00:00:00.000
188,GA000188,170,132,3,6,1,2,Riverton GlAccount 188,GlAccount starter record 188,G,Beacon GlAccount 188,1,1,1,2020-07-07,1,1,2026-08-24T00:00:00.000
189,GA000189,23,175,12,6,4,5,Summit GlAccount 189,GlAccount starter record 189,G,Forge GlAccount 189,1,1,1,2020-07-08,1,1,2026-08-24T00:00:00.000
190,GA000190,194,28,2,7,3,1,Summit GlAccount 190,GlAccount starter record 190,G,Willow GlAccount 190,0,0,0,2020-07-09,1,1,2026-08-24T00:00:00.000
191,GA000191,129,31,3,3,2,1,Atlas GlAccount 191,GlAccount starter record 191,G,Cedar GlAccount 191,1,1,1,2020-07-10,1,1,2026-08-24T00:00:00.000
192,GA000192,12,192,6,7,2,2,Cedar GlAccount 192,GlAccount starter record 192,G,Willow GlAccount 192,1,1,1,2020-07-11,1,1,2026-08-24T00:00:00.000
193,GA000193,62,137,13,4,4,5,Quartz GlAccount 193,GlAccount starter record 193,G,Orion GlAccount 193,1,1,1,2020-07-12,1,1,2026-08-24T00:00:00.000
194,GA000194,174,172,13,4,4,2,Liberty GlAccount 194,GlAccount starter record 194,G,Orion GlAccount 194,1,1,1,2020-07-13,1,1,2026-08-24T00:00:00.000
195,GA000195,130,146,11,7,3,4,Ion GlAccount 195,GlAccount starter record 195,G,Junction GlAccount 195,0,0,0,2020-07-14,1,1,2026-08-24T00:00:00.000
196,GA000196,189,149,8,6,2,2,Riverton GlAccount 196,GlAccount starter record 196,G,Atlas GlAccount 196,1,1,1,2020-07-15,1,1,2026-08-24T00:00:00.000
197,GA000197,168,128,7,3,1,1,Riverton GlAccount 197,GlAccount starter record 197,G,Atlas GlAccount 197,1,1,1,2020-07-16,1,1,2026-08-24T00:00:00.000
198,GA000198,148,25,9,6,1,3,Titan GlAccount 198,GlAccount starter record 198,G,Riverton GlAccount 198,1,1,1,2020-07-17,1,1,2026-08-24T00:00:00.000
199,GA000199,162,10,12,11,1,4,Atlas GlAccount 199,GlAccount starter record 199,G,Quartz GlAccount 199,1,1,1,2020-07-18,1,1,2026-08-24T00:00:00.000
200,GA000200,6,41,12,9,4,3,Ion GlAccount 200,GlAccount starter record 200,G,Quartz GlAccount 200,0,0,0,2020-07-19,1,1,2026-08-24T00:00:00.000
201,GA000201,168,200,16,12,3,2,Cedar GlAccount 201,GlAccount starter record 201,G,Evergreen GlAccount 201,1,1,1,2020-07-20,1,1,2026-08-24T00:00:00.000
202,GA000202,174,119,2,10,2,4,Beacon GlAccount 202,GlAccount starter record 202,G,Junction GlAccount 202,1,1,1,2020-07-21,1,1,2026-08-24T00:00:00.000
203,GA000203,43,107,8,4,2,3,Willow GlAccount 203,GlAccount starter record 203,G,Unity GlAccount 203,1,1,1,2020-07-22,1,1,2026-08-24T00:00:00.000
204,GA000204,180,10,9,10,4,4,Atlas GlAccount 204,GlAccount starter record 204,G,Forge GlAccount 204,1,1,1,2020-07-23,1,1,2026-08-24T00:00:00.000
205,GA000205,207,51,1,10,4,4,Unity GlAccount 205,GlAccount starter record 205,G,Summit GlAccount 205,0,0,0,2020-07-24,1,1,2026-08-24T00:00:00.000
206,GA000206,130,111,7,11,1,5,Cedar GlAccount 206,GlAccount starter record 206,G,Forge GlAccount 206,1,1,1,2020-07-25,1,1,2026-08-24T00:00:00.000
207,GA000207,70,164,11,1,1,5,Junction GlAccount 207,GlAccount starter record 207,G,Willow GlAccount 207,1,1,1,2020-07-26,1,1,2026-08-24T00:00:00.000
208,GA000208,74,120,12,1,3,1,Titan GlAccount 208,GlAccount starter record 208,G,Beacon GlAccount 208,1,1,1,2020-07-27,1,1,2026-08-24T00:00:00.000
209,GA000209,145,25,10,9,3,1,Forge GlAccount 209,GlAccount starter record 209,G,Liberty GlAccount 209,1,1,1,2020-07-28,1,1,2026-08-24T00:00:00.000
210,GA000210,133,188,3,9,3,2,Zenith GlAccount 210,GlAccount starter record 210,G,Unity GlAccount 210,0,0,0,2020-07-29,1,1,2026-08-24T00:00:00.000
211,GA000211,213,82,10,2,4,2,Forge GlAccount 211,GlAccount starter record 211,G,Cedar GlAccount 211,1,1,1,2020-07-30,1,1,2026-08-24T00:00:00.000
212,GA000212,73,32,14,3,2,1,Forge GlAccount 212,GlAccount starter record 212,G,Harbor GlAccount 212,1,1,1,2020-07-31,1,1,2026-08-24T00:00:00.000
213,GA000213,76,170,4,3,2,1,Keystone GlAccount 213,GlAccount starter record 213,G,Junction GlAccount 213,1,1,1,2020-08-01,1,1,2026-08-24T00:00:00.000
214,GA000214,128,72,7,11,2,3,Ion GlAccount 214,GlAccount starter record 214,G,Northstar GlAccount 214,1,1,1,2020-08-02,1,1,2026-08-24T00:00:00.000
215,GA000215,30,16,9,12,3,5,Pioneer GlAccount 215,GlAccount starter record 215,G,Summit GlAccount 215,0,0,0,2020-08-03,1,1,2026-08-24T00:00:00.000
216,GA000216,146,62,7,11,2,2,Granite GlAccount 216,GlAccount starter record 216,G,Vertex GlAccount 216,1,1,1,2020-08-04,1,1,2026-08-24T00:00:00.000
217,GA000217,151,70,15,8,3,3,Summit GlAccount 217,GlAccount starter record 217,G,Titan GlAccount 217,1,1,1,2020-08-05,1,1,2026-08-24T00:00:00.000
218,GA000218,174,129,11,12,4,3,Cedar GlAccount 218,GlAccount starter record 218,G,Forge GlAccount 218,1,1,1,2020-08-06,1,1,2026-08-24T00:00:00.000
219,GA000219,83,82,15,9,3,2,Delta GlAccount 219,GlAccount starter record 219,G,Keystone GlAccount 219,1,1,1,2020-08-07,1,1,2026-08-24T00:00:00.000
220,GA000220,212,104,10,7,4,2,Northstar GlAccount 220,GlAccount starter record 220,G,Keystone GlAccount 220,0,0,0,2020-08-08,1,1,2026-08-24T00:00:00.000
221,GA000221,37,137,11,9,4,2,Liberty GlAccount 221,GlAccount starter record 221,G,Evergreen GlAccount 221,1,1,1,2020-08-09,1,1,2026-08-24T00:00:00.000
222,GA000222,137,103,14,5,3,3,Titan GlAccount 222,GlAccount starter record 222,G,Beacon GlAccount 222,1,1,1,2020-08-10,1,1,2026-08-24T00:00:00.000
223,GA000223,47,101,11,1,2,4,Willow GlAccount 223,GlAccount starter record 223,G,Vertex GlAccount 223,1,1,1,2020-08-11,1,1,2026-08-24T00:00:00.000
224,GA000224,148,147,11,3,4,5,Delta GlAccount 224,GlAccount starter record 224,G,Delta GlAccount 224,1,1,1,2020-08-12,1,1,2026-08-24T00:00:00.000
225,GA000225,168,121,9,6,2,5,Harbor GlAccount 225,GlAccount starter record 225,G,Meridian GlAccount 225,0,0,0,2020-08-13,1,1,2026-08-24T00:00:00.000
226,GA000226,189,51,13,3,3,1,Willow GlAccount 226,GlAccount starter record 226,G,Forge GlAccount 226,1,1,1,2020-08-14,1,1,2026-08-24T00:00:00.000
227,GA000227,175,34,7,3,2,5,Unity GlAccount 227,GlAccount starter record 227,G,Unity GlAccount 227,1,1,1,2020-08-15,1,1,2026-08-24T00:00:00.000
228,GA000228,150,135,10,12,4,2,Evergreen GlAccount 228,GlAccount starter record 228,G,Summit GlAccount 228,1,1,1,2020-08-16,1,1,2026-08-24T00:00:00.000
229,GA000229,58,182,7,8,2,5,Vertex GlAccount 229,GlAccount starter record 229,G,Harbor GlAccount 229,1,1,1,2020-08-17,1,1,2026-08-24T00:00:00.000
230,GA000230,116,139,2,3,1,4,Beacon GlAccount 230,GlAccount starter record 230,G,Vertex GlAccount 230,0,0,0,2020-08-18,1,1,2026-08-24T00:00:00.000
231,GA000231,75,53,1,3,3,5,Northstar GlAccount 231,GlAccount starter record 231,G,Granite GlAccount 231,1,1,1,2020-08-19,1,1,2026-08-24T00:00:00.000
232,GA000232,31,49,3,5,1,5,Quartz GlAccount 232,GlAccount starter record 232,G,Meridian GlAccount 232,1,1,1,2020-08-20,1,1,2026-08-24T00:00:00.000
233,GA000233,86,25,2,4,3,1,Keystone GlAccount 233,GlAccount starter record 233,G,Delta GlAccount 233,1,1,1,2020-08-21,1,1,2026-08-24T00:00:00.000
234,GA000234,82,106,12,3,3,1,Titan GlAccount 234,GlAccount starter record 234,G,Orion GlAccount 234,1,1,1,2020-08-22,1,1,2026-08-24T00:00:00.000
235,GA000235,4,138,13,11,3,3,Delta GlAccount 235,GlAccount starter record 235,G,Pioneer GlAccount 235,0,0,0,2020-08-23,1,1,2026-08-24T00:00:00.000
236,GA000236,163,82,16,9,3,3,Willow GlAccount 236,GlAccount starter record 236,G,Vertex GlAccount 236,1,1,1,2020-08-24,1,1,2026-08-24T00:00:00.000
237,GA000237,49,32,12,9,1,1,Granite GlAccount 237,GlAccount starter record 237,G,Willow GlAccount 237,1,1,1,2020-08-25,1,1,2026-08-24T00:00:00.000
238,GA000238,194,66,14,7,1,5,Delta GlAccount 238,GlAccount starter record 238,G,Harbor GlAccount 238,1,1,1,2020-08-26,1,1,2026-08-24T00:00:00.000
239,GA000239,100,111,12,8,3,5,Northstar GlAccount 239,GlAccount starter record 239,G,Evergreen GlAccount 239,1,1,1,2020-08-27,1,1,2026-08-24T00:00:00.000
240,GA000240,210,150,1,11,2,1,Granite GlAccount 240,GlAccount starter record 240,G,Quartz GlAccount 240,0,0,0,2020-08-28,1,1,2026-08-24T00:00:00.000
241,GA000241,96,158,15,9,2,5,Quartz GlAccount 241,GlAccount starter record 241,G,Northstar GlAccount 241,1,1,1,2020-08-29,1,1,2026-08-24T00:00:00.000
242,GA000242,112,188,9,9,4,4,Beacon GlAccount 242,GlAccount starter record 242,G,Ion GlAccount 242,1,1,1,2020-08-30,1,1,2026-08-24T00:00:00.000
243,GA000243,31,140,10,3,4,2,Unity GlAccount 243,GlAccount starter record 243,G,Beacon GlAccount 243,1,1,1,2020-08-31,1,1,2026-08-24T00:00:00.000
244,GA000244,208,84,13,2,3,4,Keystone GlAccount 244,GlAccount starter record 244,G,Ion GlAccount 244,1,1,1,2020-09-01,1,1,2026-08-24T00:00:00.000
245,GA000245,116,67,8,4,4,4,Evergreen GlAccount 245,GlAccount starter record 245,G,Ion GlAccount 245,0,0,0,2020-09-02,1,1,2026-08-24T00:00:00.000
246,GA000246,165,92,10,3,2,2,Vertex GlAccount 246,GlAccount starter record 246,G,Pioneer GlAccount 246,1,1,1,2020-09-03,1,1,2026-08-24T00:00:00.000
247,GA000247,154,65,5,6,1,2,Unity GlAccount 247,GlAccount starter record 247,G,Pioneer GlAccount 247,1,1,1,2020-09-04,1,1,2026-08-24T00:00:00.000
248,GA000248,207,51,8,9,4,2,Meridian GlAccount 248,GlAccount starter record 248,G,Forge GlAccount 248,1,1,1,2020-09-05,1,1,2026-08-24T00:00:00.000
249,GA000249,159,154,2,2,3,2,Quartz GlAccount 249,GlAccount starter record 249,G,Titan GlAccount 249,1,1,1,2020-09-06,1,1,2026-08-24T00:00:00.000
250,GA000250,60,106,6,6,4,3,Orion GlAccount 250,GlAccount starter record 250,G,Atlas GlAccount 250,0,0,0,2020-09-07,1,1,2026-08-24T00:00:00.000
251,GA000251,194,200,4,11,2,5,Pioneer GlAccount 251,GlAccount starter record 251,G,Beacon GlAccount 251,1,1,1,2020-09-08,1,1,2026-08-24T00:00:00.000
252,GA000252,19,85,10,4,2,1,Riverton GlAccount 252,GlAccount starter record 252,G,Beacon GlAccount 252,1,1,1,2020-09-09,1,1,2026-08-24T00:00:00.000
253,GA000253,76,196,8,7,1,2,Delta GlAccount 253,GlAccount starter record 253,G,Vertex GlAccount 253,1,1,1,2020-09-10,1,1,2026-08-24T00:00:00.000
254,GA000254,183,134,3,5,3,4,Beacon GlAccount 254,GlAccount starter record 254,G,Quartz GlAccount 254,1,1,1,2020-09-11,1,1,2026-08-24T00:00:00.000
255,GA000255,196,8,9,3,4,3,Liberty GlAccount 255,GlAccount starter record 255,G,Orion GlAccount 255,0,0,0,2020-09-12,1,1,2026-08-24T00:00:00.000
256,GA000256,100,59,4,1,3,2,Evergreen GlAccount 256,GlAccount starter record 256,G,Cedar GlAccount 256,1,1,1,2020-09-13,1,1,2026-08-24T00:00:00.000
257,GA000257,95,1,4,5,1,5,Willow GlAccount 257,GlAccount starter record 257,G,Orion GlAccount 257,1,1,1,2020-09-14,1,1,2026-08-24T00:00:00.000
258,GA000258,98,48,4,10,3,2,Delta GlAccount 258,GlAccount starter record 258,G,Ion GlAccount 258,1,1,1,2020-09-15,1,1,2026-08-24T00:00:00.000
259,GA000259,210,55,5,1,2,4,Granite GlAccount 259,GlAccount starter record 259,G,Ion GlAccount 259,1,1,1,2020-09-16,1,1,2026-08-24T00:00:00.000
260,GA000260,190,179,15,6,3,3,Titan GlAccount 260,GlAccount starter record 260,G,Granite GlAccount 260,0,0,0,2020-09-17,1,1,2026-08-24T00:00:00.000
261,GA000261,137,36,15,9,1,4,Unity GlAccount 261,GlAccount starter record 261,G,Willow GlAccount 261,1,1,1,2020-09-18,1,1,2026-08-24T00:00:00.000
262,GA000262,24,189,16,8,3,4,Orion GlAccount 262,GlAccount starter record 262,G,Titan GlAccount 262,1,1,1,2020-09-19,1,1,2026-08-24T00:00:00.000
263,GA000263,60,151,6,8,4,5,Junction GlAccount 263,GlAccount starter record 263,G,Vertex GlAccount 263,1,1,1,2020-09-20,1,1,2026-08-24T00:00:00.000
264,GA000264,136,142,13,5,3,1,Atlas GlAccount 264,GlAccount starter record 264,G,Ion GlAccount 264,1,1,1,2020-09-21,1,1,2026-08-24T00:00:00.000
265,GA000265,11,50,2,1,1,3,Meridian GlAccount 265,GlAccount starter record 265,G,Cedar GlAccount 265,0,0,0,2020-09-22,1,1,2026-08-24T00:00:00.000
266,GA000266,102,140,1,3,3,4,Beacon GlAccount 266,GlAccount starter record 266,G,Zenith GlAccount 266,1,1,1,2020-09-23,1,1,2026-08-24T00:00:00.000
267,GA000267,127,10,14,7,3,3,Atlas GlAccount 267,GlAccount starter record 267,G,Titan GlAccount 267,1,1,1,2020-09-24,1,1,2026-08-24T00:00:00.000
268,GA000268,128,147,10,7,4,4,Cedar GlAccount 268,GlAccount starter record 268,G,Evergreen GlAccount 268,1,1,1,2020-09-25,1,1,2026-08-24T00:00:00.000
269,GA000269,212,37,5,5,2,3,Meridian GlAccount 269,GlAccount starter record 269,G,Vertex GlAccount 269,1,1,1,2020-09-26,1,1,2026-08-24T00:00:00.000
270,GA000270,136,34,15,9,3,4,Meridian GlAccount 270,GlAccount starter record 270,G,Delta GlAccount 270,0,0,0,2020-09-27,1,1,2026-08-24T00:00:00.000
271,GA000271,101,167,14,3,2,1,Atlas GlAccount 271,GlAccount starter record 271,G,Zenith GlAccount 271,1,1,1,2020-09-28,1,1,2026-08-24T00:00:00.000
272,GA000272,193,139,4,7,4,1,Ion GlAccount 272,GlAccount starter record 272,G,Orion GlAccount 272,1,1,1,2020-09-29,1,1,2026-08-24T00:00:00.000
273,GA000273,102,87,1,12,3,2,Titan GlAccount 273,GlAccount starter record 273,G,Zenith GlAccount 273,1,1,1,2020-09-30,1,1,2026-08-24T00:00:00.000
274,GA000274,145,165,16,2,1,4,Forge GlAccount 274,GlAccount starter record 274,G,Zenith GlAccount 274,1,1,1,2020-10-01,1,1,2026-08-24T00:00:00.000
275,GA000275,58,116,16,4,2,3,Beacon GlAccount 275,GlAccount starter record 275,G,Junction GlAccount 275,0,0,0,2020-10-02,1,1,2026-08-24T00:00:00.000
276,GA000276,172,182,10,4,1,4,Meridian GlAccount 276,GlAccount starter record 276,G,Evergreen GlAccount 276,1,1,1,2020-10-03,1,1,2026-08-24T00:00:00.000
277,GA000277,185,102,8,11,3,4,Willow GlAccount 277,GlAccount starter record 277,G,Titan GlAccount 277,1,1,1,2020-10-04,1,1,2026-08-24T00:00:00.000
278,GA000278,125,40,7,7,1,2,Vertex GlAccount 278,GlAccount starter record 278,G,Northstar GlAccount 278,1,1,1,2020-10-05,1,1,2026-08-24T00:00:00.000
279,GA000279,189,96,1,4,3,4,Beacon GlAccount 279,GlAccount starter record 279,G,Zenith GlAccount 279,1,1,1,2020-10-06,1,1,2026-08-24T00:00:00.000
280,GA000280,215,177,11,10,4,3,Junction GlAccount 280,GlAccount starter record 280,G,Quartz GlAccount 280,0,0,0,2020-10-07,1,1,2026-08-24T00:00:00.000
281,GA000281,139,99,13,1,3,2,Atlas GlAccount 281,GlAccount starter record 281,G,Keystone GlAccount 281,1,1,1,2020-10-08,1,1,2026-08-24T00:00:00.000
282,GA000282,80,28,6,8,1,3,Delta GlAccount 282,GlAccount starter record 282,G,Summit GlAccount 282,1,1,1,2020-10-09,1,1,2026-08-24T00:00:00.000
283,GA000283,77,199,14,11,2,5,Keystone GlAccount 283,GlAccount starter record 283,G,Orion GlAccount 283,1,1,1,2020-10-10,1,1,2026-08-24T00:00:00.000
284,GA000284,8,168,7,5,3,3,Meridian GlAccount 284,GlAccount starter record 284,G,Summit GlAccount 284,1,1,1,2020-10-11,1,1,2026-08-24T00:00:00.000
285,GA000285,122,107,14,7,2,2,Cedar GlAccount 285,GlAccount starter record 285,G,Willow GlAccount 285,0,0,0,2020-10-12,1,1,2026-08-24T00:00:00.000
286,GA000286,105,18,15,4,3,1,Willow GlAccount 286,GlAccount starter record 286,G,Granite GlAccount 286,1,1,1,2020-10-13,1,1,2026-08-24T00:00:00.000
287,GA000287,11,127,2,8,1,1,Junction GlAccount 287,GlAccount starter record 287,G,Cedar GlAccount 287,1,1,1,2020-10-14,1,1,2026-08-24T00:00:00.000
288,GA000288,219,40,8,2,2,1,Unity GlAccount 288,GlAccount starter record 288,G,Titan GlAccount 288,1,1,1,2020-10-15,1,1,2026-08-24T00:00:00.000
289,GA000289,191,129,5,1,2,3,Harbor GlAccount 289,GlAccount starter record 289,G,Granite GlAccount 289,1,1,1,2020-10-16,1,1,2026-08-24T00:00:00.000
290,GA000290,194,195,4,11,3,3,Cedar GlAccount 290,GlAccount starter record 290,G,Quartz GlAccount 290,0,0,0,2020-10-17,1,1,2026-08-24T00:00:00.000
291,GA000291,71,36,1,8,1,3,Granite GlAccount 291,GlAccount starter record 291,G,Summit GlAccount 291,1,1,1,2020-10-18,1,1,2026-08-24T00:00:00.000
292,GA000292,2,3,13,11,1,4,Harbor GlAccount 292,GlAccount starter record 292,G,Beacon GlAccount 292,1,1,1,2020-10-19,1,1,2026-08-24T00:00:00.000
293,GA000293,18,158,2,10,1,1,Titan GlAccount 293,GlAccount starter record 293,G,Granite GlAccount 293,1,1,1,2020-10-20,1,1,2026-08-24T00:00:00.000
294,GA000294,38,176,1,11,4,5,Keystone GlAccount 294,GlAccount starter record 294,G,Orion GlAccount 294,1,1,1,2020-10-21,1,1,2026-08-24T00:00:00.000
295,GA000295,120,103,11,6,1,3,Unity GlAccount 295,GlAccount starter record 295,G,Atlas GlAccount 295,0,0,0,2020-10-22,1,1,2026-08-24T00:00:00.000
296,GA000296,132,42,9,10,1,2,Summit GlAccount 296,GlAccount starter record 296,G,Evergreen GlAccount 296,1,1,1,2020-10-23,1,1,2026-08-24T00:00:00.000
297,GA000297,146,137,8,10,1,3,Unity GlAccount 297,GlAccount starter record 297,G,Northstar GlAccount 297,1,1,1,2020-10-24,1,1,2026-08-24T00:00:00.000
298,GA000298,173,128,6,10,3,3,Northstar GlAccount 298,GlAccount starter record 298,G,Harbor GlAccount 298,1,1,1,2020-10-25,1,1,2026-08-24T00:00:00.000
299,GA000299,94,52,5,4,4,4,Riverton GlAccount 299,GlAccount starter record 299,G,Granite GlAccount 299,1,1,1,2020-10-26,1,1,2026-08-24T00:00:00.000
300,GA000300,42,155,10,12,1,1,Vertex GlAccount 300,GlAccount starter record 300,G,Unity GlAccount 300,0,0,0,2020-10-27,1,1,2026-08-24T00:00:00.000
301,GA000301,34,32,9,7,4,4,Meridian GlAccount 301,GlAccount starter record 301,G,Ion GlAccount 301,1,1,1,2020-10-28,1,1,2026-08-24T00:00:00.000
302,GA000302,9,56,2,9,3,3,Delta GlAccount 302,GlAccount starter record 302,G,Junction GlAccount 302,1,1,1,2020-10-29,1,1,2026-08-24T00:00:00.000
303,GA000303,138,45,4,9,2,2,Willow GlAccount 303,GlAccount starter record 303,G,Orion GlAccount 303,1,1,1,2020-10-30,1,1,2026-08-24T00:00:00.000
304,GA000304,176,110,9,4,4,4,Junction GlAccount 304,GlAccount starter record 304,G,Keystone GlAccount 304,1,1,1,2020-10-31,1,1,2026-08-24T00:00:00.000
305,GA000305,101,119,6,9,4,2,Delta GlAccount 305,GlAccount starter record 305,G,Quartz GlAccount 305,0,0,0,2020-11-01,1,1,2026-08-24T00:00:00.000
306,GA000306,99,181,14,5,1,1,Unity GlAccount 306,GlAccount starter record 306,G,Pioneer GlAccount 306,1,1,1,2020-11-02,1,1,2026-08-24T00:00:00.000
307,GA000307,133,158,1,5,1,5,Vertex GlAccount 307,GlAccount starter record 307,G,Titan GlAccount 307,1,1,1,2020-11-03,1,1,2026-08-24T00:00:00.000
308,GA000308,60,164,7,3,1,3,Zenith GlAccount 308,GlAccount starter record 308,G,Summit GlAccount 308,1,1,1,2020-11-04,1,1,2026-08-24T00:00:00.000
309,GA000309,28,65,13,9,1,3,Willow GlAccount 309,GlAccount starter record 309,G,Keystone GlAccount 309,1,1,1,2020-11-05,1,1,2026-08-24T00:00:00.000
310,GA000310,67,89,5,7,1,5,Forge GlAccount 310,GlAccount starter record 310,G,Pioneer GlAccount 310,0,0,0,2020-11-06,1,1,2026-08-24T00:00:00.000
311,GA000311,116,10,5,8,4,2,Orion GlAccount 311,GlAccount starter record 311,G,Summit GlAccount 311,1,1,1,2020-11-07,1,1,2026-08-24T00:00:00.000
312,GA000312,138,96,14,11,3,4,Northstar GlAccount 312,GlAccount starter record 312,G,Harbor GlAccount 312,1,1,1,2020-11-08,1,1,2026-08-24T00:00:00.000
313,GA000313,210,22,3,3,1,5,Beacon GlAccount 313,GlAccount starter record 313,G,Unity GlAccount 313,1,1,1,2020-11-09,1,1,2026-08-24T00:00:00.000
