MachineSensorTagKey,SensorTagName,MachineKey,MachineStationKey,MachineSensorTypeKey,UnitOfMeasureKey,MachineSensorTagName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
94,Ion MachineSensorTag 94,162,385,2,6,Willow MachineSensorTag 94,MST000094,1,138.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2435581986c758dd8de6ad578eddf51c2435581986c758dd8de6ad578eddf51c
95,Beacon MachineSensorTag 95,431,269,9,3,Harbor MachineSensorTag 95,MST000095,0,140.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,611df7fa39565f3896b7e59add16dc91611df7fa39565f3896b7e59add16dc91
96,Liberty MachineSensorTag 96,62,129,9,5,Meridian MachineSensorTag 96,MST000096,1,141.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d4cbb6b31152a7b00aca9d02dd062322d4cbb6b31152a7b00aca9d02dd0623
97,Forge MachineSensorTag 97,6,465,5,1,Delta MachineSensorTag 97,MST000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9935775076ea5b3497dae25e3dc29aec9935775076ea5b3497dae25e3dc29aec
98,Cedar MachineSensorTag 98,439,5,11,3,Evergreen MachineSensorTag 98,MST000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c21354d0be4f5708a8850d4b9968fdcec21354d0be4f5708a8850d4b9968fdce
99,Granite MachineSensorTag 99,215,38,10,2,Ion MachineSensorTag 99,MST000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0d3fab778f5eae8fb7ae82b43deb419d0d3fab778f5eae8fb7ae82b43deb41
100,Ion MachineSensorTag 100,252,363,7,7,Vertex MachineSensorTag 100,MST000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4426da4d5c55843ab05db203bfb5401f4426da4d5c55843ab05db203bfb5401
101,Pioneer MachineSensorTag 101,305,449,6,7,Zenith MachineSensorTag 101,MST000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83d2e50f67645fbab4075d15ea57054e83d2e50f67645fbab4075d15ea57054e
102,Northstar MachineSensorTag 102,140,322,9,1,Vertex MachineSensorTag 102,MST000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3e6fc2d411156eeb08b6f1ea39ed5f3c3e6fc2d411156eeb08b6f1ea39ed5f3
103,Cedar MachineSensorTag 103,201,370,9,6,Evergreen MachineSensorTag 103,MST000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1166138cd7e5874b31ba1ec7b611957e1166138cd7e5874b31ba1ec7b611957
104,Summit MachineSensorTag 104,56,430,11,6,Unity MachineSensorTag 104,MST000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e16b374d594595688d89c3e04519d306e16b374d594595688d89c3e04519d30
105,Orion MachineSensorTag 105,78,300,1,1,Harbor MachineSensorTag 105,MST000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20534a9824f65f869a3c0fb543702f3420534a9824f65f869a3c0fb543702f34
106,Unity MachineSensorTag 106,295,402,4,2,Orion MachineSensorTag 106,MST000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34848410493f5c00bebaebe566f5083e34848410493f5c00bebaebe566f5083e
107,Zenith MachineSensorTag 107,86,219,11,2,Junction MachineSensorTag 107,MST000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f620a4e93ee556388d6d8c75de02fb84f620a4e93ee556388d6d8c75de02fb84
108,Pioneer MachineSensorTag 108,1,405,1,3,Meridian MachineSensorTag 108,MST000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcd09ab24f89598cbf513e5fa439f2b5bcd09ab24f89598cbf513e5fa439f2b5
109,Junction MachineSensorTag 109,196,454,4,6,Forge MachineSensorTag 109,MST000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ddf853abb705fb890903cd1bc09ac669ddf853abb705fb890903cd1bc09ac66
110,Atlas MachineSensorTag 110,466,118,6,6,Evergreen MachineSensorTag 110,MST000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7883366370350da8296bf46eb5eee76c7883366370350da8296bf46eb5eee76
111,Granite MachineSensorTag 111,454,10,11,5,Summit MachineSensorTag 111,MST000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0827d94213d85d6eadcd3ca9791602c60827d94213d85d6eadcd3ca9791602c6
112,Evergreen MachineSensorTag 112,195,381,5,7,Beacon MachineSensorTag 112,MST000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac3bc61e24855cca21954b73061dad88ac3bc61e24855cca21954b73061dad8
113,Northstar MachineSensorTag 113,186,157,1,2,Summit MachineSensorTag 113,MST000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55675d154971516789d9e0fc6c986df355675d154971516789d9e0fc6c986df3
114,Northstar MachineSensorTag 114,404,484,2,5,Riverton MachineSensorTag 114,MST000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1c31a3ee0ca53cf95ee0ebbf8ff5da6f1c31a3ee0ca53cf95ee0ebbf8ff5da6
115,Liberty MachineSensorTag 115,200,25,10,3,Willow MachineSensorTag 115,MST000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f21ec2f4ca5521294251b4641d818393f21ec2f4ca5521294251b4641d81839
116,Forge MachineSensorTag 116,45,116,3,2,Cedar MachineSensorTag 116,MST000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b1776930e325b368b1deec6fe72b9566b1776930e325b368b1deec6fe72b956
117,Keystone MachineSensorTag 117,37,269,8,6,Granite MachineSensorTag 117,MST000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbbb9dc85e5b5957be4c0c4b466e9c0dbbbb9dc85e5b5957be4c0c4b466e9c0d
118,Riverton MachineSensorTag 118,243,158,6,2,Orion MachineSensorTag 118,MST000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d42bb35e2615da0916d5fa88a485b1c3d42bb35e2615da0916d5fa88a485b1c
119,Granite MachineSensorTag 119,212,164,12,6,Zenith MachineSensorTag 119,MST000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc375c5220d15c83b2d22103a9228880cc375c5220d15c83b2d22103a9228880
120,Liberty MachineSensorTag 120,117,106,7,6,Willow MachineSensorTag 120,MST000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e76a9a778fb35fc9baafb8262657dd7be76a9a778fb35fc9baafb8262657dd7b
121,Ion MachineSensorTag 121,167,70,7,3,Unity MachineSensorTag 121,MST000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,951cc83585e75e30a2af9b5abe418efb951cc83585e75e30a2af9b5abe418efb
122,Forge MachineSensorTag 122,395,369,2,3,Titan MachineSensorTag 122,MST000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,095118f03b8d5f79bc4f8683cd565ce9095118f03b8d5f79bc4f8683cd565ce9
123,Granite MachineSensorTag 123,468,197,9,1,Delta MachineSensorTag 123,MST000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6964d4d57f258f9abeeaafcbbad1e0ef6964d4d57f258f9abeeaafcbbad1e0e
124,Meridian MachineSensorTag 124,122,179,6,1,Summit MachineSensorTag 124,MST000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f111e15afb45b41987d7fe5b5b29fd43f111e15afb45b41987d7fe5b5b29fd4
125,Keystone MachineSensorTag 125,394,268,1,2,Beacon MachineSensorTag 125,MST000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56cfdbd98e1e556489c01a5eef92564c56cfdbd98e1e556489c01a5eef92564c
126,Unity MachineSensorTag 126,125,329,7,6,Zenith MachineSensorTag 126,MST000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,955c330f631658019d6a7935f0472988955c330f631658019d6a7935f0472988
127,Meridian MachineSensorTag 127,292,181,7,5,Unity MachineSensorTag 127,MST000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,102c98d4feec5f278cec8dca3ed00305102c98d4feec5f278cec8dca3ed00305
128,Willow MachineSensorTag 128,428,499,1,1,Unity MachineSensorTag 128,MST000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e134176f9fe15948aab945f0233e81d6e134176f9fe15948aab945f0233e81d6
129,Orion MachineSensorTag 129,158,477,6,6,Beacon MachineSensorTag 129,MST000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fecca151e535866a9bb97b3d9d0dffe8fecca151e535866a9bb97b3d9d0dffe
130,Ion MachineSensorTag 130,161,79,8,2,Riverton MachineSensorTag 130,MST000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d75bafb78a935b388db284688828037ad75bafb78a935b388db284688828037a
131,Willow MachineSensorTag 131,177,365,6,5,Titan MachineSensorTag 131,MST000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aa35d10c52a5b3686a2a1be3247b6280aa35d10c52a5b3686a2a1be3247b628
132,Evergreen MachineSensorTag 132,449,247,12,3,Willow MachineSensorTag 132,MST000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bef3aa285597510b8019c72f4ac42cb9bef3aa285597510b8019c72f4ac42cb9
133,Zenith MachineSensorTag 133,69,452,9,1,Liberty MachineSensorTag 133,MST000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d84815395ba1579badfb88190be783d6d84815395ba1579badfb88190be783d6
134,Meridian MachineSensorTag 134,45,303,2,1,Delta MachineSensorTag 134,MST000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4471e104c3159229bede4880c8637fcb4471e104c3159229bede4880c8637fc
135,Beacon MachineSensorTag 135,272,13,10,3,Ion MachineSensorTag 135,MST000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,793c57112cf653cc99d503a988e4f4bb793c57112cf653cc99d503a988e4f4bb
136,Quartz MachineSensorTag 136,68,363,10,6,Northstar MachineSensorTag 136,MST000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,144b82bc27a6508a870cc017ff2d5b2d144b82bc27a6508a870cc017ff2d5b2d
137,Ion MachineSensorTag 137,37,106,9,2,Beacon MachineSensorTag 137,MST000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fe366e44ef055958d36dc847ec010a21fe366e44ef055958d36dc847ec010a2
138,Unity MachineSensorTag 138,158,294,3,2,Titan MachineSensorTag 138,MST000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2af46fd30315ad2ac7702baaaf73b83c2af46fd30315ad2ac7702baaaf73b83
139,Unity MachineSensorTag 139,484,255,12,7,Pioneer MachineSensorTag 139,MST000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32c040f889f59ae9abb59146554608ea32c040f889f59ae9abb59146554608e
140,Quartz MachineSensorTag 140,454,167,11,6,Liberty MachineSensorTag 140,MST000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e14b11ab2bda5c71a2d95659837f11b1e14b11ab2bda5c71a2d95659837f11b1
141,Cedar MachineSensorTag 141,443,91,3,3,Atlas MachineSensorTag 141,MST000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53cae861969c5c749d3d404230cbf49053cae861969c5c749d3d404230cbf490
142,Riverton MachineSensorTag 142,303,75,10,3,Harbor MachineSensorTag 142,MST000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f1938e0763545896423d75d44b3ebe68f1938e0763545896423d75d44b3ebe
143,Northstar MachineSensorTag 143,5,367,8,7,Meridian MachineSensorTag 143,MST000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e76696cd428c5037a41fc375ac47006ae76696cd428c5037a41fc375ac47006a
144,Beacon MachineSensorTag 144,98,334,7,6,Liberty MachineSensorTag 144,MST000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7536c6b4252b5122a46fed7e8614959c7536c6b4252b5122a46fed7e8614959c
145,Harbor MachineSensorTag 145,448,173,10,2,Quartz MachineSensorTag 145,MST000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9263452483905b2db085d437c6b6b9b49263452483905b2db085d437c6b6b9b4
146,Titan MachineSensorTag 146,448,466,11,6,Zenith MachineSensorTag 146,MST000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1180fd81adff53fa9456ee143818ba5d1180fd81adff53fa9456ee143818ba5d
147,Evergreen MachineSensorTag 147,58,181,1,6,Junction MachineSensorTag 147,MST000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb02f17eac3553cca813e9b0ec3590abeb02f17eac3553cca813e9b0ec3590ab
148,Willow MachineSensorTag 148,121,453,8,6,Summit MachineSensorTag 148,MST000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d8bfc06712051d19743cfde97b0e32c9d8bfc06712051d19743cfde97b0e32c
149,Forge MachineSensorTag 149,314,429,1,6,Ion MachineSensorTag 149,MST000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5323328eb6cc5eb9b6eec479889250035323328eb6cc5eb9b6eec47988925003
150,Harbor MachineSensorTag 150,176,216,2,5,Liberty MachineSensorTag 150,MST000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7833b26a11935bd7bd563188104b66587833b26a11935bd7bd563188104b6658
151,Cedar MachineSensorTag 151,410,416,11,6,Summit MachineSensorTag 151,MST000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bdb637c6ced5e038beead9f648db8825bdb637c6ced5e038beead9f648db882
152,Atlas MachineSensorTag 152,287,283,8,5,Ion MachineSensorTag 152,MST000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d732b38459e554eb3ddc8092c14edcb0d732b38459e554eb3ddc8092c14edcb
153,Meridian MachineSensorTag 153,353,224,1,4,Willow MachineSensorTag 153,MST000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ff9c968464855c384ed9b40681258138ff9c968464855c384ed9b4068125813
154,Northstar MachineSensorTag 154,62,64,12,1,Cedar MachineSensorTag 154,MST000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3116d80d3e35eed8d74f4d68196d008c3116d80d3e35eed8d74f4d68196d008
155,Willow MachineSensorTag 155,342,358,7,7,Keystone MachineSensorTag 155,MST000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cccef52164d7576bbf93124332f6df5fcccef52164d7576bbf93124332f6df5f
156,Willow MachineSensorTag 156,411,276,1,7,Evergreen MachineSensorTag 156,MST000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ccef47c8fac57d8bd5e4173308573e86ccef47c8fac57d8bd5e4173308573e8
157,Titan MachineSensorTag 157,477,72,11,7,Junction MachineSensorTag 157,MST000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bae1fad0833555a890cd8f1c781df265bae1fad0833555a890cd8f1c781df26
158,Titan MachineSensorTag 158,374,21,7,6,Orion MachineSensorTag 158,MST000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b0d07d6aa3e5fcc947a8f2847e174321b0d07d6aa3e5fcc947a8f2847e17432
159,Summit MachineSensorTag 159,301,150,8,6,Unity MachineSensorTag 159,MST000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d957da761218585098570a31d227d42bd957da761218585098570a31d227d42b
160,Harbor MachineSensorTag 160,340,310,11,7,Ion MachineSensorTag 160,MST000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96bdb78eae1552248401409289c7627396bdb78eae1552248401409289c76273
161,Meridian MachineSensorTag 161,126,268,2,3,Beacon MachineSensorTag 161,MST000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c991a58c129d5277ac1cbe4b30646699c991a58c129d5277ac1cbe4b30646699
162,Junction MachineSensorTag 162,214,224,12,7,Forge MachineSensorTag 162,MST000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f292ebd62e501f90e011e03b50e654d8f292ebd62e501f90e011e03b50e654
163,Harbor MachineSensorTag 163,194,492,9,4,Ion MachineSensorTag 163,MST000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55edd23256c451daa7fa470976b3f66d55edd23256c451daa7fa470976b3f66d
164,Delta MachineSensorTag 164,123,79,4,6,Liberty MachineSensorTag 164,MST000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77b3179ecc8a534b85aabcf9e2c53f2777b3179ecc8a534b85aabcf9e2c53f27
165,Summit MachineSensorTag 165,462,453,4,3,Atlas MachineSensorTag 165,MST000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba063dc94f7527f9e6bfc0b304e65b08ba063dc94f7527f9e6bfc0b304e65b0
166,Quartz MachineSensorTag 166,272,97,3,5,Orion MachineSensorTag 166,MST000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12ea9db64a8a59f39e1ff90f643d06e912ea9db64a8a59f39e1ff90f643d06e9
167,Harbor MachineSensorTag 167,94,482,12,2,Zenith MachineSensorTag 167,MST000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cae8f565de65c37b70a680759c5560a3cae8f565de65c37b70a680759c5560a
168,Meridian MachineSensorTag 168,80,265,11,4,Pioneer MachineSensorTag 168,MST000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a3ec5f4fe4c5bee9d952048c4ee19581a3ec5f4fe4c5bee9d952048c4ee1958
169,Meridian MachineSensorTag 169,461,114,7,3,Junction MachineSensorTag 169,MST000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15a0d07ca4c9539491564a81103fe38915a0d07ca4c9539491564a81103fe389
170,Orion MachineSensorTag 170,302,142,11,7,Evergreen MachineSensorTag 170,MST000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02ee44bc0a6c5c8e9b6ce5792aa3a5d202ee44bc0a6c5c8e9b6ce5792aa3a5d2
171,Atlas MachineSensorTag 171,60,96,8,1,Liberty MachineSensorTag 171,MST000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9d0389fc8d9513886fd2e72f8a21780d9d0389fc8d9513886fd2e72f8a21780
172,Harbor MachineSensorTag 172,379,145,8,1,Orion MachineSensorTag 172,MST000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31e4943428c2583bac998dc45c496ac431e4943428c2583bac998dc45c496ac4
173,Unity MachineSensorTag 173,234,184,3,2,Atlas MachineSensorTag 173,MST000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b66bdac74846520eadaca5a93f714048b66bdac74846520eadaca5a93f714048
174,Liberty MachineSensorTag 174,432,307,11,6,Summit MachineSensorTag 174,MST000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a50f33f4a8f5ea08a128bb7e19c0d197a50f33f4a8f5ea08a128bb7e19c0d19
175,Ion MachineSensorTag 175,201,265,3,5,Harbor MachineSensorTag 175,MST000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6af0fcf8783754e3bf0c4816d38e26356af0fcf8783754e3bf0c4816d38e2635
176,Northstar MachineSensorTag 176,170,487,12,4,Northstar MachineSensorTag 176,MST000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53084d3a26c655358882af9afaa67ada53084d3a26c655358882af9afaa67ada
177,Meridian MachineSensorTag 177,276,163,12,7,Unity MachineSensorTag 177,MST000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9982727c2de5843956132f6bd57fcc2f9982727c2de5843956132f6bd57fcc2
178,Vertex MachineSensorTag 178,457,101,4,4,Riverton MachineSensorTag 178,MST000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e27445a4aa055821bb2598de1da85faee27445a4aa055821bb2598de1da85fae
179,Cedar MachineSensorTag 179,313,433,3,3,Unity MachineSensorTag 179,MST000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4397aef607559ee9f2d786ec86ce245a4397aef607559ee9f2d786ec86ce245
180,Keystone MachineSensorTag 180,131,206,3,1,Riverton MachineSensorTag 180,MST000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c4dd9618802593d8089d06eb95cacb80c4dd9618802593d8089d06eb95cacb8
181,Liberty MachineSensorTag 181,470,83,12,2,Unity MachineSensorTag 181,MST000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40a684cfad67575ba9f4958ceb809e6640a684cfad67575ba9f4958ceb809e66
182,Keystone MachineSensorTag 182,172,26,9,1,Titan MachineSensorTag 182,MST000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d9e59d348865950993ce83fe2519c0f3d9e59d348865950993ce83fe2519c0f
183,Willow MachineSensorTag 183,87,122,7,2,Unity MachineSensorTag 183,MST000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6916696ec521574ba32a4227bea363f96916696ec521574ba32a4227bea363f9
184,Cedar MachineSensorTag 184,106,294,5,3,Northstar MachineSensorTag 184,MST000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87c0dc59a2c85100a48bb11c3f654cc987c0dc59a2c85100a48bb11c3f654cc9
185,Granite MachineSensorTag 185,209,87,3,3,Riverton MachineSensorTag 185,MST000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c7ebcc2432d533ab87f0877384c8ecf5c7ebcc2432d533ab87f0877384c8ecf
186,Summit MachineSensorTag 186,381,358,2,6,Vertex MachineSensorTag 186,MST000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e185dcc42754e08b2edc7e1db21ed443e185dcc42754e08b2edc7e1db21ed4
187,Titan MachineSensorTag 187,254,122,4,6,Meridian MachineSensorTag 187,MST000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4625f5df55b5a89baa5c7a4e49539fae4625f5df55b5a89baa5c7a4e49539fa
188,Meridian MachineSensorTag 188,414,309,11,5,Beacon MachineSensorTag 188,MST000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2c435d461a757b8b181de2d571aea22b2c435d461a757b8b181de2d571aea22
189,Junction MachineSensorTag 189,495,175,8,2,Junction MachineSensorTag 189,MST000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,190c66e7142a5c4aa9d490da07089cab190c66e7142a5c4aa9d490da07089cab
