MachineStateReasonKey,MachineStateReasonCode,MachineStateReasonGroupKey,MachineStateReasonName,SourceSystemKey,BatchId,LoadedAtUtc
324,MSR000324,66,Zenith MachineStateReason 324,1,1,2026-08-24T00:00:00.000
325,MSR000325,149,Liberty MachineStateReason 325,1,1,2026-08-24T00:00:00.000
326,MSR000326,147,Ion MachineStateReason 326,1,1,2026-08-24T00:00:00.000
327,MSR000327,147,Ion MachineStateReason 327,1,1,2026-08-24T00:00:00.000
328,MSR000328,105,Granite MachineStateReason 328,1,1,2026-08-24T00:00:00.000
329,MSR000329,40,Willow MachineStateReason 329,1,1,2026-08-24T00:00:00.000
330,MSR000330,147,Pioneer MachineStateReason 330,1,1,2026-08-24T00:00:00.000
331,MSR000331,53,Liberty MachineStateReason 331,1,1,2026-08-24T00:00:00.000
332,MSR000332,128,Liberty MachineStateReason 332,1,1,2026-08-24T00:00:00.000
333,MSR000333,145,Summit MachineStateReason 333,1,1,2026-08-24T00:00:00.000
334,MSR000334,53,Unity MachineStateReason 334,1,1,2026-08-24T00:00:00.000
335,MSR000335,145,Riverton MachineStateReason 335,1,1,2026-08-24T00:00:00.000
336,MSR000336,112,Willow MachineStateReason 336,1,1,2026-08-24T00:00:00.000
337,MSR000337,157,Evergreen MachineStateReason 337,1,1,2026-08-24T00:00:00.000
338,MSR000338,103,Cedar MachineStateReason 338,1,1,2026-08-24T00:00:00.000
339,MSR000339,131,Vertex MachineStateReason 339,1,1,2026-08-24T00:00:00.000
340,MSR000340,132,Forge MachineStateReason 340,1,1,2026-08-24T00:00:00.000
341,MSR000341,38,Titan MachineStateReason 341,1,1,2026-08-24T00:00:00.000
342,MSR000342,153,Orion MachineStateReason 342,1,1,2026-08-24T00:00:00.000
343,MSR000343,85,Ion MachineStateReason 343,1,1,2026-08-24T00:00:00.000
344,MSR000344,65,Ion MachineStateReason 344,1,1,2026-08-24T00:00:00.000
345,MSR000345,31,Forge MachineStateReason 345,1,1,2026-08-24T00:00:00.000
346,MSR000346,121,Harbor MachineStateReason 346,1,1,2026-08-24T00:00:00.000
347,MSR000347,127,Granite MachineStateReason 347,1,1,2026-08-24T00:00:00.000
348,MSR000348,63,Titan MachineStateReason 348,1,1,2026-08-24T00:00:00.000
349,MSR000349,109,Liberty MachineStateReason 349,1,1,2026-08-24T00:00:00.000
350,MSR000350,90,Delta MachineStateReason 350,1,1,2026-08-24T00:00:00.000
351,MSR000351,67,Delta MachineStateReason 351,1,1,2026-08-24T00:00:00.000
352,MSR000352,73,Pioneer MachineStateReason 352,1,1,2026-08-24T00:00:00.000
353,MSR000353,125,Liberty MachineStateReason 353,1,1,2026-08-24T00:00:00.000
354,MSR000354,59,Junction MachineStateReason 354,1,1,2026-08-24T00:00:00.000
355,MSR000355,34,Cedar MachineStateReason 355,1,1,2026-08-24T00:00:00.000
356,MSR000356,31,Titan MachineStateReason 356,1,1,2026-08-24T00:00:00.000
357,MSR000357,150,Vertex MachineStateReason 357,1,1,2026-08-24T00:00:00.000
358,MSR000358,69,Beacon MachineStateReason 358,1,1,2026-08-24T00:00:00.000
359,MSR000359,39,Forge MachineStateReason 359,1,1,2026-08-24T00:00:00.000
360,MSR000360,77,Cedar MachineStateReason 360,1,1,2026-08-24T00:00:00.000
361,MSR000361,40,Cedar MachineStateReason 361,1,1,2026-08-24T00:00:00.000
362,MSR000362,81,Keystone MachineStateReason 362,1,1,2026-08-24T00:00:00.000
363,MSR000363,138,Vertex MachineStateReason 363,1,1,2026-08-24T00:00:00.000
364,MSR000364,66,Meridian MachineStateReason 364,1,1,2026-08-24T00:00:00.000
365,MSR000365,128,Willow MachineStateReason 365,1,1,2026-08-24T00:00:00.000
366,MSR000366,60,Willow MachineStateReason 366,1,1,2026-08-24T00:00:00.000
367,MSR000367,148,Vertex MachineStateReason 367,1,1,2026-08-24T00:00:00.000
368,MSR000368,81,Harbor MachineStateReason 368,1,1,2026-08-24T00:00:00.000
369,MSR000369,123,Ion MachineStateReason 369,1,1,2026-08-24T00:00:00.000
370,MSR000370,134,Orion MachineStateReason 370,1,1,2026-08-24T00:00:00.000
371,MSR000371,117,Ion MachineStateReason 371,1,1,2026-08-24T00:00:00.000
372,MSR000372,54,Forge MachineStateReason 372,1,1,2026-08-24T00:00:00.000
373,MSR000373,42,Junction MachineStateReason 373,1,1,2026-08-24T00:00:00.000
374,MSR000374,127,Meridian MachineStateReason 374,1,1,2026-08-24T00:00:00.000
375,MSR000375,92,Riverton MachineStateReason 375,1,1,2026-08-24T00:00:00.000
376,MSR000376,77,Quartz MachineStateReason 376,1,1,2026-08-24T00:00:00.000
377,MSR000377,147,Evergreen MachineStateReason 377,1,1,2026-08-24T00:00:00.000
378,MSR000378,124,Riverton MachineStateReason 378,1,1,2026-08-24T00:00:00.000
379,MSR000379,67,Willow MachineStateReason 379,1,1,2026-08-24T00:00:00.000
380,MSR000380,120,Evergreen MachineStateReason 380,1,1,2026-08-24T00:00:00.000
381,MSR000381,6,Granite MachineStateReason 381,1,1,2026-08-24T00:00:00.000
382,MSR000382,89,Zenith MachineStateReason 382,1,1,2026-08-24T00:00:00.000
383,MSR000383,131,Willow MachineStateReason 383,1,1,2026-08-24T00:00:00.000
384,MSR000384,143,Granite MachineStateReason 384,1,1,2026-08-24T00:00:00.000
385,MSR000385,38,Junction MachineStateReason 385,1,1,2026-08-24T00:00:00.000
386,MSR000386,120,Cedar MachineStateReason 386,1,1,2026-08-24T00:00:00.000
387,MSR000387,31,Evergreen MachineStateReason 387,1,1,2026-08-24T00:00:00.000
388,MSR000388,35,Keystone MachineStateReason 388,1,1,2026-08-24T00:00:00.000
389,MSR000389,62,Delta MachineStateReason 389,1,1,2026-08-24T00:00:00.000
390,MSR000390,33,Harbor MachineStateReason 390,1,1,2026-08-24T00:00:00.000
391,MSR000391,41,Titan MachineStateReason 391,1,1,2026-08-24T00:00:00.000
392,MSR000392,106,Cedar MachineStateReason 392,1,1,2026-08-24T00:00:00.000
393,MSR000393,5,Atlas MachineStateReason 393,1,1,2026-08-24T00:00:00.000
394,MSR000394,156,Titan MachineStateReason 394,1,1,2026-08-24T00:00:00.000
395,MSR000395,88,Riverton MachineStateReason 395,1,1,2026-08-24T00:00:00.000
396,MSR000396,135,Titan MachineStateReason 396,1,1,2026-08-24T00:00:00.000
397,MSR000397,145,Willow MachineStateReason 397,1,1,2026-08-24T00:00:00.000
398,MSR000398,12,Forge MachineStateReason 398,1,1,2026-08-24T00:00:00.000
399,MSR000399,36,Northstar MachineStateReason 399,1,1,2026-08-24T00:00:00.000
400,MSR000400,32,Evergreen MachineStateReason 400,1,1,2026-08-24T00:00:00.000
401,MSR000401,31,Atlas MachineStateReason 401,1,1,2026-08-24T00:00:00.000
402,MSR000402,41,Titan MachineStateReason 402,1,1,2026-08-24T00:00:00.000
403,MSR000403,141,Summit MachineStateReason 403,1,1,2026-08-24T00:00:00.000
404,MSR000404,44,Pioneer MachineStateReason 404,1,1,2026-08-24T00:00:00.000
405,MSR000405,9,Cedar MachineStateReason 405,1,1,2026-08-24T00:00:00.000
406,MSR000406,36,Beacon MachineStateReason 406,1,1,2026-08-24T00:00:00.000
407,MSR000407,120,Forge MachineStateReason 407,1,1,2026-08-24T00:00:00.000
408,MSR000408,102,Titan MachineStateReason 408,1,1,2026-08-24T00:00:00.000
409,MSR000409,135,Unity MachineStateReason 409,1,1,2026-08-24T00:00:00.000
410,MSR000410,62,Harbor MachineStateReason 410,1,1,2026-08-24T00:00:00.000
411,MSR000411,147,Zenith MachineStateReason 411,1,1,2026-08-24T00:00:00.000
412,MSR000412,118,Harbor MachineStateReason 412,1,1,2026-08-24T00:00:00.000
413,MSR000413,69,Summit MachineStateReason 413,1,1,2026-08-24T00:00:00.000
414,MSR000414,39,Delta MachineStateReason 414,1,1,2026-08-24T00:00:00.000
415,MSR000415,55,Cedar MachineStateReason 415,1,1,2026-08-24T00:00:00.000
416,MSR000416,78,Quartz MachineStateReason 416,1,1,2026-08-24T00:00:00.000
417,MSR000417,48,Northstar MachineStateReason 417,1,1,2026-08-24T00:00:00.000
418,MSR000418,80,Keystone MachineStateReason 418,1,1,2026-08-24T00:00:00.000
419,MSR000419,143,Ion MachineStateReason 419,1,1,2026-08-24T00:00:00.000
420,MSR000420,153,Orion MachineStateReason 420,1,1,2026-08-24T00:00:00.000
421,MSR000421,19,Summit MachineStateReason 421,1,1,2026-08-24T00:00:00.000
422,MSR000422,88,Titan MachineStateReason 422,1,1,2026-08-24T00:00:00.000
423,MSR000423,151,Evergreen MachineStateReason 423,1,1,2026-08-24T00:00:00.000
424,MSR000424,32,Liberty MachineStateReason 424,1,1,2026-08-24T00:00:00.000
425,MSR000425,104,Liberty MachineStateReason 425,1,1,2026-08-24T00:00:00.000
426,MSR000426,60,Delta MachineStateReason 426,1,1,2026-08-24T00:00:00.000
427,MSR000427,80,Granite MachineStateReason 427,1,1,2026-08-24T00:00:00.000
428,MSR000428,137,Junction MachineStateReason 428,1,1,2026-08-24T00:00:00.000
429,MSR000429,24,Delta MachineStateReason 429,1,1,2026-08-24T00:00:00.000
430,MSR000430,3,Riverton MachineStateReason 430,1,1,2026-08-24T00:00:00.000
431,MSR000431,17,Keystone MachineStateReason 431,1,1,2026-08-24T00:00:00.000
432,MSR000432,18,Meridian MachineStateReason 432,1,1,2026-08-24T00:00:00.000
433,MSR000433,42,Keystone MachineStateReason 433,1,1,2026-08-24T00:00:00.000
434,MSR000434,34,Vertex MachineStateReason 434,1,1,2026-08-24T00:00:00.000
435,MSR000435,30,Vertex MachineStateReason 435,1,1,2026-08-24T00:00:00.000
436,MSR000436,149,Pioneer MachineStateReason 436,1,1,2026-08-24T00:00:00.000
437,MSR000437,43,Quartz MachineStateReason 437,1,1,2026-08-24T00:00:00.000
438,MSR000438,46,Ion MachineStateReason 438,1,1,2026-08-24T00:00:00.000
439,MSR000439,150,Vertex MachineStateReason 439,1,1,2026-08-24T00:00:00.000
440,MSR000440,127,Meridian MachineStateReason 440,1,1,2026-08-24T00:00:00.000
441,MSR000441,126,Orion MachineStateReason 441,1,1,2026-08-24T00:00:00.000
442,MSR000442,144,Northstar MachineStateReason 442,1,1,2026-08-24T00:00:00.000
443,MSR000443,129,Ion MachineStateReason 443,1,1,2026-08-24T00:00:00.000
444,MSR000444,150,Liberty MachineStateReason 444,1,1,2026-08-24T00:00:00.000
445,MSR000445,15,Zenith MachineStateReason 445,1,1,2026-08-24T00:00:00.000
446,MSR000446,27,Cedar MachineStateReason 446,1,1,2026-08-24T00:00:00.000
447,MSR000447,37,Quartz MachineStateReason 447,1,1,2026-08-24T00:00:00.000
448,MSR000448,32,Meridian MachineStateReason 448,1,1,2026-08-24T00:00:00.000
449,MSR000449,27,Titan MachineStateReason 449,1,1,2026-08-24T00:00:00.000
450,MSR000450,103,Riverton MachineStateReason 450,1,1,2026-08-24T00:00:00.000
451,MSR000451,25,Cedar MachineStateReason 451,1,1,2026-08-24T00:00:00.000
452,MSR000452,135,Meridian MachineStateReason 452,1,1,2026-08-24T00:00:00.000
453,MSR000453,150,Northstar MachineStateReason 453,1,1,2026-08-24T00:00:00.000
454,MSR000454,104,Vertex MachineStateReason 454,1,1,2026-08-24T00:00:00.000
455,MSR000455,98,Ion MachineStateReason 455,1,1,2026-08-24T00:00:00.000
456,MSR000456,58,Quartz MachineStateReason 456,1,1,2026-08-24T00:00:00.000
457,MSR000457,41,Forge MachineStateReason 457,1,1,2026-08-24T00:00:00.000
458,MSR000458,71,Delta MachineStateReason 458,1,1,2026-08-24T00:00:00.000
459,MSR000459,53,Liberty MachineStateReason 459,1,1,2026-08-24T00:00:00.000
460,MSR000460,54,Harbor MachineStateReason 460,1,1,2026-08-24T00:00:00.000
461,MSR000461,130,Unity MachineStateReason 461,1,1,2026-08-24T00:00:00.000
462,MSR000462,19,Pioneer MachineStateReason 462,1,1,2026-08-24T00:00:00.000
463,MSR000463,1,Keystone MachineStateReason 463,1,1,2026-08-24T00:00:00.000
464,MSR000464,50,Keystone MachineStateReason 464,1,1,2026-08-24T00:00:00.000
465,MSR000465,118,Orion MachineStateReason 465,1,1,2026-08-24T00:00:00.000
466,MSR000466,32,Orion MachineStateReason 466,1,1,2026-08-24T00:00:00.000
467,MSR000467,152,Atlas MachineStateReason 467,1,1,2026-08-24T00:00:00.000
468,MSR000468,14,Summit MachineStateReason 468,1,1,2026-08-24T00:00:00.000
469,MSR000469,93,Willow MachineStateReason 469,1,1,2026-08-24T00:00:00.000
470,MSR000470,150,Forge MachineStateReason 470,1,1,2026-08-24T00:00:00.000
471,MSR000471,23,Ion MachineStateReason 471,1,1,2026-08-24T00:00:00.000
472,MSR000472,145,Cedar MachineStateReason 472,1,1,2026-08-24T00:00:00.000
473,MSR000473,4,Quartz MachineStateReason 473,1,1,2026-08-24T00:00:00.000
474,MSR000474,114,Titan MachineStateReason 474,1,1,2026-08-24T00:00:00.000
475,MSR000475,137,Zenith MachineStateReason 475,1,1,2026-08-24T00:00:00.000
476,MSR000476,96,Vertex MachineStateReason 476,1,1,2026-08-24T00:00:00.000
477,MSR000477,26,Meridian MachineStateReason 477,1,1,2026-08-24T00:00:00.000
478,MSR000478,142,Titan MachineStateReason 478,1,1,2026-08-24T00:00:00.000
479,MSR000479,90,Evergreen MachineStateReason 479,1,1,2026-08-24T00:00:00.000
480,MSR000480,87,Forge MachineStateReason 480,1,1,2026-08-24T00:00:00.000
481,MSR000481,148,Ion MachineStateReason 481,1,1,2026-08-24T00:00:00.000
482,MSR000482,24,Meridian MachineStateReason 482,1,1,2026-08-24T00:00:00.000
483,MSR000483,107,Cedar MachineStateReason 483,1,1,2026-08-24T00:00:00.000
484,MSR000484,29,Forge MachineStateReason 484,1,1,2026-08-24T00:00:00.000
485,MSR000485,143,Willow MachineStateReason 485,1,1,2026-08-24T00:00:00.000
486,MSR000486,112,Vertex MachineStateReason 486,1,1,2026-08-24T00:00:00.000
487,MSR000487,101,Orion MachineStateReason 487,1,1,2026-08-24T00:00:00.000
488,MSR000488,147,Evergreen MachineStateReason 488,1,1,2026-08-24T00:00:00.000
489,MSR000489,85,Forge MachineStateReason 489,1,1,2026-08-24T00:00:00.000
490,MSR000490,15,Pioneer MachineStateReason 490,1,1,2026-08-24T00:00:00.000
491,MSR000491,88,Meridian MachineStateReason 491,1,1,2026-08-24T00:00:00.000
492,MSR000492,67,Zenith MachineStateReason 492,1,1,2026-08-24T00:00:00.000
493,MSR000493,92,Liberty MachineStateReason 493,1,1,2026-08-24T00:00:00.000
494,MSR000494,98,Zenith MachineStateReason 494,1,1,2026-08-24T00:00:00.000
495,MSR000495,61,Junction MachineStateReason 495,1,1,2026-08-24T00:00:00.000
496,MSR000496,39,Delta MachineStateReason 496,1,1,2026-08-24T00:00:00.000
497,MSR000497,84,Quartz MachineStateReason 497,1,1,2026-08-24T00:00:00.000
498,MSR000498,132,Zenith MachineStateReason 498,1,1,2026-08-24T00:00:00.000
499,MSR000499,14,Riverton MachineStateReason 499,1,1,2026-08-24T00:00:00.000
500,MSR000500,76,Pioneer MachineStateReason 500,1,1,2026-08-24T00:00:00.000
