EnergyRateScheduleKey,EnergyRateScheduleCode,EnergyTariffProviderKey,EnergyRateScheduleName,SourceSystemKey,BatchId,LoadedAtUtc
303,ERS000303,129,Northstar EnergyRateSchedule 303,1,1,2026-08-24T00:00:00.000
304,ERS000304,232,Orion EnergyRateSchedule 304,1,1,2026-08-24T00:00:00.000
305,ERS000305,11,Northstar EnergyRateSchedule 305,1,1,2026-08-24T00:00:00.000
306,ERS000306,167,Northstar EnergyRateSchedule 306,1,1,2026-08-24T00:00:00.000
307,ERS000307,234,Junction EnergyRateSchedule 307,1,1,2026-08-24T00:00:00.000
308,ERS000308,192,Northstar EnergyRateSchedule 308,1,1,2026-08-24T00:00:00.000
309,ERS000309,259,Cedar EnergyRateSchedule 309,1,1,2026-08-24T00:00:00.000
310,ERS000310,78,Northstar EnergyRateSchedule 310,1,1,2026-08-24T00:00:00.000
311,ERS000311,230,Zenith EnergyRateSchedule 311,1,1,2026-08-24T00:00:00.000
312,ERS000312,214,Ion EnergyRateSchedule 312,1,1,2026-08-24T00:00:00.000
313,ERS000313,213,Atlas EnergyRateSchedule 313,1,1,2026-08-24T00:00:00.000
314,ERS000314,263,Ion EnergyRateSchedule 314,1,1,2026-08-24T00:00:00.000
315,ERS000315,28,Evergreen EnergyRateSchedule 315,1,1,2026-08-24T00:00:00.000
316,ERS000316,240,Liberty EnergyRateSchedule 316,1,1,2026-08-24T00:00:00.000
317,ERS000317,51,Titan EnergyRateSchedule 317,1,1,2026-08-24T00:00:00.000
318,ERS000318,196,Granite EnergyRateSchedule 318,1,1,2026-08-24T00:00:00.000
319,ERS000319,75,Ion EnergyRateSchedule 319,1,1,2026-08-24T00:00:00.000
320,ERS000320,271,Harbor EnergyRateSchedule 320,1,1,2026-08-24T00:00:00.000
321,ERS000321,59,Pioneer EnergyRateSchedule 321,1,1,2026-08-24T00:00:00.000
322,ERS000322,12,Willow EnergyRateSchedule 322,1,1,2026-08-24T00:00:00.000
323,ERS000323,226,Evergreen EnergyRateSchedule 323,1,1,2026-08-24T00:00:00.000
324,ERS000324,295,Summit EnergyRateSchedule 324,1,1,2026-08-24T00:00:00.000
325,ERS000325,247,Liberty EnergyRateSchedule 325,1,1,2026-08-24T00:00:00.000
326,ERS000326,20,Summit EnergyRateSchedule 326,1,1,2026-08-24T00:00:00.000
327,ERS000327,83,Meridian EnergyRateSchedule 327,1,1,2026-08-24T00:00:00.000
328,ERS000328,241,Riverton EnergyRateSchedule 328,1,1,2026-08-24T00:00:00.000
329,ERS000329,139,Unity EnergyRateSchedule 329,1,1,2026-08-24T00:00:00.000
330,ERS000330,100,Pioneer EnergyRateSchedule 330,1,1,2026-08-24T00:00:00.000
331,ERS000331,241,Unity EnergyRateSchedule 331,1,1,2026-08-24T00:00:00.000
332,ERS000332,145,Beacon EnergyRateSchedule 332,1,1,2026-08-24T00:00:00.000
333,ERS000333,249,Granite EnergyRateSchedule 333,1,1,2026-08-24T00:00:00.000
334,ERS000334,92,Atlas EnergyRateSchedule 334,1,1,2026-08-24T00:00:00.000
335,ERS000335,28,Cedar EnergyRateSchedule 335,1,1,2026-08-24T00:00:00.000
336,ERS000336,182,Forge EnergyRateSchedule 336,1,1,2026-08-24T00:00:00.000
337,ERS000337,134,Beacon EnergyRateSchedule 337,1,1,2026-08-24T00:00:00.000
338,ERS000338,187,Orion EnergyRateSchedule 338,1,1,2026-08-24T00:00:00.000
339,ERS000339,219,Ion EnergyRateSchedule 339,1,1,2026-08-24T00:00:00.000
340,ERS000340,168,Riverton EnergyRateSchedule 340,1,1,2026-08-24T00:00:00.000
341,ERS000341,265,Keystone EnergyRateSchedule 341,1,1,2026-08-24T00:00:00.000
342,ERS000342,93,Unity EnergyRateSchedule 342,1,1,2026-08-24T00:00:00.000
343,ERS000343,69,Willow EnergyRateSchedule 343,1,1,2026-08-24T00:00:00.000
344,ERS000344,33,Evergreen EnergyRateSchedule 344,1,1,2026-08-24T00:00:00.000
345,ERS000345,257,Willow EnergyRateSchedule 345,1,1,2026-08-24T00:00:00.000
346,ERS000346,92,Cedar EnergyRateSchedule 346,1,1,2026-08-24T00:00:00.000
347,ERS000347,202,Atlas EnergyRateSchedule 347,1,1,2026-08-24T00:00:00.000
348,ERS000348,83,Titan EnergyRateSchedule 348,1,1,2026-08-24T00:00:00.000
349,ERS000349,25,Beacon EnergyRateSchedule 349,1,1,2026-08-24T00:00:00.000
350,ERS000350,47,Keystone EnergyRateSchedule 350,1,1,2026-08-24T00:00:00.000
351,ERS000351,283,Meridian EnergyRateSchedule 351,1,1,2026-08-24T00:00:00.000
352,ERS000352,38,Pioneer EnergyRateSchedule 352,1,1,2026-08-24T00:00:00.000
353,ERS000353,249,Forge EnergyRateSchedule 353,1,1,2026-08-24T00:00:00.000
354,ERS000354,267,Evergreen EnergyRateSchedule 354,1,1,2026-08-24T00:00:00.000
355,ERS000355,199,Orion EnergyRateSchedule 355,1,1,2026-08-24T00:00:00.000
356,ERS000356,11,Ion EnergyRateSchedule 356,1,1,2026-08-24T00:00:00.000
357,ERS000357,145,Forge EnergyRateSchedule 357,1,1,2026-08-24T00:00:00.000
358,ERS000358,205,Atlas EnergyRateSchedule 358,1,1,2026-08-24T00:00:00.000
359,ERS000359,226,Atlas EnergyRateSchedule 359,1,1,2026-08-24T00:00:00.000
360,ERS000360,46,Liberty EnergyRateSchedule 360,1,1,2026-08-24T00:00:00.000
361,ERS000361,172,Atlas EnergyRateSchedule 361,1,1,2026-08-24T00:00:00.000
362,ERS000362,238,Atlas EnergyRateSchedule 362,1,1,2026-08-24T00:00:00.000
363,ERS000363,297,Evergreen EnergyRateSchedule 363,1,1,2026-08-24T00:00:00.000
364,ERS000364,186,Unity EnergyRateSchedule 364,1,1,2026-08-24T00:00:00.000
365,ERS000365,119,Harbor EnergyRateSchedule 365,1,1,2026-08-24T00:00:00.000
366,ERS000366,272,Delta EnergyRateSchedule 366,1,1,2026-08-24T00:00:00.000
367,ERS000367,62,Beacon EnergyRateSchedule 367,1,1,2026-08-24T00:00:00.000
368,ERS000368,232,Zenith EnergyRateSchedule 368,1,1,2026-08-24T00:00:00.000
369,ERS000369,194,Willow EnergyRateSchedule 369,1,1,2026-08-24T00:00:00.000
370,ERS000370,121,Evergreen EnergyRateSchedule 370,1,1,2026-08-24T00:00:00.000
371,ERS000371,143,Titan EnergyRateSchedule 371,1,1,2026-08-24T00:00:00.000
372,ERS000372,187,Pioneer EnergyRateSchedule 372,1,1,2026-08-24T00:00:00.000
373,ERS000373,223,Liberty EnergyRateSchedule 373,1,1,2026-08-24T00:00:00.000
374,ERS000374,186,Meridian EnergyRateSchedule 374,1,1,2026-08-24T00:00:00.000
375,ERS000375,262,Summit EnergyRateSchedule 375,1,1,2026-08-24T00:00:00.000
376,ERS000376,268,Vertex EnergyRateSchedule 376,1,1,2026-08-24T00:00:00.000
377,ERS000377,197,Beacon EnergyRateSchedule 377,1,1,2026-08-24T00:00:00.000
378,ERS000378,289,Pioneer EnergyRateSchedule 378,1,1,2026-08-24T00:00:00.000
379,ERS000379,162,Cedar EnergyRateSchedule 379,1,1,2026-08-24T00:00:00.000
380,ERS000380,74,Zenith EnergyRateSchedule 380,1,1,2026-08-24T00:00:00.000
381,ERS000381,299,Northstar EnergyRateSchedule 381,1,1,2026-08-24T00:00:00.000
382,ERS000382,170,Keystone EnergyRateSchedule 382,1,1,2026-08-24T00:00:00.000
383,ERS000383,45,Northstar EnergyRateSchedule 383,1,1,2026-08-24T00:00:00.000
384,ERS000384,217,Cedar EnergyRateSchedule 384,1,1,2026-08-24T00:00:00.000
385,ERS000385,254,Forge EnergyRateSchedule 385,1,1,2026-08-24T00:00:00.000
386,ERS000386,287,Zenith EnergyRateSchedule 386,1,1,2026-08-24T00:00:00.000
387,ERS000387,68,Liberty EnergyRateSchedule 387,1,1,2026-08-24T00:00:00.000
388,ERS000388,75,Titan EnergyRateSchedule 388,1,1,2026-08-24T00:00:00.000
389,ERS000389,18,Orion EnergyRateSchedule 389,1,1,2026-08-24T00:00:00.000
390,ERS000390,169,Beacon EnergyRateSchedule 390,1,1,2026-08-24T00:00:00.000
391,ERS000391,261,Liberty EnergyRateSchedule 391,1,1,2026-08-24T00:00:00.000
392,ERS000392,154,Evergreen EnergyRateSchedule 392,1,1,2026-08-24T00:00:00.000
393,ERS000393,171,Cedar EnergyRateSchedule 393,1,1,2026-08-24T00:00:00.000
394,ERS000394,199,Zenith EnergyRateSchedule 394,1,1,2026-08-24T00:00:00.000
395,ERS000395,258,Summit EnergyRateSchedule 395,1,1,2026-08-24T00:00:00.000
396,ERS000396,66,Unity EnergyRateSchedule 396,1,1,2026-08-24T00:00:00.000
397,ERS000397,284,Liberty EnergyRateSchedule 397,1,1,2026-08-24T00:00:00.000
398,ERS000398,75,Unity EnergyRateSchedule 398,1,1,2026-08-24T00:00:00.000
399,ERS000399,221,Quartz EnergyRateSchedule 399,1,1,2026-08-24T00:00:00.000
400,ERS000400,7,Meridian EnergyRateSchedule 400,1,1,2026-08-24T00:00:00.000
401,ERS000401,94,Willow EnergyRateSchedule 401,1,1,2026-08-24T00:00:00.000
402,ERS000402,20,Granite EnergyRateSchedule 402,1,1,2026-08-24T00:00:00.000
403,ERS000403,240,Beacon EnergyRateSchedule 403,1,1,2026-08-24T00:00:00.000
404,ERS000404,215,Titan EnergyRateSchedule 404,1,1,2026-08-24T00:00:00.000
405,ERS000405,237,Pioneer EnergyRateSchedule 405,1,1,2026-08-24T00:00:00.000
406,ERS000406,20,Summit EnergyRateSchedule 406,1,1,2026-08-24T00:00:00.000
407,ERS000407,16,Vertex EnergyRateSchedule 407,1,1,2026-08-24T00:00:00.000
408,ERS000408,230,Titan EnergyRateSchedule 408,1,1,2026-08-24T00:00:00.000
409,ERS000409,94,Ion EnergyRateSchedule 409,1,1,2026-08-24T00:00:00.000
410,ERS000410,37,Delta EnergyRateSchedule 410,1,1,2026-08-24T00:00:00.000
411,ERS000411,128,Granite EnergyRateSchedule 411,1,1,2026-08-24T00:00:00.000
412,ERS000412,127,Delta EnergyRateSchedule 412,1,1,2026-08-24T00:00:00.000
413,ERS000413,114,Ion EnergyRateSchedule 413,1,1,2026-08-24T00:00:00.000
414,ERS000414,103,Pioneer EnergyRateSchedule 414,1,1,2026-08-24T00:00:00.000
415,ERS000415,96,Granite EnergyRateSchedule 415,1,1,2026-08-24T00:00:00.000
416,ERS000416,121,Orion EnergyRateSchedule 416,1,1,2026-08-24T00:00:00.000
417,ERS000417,147,Evergreen EnergyRateSchedule 417,1,1,2026-08-24T00:00:00.000
418,ERS000418,172,Keystone EnergyRateSchedule 418,1,1,2026-08-24T00:00:00.000
419,ERS000419,264,Granite EnergyRateSchedule 419,1,1,2026-08-24T00:00:00.000
420,ERS000420,20,Harbor EnergyRateSchedule 420,1,1,2026-08-24T00:00:00.000
421,ERS000421,32,Willow EnergyRateSchedule 421,1,1,2026-08-24T00:00:00.000
422,ERS000422,158,Northstar EnergyRateSchedule 422,1,1,2026-08-24T00:00:00.000
423,ERS000423,175,Unity EnergyRateSchedule 423,1,1,2026-08-24T00:00:00.000
424,ERS000424,24,Junction EnergyRateSchedule 424,1,1,2026-08-24T00:00:00.000
425,ERS000425,9,Orion EnergyRateSchedule 425,1,1,2026-08-24T00:00:00.000
426,ERS000426,184,Forge EnergyRateSchedule 426,1,1,2026-08-24T00:00:00.000
427,ERS000427,131,Riverton EnergyRateSchedule 427,1,1,2026-08-24T00:00:00.000
428,ERS000428,235,Unity EnergyRateSchedule 428,1,1,2026-08-24T00:00:00.000
429,ERS000429,174,Zenith EnergyRateSchedule 429,1,1,2026-08-24T00:00:00.000
430,ERS000430,257,Forge EnergyRateSchedule 430,1,1,2026-08-24T00:00:00.000
431,ERS000431,299,Northstar EnergyRateSchedule 431,1,1,2026-08-24T00:00:00.000
432,ERS000432,148,Meridian EnergyRateSchedule 432,1,1,2026-08-24T00:00:00.000
433,ERS000433,5,Granite EnergyRateSchedule 433,1,1,2026-08-24T00:00:00.000
434,ERS000434,102,Meridian EnergyRateSchedule 434,1,1,2026-08-24T00:00:00.000
435,ERS000435,246,Liberty EnergyRateSchedule 435,1,1,2026-08-24T00:00:00.000
436,ERS000436,91,Vertex EnergyRateSchedule 436,1,1,2026-08-24T00:00:00.000
437,ERS000437,71,Ion EnergyRateSchedule 437,1,1,2026-08-24T00:00:00.000
438,ERS000438,123,Granite EnergyRateSchedule 438,1,1,2026-08-24T00:00:00.000
439,ERS000439,286,Ion EnergyRateSchedule 439,1,1,2026-08-24T00:00:00.000
440,ERS000440,155,Titan EnergyRateSchedule 440,1,1,2026-08-24T00:00:00.000
441,ERS000441,2,Riverton EnergyRateSchedule 441,1,1,2026-08-24T00:00:00.000
442,ERS000442,296,Evergreen EnergyRateSchedule 442,1,1,2026-08-24T00:00:00.000
443,ERS000443,74,Vertex EnergyRateSchedule 443,1,1,2026-08-24T00:00:00.000
444,ERS000444,286,Willow EnergyRateSchedule 444,1,1,2026-08-24T00:00:00.000
445,ERS000445,182,Willow EnergyRateSchedule 445,1,1,2026-08-24T00:00:00.000
446,ERS000446,207,Vertex EnergyRateSchedule 446,1,1,2026-08-24T00:00:00.000
447,ERS000447,164,Junction EnergyRateSchedule 447,1,1,2026-08-24T00:00:00.000
448,ERS000448,249,Pioneer EnergyRateSchedule 448,1,1,2026-08-24T00:00:00.000
449,ERS000449,95,Riverton EnergyRateSchedule 449,1,1,2026-08-24T00:00:00.000
450,ERS000450,214,Zenith EnergyRateSchedule 450,1,1,2026-08-24T00:00:00.000
451,ERS000451,84,Zenith EnergyRateSchedule 451,1,1,2026-08-24T00:00:00.000
452,ERS000452,18,Liberty EnergyRateSchedule 452,1,1,2026-08-24T00:00:00.000
453,ERS000453,8,Keystone EnergyRateSchedule 453,1,1,2026-08-24T00:00:00.000
454,ERS000454,93,Northstar EnergyRateSchedule 454,1,1,2026-08-24T00:00:00.000
455,ERS000455,110,Forge EnergyRateSchedule 455,1,1,2026-08-24T00:00:00.000
456,ERS000456,177,Delta EnergyRateSchedule 456,1,1,2026-08-24T00:00:00.000
457,ERS000457,169,Evergreen EnergyRateSchedule 457,1,1,2026-08-24T00:00:00.000
458,ERS000458,41,Cedar EnergyRateSchedule 458,1,1,2026-08-24T00:00:00.000
459,ERS000459,194,Willow EnergyRateSchedule 459,1,1,2026-08-24T00:00:00.000
460,ERS000460,92,Harbor EnergyRateSchedule 460,1,1,2026-08-24T00:00:00.000
461,ERS000461,82,Zenith EnergyRateSchedule 461,1,1,2026-08-24T00:00:00.000
462,ERS000462,90,Vertex EnergyRateSchedule 462,1,1,2026-08-24T00:00:00.000
463,ERS000463,28,Zenith EnergyRateSchedule 463,1,1,2026-08-24T00:00:00.000
464,ERS000464,201,Summit EnergyRateSchedule 464,1,1,2026-08-24T00:00:00.000
465,ERS000465,180,Evergreen EnergyRateSchedule 465,1,1,2026-08-24T00:00:00.000
466,ERS000466,87,Summit EnergyRateSchedule 466,1,1,2026-08-24T00:00:00.000
467,ERS000467,167,Unity EnergyRateSchedule 467,1,1,2026-08-24T00:00:00.000
468,ERS000468,89,Ion EnergyRateSchedule 468,1,1,2026-08-24T00:00:00.000
469,ERS000469,65,Riverton EnergyRateSchedule 469,1,1,2026-08-24T00:00:00.000
470,ERS000470,14,Quartz EnergyRateSchedule 470,1,1,2026-08-24T00:00:00.000
471,ERS000471,101,Summit EnergyRateSchedule 471,1,1,2026-08-24T00:00:00.000
472,ERS000472,82,Vertex EnergyRateSchedule 472,1,1,2026-08-24T00:00:00.000
473,ERS000473,138,Keystone EnergyRateSchedule 473,1,1,2026-08-24T00:00:00.000
474,ERS000474,224,Pioneer EnergyRateSchedule 474,1,1,2026-08-24T00:00:00.000
475,ERS000475,276,Granite EnergyRateSchedule 475,1,1,2026-08-24T00:00:00.000
476,ERS000476,104,Orion EnergyRateSchedule 476,1,1,2026-08-24T00:00:00.000
477,ERS000477,250,Granite EnergyRateSchedule 477,1,1,2026-08-24T00:00:00.000
478,ERS000478,180,Pioneer EnergyRateSchedule 478,1,1,2026-08-24T00:00:00.000
479,ERS000479,83,Junction EnergyRateSchedule 479,1,1,2026-08-24T00:00:00.000
480,ERS000480,9,Unity EnergyRateSchedule 480,1,1,2026-08-24T00:00:00.000
481,ERS000481,92,Forge EnergyRateSchedule 481,1,1,2026-08-24T00:00:00.000
482,ERS000482,136,Pioneer EnergyRateSchedule 482,1,1,2026-08-24T00:00:00.000
483,ERS000483,276,Orion EnergyRateSchedule 483,1,1,2026-08-24T00:00:00.000
484,ERS000484,99,Harbor EnergyRateSchedule 484,1,1,2026-08-24T00:00:00.000
485,ERS000485,82,Forge EnergyRateSchedule 485,1,1,2026-08-24T00:00:00.000
486,ERS000486,127,Atlas EnergyRateSchedule 486,1,1,2026-08-24T00:00:00.000
487,ERS000487,295,Vertex EnergyRateSchedule 487,1,1,2026-08-24T00:00:00.000
488,ERS000488,295,Atlas EnergyRateSchedule 488,1,1,2026-08-24T00:00:00.000
489,ERS000489,30,Pioneer EnergyRateSchedule 489,1,1,2026-08-24T00:00:00.000
490,ERS000490,278,Titan EnergyRateSchedule 490,1,1,2026-08-24T00:00:00.000
491,ERS000491,85,Keystone EnergyRateSchedule 491,1,1,2026-08-24T00:00:00.000
492,ERS000492,252,Summit EnergyRateSchedule 492,1,1,2026-08-24T00:00:00.000
493,ERS000493,267,Unity EnergyRateSchedule 493,1,1,2026-08-24T00:00:00.000
494,ERS000494,291,Orion EnergyRateSchedule 494,1,1,2026-08-24T00:00:00.000
495,ERS000495,91,Meridian EnergyRateSchedule 495,1,1,2026-08-24T00:00:00.000
496,ERS000496,129,Meridian EnergyRateSchedule 496,1,1,2026-08-24T00:00:00.000
497,ERS000497,221,Unity EnergyRateSchedule 497,1,1,2026-08-24T00:00:00.000
498,ERS000498,195,Summit EnergyRateSchedule 498,1,1,2026-08-24T00:00:00.000
499,ERS000499,38,Orion EnergyRateSchedule 499,1,1,2026-08-24T00:00:00.000
500,ERS000500,238,Riverton EnergyRateSchedule 500,1,1,2026-08-24T00:00:00.000
