InventoryAisleKey,InventoryAisleCode,InventoryZoneKey,InventoryAisleName,SourceSystemKey,BatchId,LoadedAtUtc
333,IA000333,37,Granite InventoryAisle 333,1,1,2026-08-24T00:00:00.000
334,IA000334,421,Orion InventoryAisle 334,1,1,2026-08-24T00:00:00.000
335,IA000335,393,Keystone InventoryAisle 335,1,1,2026-08-24T00:00:00.000
336,IA000336,282,Pioneer InventoryAisle 336,1,1,2026-08-24T00:00:00.000
337,IA000337,274,Beacon InventoryAisle 337,1,1,2026-08-24T00:00:00.000
338,IA000338,465,Forge InventoryAisle 338,1,1,2026-08-24T00:00:00.000
339,IA000339,401,Granite InventoryAisle 339,1,1,2026-08-24T00:00:00.000
340,IA000340,302,Liberty InventoryAisle 340,1,1,2026-08-24T00:00:00.000
341,IA000341,155,Granite InventoryAisle 341,1,1,2026-08-24T00:00:00.000
342,IA000342,123,Cedar InventoryAisle 342,1,1,2026-08-24T00:00:00.000
343,IA000343,104,Evergreen InventoryAisle 343,1,1,2026-08-24T00:00:00.000
344,IA000344,68,Summit InventoryAisle 344,1,1,2026-08-24T00:00:00.000
345,IA000345,60,Forge InventoryAisle 345,1,1,2026-08-24T00:00:00.000
346,IA000346,84,Forge InventoryAisle 346,1,1,2026-08-24T00:00:00.000
347,IA000347,351,Summit InventoryAisle 347,1,1,2026-08-24T00:00:00.000
348,IA000348,434,Liberty InventoryAisle 348,1,1,2026-08-24T00:00:00.000
349,IA000349,244,Summit InventoryAisle 349,1,1,2026-08-24T00:00:00.000
350,IA000350,410,Harbor InventoryAisle 350,1,1,2026-08-24T00:00:00.000
351,IA000351,175,Titan InventoryAisle 351,1,1,2026-08-24T00:00:00.000
352,IA000352,45,Granite InventoryAisle 352,1,1,2026-08-24T00:00:00.000
353,IA000353,249,Quartz InventoryAisle 353,1,1,2026-08-24T00:00:00.000
354,IA000354,348,Ion InventoryAisle 354,1,1,2026-08-24T00:00:00.000
355,IA000355,110,Cedar InventoryAisle 355,1,1,2026-08-24T00:00:00.000
356,IA000356,211,Evergreen InventoryAisle 356,1,1,2026-08-24T00:00:00.000
357,IA000357,335,Delta InventoryAisle 357,1,1,2026-08-24T00:00:00.000
358,IA000358,9,Harbor InventoryAisle 358,1,1,2026-08-24T00:00:00.000
359,IA000359,340,Keystone InventoryAisle 359,1,1,2026-08-24T00:00:00.000
360,IA000360,331,Junction InventoryAisle 360,1,1,2026-08-24T00:00:00.000
361,IA000361,416,Titan InventoryAisle 361,1,1,2026-08-24T00:00:00.000
362,IA000362,63,Granite InventoryAisle 362,1,1,2026-08-24T00:00:00.000
363,IA000363,398,Pioneer InventoryAisle 363,1,1,2026-08-24T00:00:00.000
364,IA000364,366,Zenith InventoryAisle 364,1,1,2026-08-24T00:00:00.000
365,IA000365,312,Evergreen InventoryAisle 365,1,1,2026-08-24T00:00:00.000
366,IA000366,463,Riverton InventoryAisle 366,1,1,2026-08-24T00:00:00.000
367,IA000367,392,Cedar InventoryAisle 367,1,1,2026-08-24T00:00:00.000
368,IA000368,91,Willow InventoryAisle 368,1,1,2026-08-24T00:00:00.000
369,IA000369,58,Summit InventoryAisle 369,1,1,2026-08-24T00:00:00.000
370,IA000370,215,Harbor InventoryAisle 370,1,1,2026-08-24T00:00:00.000
371,IA000371,455,Willow InventoryAisle 371,1,1,2026-08-24T00:00:00.000
372,IA000372,183,Willow InventoryAisle 372,1,1,2026-08-24T00:00:00.000
373,IA000373,489,Orion InventoryAisle 373,1,1,2026-08-24T00:00:00.000
374,IA000374,98,Summit InventoryAisle 374,1,1,2026-08-24T00:00:00.000
375,IA000375,422,Cedar InventoryAisle 375,1,1,2026-08-24T00:00:00.000
376,IA000376,342,Ion InventoryAisle 376,1,1,2026-08-24T00:00:00.000
377,IA000377,435,Harbor InventoryAisle 377,1,1,2026-08-24T00:00:00.000
378,IA000378,118,Unity InventoryAisle 378,1,1,2026-08-24T00:00:00.000
379,IA000379,359,Harbor InventoryAisle 379,1,1,2026-08-24T00:00:00.000
380,IA000380,18,Northstar InventoryAisle 380,1,1,2026-08-24T00:00:00.000
381,IA000381,108,Vertex InventoryAisle 381,1,1,2026-08-24T00:00:00.000
382,IA000382,51,Summit InventoryAisle 382,1,1,2026-08-24T00:00:00.000
383,IA000383,232,Willow InventoryAisle 383,1,1,2026-08-24T00:00:00.000
384,IA000384,160,Cedar InventoryAisle 384,1,1,2026-08-24T00:00:00.000
385,IA000385,106,Titan InventoryAisle 385,1,1,2026-08-24T00:00:00.000
386,IA000386,313,Willow InventoryAisle 386,1,1,2026-08-24T00:00:00.000
387,IA000387,196,Willow InventoryAisle 387,1,1,2026-08-24T00:00:00.000
388,IA000388,488,Granite InventoryAisle 388,1,1,2026-08-24T00:00:00.000
389,IA000389,78,Delta InventoryAisle 389,1,1,2026-08-24T00:00:00.000
390,IA000390,163,Ion InventoryAisle 390,1,1,2026-08-24T00:00:00.000
391,IA000391,265,Unity InventoryAisle 391,1,1,2026-08-24T00:00:00.000
392,IA000392,280,Granite InventoryAisle 392,1,1,2026-08-24T00:00:00.000
393,IA000393,325,Keystone InventoryAisle 393,1,1,2026-08-24T00:00:00.000
394,IA000394,199,Unity InventoryAisle 394,1,1,2026-08-24T00:00:00.000
395,IA000395,493,Titan InventoryAisle 395,1,1,2026-08-24T00:00:00.000
396,IA000396,485,Beacon InventoryAisle 396,1,1,2026-08-24T00:00:00.000
397,IA000397,217,Summit InventoryAisle 397,1,1,2026-08-24T00:00:00.000
398,IA000398,390,Willow InventoryAisle 398,1,1,2026-08-24T00:00:00.000
399,IA000399,499,Delta InventoryAisle 399,1,1,2026-08-24T00:00:00.000
400,IA000400,58,Summit InventoryAisle 400,1,1,2026-08-24T00:00:00.000
401,IA000401,96,Delta InventoryAisle 401,1,1,2026-08-24T00:00:00.000
402,IA000402,409,Delta InventoryAisle 402,1,1,2026-08-24T00:00:00.000
403,IA000403,109,Vertex InventoryAisle 403,1,1,2026-08-24T00:00:00.000
404,IA000404,234,Ion InventoryAisle 404,1,1,2026-08-24T00:00:00.000
405,IA000405,30,Willow InventoryAisle 405,1,1,2026-08-24T00:00:00.000
406,IA000406,173,Summit InventoryAisle 406,1,1,2026-08-24T00:00:00.000
407,IA000407,74,Ion InventoryAisle 407,1,1,2026-08-24T00:00:00.000
408,IA000408,46,Liberty InventoryAisle 408,1,1,2026-08-24T00:00:00.000
409,IA000409,488,Summit InventoryAisle 409,1,1,2026-08-24T00:00:00.000
410,IA000410,346,Quartz InventoryAisle 410,1,1,2026-08-24T00:00:00.000
411,IA000411,123,Atlas InventoryAisle 411,1,1,2026-08-24T00:00:00.000
412,IA000412,49,Orion InventoryAisle 412,1,1,2026-08-24T00:00:00.000
413,IA000413,391,Northstar InventoryAisle 413,1,1,2026-08-24T00:00:00.000
414,IA000414,271,Beacon InventoryAisle 414,1,1,2026-08-24T00:00:00.000
415,IA000415,264,Delta InventoryAisle 415,1,1,2026-08-24T00:00:00.000
416,IA000416,458,Beacon InventoryAisle 416,1,1,2026-08-24T00:00:00.000
417,IA000417,244,Vertex InventoryAisle 417,1,1,2026-08-24T00:00:00.000
418,IA000418,330,Orion InventoryAisle 418,1,1,2026-08-24T00:00:00.000
419,IA000419,10,Pioneer InventoryAisle 419,1,1,2026-08-24T00:00:00.000
420,IA000420,292,Unity InventoryAisle 420,1,1,2026-08-24T00:00:00.000
421,IA000421,41,Ion InventoryAisle 421,1,1,2026-08-24T00:00:00.000
422,IA000422,284,Quartz InventoryAisle 422,1,1,2026-08-24T00:00:00.000
423,IA000423,172,Liberty InventoryAisle 423,1,1,2026-08-24T00:00:00.000
424,IA000424,76,Unity InventoryAisle 424,1,1,2026-08-24T00:00:00.000
425,IA000425,383,Delta InventoryAisle 425,1,1,2026-08-24T00:00:00.000
426,IA000426,329,Unity InventoryAisle 426,1,1,2026-08-24T00:00:00.000
427,IA000427,494,Meridian InventoryAisle 427,1,1,2026-08-24T00:00:00.000
428,IA000428,115,Atlas InventoryAisle 428,1,1,2026-08-24T00:00:00.000
429,IA000429,158,Unity InventoryAisle 429,1,1,2026-08-24T00:00:00.000
430,IA000430,263,Beacon InventoryAisle 430,1,1,2026-08-24T00:00:00.000
431,IA000431,37,Junction InventoryAisle 431,1,1,2026-08-24T00:00:00.000
432,IA000432,417,Riverton InventoryAisle 432,1,1,2026-08-24T00:00:00.000
433,IA000433,439,Northstar InventoryAisle 433,1,1,2026-08-24T00:00:00.000
434,IA000434,63,Summit InventoryAisle 434,1,1,2026-08-24T00:00:00.000
435,IA000435,1,Junction InventoryAisle 435,1,1,2026-08-24T00:00:00.000
436,IA000436,185,Junction InventoryAisle 436,1,1,2026-08-24T00:00:00.000
437,IA000437,257,Liberty InventoryAisle 437,1,1,2026-08-24T00:00:00.000
438,IA000438,75,Northstar InventoryAisle 438,1,1,2026-08-24T00:00:00.000
439,IA000439,343,Forge InventoryAisle 439,1,1,2026-08-24T00:00:00.000
440,IA000440,280,Delta InventoryAisle 440,1,1,2026-08-24T00:00:00.000
441,IA000441,463,Northstar InventoryAisle 441,1,1,2026-08-24T00:00:00.000
442,IA000442,293,Titan InventoryAisle 442,1,1,2026-08-24T00:00:00.000
443,IA000443,151,Willow InventoryAisle 443,1,1,2026-08-24T00:00:00.000
444,IA000444,168,Northstar InventoryAisle 444,1,1,2026-08-24T00:00:00.000
445,IA000445,210,Vertex InventoryAisle 445,1,1,2026-08-24T00:00:00.000
446,IA000446,330,Meridian InventoryAisle 446,1,1,2026-08-24T00:00:00.000
447,IA000447,66,Ion InventoryAisle 447,1,1,2026-08-24T00:00:00.000
448,IA000448,382,Harbor InventoryAisle 448,1,1,2026-08-24T00:00:00.000
449,IA000449,272,Ion InventoryAisle 449,1,1,2026-08-24T00:00:00.000
450,IA000450,98,Cedar InventoryAisle 450,1,1,2026-08-24T00:00:00.000
451,IA000451,24,Northstar InventoryAisle 451,1,1,2026-08-24T00:00:00.000
452,IA000452,297,Quartz InventoryAisle 452,1,1,2026-08-24T00:00:00.000
453,IA000453,259,Zenith InventoryAisle 453,1,1,2026-08-24T00:00:00.000
454,IA000454,266,Riverton InventoryAisle 454,1,1,2026-08-24T00:00:00.000
455,IA000455,310,Titan InventoryAisle 455,1,1,2026-08-24T00:00:00.000
456,IA000456,269,Forge InventoryAisle 456,1,1,2026-08-24T00:00:00.000
457,IA000457,498,Orion InventoryAisle 457,1,1,2026-08-24T00:00:00.000
458,IA000458,196,Harbor InventoryAisle 458,1,1,2026-08-24T00:00:00.000
459,IA000459,180,Cedar InventoryAisle 459,1,1,2026-08-24T00:00:00.000
460,IA000460,451,Orion InventoryAisle 460,1,1,2026-08-24T00:00:00.000
461,IA000461,432,Keystone InventoryAisle 461,1,1,2026-08-24T00:00:00.000
462,IA000462,446,Junction InventoryAisle 462,1,1,2026-08-24T00:00:00.000
463,IA000463,154,Quartz InventoryAisle 463,1,1,2026-08-24T00:00:00.000
464,IA000464,160,Cedar InventoryAisle 464,1,1,2026-08-24T00:00:00.000
465,IA000465,80,Quartz InventoryAisle 465,1,1,2026-08-24T00:00:00.000
466,IA000466,250,Harbor InventoryAisle 466,1,1,2026-08-24T00:00:00.000
467,IA000467,433,Beacon InventoryAisle 467,1,1,2026-08-24T00:00:00.000
468,IA000468,435,Meridian InventoryAisle 468,1,1,2026-08-24T00:00:00.000
469,IA000469,216,Keystone InventoryAisle 469,1,1,2026-08-24T00:00:00.000
470,IA000470,397,Quartz InventoryAisle 470,1,1,2026-08-24T00:00:00.000
471,IA000471,327,Zenith InventoryAisle 471,1,1,2026-08-24T00:00:00.000
472,IA000472,235,Quartz InventoryAisle 472,1,1,2026-08-24T00:00:00.000
473,IA000473,210,Atlas InventoryAisle 473,1,1,2026-08-24T00:00:00.000
474,IA000474,329,Ion InventoryAisle 474,1,1,2026-08-24T00:00:00.000
475,IA000475,382,Meridian InventoryAisle 475,1,1,2026-08-24T00:00:00.000
476,IA000476,411,Beacon InventoryAisle 476,1,1,2026-08-24T00:00:00.000
477,IA000477,309,Liberty InventoryAisle 477,1,1,2026-08-24T00:00:00.000
478,IA000478,148,Cedar InventoryAisle 478,1,1,2026-08-24T00:00:00.000
479,IA000479,410,Titan InventoryAisle 479,1,1,2026-08-24T00:00:00.000
480,IA000480,78,Harbor InventoryAisle 480,1,1,2026-08-24T00:00:00.000
481,IA000481,349,Willow InventoryAisle 481,1,1,2026-08-24T00:00:00.000
482,IA000482,486,Delta InventoryAisle 482,1,1,2026-08-24T00:00:00.000
483,IA000483,207,Delta InventoryAisle 483,1,1,2026-08-24T00:00:00.000
484,IA000484,473,Northstar InventoryAisle 484,1,1,2026-08-24T00:00:00.000
485,IA000485,315,Evergreen InventoryAisle 485,1,1,2026-08-24T00:00:00.000
486,IA000486,162,Summit InventoryAisle 486,1,1,2026-08-24T00:00:00.000
487,IA000487,438,Granite InventoryAisle 487,1,1,2026-08-24T00:00:00.000
488,IA000488,157,Cedar InventoryAisle 488,1,1,2026-08-24T00:00:00.000
489,IA000489,431,Vertex InventoryAisle 489,1,1,2026-08-24T00:00:00.000
490,IA000490,466,Vertex InventoryAisle 490,1,1,2026-08-24T00:00:00.000
491,IA000491,261,Unity InventoryAisle 491,1,1,2026-08-24T00:00:00.000
492,IA000492,283,Delta InventoryAisle 492,1,1,2026-08-24T00:00:00.000
493,IA000493,500,Riverton InventoryAisle 493,1,1,2026-08-24T00:00:00.000
494,IA000494,359,Meridian InventoryAisle 494,1,1,2026-08-24T00:00:00.000
495,IA000495,166,Titan InventoryAisle 495,1,1,2026-08-24T00:00:00.000
496,IA000496,481,Meridian InventoryAisle 496,1,1,2026-08-24T00:00:00.000
497,IA000497,356,Riverton InventoryAisle 497,1,1,2026-08-24T00:00:00.000
498,IA000498,152,Granite InventoryAisle 498,1,1,2026-08-24T00:00:00.000
499,IA000499,215,Ion InventoryAisle 499,1,1,2026-08-24T00:00:00.000
500,IA000500,97,Forge InventoryAisle 500,1,1,2026-08-24T00:00:00.000
