LaborSkillKey,LaborSkillCode,LaborSkillCategoryKey,LaborSkillName,SourceSystemKey,BatchId,LoadedAtUtc
341,LS000341,57,Meridian LaborSkill 341,1,1,2026-08-24T00:00:00.000
342,LS000342,89,Vertex LaborSkill 342,1,1,2026-08-24T00:00:00.000
343,LS000343,23,Meridian LaborSkill 343,1,1,2026-08-24T00:00:00.000
344,LS000344,20,Riverton LaborSkill 344,1,1,2026-08-24T00:00:00.000
345,LS000345,36,Titan LaborSkill 345,1,1,2026-08-24T00:00:00.000
346,LS000346,31,Evergreen LaborSkill 346,1,1,2026-08-24T00:00:00.000
347,LS000347,59,Beacon LaborSkill 347,1,1,2026-08-24T00:00:00.000
348,LS000348,56,Summit LaborSkill 348,1,1,2026-08-24T00:00:00.000
349,LS000349,1,Keystone LaborSkill 349,1,1,2026-08-24T00:00:00.000
350,LS000350,18,Beacon LaborSkill 350,1,1,2026-08-24T00:00:00.000
351,LS000351,53,Northstar LaborSkill 351,1,1,2026-08-24T00:00:00.000
352,LS000352,14,Meridian LaborSkill 352,1,1,2026-08-24T00:00:00.000
353,LS000353,38,Northstar LaborSkill 353,1,1,2026-08-24T00:00:00.000
354,LS000354,15,Meridian LaborSkill 354,1,1,2026-08-24T00:00:00.000
355,LS000355,23,Unity LaborSkill 355,1,1,2026-08-24T00:00:00.000
356,LS000356,86,Meridian LaborSkill 356,1,1,2026-08-24T00:00:00.000
357,LS000357,81,Ion LaborSkill 357,1,1,2026-08-24T00:00:00.000
358,LS000358,79,Northstar LaborSkill 358,1,1,2026-08-24T00:00:00.000
359,LS000359,87,Beacon LaborSkill 359,1,1,2026-08-24T00:00:00.000
360,LS000360,85,Meridian LaborSkill 360,1,1,2026-08-24T00:00:00.000
361,LS000361,85,Junction LaborSkill 361,1,1,2026-08-24T00:00:00.000
362,LS000362,20,Keystone LaborSkill 362,1,1,2026-08-24T00:00:00.000
363,LS000363,70,Cedar LaborSkill 363,1,1,2026-08-24T00:00:00.000
364,LS000364,70,Northstar LaborSkill 364,1,1,2026-08-24T00:00:00.000
365,LS000365,31,Riverton LaborSkill 365,1,1,2026-08-24T00:00:00.000
366,LS000366,29,Titan LaborSkill 366,1,1,2026-08-24T00:00:00.000
367,LS000367,4,Quartz LaborSkill 367,1,1,2026-08-24T00:00:00.000
368,LS000368,58,Riverton LaborSkill 368,1,1,2026-08-24T00:00:00.000
369,LS000369,90,Harbor LaborSkill 369,1,1,2026-08-24T00:00:00.000
370,LS000370,51,Pioneer LaborSkill 370,1,1,2026-08-24T00:00:00.000
371,LS000371,36,Atlas LaborSkill 371,1,1,2026-08-24T00:00:00.000
372,LS000372,10,Cedar LaborSkill 372,1,1,2026-08-24T00:00:00.000
373,LS000373,77,Riverton LaborSkill 373,1,1,2026-08-24T00:00:00.000
374,LS000374,65,Cedar LaborSkill 374,1,1,2026-08-24T00:00:00.000
375,LS000375,40,Evergreen LaborSkill 375,1,1,2026-08-24T00:00:00.000
376,LS000376,41,Unity LaborSkill 376,1,1,2026-08-24T00:00:00.000
377,LS000377,74,Atlas LaborSkill 377,1,1,2026-08-24T00:00:00.000
378,LS000378,86,Forge LaborSkill 378,1,1,2026-08-24T00:00:00.000
379,LS000379,40,Delta LaborSkill 379,1,1,2026-08-24T00:00:00.000
380,LS000380,1,Evergreen LaborSkill 380,1,1,2026-08-24T00:00:00.000
381,LS000381,74,Unity LaborSkill 381,1,1,2026-08-24T00:00:00.000
382,LS000382,11,Meridian LaborSkill 382,1,1,2026-08-24T00:00:00.000
383,LS000383,4,Meridian LaborSkill 383,1,1,2026-08-24T00:00:00.000
384,LS000384,59,Summit LaborSkill 384,1,1,2026-08-24T00:00:00.000
385,LS000385,28,Riverton LaborSkill 385,1,1,2026-08-24T00:00:00.000
386,LS000386,71,Keystone LaborSkill 386,1,1,2026-08-24T00:00:00.000
387,LS000387,53,Meridian LaborSkill 387,1,1,2026-08-24T00:00:00.000
388,LS000388,54,Granite LaborSkill 388,1,1,2026-08-24T00:00:00.000
389,LS000389,64,Junction LaborSkill 389,1,1,2026-08-24T00:00:00.000
390,LS000390,86,Ion LaborSkill 390,1,1,2026-08-24T00:00:00.000
391,LS000391,11,Summit LaborSkill 391,1,1,2026-08-24T00:00:00.000
392,LS000392,62,Evergreen LaborSkill 392,1,1,2026-08-24T00:00:00.000
393,LS000393,49,Riverton LaborSkill 393,1,1,2026-08-24T00:00:00.000
394,LS000394,20,Junction LaborSkill 394,1,1,2026-08-24T00:00:00.000
395,LS000395,73,Forge LaborSkill 395,1,1,2026-08-24T00:00:00.000
396,LS000396,34,Riverton LaborSkill 396,1,1,2026-08-24T00:00:00.000
397,LS000397,31,Cedar LaborSkill 397,1,1,2026-08-24T00:00:00.000
398,LS000398,15,Northstar LaborSkill 398,1,1,2026-08-24T00:00:00.000
399,LS000399,12,Titan LaborSkill 399,1,1,2026-08-24T00:00:00.000
400,LS000400,26,Evergreen LaborSkill 400,1,1,2026-08-24T00:00:00.000
401,LS000401,60,Ion LaborSkill 401,1,1,2026-08-24T00:00:00.000
402,LS000402,87,Keystone LaborSkill 402,1,1,2026-08-24T00:00:00.000
403,LS000403,25,Meridian LaborSkill 403,1,1,2026-08-24T00:00:00.000
404,LS000404,31,Riverton LaborSkill 404,1,1,2026-08-24T00:00:00.000
405,LS000405,81,Keystone LaborSkill 405,1,1,2026-08-24T00:00:00.000
406,LS000406,13,Forge LaborSkill 406,1,1,2026-08-24T00:00:00.000
407,LS000407,53,Summit LaborSkill 407,1,1,2026-08-24T00:00:00.000
408,LS000408,30,Junction LaborSkill 408,1,1,2026-08-24T00:00:00.000
409,LS000409,82,Orion LaborSkill 409,1,1,2026-08-24T00:00:00.000
410,LS000410,24,Evergreen LaborSkill 410,1,1,2026-08-24T00:00:00.000
411,LS000411,19,Unity LaborSkill 411,1,1,2026-08-24T00:00:00.000
412,LS000412,49,Delta LaborSkill 412,1,1,2026-08-24T00:00:00.000
413,LS000413,51,Zenith LaborSkill 413,1,1,2026-08-24T00:00:00.000
414,LS000414,62,Granite LaborSkill 414,1,1,2026-08-24T00:00:00.000
415,LS000415,44,Quartz LaborSkill 415,1,1,2026-08-24T00:00:00.000
416,LS000416,5,Cedar LaborSkill 416,1,1,2026-08-24T00:00:00.000
417,LS000417,72,Keystone LaborSkill 417,1,1,2026-08-24T00:00:00.000
418,LS000418,12,Forge LaborSkill 418,1,1,2026-08-24T00:00:00.000
419,LS000419,83,Riverton LaborSkill 419,1,1,2026-08-24T00:00:00.000
420,LS000420,25,Meridian LaborSkill 420,1,1,2026-08-24T00:00:00.000
421,LS000421,13,Willow LaborSkill 421,1,1,2026-08-24T00:00:00.000
422,LS000422,68,Vertex LaborSkill 422,1,1,2026-08-24T00:00:00.000
423,LS000423,2,Cedar LaborSkill 423,1,1,2026-08-24T00:00:00.000
424,LS000424,57,Forge LaborSkill 424,1,1,2026-08-24T00:00:00.000
425,LS000425,87,Vertex LaborSkill 425,1,1,2026-08-24T00:00:00.000
426,LS000426,26,Forge LaborSkill 426,1,1,2026-08-24T00:00:00.000
427,LS000427,16,Delta LaborSkill 427,1,1,2026-08-24T00:00:00.000
428,LS000428,48,Summit LaborSkill 428,1,1,2026-08-24T00:00:00.000
429,LS000429,26,Atlas LaborSkill 429,1,1,2026-08-24T00:00:00.000
430,LS000430,65,Forge LaborSkill 430,1,1,2026-08-24T00:00:00.000
431,LS000431,11,Harbor LaborSkill 431,1,1,2026-08-24T00:00:00.000
432,LS000432,80,Delta LaborSkill 432,1,1,2026-08-24T00:00:00.000
433,LS000433,60,Northstar LaborSkill 433,1,1,2026-08-24T00:00:00.000
434,LS000434,76,Delta LaborSkill 434,1,1,2026-08-24T00:00:00.000
435,LS000435,3,Cedar LaborSkill 435,1,1,2026-08-24T00:00:00.000
436,LS000436,60,Titan LaborSkill 436,1,1,2026-08-24T00:00:00.000
437,LS000437,38,Delta LaborSkill 437,1,1,2026-08-24T00:00:00.000
438,LS000438,18,Granite LaborSkill 438,1,1,2026-08-24T00:00:00.000
439,LS000439,40,Unity LaborSkill 439,1,1,2026-08-24T00:00:00.000
440,LS000440,38,Summit LaborSkill 440,1,1,2026-08-24T00:00:00.000
441,LS000441,14,Forge LaborSkill 441,1,1,2026-08-24T00:00:00.000
442,LS000442,62,Titan LaborSkill 442,1,1,2026-08-24T00:00:00.000
443,LS000443,85,Harbor LaborSkill 443,1,1,2026-08-24T00:00:00.000
444,LS000444,39,Northstar LaborSkill 444,1,1,2026-08-24T00:00:00.000
445,LS000445,83,Meridian LaborSkill 445,1,1,2026-08-24T00:00:00.000
446,LS000446,46,Pioneer LaborSkill 446,1,1,2026-08-24T00:00:00.000
447,LS000447,30,Keystone LaborSkill 447,1,1,2026-08-24T00:00:00.000
448,LS000448,50,Liberty LaborSkill 448,1,1,2026-08-24T00:00:00.000
449,LS000449,22,Atlas LaborSkill 449,1,1,2026-08-24T00:00:00.000
450,LS000450,17,Atlas LaborSkill 450,1,1,2026-08-24T00:00:00.000
451,LS000451,6,Vertex LaborSkill 451,1,1,2026-08-24T00:00:00.000
452,LS000452,21,Granite LaborSkill 452,1,1,2026-08-24T00:00:00.000
453,LS000453,57,Summit LaborSkill 453,1,1,2026-08-24T00:00:00.000
454,LS000454,7,Keystone LaborSkill 454,1,1,2026-08-24T00:00:00.000
455,LS000455,28,Atlas LaborSkill 455,1,1,2026-08-24T00:00:00.000
456,LS000456,56,Beacon LaborSkill 456,1,1,2026-08-24T00:00:00.000
457,LS000457,49,Harbor LaborSkill 457,1,1,2026-08-24T00:00:00.000
458,LS000458,87,Northstar LaborSkill 458,1,1,2026-08-24T00:00:00.000
459,LS000459,20,Quartz LaborSkill 459,1,1,2026-08-24T00:00:00.000
460,LS000460,61,Cedar LaborSkill 460,1,1,2026-08-24T00:00:00.000
461,LS000461,58,Pioneer LaborSkill 461,1,1,2026-08-24T00:00:00.000
462,LS000462,57,Titan LaborSkill 462,1,1,2026-08-24T00:00:00.000
463,LS000463,25,Granite LaborSkill 463,1,1,2026-08-24T00:00:00.000
464,LS000464,26,Titan LaborSkill 464,1,1,2026-08-24T00:00:00.000
465,LS000465,30,Titan LaborSkill 465,1,1,2026-08-24T00:00:00.000
466,LS000466,17,Ion LaborSkill 466,1,1,2026-08-24T00:00:00.000
467,LS000467,49,Harbor LaborSkill 467,1,1,2026-08-24T00:00:00.000
468,LS000468,59,Titan LaborSkill 468,1,1,2026-08-24T00:00:00.000
469,LS000469,55,Keystone LaborSkill 469,1,1,2026-08-24T00:00:00.000
470,LS000470,11,Unity LaborSkill 470,1,1,2026-08-24T00:00:00.000
471,LS000471,38,Pioneer LaborSkill 471,1,1,2026-08-24T00:00:00.000
472,LS000472,68,Cedar LaborSkill 472,1,1,2026-08-24T00:00:00.000
473,LS000473,14,Pioneer LaborSkill 473,1,1,2026-08-24T00:00:00.000
474,LS000474,85,Cedar LaborSkill 474,1,1,2026-08-24T00:00:00.000
475,LS000475,85,Evergreen LaborSkill 475,1,1,2026-08-24T00:00:00.000
476,LS000476,53,Delta LaborSkill 476,1,1,2026-08-24T00:00:00.000
477,LS000477,75,Liberty LaborSkill 477,1,1,2026-08-24T00:00:00.000
478,LS000478,41,Northstar LaborSkill 478,1,1,2026-08-24T00:00:00.000
479,LS000479,7,Junction LaborSkill 479,1,1,2026-08-24T00:00:00.000
480,LS000480,4,Quartz LaborSkill 480,1,1,2026-08-24T00:00:00.000
481,LS000481,51,Quartz LaborSkill 481,1,1,2026-08-24T00:00:00.000
482,LS000482,88,Quartz LaborSkill 482,1,1,2026-08-24T00:00:00.000
483,LS000483,52,Vertex LaborSkill 483,1,1,2026-08-24T00:00:00.000
484,LS000484,87,Delta LaborSkill 484,1,1,2026-08-24T00:00:00.000
485,LS000485,38,Harbor LaborSkill 485,1,1,2026-08-24T00:00:00.000
486,LS000486,72,Quartz LaborSkill 486,1,1,2026-08-24T00:00:00.000
487,LS000487,33,Riverton LaborSkill 487,1,1,2026-08-24T00:00:00.000
488,LS000488,32,Orion LaborSkill 488,1,1,2026-08-24T00:00:00.000
489,LS000489,57,Unity LaborSkill 489,1,1,2026-08-24T00:00:00.000
490,LS000490,52,Unity LaborSkill 490,1,1,2026-08-24T00:00:00.000
491,LS000491,88,Granite LaborSkill 491,1,1,2026-08-24T00:00:00.000
492,LS000492,64,Quartz LaborSkill 492,1,1,2026-08-24T00:00:00.000
493,LS000493,26,Ion LaborSkill 493,1,1,2026-08-24T00:00:00.000
494,LS000494,23,Summit LaborSkill 494,1,1,2026-08-24T00:00:00.000
495,LS000495,77,Titan LaborSkill 495,1,1,2026-08-24T00:00:00.000
496,LS000496,62,Zenith LaborSkill 496,1,1,2026-08-24T00:00:00.000
497,LS000497,50,Willow LaborSkill 497,1,1,2026-08-24T00:00:00.000
498,LS000498,54,Cedar LaborSkill 498,1,1,2026-08-24T00:00:00.000
499,LS000499,19,Titan LaborSkill 499,1,1,2026-08-24T00:00:00.000
500,LS000500,63,Atlas LaborSkill 500,1,1,2026-08-24T00:00:00.000
