MachineStateKey,MachineStateCode,MachineStateReasonKey,MachineStateTypeKey,MachineStateName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc
262,MS000262,161,7,Unity MachineState 262,MS000262,1,368.9400,1,1,2026-08-24T00:00:00.000
263,MS000263,289,11,Cedar MachineState 263,MS000263,1,370.3100,1,1,2026-08-24T00:00:00.000
264,MS000264,217,4,Titan MachineState 264,MS000264,1,371.6800,1,1,2026-08-24T00:00:00.000
265,MS000265,488,3,Cedar MachineState 265,MS000265,0,373.0500,1,1,2026-08-24T00:00:00.000
266,MS000266,12,7,Riverton MachineState 266,MS000266,1,374.4200,1,1,2026-08-24T00:00:00.000
267,MS000267,445,4,Meridian MachineState 267,MS000267,1,375.7900,1,1,2026-08-24T00:00:00.000
268,MS000268,410,11,Riverton MachineState 268,MS000268,1,377.1600,1,1,2026-08-24T00:00:00.000
269,MS000269,453,11,Meridian MachineState 269,MS000269,1,378.5300,1,1,2026-08-24T00:00:00.000
270,MS000270,51,10,Meridian MachineState 270,MS000270,0,379.9000,1,1,2026-08-24T00:00:00.000
271,MS000271,383,5,Granite MachineState 271,MS000271,1,381.2700,1,1,2026-08-24T00:00:00.000
272,MS000272,421,11,Willow MachineState 272,MS000272,1,382.6400,1,1,2026-08-24T00:00:00.000
273,MS000273,39,6,Northstar MachineState 273,MS000273,1,384.0100,1,1,2026-08-24T00:00:00.000
274,MS000274,109,8,Summit MachineState 274,MS000274,1,385.3800,1,1,2026-08-24T00:00:00.000
275,MS000275,254,5,Quartz MachineState 275,MS000275,0,386.7500,1,1,2026-08-24T00:00:00.000
276,MS000276,213,6,Quartz MachineState 276,MS000276,1,388.1200,1,1,2026-08-24T00:00:00.000
277,MS000277,202,2,Vertex MachineState 277,MS000277,1,389.4900,1,1,2026-08-24T00:00:00.000
278,MS000278,355,8,Delta MachineState 278,MS000278,1,390.8600,1,1,2026-08-24T00:00:00.000
279,MS000279,243,5,Northstar MachineState 279,MS000279,1,392.2300,1,1,2026-08-24T00:00:00.000
280,MS000280,200,4,Atlas MachineState 280,MS000280,0,393.6000,1,1,2026-08-24T00:00:00.000
281,MS000281,230,12,Summit MachineState 281,MS000281,1,394.9700,1,1,2026-08-24T00:00:00.000
282,MS000282,96,11,Forge MachineState 282,MS000282,1,396.3400,1,1,2026-08-24T00:00:00.000
283,MS000283,156,1,Keystone MachineState 283,MS000283,1,397.7100,1,1,2026-08-24T00:00:00.000
284,MS000284,218,7,Granite MachineState 284,MS000284,1,399.0800,1,1,2026-08-24T00:00:00.000
285,MS000285,242,8,Quartz MachineState 285,MS000285,0,400.4500,1,1,2026-08-24T00:00:00.000
286,MS000286,35,8,Vertex MachineState 286,MS000286,1,401.8200,1,1,2026-08-24T00:00:00.000
287,MS000287,52,7,Unity MachineState 287,MS000287,1,403.1900,1,1,2026-08-24T00:00:00.000
288,MS000288,264,11,Beacon MachineState 288,MS000288,1,404.5600,1,1,2026-08-24T00:00:00.000
289,MS000289,29,1,Willow MachineState 289,MS000289,1,405.9300,1,1,2026-08-24T00:00:00.000
290,MS000290,268,6,Meridian MachineState 290,MS000290,0,407.3000,1,1,2026-08-24T00:00:00.000
291,MS000291,178,10,Vertex MachineState 291,MS000291,1,408.6700,1,1,2026-08-24T00:00:00.000
292,MS000292,280,7,Willow MachineState 292,MS000292,1,410.0400,1,1,2026-08-24T00:00:00.000
293,MS000293,171,6,Liberty MachineState 293,MS000293,1,411.4100,1,1,2026-08-24T00:00:00.000
294,MS000294,49,8,Orion MachineState 294,MS000294,1,412.7800,1,1,2026-08-24T00:00:00.000
295,MS000295,340,5,Quartz MachineState 295,MS000295,0,414.1500,1,1,2026-08-24T00:00:00.000
296,MS000296,191,10,Beacon MachineState 296,MS000296,1,415.5200,1,1,2026-08-24T00:00:00.000
297,MS000297,263,2,Summit MachineState 297,MS000297,1,416.8900,1,1,2026-08-24T00:00:00.000
298,MS000298,233,6,Willow MachineState 298,MS000298,1,418.2600,1,1,2026-08-24T00:00:00.000
299,MS000299,373,12,Keystone MachineState 299,MS000299,1,419.6300,1,1,2026-08-24T00:00:00.000
300,MS000300,293,4,Ion MachineState 300,MS000300,0,421.0000,1,1,2026-08-24T00:00:00.000
301,MS000301,44,6,Titan MachineState 301,MS000301,1,422.3700,1,1,2026-08-24T00:00:00.000
302,MS000302,46,10,Willow MachineState 302,MS000302,1,423.7400,1,1,2026-08-24T00:00:00.000
303,MS000303,42,12,Unity MachineState 303,MS000303,1,425.1100,1,1,2026-08-24T00:00:00.000
304,MS000304,478,12,Meridian MachineState 304,MS000304,1,426.4800,1,1,2026-08-24T00:00:00.000
305,MS000305,67,6,Harbor MachineState 305,MS000305,0,427.8500,1,1,2026-08-24T00:00:00.000
306,MS000306,488,1,Riverton MachineState 306,MS000306,1,429.2200,1,1,2026-08-24T00:00:00.000
307,MS000307,333,6,Orion MachineState 307,MS000307,1,430.5900,1,1,2026-08-24T00:00:00.000
308,MS000308,386,1,Titan MachineState 308,MS000308,1,431.9600,1,1,2026-08-24T00:00:00.000
309,MS000309,289,12,Evergreen MachineState 309,MS000309,1,433.3300,1,1,2026-08-24T00:00:00.000
310,MS000310,346,6,Beacon MachineState 310,MS000310,0,434.7000,1,1,2026-08-24T00:00:00.000
311,MS000311,266,2,Northstar MachineState 311,MS000311,1,436.0700,1,1,2026-08-24T00:00:00.000
312,MS000312,41,1,Pioneer MachineState 312,MS000312,1,437.4400,1,1,2026-08-24T00:00:00.000
313,MS000313,182,5,Atlas MachineState 313,MS000313,1,438.8100,1,1,2026-08-24T00:00:00.000
314,MS000314,433,12,Unity MachineState 314,MS000314,1,440.1800,1,1,2026-08-24T00:00:00.000
315,MS000315,167,6,Pioneer MachineState 315,MS000315,0,441.5500,1,1,2026-08-24T00:00:00.000
316,MS000316,106,2,Meridian MachineState 316,MS000316,1,442.9200,1,1,2026-08-24T00:00:00.000
317,MS000317,267,7,Meridian MachineState 317,MS000317,1,444.2900,1,1,2026-08-24T00:00:00.000
318,MS000318,250,1,Junction MachineState 318,MS000318,1,445.6600,1,1,2026-08-24T00:00:00.000
319,MS000319,495,12,Beacon MachineState 319,MS000319,1,447.0300,1,1,2026-08-24T00:00:00.000
320,MS000320,139,4,Evergreen MachineState 320,MS000320,0,448.4000,1,1,2026-08-24T00:00:00.000
321,MS000321,378,7,Junction MachineState 321,MS000321,1,449.7700,1,1,2026-08-24T00:00:00.000
322,MS000322,319,4,Titan MachineState 322,MS000322,1,451.1400,1,1,2026-08-24T00:00:00.000
323,MS000323,497,3,Riverton MachineState 323,MS000323,1,452.5100,1,1,2026-08-24T00:00:00.000
324,MS000324,47,12,Orion MachineState 324,MS000324,1,453.8800,1,1,2026-08-24T00:00:00.000
325,MS000325,61,10,Willow MachineState 325,MS000325,0,455.2500,1,1,2026-08-24T00:00:00.000
326,MS000326,379,1,Keystone MachineState 326,MS000326,1,456.6200,1,1,2026-08-24T00:00:00.000
327,MS000327,324,6,Atlas MachineState 327,MS000327,1,457.9900,1,1,2026-08-24T00:00:00.000
328,MS000328,223,6,Evergreen MachineState 328,MS000328,1,459.3600,1,1,2026-08-24T00:00:00.000
329,MS000329,484,9,Pioneer MachineState 329,MS000329,1,460.7300,1,1,2026-08-24T00:00:00.000
330,MS000330,276,1,Atlas MachineState 330,MS000330,0,462.1000,1,1,2026-08-24T00:00:00.000
331,MS000331,85,7,Pioneer MachineState 331,MS000331,1,463.4700,1,1,2026-08-24T00:00:00.000
332,MS000332,409,5,Liberty MachineState 332,MS000332,1,464.8400,1,1,2026-08-24T00:00:00.000
333,MS000333,470,2,Pioneer MachineState 333,MS000333,1,466.2100,1,1,2026-08-24T00:00:00.000
334,MS000334,438,3,Ion MachineState 334,MS000334,1,467.5800,1,1,2026-08-24T00:00:00.000
335,MS000335,44,3,Cedar MachineState 335,MS000335,0,468.9500,1,1,2026-08-24T00:00:00.000
336,MS000336,357,8,Ion MachineState 336,MS000336,1,470.3200,1,1,2026-08-24T00:00:00.000
337,MS000337,238,11,Titan MachineState 337,MS000337,1,471.6900,1,1,2026-08-24T00:00:00.000
338,MS000338,126,12,Orion MachineState 338,MS000338,1,473.0600,1,1,2026-08-24T00:00:00.000
339,MS000339,39,4,Junction MachineState 339,MS000339,1,474.4300,1,1,2026-08-24T00:00:00.000
340,MS000340,377,9,Titan MachineState 340,MS000340,0,475.8000,1,1,2026-08-24T00:00:00.000
341,MS000341,285,4,Meridian MachineState 341,MS000341,1,477.1700,1,1,2026-08-24T00:00:00.000
342,MS000342,14,9,Summit MachineState 342,MS000342,1,478.5400,1,1,2026-08-24T00:00:00.000
343,MS000343,1,8,Quartz MachineState 343,MS000343,1,479.9100,1,1,2026-08-24T00:00:00.000
344,MS000344,7,3,Riverton MachineState 344,MS000344,1,481.2800,1,1,2026-08-24T00:00:00.000
345,MS000345,10,8,Quartz MachineState 345,MS000345,0,482.6500,1,1,2026-08-24T00:00:00.000
346,MS000346,482,2,Meridian MachineState 346,MS000346,1,484.0200,1,1,2026-08-24T00:00:00.000
347,MS000347,283,8,Keystone MachineState 347,MS000347,1,485.3900,1,1,2026-08-24T00:00:00.000
348,MS000348,170,12,Quartz MachineState 348,MS000348,1,486.7600,1,1,2026-08-24T00:00:00.000
349,MS000349,2,3,Willow MachineState 349,MS000349,1,488.1300,1,1,2026-08-24T00:00:00.000
350,MS000350,15,8,Summit MachineState 350,MS000350,0,489.5000,1,1,2026-08-24T00:00:00.000
351,MS000351,469,10,Granite MachineState 351,MS000351,1,490.8700,1,1,2026-08-24T00:00:00.000
352,MS000352,10,10,Orion MachineState 352,MS000352,1,492.2400,1,1,2026-08-24T00:00:00.000
353,MS000353,364,5,Summit MachineState 353,MS000353,1,493.6100,1,1,2026-08-24T00:00:00.000
354,MS000354,449,8,Liberty MachineState 354,MS000354,1,494.9800,1,1,2026-08-24T00:00:00.000
355,MS000355,418,8,Northstar MachineState 355,MS000355,0,496.3500,1,1,2026-08-24T00:00:00.000
356,MS000356,43,9,Titan MachineState 356,MS000356,1,497.7200,1,1,2026-08-24T00:00:00.000
357,MS000357,297,8,Liberty MachineState 357,MS000357,1,499.0900,1,1,2026-08-24T00:00:00.000
358,MS000358,200,10,Vertex MachineState 358,MS000358,1,500.4600,1,1,2026-08-24T00:00:00.000
359,MS000359,431,4,Riverton MachineState 359,MS000359,1,501.8300,1,1,2026-08-24T00:00:00.000
360,MS000360,37,1,Quartz MachineState 360,MS000360,0,503.2000,1,1,2026-08-24T00:00:00.000
361,MS000361,140,9,Quartz MachineState 361,MS000361,1,504.5700,1,1,2026-08-24T00:00:00.000
362,MS000362,134,12,Orion MachineState 362,MS000362,1,505.9400,1,1,2026-08-24T00:00:00.000
363,MS000363,321,6,Atlas MachineState 363,MS000363,1,507.3100,1,1,2026-08-24T00:00:00.000
364,MS000364,104,2,Northstar MachineState 364,MS000364,1,508.6800,1,1,2026-08-24T00:00:00.000
365,MS000365,210,12,Atlas MachineState 365,MS000365,0,510.0500,1,1,2026-08-24T00:00:00.000
366,MS000366,77,9,Keystone MachineState 366,MS000366,1,511.4200,1,1,2026-08-24T00:00:00.000
367,MS000367,167,10,Meridian MachineState 367,MS000367,1,512.7900,1,1,2026-08-24T00:00:00.000
368,MS000368,363,7,Beacon MachineState 368,MS000368,1,514.1600,1,1,2026-08-24T00:00:00.000
369,MS000369,117,6,Willow MachineState 369,MS000369,1,515.5300,1,1,2026-08-24T00:00:00.000
370,MS000370,460,6,Cedar MachineState 370,MS000370,0,516.9000,1,1,2026-08-24T00:00:00.000
371,MS000371,151,8,Zenith MachineState 371,MS000371,1,518.2700,1,1,2026-08-24T00:00:00.000
372,MS000372,377,4,Ion MachineState 372,MS000372,1,519.6400,1,1,2026-08-24T00:00:00.000
373,MS000373,27,10,Titan MachineState 373,MS000373,1,521.0100,1,1,2026-08-24T00:00:00.000
374,MS000374,192,12,Delta MachineState 374,MS000374,1,522.3800,1,1,2026-08-24T00:00:00.000
375,MS000375,183,8,Summit MachineState 375,MS000375,0,523.7500,1,1,2026-08-24T00:00:00.000
376,MS000376,15,4,Harbor MachineState 376,MS000376,1,525.1200,1,1,2026-08-24T00:00:00.000
377,MS000377,252,9,Summit MachineState 377,MS000377,1,526.4900,1,1,2026-08-24T00:00:00.000
378,MS000378,409,7,Liberty MachineState 378,MS000378,1,527.8600,1,1,2026-08-24T00:00:00.000
379,MS000379,412,2,Unity MachineState 379,MS000379,1,529.2300,1,1,2026-08-24T00:00:00.000
380,MS000380,90,8,Pioneer MachineState 380,MS000380,0,530.6000,1,1,2026-08-24T00:00:00.000
381,MS000381,264,12,Atlas MachineState 381,MS000381,1,531.9700,1,1,2026-08-24T00:00:00.000
382,MS000382,419,6,Pioneer MachineState 382,MS000382,1,533.3400,1,1,2026-08-24T00:00:00.000
383,MS000383,394,11,Riverton MachineState 383,MS000383,1,534.7100,1,1,2026-08-24T00:00:00.000
384,MS000384,88,6,Summit MachineState 384,MS000384,1,536.0800,1,1,2026-08-24T00:00:00.000
385,MS000385,89,10,Ion MachineState 385,MS000385,0,537.4500,1,1,2026-08-24T00:00:00.000
386,MS000386,477,3,Beacon MachineState 386,MS000386,1,538.8200,1,1,2026-08-24T00:00:00.000
387,MS000387,187,9,Titan MachineState 387,MS000387,1,540.1900,1,1,2026-08-24T00:00:00.000
388,MS000388,253,6,Cedar MachineState 388,MS000388,1,541.5600,1,1,2026-08-24T00:00:00.000
389,MS000389,472,2,Orion MachineState 389,MS000389,1,542.9300,1,1,2026-08-24T00:00:00.000
390,MS000390,314,5,Granite MachineState 390,MS000390,0,544.3000,1,1,2026-08-24T00:00:00.000
391,MS000391,443,9,Northstar MachineState 391,MS000391,1,545.6700,1,1,2026-08-24T00:00:00.000
392,MS000392,235,4,Evergreen MachineState 392,MS000392,1,547.0400,1,1,2026-08-24T00:00:00.000
393,MS000393,297,2,Northstar MachineState 393,MS000393,1,548.4100,1,1,2026-08-24T00:00:00.000
394,MS000394,179,3,Evergreen MachineState 394,MS000394,1,549.7800,1,1,2026-08-24T00:00:00.000
395,MS000395,122,10,Atlas MachineState 395,MS000395,0,551.1500,1,1,2026-08-24T00:00:00.000
396,MS000396,251,6,Delta MachineState 396,MS000396,1,552.5200,1,1,2026-08-24T00:00:00.000
397,MS000397,177,8,Junction MachineState 397,MS000397,1,553.8900,1,1,2026-08-24T00:00:00.000
398,MS000398,213,1,Forge MachineState 398,MS000398,1,555.2600,1,1,2026-08-24T00:00:00.000
399,MS000399,78,6,Summit MachineState 399,MS000399,1,556.6300,1,1,2026-08-24T00:00:00.000
400,MS000400,479,5,Riverton MachineState 400,MS000400,0,558.0000,1,1,2026-08-24T00:00:00.000
401,MS000401,254,4,Cedar MachineState 401,MS000401,1,559.3700,1,1,2026-08-24T00:00:00.000
402,MS000402,405,4,Willow MachineState 402,MS000402,1,560.7400,1,1,2026-08-24T00:00:00.000
403,MS000403,474,10,Atlas MachineState 403,MS000403,1,562.1100,1,1,2026-08-24T00:00:00.000
404,MS000404,284,12,Riverton MachineState 404,MS000404,1,563.4800,1,1,2026-08-24T00:00:00.000
405,MS000405,367,3,Willow MachineState 405,MS000405,0,564.8500,1,1,2026-08-24T00:00:00.000
406,MS000406,81,2,Riverton MachineState 406,MS000406,1,566.2200,1,1,2026-08-24T00:00:00.000
407,MS000407,390,1,Beacon MachineState 407,MS000407,1,567.5900,1,1,2026-08-24T00:00:00.000
408,MS000408,94,2,Forge MachineState 408,MS000408,1,568.9600,1,1,2026-08-24T00:00:00.000
409,MS000409,52,7,Ion MachineState 409,MS000409,1,570.3300,1,1,2026-08-24T00:00:00.000
410,MS000410,213,9,Harbor MachineState 410,MS000410,0,571.7000,1,1,2026-08-24T00:00:00.000
411,MS000411,205,1,Keystone MachineState 411,MS000411,1,573.0700,1,1,2026-08-24T00:00:00.000
412,MS000412,281,12,Titan MachineState 412,MS000412,1,574.4400,1,1,2026-08-24T00:00:00.000
413,MS000413,119,2,Delta MachineState 413,MS000413,1,575.8100,1,1,2026-08-24T00:00:00.000
414,MS000414,496,9,Riverton MachineState 414,MS000414,1,577.1800,1,1,2026-08-24T00:00:00.000
415,MS000415,64,1,Unity MachineState 415,MS000415,0,578.5500,1,1,2026-08-24T00:00:00.000
416,MS000416,186,3,Quartz MachineState 416,MS000416,1,579.9200,1,1,2026-08-24T00:00:00.000
417,MS000417,315,8,Northstar MachineState 417,MS000417,1,581.2900,1,1,2026-08-24T00:00:00.000
418,MS000418,388,3,Vertex MachineState 418,MS000418,1,582.6600,1,1,2026-08-24T00:00:00.000
419,MS000419,81,5,Liberty MachineState 419,MS000419,1,584.0300,1,1,2026-08-24T00:00:00.000
420,MS000420,204,4,Atlas MachineState 420,MS000420,0,585.4000,1,1,2026-08-24T00:00:00.000
421,MS000421,271,7,Unity MachineState 421,MS000421,1,586.7700,1,1,2026-08-24T00:00:00.000
422,MS000422,121,1,Liberty MachineState 422,MS000422,1,588.1400,1,1,2026-08-24T00:00:00.000
423,MS000423,292,9,Delta MachineState 423,MS000423,1,589.5100,1,1,2026-08-24T00:00:00.000
424,MS000424,322,10,Beacon MachineState 424,MS000424,1,590.8800,1,1,2026-08-24T00:00:00.000
425,MS000425,423,4,Ion MachineState 425,MS000425,0,592.2500,1,1,2026-08-24T00:00:00.000
426,MS000426,357,2,Quartz MachineState 426,MS000426,1,593.6200,1,1,2026-08-24T00:00:00.000
427,MS000427,472,2,Quartz MachineState 427,MS000427,1,594.9900,1,1,2026-08-24T00:00:00.000
428,MS000428,108,9,Orion MachineState 428,MS000428,1,596.3600,1,1,2026-08-24T00:00:00.000
429,MS000429,138,4,Northstar MachineState 429,MS000429,1,597.7300,1,1,2026-08-24T00:00:00.000
430,MS000430,249,10,Vertex MachineState 430,MS000430,0,599.1000,1,1,2026-08-24T00:00:00.000
431,MS000431,287,11,Titan MachineState 431,MS000431,1,600.4700,1,1,2026-08-24T00:00:00.000
432,MS000432,130,6,Northstar MachineState 432,MS000432,1,601.8400,1,1,2026-08-24T00:00:00.000
433,MS000433,277,1,Titan MachineState 433,MS000433,1,603.2100,1,1,2026-08-24T00:00:00.000
434,MS000434,466,5,Willow MachineState 434,MS000434,1,604.5800,1,1,2026-08-24T00:00:00.000
435,MS000435,341,4,Harbor MachineState 435,MS000435,0,605.9500,1,1,2026-08-24T00:00:00.000
436,MS000436,179,4,Northstar MachineState 436,MS000436,1,607.3200,1,1,2026-08-24T00:00:00.000
437,MS000437,101,5,Cedar MachineState 437,MS000437,1,608.6900,1,1,2026-08-24T00:00:00.000
438,MS000438,259,11,Forge MachineState 438,MS000438,1,610.0600,1,1,2026-08-24T00:00:00.000
439,MS000439,357,1,Quartz MachineState 439,MS000439,1,611.4300,1,1,2026-08-24T00:00:00.000
440,MS000440,226,12,Orion MachineState 440,MS000440,0,612.8000,1,1,2026-08-24T00:00:00.000
441,MS000441,103,10,Beacon MachineState 441,MS000441,1,614.1700,1,1,2026-08-24T00:00:00.000
442,MS000442,136,12,Orion MachineState 442,MS000442,1,615.5400,1,1,2026-08-24T00:00:00.000
443,MS000443,421,11,Quartz MachineState 443,MS000443,1,616.9100,1,1,2026-08-24T00:00:00.000
444,MS000444,76,2,Forge MachineState 444,MS000444,1,618.2800,1,1,2026-08-24T00:00:00.000
445,MS000445,206,5,Unity MachineState 445,MS000445,0,619.6500,1,1,2026-08-24T00:00:00.000
446,MS000446,9,9,Riverton MachineState 446,MS000446,1,621.0200,1,1,2026-08-24T00:00:00.000
447,MS000447,143,1,Keystone MachineState 447,MS000447,1,622.3900,1,1,2026-08-24T00:00:00.000
448,MS000448,246,11,Pioneer MachineState 448,MS000448,1,623.7600,1,1,2026-08-24T00:00:00.000
449,MS000449,406,6,Delta MachineState 449,MS000449,1,625.1300,1,1,2026-08-24T00:00:00.000
450,MS000450,203,3,Ion MachineState 450,MS000450,0,626.5000,1,1,2026-08-24T00:00:00.000
451,MS000451,338,5,Pioneer MachineState 451,MS000451,1,627.8700,1,1,2026-08-24T00:00:00.000
452,MS000452,448,10,Quartz MachineState 452,MS000452,1,629.2400,1,1,2026-08-24T00:00:00.000
453,MS000453,17,2,Ion MachineState 453,MS000453,1,630.6100,1,1,2026-08-24T00:00:00.000
454,MS000454,20,12,Northstar MachineState 454,MS000454,1,631.9800,1,1,2026-08-24T00:00:00.000
455,MS000455,96,5,Quartz MachineState 455,MS000455,0,633.3500,1,1,2026-08-24T00:00:00.000
456,MS000456,83,8,Keystone MachineState 456,MS000456,1,634.7200,1,1,2026-08-24T00:00:00.000
457,MS000457,385,7,Keystone MachineState 457,MS000457,1,636.0900,1,1,2026-08-24T00:00:00.000
458,MS000458,427,1,Delta MachineState 458,MS000458,1,637.4600,1,1,2026-08-24T00:00:00.000
459,MS000459,261,7,Vertex MachineState 459,MS000459,1,638.8300,1,1,2026-08-24T00:00:00.000
460,MS000460,262,3,Delta MachineState 460,MS000460,0,640.2000,1,1,2026-08-24T00:00:00.000
461,MS000461,389,12,Zenith MachineState 461,MS000461,1,641.5700,1,1,2026-08-24T00:00:00.000
462,MS000462,163,6,Forge MachineState 462,MS000462,1,642.9400,1,1,2026-08-24T00:00:00.000
463,MS000463,249,4,Junction MachineState 463,MS000463,1,644.3100,1,1,2026-08-24T00:00:00.000
464,MS000464,395,7,Harbor MachineState 464,MS000464,1,645.6800,1,1,2026-08-24T00:00:00.000
465,MS000465,410,11,Summit MachineState 465,MS000465,0,647.0500,1,1,2026-08-24T00:00:00.000
466,MS000466,293,8,Willow MachineState 466,MS000466,1,648.4200,1,1,2026-08-24T00:00:00.000
467,MS000467,410,2,Keystone MachineState 467,MS000467,1,649.7900,1,1,2026-08-24T00:00:00.000
468,MS000468,350,10,Summit MachineState 468,MS000468,1,651.1600,1,1,2026-08-24T00:00:00.000
469,MS000469,119,4,Cedar MachineState 469,MS000469,1,652.5300,1,1,2026-08-24T00:00:00.000
470,MS000470,59,12,Unity MachineState 470,MS000470,0,653.9000,1,1,2026-08-24T00:00:00.000
471,MS000471,57,7,Forge MachineState 471,MS000471,1,655.2700,1,1,2026-08-24T00:00:00.000
472,MS000472,376,6,Junction MachineState 472,MS000472,1,656.6400,1,1,2026-08-24T00:00:00.000
473,MS000473,461,7,Zenith MachineState 473,MS000473,1,658.0100,1,1,2026-08-24T00:00:00.000
474,MS000474,49,5,Cedar MachineState 474,MS000474,1,659.3800,1,1,2026-08-24T00:00:00.000
475,MS000475,333,7,Orion MachineState 475,MS000475,0,660.7500,1,1,2026-08-24T00:00:00.000
476,MS000476,499,4,Harbor MachineState 476,MS000476,1,662.1200,1,1,2026-08-24T00:00:00.000
477,MS000477,302,9,Cedar MachineState 477,MS000477,1,663.4900,1,1,2026-08-24T00:00:00.000
478,MS000478,216,9,Meridian MachineState 478,MS000478,1,664.8600,1,1,2026-08-24T00:00:00.000
479,MS000479,413,7,Keystone MachineState 479,MS000479,1,666.2300,1,1,2026-08-24T00:00:00.000
480,MS000480,128,1,Meridian MachineState 480,MS000480,0,667.6000,1,1,2026-08-24T00:00:00.000
481,MS000481,21,9,Unity MachineState 481,MS000481,1,668.9700,1,1,2026-08-24T00:00:00.000
482,MS000482,450,9,Junction MachineState 482,MS000482,1,670.3400,1,1,2026-08-24T00:00:00.000
483,MS000483,430,6,Titan MachineState 483,MS000483,1,671.7100,1,1,2026-08-24T00:00:00.000
484,MS000484,290,12,Junction MachineState 484,MS000484,1,673.0800,1,1,2026-08-24T00:00:00.000
485,MS000485,326,1,Meridian MachineState 485,MS000485,0,674.4500,1,1,2026-08-24T00:00:00.000
486,MS000486,242,2,Ion MachineState 486,MS000486,1,675.8200,1,1,2026-08-24T00:00:00.000
487,MS000487,256,6,Junction MachineState 487,MS000487,1,677.1900,1,1,2026-08-24T00:00:00.000
488,MS000488,238,7,Zenith MachineState 488,MS000488,1,678.5600,1,1,2026-08-24T00:00:00.000
489,MS000489,318,8,Harbor MachineState 489,MS000489,1,679.9300,1,1,2026-08-24T00:00:00.000
490,MS000490,421,8,Atlas MachineState 490,MS000490,0,681.3000,1,1,2026-08-24T00:00:00.000
491,MS000491,119,11,Zenith MachineState 491,MS000491,1,682.6700,1,1,2026-08-24T00:00:00.000
492,MS000492,271,2,Northstar MachineState 492,MS000492,1,684.0400,1,1,2026-08-24T00:00:00.000
493,MS000493,93,5,Forge MachineState 493,MS000493,1,685.4100,1,1,2026-08-24T00:00:00.000
494,MS000494,60,11,Ion MachineState 494,MS000494,1,686.7800,1,1,2026-08-24T00:00:00.000
495,MS000495,107,8,Riverton MachineState 495,MS000495,0,688.1500,1,1,2026-08-24T00:00:00.000
496,MS000496,256,11,Evergreen MachineState 496,MS000496,1,689.5200,1,1,2026-08-24T00:00:00.000
497,MS000497,127,6,Forge MachineState 497,MS000497,1,690.8900,1,1,2026-08-24T00:00:00.000
498,MS000498,467,6,Ion MachineState 498,MS000498,1,692.2600,1,1,2026-08-24T00:00:00.000
499,MS000499,453,12,Northstar MachineState 499,MS000499,1,693.6300,1,1,2026-08-24T00:00:00.000
500,MS000500,359,4,Granite MachineState 500,MS000500,0,695.0000,1,1,2026-08-24T00:00:00.000
