EnergyUtilityAccountKey,UtilityAccountNumber,PlantKey,UtilityProviderSupplierKey,CostCenterKey,EnergyUtilityAccountStatusKey,CurrencyKey,UtilityAccountName,BillingCycleCode,IsInternalAccount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
99,EUA000099,208,455,402,5,5,Zenith EnergyUtilityAccount 99,EUA000099,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c0cb674d5af59c7b145667cd89cecee3c0cb674d5af59c7b145667cd89cecee
100,EUA000100,270,355,298,5,2,Forge EnergyUtilityAccount 100,EUA000100,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6427ef903154f8aa516beb678d2a23eb6427ef903154f8aa516beb678d2a23
101,EUA000101,195,500,418,1,2,Liberty EnergyUtilityAccount 101,EUA000101,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c30dbe4195765fc7b8ec180a8df1d75bc30dbe4195765fc7b8ec180a8df1d75b
102,EUA000102,168,-1,-1,6,3,Granite EnergyUtilityAccount 102,EUA000102,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,875cd4dfe8dd59e0bd84f959da7e65cc875cd4dfe8dd59e0bd84f959da7e65cc
103,EUA000103,324,193,254,3,5,Ion EnergyUtilityAccount 103,EUA000103,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70b7a34d91f7574ca9a29ff53272527770b7a34d91f7574ca9a29ff532725277
104,EUA000104,17,296,48,3,4,Delta EnergyUtilityAccount 104,EUA000104,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0b7f8ee1c4a57829e68d97290c209cad0b7f8ee1c4a57829e68d97290c209ca
105,EUA000105,290,438,375,6,4,Keystone EnergyUtilityAccount 105,EUA000105,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5be2f5b119b25310b6727fe3b5e667e65be2f5b119b25310b6727fe3b5e667e6
106,EUA000106,139,261,335,2,5,Delta EnergyUtilityAccount 106,EUA000106,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,339d909c64d055f39c6f716f896ee377339d909c64d055f39c6f716f896ee377
107,EUA000107,145,396,482,4,1,Cedar EnergyUtilityAccount 107,EUA000107,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65054d515e6e5ca6967c1d8e5321acd665054d515e6e5ca6967c1d8e5321acd6
108,EUA000108,342,278,106,6,1,Granite EnergyUtilityAccount 108,EUA000108,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c26bab95ea085d268ccc7a8dffa8481bc26bab95ea085d268ccc7a8dffa8481b
109,EUA000109,32,158,278,3,3,Harbor EnergyUtilityAccount 109,EUA000109,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1015a5832d395ff78d457c19e829a1a81015a5832d395ff78d457c19e829a1a8
110,EUA000110,293,442,324,6,3,Evergreen EnergyUtilityAccount 110,EUA000110,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6830826452bf52efa9ac8f08db89ebd56830826452bf52efa9ac8f08db89ebd5
111,EUA000111,130,252,120,5,5,Quartz EnergyUtilityAccount 111,EUA000111,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,461ea67864e85d30b9fe7a55a9c33cf8461ea67864e85d30b9fe7a55a9c33cf8
112,EUA000112,281,91,7,6,3,Junction EnergyUtilityAccount 112,EUA000112,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7e9e855ae7751bfa90666c7d8da71b5f7e9e855ae7751bfa90666c7d8da71b5
113,EUA000113,25,114,482,5,3,Junction EnergyUtilityAccount 113,EUA000113,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae16d8754dd45835881055377469ebe2ae16d8754dd45835881055377469ebe2
114,EUA000114,27,110,363,6,3,Keystone EnergyUtilityAccount 114,EUA000114,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b9ec7dfa4285210938916c8aebf85443b9ec7dfa4285210938916c8aebf8544
115,EUA000115,36,257,473,3,1,Harbor EnergyUtilityAccount 115,EUA000115,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11b2e8770dd517ebcd1876312cef75aa11b2e8770dd517ebcd1876312cef75a
116,EUA000116,134,231,355,3,1,Northstar EnergyUtilityAccount 116,EUA000116,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e75619d9e0b5ff9b605e4dea2b6aeb12e75619d9e0b5ff9b605e4dea2b6aeb1
117,EUA000117,49,193,127,3,1,Evergreen EnergyUtilityAccount 117,EUA000117,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,356afcf0f741539dbd6fb431b39a6414356afcf0f741539dbd6fb431b39a6414
118,EUA000118,312,218,12,4,1,Harbor EnergyUtilityAccount 118,EUA000118,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fa1144d24ec5ba48e7a08a72c4b2e0c9fa1144d24ec5ba48e7a08a72c4b2e0c
119,EUA000119,177,-1,-1,4,2,Atlas EnergyUtilityAccount 119,EUA000119,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,408b9175c7b25325be357c7d6fddd732408b9175c7b25325be357c7d6fddd732
120,EUA000120,291,77,386,2,2,Keystone EnergyUtilityAccount 120,EUA000120,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73d79d44d583535eb337c75a8e6f3c6e73d79d44d583535eb337c75a8e6f3c6e
121,EUA000121,199,468,476,6,3,Evergreen EnergyUtilityAccount 121,EUA000121,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ed2296773f75f49b5409ed0504ab7a28ed2296773f75f49b5409ed0504ab7a2
122,EUA000122,101,97,221,3,5,Ion EnergyUtilityAccount 122,EUA000122,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84de601c3bef5d658cb69e045e87f22784de601c3bef5d658cb69e045e87f227
123,EUA000123,306,397,343,5,3,Riverton EnergyUtilityAccount 123,EUA000123,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2aa49b2982f85862aa6ae04d071ac5312aa49b2982f85862aa6ae04d071ac531
124,EUA000124,23,324,340,1,4,Quartz EnergyUtilityAccount 124,EUA000124,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c5c639a146957f0b320ce1a8fa1db4f0c5c639a146957f0b320ce1a8fa1db4f
125,EUA000125,332,92,28,1,3,Unity EnergyUtilityAccount 125,EUA000125,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06013ff2ba4d5a2dbf1cb46e8a4d819506013ff2ba4d5a2dbf1cb46e8a4d8195
126,EUA000126,63,105,15,6,3,Meridian EnergyUtilityAccount 126,EUA000126,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54281f2e8a5c58b08571f617567c145954281f2e8a5c58b08571f617567c1459
127,EUA000127,92,372,19,1,4,Junction EnergyUtilityAccount 127,EUA000127,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c27ec1ae49405172bc8e5405fde336dbc27ec1ae49405172bc8e5405fde336db
128,EUA000128,262,128,205,2,2,Evergreen EnergyUtilityAccount 128,EUA000128,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52a4f181033e5778a3331ee5219972e952a4f181033e5778a3331ee5219972e9
129,EUA000129,271,463,36,1,1,Zenith EnergyUtilityAccount 129,EUA000129,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,114757ed5af758e8a4ebd4016c1a8506114757ed5af758e8a4ebd4016c1a8506
130,EUA000130,269,378,268,3,5,Cedar EnergyUtilityAccount 130,EUA000130,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,967708ac466d5fdabfab3cb5be73811f967708ac466d5fdabfab3cb5be73811f
131,EUA000131,209,285,373,4,4,Delta EnergyUtilityAccount 131,EUA000131,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45f6b963589c53adb65dd9613f65e94a45f6b963589c53adb65dd9613f65e94a
132,EUA000132,280,258,367,4,1,Summit EnergyUtilityAccount 132,EUA000132,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cf2f0c7d3ed5af9be2cf96fffc4cc317cf2f0c7d3ed5af9be2cf96fffc4cc31
133,EUA000133,82,263,362,2,3,Willow EnergyUtilityAccount 133,EUA000133,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf4a731f3a25b179d4e9cde1d0547f4ebf4a731f3a25b179d4e9cde1d0547f4
134,EUA000134,6,411,167,6,3,Forge EnergyUtilityAccount 134,EUA000134,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8cac508520b51d58c2283b4f251cad3b8cac508520b51d58c2283b4f251cad3
135,EUA000135,112,5,187,6,1,Liberty EnergyUtilityAccount 135,EUA000135,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee19aa127ba35449a8534bccba377232ee19aa127ba35449a8534bccba377232
136,EUA000136,343,-1,-1,6,4,Quartz EnergyUtilityAccount 136,EUA000136,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5318a91e3c98527e8852f13386f04e645318a91e3c98527e8852f13386f04e64
137,EUA000137,287,276,391,1,1,Summit EnergyUtilityAccount 137,EUA000137,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8706fd73ec3650ffa81f9f516575c8778706fd73ec3650ffa81f9f516575c877
138,EUA000138,81,467,265,3,4,Summit EnergyUtilityAccount 138,EUA000138,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bc116a5153251bda0e4735c03840c947bc116a5153251bda0e4735c03840c94
139,EUA000139,331,200,11,5,1,Quartz EnergyUtilityAccount 139,EUA000139,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28fd8f2864eb5af5841c5d6093874ca528fd8f2864eb5af5841c5d6093874ca5
140,EUA000140,161,51,179,3,5,Atlas EnergyUtilityAccount 140,EUA000140,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4af9584d9f815e7099cf19a4f73b57a54af9584d9f815e7099cf19a4f73b57a5
141,EUA000141,133,11,138,5,2,Cedar EnergyUtilityAccount 141,EUA000141,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f096040f53245864a77316da031e0bc2f096040f53245864a77316da031e0bc2
142,EUA000142,146,27,128,6,1,Keystone EnergyUtilityAccount 142,EUA000142,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a81f10f65095bfbba765b53a2dbca559a81f10f65095bfbba765b53a2dbca55
143,EUA000143,26,117,232,5,5,Quartz EnergyUtilityAccount 143,EUA000143,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd31b8d624dd54fd8277a6e764935136cd31b8d624dd54fd8277a6e764935136
144,EUA000144,236,284,488,5,5,Quartz EnergyUtilityAccount 144,EUA000144,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96510d2351ed5d4880ed7f42541d18eb96510d2351ed5d4880ed7f42541d18eb
145,EUA000145,143,256,124,6,1,Titan EnergyUtilityAccount 145,EUA000145,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b4c9673c28f58fb83a625e7d8dbb20b5b4c9673c28f58fb83a625e7d8dbb20b
146,EUA000146,12,294,205,3,2,Summit EnergyUtilityAccount 146,EUA000146,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa7773880ab5681a86f2876790025135aa7773880ab5681a86f287679002513
147,EUA000147,119,235,398,5,5,Summit EnergyUtilityAccount 147,EUA000147,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2ea8969d2d850d894e549578eff5fa2b2ea8969d2d850d894e549578eff5fa2
148,EUA000148,272,472,59,6,3,Keystone EnergyUtilityAccount 148,EUA000148,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a005eee5a1bb54018092b01c62fbdc18a005eee5a1bb54018092b01c62fbdc18
149,EUA000149,165,451,228,6,4,Junction EnergyUtilityAccount 149,EUA000149,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e47a67ee3e55dbc8f2770793059544d1e47a67ee3e55dbc8f2770793059544d
150,EUA000150,302,3,95,4,1,Titan EnergyUtilityAccount 150,EUA000150,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77687db46bd6566086a147046ee9491577687db46bd6566086a147046ee94915
151,EUA000151,131,309,458,4,1,Northstar EnergyUtilityAccount 151,EUA000151,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3d383f9605e513d84da43750d95511ae3d383f9605e513d84da43750d95511a
152,EUA000152,4,123,467,4,5,Forge EnergyUtilityAccount 152,EUA000152,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64d7981bf15f518e8bb34c76ec5a542464d7981bf15f518e8bb34c76ec5a5424
153,EUA000153,142,-1,-1,6,1,Atlas EnergyUtilityAccount 153,EUA000153,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,628da1340469542b89c224c7199c32cb628da1340469542b89c224c7199c32cb
154,EUA000154,27,262,77,5,1,Ion EnergyUtilityAccount 154,EUA000154,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c9fb77ca7605926b89394573b93a4773c9fb77ca7605926b89394573b93a477
155,EUA000155,1,427,71,1,2,Liberty EnergyUtilityAccount 155,EUA000155,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6da8c88686257d08175a9278276e17ca6da8c88686257d08175a9278276e17c
156,EUA000156,81,464,373,3,4,Zenith EnergyUtilityAccount 156,EUA000156,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1fd21590a40584ba868987ae99e812ce1fd21590a40584ba868987ae99e812c
157,EUA000157,50,341,384,4,1,Titan EnergyUtilityAccount 157,EUA000157,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,415feea388005ef5a00ed02576a2ff8c415feea388005ef5a00ed02576a2ff8c
158,EUA000158,269,72,252,4,4,Northstar EnergyUtilityAccount 158,EUA000158,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb6d8f905a4c5c9da8ba61975c8af0b4cb6d8f905a4c5c9da8ba61975c8af0b4
159,EUA000159,225,63,253,5,4,Northstar EnergyUtilityAccount 159,EUA000159,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e30ecf2a919527fa00eb96752dec19d3e30ecf2a919527fa00eb96752dec19d
160,EUA000160,330,31,89,5,1,Northstar EnergyUtilityAccount 160,EUA000160,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39bffcb01f105741ae294f4379a0dc1539bffcb01f105741ae294f4379a0dc15
161,EUA000161,59,80,78,5,1,Evergreen EnergyUtilityAccount 161,EUA000161,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,933fba965d3c5be4a2688abdcfe3dd9e933fba965d3c5be4a2688abdcfe3dd9e
162,EUA000162,198,112,97,6,1,Vertex EnergyUtilityAccount 162,EUA000162,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf7dedb018035bd28933039c471b6df4bf7dedb018035bd28933039c471b6df4
163,EUA000163,5,395,148,5,1,Evergreen EnergyUtilityAccount 163,EUA000163,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d3b69b67c515a42a4346a0af687f7f80d3b69b67c515a42a4346a0af687f7f8
164,EUA000164,146,98,231,5,5,Ion EnergyUtilityAccount 164,EUA000164,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7320b540e3e75ee18eb5ea7f4c00f6307320b540e3e75ee18eb5ea7f4c00f630
165,EUA000165,255,227,80,5,5,Titan EnergyUtilityAccount 165,EUA000165,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91ca6727243a5f9a869b28e33ecbfefc91ca6727243a5f9a869b28e33ecbfefc
166,EUA000166,201,109,243,1,4,Summit EnergyUtilityAccount 166,EUA000166,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a8cb863d16255eeaa3863171176efd77a8cb863d16255eeaa3863171176efd7
167,EUA000167,308,191,230,2,2,Orion EnergyUtilityAccount 167,EUA000167,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4849d03b107454fc8b9ddf6ba1043f0b4849d03b107454fc8b9ddf6ba1043f0b
168,EUA000168,25,25,499,6,2,Junction EnergyUtilityAccount 168,EUA000168,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc3120a5d7f5edeb12f2cfb575a94a73cc3120a5d7f5edeb12f2cfb575a94a7
169,EUA000169,159,343,60,2,3,Evergreen EnergyUtilityAccount 169,EUA000169,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cee24dafc555d409aeadc64f089e3387cee24dafc555d409aeadc64f089e338
170,EUA000170,163,-1,-1,2,3,Granite EnergyUtilityAccount 170,EUA000170,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69fd5b69039e5f4f82a4dd84d3da40f469fd5b69039e5f4f82a4dd84d3da40f4
171,EUA000171,213,263,65,2,3,Willow EnergyUtilityAccount 171,EUA000171,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3664399697f55a8eb8564270042603d43664399697f55a8eb8564270042603d4
172,EUA000172,97,104,43,4,4,Orion EnergyUtilityAccount 172,EUA000172,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52a4ea49b0275a0c9c58b975f500602052a4ea49b0275a0c9c58b975f5006020
173,EUA000173,238,137,228,5,5,Granite EnergyUtilityAccount 173,EUA000173,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f07f51c8e0d35e33a8d83a334ff02721f07f51c8e0d35e33a8d83a334ff02721
174,EUA000174,262,213,87,2,3,Forge EnergyUtilityAccount 174,EUA000174,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,788c5efab9b95d488a0a24dcfccdf0a4788c5efab9b95d488a0a24dcfccdf0a4
175,EUA000175,182,154,133,3,2,Summit EnergyUtilityAccount 175,EUA000175,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d5eae2a810a53b7ab444663fd9e27568d5eae2a810a53b7ab444663fd9e2756
176,EUA000176,55,485,413,5,3,Summit EnergyUtilityAccount 176,EUA000176,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e988393911e5d9fa8a65f13033a81630e988393911e5d9fa8a65f13033a8163
177,EUA000177,116,386,285,3,3,Granite EnergyUtilityAccount 177,EUA000177,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87cb8ec9ec5957ab849a377afe3eb0a087cb8ec9ec5957ab849a377afe3eb0a0
178,EUA000178,196,1,368,2,4,Harbor EnergyUtilityAccount 178,EUA000178,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24220c8fd8d95186817a0d63539f113724220c8fd8d95186817a0d63539f1137
179,EUA000179,311,450,385,2,3,Harbor EnergyUtilityAccount 179,EUA000179,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c11ba488adbd5eb7a5f18af10e7b2ee9c11ba488adbd5eb7a5f18af10e7b2ee9
180,EUA000180,122,77,254,1,1,Cedar EnergyUtilityAccount 180,EUA000180,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,507c49b4b76453abb5a49a0bc0a35f31507c49b4b76453abb5a49a0bc0a35f31
181,EUA000181,274,316,387,5,1,Keystone EnergyUtilityAccount 181,EUA000181,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ece045f7f03a5c4d922cb09b34c95217ece045f7f03a5c4d922cb09b34c95217
182,EUA000182,242,293,2,2,2,Meridian EnergyUtilityAccount 182,EUA000182,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b36bb8eb465551d08845e6da06fbe198b36bb8eb465551d08845e6da06fbe198
183,EUA000183,152,308,170,4,1,Zenith EnergyUtilityAccount 183,EUA000183,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eccc7a81b3c5d759b2d354200482b0c5eccc7a81b3c5d759b2d354200482b0c
184,EUA000184,343,442,470,3,5,Liberty EnergyUtilityAccount 184,EUA000184,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0a1f86762d0587aa0d09f3a582f4327b0a1f86762d0587aa0d09f3a582f4327
185,EUA000185,292,192,164,3,5,Meridian EnergyUtilityAccount 185,EUA000185,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d2585f6c93f511d9d3d5094dcc7b2ed9d2585f6c93f511d9d3d5094dcc7b2ed
186,EUA000186,309,499,182,6,5,Atlas EnergyUtilityAccount 186,EUA000186,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdb08c44e7ea51d5aa332435854787e0cdb08c44e7ea51d5aa332435854787e0
187,EUA000187,294,-1,-1,3,3,Summit EnergyUtilityAccount 187,EUA000187,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,448129c8a5f55c2794c76e16d50aa739448129c8a5f55c2794c76e16d50aa739
188,EUA000188,345,53,341,4,2,Forge EnergyUtilityAccount 188,EUA000188,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37e0d577c01d523da6097baa88ea2dae37e0d577c01d523da6097baa88ea2dae
189,EUA000189,98,130,49,2,5,Riverton EnergyUtilityAccount 189,EUA000189,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a836e571b8b5123980c65bc87bf86773a836e571b8b5123980c65bc87bf8677
190,EUA000190,337,297,330,2,3,Northstar EnergyUtilityAccount 190,EUA000190,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d258bb2ee095c778a81d981b156db426d258bb2ee095c778a81d981b156db42
191,EUA000191,193,461,495,2,3,Atlas EnergyUtilityAccount 191,EUA000191,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ece0055e7c650ae87b96bbf5dc878f47ece0055e7c650ae87b96bbf5dc878f4
192,EUA000192,47,379,391,1,5,Liberty EnergyUtilityAccount 192,EUA000192,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d22195c0d201500ebd1532b0648c01f2d22195c0d201500ebd1532b0648c01f2
193,EUA000193,333,26,284,3,3,Quartz EnergyUtilityAccount 193,EUA000193,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122ecfcdccab5da79b7b9fe3cac4cdae122ecfcdccab5da79b7b9fe3cac4cdae
194,EUA000194,296,469,296,2,2,Zenith EnergyUtilityAccount 194,EUA000194,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,284839a6a6c6579e847b955c0f36afa6284839a6a6c6579e847b955c0f36afa6
195,EUA000195,196,310,417,2,4,Pioneer EnergyUtilityAccount 195,EUA000195,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,826c1d82451f5060ac1716824eca01e7826c1d82451f5060ac1716824eca01e7
196,EUA000196,237,91,326,4,5,Unity EnergyUtilityAccount 196,EUA000196,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2daf8c00fcba574a81b2ddb3096732932daf8c00fcba574a81b2ddb309673293
197,EUA000197,109,108,432,5,2,Harbor EnergyUtilityAccount 197,EUA000197,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d983380154540ba4d2a406cedbef2992d983380154540ba4d2a406cedbef29
198,EUA000198,197,5,420,2,2,Willow EnergyUtilityAccount 198,EUA000198,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffb57105442d50b0b1a08d2390d24207ffb57105442d50b0b1a08d2390d24207
