EnergyMeterPointKey,MeterPointNumber,PlantKey,SiteKey,EnergyMeterPointClassKey,EnergySubmeterZoneKey,EnergySourceKey,UnitOfMeasureKey,MeterPointName,MeterSerialNumber,MultiplierValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
96,EMP000096,117,423,281,327,1,4,Granite EnergyMeterPoint 96,EMP000096,141.520000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc752f2f65ef546da0476780b45ff9b1fc752f2f65ef546da0476780b45ff9b1
97,EMP000097,163,412,285,76,10,5,Unity EnergyMeterPoint 97,EMP000097,142.890000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c63b3c01901f58979b95dde54754ebe5c63b3c01901f58979b95dde54754ebe5
98,EMP000098,62,15,67,318,1,5,Ion EnergyMeterPoint 98,EMP000098,144.260000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d8e299090c255dea26b83d6b2d347cc3d8e299090c255dea26b83d6b2d347cc
99,EMP000099,217,260,257,192,15,7,Pioneer EnergyMeterPoint 99,EMP000099,145.630000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfcd967855665e6ab822e17fdf4c5d12cfcd967855665e6ab822e17fdf4c5d12
100,EMP000100,222,415,167,234,8,4,Granite EnergyMeterPoint 100,EMP000100,147.000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9ab4e6d1e855d77aa920930281841f3f9ab4e6d1e855d77aa920930281841f3
101,EMP000101,192,9,81,263,2,7,Summit EnergyMeterPoint 101,EMP000101,148.370000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f668b580a3a50dc99f9b7d06b94a63b4f668b580a3a50dc99f9b7d06b94a63b
102,EMP000102,317,-1,88,467,3,5,Evergreen EnergyMeterPoint 102,EMP000102,149.740000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e262d7ee70cc5ef1bc8ea93f9dfd3106e262d7ee70cc5ef1bc8ea93f9dfd3106
103,EMP000103,345,336,284,49,12,1,Harbor EnergyMeterPoint 103,EMP000103,151.110000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f03f0b929be25d9b9924ba6d3691fee9f03f0b929be25d9b9924ba6d3691fee9
104,EMP000104,114,214,114,385,2,5,Junction EnergyMeterPoint 104,EMP000104,152.480000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,109c174b839251f78ff5422ea866348d109c174b839251f78ff5422ea866348d
105,EMP000105,223,432,30,433,5,5,Vertex EnergyMeterPoint 105,EMP000105,153.850000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a818d3ffb9b545ea83ad6a94880811e5a818d3ffb9b545ea83ad6a94880811e
106,EMP000106,99,198,192,177,7,4,Ion EnergyMeterPoint 106,EMP000106,155.220000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,576c99b6cb3c5bc7960fea82aa8b0ece576c99b6cb3c5bc7960fea82aa8b0ece
107,EMP000107,151,36,207,94,7,6,Liberty EnergyMeterPoint 107,EMP000107,156.590000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4eb6150b8835ad5ba969efb1e33e626a4eb6150b8835ad5ba969efb1e33e626
108,EMP000108,157,19,173,103,2,4,Meridian EnergyMeterPoint 108,EMP000108,157.960000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23ca6e2fa5565fbd88b210eb89e1190523ca6e2fa5565fbd88b210eb89e11905
109,EMP000109,58,492,264,40,7,7,Cedar EnergyMeterPoint 109,EMP000109,159.330000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca7f13831ce5f1bb48afb7ad4261dc20ca7f13831ce5f1bb48afb7ad4261dc2
110,EMP000110,93,465,147,212,8,5,Willow EnergyMeterPoint 110,EMP000110,160.700000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f171fd101a1c506fa72005eda17c02b5f171fd101a1c506fa72005eda17c02b5
111,EMP000111,134,241,425,153,14,7,Riverton EnergyMeterPoint 111,EMP000111,162.070000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c21fbab71bbc5e91a77fa2be83c92c1ec21fbab71bbc5e91a77fa2be83c92c1e
112,EMP000112,20,387,229,195,5,3,Ion EnergyMeterPoint 112,EMP000112,163.440000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7af9bef2168b5a5ea8f71989a421488d7af9bef2168b5a5ea8f71989a421488d
113,EMP000113,213,495,146,428,3,5,Summit EnergyMeterPoint 113,EMP000113,164.810000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d36d145c95945f068173e67fd2561ac0d36d145c95945f068173e67fd2561ac0
114,EMP000114,293,403,466,184,8,6,Orion EnergyMeterPoint 114,EMP000114,166.180000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88a621c9f31752e590746ada3dfddfae88a621c9f31752e590746ada3dfddfae
115,EMP000115,206,319,87,173,3,4,Cedar EnergyMeterPoint 115,EMP000115,167.550000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04dd1f5024ac5f259bd369ad452f575904dd1f5024ac5f259bd369ad452f5759
116,EMP000116,191,409,277,296,12,1,Orion EnergyMeterPoint 116,EMP000116,168.920000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ac2c0dc662352138bee8ecee3f59dc69ac2c0dc662352138bee8ecee3f59dc6
117,EMP000117,267,73,422,22,3,7,Cedar EnergyMeterPoint 117,EMP000117,170.290000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,796684c0c36757faa222683a0f44e44d796684c0c36757faa222683a0f44e44d
118,EMP000118,235,230,459,117,14,1,Cedar EnergyMeterPoint 118,EMP000118,171.660000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,664e0d0a9b1f5c8782d0daef5e9c0943664e0d0a9b1f5c8782d0daef5e9c0943
119,EMP000119,209,-1,53,155,13,4,Unity EnergyMeterPoint 119,EMP000119,173.030000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1df4603732d85902897cd83bd4bb953a1df4603732d85902897cd83bd4bb953a
120,EMP000120,86,315,339,304,9,2,Delta EnergyMeterPoint 120,EMP000120,174.400000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,911d3ed4179c54b48518ab97ea6ee940911d3ed4179c54b48518ab97ea6ee940
121,EMP000121,211,12,108,196,4,4,Delta EnergyMeterPoint 121,EMP000121,175.770000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4ee80f9b5d55c64af7ff6044cb1f891c4ee80f9b5d55c64af7ff6044cb1f891
122,EMP000122,234,403,71,424,11,1,Granite EnergyMeterPoint 122,EMP000122,177.140000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2114a50d04a358e2a81dbf0b674604222114a50d04a358e2a81dbf0b67460422
123,EMP000123,187,302,365,15,2,5,Atlas EnergyMeterPoint 123,EMP000123,178.510000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,366346dda47d5e849ce66766b8de52db366346dda47d5e849ce66766b8de52db
124,EMP000124,75,24,398,121,15,6,Cedar EnergyMeterPoint 124,EMP000124,179.880000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab923abe60275f5596720be43d56fa02ab923abe60275f5596720be43d56fa02
125,EMP000125,270,132,310,233,3,6,Quartz EnergyMeterPoint 125,EMP000125,181.250000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a8f1472d53a5f3c9bb244da2ca6d5727a8f1472d53a5f3c9bb244da2ca6d572
126,EMP000126,78,169,375,112,15,4,Vertex EnergyMeterPoint 126,EMP000126,182.620000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,260ba70e62fd513395dc09c86d26e995260ba70e62fd513395dc09c86d26e995
127,EMP000127,275,265,401,107,15,4,Beacon EnergyMeterPoint 127,EMP000127,183.990000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6daeb15af7456d3938339829f232f48e6daeb15af7456d3938339829f232f48
128,EMP000128,260,345,412,377,12,6,Liberty EnergyMeterPoint 128,EMP000128,185.360000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8934c017ab69525c9be1e6a84b0ef00b8934c017ab69525c9be1e6a84b0ef00b
129,EMP000129,274,310,57,434,7,6,Vertex EnergyMeterPoint 129,EMP000129,186.730000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f5abc5c27475558a7829f39911858275f5abc5c27475558a7829f3991185827
130,EMP000130,224,259,112,50,4,4,Forge EnergyMeterPoint 130,EMP000130,188.100000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93da98b8ed635deeb65a12b2b8b0bda293da98b8ed635deeb65a12b2b8b0bda2
131,EMP000131,10,405,212,417,1,6,Ion EnergyMeterPoint 131,EMP000131,189.470000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acf423a0bb0c5d20adbdacedd7ad3f54acf423a0bb0c5d20adbdacedd7ad3f54
132,EMP000132,1,384,234,166,14,6,Forge EnergyMeterPoint 132,EMP000132,190.840000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e288cbe23c756d3942493d6851996727e288cbe23c756d3942493d685199672
133,EMP000133,143,77,165,179,6,3,Willow EnergyMeterPoint 133,EMP000133,192.210000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04954a46e72e54f3b13fb57c44d6f19e04954a46e72e54f3b13fb57c44d6f19e
134,EMP000134,347,162,478,9,14,6,Willow EnergyMeterPoint 134,EMP000134,193.580000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f5ec8f2da6157be847f2c1e654ccfd43f5ec8f2da6157be847f2c1e654ccfd4
135,EMP000135,328,150,450,35,3,3,Titan EnergyMeterPoint 135,EMP000135,194.950000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,108c968fad7956bdb4eb91770765e048108c968fad7956bdb4eb91770765e048
136,EMP000136,309,-1,485,482,16,1,Meridian EnergyMeterPoint 136,EMP000136,196.320000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ae33d38b1695bff925d9692e43ffbfe2ae33d38b1695bff925d9692e43ffbfe
137,EMP000137,148,408,246,169,13,5,Harbor EnergyMeterPoint 137,EMP000137,197.690000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c96e0e8ce27451188edd1c0575dd42c8c96e0e8ce27451188edd1c0575dd42c8
138,EMP000138,302,30,312,56,12,2,Titan EnergyMeterPoint 138,EMP000138,199.060000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b69612d15ac5a31918507f4342ea3749b69612d15ac5a31918507f4342ea374
139,EMP000139,273,169,218,34,3,5,Liberty EnergyMeterPoint 139,EMP000139,200.430000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,090b9f73c2565733b8cbf4347f891aa7090b9f73c2565733b8cbf4347f891aa7
140,EMP000140,323,157,311,485,13,3,Willow EnergyMeterPoint 140,EMP000140,201.800000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c18644a7c00a54119360f61c59eac94ac18644a7c00a54119360f61c59eac94a
141,EMP000141,102,487,281,488,12,2,Keystone EnergyMeterPoint 141,EMP000141,203.170000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8938f510b1325a95a02cf1c3fbc277ad8938f510b1325a95a02cf1c3fbc277ad
142,EMP000142,326,122,36,438,14,4,Evergreen EnergyMeterPoint 142,EMP000142,204.540000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd0dc7fa846854b8a0c36a12a12450cdcd0dc7fa846854b8a0c36a12a12450cd
143,EMP000143,261,345,83,59,9,4,Vertex EnergyMeterPoint 143,EMP000143,205.910000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f769bd205c9573a91f7e02023e8093d6f769bd205c9573a91f7e02023e8093d
144,EMP000144,296,98,288,108,11,6,Atlas EnergyMeterPoint 144,EMP000144,207.280000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24a7a469cbc352e3a4bf6c129ba0327c24a7a469cbc352e3a4bf6c129ba0327c
145,EMP000145,143,38,64,470,12,6,Zenith EnergyMeterPoint 145,EMP000145,208.650000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92c84c3250f3542fb0cdf34ba5e9fb3992c84c3250f3542fb0cdf34ba5e9fb39
146,EMP000146,141,309,35,480,15,2,Riverton EnergyMeterPoint 146,EMP000146,210.020000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfbbc992f3105116bdf4b657ee186e17dfbbc992f3105116bdf4b657ee186e17
147,EMP000147,250,396,192,242,5,2,Meridian EnergyMeterPoint 147,EMP000147,211.390000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5714db2e44345e23b38264bbdab7f0a55714db2e44345e23b38264bbdab7f0a5
148,EMP000148,92,346,386,199,13,6,Harbor EnergyMeterPoint 148,EMP000148,212.760000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4747619dfb9152379af3023f37498dce4747619dfb9152379af3023f37498dce
149,EMP000149,22,20,468,137,3,4,Pioneer EnergyMeterPoint 149,EMP000149,214.130000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec1b8f08e9253c3a722149db6bae9cb7ec1b8f08e9253c3a722149db6bae9cb
150,EMP000150,318,402,462,411,11,7,Quartz EnergyMeterPoint 150,EMP000150,215.500000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8d68481a026558fa25a28e748ec077cd8d68481a026558fa25a28e748ec077c
151,EMP000151,243,34,83,210,2,2,Pioneer EnergyMeterPoint 151,EMP000151,216.870000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b68db21a4ab5f1292f46d5ca90a50a43b68db21a4ab5f1292f46d5ca90a50a4
152,EMP000152,309,497,206,212,8,5,Granite EnergyMeterPoint 152,EMP000152,218.240000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61a33ff3a21d5d949119cc969840d51d61a33ff3a21d5d949119cc969840d51d
153,EMP000153,264,-1,407,26,14,4,Titan EnergyMeterPoint 153,EMP000153,219.610000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c007d9166ca5506ba0a449b22417d5a0c007d9166ca5506ba0a449b22417d5a
154,EMP000154,16,448,40,164,2,6,Titan EnergyMeterPoint 154,EMP000154,220.980000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9db6939a69b555da614fe9fd90d06e6f9db6939a69b555da614fe9fd90d06e6
155,EMP000155,101,122,311,251,2,3,Keystone EnergyMeterPoint 155,EMP000155,222.350000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a8406ad0f5563382e69a1ef04fc10b79a8406ad0f5563382e69a1ef04fc10b
156,EMP000156,6,147,135,371,8,4,Liberty EnergyMeterPoint 156,EMP000156,223.720000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ff777857e67540f93f92d1511c2617b6ff777857e67540f93f92d1511c2617b
157,EMP000157,151,162,482,356,12,2,Titan EnergyMeterPoint 157,EMP000157,225.090000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c1eee0a65ad5c69afbf7f39061c95296c1eee0a65ad5c69afbf7f39061c9529
158,EMP000158,131,311,92,60,9,5,Harbor EnergyMeterPoint 158,EMP000158,226.460000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0db415855ad859a38485a06be680af5f0db415855ad859a38485a06be680af5f
159,EMP000159,42,356,375,419,8,4,Liberty EnergyMeterPoint 159,EMP000159,227.830000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,599c8885c3dc5400b84436fb3e3ccd55599c8885c3dc5400b84436fb3e3ccd55
160,EMP000160,237,84,234,119,2,1,Willow EnergyMeterPoint 160,EMP000160,229.200000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,508f81b8900558708e23bd7c760778de508f81b8900558708e23bd7c760778de
161,EMP000161,284,55,262,156,3,2,Vertex EnergyMeterPoint 161,EMP000161,230.570000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0e123eea3d058498d24b7fb19708460a0e123eea3d058498d24b7fb19708460
162,EMP000162,213,383,484,343,16,5,Summit EnergyMeterPoint 162,EMP000162,231.940000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,321a928b4cf15dd3b17ed21515bbbbe2321a928b4cf15dd3b17ed21515bbbbe2
163,EMP000163,202,297,338,210,15,7,Pioneer EnergyMeterPoint 163,EMP000163,233.310000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa7ad0ceef1759549248efc6d25268b2fa7ad0ceef1759549248efc6d25268b2
164,EMP000164,232,271,323,467,2,3,Keystone EnergyMeterPoint 164,EMP000164,234.680000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2b41d80a2285deab5f9ece92ffb2408c2b41d80a2285deab5f9ece92ffb2408
165,EMP000165,25,242,119,376,14,3,Willow EnergyMeterPoint 165,EMP000165,236.050000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d380972cc0e05ab6b58e339a44637dfcd380972cc0e05ab6b58e339a44637dfc
166,EMP000166,265,126,56,241,11,4,Ion EnergyMeterPoint 166,EMP000166,237.420000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,818e6b6129dd51e692ded673cc62a072818e6b6129dd51e692ded673cc62a072
167,EMP000167,6,122,138,427,13,4,Willow EnergyMeterPoint 167,EMP000167,238.790000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a147cb7a194b5f3cb70612c890b07075a147cb7a194b5f3cb70612c890b07075
168,EMP000168,53,102,386,39,9,6,Liberty EnergyMeterPoint 168,EMP000168,240.160000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41c1c114dc635f93bf4de968832828e341c1c114dc635f93bf4de968832828e3
169,EMP000169,33,136,131,228,11,7,Harbor EnergyMeterPoint 169,EMP000169,241.530000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd6aafc72bfd59199d63b743d0ad0f4bdd6aafc72bfd59199d63b743d0ad0f4b
170,EMP000170,148,-1,464,480,4,6,Orion EnergyMeterPoint 170,EMP000170,242.900000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3960625d8ac8570389b61ea71779c4f33960625d8ac8570389b61ea71779c4f3
171,EMP000171,77,336,214,276,13,5,Titan EnergyMeterPoint 171,EMP000171,244.270000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a797869076975eadacf2130cd8f554aba797869076975eadacf2130cd8f554ab
172,EMP000172,170,350,11,491,15,2,Beacon EnergyMeterPoint 172,EMP000172,245.640000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43fcf080b08c55d5b88daadddc6bfb1343fcf080b08c55d5b88daadddc6bfb13
173,EMP000173,133,495,173,467,12,7,Forge EnergyMeterPoint 173,EMP000173,247.010000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26da6c121c685f55a53d8a9bb44f94da26da6c121c685f55a53d8a9bb44f94da
174,EMP000174,64,243,55,251,4,6,Atlas EnergyMeterPoint 174,EMP000174,248.380000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b17f0d47b5a5636b2154e5d93dd798e3b17f0d47b5a5636b2154e5d93dd798e
175,EMP000175,43,316,106,293,8,3,Orion EnergyMeterPoint 175,EMP000175,249.750000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,636e389a2108554d9e0886522bdbe0e7636e389a2108554d9e0886522bdbe0e7
176,EMP000176,269,34,369,250,10,2,Zenith EnergyMeterPoint 176,EMP000176,251.120000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdc868f3d9615222a9baa30de12aef49fdc868f3d9615222a9baa30de12aef49
177,EMP000177,329,469,32,122,11,2,Delta EnergyMeterPoint 177,EMP000177,252.490000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e60392f5cee5a438cd2d17e28cfb9953e60392f5cee5a438cd2d17e28cfb995
178,EMP000178,289,467,101,234,7,4,Junction EnergyMeterPoint 178,EMP000178,253.860000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f70c197614e54b98dc66ea4831c4e3a4f70c197614e54b98dc66ea4831c4e3a
179,EMP000179,20,120,484,31,8,7,Willow EnergyMeterPoint 179,EMP000179,255.230000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0fee3d36d405864a8704aba07c33e6ec0fee3d36d405864a8704aba07c33e6e
180,EMP000180,32,236,208,152,14,4,Summit EnergyMeterPoint 180,EMP000180,256.600000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0ebf88c327c5921a9eabaf08b4de8f4a0ebf88c327c5921a9eabaf08b4de8f4
181,EMP000181,65,138,329,292,11,7,Keystone EnergyMeterPoint 181,EMP000181,257.970000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2080a2e7921556ab257b4047b9ad7c1f2080a2e7921556ab257b4047b9ad7c1
182,EMP000182,266,305,53,362,15,2,Ion EnergyMeterPoint 182,EMP000182,259.340000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dedbd50be4b45135972c0a456da1beeadedbd50be4b45135972c0a456da1beea
183,EMP000183,259,413,30,186,6,2,Granite EnergyMeterPoint 183,EMP000183,260.710000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,262e7022eb4d543da9cd58db3204a4ab262e7022eb4d543da9cd58db3204a4ab
184,EMP000184,177,383,357,41,11,1,Forge EnergyMeterPoint 184,EMP000184,262.080000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cac5e9ed343f5b439c7e0cfed4cc2a22cac5e9ed343f5b439c7e0cfed4cc2a22
185,EMP000185,17,47,350,1,6,4,Orion EnergyMeterPoint 185,EMP000185,263.450000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74889baeb99c5b33b6029716c53b329174889baeb99c5b33b6029716c53b3291
186,EMP000186,329,203,479,191,13,6,Riverton EnergyMeterPoint 186,EMP000186,264.820000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e046ad59093a59308afdb9706441ca86e046ad59093a59308afdb9706441ca86
187,EMP000187,329,-1,389,360,9,3,Evergreen EnergyMeterPoint 187,EMP000187,266.190000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87e3b4a9fa665991955bd9e189d7cea887e3b4a9fa665991955bd9e189d7cea8
188,EMP000188,70,31,169,185,8,6,Forge EnergyMeterPoint 188,EMP000188,267.560000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1053ca6da0ee5a6091fb3466f68021d61053ca6da0ee5a6091fb3466f68021d6
189,EMP000189,211,195,21,445,11,2,Summit EnergyMeterPoint 189,EMP000189,268.930000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f369ae244aa529fa28ca62f1b48b7857f369ae244aa529fa28ca62f1b48b785
190,EMP000190,325,157,254,333,14,2,Delta EnergyMeterPoint 190,EMP000190,270.300000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1999d52dad4b56ed990d45065fd5a9831999d52dad4b56ed990d45065fd5a983
191,EMP000191,169,114,474,341,9,7,Quartz EnergyMeterPoint 191,EMP000191,271.670000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71b7238bd3b15326b80e4555f0aa517b71b7238bd3b15326b80e4555f0aa517b
192,EMP000192,334,98,476,484,12,5,Forge EnergyMeterPoint 192,EMP000192,273.040000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,751161bd15b051858d2584d336983f01751161bd15b051858d2584d336983f01
