QualityInspectionPlanKey,InspectionPlanNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,QualityInspectionTypeKey,EngineeringLifecycleStatusKey,QualityInspectionPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
96,QIP000096,264,336,51,2,3,Granite QualityInspectionPlan 96,QIP000096,1,141.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06a4940eb7ec5603a7ba701adc57f1a906a4940eb7ec5603a7ba701adc57f1a9
97,QIP000097,426,398,180,8,1,Granite QualityInspectionPlan 97,QIP000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c616f31f40536eba8b7bb4a693085313c616f31f40536eba8b7bb4a6930853
98,QIP000098,340,23,216,2,5,Evergreen QualityInspectionPlan 98,QIP000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4e98491e66f51538128a3548c16ab4cc4e98491e66f51538128a3548c16ab4c
99,QIP000099,370,361,104,7,2,Orion QualityInspectionPlan 99,QIP000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b5c0690935a5199aa8cd9713da57f245b5c0690935a5199aa8cd9713da57f24
100,QIP000100,415,394,185,3,1,Pioneer QualityInspectionPlan 100,QIP000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce452191b1b753f0854102ac580434b5ce452191b1b753f0854102ac580434b5
101,QIP000101,161,375,75,3,1,Unity QualityInspectionPlan 101,QIP000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61d4f519328c5e28817ac9758de0748661d4f519328c5e28817ac9758de07486
102,QIP000102,-1,-1,136,2,-1,Keystone QualityInspectionPlan 102,QIP000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56c851df600f5921ba624649285c048956c851df600f5921ba624649285c0489
103,QIP000103,12,101,39,5,4,Beacon QualityInspectionPlan 103,QIP000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab5583fa6f505a96940b2706db716d81ab5583fa6f505a96940b2706db716d81
104,QIP000104,40,166,160,9,6,Forge QualityInspectionPlan 104,QIP000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e9daf0cc565a7e99c279898a561febc0e9daf0cc565a7e99c279898a561feb
105,QIP000105,11,468,96,4,2,Riverton QualityInspectionPlan 105,QIP000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e1407ffd77758c8805bb30771cf59a50e1407ffd77758c8805bb30771cf59a5
106,QIP000106,377,391,229,9,6,Delta QualityInspectionPlan 106,QIP000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30e4b8414da6579fbd1bd5a7a1ae1ca730e4b8414da6579fbd1bd5a7a1ae1ca7
107,QIP000107,25,491,175,4,9,Vertex QualityInspectionPlan 107,QIP000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d15f7be5aa558cb8dc2b500dfb5bf3c6d15f7be5aa558cb8dc2b500dfb5bf3c
108,QIP000108,340,203,79,1,1,Willow QualityInspectionPlan 108,QIP000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39f1762b4f29526b9f23b0191df4a53039f1762b4f29526b9f23b0191df4a530
109,QIP000109,134,210,156,11,7,Quartz QualityInspectionPlan 109,QIP000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e6af054d8cb5a859059d7d53b0e2db97e6af054d8cb5a859059d7d53b0e2db9
110,QIP000110,135,242,140,7,2,Delta QualityInspectionPlan 110,QIP000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f600f5986f85a41b66973a82333aee26f600f5986f85a41b66973a82333aee2
111,QIP000111,81,199,8,10,8,Vertex QualityInspectionPlan 111,QIP000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fb516a30c2d5c45859f50b7b70fdfc90fb516a30c2d5c45859f50b7b70fdfc9
112,QIP000112,373,114,232,12,5,Cedar QualityInspectionPlan 112,QIP000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af4471479782562bba71deafd8ca5274af4471479782562bba71deafd8ca5274
113,QIP000113,48,249,128,12,5,Titan QualityInspectionPlan 113,QIP000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95e809b922c85faf8584acdb321b0a1f95e809b922c85faf8584acdb321b0a1f
114,QIP000114,148,67,74,7,1,Delta QualityInspectionPlan 114,QIP000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,137379da03c55d4daffcd1fe56573e67137379da03c55d4daffcd1fe56573e67
115,QIP000115,494,320,150,4,5,Delta QualityInspectionPlan 115,QIP000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba29e7d714c45b7bafa62c8f5194a27fba29e7d714c45b7bafa62c8f5194a27f
116,QIP000116,164,237,79,10,2,Northstar QualityInspectionPlan 116,QIP000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12574dc8faf253ed98b3dfd9e7f5bae412574dc8faf253ed98b3dfd9e7f5bae4
117,QIP000117,388,6,4,5,3,Riverton QualityInspectionPlan 117,QIP000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2e75f9b49a95c8e9ae04f2ddaf54301c2e75f9b49a95c8e9ae04f2ddaf54301
118,QIP000118,65,57,29,5,10,Granite QualityInspectionPlan 118,QIP000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4f90e626dfd5303a25122846f64a2cba4f90e626dfd5303a25122846f64a2cb
119,QIP000119,-1,-1,7,10,-1,Meridian QualityInspectionPlan 119,QIP000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d5b8ed5bbe55fde92b5f8f8d6b8f3875d5b8ed5bbe55fde92b5f8f8d6b8f387
120,QIP000120,392,369,15,9,4,Unity QualityInspectionPlan 120,QIP000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb8b33f6ef6052fe88b273cae0034199cb8b33f6ef6052fe88b273cae0034199
121,QIP000121,2,87,217,10,2,Junction QualityInspectionPlan 121,QIP000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63c42b4551e4503e8ce8fd7d86f3091d63c42b4551e4503e8ce8fd7d86f3091d
122,QIP000122,232,444,235,10,8,Meridian QualityInspectionPlan 122,QIP000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6c37830dee576fab76b188003c9b9dbc6c37830dee576fab76b188003c9b9d
123,QIP000123,448,134,28,4,2,Delta QualityInspectionPlan 123,QIP000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36fba19fd8535a2f90e4188395fe122b36fba19fd8535a2f90e4188395fe122b
124,QIP000124,91,257,197,9,4,Beacon QualityInspectionPlan 124,QIP000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9a1ae3a25e35ff1ad311372450373eea9a1ae3a25e35ff1ad311372450373ee
125,QIP000125,229,163,36,1,4,Harbor QualityInspectionPlan 125,QIP000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0046d031ff5532181384a64f7ba872cd0046d031ff5532181384a64f7ba872c
126,QIP000126,396,372,208,4,8,Titan QualityInspectionPlan 126,QIP000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37ad1f9657255135aeb5095c4cac66b937ad1f9657255135aeb5095c4cac66b9
127,QIP000127,134,202,222,6,2,Riverton QualityInspectionPlan 127,QIP000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2df0916cd5025945a056a38c388e3e282df0916cd5025945a056a38c388e3e28
128,QIP000128,159,448,152,1,10,Pioneer QualityInspectionPlan 128,QIP000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,561dbaebb52b561ca156a318d004e2a5561dbaebb52b561ca156a318d004e2a5
129,QIP000129,23,106,155,5,5,Harbor QualityInspectionPlan 129,QIP000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48a838996a0b5a148392a17fbad23ce648a838996a0b5a148392a17fbad23ce6
130,QIP000130,24,92,162,5,4,Vertex QualityInspectionPlan 130,QIP000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,595bc0106b075267af664753ff2e4518595bc0106b075267af664753ff2e4518
131,QIP000131,159,38,55,1,10,Northstar QualityInspectionPlan 131,QIP000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d039a97e8a95f028595d2fa006738711d039a97e8a95f028595d2fa00673871
132,QIP000132,450,452,224,1,10,Cedar QualityInspectionPlan 132,QIP000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f95ba620a3d54cd8f73041a5e48c6bc8f95ba620a3d54cd8f73041a5e48c6bc
133,QIP000133,104,469,62,5,7,Granite QualityInspectionPlan 133,QIP000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9082c37a3b74551fb582a9916e49b34f9082c37a3b74551fb582a9916e49b34f
134,QIP000134,23,25,224,6,10,Unity QualityInspectionPlan 134,QIP000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,291e8b64fb1659e99020fb69ad52af7e291e8b64fb1659e99020fb69ad52af7e
135,QIP000135,306,57,54,3,10,Orion QualityInspectionPlan 135,QIP000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ee1e3643b055f0e807b44e4544c51903ee1e3643b055f0e807b44e4544c5190
136,QIP000136,-1,-1,124,12,-1,Cedar QualityInspectionPlan 136,QIP000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67267efbc924596fb364786d4434854167267efbc924596fb364786d44348541
137,QIP000137,30,256,207,5,5,Summit QualityInspectionPlan 137,QIP000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9b0a60df4a85681a4b66827d4824a75f9b0a60df4a85681a4b66827d4824a75
138,QIP000138,316,222,105,9,5,Liberty QualityInspectionPlan 138,QIP000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c72dfc5020bd5ce1b7daf7ae01d4886dc72dfc5020bd5ce1b7daf7ae01d4886d
139,QIP000139,91,137,110,11,6,Titan QualityInspectionPlan 139,QIP000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff3460d8f3395c019e951e9a3b73d93fff3460d8f3395c019e951e9a3b73d93f
140,QIP000140,396,433,4,9,3,Quartz QualityInspectionPlan 140,QIP000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea879810fcd5a2bbe06292f0ead1a834ea879810fcd5a2bbe06292f0ead1a83
141,QIP000141,447,194,228,4,5,Junction QualityInspectionPlan 141,QIP000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca847fcd1bb586eacff43cd257f32770ca847fcd1bb586eacff43cd257f3277
142,QIP000142,193,203,178,9,6,Evergreen QualityInspectionPlan 142,QIP000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb6e733f21bc53b9afe1f272aefb7d62bb6e733f21bc53b9afe1f272aefb7d62
143,QIP000143,430,317,118,9,3,Cedar QualityInspectionPlan 143,QIP000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81d5ce8479b952f89a90ae1bc111c8b881d5ce8479b952f89a90ae1bc111c8b8
144,QIP000144,203,453,133,2,9,Orion QualityInspectionPlan 144,QIP000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a0065d5e5a55a49e922a3818b33650b1a0065d5e5a55a49e922a3818b33650
145,QIP000145,57,170,51,10,4,Evergreen QualityInspectionPlan 145,QIP000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,714410563e275dc09e0f45705839838d714410563e275dc09e0f45705839838d
146,QIP000146,410,238,200,4,1,Titan QualityInspectionPlan 146,QIP000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a7e091fd9af568f8d68932f683facfe6a7e091fd9af568f8d68932f683facfe
147,QIP000147,255,356,110,9,9,Pioneer QualityInspectionPlan 147,QIP000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58d41046ab485e199878a86ebf89e03e58d41046ab485e199878a86ebf89e03e
148,QIP000148,465,492,222,11,2,Delta QualityInspectionPlan 148,QIP000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19c391bdc4b252519e48d8de36be5def19c391bdc4b252519e48d8de36be5def
149,QIP000149,35,167,27,5,6,Ion QualityInspectionPlan 149,QIP000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a85c62d75d456fdb41ee1a9b8a7634c6a85c62d75d456fdb41ee1a9b8a7634c
150,QIP000150,287,227,6,7,6,Delta QualityInspectionPlan 150,QIP000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbe550e610e45e9d9a4b35bf1b22b065cbe550e610e45e9d9a4b35bf1b22b065
151,QIP000151,435,444,122,3,5,Quartz QualityInspectionPlan 151,QIP000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e930b30146a055a2bf5176cc4502d334e930b30146a055a2bf5176cc4502d334
152,QIP000152,115,74,61,4,1,Meridian QualityInspectionPlan 152,QIP000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24e0152885345939b80792e31c3025c724e0152885345939b80792e31c3025c7
153,QIP000153,-1,-1,177,6,-1,Pioneer QualityInspectionPlan 153,QIP000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e94483c0de5a80b7b664768ec375fdd2e94483c0de5a80b7b664768ec375fd
154,QIP000154,495,260,214,3,8,Titan QualityInspectionPlan 154,QIP000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbb2822909d354eeb3495d465d076da0fbb2822909d354eeb3495d465d076da0
155,QIP000155,417,174,221,6,2,Forge QualityInspectionPlan 155,QIP000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f344912a3f1a5a89b6ec9e5741e3394df344912a3f1a5a89b6ec9e5741e3394d
156,QIP000156,38,369,106,10,5,Beacon QualityInspectionPlan 156,QIP000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c8dce2335dd5288972264887d67ba391c8dce2335dd5288972264887d67ba39
157,QIP000157,302,441,16,3,6,Liberty QualityInspectionPlan 157,QIP000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3df3cfec8595b44a51f9514bb83038cb3df3cfec8595b44a51f9514bb83038c
158,QIP000158,26,488,36,7,5,Quartz QualityInspectionPlan 158,QIP000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a453c91166d55095abf2492a879c168ca453c91166d55095abf2492a879c168c
159,QIP000159,142,283,61,12,10,Harbor QualityInspectionPlan 159,QIP000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6dd4529010f5bbf98440584a4f6c026c6dd4529010f5bbf98440584a4f6c026
160,QIP000160,289,146,188,4,1,Ion QualityInspectionPlan 160,QIP000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,361fe43eba965f559144ac75ffe94cf7361fe43eba965f559144ac75ffe94cf7
161,QIP000161,384,431,138,1,5,Evergreen QualityInspectionPlan 161,QIP000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc3f1eba223455b291a3b08fb7e47f28fc3f1eba223455b291a3b08fb7e47f28
162,QIP000162,405,165,143,12,4,Delta QualityInspectionPlan 162,QIP000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7ee9380ddff52c79f8f62690fddf401f7ee9380ddff52c79f8f62690fddf401
163,QIP000163,416,283,174,7,7,Granite QualityInspectionPlan 163,QIP000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9085dac27ab5b24b5e9537e8945ab9ba9085dac27ab5b24b5e9537e8945ab9b
164,QIP000164,11,53,81,7,1,Forge QualityInspectionPlan 164,QIP000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bc1a018b4ec54088f7e024f465509fe6bc1a018b4ec54088f7e024f465509fe
165,QIP000165,284,82,94,3,2,Liberty QualityInspectionPlan 165,QIP000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4df77cb55e56546b852daa2c07be83f54df77cb55e56546b852daa2c07be83f5
166,QIP000166,290,70,236,2,5,Northstar QualityInspectionPlan 166,QIP000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f46f1d31fc5fba9702542ecbf841cb95f46f1d31fc5fba9702542ecbf841cb
167,QIP000167,438,102,238,1,8,Quartz QualityInspectionPlan 167,QIP000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,010838f283b25e7892436cdc2e8386d0010838f283b25e7892436cdc2e8386d0
168,QIP000168,465,452,128,3,2,Atlas QualityInspectionPlan 168,QIP000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aad60c50ccfa5812b25d299ad3444012aad60c50ccfa5812b25d299ad3444012
169,QIP000169,319,416,134,3,3,Meridian QualityInspectionPlan 169,QIP000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,366b6e9155885d9485c112796936566e366b6e9155885d9485c112796936566e
170,QIP000170,-1,-1,233,2,-1,Vertex QualityInspectionPlan 170,QIP000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54412fa21b0b5d00a5c515b62a2606fd54412fa21b0b5d00a5c515b62a2606fd
171,QIP000171,146,301,107,4,5,Northstar QualityInspectionPlan 171,QIP000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e68c614c5bf75555a76081e913b1f775e68c614c5bf75555a76081e913b1f775
172,QIP000172,239,75,148,9,1,Keystone QualityInspectionPlan 172,QIP000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc2c7b25f7225601b33c8756e07a9ce4cc2c7b25f7225601b33c8756e07a9ce4
173,QIP000173,110,129,125,8,4,Granite QualityInspectionPlan 173,QIP000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15d0f1524bf95d0a8b8053a80fd5a83215d0f1524bf95d0a8b8053a80fd5a832
174,QIP000174,49,392,61,3,4,Liberty QualityInspectionPlan 174,QIP000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f0cc7e95bf154f6a4a1eb9a82ad6f081f0cc7e95bf154f6a4a1eb9a82ad6f08
175,QIP000175,342,434,167,8,7,Ion QualityInspectionPlan 175,QIP000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5bfd7fce9805c22b874d33da49f1ccda5bfd7fce9805c22b874d33da49f1ccd
176,QIP000176,44,340,61,2,5,Liberty QualityInspectionPlan 176,QIP000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dca3cf3bb585fd0a8a20311d8e92ca34dca3cf3bb585fd0a8a20311d8e92ca3
177,QIP000177,128,77,209,11,3,Harbor QualityInspectionPlan 177,QIP000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c790735da1295cd98ee2777c4721af8dc790735da1295cd98ee2777c4721af8d
178,QIP000178,188,453,69,2,2,Keystone QualityInspectionPlan 178,QIP000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc56ec8758a054bd94939796e64fa912dc56ec8758a054bd94939796e64fa912
179,QIP000179,299,32,74,8,3,Atlas QualityInspectionPlan 179,QIP000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eac2b2907eee543d8b4a7777e26a7b57eac2b2907eee543d8b4a7777e26a7b57
180,QIP000180,413,121,155,3,2,Pioneer QualityInspectionPlan 180,QIP000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ae590925f5550129634f8251931faa63ae590925f5550129634f8251931faa6
181,QIP000181,43,1,25,8,10,Harbor QualityInspectionPlan 181,QIP000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd63dde7e2255d0954397ce93d763f0ffd63dde7e2255d0954397ce93d763f0
182,QIP000182,223,404,143,2,5,Vertex QualityInspectionPlan 182,QIP000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bef1ab7419f5e87adeac6bda78e91e26bef1ab7419f5e87adeac6bda78e91e2
183,QIP000183,137,479,156,6,4,Northstar QualityInspectionPlan 183,QIP000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60dffacac7f65f2db88719338711621d60dffacac7f65f2db88719338711621d
184,QIP000184,297,278,213,1,3,Vertex QualityInspectionPlan 184,QIP000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edddad6ddb7d5f1fb56d8efa8532b1d9edddad6ddb7d5f1fb56d8efa8532b1d9
185,QIP000185,274,144,34,4,10,Beacon QualityInspectionPlan 185,QIP000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d118d1ad4f845ffab87aaae5fcd80a9fd118d1ad4f845ffab87aaae5fcd80a9f
186,QIP000186,488,181,223,2,9,Titan QualityInspectionPlan 186,QIP000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec7199ebe0a855ae90c3ef45c2c0ccdfec7199ebe0a855ae90c3ef45c2c0ccdf
187,QIP000187,-1,-1,237,3,-1,Vertex QualityInspectionPlan 187,QIP000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7c340d21045f329828f335d90d9d3f9b7c340d21045f329828f335d90d9d3f
188,QIP000188,68,5,86,10,1,Titan QualityInspectionPlan 188,QIP000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebab06ffec79521095edbfcdb9d7efddebab06ffec79521095edbfcdb9d7efdd
189,QIP000189,226,473,25,8,7,Forge QualityInspectionPlan 189,QIP000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbf51dce421150558d2c463dfebe02ffdbf51dce421150558d2c463dfebe02ff
190,QIP000190,136,318,45,5,9,Harbor QualityInspectionPlan 190,QIP000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb4acfe2ecaf5f2b97328733364755b1fb4acfe2ecaf5f2b97328733364755b1
191,QIP000191,404,336,24,12,9,Keystone QualityInspectionPlan 191,QIP000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fbf45bd660a5d29a3836fce63bbec903fbf45bd660a5d29a3836fce63bbec90
192,QIP000192,440,326,19,3,3,Quartz QualityInspectionPlan 192,QIP000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13c4e028826d5957856b5af86f71b0a713c4e028826d5957856b5af86f71b0a7
