SalesChannelSegmentKey,SalesChannelSegmentCode,SalesChannelKey,SalesChannelSegmentName,SourceSystemKey,BatchId,LoadedAtUtc
310,SCS000310,110,Orion SalesChannelSegment 310,1,1,2026-08-24T00:00:00.000
311,SCS000311,55,Forge SalesChannelSegment 311,1,1,2026-08-24T00:00:00.000
312,SCS000312,49,Northstar SalesChannelSegment 312,1,1,2026-08-24T00:00:00.000
313,SCS000313,18,Delta SalesChannelSegment 313,1,1,2026-08-24T00:00:00.000
314,SCS000314,101,Northstar SalesChannelSegment 314,1,1,2026-08-24T00:00:00.000
315,SCS000315,88,Vertex SalesChannelSegment 315,1,1,2026-08-24T00:00:00.000
316,SCS000316,72,Zenith SalesChannelSegment 316,1,1,2026-08-24T00:00:00.000
317,SCS000317,97,Willow SalesChannelSegment 317,1,1,2026-08-24T00:00:00.000
318,SCS000318,84,Keystone SalesChannelSegment 318,1,1,2026-08-24T00:00:00.000
319,SCS000319,97,Ion SalesChannelSegment 319,1,1,2026-08-24T00:00:00.000
320,SCS000320,4,Unity SalesChannelSegment 320,1,1,2026-08-24T00:00:00.000
321,SCS000321,23,Harbor SalesChannelSegment 321,1,1,2026-08-24T00:00:00.000
322,SCS000322,109,Titan SalesChannelSegment 322,1,1,2026-08-24T00:00:00.000
323,SCS000323,69,Cedar SalesChannelSegment 323,1,1,2026-08-24T00:00:00.000
324,SCS000324,107,Willow SalesChannelSegment 324,1,1,2026-08-24T00:00:00.000
325,SCS000325,84,Zenith SalesChannelSegment 325,1,1,2026-08-24T00:00:00.000
326,SCS000326,51,Keystone SalesChannelSegment 326,1,1,2026-08-24T00:00:00.000
327,SCS000327,48,Quartz SalesChannelSegment 327,1,1,2026-08-24T00:00:00.000
328,SCS000328,9,Junction SalesChannelSegment 328,1,1,2026-08-24T00:00:00.000
329,SCS000329,47,Meridian SalesChannelSegment 329,1,1,2026-08-24T00:00:00.000
330,SCS000330,34,Keystone SalesChannelSegment 330,1,1,2026-08-24T00:00:00.000
331,SCS000331,67,Forge SalesChannelSegment 331,1,1,2026-08-24T00:00:00.000
332,SCS000332,41,Vertex SalesChannelSegment 332,1,1,2026-08-24T00:00:00.000
333,SCS000333,2,Forge SalesChannelSegment 333,1,1,2026-08-24T00:00:00.000
334,SCS000334,41,Atlas SalesChannelSegment 334,1,1,2026-08-24T00:00:00.000
335,SCS000335,97,Granite SalesChannelSegment 335,1,1,2026-08-24T00:00:00.000
336,SCS000336,42,Riverton SalesChannelSegment 336,1,1,2026-08-24T00:00:00.000
337,SCS000337,96,Pioneer SalesChannelSegment 337,1,1,2026-08-24T00:00:00.000
338,SCS000338,71,Evergreen SalesChannelSegment 338,1,1,2026-08-24T00:00:00.000
339,SCS000339,111,Cedar SalesChannelSegment 339,1,1,2026-08-24T00:00:00.000
340,SCS000340,24,Harbor SalesChannelSegment 340,1,1,2026-08-24T00:00:00.000
341,SCS000341,64,Riverton SalesChannelSegment 341,1,1,2026-08-24T00:00:00.000
342,SCS000342,4,Northstar SalesChannelSegment 342,1,1,2026-08-24T00:00:00.000
343,SCS000343,18,Cedar SalesChannelSegment 343,1,1,2026-08-24T00:00:00.000
344,SCS000344,7,Evergreen SalesChannelSegment 344,1,1,2026-08-24T00:00:00.000
345,SCS000345,101,Ion SalesChannelSegment 345,1,1,2026-08-24T00:00:00.000
346,SCS000346,109,Meridian SalesChannelSegment 346,1,1,2026-08-24T00:00:00.000
347,SCS000347,32,Riverton SalesChannelSegment 347,1,1,2026-08-24T00:00:00.000
348,SCS000348,118,Junction SalesChannelSegment 348,1,1,2026-08-24T00:00:00.000
349,SCS000349,104,Northstar SalesChannelSegment 349,1,1,2026-08-24T00:00:00.000
350,SCS000350,103,Evergreen SalesChannelSegment 350,1,1,2026-08-24T00:00:00.000
351,SCS000351,19,Willow SalesChannelSegment 351,1,1,2026-08-24T00:00:00.000
352,SCS000352,53,Liberty SalesChannelSegment 352,1,1,2026-08-24T00:00:00.000
353,SCS000353,31,Orion SalesChannelSegment 353,1,1,2026-08-24T00:00:00.000
354,SCS000354,13,Forge SalesChannelSegment 354,1,1,2026-08-24T00:00:00.000
355,SCS000355,89,Atlas SalesChannelSegment 355,1,1,2026-08-24T00:00:00.000
356,SCS000356,84,Forge SalesChannelSegment 356,1,1,2026-08-24T00:00:00.000
357,SCS000357,16,Harbor SalesChannelSegment 357,1,1,2026-08-24T00:00:00.000
358,SCS000358,77,Titan SalesChannelSegment 358,1,1,2026-08-24T00:00:00.000
359,SCS000359,56,Liberty SalesChannelSegment 359,1,1,2026-08-24T00:00:00.000
360,SCS000360,80,Pioneer SalesChannelSegment 360,1,1,2026-08-24T00:00:00.000
361,SCS000361,107,Northstar SalesChannelSegment 361,1,1,2026-08-24T00:00:00.000
362,SCS000362,4,Quartz SalesChannelSegment 362,1,1,2026-08-24T00:00:00.000
363,SCS000363,45,Cedar SalesChannelSegment 363,1,1,2026-08-24T00:00:00.000
364,SCS000364,43,Granite SalesChannelSegment 364,1,1,2026-08-24T00:00:00.000
365,SCS000365,6,Atlas SalesChannelSegment 365,1,1,2026-08-24T00:00:00.000
366,SCS000366,50,Pioneer SalesChannelSegment 366,1,1,2026-08-24T00:00:00.000
367,SCS000367,79,Zenith SalesChannelSegment 367,1,1,2026-08-24T00:00:00.000
368,SCS000368,56,Vertex SalesChannelSegment 368,1,1,2026-08-24T00:00:00.000
369,SCS000369,18,Harbor SalesChannelSegment 369,1,1,2026-08-24T00:00:00.000
370,SCS000370,42,Delta SalesChannelSegment 370,1,1,2026-08-24T00:00:00.000
371,SCS000371,94,Summit SalesChannelSegment 371,1,1,2026-08-24T00:00:00.000
372,SCS000372,58,Orion SalesChannelSegment 372,1,1,2026-08-24T00:00:00.000
373,SCS000373,52,Zenith SalesChannelSegment 373,1,1,2026-08-24T00:00:00.000
374,SCS000374,28,Riverton SalesChannelSegment 374,1,1,2026-08-24T00:00:00.000
375,SCS000375,13,Summit SalesChannelSegment 375,1,1,2026-08-24T00:00:00.000
376,SCS000376,113,Liberty SalesChannelSegment 376,1,1,2026-08-24T00:00:00.000
377,SCS000377,72,Summit SalesChannelSegment 377,1,1,2026-08-24T00:00:00.000
378,SCS000378,40,Willow SalesChannelSegment 378,1,1,2026-08-24T00:00:00.000
379,SCS000379,64,Willow SalesChannelSegment 379,1,1,2026-08-24T00:00:00.000
380,SCS000380,75,Unity SalesChannelSegment 380,1,1,2026-08-24T00:00:00.000
381,SCS000381,118,Orion SalesChannelSegment 381,1,1,2026-08-24T00:00:00.000
382,SCS000382,58,Atlas SalesChannelSegment 382,1,1,2026-08-24T00:00:00.000
383,SCS000383,82,Junction SalesChannelSegment 383,1,1,2026-08-24T00:00:00.000
384,SCS000384,70,Atlas SalesChannelSegment 384,1,1,2026-08-24T00:00:00.000
385,SCS000385,18,Riverton SalesChannelSegment 385,1,1,2026-08-24T00:00:00.000
386,SCS000386,92,Liberty SalesChannelSegment 386,1,1,2026-08-24T00:00:00.000
387,SCS000387,61,Cedar SalesChannelSegment 387,1,1,2026-08-24T00:00:00.000
388,SCS000388,72,Cedar SalesChannelSegment 388,1,1,2026-08-24T00:00:00.000
389,SCS000389,84,Junction SalesChannelSegment 389,1,1,2026-08-24T00:00:00.000
390,SCS000390,89,Unity SalesChannelSegment 390,1,1,2026-08-24T00:00:00.000
391,SCS000391,101,Willow SalesChannelSegment 391,1,1,2026-08-24T00:00:00.000
392,SCS000392,95,Granite SalesChannelSegment 392,1,1,2026-08-24T00:00:00.000
393,SCS000393,7,Granite SalesChannelSegment 393,1,1,2026-08-24T00:00:00.000
394,SCS000394,69,Harbor SalesChannelSegment 394,1,1,2026-08-24T00:00:00.000
395,SCS000395,112,Unity SalesChannelSegment 395,1,1,2026-08-24T00:00:00.000
396,SCS000396,62,Unity SalesChannelSegment 396,1,1,2026-08-24T00:00:00.000
397,SCS000397,19,Evergreen SalesChannelSegment 397,1,1,2026-08-24T00:00:00.000
398,SCS000398,20,Liberty SalesChannelSegment 398,1,1,2026-08-24T00:00:00.000
399,SCS000399,4,Liberty SalesChannelSegment 399,1,1,2026-08-24T00:00:00.000
400,SCS000400,33,Vertex SalesChannelSegment 400,1,1,2026-08-24T00:00:00.000
401,SCS000401,104,Beacon SalesChannelSegment 401,1,1,2026-08-24T00:00:00.000
402,SCS000402,43,Forge SalesChannelSegment 402,1,1,2026-08-24T00:00:00.000
403,SCS000403,99,Titan SalesChannelSegment 403,1,1,2026-08-24T00:00:00.000
404,SCS000404,27,Cedar SalesChannelSegment 404,1,1,2026-08-24T00:00:00.000
405,SCS000405,10,Atlas SalesChannelSegment 405,1,1,2026-08-24T00:00:00.000
406,SCS000406,5,Keystone SalesChannelSegment 406,1,1,2026-08-24T00:00:00.000
407,SCS000407,105,Vertex SalesChannelSegment 407,1,1,2026-08-24T00:00:00.000
408,SCS000408,49,Keystone SalesChannelSegment 408,1,1,2026-08-24T00:00:00.000
409,SCS000409,9,Liberty SalesChannelSegment 409,1,1,2026-08-24T00:00:00.000
410,SCS000410,18,Quartz SalesChannelSegment 410,1,1,2026-08-24T00:00:00.000
411,SCS000411,67,Titan SalesChannelSegment 411,1,1,2026-08-24T00:00:00.000
412,SCS000412,51,Ion SalesChannelSegment 412,1,1,2026-08-24T00:00:00.000
413,SCS000413,26,Junction SalesChannelSegment 413,1,1,2026-08-24T00:00:00.000
414,SCS000414,97,Willow SalesChannelSegment 414,1,1,2026-08-24T00:00:00.000
415,SCS000415,8,Unity SalesChannelSegment 415,1,1,2026-08-24T00:00:00.000
416,SCS000416,37,Junction SalesChannelSegment 416,1,1,2026-08-24T00:00:00.000
417,SCS000417,2,Delta SalesChannelSegment 417,1,1,2026-08-24T00:00:00.000
418,SCS000418,25,Keystone SalesChannelSegment 418,1,1,2026-08-24T00:00:00.000
419,SCS000419,91,Orion SalesChannelSegment 419,1,1,2026-08-24T00:00:00.000
420,SCS000420,115,Orion SalesChannelSegment 420,1,1,2026-08-24T00:00:00.000
421,SCS000421,32,Atlas SalesChannelSegment 421,1,1,2026-08-24T00:00:00.000
422,SCS000422,42,Forge SalesChannelSegment 422,1,1,2026-08-24T00:00:00.000
423,SCS000423,40,Beacon SalesChannelSegment 423,1,1,2026-08-24T00:00:00.000
424,SCS000424,11,Orion SalesChannelSegment 424,1,1,2026-08-24T00:00:00.000
425,SCS000425,116,Titan SalesChannelSegment 425,1,1,2026-08-24T00:00:00.000
426,SCS000426,48,Zenith SalesChannelSegment 426,1,1,2026-08-24T00:00:00.000
427,SCS000427,2,Pioneer SalesChannelSegment 427,1,1,2026-08-24T00:00:00.000
428,SCS000428,19,Quartz SalesChannelSegment 428,1,1,2026-08-24T00:00:00.000
429,SCS000429,73,Keystone SalesChannelSegment 429,1,1,2026-08-24T00:00:00.000
430,SCS000430,108,Liberty SalesChannelSegment 430,1,1,2026-08-24T00:00:00.000
431,SCS000431,104,Keystone SalesChannelSegment 431,1,1,2026-08-24T00:00:00.000
432,SCS000432,110,Zenith SalesChannelSegment 432,1,1,2026-08-24T00:00:00.000
433,SCS000433,31,Vertex SalesChannelSegment 433,1,1,2026-08-24T00:00:00.000
434,SCS000434,45,Pioneer SalesChannelSegment 434,1,1,2026-08-24T00:00:00.000
435,SCS000435,87,Willow SalesChannelSegment 435,1,1,2026-08-24T00:00:00.000
436,SCS000436,90,Unity SalesChannelSegment 436,1,1,2026-08-24T00:00:00.000
437,SCS000437,23,Beacon SalesChannelSegment 437,1,1,2026-08-24T00:00:00.000
438,SCS000438,93,Beacon SalesChannelSegment 438,1,1,2026-08-24T00:00:00.000
439,SCS000439,39,Titan SalesChannelSegment 439,1,1,2026-08-24T00:00:00.000
440,SCS000440,3,Ion SalesChannelSegment 440,1,1,2026-08-24T00:00:00.000
441,SCS000441,106,Unity SalesChannelSegment 441,1,1,2026-08-24T00:00:00.000
442,SCS000442,23,Delta SalesChannelSegment 442,1,1,2026-08-24T00:00:00.000
443,SCS000443,17,Riverton SalesChannelSegment 443,1,1,2026-08-24T00:00:00.000
444,SCS000444,92,Beacon SalesChannelSegment 444,1,1,2026-08-24T00:00:00.000
445,SCS000445,46,Northstar SalesChannelSegment 445,1,1,2026-08-24T00:00:00.000
446,SCS000446,56,Willow SalesChannelSegment 446,1,1,2026-08-24T00:00:00.000
447,SCS000447,91,Junction SalesChannelSegment 447,1,1,2026-08-24T00:00:00.000
448,SCS000448,14,Pioneer SalesChannelSegment 448,1,1,2026-08-24T00:00:00.000
449,SCS000449,81,Riverton SalesChannelSegment 449,1,1,2026-08-24T00:00:00.000
450,SCS000450,106,Junction SalesChannelSegment 450,1,1,2026-08-24T00:00:00.000
451,SCS000451,106,Riverton SalesChannelSegment 451,1,1,2026-08-24T00:00:00.000
452,SCS000452,17,Granite SalesChannelSegment 452,1,1,2026-08-24T00:00:00.000
453,SCS000453,94,Keystone SalesChannelSegment 453,1,1,2026-08-24T00:00:00.000
454,SCS000454,8,Willow SalesChannelSegment 454,1,1,2026-08-24T00:00:00.000
455,SCS000455,20,Pioneer SalesChannelSegment 455,1,1,2026-08-24T00:00:00.000
456,SCS000456,40,Titan SalesChannelSegment 456,1,1,2026-08-24T00:00:00.000
457,SCS000457,80,Willow SalesChannelSegment 457,1,1,2026-08-24T00:00:00.000
458,SCS000458,113,Granite SalesChannelSegment 458,1,1,2026-08-24T00:00:00.000
459,SCS000459,40,Junction SalesChannelSegment 459,1,1,2026-08-24T00:00:00.000
460,SCS000460,85,Granite SalesChannelSegment 460,1,1,2026-08-24T00:00:00.000
461,SCS000461,5,Titan SalesChannelSegment 461,1,1,2026-08-24T00:00:00.000
462,SCS000462,83,Keystone SalesChannelSegment 462,1,1,2026-08-24T00:00:00.000
463,SCS000463,93,Atlas SalesChannelSegment 463,1,1,2026-08-24T00:00:00.000
464,SCS000464,53,Zenith SalesChannelSegment 464,1,1,2026-08-24T00:00:00.000
465,SCS000465,3,Pioneer SalesChannelSegment 465,1,1,2026-08-24T00:00:00.000
466,SCS000466,119,Vertex SalesChannelSegment 466,1,1,2026-08-24T00:00:00.000
467,SCS000467,20,Keystone SalesChannelSegment 467,1,1,2026-08-24T00:00:00.000
468,SCS000468,4,Keystone SalesChannelSegment 468,1,1,2026-08-24T00:00:00.000
469,SCS000469,48,Evergreen SalesChannelSegment 469,1,1,2026-08-24T00:00:00.000
470,SCS000470,120,Forge SalesChannelSegment 470,1,1,2026-08-24T00:00:00.000
471,SCS000471,56,Zenith SalesChannelSegment 471,1,1,2026-08-24T00:00:00.000
472,SCS000472,52,Delta SalesChannelSegment 472,1,1,2026-08-24T00:00:00.000
473,SCS000473,52,Meridian SalesChannelSegment 473,1,1,2026-08-24T00:00:00.000
474,SCS000474,116,Granite SalesChannelSegment 474,1,1,2026-08-24T00:00:00.000
475,SCS000475,35,Granite SalesChannelSegment 475,1,1,2026-08-24T00:00:00.000
476,SCS000476,116,Evergreen SalesChannelSegment 476,1,1,2026-08-24T00:00:00.000
477,SCS000477,118,Beacon SalesChannelSegment 477,1,1,2026-08-24T00:00:00.000
478,SCS000478,99,Titan SalesChannelSegment 478,1,1,2026-08-24T00:00:00.000
479,SCS000479,119,Atlas SalesChannelSegment 479,1,1,2026-08-24T00:00:00.000
480,SCS000480,117,Ion SalesChannelSegment 480,1,1,2026-08-24T00:00:00.000
481,SCS000481,71,Orion SalesChannelSegment 481,1,1,2026-08-24T00:00:00.000
482,SCS000482,67,Willow SalesChannelSegment 482,1,1,2026-08-24T00:00:00.000
483,SCS000483,71,Forge SalesChannelSegment 483,1,1,2026-08-24T00:00:00.000
484,SCS000484,120,Vertex SalesChannelSegment 484,1,1,2026-08-24T00:00:00.000
485,SCS000485,109,Willow SalesChannelSegment 485,1,1,2026-08-24T00:00:00.000
486,SCS000486,13,Junction SalesChannelSegment 486,1,1,2026-08-24T00:00:00.000
487,SCS000487,2,Delta SalesChannelSegment 487,1,1,2026-08-24T00:00:00.000
488,SCS000488,33,Junction SalesChannelSegment 488,1,1,2026-08-24T00:00:00.000
489,SCS000489,85,Meridian SalesChannelSegment 489,1,1,2026-08-24T00:00:00.000
490,SCS000490,63,Forge SalesChannelSegment 490,1,1,2026-08-24T00:00:00.000
491,SCS000491,111,Titan SalesChannelSegment 491,1,1,2026-08-24T00:00:00.000
492,SCS000492,39,Ion SalesChannelSegment 492,1,1,2026-08-24T00:00:00.000
493,SCS000493,53,Liberty SalesChannelSegment 493,1,1,2026-08-24T00:00:00.000
494,SCS000494,63,Orion SalesChannelSegment 494,1,1,2026-08-24T00:00:00.000
495,SCS000495,96,Pioneer SalesChannelSegment 495,1,1,2026-08-24T00:00:00.000
496,SCS000496,117,Riverton SalesChannelSegment 496,1,1,2026-08-24T00:00:00.000
497,SCS000497,37,Evergreen SalesChannelSegment 497,1,1,2026-08-24T00:00:00.000
498,SCS000498,15,Evergreen SalesChannelSegment 498,1,1,2026-08-24T00:00:00.000
499,SCS000499,26,Atlas SalesChannelSegment 499,1,1,2026-08-24T00:00:00.000
500,SCS000500,29,Willow SalesChannelSegment 500,1,1,2026-08-24T00:00:00.000
