LogisticsTariffHeadingKey,LogisticsTariffHeadingCode,LogisticsTariffChapterKey,LogisticsTariffHeadingName,SourceSystemKey,BatchId,LoadedAtUtc
296,LTH000296,60,Liberty LogisticsTariffHeading 296,1,1,2026-08-24T00:00:00.000
297,LTH000297,56,Junction LogisticsTariffHeading 297,1,1,2026-08-24T00:00:00.000
298,LTH000298,38,Vertex LogisticsTariffHeading 298,1,1,2026-08-24T00:00:00.000
299,LTH000299,4,Delta LogisticsTariffHeading 299,1,1,2026-08-24T00:00:00.000
300,LTH000300,73,Vertex LogisticsTariffHeading 300,1,1,2026-08-24T00:00:00.000
301,LTH000301,56,Riverton LogisticsTariffHeading 301,1,1,2026-08-24T00:00:00.000
302,LTH000302,80,Meridian LogisticsTariffHeading 302,1,1,2026-08-24T00:00:00.000
303,LTH000303,22,Titan LogisticsTariffHeading 303,1,1,2026-08-24T00:00:00.000
304,LTH000304,2,Quartz LogisticsTariffHeading 304,1,1,2026-08-24T00:00:00.000
305,LTH000305,38,Keystone LogisticsTariffHeading 305,1,1,2026-08-24T00:00:00.000
306,LTH000306,83,Junction LogisticsTariffHeading 306,1,1,2026-08-24T00:00:00.000
307,LTH000307,11,Evergreen LogisticsTariffHeading 307,1,1,2026-08-24T00:00:00.000
308,LTH000308,90,Junction LogisticsTariffHeading 308,1,1,2026-08-24T00:00:00.000
309,LTH000309,82,Vertex LogisticsTariffHeading 309,1,1,2026-08-24T00:00:00.000
310,LTH000310,1,Orion LogisticsTariffHeading 310,1,1,2026-08-24T00:00:00.000
311,LTH000311,39,Harbor LogisticsTariffHeading 311,1,1,2026-08-24T00:00:00.000
312,LTH000312,27,Beacon LogisticsTariffHeading 312,1,1,2026-08-24T00:00:00.000
313,LTH000313,50,Pioneer LogisticsTariffHeading 313,1,1,2026-08-24T00:00:00.000
314,LTH000314,90,Unity LogisticsTariffHeading 314,1,1,2026-08-24T00:00:00.000
315,LTH000315,16,Ion LogisticsTariffHeading 315,1,1,2026-08-24T00:00:00.000
316,LTH000316,48,Pioneer LogisticsTariffHeading 316,1,1,2026-08-24T00:00:00.000
317,LTH000317,95,Meridian LogisticsTariffHeading 317,1,1,2026-08-24T00:00:00.000
318,LTH000318,28,Liberty LogisticsTariffHeading 318,1,1,2026-08-24T00:00:00.000
319,LTH000319,48,Northstar LogisticsTariffHeading 319,1,1,2026-08-24T00:00:00.000
320,LTH000320,7,Unity LogisticsTariffHeading 320,1,1,2026-08-24T00:00:00.000
321,LTH000321,98,Evergreen LogisticsTariffHeading 321,1,1,2026-08-24T00:00:00.000
322,LTH000322,79,Vertex LogisticsTariffHeading 322,1,1,2026-08-24T00:00:00.000
323,LTH000323,4,Meridian LogisticsTariffHeading 323,1,1,2026-08-24T00:00:00.000
324,LTH000324,17,Beacon LogisticsTariffHeading 324,1,1,2026-08-24T00:00:00.000
325,LTH000325,54,Meridian LogisticsTariffHeading 325,1,1,2026-08-24T00:00:00.000
326,LTH000326,11,Keystone LogisticsTariffHeading 326,1,1,2026-08-24T00:00:00.000
327,LTH000327,67,Granite LogisticsTariffHeading 327,1,1,2026-08-24T00:00:00.000
328,LTH000328,57,Vertex LogisticsTariffHeading 328,1,1,2026-08-24T00:00:00.000
329,LTH000329,83,Willow LogisticsTariffHeading 329,1,1,2026-08-24T00:00:00.000
330,LTH000330,7,Evergreen LogisticsTariffHeading 330,1,1,2026-08-24T00:00:00.000
331,LTH000331,93,Riverton LogisticsTariffHeading 331,1,1,2026-08-24T00:00:00.000
332,LTH000332,79,Evergreen LogisticsTariffHeading 332,1,1,2026-08-24T00:00:00.000
333,LTH000333,32,Summit LogisticsTariffHeading 333,1,1,2026-08-24T00:00:00.000
334,LTH000334,12,Junction LogisticsTariffHeading 334,1,1,2026-08-24T00:00:00.000
335,LTH000335,78,Willow LogisticsTariffHeading 335,1,1,2026-08-24T00:00:00.000
336,LTH000336,50,Junction LogisticsTariffHeading 336,1,1,2026-08-24T00:00:00.000
337,LTH000337,81,Northstar LogisticsTariffHeading 337,1,1,2026-08-24T00:00:00.000
338,LTH000338,6,Pioneer LogisticsTariffHeading 338,1,1,2026-08-24T00:00:00.000
339,LTH000339,42,Zenith LogisticsTariffHeading 339,1,1,2026-08-24T00:00:00.000
340,LTH000340,98,Zenith LogisticsTariffHeading 340,1,1,2026-08-24T00:00:00.000
341,LTH000341,14,Riverton LogisticsTariffHeading 341,1,1,2026-08-24T00:00:00.000
342,LTH000342,48,Ion LogisticsTariffHeading 342,1,1,2026-08-24T00:00:00.000
343,LTH000343,71,Delta LogisticsTariffHeading 343,1,1,2026-08-24T00:00:00.000
344,LTH000344,70,Titan LogisticsTariffHeading 344,1,1,2026-08-24T00:00:00.000
345,LTH000345,19,Granite LogisticsTariffHeading 345,1,1,2026-08-24T00:00:00.000
346,LTH000346,52,Junction LogisticsTariffHeading 346,1,1,2026-08-24T00:00:00.000
347,LTH000347,80,Beacon LogisticsTariffHeading 347,1,1,2026-08-24T00:00:00.000
348,LTH000348,90,Delta LogisticsTariffHeading 348,1,1,2026-08-24T00:00:00.000
349,LTH000349,57,Summit LogisticsTariffHeading 349,1,1,2026-08-24T00:00:00.000
350,LTH000350,31,Ion LogisticsTariffHeading 350,1,1,2026-08-24T00:00:00.000
351,LTH000351,88,Atlas LogisticsTariffHeading 351,1,1,2026-08-24T00:00:00.000
352,LTH000352,35,Quartz LogisticsTariffHeading 352,1,1,2026-08-24T00:00:00.000
353,LTH000353,47,Liberty LogisticsTariffHeading 353,1,1,2026-08-24T00:00:00.000
354,LTH000354,25,Unity LogisticsTariffHeading 354,1,1,2026-08-24T00:00:00.000
355,LTH000355,26,Summit LogisticsTariffHeading 355,1,1,2026-08-24T00:00:00.000
356,LTH000356,34,Riverton LogisticsTariffHeading 356,1,1,2026-08-24T00:00:00.000
357,LTH000357,12,Liberty LogisticsTariffHeading 357,1,1,2026-08-24T00:00:00.000
358,LTH000358,69,Cedar LogisticsTariffHeading 358,1,1,2026-08-24T00:00:00.000
359,LTH000359,60,Unity LogisticsTariffHeading 359,1,1,2026-08-24T00:00:00.000
360,LTH000360,76,Zenith LogisticsTariffHeading 360,1,1,2026-08-24T00:00:00.000
361,LTH000361,7,Delta LogisticsTariffHeading 361,1,1,2026-08-24T00:00:00.000
362,LTH000362,36,Forge LogisticsTariffHeading 362,1,1,2026-08-24T00:00:00.000
363,LTH000363,87,Harbor LogisticsTariffHeading 363,1,1,2026-08-24T00:00:00.000
364,LTH000364,32,Orion LogisticsTariffHeading 364,1,1,2026-08-24T00:00:00.000
365,LTH000365,96,Evergreen LogisticsTariffHeading 365,1,1,2026-08-24T00:00:00.000
366,LTH000366,16,Northstar LogisticsTariffHeading 366,1,1,2026-08-24T00:00:00.000
367,LTH000367,100,Beacon LogisticsTariffHeading 367,1,1,2026-08-24T00:00:00.000
368,LTH000368,56,Liberty LogisticsTariffHeading 368,1,1,2026-08-24T00:00:00.000
369,LTH000369,41,Ion LogisticsTariffHeading 369,1,1,2026-08-24T00:00:00.000
370,LTH000370,48,Northstar LogisticsTariffHeading 370,1,1,2026-08-24T00:00:00.000
371,LTH000371,64,Beacon LogisticsTariffHeading 371,1,1,2026-08-24T00:00:00.000
372,LTH000372,98,Zenith LogisticsTariffHeading 372,1,1,2026-08-24T00:00:00.000
373,LTH000373,60,Ion LogisticsTariffHeading 373,1,1,2026-08-24T00:00:00.000
374,LTH000374,63,Zenith LogisticsTariffHeading 374,1,1,2026-08-24T00:00:00.000
375,LTH000375,1,Northstar LogisticsTariffHeading 375,1,1,2026-08-24T00:00:00.000
376,LTH000376,48,Evergreen LogisticsTariffHeading 376,1,1,2026-08-24T00:00:00.000
377,LTH000377,73,Keystone LogisticsTariffHeading 377,1,1,2026-08-24T00:00:00.000
378,LTH000378,22,Riverton LogisticsTariffHeading 378,1,1,2026-08-24T00:00:00.000
379,LTH000379,75,Orion LogisticsTariffHeading 379,1,1,2026-08-24T00:00:00.000
380,LTH000380,50,Meridian LogisticsTariffHeading 380,1,1,2026-08-24T00:00:00.000
381,LTH000381,42,Meridian LogisticsTariffHeading 381,1,1,2026-08-24T00:00:00.000
382,LTH000382,80,Meridian LogisticsTariffHeading 382,1,1,2026-08-24T00:00:00.000
383,LTH000383,13,Vertex LogisticsTariffHeading 383,1,1,2026-08-24T00:00:00.000
384,LTH000384,24,Granite LogisticsTariffHeading 384,1,1,2026-08-24T00:00:00.000
385,LTH000385,15,Junction LogisticsTariffHeading 385,1,1,2026-08-24T00:00:00.000
386,LTH000386,7,Willow LogisticsTariffHeading 386,1,1,2026-08-24T00:00:00.000
387,LTH000387,75,Junction LogisticsTariffHeading 387,1,1,2026-08-24T00:00:00.000
388,LTH000388,2,Zenith LogisticsTariffHeading 388,1,1,2026-08-24T00:00:00.000
389,LTH000389,58,Zenith LogisticsTariffHeading 389,1,1,2026-08-24T00:00:00.000
390,LTH000390,13,Orion LogisticsTariffHeading 390,1,1,2026-08-24T00:00:00.000
391,LTH000391,76,Harbor LogisticsTariffHeading 391,1,1,2026-08-24T00:00:00.000
392,LTH000392,48,Meridian LogisticsTariffHeading 392,1,1,2026-08-24T00:00:00.000
393,LTH000393,37,Junction LogisticsTariffHeading 393,1,1,2026-08-24T00:00:00.000
394,LTH000394,49,Keystone LogisticsTariffHeading 394,1,1,2026-08-24T00:00:00.000
395,LTH000395,92,Junction LogisticsTariffHeading 395,1,1,2026-08-24T00:00:00.000
396,LTH000396,54,Riverton LogisticsTariffHeading 396,1,1,2026-08-24T00:00:00.000
397,LTH000397,96,Quartz LogisticsTariffHeading 397,1,1,2026-08-24T00:00:00.000
398,LTH000398,68,Harbor LogisticsTariffHeading 398,1,1,2026-08-24T00:00:00.000
399,LTH000399,5,Evergreen LogisticsTariffHeading 399,1,1,2026-08-24T00:00:00.000
400,LTH000400,71,Willow LogisticsTariffHeading 400,1,1,2026-08-24T00:00:00.000
401,LTH000401,45,Liberty LogisticsTariffHeading 401,1,1,2026-08-24T00:00:00.000
402,LTH000402,87,Pioneer LogisticsTariffHeading 402,1,1,2026-08-24T00:00:00.000
403,LTH000403,27,Quartz LogisticsTariffHeading 403,1,1,2026-08-24T00:00:00.000
404,LTH000404,47,Willow LogisticsTariffHeading 404,1,1,2026-08-24T00:00:00.000
405,LTH000405,44,Zenith LogisticsTariffHeading 405,1,1,2026-08-24T00:00:00.000
406,LTH000406,37,Summit LogisticsTariffHeading 406,1,1,2026-08-24T00:00:00.000
407,LTH000407,89,Evergreen LogisticsTariffHeading 407,1,1,2026-08-24T00:00:00.000
408,LTH000408,84,Delta LogisticsTariffHeading 408,1,1,2026-08-24T00:00:00.000
409,LTH000409,39,Pioneer LogisticsTariffHeading 409,1,1,2026-08-24T00:00:00.000
410,LTH000410,71,Ion LogisticsTariffHeading 410,1,1,2026-08-24T00:00:00.000
411,LTH000411,50,Meridian LogisticsTariffHeading 411,1,1,2026-08-24T00:00:00.000
412,LTH000412,47,Orion LogisticsTariffHeading 412,1,1,2026-08-24T00:00:00.000
413,LTH000413,53,Forge LogisticsTariffHeading 413,1,1,2026-08-24T00:00:00.000
414,LTH000414,3,Quartz LogisticsTariffHeading 414,1,1,2026-08-24T00:00:00.000
415,LTH000415,34,Evergreen LogisticsTariffHeading 415,1,1,2026-08-24T00:00:00.000
416,LTH000416,47,Forge LogisticsTariffHeading 416,1,1,2026-08-24T00:00:00.000
417,LTH000417,36,Granite LogisticsTariffHeading 417,1,1,2026-08-24T00:00:00.000
418,LTH000418,23,Northstar LogisticsTariffHeading 418,1,1,2026-08-24T00:00:00.000
419,LTH000419,28,Forge LogisticsTariffHeading 419,1,1,2026-08-24T00:00:00.000
420,LTH000420,87,Vertex LogisticsTariffHeading 420,1,1,2026-08-24T00:00:00.000
421,LTH000421,32,Pioneer LogisticsTariffHeading 421,1,1,2026-08-24T00:00:00.000
422,LTH000422,74,Pioneer LogisticsTariffHeading 422,1,1,2026-08-24T00:00:00.000
423,LTH000423,98,Junction LogisticsTariffHeading 423,1,1,2026-08-24T00:00:00.000
424,LTH000424,29,Keystone LogisticsTariffHeading 424,1,1,2026-08-24T00:00:00.000
425,LTH000425,85,Delta LogisticsTariffHeading 425,1,1,2026-08-24T00:00:00.000
426,LTH000426,6,Unity LogisticsTariffHeading 426,1,1,2026-08-24T00:00:00.000
427,LTH000427,45,Harbor LogisticsTariffHeading 427,1,1,2026-08-24T00:00:00.000
428,LTH000428,25,Atlas LogisticsTariffHeading 428,1,1,2026-08-24T00:00:00.000
429,LTH000429,35,Forge LogisticsTariffHeading 429,1,1,2026-08-24T00:00:00.000
430,LTH000430,30,Forge LogisticsTariffHeading 430,1,1,2026-08-24T00:00:00.000
431,LTH000431,19,Riverton LogisticsTariffHeading 431,1,1,2026-08-24T00:00:00.000
432,LTH000432,32,Meridian LogisticsTariffHeading 432,1,1,2026-08-24T00:00:00.000
433,LTH000433,58,Unity LogisticsTariffHeading 433,1,1,2026-08-24T00:00:00.000
434,LTH000434,12,Ion LogisticsTariffHeading 434,1,1,2026-08-24T00:00:00.000
435,LTH000435,32,Zenith LogisticsTariffHeading 435,1,1,2026-08-24T00:00:00.000
436,LTH000436,4,Unity LogisticsTariffHeading 436,1,1,2026-08-24T00:00:00.000
437,LTH000437,26,Cedar LogisticsTariffHeading 437,1,1,2026-08-24T00:00:00.000
438,LTH000438,60,Atlas LogisticsTariffHeading 438,1,1,2026-08-24T00:00:00.000
439,LTH000439,33,Junction LogisticsTariffHeading 439,1,1,2026-08-24T00:00:00.000
440,LTH000440,18,Titan LogisticsTariffHeading 440,1,1,2026-08-24T00:00:00.000
441,LTH000441,83,Willow LogisticsTariffHeading 441,1,1,2026-08-24T00:00:00.000
442,LTH000442,59,Unity LogisticsTariffHeading 442,1,1,2026-08-24T00:00:00.000
443,LTH000443,71,Ion LogisticsTariffHeading 443,1,1,2026-08-24T00:00:00.000
444,LTH000444,5,Summit LogisticsTariffHeading 444,1,1,2026-08-24T00:00:00.000
445,LTH000445,43,Quartz LogisticsTariffHeading 445,1,1,2026-08-24T00:00:00.000
446,LTH000446,93,Beacon LogisticsTariffHeading 446,1,1,2026-08-24T00:00:00.000
447,LTH000447,81,Delta LogisticsTariffHeading 447,1,1,2026-08-24T00:00:00.000
448,LTH000448,14,Vertex LogisticsTariffHeading 448,1,1,2026-08-24T00:00:00.000
449,LTH000449,53,Orion LogisticsTariffHeading 449,1,1,2026-08-24T00:00:00.000
450,LTH000450,9,Vertex LogisticsTariffHeading 450,1,1,2026-08-24T00:00:00.000
451,LTH000451,71,Quartz LogisticsTariffHeading 451,1,1,2026-08-24T00:00:00.000
452,LTH000452,63,Vertex LogisticsTariffHeading 452,1,1,2026-08-24T00:00:00.000
453,LTH000453,84,Cedar LogisticsTariffHeading 453,1,1,2026-08-24T00:00:00.000
454,LTH000454,80,Junction LogisticsTariffHeading 454,1,1,2026-08-24T00:00:00.000
455,LTH000455,75,Pioneer LogisticsTariffHeading 455,1,1,2026-08-24T00:00:00.000
456,LTH000456,54,Pioneer LogisticsTariffHeading 456,1,1,2026-08-24T00:00:00.000
457,LTH000457,97,Harbor LogisticsTariffHeading 457,1,1,2026-08-24T00:00:00.000
458,LTH000458,16,Summit LogisticsTariffHeading 458,1,1,2026-08-24T00:00:00.000
459,LTH000459,26,Ion LogisticsTariffHeading 459,1,1,2026-08-24T00:00:00.000
460,LTH000460,55,Summit LogisticsTariffHeading 460,1,1,2026-08-24T00:00:00.000
461,LTH000461,18,Willow LogisticsTariffHeading 461,1,1,2026-08-24T00:00:00.000
462,LTH000462,22,Quartz LogisticsTariffHeading 462,1,1,2026-08-24T00:00:00.000
463,LTH000463,59,Zenith LogisticsTariffHeading 463,1,1,2026-08-24T00:00:00.000
464,LTH000464,73,Northstar LogisticsTariffHeading 464,1,1,2026-08-24T00:00:00.000
465,LTH000465,96,Ion LogisticsTariffHeading 465,1,1,2026-08-24T00:00:00.000
466,LTH000466,14,Harbor LogisticsTariffHeading 466,1,1,2026-08-24T00:00:00.000
467,LTH000467,100,Liberty LogisticsTariffHeading 467,1,1,2026-08-24T00:00:00.000
468,LTH000468,87,Keystone LogisticsTariffHeading 468,1,1,2026-08-24T00:00:00.000
469,LTH000469,45,Liberty LogisticsTariffHeading 469,1,1,2026-08-24T00:00:00.000
470,LTH000470,98,Ion LogisticsTariffHeading 470,1,1,2026-08-24T00:00:00.000
471,LTH000471,38,Riverton LogisticsTariffHeading 471,1,1,2026-08-24T00:00:00.000
472,LTH000472,78,Evergreen LogisticsTariffHeading 472,1,1,2026-08-24T00:00:00.000
473,LTH000473,70,Granite LogisticsTariffHeading 473,1,1,2026-08-24T00:00:00.000
474,LTH000474,90,Northstar LogisticsTariffHeading 474,1,1,2026-08-24T00:00:00.000
475,LTH000475,27,Forge LogisticsTariffHeading 475,1,1,2026-08-24T00:00:00.000
476,LTH000476,90,Junction LogisticsTariffHeading 476,1,1,2026-08-24T00:00:00.000
477,LTH000477,10,Orion LogisticsTariffHeading 477,1,1,2026-08-24T00:00:00.000
478,LTH000478,8,Unity LogisticsTariffHeading 478,1,1,2026-08-24T00:00:00.000
479,LTH000479,6,Delta LogisticsTariffHeading 479,1,1,2026-08-24T00:00:00.000
480,LTH000480,100,Quartz LogisticsTariffHeading 480,1,1,2026-08-24T00:00:00.000
481,LTH000481,42,Titan LogisticsTariffHeading 481,1,1,2026-08-24T00:00:00.000
482,LTH000482,99,Beacon LogisticsTariffHeading 482,1,1,2026-08-24T00:00:00.000
483,LTH000483,15,Quartz LogisticsTariffHeading 483,1,1,2026-08-24T00:00:00.000
484,LTH000484,43,Ion LogisticsTariffHeading 484,1,1,2026-08-24T00:00:00.000
485,LTH000485,93,Keystone LogisticsTariffHeading 485,1,1,2026-08-24T00:00:00.000
486,LTH000486,36,Quartz LogisticsTariffHeading 486,1,1,2026-08-24T00:00:00.000
487,LTH000487,81,Ion LogisticsTariffHeading 487,1,1,2026-08-24T00:00:00.000
488,LTH000488,89,Harbor LogisticsTariffHeading 488,1,1,2026-08-24T00:00:00.000
489,LTH000489,90,Zenith LogisticsTariffHeading 489,1,1,2026-08-24T00:00:00.000
490,LTH000490,80,Unity LogisticsTariffHeading 490,1,1,2026-08-24T00:00:00.000
491,LTH000491,86,Granite LogisticsTariffHeading 491,1,1,2026-08-24T00:00:00.000
492,LTH000492,93,Northstar LogisticsTariffHeading 492,1,1,2026-08-24T00:00:00.000
493,LTH000493,69,Summit LogisticsTariffHeading 493,1,1,2026-08-24T00:00:00.000
494,LTH000494,23,Delta LogisticsTariffHeading 494,1,1,2026-08-24T00:00:00.000
495,LTH000495,53,Ion LogisticsTariffHeading 495,1,1,2026-08-24T00:00:00.000
496,LTH000496,72,Atlas LogisticsTariffHeading 496,1,1,2026-08-24T00:00:00.000
497,LTH000497,87,Vertex LogisticsTariffHeading 497,1,1,2026-08-24T00:00:00.000
498,LTH000498,54,Pioneer LogisticsTariffHeading 498,1,1,2026-08-24T00:00:00.000
499,LTH000499,84,Quartz LogisticsTariffHeading 499,1,1,2026-08-24T00:00:00.000
500,LTH000500,55,Unity LogisticsTariffHeading 500,1,1,2026-08-24T00:00:00.000
