QualityCharacteristicTypeKey,QualityCharacteristicTypeCode,QualityCharacteristicGroupKey,QualityCharacteristicTypeName,SourceSystemKey,BatchId,LoadedAtUtc
303,QCT000303,74,Liberty QualityCharacteristicType 303,1,1,2026-08-24T00:00:00.000
304,QCT000304,240,Junction QualityCharacteristicType 304,1,1,2026-08-24T00:00:00.000
305,QCT000305,49,Summit QualityCharacteristicType 305,1,1,2026-08-24T00:00:00.000
306,QCT000306,156,Pioneer QualityCharacteristicType 306,1,1,2026-08-24T00:00:00.000
307,QCT000307,65,Orion QualityCharacteristicType 307,1,1,2026-08-24T00:00:00.000
308,QCT000308,176,Harbor QualityCharacteristicType 308,1,1,2026-08-24T00:00:00.000
309,QCT000309,178,Vertex QualityCharacteristicType 309,1,1,2026-08-24T00:00:00.000
310,QCT000310,109,Forge QualityCharacteristicType 310,1,1,2026-08-24T00:00:00.000
311,QCT000311,209,Beacon QualityCharacteristicType 311,1,1,2026-08-24T00:00:00.000
312,QCT000312,1,Liberty QualityCharacteristicType 312,1,1,2026-08-24T00:00:00.000
313,QCT000313,113,Beacon QualityCharacteristicType 313,1,1,2026-08-24T00:00:00.000
314,QCT000314,72,Harbor QualityCharacteristicType 314,1,1,2026-08-24T00:00:00.000
315,QCT000315,83,Evergreen QualityCharacteristicType 315,1,1,2026-08-24T00:00:00.000
316,QCT000316,146,Atlas QualityCharacteristicType 316,1,1,2026-08-24T00:00:00.000
317,QCT000317,256,Harbor QualityCharacteristicType 317,1,1,2026-08-24T00:00:00.000
318,QCT000318,175,Beacon QualityCharacteristicType 318,1,1,2026-08-24T00:00:00.000
319,QCT000319,153,Cedar QualityCharacteristicType 319,1,1,2026-08-24T00:00:00.000
320,QCT000320,16,Cedar QualityCharacteristicType 320,1,1,2026-08-24T00:00:00.000
321,QCT000321,76,Atlas QualityCharacteristicType 321,1,1,2026-08-24T00:00:00.000
322,QCT000322,178,Summit QualityCharacteristicType 322,1,1,2026-08-24T00:00:00.000
323,QCT000323,252,Cedar QualityCharacteristicType 323,1,1,2026-08-24T00:00:00.000
324,QCT000324,215,Junction QualityCharacteristicType 324,1,1,2026-08-24T00:00:00.000
325,QCT000325,16,Orion QualityCharacteristicType 325,1,1,2026-08-24T00:00:00.000
326,QCT000326,181,Quartz QualityCharacteristicType 326,1,1,2026-08-24T00:00:00.000
327,QCT000327,225,Junction QualityCharacteristicType 327,1,1,2026-08-24T00:00:00.000
328,QCT000328,242,Vertex QualityCharacteristicType 328,1,1,2026-08-24T00:00:00.000
329,QCT000329,256,Willow QualityCharacteristicType 329,1,1,2026-08-24T00:00:00.000
330,QCT000330,120,Harbor QualityCharacteristicType 330,1,1,2026-08-24T00:00:00.000
331,QCT000331,240,Liberty QualityCharacteristicType 331,1,1,2026-08-24T00:00:00.000
332,QCT000332,211,Titan QualityCharacteristicType 332,1,1,2026-08-24T00:00:00.000
333,QCT000333,218,Vertex QualityCharacteristicType 333,1,1,2026-08-24T00:00:00.000
334,QCT000334,134,Pioneer QualityCharacteristicType 334,1,1,2026-08-24T00:00:00.000
335,QCT000335,39,Vertex QualityCharacteristicType 335,1,1,2026-08-24T00:00:00.000
336,QCT000336,154,Harbor QualityCharacteristicType 336,1,1,2026-08-24T00:00:00.000
337,QCT000337,82,Zenith QualityCharacteristicType 337,1,1,2026-08-24T00:00:00.000
338,QCT000338,249,Unity QualityCharacteristicType 338,1,1,2026-08-24T00:00:00.000
339,QCT000339,161,Delta QualityCharacteristicType 339,1,1,2026-08-24T00:00:00.000
340,QCT000340,93,Willow QualityCharacteristicType 340,1,1,2026-08-24T00:00:00.000
341,QCT000341,21,Quartz QualityCharacteristicType 341,1,1,2026-08-24T00:00:00.000
342,QCT000342,146,Granite QualityCharacteristicType 342,1,1,2026-08-24T00:00:00.000
343,QCT000343,156,Keystone QualityCharacteristicType 343,1,1,2026-08-24T00:00:00.000
344,QCT000344,25,Quartz QualityCharacteristicType 344,1,1,2026-08-24T00:00:00.000
345,QCT000345,87,Quartz QualityCharacteristicType 345,1,1,2026-08-24T00:00:00.000
346,QCT000346,68,Granite QualityCharacteristicType 346,1,1,2026-08-24T00:00:00.000
347,QCT000347,246,Ion QualityCharacteristicType 347,1,1,2026-08-24T00:00:00.000
348,QCT000348,156,Northstar QualityCharacteristicType 348,1,1,2026-08-24T00:00:00.000
349,QCT000349,216,Atlas QualityCharacteristicType 349,1,1,2026-08-24T00:00:00.000
350,QCT000350,2,Pioneer QualityCharacteristicType 350,1,1,2026-08-24T00:00:00.000
351,QCT000351,17,Northstar QualityCharacteristicType 351,1,1,2026-08-24T00:00:00.000
352,QCT000352,15,Orion QualityCharacteristicType 352,1,1,2026-08-24T00:00:00.000
353,QCT000353,228,Vertex QualityCharacteristicType 353,1,1,2026-08-24T00:00:00.000
354,QCT000354,145,Keystone QualityCharacteristicType 354,1,1,2026-08-24T00:00:00.000
355,QCT000355,143,Beacon QualityCharacteristicType 355,1,1,2026-08-24T00:00:00.000
356,QCT000356,15,Zenith QualityCharacteristicType 356,1,1,2026-08-24T00:00:00.000
357,QCT000357,114,Unity QualityCharacteristicType 357,1,1,2026-08-24T00:00:00.000
358,QCT000358,77,Quartz QualityCharacteristicType 358,1,1,2026-08-24T00:00:00.000
359,QCT000359,125,Willow QualityCharacteristicType 359,1,1,2026-08-24T00:00:00.000
360,QCT000360,11,Forge QualityCharacteristicType 360,1,1,2026-08-24T00:00:00.000
361,QCT000361,227,Keystone QualityCharacteristicType 361,1,1,2026-08-24T00:00:00.000
362,QCT000362,11,Riverton QualityCharacteristicType 362,1,1,2026-08-24T00:00:00.000
363,QCT000363,178,Vertex QualityCharacteristicType 363,1,1,2026-08-24T00:00:00.000
364,QCT000364,201,Unity QualityCharacteristicType 364,1,1,2026-08-24T00:00:00.000
365,QCT000365,241,Granite QualityCharacteristicType 365,1,1,2026-08-24T00:00:00.000
366,QCT000366,257,Beacon QualityCharacteristicType 366,1,1,2026-08-24T00:00:00.000
367,QCT000367,17,Cedar QualityCharacteristicType 367,1,1,2026-08-24T00:00:00.000
368,QCT000368,133,Ion QualityCharacteristicType 368,1,1,2026-08-24T00:00:00.000
369,QCT000369,198,Titan QualityCharacteristicType 369,1,1,2026-08-24T00:00:00.000
370,QCT000370,31,Pioneer QualityCharacteristicType 370,1,1,2026-08-24T00:00:00.000
371,QCT000371,205,Forge QualityCharacteristicType 371,1,1,2026-08-24T00:00:00.000
372,QCT000372,158,Liberty QualityCharacteristicType 372,1,1,2026-08-24T00:00:00.000
373,QCT000373,201,Granite QualityCharacteristicType 373,1,1,2026-08-24T00:00:00.000
374,QCT000374,115,Vertex QualityCharacteristicType 374,1,1,2026-08-24T00:00:00.000
375,QCT000375,139,Summit QualityCharacteristicType 375,1,1,2026-08-24T00:00:00.000
376,QCT000376,190,Northstar QualityCharacteristicType 376,1,1,2026-08-24T00:00:00.000
377,QCT000377,36,Riverton QualityCharacteristicType 377,1,1,2026-08-24T00:00:00.000
378,QCT000378,35,Vertex QualityCharacteristicType 378,1,1,2026-08-24T00:00:00.000
379,QCT000379,99,Junction QualityCharacteristicType 379,1,1,2026-08-24T00:00:00.000
380,QCT000380,154,Ion QualityCharacteristicType 380,1,1,2026-08-24T00:00:00.000
381,QCT000381,15,Junction QualityCharacteristicType 381,1,1,2026-08-24T00:00:00.000
382,QCT000382,8,Atlas QualityCharacteristicType 382,1,1,2026-08-24T00:00:00.000
383,QCT000383,135,Granite QualityCharacteristicType 383,1,1,2026-08-24T00:00:00.000
384,QCT000384,203,Harbor QualityCharacteristicType 384,1,1,2026-08-24T00:00:00.000
385,QCT000385,103,Zenith QualityCharacteristicType 385,1,1,2026-08-24T00:00:00.000
386,QCT000386,102,Summit QualityCharacteristicType 386,1,1,2026-08-24T00:00:00.000
387,QCT000387,180,Northstar QualityCharacteristicType 387,1,1,2026-08-24T00:00:00.000
388,QCT000388,84,Delta QualityCharacteristicType 388,1,1,2026-08-24T00:00:00.000
389,QCT000389,178,Vertex QualityCharacteristicType 389,1,1,2026-08-24T00:00:00.000
390,QCT000390,89,Willow QualityCharacteristicType 390,1,1,2026-08-24T00:00:00.000
391,QCT000391,91,Vertex QualityCharacteristicType 391,1,1,2026-08-24T00:00:00.000
392,QCT000392,135,Summit QualityCharacteristicType 392,1,1,2026-08-24T00:00:00.000
393,QCT000393,108,Keystone QualityCharacteristicType 393,1,1,2026-08-24T00:00:00.000
394,QCT000394,195,Harbor QualityCharacteristicType 394,1,1,2026-08-24T00:00:00.000
395,QCT000395,234,Orion QualityCharacteristicType 395,1,1,2026-08-24T00:00:00.000
396,QCT000396,197,Ion QualityCharacteristicType 396,1,1,2026-08-24T00:00:00.000
397,QCT000397,242,Zenith QualityCharacteristicType 397,1,1,2026-08-24T00:00:00.000
398,QCT000398,260,Delta QualityCharacteristicType 398,1,1,2026-08-24T00:00:00.000
399,QCT000399,199,Titan QualityCharacteristicType 399,1,1,2026-08-24T00:00:00.000
400,QCT000400,243,Cedar QualityCharacteristicType 400,1,1,2026-08-24T00:00:00.000
401,QCT000401,109,Beacon QualityCharacteristicType 401,1,1,2026-08-24T00:00:00.000
402,QCT000402,85,Evergreen QualityCharacteristicType 402,1,1,2026-08-24T00:00:00.000
403,QCT000403,255,Meridian QualityCharacteristicType 403,1,1,2026-08-24T00:00:00.000
404,QCT000404,76,Harbor QualityCharacteristicType 404,1,1,2026-08-24T00:00:00.000
405,QCT000405,8,Forge QualityCharacteristicType 405,1,1,2026-08-24T00:00:00.000
406,QCT000406,96,Granite QualityCharacteristicType 406,1,1,2026-08-24T00:00:00.000
407,QCT000407,102,Willow QualityCharacteristicType 407,1,1,2026-08-24T00:00:00.000
408,QCT000408,229,Northstar QualityCharacteristicType 408,1,1,2026-08-24T00:00:00.000
409,QCT000409,66,Cedar QualityCharacteristicType 409,1,1,2026-08-24T00:00:00.000
410,QCT000410,122,Beacon QualityCharacteristicType 410,1,1,2026-08-24T00:00:00.000
411,QCT000411,156,Quartz QualityCharacteristicType 411,1,1,2026-08-24T00:00:00.000
412,QCT000412,183,Junction QualityCharacteristicType 412,1,1,2026-08-24T00:00:00.000
413,QCT000413,195,Forge QualityCharacteristicType 413,1,1,2026-08-24T00:00:00.000
414,QCT000414,69,Zenith QualityCharacteristicType 414,1,1,2026-08-24T00:00:00.000
415,QCT000415,11,Evergreen QualityCharacteristicType 415,1,1,2026-08-24T00:00:00.000
416,QCT000416,220,Titan QualityCharacteristicType 416,1,1,2026-08-24T00:00:00.000
417,QCT000417,173,Riverton QualityCharacteristicType 417,1,1,2026-08-24T00:00:00.000
418,QCT000418,228,Northstar QualityCharacteristicType 418,1,1,2026-08-24T00:00:00.000
419,QCT000419,238,Atlas QualityCharacteristicType 419,1,1,2026-08-24T00:00:00.000
420,QCT000420,169,Meridian QualityCharacteristicType 420,1,1,2026-08-24T00:00:00.000
421,QCT000421,47,Granite QualityCharacteristicType 421,1,1,2026-08-24T00:00:00.000
422,QCT000422,47,Evergreen QualityCharacteristicType 422,1,1,2026-08-24T00:00:00.000
423,QCT000423,247,Evergreen QualityCharacteristicType 423,1,1,2026-08-24T00:00:00.000
424,QCT000424,176,Junction QualityCharacteristicType 424,1,1,2026-08-24T00:00:00.000
425,QCT000425,124,Atlas QualityCharacteristicType 425,1,1,2026-08-24T00:00:00.000
426,QCT000426,4,Willow QualityCharacteristicType 426,1,1,2026-08-24T00:00:00.000
427,QCT000427,236,Titan QualityCharacteristicType 427,1,1,2026-08-24T00:00:00.000
428,QCT000428,56,Junction QualityCharacteristicType 428,1,1,2026-08-24T00:00:00.000
429,QCT000429,109,Evergreen QualityCharacteristicType 429,1,1,2026-08-24T00:00:00.000
430,QCT000430,87,Harbor QualityCharacteristicType 430,1,1,2026-08-24T00:00:00.000
431,QCT000431,222,Atlas QualityCharacteristicType 431,1,1,2026-08-24T00:00:00.000
432,QCT000432,180,Cedar QualityCharacteristicType 432,1,1,2026-08-24T00:00:00.000
433,QCT000433,40,Unity QualityCharacteristicType 433,1,1,2026-08-24T00:00:00.000
434,QCT000434,217,Ion QualityCharacteristicType 434,1,1,2026-08-24T00:00:00.000
435,QCT000435,19,Meridian QualityCharacteristicType 435,1,1,2026-08-24T00:00:00.000
436,QCT000436,34,Zenith QualityCharacteristicType 436,1,1,2026-08-24T00:00:00.000
437,QCT000437,231,Willow QualityCharacteristicType 437,1,1,2026-08-24T00:00:00.000
438,QCT000438,82,Beacon QualityCharacteristicType 438,1,1,2026-08-24T00:00:00.000
439,QCT000439,216,Beacon QualityCharacteristicType 439,1,1,2026-08-24T00:00:00.000
440,QCT000440,103,Ion QualityCharacteristicType 440,1,1,2026-08-24T00:00:00.000
441,QCT000441,186,Ion QualityCharacteristicType 441,1,1,2026-08-24T00:00:00.000
442,QCT000442,156,Titan QualityCharacteristicType 442,1,1,2026-08-24T00:00:00.000
443,QCT000443,256,Zenith QualityCharacteristicType 443,1,1,2026-08-24T00:00:00.000
444,QCT000444,162,Evergreen QualityCharacteristicType 444,1,1,2026-08-24T00:00:00.000
445,QCT000445,250,Quartz QualityCharacteristicType 445,1,1,2026-08-24T00:00:00.000
446,QCT000446,138,Meridian QualityCharacteristicType 446,1,1,2026-08-24T00:00:00.000
447,QCT000447,132,Beacon QualityCharacteristicType 447,1,1,2026-08-24T00:00:00.000
448,QCT000448,74,Willow QualityCharacteristicType 448,1,1,2026-08-24T00:00:00.000
449,QCT000449,176,Titan QualityCharacteristicType 449,1,1,2026-08-24T00:00:00.000
450,QCT000450,1,Junction QualityCharacteristicType 450,1,1,2026-08-24T00:00:00.000
451,QCT000451,38,Orion QualityCharacteristicType 451,1,1,2026-08-24T00:00:00.000
452,QCT000452,73,Pioneer QualityCharacteristicType 452,1,1,2026-08-24T00:00:00.000
453,QCT000453,249,Liberty QualityCharacteristicType 453,1,1,2026-08-24T00:00:00.000
454,QCT000454,49,Ion QualityCharacteristicType 454,1,1,2026-08-24T00:00:00.000
455,QCT000455,116,Titan QualityCharacteristicType 455,1,1,2026-08-24T00:00:00.000
456,QCT000456,181,Keystone QualityCharacteristicType 456,1,1,2026-08-24T00:00:00.000
457,QCT000457,102,Harbor QualityCharacteristicType 457,1,1,2026-08-24T00:00:00.000
458,QCT000458,93,Willow QualityCharacteristicType 458,1,1,2026-08-24T00:00:00.000
459,QCT000459,25,Atlas QualityCharacteristicType 459,1,1,2026-08-24T00:00:00.000
460,QCT000460,68,Quartz QualityCharacteristicType 460,1,1,2026-08-24T00:00:00.000
461,QCT000461,79,Pioneer QualityCharacteristicType 461,1,1,2026-08-24T00:00:00.000
462,QCT000462,143,Unity QualityCharacteristicType 462,1,1,2026-08-24T00:00:00.000
463,QCT000463,229,Beacon QualityCharacteristicType 463,1,1,2026-08-24T00:00:00.000
464,QCT000464,207,Cedar QualityCharacteristicType 464,1,1,2026-08-24T00:00:00.000
465,QCT000465,78,Titan QualityCharacteristicType 465,1,1,2026-08-24T00:00:00.000
466,QCT000466,222,Orion QualityCharacteristicType 466,1,1,2026-08-24T00:00:00.000
467,QCT000467,158,Ion QualityCharacteristicType 467,1,1,2026-08-24T00:00:00.000
468,QCT000468,95,Granite QualityCharacteristicType 468,1,1,2026-08-24T00:00:00.000
469,QCT000469,69,Cedar QualityCharacteristicType 469,1,1,2026-08-24T00:00:00.000
470,QCT000470,79,Unity QualityCharacteristicType 470,1,1,2026-08-24T00:00:00.000
471,QCT000471,240,Junction QualityCharacteristicType 471,1,1,2026-08-24T00:00:00.000
472,QCT000472,124,Summit QualityCharacteristicType 472,1,1,2026-08-24T00:00:00.000
473,QCT000473,222,Harbor QualityCharacteristicType 473,1,1,2026-08-24T00:00:00.000
474,QCT000474,203,Willow QualityCharacteristicType 474,1,1,2026-08-24T00:00:00.000
475,QCT000475,225,Beacon QualityCharacteristicType 475,1,1,2026-08-24T00:00:00.000
476,QCT000476,74,Liberty QualityCharacteristicType 476,1,1,2026-08-24T00:00:00.000
477,QCT000477,122,Forge QualityCharacteristicType 477,1,1,2026-08-24T00:00:00.000
478,QCT000478,191,Evergreen QualityCharacteristicType 478,1,1,2026-08-24T00:00:00.000
479,QCT000479,20,Liberty QualityCharacteristicType 479,1,1,2026-08-24T00:00:00.000
480,QCT000480,67,Zenith QualityCharacteristicType 480,1,1,2026-08-24T00:00:00.000
481,QCT000481,63,Keystone QualityCharacteristicType 481,1,1,2026-08-24T00:00:00.000
482,QCT000482,187,Beacon QualityCharacteristicType 482,1,1,2026-08-24T00:00:00.000
483,QCT000483,111,Cedar QualityCharacteristicType 483,1,1,2026-08-24T00:00:00.000
484,QCT000484,130,Keystone QualityCharacteristicType 484,1,1,2026-08-24T00:00:00.000
485,QCT000485,169,Summit QualityCharacteristicType 485,1,1,2026-08-24T00:00:00.000
486,QCT000486,20,Harbor QualityCharacteristicType 486,1,1,2026-08-24T00:00:00.000
487,QCT000487,50,Junction QualityCharacteristicType 487,1,1,2026-08-24T00:00:00.000
488,QCT000488,175,Riverton QualityCharacteristicType 488,1,1,2026-08-24T00:00:00.000
489,QCT000489,215,Zenith QualityCharacteristicType 489,1,1,2026-08-24T00:00:00.000
490,QCT000490,74,Atlas QualityCharacteristicType 490,1,1,2026-08-24T00:00:00.000
491,QCT000491,148,Forge QualityCharacteristicType 491,1,1,2026-08-24T00:00:00.000
492,QCT000492,105,Northstar QualityCharacteristicType 492,1,1,2026-08-24T00:00:00.000
493,QCT000493,114,Quartz QualityCharacteristicType 493,1,1,2026-08-24T00:00:00.000
494,QCT000494,94,Liberty QualityCharacteristicType 494,1,1,2026-08-24T00:00:00.000
495,QCT000495,80,Harbor QualityCharacteristicType 495,1,1,2026-08-24T00:00:00.000
496,QCT000496,151,Beacon QualityCharacteristicType 496,1,1,2026-08-24T00:00:00.000
497,QCT000497,216,Titan QualityCharacteristicType 497,1,1,2026-08-24T00:00:00.000
498,QCT000498,145,Willow QualityCharacteristicType 498,1,1,2026-08-24T00:00:00.000
499,QCT000499,245,Cedar QualityCharacteristicType 499,1,1,2026-08-24T00:00:00.000
500,QCT000500,208,Orion QualityCharacteristicType 500,1,1,2026-08-24T00:00:00.000
