EnergySubmeterZoneKey,EnergySubmeterZoneCode,EnergyUtilityCircuitKey,EnergySubmeterZoneName,SourceSystemKey,BatchId,LoadedAtUtc
296,ESZ000296,3,Keystone EnergySubmeterZone 296,1,1,2026-08-24T00:00:00.000
297,ESZ000297,449,Zenith EnergySubmeterZone 297,1,1,2026-08-24T00:00:00.000
298,ESZ000298,156,Forge EnergySubmeterZone 298,1,1,2026-08-24T00:00:00.000
299,ESZ000299,335,Harbor EnergySubmeterZone 299,1,1,2026-08-24T00:00:00.000
300,ESZ000300,15,Titan EnergySubmeterZone 300,1,1,2026-08-24T00:00:00.000
301,ESZ000301,259,Cedar EnergySubmeterZone 301,1,1,2026-08-24T00:00:00.000
302,ESZ000302,232,Junction EnergySubmeterZone 302,1,1,2026-08-24T00:00:00.000
303,ESZ000303,218,Keystone EnergySubmeterZone 303,1,1,2026-08-24T00:00:00.000
304,ESZ000304,76,Meridian EnergySubmeterZone 304,1,1,2026-08-24T00:00:00.000
305,ESZ000305,319,Atlas EnergySubmeterZone 305,1,1,2026-08-24T00:00:00.000
306,ESZ000306,22,Ion EnergySubmeterZone 306,1,1,2026-08-24T00:00:00.000
307,ESZ000307,60,Granite EnergySubmeterZone 307,1,1,2026-08-24T00:00:00.000
308,ESZ000308,234,Orion EnergySubmeterZone 308,1,1,2026-08-24T00:00:00.000
309,ESZ000309,370,Titan EnergySubmeterZone 309,1,1,2026-08-24T00:00:00.000
310,ESZ000310,121,Willow EnergySubmeterZone 310,1,1,2026-08-24T00:00:00.000
311,ESZ000311,299,Titan EnergySubmeterZone 311,1,1,2026-08-24T00:00:00.000
312,ESZ000312,381,Vertex EnergySubmeterZone 312,1,1,2026-08-24T00:00:00.000
313,ESZ000313,286,Orion EnergySubmeterZone 313,1,1,2026-08-24T00:00:00.000
314,ESZ000314,345,Ion EnergySubmeterZone 314,1,1,2026-08-24T00:00:00.000
315,ESZ000315,472,Keystone EnergySubmeterZone 315,1,1,2026-08-24T00:00:00.000
316,ESZ000316,163,Willow EnergySubmeterZone 316,1,1,2026-08-24T00:00:00.000
317,ESZ000317,174,Keystone EnergySubmeterZone 317,1,1,2026-08-24T00:00:00.000
318,ESZ000318,371,Liberty EnergySubmeterZone 318,1,1,2026-08-24T00:00:00.000
319,ESZ000319,80,Orion EnergySubmeterZone 319,1,1,2026-08-24T00:00:00.000
320,ESZ000320,380,Forge EnergySubmeterZone 320,1,1,2026-08-24T00:00:00.000
321,ESZ000321,206,Harbor EnergySubmeterZone 321,1,1,2026-08-24T00:00:00.000
322,ESZ000322,213,Unity EnergySubmeterZone 322,1,1,2026-08-24T00:00:00.000
323,ESZ000323,322,Quartz EnergySubmeterZone 323,1,1,2026-08-24T00:00:00.000
324,ESZ000324,137,Junction EnergySubmeterZone 324,1,1,2026-08-24T00:00:00.000
325,ESZ000325,171,Junction EnergySubmeterZone 325,1,1,2026-08-24T00:00:00.000
326,ESZ000326,74,Delta EnergySubmeterZone 326,1,1,2026-08-24T00:00:00.000
327,ESZ000327,401,Delta EnergySubmeterZone 327,1,1,2026-08-24T00:00:00.000
328,ESZ000328,245,Northstar EnergySubmeterZone 328,1,1,2026-08-24T00:00:00.000
329,ESZ000329,314,Cedar EnergySubmeterZone 329,1,1,2026-08-24T00:00:00.000
330,ESZ000330,219,Willow EnergySubmeterZone 330,1,1,2026-08-24T00:00:00.000
331,ESZ000331,386,Pioneer EnergySubmeterZone 331,1,1,2026-08-24T00:00:00.000
332,ESZ000332,104,Beacon EnergySubmeterZone 332,1,1,2026-08-24T00:00:00.000
333,ESZ000333,410,Zenith EnergySubmeterZone 333,1,1,2026-08-24T00:00:00.000
334,ESZ000334,293,Unity EnergySubmeterZone 334,1,1,2026-08-24T00:00:00.000
335,ESZ000335,224,Northstar EnergySubmeterZone 335,1,1,2026-08-24T00:00:00.000
336,ESZ000336,211,Northstar EnergySubmeterZone 336,1,1,2026-08-24T00:00:00.000
337,ESZ000337,321,Quartz EnergySubmeterZone 337,1,1,2026-08-24T00:00:00.000
338,ESZ000338,78,Harbor EnergySubmeterZone 338,1,1,2026-08-24T00:00:00.000
339,ESZ000339,178,Liberty EnergySubmeterZone 339,1,1,2026-08-24T00:00:00.000
340,ESZ000340,21,Beacon EnergySubmeterZone 340,1,1,2026-08-24T00:00:00.000
341,ESZ000341,17,Delta EnergySubmeterZone 341,1,1,2026-08-24T00:00:00.000
342,ESZ000342,240,Cedar EnergySubmeterZone 342,1,1,2026-08-24T00:00:00.000
343,ESZ000343,449,Summit EnergySubmeterZone 343,1,1,2026-08-24T00:00:00.000
344,ESZ000344,153,Willow EnergySubmeterZone 344,1,1,2026-08-24T00:00:00.000
345,ESZ000345,23,Delta EnergySubmeterZone 345,1,1,2026-08-24T00:00:00.000
346,ESZ000346,292,Liberty EnergySubmeterZone 346,1,1,2026-08-24T00:00:00.000
347,ESZ000347,297,Junction EnergySubmeterZone 347,1,1,2026-08-24T00:00:00.000
348,ESZ000348,32,Delta EnergySubmeterZone 348,1,1,2026-08-24T00:00:00.000
349,ESZ000349,95,Beacon EnergySubmeterZone 349,1,1,2026-08-24T00:00:00.000
350,ESZ000350,470,Junction EnergySubmeterZone 350,1,1,2026-08-24T00:00:00.000
351,ESZ000351,368,Harbor EnergySubmeterZone 351,1,1,2026-08-24T00:00:00.000
352,ESZ000352,288,Liberty EnergySubmeterZone 352,1,1,2026-08-24T00:00:00.000
353,ESZ000353,401,Vertex EnergySubmeterZone 353,1,1,2026-08-24T00:00:00.000
354,ESZ000354,233,Granite EnergySubmeterZone 354,1,1,2026-08-24T00:00:00.000
355,ESZ000355,285,Unity EnergySubmeterZone 355,1,1,2026-08-24T00:00:00.000
356,ESZ000356,199,Vertex EnergySubmeterZone 356,1,1,2026-08-24T00:00:00.000
357,ESZ000357,95,Meridian EnergySubmeterZone 357,1,1,2026-08-24T00:00:00.000
358,ESZ000358,282,Pioneer EnergySubmeterZone 358,1,1,2026-08-24T00:00:00.000
359,ESZ000359,358,Junction EnergySubmeterZone 359,1,1,2026-08-24T00:00:00.000
360,ESZ000360,251,Liberty EnergySubmeterZone 360,1,1,2026-08-24T00:00:00.000
361,ESZ000361,404,Vertex EnergySubmeterZone 361,1,1,2026-08-24T00:00:00.000
362,ESZ000362,353,Forge EnergySubmeterZone 362,1,1,2026-08-24T00:00:00.000
363,ESZ000363,484,Atlas EnergySubmeterZone 363,1,1,2026-08-24T00:00:00.000
364,ESZ000364,364,Beacon EnergySubmeterZone 364,1,1,2026-08-24T00:00:00.000
365,ESZ000365,87,Riverton EnergySubmeterZone 365,1,1,2026-08-24T00:00:00.000
366,ESZ000366,322,Riverton EnergySubmeterZone 366,1,1,2026-08-24T00:00:00.000
367,ESZ000367,458,Summit EnergySubmeterZone 367,1,1,2026-08-24T00:00:00.000
368,ESZ000368,361,Northstar EnergySubmeterZone 368,1,1,2026-08-24T00:00:00.000
369,ESZ000369,42,Granite EnergySubmeterZone 369,1,1,2026-08-24T00:00:00.000
370,ESZ000370,96,Orion EnergySubmeterZone 370,1,1,2026-08-24T00:00:00.000
371,ESZ000371,500,Harbor EnergySubmeterZone 371,1,1,2026-08-24T00:00:00.000
372,ESZ000372,123,Titan EnergySubmeterZone 372,1,1,2026-08-24T00:00:00.000
373,ESZ000373,124,Ion EnergySubmeterZone 373,1,1,2026-08-24T00:00:00.000
374,ESZ000374,420,Forge EnergySubmeterZone 374,1,1,2026-08-24T00:00:00.000
375,ESZ000375,201,Granite EnergySubmeterZone 375,1,1,2026-08-24T00:00:00.000
376,ESZ000376,53,Northstar EnergySubmeterZone 376,1,1,2026-08-24T00:00:00.000
377,ESZ000377,371,Junction EnergySubmeterZone 377,1,1,2026-08-24T00:00:00.000
378,ESZ000378,387,Atlas EnergySubmeterZone 378,1,1,2026-08-24T00:00:00.000
379,ESZ000379,20,Titan EnergySubmeterZone 379,1,1,2026-08-24T00:00:00.000
380,ESZ000380,26,Vertex EnergySubmeterZone 380,1,1,2026-08-24T00:00:00.000
381,ESZ000381,314,Willow EnergySubmeterZone 381,1,1,2026-08-24T00:00:00.000
382,ESZ000382,272,Pioneer EnergySubmeterZone 382,1,1,2026-08-24T00:00:00.000
383,ESZ000383,383,Vertex EnergySubmeterZone 383,1,1,2026-08-24T00:00:00.000
384,ESZ000384,43,Ion EnergySubmeterZone 384,1,1,2026-08-24T00:00:00.000
385,ESZ000385,104,Pioneer EnergySubmeterZone 385,1,1,2026-08-24T00:00:00.000
386,ESZ000386,216,Evergreen EnergySubmeterZone 386,1,1,2026-08-24T00:00:00.000
387,ESZ000387,343,Granite EnergySubmeterZone 387,1,1,2026-08-24T00:00:00.000
388,ESZ000388,224,Quartz EnergySubmeterZone 388,1,1,2026-08-24T00:00:00.000
389,ESZ000389,244,Delta EnergySubmeterZone 389,1,1,2026-08-24T00:00:00.000
390,ESZ000390,25,Forge EnergySubmeterZone 390,1,1,2026-08-24T00:00:00.000
391,ESZ000391,399,Pioneer EnergySubmeterZone 391,1,1,2026-08-24T00:00:00.000
392,ESZ000392,314,Beacon EnergySubmeterZone 392,1,1,2026-08-24T00:00:00.000
393,ESZ000393,39,Junction EnergySubmeterZone 393,1,1,2026-08-24T00:00:00.000
394,ESZ000394,170,Harbor EnergySubmeterZone 394,1,1,2026-08-24T00:00:00.000
395,ESZ000395,443,Meridian EnergySubmeterZone 395,1,1,2026-08-24T00:00:00.000
396,ESZ000396,250,Liberty EnergySubmeterZone 396,1,1,2026-08-24T00:00:00.000
397,ESZ000397,168,Orion EnergySubmeterZone 397,1,1,2026-08-24T00:00:00.000
398,ESZ000398,38,Atlas EnergySubmeterZone 398,1,1,2026-08-24T00:00:00.000
399,ESZ000399,497,Forge EnergySubmeterZone 399,1,1,2026-08-24T00:00:00.000
400,ESZ000400,211,Cedar EnergySubmeterZone 400,1,1,2026-08-24T00:00:00.000
401,ESZ000401,38,Willow EnergySubmeterZone 401,1,1,2026-08-24T00:00:00.000
402,ESZ000402,25,Riverton EnergySubmeterZone 402,1,1,2026-08-24T00:00:00.000
403,ESZ000403,423,Atlas EnergySubmeterZone 403,1,1,2026-08-24T00:00:00.000
404,ESZ000404,85,Zenith EnergySubmeterZone 404,1,1,2026-08-24T00:00:00.000
405,ESZ000405,352,Quartz EnergySubmeterZone 405,1,1,2026-08-24T00:00:00.000
406,ESZ000406,433,Titan EnergySubmeterZone 406,1,1,2026-08-24T00:00:00.000
407,ESZ000407,86,Harbor EnergySubmeterZone 407,1,1,2026-08-24T00:00:00.000
408,ESZ000408,6,Ion EnergySubmeterZone 408,1,1,2026-08-24T00:00:00.000
409,ESZ000409,488,Zenith EnergySubmeterZone 409,1,1,2026-08-24T00:00:00.000
410,ESZ000410,60,Junction EnergySubmeterZone 410,1,1,2026-08-24T00:00:00.000
411,ESZ000411,388,Forge EnergySubmeterZone 411,1,1,2026-08-24T00:00:00.000
412,ESZ000412,256,Ion EnergySubmeterZone 412,1,1,2026-08-24T00:00:00.000
413,ESZ000413,241,Keystone EnergySubmeterZone 413,1,1,2026-08-24T00:00:00.000
414,ESZ000414,225,Meridian EnergySubmeterZone 414,1,1,2026-08-24T00:00:00.000
415,ESZ000415,73,Unity EnergySubmeterZone 415,1,1,2026-08-24T00:00:00.000
416,ESZ000416,127,Pioneer EnergySubmeterZone 416,1,1,2026-08-24T00:00:00.000
417,ESZ000417,397,Granite EnergySubmeterZone 417,1,1,2026-08-24T00:00:00.000
418,ESZ000418,500,Delta EnergySubmeterZone 418,1,1,2026-08-24T00:00:00.000
419,ESZ000419,279,Riverton EnergySubmeterZone 419,1,1,2026-08-24T00:00:00.000
420,ESZ000420,397,Pioneer EnergySubmeterZone 420,1,1,2026-08-24T00:00:00.000
421,ESZ000421,306,Titan EnergySubmeterZone 421,1,1,2026-08-24T00:00:00.000
422,ESZ000422,114,Orion EnergySubmeterZone 422,1,1,2026-08-24T00:00:00.000
423,ESZ000423,269,Quartz EnergySubmeterZone 423,1,1,2026-08-24T00:00:00.000
424,ESZ000424,330,Northstar EnergySubmeterZone 424,1,1,2026-08-24T00:00:00.000
425,ESZ000425,452,Summit EnergySubmeterZone 425,1,1,2026-08-24T00:00:00.000
426,ESZ000426,265,Zenith EnergySubmeterZone 426,1,1,2026-08-24T00:00:00.000
427,ESZ000427,187,Summit EnergySubmeterZone 427,1,1,2026-08-24T00:00:00.000
428,ESZ000428,333,Riverton EnergySubmeterZone 428,1,1,2026-08-24T00:00:00.000
429,ESZ000429,426,Harbor EnergySubmeterZone 429,1,1,2026-08-24T00:00:00.000
430,ESZ000430,292,Forge EnergySubmeterZone 430,1,1,2026-08-24T00:00:00.000
431,ESZ000431,10,Delta EnergySubmeterZone 431,1,1,2026-08-24T00:00:00.000
432,ESZ000432,288,Orion EnergySubmeterZone 432,1,1,2026-08-24T00:00:00.000
433,ESZ000433,200,Atlas EnergySubmeterZone 433,1,1,2026-08-24T00:00:00.000
434,ESZ000434,136,Harbor EnergySubmeterZone 434,1,1,2026-08-24T00:00:00.000
435,ESZ000435,354,Vertex EnergySubmeterZone 435,1,1,2026-08-24T00:00:00.000
436,ESZ000436,337,Meridian EnergySubmeterZone 436,1,1,2026-08-24T00:00:00.000
437,ESZ000437,202,Liberty EnergySubmeterZone 437,1,1,2026-08-24T00:00:00.000
438,ESZ000438,164,Harbor EnergySubmeterZone 438,1,1,2026-08-24T00:00:00.000
439,ESZ000439,491,Northstar EnergySubmeterZone 439,1,1,2026-08-24T00:00:00.000
440,ESZ000440,410,Junction EnergySubmeterZone 440,1,1,2026-08-24T00:00:00.000
441,ESZ000441,310,Ion EnergySubmeterZone 441,1,1,2026-08-24T00:00:00.000
442,ESZ000442,98,Riverton EnergySubmeterZone 442,1,1,2026-08-24T00:00:00.000
443,ESZ000443,478,Keystone EnergySubmeterZone 443,1,1,2026-08-24T00:00:00.000
444,ESZ000444,274,Cedar EnergySubmeterZone 444,1,1,2026-08-24T00:00:00.000
445,ESZ000445,282,Riverton EnergySubmeterZone 445,1,1,2026-08-24T00:00:00.000
446,ESZ000446,498,Atlas EnergySubmeterZone 446,1,1,2026-08-24T00:00:00.000
447,ESZ000447,132,Meridian EnergySubmeterZone 447,1,1,2026-08-24T00:00:00.000
448,ESZ000448,158,Cedar EnergySubmeterZone 448,1,1,2026-08-24T00:00:00.000
449,ESZ000449,339,Junction EnergySubmeterZone 449,1,1,2026-08-24T00:00:00.000
450,ESZ000450,434,Summit EnergySubmeterZone 450,1,1,2026-08-24T00:00:00.000
451,ESZ000451,173,Delta EnergySubmeterZone 451,1,1,2026-08-24T00:00:00.000
452,ESZ000452,112,Zenith EnergySubmeterZone 452,1,1,2026-08-24T00:00:00.000
453,ESZ000453,245,Granite EnergySubmeterZone 453,1,1,2026-08-24T00:00:00.000
454,ESZ000454,155,Atlas EnergySubmeterZone 454,1,1,2026-08-24T00:00:00.000
455,ESZ000455,190,Forge EnergySubmeterZone 455,1,1,2026-08-24T00:00:00.000
456,ESZ000456,35,Unity EnergySubmeterZone 456,1,1,2026-08-24T00:00:00.000
457,ESZ000457,252,Orion EnergySubmeterZone 457,1,1,2026-08-24T00:00:00.000
458,ESZ000458,366,Liberty EnergySubmeterZone 458,1,1,2026-08-24T00:00:00.000
459,ESZ000459,454,Pioneer EnergySubmeterZone 459,1,1,2026-08-24T00:00:00.000
460,ESZ000460,498,Harbor EnergySubmeterZone 460,1,1,2026-08-24T00:00:00.000
461,ESZ000461,417,Delta EnergySubmeterZone 461,1,1,2026-08-24T00:00:00.000
462,ESZ000462,327,Meridian EnergySubmeterZone 462,1,1,2026-08-24T00:00:00.000
463,ESZ000463,160,Beacon EnergySubmeterZone 463,1,1,2026-08-24T00:00:00.000
464,ESZ000464,473,Ion EnergySubmeterZone 464,1,1,2026-08-24T00:00:00.000
465,ESZ000465,386,Liberty EnergySubmeterZone 465,1,1,2026-08-24T00:00:00.000
466,ESZ000466,152,Orion EnergySubmeterZone 466,1,1,2026-08-24T00:00:00.000
467,ESZ000467,228,Evergreen EnergySubmeterZone 467,1,1,2026-08-24T00:00:00.000
468,ESZ000468,91,Delta EnergySubmeterZone 468,1,1,2026-08-24T00:00:00.000
469,ESZ000469,306,Liberty EnergySubmeterZone 469,1,1,2026-08-24T00:00:00.000
470,ESZ000470,414,Quartz EnergySubmeterZone 470,1,1,2026-08-24T00:00:00.000
471,ESZ000471,421,Ion EnergySubmeterZone 471,1,1,2026-08-24T00:00:00.000
472,ESZ000472,40,Unity EnergySubmeterZone 472,1,1,2026-08-24T00:00:00.000
473,ESZ000473,309,Keystone EnergySubmeterZone 473,1,1,2026-08-24T00:00:00.000
474,ESZ000474,381,Pioneer EnergySubmeterZone 474,1,1,2026-08-24T00:00:00.000
475,ESZ000475,440,Granite EnergySubmeterZone 475,1,1,2026-08-24T00:00:00.000
476,ESZ000476,185,Vertex EnergySubmeterZone 476,1,1,2026-08-24T00:00:00.000
477,ESZ000477,285,Junction EnergySubmeterZone 477,1,1,2026-08-24T00:00:00.000
478,ESZ000478,336,Titan EnergySubmeterZone 478,1,1,2026-08-24T00:00:00.000
479,ESZ000479,302,Zenith EnergySubmeterZone 479,1,1,2026-08-24T00:00:00.000
480,ESZ000480,369,Harbor EnergySubmeterZone 480,1,1,2026-08-24T00:00:00.000
481,ESZ000481,54,Riverton EnergySubmeterZone 481,1,1,2026-08-24T00:00:00.000
482,ESZ000482,191,Unity EnergySubmeterZone 482,1,1,2026-08-24T00:00:00.000
483,ESZ000483,359,Titan EnergySubmeterZone 483,1,1,2026-08-24T00:00:00.000
484,ESZ000484,329,Summit EnergySubmeterZone 484,1,1,2026-08-24T00:00:00.000
485,ESZ000485,90,Granite EnergySubmeterZone 485,1,1,2026-08-24T00:00:00.000
486,ESZ000486,432,Junction EnergySubmeterZone 486,1,1,2026-08-24T00:00:00.000
487,ESZ000487,68,Orion EnergySubmeterZone 487,1,1,2026-08-24T00:00:00.000
488,ESZ000488,148,Evergreen EnergySubmeterZone 488,1,1,2026-08-24T00:00:00.000
489,ESZ000489,396,Evergreen EnergySubmeterZone 489,1,1,2026-08-24T00:00:00.000
490,ESZ000490,481,Quartz EnergySubmeterZone 490,1,1,2026-08-24T00:00:00.000
491,ESZ000491,469,Granite EnergySubmeterZone 491,1,1,2026-08-24T00:00:00.000
492,ESZ000492,256,Riverton EnergySubmeterZone 492,1,1,2026-08-24T00:00:00.000
493,ESZ000493,456,Summit EnergySubmeterZone 493,1,1,2026-08-24T00:00:00.000
494,ESZ000494,176,Summit EnergySubmeterZone 494,1,1,2026-08-24T00:00:00.000
495,ESZ000495,146,Atlas EnergySubmeterZone 495,1,1,2026-08-24T00:00:00.000
496,ESZ000496,73,Evergreen EnergySubmeterZone 496,1,1,2026-08-24T00:00:00.000
497,ESZ000497,324,Evergreen EnergySubmeterZone 497,1,1,2026-08-24T00:00:00.000
498,ESZ000498,313,Vertex EnergySubmeterZone 498,1,1,2026-08-24T00:00:00.000
499,ESZ000499,7,Liberty EnergySubmeterZone 499,1,1,2026-08-24T00:00:00.000
500,ESZ000500,499,Beacon EnergySubmeterZone 500,1,1,2026-08-24T00:00:00.000
