LogisticsDockDoorKey,LogisticsDockDoorCode,LogisticsTerminalKey,LogisticsDockDoorName,SourceSystemKey,BatchId,LoadedAtUtc
303,LDD000303,483,Liberty LogisticsDockDoor 303,1,1,2026-08-24T00:00:00.000
304,LDD000304,334,Vertex LogisticsDockDoor 304,1,1,2026-08-24T00:00:00.000
305,LDD000305,280,Zenith LogisticsDockDoor 305,1,1,2026-08-24T00:00:00.000
306,LDD000306,140,Northstar LogisticsDockDoor 306,1,1,2026-08-24T00:00:00.000
307,LDD000307,452,Cedar LogisticsDockDoor 307,1,1,2026-08-24T00:00:00.000
308,LDD000308,437,Atlas LogisticsDockDoor 308,1,1,2026-08-24T00:00:00.000
309,LDD000309,382,Liberty LogisticsDockDoor 309,1,1,2026-08-24T00:00:00.000
310,LDD000310,456,Atlas LogisticsDockDoor 310,1,1,2026-08-24T00:00:00.000
311,LDD000311,348,Cedar LogisticsDockDoor 311,1,1,2026-08-24T00:00:00.000
312,LDD000312,210,Keystone LogisticsDockDoor 312,1,1,2026-08-24T00:00:00.000
313,LDD000313,242,Ion LogisticsDockDoor 313,1,1,2026-08-24T00:00:00.000
314,LDD000314,357,Evergreen LogisticsDockDoor 314,1,1,2026-08-24T00:00:00.000
315,LDD000315,170,Orion LogisticsDockDoor 315,1,1,2026-08-24T00:00:00.000
316,LDD000316,358,Quartz LogisticsDockDoor 316,1,1,2026-08-24T00:00:00.000
317,LDD000317,318,Willow LogisticsDockDoor 317,1,1,2026-08-24T00:00:00.000
318,LDD000318,227,Atlas LogisticsDockDoor 318,1,1,2026-08-24T00:00:00.000
319,LDD000319,473,Zenith LogisticsDockDoor 319,1,1,2026-08-24T00:00:00.000
320,LDD000320,171,Granite LogisticsDockDoor 320,1,1,2026-08-24T00:00:00.000
321,LDD000321,119,Forge LogisticsDockDoor 321,1,1,2026-08-24T00:00:00.000
322,LDD000322,124,Harbor LogisticsDockDoor 322,1,1,2026-08-24T00:00:00.000
323,LDD000323,168,Meridian LogisticsDockDoor 323,1,1,2026-08-24T00:00:00.000
324,LDD000324,109,Titan LogisticsDockDoor 324,1,1,2026-08-24T00:00:00.000
325,LDD000325,256,Pioneer LogisticsDockDoor 325,1,1,2026-08-24T00:00:00.000
326,LDD000326,179,Pioneer LogisticsDockDoor 326,1,1,2026-08-24T00:00:00.000
327,LDD000327,434,Riverton LogisticsDockDoor 327,1,1,2026-08-24T00:00:00.000
328,LDD000328,428,Pioneer LogisticsDockDoor 328,1,1,2026-08-24T00:00:00.000
329,LDD000329,247,Unity LogisticsDockDoor 329,1,1,2026-08-24T00:00:00.000
330,LDD000330,432,Liberty LogisticsDockDoor 330,1,1,2026-08-24T00:00:00.000
331,LDD000331,112,Keystone LogisticsDockDoor 331,1,1,2026-08-24T00:00:00.000
332,LDD000332,305,Evergreen LogisticsDockDoor 332,1,1,2026-08-24T00:00:00.000
333,LDD000333,215,Beacon LogisticsDockDoor 333,1,1,2026-08-24T00:00:00.000
334,LDD000334,111,Willow LogisticsDockDoor 334,1,1,2026-08-24T00:00:00.000
335,LDD000335,446,Unity LogisticsDockDoor 335,1,1,2026-08-24T00:00:00.000
336,LDD000336,494,Orion LogisticsDockDoor 336,1,1,2026-08-24T00:00:00.000
337,LDD000337,93,Granite LogisticsDockDoor 337,1,1,2026-08-24T00:00:00.000
338,LDD000338,377,Vertex LogisticsDockDoor 338,1,1,2026-08-24T00:00:00.000
339,LDD000339,282,Meridian LogisticsDockDoor 339,1,1,2026-08-24T00:00:00.000
340,LDD000340,401,Granite LogisticsDockDoor 340,1,1,2026-08-24T00:00:00.000
341,LDD000341,275,Atlas LogisticsDockDoor 341,1,1,2026-08-24T00:00:00.000
342,LDD000342,140,Orion LogisticsDockDoor 342,1,1,2026-08-24T00:00:00.000
343,LDD000343,429,Unity LogisticsDockDoor 343,1,1,2026-08-24T00:00:00.000
344,LDD000344,18,Harbor LogisticsDockDoor 344,1,1,2026-08-24T00:00:00.000
345,LDD000345,249,Atlas LogisticsDockDoor 345,1,1,2026-08-24T00:00:00.000
346,LDD000346,225,Orion LogisticsDockDoor 346,1,1,2026-08-24T00:00:00.000
347,LDD000347,349,Liberty LogisticsDockDoor 347,1,1,2026-08-24T00:00:00.000
348,LDD000348,356,Riverton LogisticsDockDoor 348,1,1,2026-08-24T00:00:00.000
349,LDD000349,487,Titan LogisticsDockDoor 349,1,1,2026-08-24T00:00:00.000
350,LDD000350,215,Willow LogisticsDockDoor 350,1,1,2026-08-24T00:00:00.000
351,LDD000351,165,Quartz LogisticsDockDoor 351,1,1,2026-08-24T00:00:00.000
352,LDD000352,484,Riverton LogisticsDockDoor 352,1,1,2026-08-24T00:00:00.000
353,LDD000353,364,Quartz LogisticsDockDoor 353,1,1,2026-08-24T00:00:00.000
354,LDD000354,265,Granite LogisticsDockDoor 354,1,1,2026-08-24T00:00:00.000
355,LDD000355,136,Delta LogisticsDockDoor 355,1,1,2026-08-24T00:00:00.000
356,LDD000356,293,Cedar LogisticsDockDoor 356,1,1,2026-08-24T00:00:00.000
357,LDD000357,248,Keystone LogisticsDockDoor 357,1,1,2026-08-24T00:00:00.000
358,LDD000358,165,Harbor LogisticsDockDoor 358,1,1,2026-08-24T00:00:00.000
359,LDD000359,413,Delta LogisticsDockDoor 359,1,1,2026-08-24T00:00:00.000
360,LDD000360,123,Forge LogisticsDockDoor 360,1,1,2026-08-24T00:00:00.000
361,LDD000361,9,Willow LogisticsDockDoor 361,1,1,2026-08-24T00:00:00.000
362,LDD000362,339,Beacon LogisticsDockDoor 362,1,1,2026-08-24T00:00:00.000
363,LDD000363,364,Forge LogisticsDockDoor 363,1,1,2026-08-24T00:00:00.000
364,LDD000364,278,Zenith LogisticsDockDoor 364,1,1,2026-08-24T00:00:00.000
365,LDD000365,179,Ion LogisticsDockDoor 365,1,1,2026-08-24T00:00:00.000
366,LDD000366,128,Evergreen LogisticsDockDoor 366,1,1,2026-08-24T00:00:00.000
367,LDD000367,372,Summit LogisticsDockDoor 367,1,1,2026-08-24T00:00:00.000
368,LDD000368,351,Zenith LogisticsDockDoor 368,1,1,2026-08-24T00:00:00.000
369,LDD000369,469,Ion LogisticsDockDoor 369,1,1,2026-08-24T00:00:00.000
370,LDD000370,65,Titan LogisticsDockDoor 370,1,1,2026-08-24T00:00:00.000
371,LDD000371,281,Vertex LogisticsDockDoor 371,1,1,2026-08-24T00:00:00.000
372,LDD000372,182,Zenith LogisticsDockDoor 372,1,1,2026-08-24T00:00:00.000
373,LDD000373,58,Titan LogisticsDockDoor 373,1,1,2026-08-24T00:00:00.000
374,LDD000374,149,Forge LogisticsDockDoor 374,1,1,2026-08-24T00:00:00.000
375,LDD000375,113,Titan LogisticsDockDoor 375,1,1,2026-08-24T00:00:00.000
376,LDD000376,43,Quartz LogisticsDockDoor 376,1,1,2026-08-24T00:00:00.000
377,LDD000377,383,Atlas LogisticsDockDoor 377,1,1,2026-08-24T00:00:00.000
378,LDD000378,397,Delta LogisticsDockDoor 378,1,1,2026-08-24T00:00:00.000
379,LDD000379,180,Quartz LogisticsDockDoor 379,1,1,2026-08-24T00:00:00.000
380,LDD000380,430,Atlas LogisticsDockDoor 380,1,1,2026-08-24T00:00:00.000
381,LDD000381,492,Harbor LogisticsDockDoor 381,1,1,2026-08-24T00:00:00.000
382,LDD000382,380,Orion LogisticsDockDoor 382,1,1,2026-08-24T00:00:00.000
383,LDD000383,273,Meridian LogisticsDockDoor 383,1,1,2026-08-24T00:00:00.000
384,LDD000384,271,Meridian LogisticsDockDoor 384,1,1,2026-08-24T00:00:00.000
385,LDD000385,221,Beacon LogisticsDockDoor 385,1,1,2026-08-24T00:00:00.000
386,LDD000386,157,Unity LogisticsDockDoor 386,1,1,2026-08-24T00:00:00.000
387,LDD000387,352,Vertex LogisticsDockDoor 387,1,1,2026-08-24T00:00:00.000
388,LDD000388,297,Cedar LogisticsDockDoor 388,1,1,2026-08-24T00:00:00.000
389,LDD000389,190,Riverton LogisticsDockDoor 389,1,1,2026-08-24T00:00:00.000
390,LDD000390,8,Evergreen LogisticsDockDoor 390,1,1,2026-08-24T00:00:00.000
391,LDD000391,4,Forge LogisticsDockDoor 391,1,1,2026-08-24T00:00:00.000
392,LDD000392,428,Delta LogisticsDockDoor 392,1,1,2026-08-24T00:00:00.000
393,LDD000393,63,Evergreen LogisticsDockDoor 393,1,1,2026-08-24T00:00:00.000
394,LDD000394,308,Cedar LogisticsDockDoor 394,1,1,2026-08-24T00:00:00.000
395,LDD000395,461,Beacon LogisticsDockDoor 395,1,1,2026-08-24T00:00:00.000
396,LDD000396,430,Zenith LogisticsDockDoor 396,1,1,2026-08-24T00:00:00.000
397,LDD000397,78,Summit LogisticsDockDoor 397,1,1,2026-08-24T00:00:00.000
398,LDD000398,478,Beacon LogisticsDockDoor 398,1,1,2026-08-24T00:00:00.000
399,LDD000399,396,Cedar LogisticsDockDoor 399,1,1,2026-08-24T00:00:00.000
400,LDD000400,477,Meridian LogisticsDockDoor 400,1,1,2026-08-24T00:00:00.000
401,LDD000401,473,Orion LogisticsDockDoor 401,1,1,2026-08-24T00:00:00.000
402,LDD000402,306,Zenith LogisticsDockDoor 402,1,1,2026-08-24T00:00:00.000
403,LDD000403,418,Willow LogisticsDockDoor 403,1,1,2026-08-24T00:00:00.000
404,LDD000404,252,Summit LogisticsDockDoor 404,1,1,2026-08-24T00:00:00.000
405,LDD000405,362,Forge LogisticsDockDoor 405,1,1,2026-08-24T00:00:00.000
406,LDD000406,457,Zenith LogisticsDockDoor 406,1,1,2026-08-24T00:00:00.000
407,LDD000407,375,Beacon LogisticsDockDoor 407,1,1,2026-08-24T00:00:00.000
408,LDD000408,330,Forge LogisticsDockDoor 408,1,1,2026-08-24T00:00:00.000
409,LDD000409,27,Willow LogisticsDockDoor 409,1,1,2026-08-24T00:00:00.000
410,LDD000410,71,Ion LogisticsDockDoor 410,1,1,2026-08-24T00:00:00.000
411,LDD000411,438,Meridian LogisticsDockDoor 411,1,1,2026-08-24T00:00:00.000
412,LDD000412,238,Liberty LogisticsDockDoor 412,1,1,2026-08-24T00:00:00.000
413,LDD000413,249,Cedar LogisticsDockDoor 413,1,1,2026-08-24T00:00:00.000
414,LDD000414,250,Beacon LogisticsDockDoor 414,1,1,2026-08-24T00:00:00.000
415,LDD000415,328,Ion LogisticsDockDoor 415,1,1,2026-08-24T00:00:00.000
416,LDD000416,419,Zenith LogisticsDockDoor 416,1,1,2026-08-24T00:00:00.000
417,LDD000417,59,Willow LogisticsDockDoor 417,1,1,2026-08-24T00:00:00.000
418,LDD000418,440,Unity LogisticsDockDoor 418,1,1,2026-08-24T00:00:00.000
419,LDD000419,481,Beacon LogisticsDockDoor 419,1,1,2026-08-24T00:00:00.000
420,LDD000420,194,Quartz LogisticsDockDoor 420,1,1,2026-08-24T00:00:00.000
421,LDD000421,26,Meridian LogisticsDockDoor 421,1,1,2026-08-24T00:00:00.000
422,LDD000422,280,Evergreen LogisticsDockDoor 422,1,1,2026-08-24T00:00:00.000
423,LDD000423,187,Junction LogisticsDockDoor 423,1,1,2026-08-24T00:00:00.000
424,LDD000424,138,Liberty LogisticsDockDoor 424,1,1,2026-08-24T00:00:00.000
425,LDD000425,286,Granite LogisticsDockDoor 425,1,1,2026-08-24T00:00:00.000
426,LDD000426,425,Titan LogisticsDockDoor 426,1,1,2026-08-24T00:00:00.000
427,LDD000427,184,Unity LogisticsDockDoor 427,1,1,2026-08-24T00:00:00.000
428,LDD000428,85,Atlas LogisticsDockDoor 428,1,1,2026-08-24T00:00:00.000
429,LDD000429,438,Liberty LogisticsDockDoor 429,1,1,2026-08-24T00:00:00.000
430,LDD000430,27,Vertex LogisticsDockDoor 430,1,1,2026-08-24T00:00:00.000
431,LDD000431,401,Orion LogisticsDockDoor 431,1,1,2026-08-24T00:00:00.000
432,LDD000432,428,Pioneer LogisticsDockDoor 432,1,1,2026-08-24T00:00:00.000
433,LDD000433,394,Forge LogisticsDockDoor 433,1,1,2026-08-24T00:00:00.000
434,LDD000434,333,Delta LogisticsDockDoor 434,1,1,2026-08-24T00:00:00.000
435,LDD000435,176,Willow LogisticsDockDoor 435,1,1,2026-08-24T00:00:00.000
436,LDD000436,161,Willow LogisticsDockDoor 436,1,1,2026-08-24T00:00:00.000
437,LDD000437,332,Ion LogisticsDockDoor 437,1,1,2026-08-24T00:00:00.000
438,LDD000438,392,Keystone LogisticsDockDoor 438,1,1,2026-08-24T00:00:00.000
439,LDD000439,337,Atlas LogisticsDockDoor 439,1,1,2026-08-24T00:00:00.000
440,LDD000440,426,Atlas LogisticsDockDoor 440,1,1,2026-08-24T00:00:00.000
441,LDD000441,187,Pioneer LogisticsDockDoor 441,1,1,2026-08-24T00:00:00.000
442,LDD000442,238,Zenith LogisticsDockDoor 442,1,1,2026-08-24T00:00:00.000
443,LDD000443,175,Meridian LogisticsDockDoor 443,1,1,2026-08-24T00:00:00.000
444,LDD000444,445,Cedar LogisticsDockDoor 444,1,1,2026-08-24T00:00:00.000
445,LDD000445,12,Orion LogisticsDockDoor 445,1,1,2026-08-24T00:00:00.000
446,LDD000446,436,Summit LogisticsDockDoor 446,1,1,2026-08-24T00:00:00.000
447,LDD000447,419,Atlas LogisticsDockDoor 447,1,1,2026-08-24T00:00:00.000
448,LDD000448,446,Junction LogisticsDockDoor 448,1,1,2026-08-24T00:00:00.000
449,LDD000449,120,Harbor LogisticsDockDoor 449,1,1,2026-08-24T00:00:00.000
450,LDD000450,465,Liberty LogisticsDockDoor 450,1,1,2026-08-24T00:00:00.000
451,LDD000451,164,Evergreen LogisticsDockDoor 451,1,1,2026-08-24T00:00:00.000
452,LDD000452,205,Pioneer LogisticsDockDoor 452,1,1,2026-08-24T00:00:00.000
453,LDD000453,277,Forge LogisticsDockDoor 453,1,1,2026-08-24T00:00:00.000
454,LDD000454,243,Harbor LogisticsDockDoor 454,1,1,2026-08-24T00:00:00.000
455,LDD000455,474,Vertex LogisticsDockDoor 455,1,1,2026-08-24T00:00:00.000
456,LDD000456,65,Granite LogisticsDockDoor 456,1,1,2026-08-24T00:00:00.000
457,LDD000457,294,Harbor LogisticsDockDoor 457,1,1,2026-08-24T00:00:00.000
458,LDD000458,105,Unity LogisticsDockDoor 458,1,1,2026-08-24T00:00:00.000
459,LDD000459,500,Riverton LogisticsDockDoor 459,1,1,2026-08-24T00:00:00.000
460,LDD000460,470,Delta LogisticsDockDoor 460,1,1,2026-08-24T00:00:00.000
461,LDD000461,44,Harbor LogisticsDockDoor 461,1,1,2026-08-24T00:00:00.000
462,LDD000462,180,Evergreen LogisticsDockDoor 462,1,1,2026-08-24T00:00:00.000
463,LDD000463,116,Orion LogisticsDockDoor 463,1,1,2026-08-24T00:00:00.000
464,LDD000464,201,Summit LogisticsDockDoor 464,1,1,2026-08-24T00:00:00.000
465,LDD000465,470,Liberty LogisticsDockDoor 465,1,1,2026-08-24T00:00:00.000
466,LDD000466,246,Zenith LogisticsDockDoor 466,1,1,2026-08-24T00:00:00.000
467,LDD000467,206,Forge LogisticsDockDoor 467,1,1,2026-08-24T00:00:00.000
468,LDD000468,126,Forge LogisticsDockDoor 468,1,1,2026-08-24T00:00:00.000
469,LDD000469,144,Cedar LogisticsDockDoor 469,1,1,2026-08-24T00:00:00.000
470,LDD000470,18,Beacon LogisticsDockDoor 470,1,1,2026-08-24T00:00:00.000
471,LDD000471,333,Harbor LogisticsDockDoor 471,1,1,2026-08-24T00:00:00.000
472,LDD000472,334,Delta LogisticsDockDoor 472,1,1,2026-08-24T00:00:00.000
473,LDD000473,300,Granite LogisticsDockDoor 473,1,1,2026-08-24T00:00:00.000
474,LDD000474,468,Pioneer LogisticsDockDoor 474,1,1,2026-08-24T00:00:00.000
475,LDD000475,415,Ion LogisticsDockDoor 475,1,1,2026-08-24T00:00:00.000
476,LDD000476,344,Granite LogisticsDockDoor 476,1,1,2026-08-24T00:00:00.000
477,LDD000477,391,Unity LogisticsDockDoor 477,1,1,2026-08-24T00:00:00.000
478,LDD000478,399,Titan LogisticsDockDoor 478,1,1,2026-08-24T00:00:00.000
479,LDD000479,326,Beacon LogisticsDockDoor 479,1,1,2026-08-24T00:00:00.000
480,LDD000480,2,Forge LogisticsDockDoor 480,1,1,2026-08-24T00:00:00.000
481,LDD000481,443,Pioneer LogisticsDockDoor 481,1,1,2026-08-24T00:00:00.000
482,LDD000482,243,Keystone LogisticsDockDoor 482,1,1,2026-08-24T00:00:00.000
483,LDD000483,242,Ion LogisticsDockDoor 483,1,1,2026-08-24T00:00:00.000
484,LDD000484,242,Meridian LogisticsDockDoor 484,1,1,2026-08-24T00:00:00.000
485,LDD000485,100,Vertex LogisticsDockDoor 485,1,1,2026-08-24T00:00:00.000
486,LDD000486,24,Liberty LogisticsDockDoor 486,1,1,2026-08-24T00:00:00.000
487,LDD000487,16,Granite LogisticsDockDoor 487,1,1,2026-08-24T00:00:00.000
488,LDD000488,364,Summit LogisticsDockDoor 488,1,1,2026-08-24T00:00:00.000
489,LDD000489,264,Delta LogisticsDockDoor 489,1,1,2026-08-24T00:00:00.000
490,LDD000490,288,Willow LogisticsDockDoor 490,1,1,2026-08-24T00:00:00.000
491,LDD000491,492,Atlas LogisticsDockDoor 491,1,1,2026-08-24T00:00:00.000
492,LDD000492,326,Zenith LogisticsDockDoor 492,1,1,2026-08-24T00:00:00.000
493,LDD000493,260,Keystone LogisticsDockDoor 493,1,1,2026-08-24T00:00:00.000
494,LDD000494,15,Evergreen LogisticsDockDoor 494,1,1,2026-08-24T00:00:00.000
495,LDD000495,102,Unity LogisticsDockDoor 495,1,1,2026-08-24T00:00:00.000
496,LDD000496,36,Vertex LogisticsDockDoor 496,1,1,2026-08-24T00:00:00.000
497,LDD000497,422,Unity LogisticsDockDoor 497,1,1,2026-08-24T00:00:00.000
498,LDD000498,161,Willow LogisticsDockDoor 498,1,1,2026-08-24T00:00:00.000
499,LDD000499,371,Granite LogisticsDockDoor 499,1,1,2026-08-24T00:00:00.000
500,LDD000500,423,Beacon LogisticsDockDoor 500,1,1,2026-08-24T00:00:00.000
