EnergyEfficiencyMeasureKey,EnergyEfficiencyMeasureCode,EnergyProjectTypeKey,EnergyEfficiencyMeasureName,ExpectedUsefulLifeYears,SourceSystemKey,BatchId,LoadedAtUtc
262,EEM000262,78,Ion EnergyEfficiencyMeasure 262,2022,1,1,2026-08-24T00:00:00.000
263,EEM000263,44,Ion EnergyEfficiencyMeasure 263,2023,1,1,2026-08-24T00:00:00.000
264,EEM000264,200,Ion EnergyEfficiencyMeasure 264,2024,1,1,2026-08-24T00:00:00.000
265,EEM000265,192,Quartz EnergyEfficiencyMeasure 265,2025,1,1,2026-08-24T00:00:00.000
266,EEM000266,389,Vertex EnergyEfficiencyMeasure 266,2026,1,1,2026-08-24T00:00:00.000
267,EEM000267,105,Beacon EnergyEfficiencyMeasure 267,2027,1,1,2026-08-24T00:00:00.000
268,EEM000268,25,Delta EnergyEfficiencyMeasure 268,2028,1,1,2026-08-24T00:00:00.000
269,EEM000269,3,Junction EnergyEfficiencyMeasure 269,2029,1,1,2026-08-24T00:00:00.000
270,EEM000270,214,Summit EnergyEfficiencyMeasure 270,2020,1,1,2026-08-24T00:00:00.000
271,EEM000271,309,Quartz EnergyEfficiencyMeasure 271,2021,1,1,2026-08-24T00:00:00.000
272,EEM000272,158,Keystone EnergyEfficiencyMeasure 272,2022,1,1,2026-08-24T00:00:00.000
273,EEM000273,173,Zenith EnergyEfficiencyMeasure 273,2023,1,1,2026-08-24T00:00:00.000
274,EEM000274,315,Riverton EnergyEfficiencyMeasure 274,2024,1,1,2026-08-24T00:00:00.000
275,EEM000275,385,Keystone EnergyEfficiencyMeasure 275,2025,1,1,2026-08-24T00:00:00.000
276,EEM000276,128,Evergreen EnergyEfficiencyMeasure 276,2026,1,1,2026-08-24T00:00:00.000
277,EEM000277,90,Titan EnergyEfficiencyMeasure 277,2027,1,1,2026-08-24T00:00:00.000
278,EEM000278,404,Quartz EnergyEfficiencyMeasure 278,2028,1,1,2026-08-24T00:00:00.000
279,EEM000279,347,Harbor EnergyEfficiencyMeasure 279,2029,1,1,2026-08-24T00:00:00.000
280,EEM000280,343,Willow EnergyEfficiencyMeasure 280,2020,1,1,2026-08-24T00:00:00.000
281,EEM000281,348,Forge EnergyEfficiencyMeasure 281,2021,1,1,2026-08-24T00:00:00.000
282,EEM000282,146,Harbor EnergyEfficiencyMeasure 282,2022,1,1,2026-08-24T00:00:00.000
283,EEM000283,263,Summit EnergyEfficiencyMeasure 283,2023,1,1,2026-08-24T00:00:00.000
284,EEM000284,157,Northstar EnergyEfficiencyMeasure 284,2024,1,1,2026-08-24T00:00:00.000
285,EEM000285,334,Riverton EnergyEfficiencyMeasure 285,2025,1,1,2026-08-24T00:00:00.000
286,EEM000286,359,Keystone EnergyEfficiencyMeasure 286,2026,1,1,2026-08-24T00:00:00.000
287,EEM000287,172,Zenith EnergyEfficiencyMeasure 287,2027,1,1,2026-08-24T00:00:00.000
288,EEM000288,280,Ion EnergyEfficiencyMeasure 288,2028,1,1,2026-08-24T00:00:00.000
289,EEM000289,280,Northstar EnergyEfficiencyMeasure 289,2029,1,1,2026-08-24T00:00:00.000
290,EEM000290,341,Harbor EnergyEfficiencyMeasure 290,2020,1,1,2026-08-24T00:00:00.000
291,EEM000291,348,Liberty EnergyEfficiencyMeasure 291,2021,1,1,2026-08-24T00:00:00.000
292,EEM000292,399,Unity EnergyEfficiencyMeasure 292,2022,1,1,2026-08-24T00:00:00.000
293,EEM000293,336,Riverton EnergyEfficiencyMeasure 293,2023,1,1,2026-08-24T00:00:00.000
294,EEM000294,329,Delta EnergyEfficiencyMeasure 294,2024,1,1,2026-08-24T00:00:00.000
295,EEM000295,410,Harbor EnergyEfficiencyMeasure 295,2025,1,1,2026-08-24T00:00:00.000
296,EEM000296,364,Keystone EnergyEfficiencyMeasure 296,2026,1,1,2026-08-24T00:00:00.000
297,EEM000297,191,Titan EnergyEfficiencyMeasure 297,2027,1,1,2026-08-24T00:00:00.000
298,EEM000298,304,Vertex EnergyEfficiencyMeasure 298,2028,1,1,2026-08-24T00:00:00.000
299,EEM000299,218,Keystone EnergyEfficiencyMeasure 299,2029,1,1,2026-08-24T00:00:00.000
300,EEM000300,387,Evergreen EnergyEfficiencyMeasure 300,2020,1,1,2026-08-24T00:00:00.000
301,EEM000301,187,Quartz EnergyEfficiencyMeasure 301,2021,1,1,2026-08-24T00:00:00.000
302,EEM000302,268,Evergreen EnergyEfficiencyMeasure 302,2022,1,1,2026-08-24T00:00:00.000
303,EEM000303,87,Northstar EnergyEfficiencyMeasure 303,2023,1,1,2026-08-24T00:00:00.000
304,EEM000304,18,Granite EnergyEfficiencyMeasure 304,2024,1,1,2026-08-24T00:00:00.000
305,EEM000305,199,Titan EnergyEfficiencyMeasure 305,2025,1,1,2026-08-24T00:00:00.000
306,EEM000306,335,Forge EnergyEfficiencyMeasure 306,2026,1,1,2026-08-24T00:00:00.000
307,EEM000307,148,Willow EnergyEfficiencyMeasure 307,2027,1,1,2026-08-24T00:00:00.000
308,EEM000308,105,Vertex EnergyEfficiencyMeasure 308,2028,1,1,2026-08-24T00:00:00.000
309,EEM000309,264,Beacon EnergyEfficiencyMeasure 309,2029,1,1,2026-08-24T00:00:00.000
310,EEM000310,11,Forge EnergyEfficiencyMeasure 310,2020,1,1,2026-08-24T00:00:00.000
311,EEM000311,352,Junction EnergyEfficiencyMeasure 311,2021,1,1,2026-08-24T00:00:00.000
312,EEM000312,242,Unity EnergyEfficiencyMeasure 312,2022,1,1,2026-08-24T00:00:00.000
313,EEM000313,321,Cedar EnergyEfficiencyMeasure 313,2023,1,1,2026-08-24T00:00:00.000
314,EEM000314,337,Summit EnergyEfficiencyMeasure 314,2024,1,1,2026-08-24T00:00:00.000
315,EEM000315,19,Cedar EnergyEfficiencyMeasure 315,2025,1,1,2026-08-24T00:00:00.000
316,EEM000316,121,Titan EnergyEfficiencyMeasure 316,2026,1,1,2026-08-24T00:00:00.000
317,EEM000317,320,Pioneer EnergyEfficiencyMeasure 317,2027,1,1,2026-08-24T00:00:00.000
318,EEM000318,303,Titan EnergyEfficiencyMeasure 318,2028,1,1,2026-08-24T00:00:00.000
319,EEM000319,292,Atlas EnergyEfficiencyMeasure 319,2029,1,1,2026-08-24T00:00:00.000
320,EEM000320,211,Beacon EnergyEfficiencyMeasure 320,2020,1,1,2026-08-24T00:00:00.000
321,EEM000321,381,Delta EnergyEfficiencyMeasure 321,2021,1,1,2026-08-24T00:00:00.000
322,EEM000322,129,Atlas EnergyEfficiencyMeasure 322,2022,1,1,2026-08-24T00:00:00.000
323,EEM000323,245,Keystone EnergyEfficiencyMeasure 323,2023,1,1,2026-08-24T00:00:00.000
324,EEM000324,415,Willow EnergyEfficiencyMeasure 324,2024,1,1,2026-08-24T00:00:00.000
325,EEM000325,309,Riverton EnergyEfficiencyMeasure 325,2025,1,1,2026-08-24T00:00:00.000
326,EEM000326,175,Keystone EnergyEfficiencyMeasure 326,2026,1,1,2026-08-24T00:00:00.000
327,EEM000327,391,Forge EnergyEfficiencyMeasure 327,2027,1,1,2026-08-24T00:00:00.000
328,EEM000328,330,Orion EnergyEfficiencyMeasure 328,2028,1,1,2026-08-24T00:00:00.000
329,EEM000329,32,Evergreen EnergyEfficiencyMeasure 329,2029,1,1,2026-08-24T00:00:00.000
330,EEM000330,203,Granite EnergyEfficiencyMeasure 330,2020,1,1,2026-08-24T00:00:00.000
331,EEM000331,355,Summit EnergyEfficiencyMeasure 331,2021,1,1,2026-08-24T00:00:00.000
332,EEM000332,66,Ion EnergyEfficiencyMeasure 332,2022,1,1,2026-08-24T00:00:00.000
333,EEM000333,341,Willow EnergyEfficiencyMeasure 333,2023,1,1,2026-08-24T00:00:00.000
334,EEM000334,115,Zenith EnergyEfficiencyMeasure 334,2024,1,1,2026-08-24T00:00:00.000
335,EEM000335,241,Summit EnergyEfficiencyMeasure 335,2025,1,1,2026-08-24T00:00:00.000
336,EEM000336,82,Junction EnergyEfficiencyMeasure 336,2026,1,1,2026-08-24T00:00:00.000
337,EEM000337,338,Northstar EnergyEfficiencyMeasure 337,2027,1,1,2026-08-24T00:00:00.000
338,EEM000338,269,Atlas EnergyEfficiencyMeasure 338,2028,1,1,2026-08-24T00:00:00.000
339,EEM000339,409,Unity EnergyEfficiencyMeasure 339,2029,1,1,2026-08-24T00:00:00.000
340,EEM000340,162,Willow EnergyEfficiencyMeasure 340,2020,1,1,2026-08-24T00:00:00.000
341,EEM000341,128,Cedar EnergyEfficiencyMeasure 341,2021,1,1,2026-08-24T00:00:00.000
342,EEM000342,158,Keystone EnergyEfficiencyMeasure 342,2022,1,1,2026-08-24T00:00:00.000
343,EEM000343,286,Vertex EnergyEfficiencyMeasure 343,2023,1,1,2026-08-24T00:00:00.000
344,EEM000344,310,Zenith EnergyEfficiencyMeasure 344,2024,1,1,2026-08-24T00:00:00.000
345,EEM000345,120,Harbor EnergyEfficiencyMeasure 345,2025,1,1,2026-08-24T00:00:00.000
346,EEM000346,167,Summit EnergyEfficiencyMeasure 346,2026,1,1,2026-08-24T00:00:00.000
347,EEM000347,324,Forge EnergyEfficiencyMeasure 347,2027,1,1,2026-08-24T00:00:00.000
348,EEM000348,287,Vertex EnergyEfficiencyMeasure 348,2028,1,1,2026-08-24T00:00:00.000
349,EEM000349,120,Zenith EnergyEfficiencyMeasure 349,2029,1,1,2026-08-24T00:00:00.000
350,EEM000350,405,Willow EnergyEfficiencyMeasure 350,2020,1,1,2026-08-24T00:00:00.000
351,EEM000351,352,Delta EnergyEfficiencyMeasure 351,2021,1,1,2026-08-24T00:00:00.000
352,EEM000352,178,Unity EnergyEfficiencyMeasure 352,2022,1,1,2026-08-24T00:00:00.000
353,EEM000353,34,Pioneer EnergyEfficiencyMeasure 353,2023,1,1,2026-08-24T00:00:00.000
354,EEM000354,147,Meridian EnergyEfficiencyMeasure 354,2024,1,1,2026-08-24T00:00:00.000
355,EEM000355,78,Evergreen EnergyEfficiencyMeasure 355,2025,1,1,2026-08-24T00:00:00.000
356,EEM000356,264,Unity EnergyEfficiencyMeasure 356,2026,1,1,2026-08-24T00:00:00.000
357,EEM000357,393,Orion EnergyEfficiencyMeasure 357,2027,1,1,2026-08-24T00:00:00.000
358,EEM000358,238,Junction EnergyEfficiencyMeasure 358,2028,1,1,2026-08-24T00:00:00.000
359,EEM000359,155,Atlas EnergyEfficiencyMeasure 359,2029,1,1,2026-08-24T00:00:00.000
360,EEM000360,174,Granite EnergyEfficiencyMeasure 360,2020,1,1,2026-08-24T00:00:00.000
361,EEM000361,152,Junction EnergyEfficiencyMeasure 361,2021,1,1,2026-08-24T00:00:00.000
362,EEM000362,185,Liberty EnergyEfficiencyMeasure 362,2022,1,1,2026-08-24T00:00:00.000
363,EEM000363,287,Ion EnergyEfficiencyMeasure 363,2023,1,1,2026-08-24T00:00:00.000
364,EEM000364,88,Northstar EnergyEfficiencyMeasure 364,2024,1,1,2026-08-24T00:00:00.000
365,EEM000365,300,Pioneer EnergyEfficiencyMeasure 365,2025,1,1,2026-08-24T00:00:00.000
366,EEM000366,198,Titan EnergyEfficiencyMeasure 366,2026,1,1,2026-08-24T00:00:00.000
367,EEM000367,298,Junction EnergyEfficiencyMeasure 367,2027,1,1,2026-08-24T00:00:00.000
368,EEM000368,163,Orion EnergyEfficiencyMeasure 368,2028,1,1,2026-08-24T00:00:00.000
369,EEM000369,22,Liberty EnergyEfficiencyMeasure 369,2029,1,1,2026-08-24T00:00:00.000
370,EEM000370,377,Atlas EnergyEfficiencyMeasure 370,2020,1,1,2026-08-24T00:00:00.000
371,EEM000371,357,Pioneer EnergyEfficiencyMeasure 371,2021,1,1,2026-08-24T00:00:00.000
372,EEM000372,317,Atlas EnergyEfficiencyMeasure 372,2022,1,1,2026-08-24T00:00:00.000
373,EEM000373,38,Quartz EnergyEfficiencyMeasure 373,2023,1,1,2026-08-24T00:00:00.000
374,EEM000374,140,Ion EnergyEfficiencyMeasure 374,2024,1,1,2026-08-24T00:00:00.000
375,EEM000375,324,Keystone EnergyEfficiencyMeasure 375,2025,1,1,2026-08-24T00:00:00.000
376,EEM000376,318,Harbor EnergyEfficiencyMeasure 376,2026,1,1,2026-08-24T00:00:00.000
377,EEM000377,102,Granite EnergyEfficiencyMeasure 377,2027,1,1,2026-08-24T00:00:00.000
378,EEM000378,213,Granite EnergyEfficiencyMeasure 378,2028,1,1,2026-08-24T00:00:00.000
379,EEM000379,234,Ion EnergyEfficiencyMeasure 379,2029,1,1,2026-08-24T00:00:00.000
380,EEM000380,193,Northstar EnergyEfficiencyMeasure 380,2020,1,1,2026-08-24T00:00:00.000
381,EEM000381,5,Cedar EnergyEfficiencyMeasure 381,2021,1,1,2026-08-24T00:00:00.000
382,EEM000382,402,Northstar EnergyEfficiencyMeasure 382,2022,1,1,2026-08-24T00:00:00.000
383,EEM000383,374,Delta EnergyEfficiencyMeasure 383,2023,1,1,2026-08-24T00:00:00.000
384,EEM000384,387,Meridian EnergyEfficiencyMeasure 384,2024,1,1,2026-08-24T00:00:00.000
385,EEM000385,110,Beacon EnergyEfficiencyMeasure 385,2025,1,1,2026-08-24T00:00:00.000
386,EEM000386,200,Granite EnergyEfficiencyMeasure 386,2026,1,1,2026-08-24T00:00:00.000
387,EEM000387,317,Granite EnergyEfficiencyMeasure 387,2027,1,1,2026-08-24T00:00:00.000
388,EEM000388,85,Cedar EnergyEfficiencyMeasure 388,2028,1,1,2026-08-24T00:00:00.000
389,EEM000389,308,Willow EnergyEfficiencyMeasure 389,2029,1,1,2026-08-24T00:00:00.000
390,EEM000390,419,Delta EnergyEfficiencyMeasure 390,2020,1,1,2026-08-24T00:00:00.000
391,EEM000391,312,Quartz EnergyEfficiencyMeasure 391,2021,1,1,2026-08-24T00:00:00.000
392,EEM000392,276,Granite EnergyEfficiencyMeasure 392,2022,1,1,2026-08-24T00:00:00.000
393,EEM000393,402,Quartz EnergyEfficiencyMeasure 393,2023,1,1,2026-08-24T00:00:00.000
394,EEM000394,148,Keystone EnergyEfficiencyMeasure 394,2024,1,1,2026-08-24T00:00:00.000
395,EEM000395,273,Atlas EnergyEfficiencyMeasure 395,2025,1,1,2026-08-24T00:00:00.000
396,EEM000396,78,Beacon EnergyEfficiencyMeasure 396,2026,1,1,2026-08-24T00:00:00.000
397,EEM000397,390,Titan EnergyEfficiencyMeasure 397,2027,1,1,2026-08-24T00:00:00.000
398,EEM000398,66,Unity EnergyEfficiencyMeasure 398,2028,1,1,2026-08-24T00:00:00.000
399,EEM000399,210,Evergreen EnergyEfficiencyMeasure 399,2029,1,1,2026-08-24T00:00:00.000
400,EEM000400,267,Quartz EnergyEfficiencyMeasure 400,2020,1,1,2026-08-24T00:00:00.000
401,EEM000401,49,Northstar EnergyEfficiencyMeasure 401,2021,1,1,2026-08-24T00:00:00.000
402,EEM000402,209,Riverton EnergyEfficiencyMeasure 402,2022,1,1,2026-08-24T00:00:00.000
403,EEM000403,320,Forge EnergyEfficiencyMeasure 403,2023,1,1,2026-08-24T00:00:00.000
404,EEM000404,295,Evergreen EnergyEfficiencyMeasure 404,2024,1,1,2026-08-24T00:00:00.000
405,EEM000405,21,Willow EnergyEfficiencyMeasure 405,2025,1,1,2026-08-24T00:00:00.000
406,EEM000406,223,Quartz EnergyEfficiencyMeasure 406,2026,1,1,2026-08-24T00:00:00.000
407,EEM000407,210,Evergreen EnergyEfficiencyMeasure 407,2027,1,1,2026-08-24T00:00:00.000
408,EEM000408,356,Vertex EnergyEfficiencyMeasure 408,2028,1,1,2026-08-24T00:00:00.000
409,EEM000409,74,Harbor EnergyEfficiencyMeasure 409,2029,1,1,2026-08-24T00:00:00.000
410,EEM000410,320,Summit EnergyEfficiencyMeasure 410,2020,1,1,2026-08-24T00:00:00.000
411,EEM000411,36,Titan EnergyEfficiencyMeasure 411,2021,1,1,2026-08-24T00:00:00.000
412,EEM000412,337,Willow EnergyEfficiencyMeasure 412,2022,1,1,2026-08-24T00:00:00.000
413,EEM000413,100,Harbor EnergyEfficiencyMeasure 413,2023,1,1,2026-08-24T00:00:00.000
414,EEM000414,349,Titan EnergyEfficiencyMeasure 414,2024,1,1,2026-08-24T00:00:00.000
415,EEM000415,179,Forge EnergyEfficiencyMeasure 415,2025,1,1,2026-08-24T00:00:00.000
416,EEM000416,50,Summit EnergyEfficiencyMeasure 416,2026,1,1,2026-08-24T00:00:00.000
417,EEM000417,411,Granite EnergyEfficiencyMeasure 417,2027,1,1,2026-08-24T00:00:00.000
418,EEM000418,62,Keystone EnergyEfficiencyMeasure 418,2028,1,1,2026-08-24T00:00:00.000
419,EEM000419,420,Beacon EnergyEfficiencyMeasure 419,2029,1,1,2026-08-24T00:00:00.000
420,EEM000420,295,Orion EnergyEfficiencyMeasure 420,2020,1,1,2026-08-24T00:00:00.000
421,EEM000421,417,Northstar EnergyEfficiencyMeasure 421,2021,1,1,2026-08-24T00:00:00.000
422,EEM000422,87,Unity EnergyEfficiencyMeasure 422,2022,1,1,2026-08-24T00:00:00.000
423,EEM000423,349,Atlas EnergyEfficiencyMeasure 423,2023,1,1,2026-08-24T00:00:00.000
424,EEM000424,132,Vertex EnergyEfficiencyMeasure 424,2024,1,1,2026-08-24T00:00:00.000
425,EEM000425,26,Titan EnergyEfficiencyMeasure 425,2025,1,1,2026-08-24T00:00:00.000
426,EEM000426,417,Vertex EnergyEfficiencyMeasure 426,2026,1,1,2026-08-24T00:00:00.000
427,EEM000427,3,Summit EnergyEfficiencyMeasure 427,2027,1,1,2026-08-24T00:00:00.000
428,EEM000428,367,Junction EnergyEfficiencyMeasure 428,2028,1,1,2026-08-24T00:00:00.000
429,EEM000429,345,Junction EnergyEfficiencyMeasure 429,2029,1,1,2026-08-24T00:00:00.000
430,EEM000430,292,Zenith EnergyEfficiencyMeasure 430,2020,1,1,2026-08-24T00:00:00.000
431,EEM000431,90,Granite EnergyEfficiencyMeasure 431,2021,1,1,2026-08-24T00:00:00.000
432,EEM000432,19,Liberty EnergyEfficiencyMeasure 432,2022,1,1,2026-08-24T00:00:00.000
433,EEM000433,354,Titan EnergyEfficiencyMeasure 433,2023,1,1,2026-08-24T00:00:00.000
434,EEM000434,169,Northstar EnergyEfficiencyMeasure 434,2024,1,1,2026-08-24T00:00:00.000
435,EEM000435,194,Riverton EnergyEfficiencyMeasure 435,2025,1,1,2026-08-24T00:00:00.000
436,EEM000436,144,Summit EnergyEfficiencyMeasure 436,2026,1,1,2026-08-24T00:00:00.000
437,EEM000437,226,Unity EnergyEfficiencyMeasure 437,2027,1,1,2026-08-24T00:00:00.000
438,EEM000438,328,Granite EnergyEfficiencyMeasure 438,2028,1,1,2026-08-24T00:00:00.000
439,EEM000439,187,Zenith EnergyEfficiencyMeasure 439,2029,1,1,2026-08-24T00:00:00.000
440,EEM000440,73,Evergreen EnergyEfficiencyMeasure 440,2020,1,1,2026-08-24T00:00:00.000
441,EEM000441,173,Riverton EnergyEfficiencyMeasure 441,2021,1,1,2026-08-24T00:00:00.000
442,EEM000442,136,Granite EnergyEfficiencyMeasure 442,2022,1,1,2026-08-24T00:00:00.000
443,EEM000443,340,Meridian EnergyEfficiencyMeasure 443,2023,1,1,2026-08-24T00:00:00.000
444,EEM000444,356,Beacon EnergyEfficiencyMeasure 444,2024,1,1,2026-08-24T00:00:00.000
445,EEM000445,194,Titan EnergyEfficiencyMeasure 445,2025,1,1,2026-08-24T00:00:00.000
446,EEM000446,55,Forge EnergyEfficiencyMeasure 446,2026,1,1,2026-08-24T00:00:00.000
447,EEM000447,412,Summit EnergyEfficiencyMeasure 447,2027,1,1,2026-08-24T00:00:00.000
448,EEM000448,129,Delta EnergyEfficiencyMeasure 448,2028,1,1,2026-08-24T00:00:00.000
449,EEM000449,372,Forge EnergyEfficiencyMeasure 449,2029,1,1,2026-08-24T00:00:00.000
450,EEM000450,362,Willow EnergyEfficiencyMeasure 450,2020,1,1,2026-08-24T00:00:00.000
451,EEM000451,342,Summit EnergyEfficiencyMeasure 451,2021,1,1,2026-08-24T00:00:00.000
452,EEM000452,354,Junction EnergyEfficiencyMeasure 452,2022,1,1,2026-08-24T00:00:00.000
453,EEM000453,202,Junction EnergyEfficiencyMeasure 453,2023,1,1,2026-08-24T00:00:00.000
454,EEM000454,25,Granite EnergyEfficiencyMeasure 454,2024,1,1,2026-08-24T00:00:00.000
455,EEM000455,140,Liberty EnergyEfficiencyMeasure 455,2025,1,1,2026-08-24T00:00:00.000
456,EEM000456,364,Summit EnergyEfficiencyMeasure 456,2026,1,1,2026-08-24T00:00:00.000
457,EEM000457,416,Titan EnergyEfficiencyMeasure 457,2027,1,1,2026-08-24T00:00:00.000
458,EEM000458,349,Zenith EnergyEfficiencyMeasure 458,2028,1,1,2026-08-24T00:00:00.000
459,EEM000459,310,Quartz EnergyEfficiencyMeasure 459,2029,1,1,2026-08-24T00:00:00.000
460,EEM000460,395,Evergreen EnergyEfficiencyMeasure 460,2020,1,1,2026-08-24T00:00:00.000
461,EEM000461,406,Liberty EnergyEfficiencyMeasure 461,2021,1,1,2026-08-24T00:00:00.000
462,EEM000462,22,Willow EnergyEfficiencyMeasure 462,2022,1,1,2026-08-24T00:00:00.000
463,EEM000463,9,Forge EnergyEfficiencyMeasure 463,2023,1,1,2026-08-24T00:00:00.000
464,EEM000464,32,Meridian EnergyEfficiencyMeasure 464,2024,1,1,2026-08-24T00:00:00.000
465,EEM000465,63,Keystone EnergyEfficiencyMeasure 465,2025,1,1,2026-08-24T00:00:00.000
466,EEM000466,348,Quartz EnergyEfficiencyMeasure 466,2026,1,1,2026-08-24T00:00:00.000
467,EEM000467,274,Forge EnergyEfficiencyMeasure 467,2027,1,1,2026-08-24T00:00:00.000
468,EEM000468,111,Willow EnergyEfficiencyMeasure 468,2028,1,1,2026-08-24T00:00:00.000
469,EEM000469,98,Cedar EnergyEfficiencyMeasure 469,2029,1,1,2026-08-24T00:00:00.000
470,EEM000470,225,Northstar EnergyEfficiencyMeasure 470,2020,1,1,2026-08-24T00:00:00.000
471,EEM000471,396,Northstar EnergyEfficiencyMeasure 471,2021,1,1,2026-08-24T00:00:00.000
472,EEM000472,244,Junction EnergyEfficiencyMeasure 472,2022,1,1,2026-08-24T00:00:00.000
473,EEM000473,234,Quartz EnergyEfficiencyMeasure 473,2023,1,1,2026-08-24T00:00:00.000
474,EEM000474,204,Unity EnergyEfficiencyMeasure 474,2024,1,1,2026-08-24T00:00:00.000
475,EEM000475,251,Zenith EnergyEfficiencyMeasure 475,2025,1,1,2026-08-24T00:00:00.000
476,EEM000476,10,Northstar EnergyEfficiencyMeasure 476,2026,1,1,2026-08-24T00:00:00.000
477,EEM000477,60,Vertex EnergyEfficiencyMeasure 477,2027,1,1,2026-08-24T00:00:00.000
478,EEM000478,354,Riverton EnergyEfficiencyMeasure 478,2028,1,1,2026-08-24T00:00:00.000
479,EEM000479,279,Liberty EnergyEfficiencyMeasure 479,2029,1,1,2026-08-24T00:00:00.000
480,EEM000480,162,Ion EnergyEfficiencyMeasure 480,2020,1,1,2026-08-24T00:00:00.000
481,EEM000481,295,Vertex EnergyEfficiencyMeasure 481,2021,1,1,2026-08-24T00:00:00.000
482,EEM000482,39,Forge EnergyEfficiencyMeasure 482,2022,1,1,2026-08-24T00:00:00.000
483,EEM000483,316,Willow EnergyEfficiencyMeasure 483,2023,1,1,2026-08-24T00:00:00.000
484,EEM000484,121,Vertex EnergyEfficiencyMeasure 484,2024,1,1,2026-08-24T00:00:00.000
485,EEM000485,320,Junction EnergyEfficiencyMeasure 485,2025,1,1,2026-08-24T00:00:00.000
486,EEM000486,117,Delta EnergyEfficiencyMeasure 486,2026,1,1,2026-08-24T00:00:00.000
487,EEM000487,75,Northstar EnergyEfficiencyMeasure 487,2027,1,1,2026-08-24T00:00:00.000
488,EEM000488,44,Meridian EnergyEfficiencyMeasure 488,2028,1,1,2026-08-24T00:00:00.000
489,EEM000489,86,Granite EnergyEfficiencyMeasure 489,2029,1,1,2026-08-24T00:00:00.000
490,EEM000490,146,Willow EnergyEfficiencyMeasure 490,2020,1,1,2026-08-24T00:00:00.000
491,EEM000491,220,Riverton EnergyEfficiencyMeasure 491,2021,1,1,2026-08-24T00:00:00.000
492,EEM000492,389,Riverton EnergyEfficiencyMeasure 492,2022,1,1,2026-08-24T00:00:00.000
493,EEM000493,79,Unity EnergyEfficiencyMeasure 493,2023,1,1,2026-08-24T00:00:00.000
494,EEM000494,65,Forge EnergyEfficiencyMeasure 494,2024,1,1,2026-08-24T00:00:00.000
495,EEM000495,215,Forge EnergyEfficiencyMeasure 495,2025,1,1,2026-08-24T00:00:00.000
496,EEM000496,77,Summit EnergyEfficiencyMeasure 496,2026,1,1,2026-08-24T00:00:00.000
497,EEM000497,35,Keystone EnergyEfficiencyMeasure 497,2027,1,1,2026-08-24T00:00:00.000
498,EEM000498,372,Keystone EnergyEfficiencyMeasure 498,2028,1,1,2026-08-24T00:00:00.000
499,EEM000499,400,Atlas EnergyEfficiencyMeasure 499,2029,1,1,2026-08-24T00:00:00.000
500,EEM000500,275,Riverton EnergyEfficiencyMeasure 500,2020,1,1,2026-08-24T00:00:00.000
