InventoryBinKey,InventoryBinCode,InventoryRackKey,InventoryBinName,SourceSystemKey,BatchId,LoadedAtUtc
341,IB000341,443,Liberty InventoryBin 341,1,1,2026-08-24T00:00:00.000
342,IB000342,357,Delta InventoryBin 342,1,1,2026-08-24T00:00:00.000
343,IB000343,181,Cedar InventoryBin 343,1,1,2026-08-24T00:00:00.000
344,IB000344,10,Cedar InventoryBin 344,1,1,2026-08-24T00:00:00.000
345,IB000345,400,Quartz InventoryBin 345,1,1,2026-08-24T00:00:00.000
346,IB000346,133,Pioneer InventoryBin 346,1,1,2026-08-24T00:00:00.000
347,IB000347,340,Titan InventoryBin 347,1,1,2026-08-24T00:00:00.000
348,IB000348,348,Ion InventoryBin 348,1,1,2026-08-24T00:00:00.000
349,IB000349,473,Junction InventoryBin 349,1,1,2026-08-24T00:00:00.000
350,IB000350,345,Keystone InventoryBin 350,1,1,2026-08-24T00:00:00.000
351,IB000351,326,Granite InventoryBin 351,1,1,2026-08-24T00:00:00.000
352,IB000352,364,Delta InventoryBin 352,1,1,2026-08-24T00:00:00.000
353,IB000353,351,Northstar InventoryBin 353,1,1,2026-08-24T00:00:00.000
354,IB000354,268,Junction InventoryBin 354,1,1,2026-08-24T00:00:00.000
355,IB000355,486,Willow InventoryBin 355,1,1,2026-08-24T00:00:00.000
356,IB000356,421,Beacon InventoryBin 356,1,1,2026-08-24T00:00:00.000
357,IB000357,431,Delta InventoryBin 357,1,1,2026-08-24T00:00:00.000
358,IB000358,391,Meridian InventoryBin 358,1,1,2026-08-24T00:00:00.000
359,IB000359,431,Harbor InventoryBin 359,1,1,2026-08-24T00:00:00.000
360,IB000360,159,Summit InventoryBin 360,1,1,2026-08-24T00:00:00.000
361,IB000361,309,Junction InventoryBin 361,1,1,2026-08-24T00:00:00.000
362,IB000362,234,Unity InventoryBin 362,1,1,2026-08-24T00:00:00.000
363,IB000363,181,Keystone InventoryBin 363,1,1,2026-08-24T00:00:00.000
364,IB000364,13,Liberty InventoryBin 364,1,1,2026-08-24T00:00:00.000
365,IB000365,319,Ion InventoryBin 365,1,1,2026-08-24T00:00:00.000
366,IB000366,19,Evergreen InventoryBin 366,1,1,2026-08-24T00:00:00.000
367,IB000367,57,Orion InventoryBin 367,1,1,2026-08-24T00:00:00.000
368,IB000368,25,Atlas InventoryBin 368,1,1,2026-08-24T00:00:00.000
369,IB000369,366,Forge InventoryBin 369,1,1,2026-08-24T00:00:00.000
370,IB000370,238,Willow InventoryBin 370,1,1,2026-08-24T00:00:00.000
371,IB000371,379,Titan InventoryBin 371,1,1,2026-08-24T00:00:00.000
372,IB000372,320,Delta InventoryBin 372,1,1,2026-08-24T00:00:00.000
373,IB000373,164,Liberty InventoryBin 373,1,1,2026-08-24T00:00:00.000
374,IB000374,474,Liberty InventoryBin 374,1,1,2026-08-24T00:00:00.000
375,IB000375,207,Junction InventoryBin 375,1,1,2026-08-24T00:00:00.000
376,IB000376,205,Meridian InventoryBin 376,1,1,2026-08-24T00:00:00.000
377,IB000377,57,Orion InventoryBin 377,1,1,2026-08-24T00:00:00.000
378,IB000378,345,Granite InventoryBin 378,1,1,2026-08-24T00:00:00.000
379,IB000379,275,Pioneer InventoryBin 379,1,1,2026-08-24T00:00:00.000
380,IB000380,148,Atlas InventoryBin 380,1,1,2026-08-24T00:00:00.000
381,IB000381,134,Titan InventoryBin 381,1,1,2026-08-24T00:00:00.000
382,IB000382,356,Meridian InventoryBin 382,1,1,2026-08-24T00:00:00.000
383,IB000383,169,Zenith InventoryBin 383,1,1,2026-08-24T00:00:00.000
384,IB000384,15,Keystone InventoryBin 384,1,1,2026-08-24T00:00:00.000
385,IB000385,467,Ion InventoryBin 385,1,1,2026-08-24T00:00:00.000
386,IB000386,385,Northstar InventoryBin 386,1,1,2026-08-24T00:00:00.000
387,IB000387,74,Granite InventoryBin 387,1,1,2026-08-24T00:00:00.000
388,IB000388,248,Unity InventoryBin 388,1,1,2026-08-24T00:00:00.000
389,IB000389,454,Delta InventoryBin 389,1,1,2026-08-24T00:00:00.000
390,IB000390,406,Northstar InventoryBin 390,1,1,2026-08-24T00:00:00.000
391,IB000391,289,Unity InventoryBin 391,1,1,2026-08-24T00:00:00.000
392,IB000392,476,Willow InventoryBin 392,1,1,2026-08-24T00:00:00.000
393,IB000393,167,Granite InventoryBin 393,1,1,2026-08-24T00:00:00.000
394,IB000394,48,Willow InventoryBin 394,1,1,2026-08-24T00:00:00.000
395,IB000395,344,Vertex InventoryBin 395,1,1,2026-08-24T00:00:00.000
396,IB000396,220,Orion InventoryBin 396,1,1,2026-08-24T00:00:00.000
397,IB000397,166,Atlas InventoryBin 397,1,1,2026-08-24T00:00:00.000
398,IB000398,467,Orion InventoryBin 398,1,1,2026-08-24T00:00:00.000
399,IB000399,178,Delta InventoryBin 399,1,1,2026-08-24T00:00:00.000
400,IB000400,36,Riverton InventoryBin 400,1,1,2026-08-24T00:00:00.000
401,IB000401,70,Pioneer InventoryBin 401,1,1,2026-08-24T00:00:00.000
402,IB000402,441,Meridian InventoryBin 402,1,1,2026-08-24T00:00:00.000
403,IB000403,84,Unity InventoryBin 403,1,1,2026-08-24T00:00:00.000
404,IB000404,383,Ion InventoryBin 404,1,1,2026-08-24T00:00:00.000
405,IB000405,260,Delta InventoryBin 405,1,1,2026-08-24T00:00:00.000
406,IB000406,345,Meridian InventoryBin 406,1,1,2026-08-24T00:00:00.000
407,IB000407,95,Meridian InventoryBin 407,1,1,2026-08-24T00:00:00.000
408,IB000408,373,Orion InventoryBin 408,1,1,2026-08-24T00:00:00.000
409,IB000409,48,Riverton InventoryBin 409,1,1,2026-08-24T00:00:00.000
410,IB000410,127,Titan InventoryBin 410,1,1,2026-08-24T00:00:00.000
411,IB000411,31,Riverton InventoryBin 411,1,1,2026-08-24T00:00:00.000
412,IB000412,220,Cedar InventoryBin 412,1,1,2026-08-24T00:00:00.000
413,IB000413,192,Delta InventoryBin 413,1,1,2026-08-24T00:00:00.000
414,IB000414,15,Forge InventoryBin 414,1,1,2026-08-24T00:00:00.000
415,IB000415,458,Ion InventoryBin 415,1,1,2026-08-24T00:00:00.000
416,IB000416,437,Atlas InventoryBin 416,1,1,2026-08-24T00:00:00.000
417,IB000417,494,Liberty InventoryBin 417,1,1,2026-08-24T00:00:00.000
418,IB000418,9,Atlas InventoryBin 418,1,1,2026-08-24T00:00:00.000
419,IB000419,40,Delta InventoryBin 419,1,1,2026-08-24T00:00:00.000
420,IB000420,499,Summit InventoryBin 420,1,1,2026-08-24T00:00:00.000
421,IB000421,25,Pioneer InventoryBin 421,1,1,2026-08-24T00:00:00.000
422,IB000422,99,Forge InventoryBin 422,1,1,2026-08-24T00:00:00.000
423,IB000423,225,Northstar InventoryBin 423,1,1,2026-08-24T00:00:00.000
424,IB000424,235,Quartz InventoryBin 424,1,1,2026-08-24T00:00:00.000
425,IB000425,428,Titan InventoryBin 425,1,1,2026-08-24T00:00:00.000
426,IB000426,240,Delta InventoryBin 426,1,1,2026-08-24T00:00:00.000
427,IB000427,134,Summit InventoryBin 427,1,1,2026-08-24T00:00:00.000
428,IB000428,186,Vertex InventoryBin 428,1,1,2026-08-24T00:00:00.000
429,IB000429,389,Quartz InventoryBin 429,1,1,2026-08-24T00:00:00.000
430,IB000430,450,Pioneer InventoryBin 430,1,1,2026-08-24T00:00:00.000
431,IB000431,479,Liberty InventoryBin 431,1,1,2026-08-24T00:00:00.000
432,IB000432,158,Quartz InventoryBin 432,1,1,2026-08-24T00:00:00.000
433,IB000433,464,Willow InventoryBin 433,1,1,2026-08-24T00:00:00.000
434,IB000434,212,Northstar InventoryBin 434,1,1,2026-08-24T00:00:00.000
435,IB000435,76,Junction InventoryBin 435,1,1,2026-08-24T00:00:00.000
436,IB000436,20,Evergreen InventoryBin 436,1,1,2026-08-24T00:00:00.000
437,IB000437,484,Junction InventoryBin 437,1,1,2026-08-24T00:00:00.000
438,IB000438,84,Riverton InventoryBin 438,1,1,2026-08-24T00:00:00.000
439,IB000439,25,Liberty InventoryBin 439,1,1,2026-08-24T00:00:00.000
440,IB000440,152,Zenith InventoryBin 440,1,1,2026-08-24T00:00:00.000
441,IB000441,413,Keystone InventoryBin 441,1,1,2026-08-24T00:00:00.000
442,IB000442,381,Unity InventoryBin 442,1,1,2026-08-24T00:00:00.000
443,IB000443,337,Cedar InventoryBin 443,1,1,2026-08-24T00:00:00.000
444,IB000444,347,Delta InventoryBin 444,1,1,2026-08-24T00:00:00.000
445,IB000445,303,Forge InventoryBin 445,1,1,2026-08-24T00:00:00.000
446,IB000446,437,Harbor InventoryBin 446,1,1,2026-08-24T00:00:00.000
447,IB000447,405,Orion InventoryBin 447,1,1,2026-08-24T00:00:00.000
448,IB000448,211,Atlas InventoryBin 448,1,1,2026-08-24T00:00:00.000
449,IB000449,445,Beacon InventoryBin 449,1,1,2026-08-24T00:00:00.000
450,IB000450,376,Vertex InventoryBin 450,1,1,2026-08-24T00:00:00.000
451,IB000451,454,Summit InventoryBin 451,1,1,2026-08-24T00:00:00.000
452,IB000452,3,Junction InventoryBin 452,1,1,2026-08-24T00:00:00.000
453,IB000453,36,Orion InventoryBin 453,1,1,2026-08-24T00:00:00.000
454,IB000454,284,Titan InventoryBin 454,1,1,2026-08-24T00:00:00.000
455,IB000455,260,Liberty InventoryBin 455,1,1,2026-08-24T00:00:00.000
456,IB000456,94,Titan InventoryBin 456,1,1,2026-08-24T00:00:00.000
457,IB000457,461,Granite InventoryBin 457,1,1,2026-08-24T00:00:00.000
458,IB000458,283,Riverton InventoryBin 458,1,1,2026-08-24T00:00:00.000
459,IB000459,184,Delta InventoryBin 459,1,1,2026-08-24T00:00:00.000
460,IB000460,344,Vertex InventoryBin 460,1,1,2026-08-24T00:00:00.000
461,IB000461,155,Unity InventoryBin 461,1,1,2026-08-24T00:00:00.000
462,IB000462,396,Quartz InventoryBin 462,1,1,2026-08-24T00:00:00.000
463,IB000463,37,Evergreen InventoryBin 463,1,1,2026-08-24T00:00:00.000
464,IB000464,100,Willow InventoryBin 464,1,1,2026-08-24T00:00:00.000
465,IB000465,163,Quartz InventoryBin 465,1,1,2026-08-24T00:00:00.000
466,IB000466,201,Keystone InventoryBin 466,1,1,2026-08-24T00:00:00.000
467,IB000467,331,Willow InventoryBin 467,1,1,2026-08-24T00:00:00.000
468,IB000468,450,Beacon InventoryBin 468,1,1,2026-08-24T00:00:00.000
469,IB000469,365,Atlas InventoryBin 469,1,1,2026-08-24T00:00:00.000
470,IB000470,406,Meridian InventoryBin 470,1,1,2026-08-24T00:00:00.000
471,IB000471,149,Meridian InventoryBin 471,1,1,2026-08-24T00:00:00.000
472,IB000472,401,Evergreen InventoryBin 472,1,1,2026-08-24T00:00:00.000
473,IB000473,385,Harbor InventoryBin 473,1,1,2026-08-24T00:00:00.000
474,IB000474,130,Northstar InventoryBin 474,1,1,2026-08-24T00:00:00.000
475,IB000475,220,Riverton InventoryBin 475,1,1,2026-08-24T00:00:00.000
476,IB000476,243,Atlas InventoryBin 476,1,1,2026-08-24T00:00:00.000
477,IB000477,100,Vertex InventoryBin 477,1,1,2026-08-24T00:00:00.000
478,IB000478,425,Zenith InventoryBin 478,1,1,2026-08-24T00:00:00.000
479,IB000479,478,Summit InventoryBin 479,1,1,2026-08-24T00:00:00.000
480,IB000480,344,Orion InventoryBin 480,1,1,2026-08-24T00:00:00.000
481,IB000481,11,Atlas InventoryBin 481,1,1,2026-08-24T00:00:00.000
482,IB000482,230,Unity InventoryBin 482,1,1,2026-08-24T00:00:00.000
483,IB000483,483,Granite InventoryBin 483,1,1,2026-08-24T00:00:00.000
484,IB000484,436,Keystone InventoryBin 484,1,1,2026-08-24T00:00:00.000
485,IB000485,415,Liberty InventoryBin 485,1,1,2026-08-24T00:00:00.000
486,IB000486,161,Zenith InventoryBin 486,1,1,2026-08-24T00:00:00.000
487,IB000487,345,Titan InventoryBin 487,1,1,2026-08-24T00:00:00.000
488,IB000488,473,Willow InventoryBin 488,1,1,2026-08-24T00:00:00.000
489,IB000489,253,Summit InventoryBin 489,1,1,2026-08-24T00:00:00.000
490,IB000490,163,Vertex InventoryBin 490,1,1,2026-08-24T00:00:00.000
491,IB000491,409,Cedar InventoryBin 491,1,1,2026-08-24T00:00:00.000
492,IB000492,34,Granite InventoryBin 492,1,1,2026-08-24T00:00:00.000
493,IB000493,398,Harbor InventoryBin 493,1,1,2026-08-24T00:00:00.000
494,IB000494,439,Zenith InventoryBin 494,1,1,2026-08-24T00:00:00.000
495,IB000495,393,Riverton InventoryBin 495,1,1,2026-08-24T00:00:00.000
496,IB000496,468,Atlas InventoryBin 496,1,1,2026-08-24T00:00:00.000
497,IB000497,304,Harbor InventoryBin 497,1,1,2026-08-24T00:00:00.000
498,IB000498,413,Atlas InventoryBin 498,1,1,2026-08-24T00:00:00.000
499,IB000499,193,Riverton InventoryBin 499,1,1,2026-08-24T00:00:00.000
500,IB000500,265,Pioneer InventoryBin 500,1,1,2026-08-24T00:00:00.000
