PlantCampusKey,CampusCode,GeoCityKey,RecordStatusKey,CampusName,CampusDescription,OwnerName,EffectiveStartDate,EffectiveEndDate,IsActive,SourceSystemKey,BatchId,LoadedAtUtc
176,PC000176,212,1,Riverton PlantCampus 176,PlantCampus starter record 176,Blair Bennett,2020-06-25,2021-06-25,1,1,1,2026-08-24T00:00:00.000
177,PC000177,258,4,Granite PlantCampus 177,PlantCampus starter record 177,Morgan Singh,2020-06-26,2021-06-26,1,1,1,2026-08-24T00:00:00.000
178,PC000178,208,4,Delta PlantCampus 178,PlantCampus starter record 178,Morgan Singh,2020-06-27,2021-06-27,1,1,1,2026-08-24T00:00:00.000
179,PC000179,47,4,Beacon PlantCampus 179,PlantCampus starter record 179,Quinn Evans,2020-06-28,2021-06-28,1,1,1,2026-08-24T00:00:00.000
180,PC000180,38,4,Junction PlantCampus 180,PlantCampus starter record 180,Riley Diaz,2020-06-29,2021-06-29,0,1,1,2026-08-24T00:00:00.000
181,PC000181,255,1,Meridian PlantCampus 181,PlantCampus starter record 181,Blair Singh,2020-06-30,2021-06-30,1,1,1,2026-08-24T00:00:00.000
182,PC000182,461,1,Summit PlantCampus 182,PlantCampus starter record 182,Emerson Khan,2020-07-01,2021-07-01,1,1,1,2026-08-24T00:00:00.000
183,PC000183,282,3,Unity PlantCampus 183,PlantCampus starter record 183,Jordan Singh,2020-07-02,2021-07-02,1,1,1,2026-08-24T00:00:00.000
184,PC000184,183,3,Titan PlantCampus 184,PlantCampus starter record 184,Quinn Chen,2020-07-03,2021-07-03,1,1,1,2026-08-24T00:00:00.000
185,PC000185,390,3,Harbor PlantCampus 185,PlantCampus starter record 185,Riley Hughes,2020-07-04,2021-07-04,0,1,1,2026-08-24T00:00:00.000
186,PC000186,482,1,Liberty PlantCampus 186,PlantCampus starter record 186,Jordan Garcia,2020-07-05,2021-07-05,1,1,1,2026-08-24T00:00:00.000
187,PC000187,114,3,Liberty PlantCampus 187,PlantCampus starter record 187,Devon Evans,2020-07-06,2021-07-06,1,1,1,2026-08-24T00:00:00.000
188,PC000188,13,3,Pioneer PlantCampus 188,PlantCampus starter record 188,Morgan Khan,2020-07-07,2021-07-07,1,1,1,2026-08-24T00:00:00.000
189,PC000189,276,3,Junction PlantCampus 189,PlantCampus starter record 189,Devon Garcia,2020-07-08,2021-07-08,1,1,1,2026-08-24T00:00:00.000
190,PC000190,140,3,Harbor PlantCampus 190,PlantCampus starter record 190,Casey Chen,2020-07-09,2021-07-09,0,1,1,2026-08-24T00:00:00.000
191,PC000191,260,2,Zenith PlantCampus 191,PlantCampus starter record 191,Taylor Diaz,2020-07-10,2021-07-10,1,1,1,2026-08-24T00:00:00.000
192,PC000192,76,1,Northstar PlantCampus 192,PlantCampus starter record 192,Blair Chen,2020-07-11,2021-07-11,1,1,1,2026-08-24T00:00:00.000
193,PC000193,92,4,Delta PlantCampus 193,PlantCampus starter record 193,Emerson Singh,2020-07-12,2021-07-12,1,1,1,2026-08-24T00:00:00.000
194,PC000194,400,3,Delta PlantCampus 194,PlantCampus starter record 194,Emerson Martin,2020-07-13,2021-07-13,1,1,1,2026-08-24T00:00:00.000
195,PC000195,389,3,Atlas PlantCampus 195,PlantCampus starter record 195,Finley Garcia,2020-07-14,2021-07-14,0,1,1,2026-08-24T00:00:00.000
196,PC000196,331,2,Northstar PlantCampus 196,PlantCampus starter record 196,Riley Garcia,2020-07-15,2021-07-15,1,1,1,2026-08-24T00:00:00.000
197,PC000197,49,4,Northstar PlantCampus 197,PlantCampus starter record 197,Taylor Khan,2020-07-16,2021-07-16,1,1,1,2026-08-24T00:00:00.000
198,PC000198,335,2,Cedar PlantCampus 198,PlantCampus starter record 198,Blair Hughes,2020-07-17,2021-07-17,1,1,1,2026-08-24T00:00:00.000
199,PC000199,259,4,Junction PlantCampus 199,PlantCampus starter record 199,Morgan Singh,2020-07-18,2021-07-18,1,1,1,2026-08-24T00:00:00.000
200,PC000200,367,4,Riverton PlantCampus 200,PlantCampus starter record 200,Alex Adams,2020-07-19,2021-07-19,0,1,1,2026-08-24T00:00:00.000
201,PC000201,448,4,Vertex PlantCampus 201,PlantCampus starter record 201,Emerson Patel,2020-07-20,2021-07-20,1,1,1,2026-08-24T00:00:00.000
202,PC000202,226,4,Liberty PlantCampus 202,PlantCampus starter record 202,Morgan Adams,2020-07-21,2021-07-21,1,1,1,2026-08-24T00:00:00.000
203,PC000203,273,2,Cedar PlantCampus 203,PlantCampus starter record 203,Devon Bennett,2020-07-22,2021-07-22,1,1,1,2026-08-24T00:00:00.000
204,PC000204,103,4,Ion PlantCampus 204,PlantCampus starter record 204,Quinn Chen,2020-07-23,2021-07-23,1,1,1,2026-08-24T00:00:00.000
205,PC000205,68,2,Zenith PlantCampus 205,PlantCampus starter record 205,Devon Chen,2020-07-24,2021-07-24,0,1,1,2026-08-24T00:00:00.000
206,PC000206,417,3,Harbor PlantCampus 206,PlantCampus starter record 206,Quinn Patel,2020-07-25,2021-07-25,1,1,1,2026-08-24T00:00:00.000
207,PC000207,419,4,Delta PlantCampus 207,PlantCampus starter record 207,Morgan Martin,2020-07-26,2021-07-26,1,1,1,2026-08-24T00:00:00.000
208,PC000208,383,1,Evergreen PlantCampus 208,PlantCampus starter record 208,Jordan Adams,2020-07-27,2021-07-27,1,1,1,2026-08-24T00:00:00.000
209,PC000209,391,1,Liberty PlantCampus 209,PlantCampus starter record 209,Devon Adams,2020-07-28,2021-07-28,1,1,1,2026-08-24T00:00:00.000
210,PC000210,132,1,Riverton PlantCampus 210,PlantCampus starter record 210,Blair Patel,2020-07-29,2021-07-29,0,1,1,2026-08-24T00:00:00.000
211,PC000211,388,3,Junction PlantCampus 211,PlantCampus starter record 211,Devon Evans,2020-07-30,2021-07-30,1,1,1,2026-08-24T00:00:00.000
212,PC000212,274,4,Junction PlantCampus 212,PlantCampus starter record 212,Morgan Khan,2020-07-31,2021-07-31,1,1,1,2026-08-24T00:00:00.000
213,PC000213,306,2,Vertex PlantCampus 213,PlantCampus starter record 213,Jordan Diaz,2020-08-01,2021-08-01,1,1,1,2026-08-24T00:00:00.000
214,PC000214,469,3,Ion PlantCampus 214,PlantCampus starter record 214,Finley Patel,2020-08-02,2021-08-02,1,1,1,2026-08-24T00:00:00.000
215,PC000215,261,3,Evergreen PlantCampus 215,PlantCampus starter record 215,Emerson Bennett,2020-08-03,2021-08-03,0,1,1,2026-08-24T00:00:00.000
216,PC000216,174,4,Riverton PlantCampus 216,PlantCampus starter record 216,Finley Hughes,2020-08-04,2021-08-04,1,1,1,2026-08-24T00:00:00.000
217,PC000217,62,3,Summit PlantCampus 217,PlantCampus starter record 217,Casey Adams,2020-08-05,2021-08-05,1,1,1,2026-08-24T00:00:00.000
218,PC000218,360,4,Atlas PlantCampus 218,PlantCampus starter record 218,Harper Chen,2020-08-06,2021-08-06,1,1,1,2026-08-24T00:00:00.000
219,PC000219,453,1,Beacon PlantCampus 219,PlantCampus starter record 219,Blair Patel,2020-08-07,2021-08-07,1,1,1,2026-08-24T00:00:00.000
220,PC000220,186,4,Beacon PlantCampus 220,PlantCampus starter record 220,Harper Adams,2020-08-08,2021-08-08,0,1,1,2026-08-24T00:00:00.000
221,PC000221,20,1,Ion PlantCampus 221,PlantCampus starter record 221,Jordan Hughes,2020-08-09,2021-08-09,1,1,1,2026-08-24T00:00:00.000
222,PC000222,227,3,Pioneer PlantCampus 222,PlantCampus starter record 222,Finley Patel,2020-08-10,2021-08-10,1,1,1,2026-08-24T00:00:00.000
223,PC000223,13,1,Unity PlantCampus 223,PlantCampus starter record 223,Morgan Martin,2020-08-11,2021-08-11,1,1,1,2026-08-24T00:00:00.000
224,PC000224,53,4,Orion PlantCampus 224,PlantCampus starter record 224,Emerson Adams,2020-08-12,2021-08-12,1,1,1,2026-08-24T00:00:00.000
225,PC000225,32,4,Beacon PlantCampus 225,PlantCampus starter record 225,Taylor Reed,2020-08-13,2021-08-13,0,1,1,2026-08-24T00:00:00.000
226,PC000226,411,4,Willow PlantCampus 226,PlantCampus starter record 226,Morgan Evans,2020-08-14,2021-08-14,1,1,1,2026-08-24T00:00:00.000
227,PC000227,368,3,Pioneer PlantCampus 227,PlantCampus starter record 227,Casey Hughes,2020-08-15,2021-08-15,1,1,1,2026-08-24T00:00:00.000
228,PC000228,202,4,Delta PlantCampus 228,PlantCampus starter record 228,Emerson Patel,2020-08-16,2021-08-16,1,1,1,2026-08-24T00:00:00.000
229,PC000229,261,1,Riverton PlantCampus 229,PlantCampus starter record 229,Harper Hughes,2020-08-17,2021-08-17,1,1,1,2026-08-24T00:00:00.000
230,PC000230,2,4,Atlas PlantCampus 230,PlantCampus starter record 230,Casey Singh,2020-08-18,2021-08-18,0,1,1,2026-08-24T00:00:00.000
231,PC000231,307,2,Meridian PlantCampus 231,PlantCampus starter record 231,Harper Adams,2020-08-19,2021-08-19,1,1,1,2026-08-24T00:00:00.000
232,PC000232,125,2,Riverton PlantCampus 232,PlantCampus starter record 232,Blair Chen,2020-08-20,2021-08-20,1,1,1,2026-08-24T00:00:00.000
233,PC000233,144,3,Forge PlantCampus 233,PlantCampus starter record 233,Emerson Bennett,2020-08-21,2021-08-21,1,1,1,2026-08-24T00:00:00.000
234,PC000234,119,1,Orion PlantCampus 234,PlantCampus starter record 234,Taylor Singh,2020-08-22,2021-08-22,1,1,1,2026-08-24T00:00:00.000
235,PC000235,56,4,Evergreen PlantCampus 235,PlantCampus starter record 235,Quinn Chen,2020-08-23,2021-08-23,0,1,1,2026-08-24T00:00:00.000
236,PC000236,29,2,Cedar PlantCampus 236,PlantCampus starter record 236,Harper Reed,2020-08-24,2021-08-24,1,1,1,2026-08-24T00:00:00.000
237,PC000237,315,2,Junction PlantCampus 237,PlantCampus starter record 237,Jordan Patel,2020-08-25,2021-08-25,1,1,1,2026-08-24T00:00:00.000
238,PC000238,488,1,Zenith PlantCampus 238,PlantCampus starter record 238,Jordan Patel,2020-08-26,2021-08-26,1,1,1,2026-08-24T00:00:00.000
239,PC000239,68,3,Riverton PlantCampus 239,PlantCampus starter record 239,Casey Hughes,2020-08-27,2021-08-27,1,1,1,2026-08-24T00:00:00.000
240,PC000240,411,4,Keystone PlantCampus 240,PlantCampus starter record 240,Jordan Garcia,2020-08-28,2021-08-28,0,1,1,2026-08-24T00:00:00.000
241,PC000241,163,1,Delta PlantCampus 241,PlantCampus starter record 241,Casey Singh,2020-08-29,2021-08-29,1,1,1,2026-08-24T00:00:00.000
242,PC000242,57,2,Willow PlantCampus 242,PlantCampus starter record 242,Alex Evans,2020-08-30,2021-08-30,1,1,1,2026-08-24T00:00:00.000
243,PC000243,80,2,Vertex PlantCampus 243,PlantCampus starter record 243,Casey Garcia,2020-08-31,2021-08-31,1,1,1,2026-08-24T00:00:00.000
244,PC000244,200,1,Zenith PlantCampus 244,PlantCampus starter record 244,Quinn Garcia,2020-09-01,2021-09-01,1,1,1,2026-08-24T00:00:00.000
245,PC000245,116,1,Orion PlantCampus 245,PlantCampus starter record 245,Devon Hughes,2020-09-02,2021-09-02,0,1,1,2026-08-24T00:00:00.000
246,PC000246,289,2,Ion PlantCampus 246,PlantCampus starter record 246,Blair Garcia,2020-09-03,2021-09-03,1,1,1,2026-08-24T00:00:00.000
247,PC000247,55,2,Ion PlantCampus 247,PlantCampus starter record 247,Jordan Garcia,2020-09-04,2021-09-04,1,1,1,2026-08-24T00:00:00.000
248,PC000248,317,1,Evergreen PlantCampus 248,PlantCampus starter record 248,Alex Bennett,2020-09-05,2021-09-05,1,1,1,2026-08-24T00:00:00.000
249,PC000249,434,2,Delta PlantCampus 249,PlantCampus starter record 249,Alex Khan,2020-09-06,2021-09-06,1,1,1,2026-08-24T00:00:00.000
250,PC000250,106,1,Keystone PlantCampus 250,PlantCampus starter record 250,Taylor Adams,2020-09-07,2021-09-07,0,1,1,2026-08-24T00:00:00.000
251,PC000251,464,1,Keystone PlantCampus 251,PlantCampus starter record 251,Devon Evans,2020-09-08,2021-09-08,1,1,1,2026-08-24T00:00:00.000
252,PC000252,236,3,Granite PlantCampus 252,PlantCampus starter record 252,Alex Bennett,2020-09-09,2021-09-09,1,1,1,2026-08-24T00:00:00.000
253,PC000253,478,4,Orion PlantCampus 253,PlantCampus starter record 253,Finley Evans,2020-09-10,2021-09-10,1,1,1,2026-08-24T00:00:00.000
254,PC000254,431,2,Pioneer PlantCampus 254,PlantCampus starter record 254,Finley Hughes,2020-09-11,2021-09-11,1,1,1,2026-08-24T00:00:00.000
255,PC000255,280,4,Harbor PlantCampus 255,PlantCampus starter record 255,Morgan Diaz,2020-09-12,2021-09-12,0,1,1,2026-08-24T00:00:00.000
256,PC000256,422,4,Willow PlantCampus 256,PlantCampus starter record 256,Devon Singh,2020-09-13,2021-09-13,1,1,1,2026-08-24T00:00:00.000
257,PC000257,195,3,Forge PlantCampus 257,PlantCampus starter record 257,Riley Hughes,2020-09-14,2021-09-14,1,1,1,2026-08-24T00:00:00.000
258,PC000258,11,2,Atlas PlantCampus 258,PlantCampus starter record 258,Riley Evans,2020-09-15,2021-09-15,1,1,1,2026-08-24T00:00:00.000
259,PC000259,169,4,Harbor PlantCampus 259,PlantCampus starter record 259,Casey Reed,2020-09-16,2021-09-16,1,1,1,2026-08-24T00:00:00.000
260,PC000260,146,3,Willow PlantCampus 260,PlantCampus starter record 260,Casey Garcia,2020-09-17,2021-09-17,0,1,1,2026-08-24T00:00:00.000
261,PC000261,288,1,Willow PlantCampus 261,PlantCampus starter record 261,Jordan Diaz,2020-09-18,2021-09-18,1,1,1,2026-08-24T00:00:00.000
262,PC000262,377,4,Cedar PlantCampus 262,PlantCampus starter record 262,Taylor Garcia,2020-09-19,2021-09-19,1,1,1,2026-08-24T00:00:00.000
263,PC000263,27,3,Evergreen PlantCampus 263,PlantCampus starter record 263,Riley Evans,2020-09-20,2021-09-20,1,1,1,2026-08-24T00:00:00.000
264,PC000264,465,1,Beacon PlantCampus 264,PlantCampus starter record 264,Harper Evans,2020-09-21,2021-09-21,1,1,1,2026-08-24T00:00:00.000
265,PC000265,121,4,Unity PlantCampus 265,PlantCampus starter record 265,Morgan Adams,2020-09-22,2021-09-22,0,1,1,2026-08-24T00:00:00.000
266,PC000266,459,2,Riverton PlantCampus 266,PlantCampus starter record 266,Alex Garcia,2020-09-23,2021-09-23,1,1,1,2026-08-24T00:00:00.000
267,PC000267,331,2,Vertex PlantCampus 267,PlantCampus starter record 267,Casey Chen,2020-09-24,2021-09-24,1,1,1,2026-08-24T00:00:00.000
268,PC000268,398,3,Evergreen PlantCampus 268,PlantCampus starter record 268,Finley Hughes,2020-09-25,2021-09-25,1,1,1,2026-08-24T00:00:00.000
269,PC000269,250,3,Summit PlantCampus 269,PlantCampus starter record 269,Casey Hughes,2020-09-26,2021-09-26,1,1,1,2026-08-24T00:00:00.000
270,PC000270,457,2,Vertex PlantCampus 270,PlantCampus starter record 270,Jordan Chen,2020-09-27,2021-09-27,0,1,1,2026-08-24T00:00:00.000
271,PC000271,231,2,Zenith PlantCampus 271,PlantCampus starter record 271,Taylor Adams,2020-09-28,2021-09-28,1,1,1,2026-08-24T00:00:00.000
272,PC000272,368,4,Beacon PlantCampus 272,PlantCampus starter record 272,Jordan Khan,2020-09-29,2021-09-29,1,1,1,2026-08-24T00:00:00.000
273,PC000273,227,4,Beacon PlantCampus 273,PlantCampus starter record 273,Alex Bennett,2020-09-30,2021-09-30,1,1,1,2026-08-24T00:00:00.000
274,PC000274,156,4,Atlas PlantCampus 274,PlantCampus starter record 274,Taylor Chen,2020-10-01,2021-10-01,1,1,1,2026-08-24T00:00:00.000
275,PC000275,352,2,Quartz PlantCampus 275,PlantCampus starter record 275,Riley Adams,2020-10-02,2021-10-02,0,1,1,2026-08-24T00:00:00.000
276,PC000276,464,4,Liberty PlantCampus 276,PlantCampus starter record 276,Finley Chen,2020-10-03,2021-10-03,1,1,1,2026-08-24T00:00:00.000
277,PC000277,317,2,Ion PlantCampus 277,PlantCampus starter record 277,Blair Bennett,2020-10-04,2021-10-04,1,1,1,2026-08-24T00:00:00.000
278,PC000278,227,3,Meridian PlantCampus 278,PlantCampus starter record 278,Casey Diaz,2020-10-05,2021-10-05,1,1,1,2026-08-24T00:00:00.000
279,PC000279,25,1,Ion PlantCampus 279,PlantCampus starter record 279,Taylor Hughes,2020-10-06,2021-10-06,1,1,1,2026-08-24T00:00:00.000
280,PC000280,139,1,Summit PlantCampus 280,PlantCampus starter record 280,Taylor Singh,2020-10-07,2021-10-07,0,1,1,2026-08-24T00:00:00.000
281,PC000281,64,1,Granite PlantCampus 281,PlantCampus starter record 281,Riley Bennett,2020-10-08,2021-10-08,1,1,1,2026-08-24T00:00:00.000
282,PC000282,34,3,Harbor PlantCampus 282,PlantCampus starter record 282,Devon Bennett,2020-10-09,2021-10-09,1,1,1,2026-08-24T00:00:00.000
283,PC000283,139,4,Vertex PlantCampus 283,PlantCampus starter record 283,Finley Garcia,2020-10-10,2021-10-10,1,1,1,2026-08-24T00:00:00.000
284,PC000284,19,3,Zenith PlantCampus 284,PlantCampus starter record 284,Blair Khan,2020-10-11,2021-10-11,1,1,1,2026-08-24T00:00:00.000
285,PC000285,480,3,Meridian PlantCampus 285,PlantCampus starter record 285,Blair Reed,2020-10-12,2021-10-12,0,1,1,2026-08-24T00:00:00.000
286,PC000286,477,3,Forge PlantCampus 286,PlantCampus starter record 286,Jordan Diaz,2020-10-13,2021-10-13,1,1,1,2026-08-24T00:00:00.000
287,PC000287,147,3,Granite PlantCampus 287,PlantCampus starter record 287,Taylor Singh,2020-10-14,2021-10-14,1,1,1,2026-08-24T00:00:00.000
288,PC000288,485,4,Titan PlantCampus 288,PlantCampus starter record 288,Emerson Evans,2020-10-15,2021-10-15,1,1,1,2026-08-24T00:00:00.000
289,PC000289,177,3,Junction PlantCampus 289,PlantCampus starter record 289,Alex Reed,2020-10-16,2021-10-16,1,1,1,2026-08-24T00:00:00.000
290,PC000290,57,1,Zenith PlantCampus 290,PlantCampus starter record 290,Devon Adams,2020-10-17,2021-10-17,0,1,1,2026-08-24T00:00:00.000
291,PC000291,80,1,Titan PlantCampus 291,PlantCampus starter record 291,Emerson Bennett,2020-10-18,2021-10-18,1,1,1,2026-08-24T00:00:00.000
292,PC000292,173,2,Junction PlantCampus 292,PlantCampus starter record 292,Emerson Patel,2020-10-19,2021-10-19,1,1,1,2026-08-24T00:00:00.000
293,PC000293,486,2,Harbor PlantCampus 293,PlantCampus starter record 293,Blair Singh,2020-10-20,2021-10-20,1,1,1,2026-08-24T00:00:00.000
294,PC000294,352,4,Forge PlantCampus 294,PlantCampus starter record 294,Quinn Martin,2020-10-21,2021-10-21,1,1,1,2026-08-24T00:00:00.000
295,PC000295,74,3,Zenith PlantCampus 295,PlantCampus starter record 295,Jordan Chen,2020-10-22,2021-10-22,0,1,1,2026-08-24T00:00:00.000
296,PC000296,344,3,Orion PlantCampus 296,PlantCampus starter record 296,Emerson Diaz,2020-10-23,2021-10-23,1,1,1,2026-08-24T00:00:00.000
297,PC000297,436,1,Quartz PlantCampus 297,PlantCampus starter record 297,Blair Hughes,2020-10-24,2021-10-24,1,1,1,2026-08-24T00:00:00.000
298,PC000298,372,1,Willow PlantCampus 298,PlantCampus starter record 298,Devon Diaz,2020-10-25,2021-10-25,1,1,1,2026-08-24T00:00:00.000
299,PC000299,1,4,Vertex PlantCampus 299,PlantCampus starter record 299,Emerson Martin,2020-10-26,2021-10-26,1,1,1,2026-08-24T00:00:00.000
300,PC000300,11,1,Harbor PlantCampus 300,PlantCampus starter record 300,Taylor Reed,2020-10-27,2021-10-27,0,1,1,2026-08-24T00:00:00.000
