LaborTrainingCourseKey,TrainingCourseCode,LaborSkillCategoryKey,TrainingCourseName,DurationHours,RenewalMonths,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
109,LTC000109,58,Cedar LaborTrainingCourse 109,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be6b119279635dd1a43c147c7757b8cdbe6b119279635dd1a43c147c7757b8cd
110,LTC000110,26,Granite LaborTrainingCourse 110,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a952b762b05dac9fe97baa8a5e5bca64a952b762b05dac9fe97baa8a5e5bca
111,LTC000111,66,Atlas LaborTrainingCourse 111,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3770f7b6919d580580d3e4433de321ec3770f7b6919d580580d3e4433de321ec
112,LTC000112,40,Harbor LaborTrainingCourse 112,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04234350e9a75378b2fb09495cd32fb004234350e9a75378b2fb09495cd32fb0
113,LTC000113,67,Atlas LaborTrainingCourse 113,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4c46aba43fc587b8390d67e89b66ad5d4c46aba43fc587b8390d67e89b66ad5
114,LTC000114,30,Northstar LaborTrainingCourse 114,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72326371ed25593e83d9d3518a03c34b72326371ed25593e83d9d3518a03c34b
115,LTC000115,8,Riverton LaborTrainingCourse 115,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,868ff0abf34e5829be66a6b61f857357868ff0abf34e5829be66a6b61f857357
116,LTC000116,72,Junction LaborTrainingCourse 116,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd2b76c2e7bf5441a972fbb644983cf5fd2b76c2e7bf5441a972fbb644983cf5
117,LTC000117,52,Forge LaborTrainingCourse 117,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0082ac8b3d2a54f39668749690eedaba0082ac8b3d2a54f39668749690eedaba
118,LTC000118,3,Willow LaborTrainingCourse 118,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea1ee43d33bb5c63bd23929420a82fa5ea1ee43d33bb5c63bd23929420a82fa5
119,LTC000119,13,Summit LaborTrainingCourse 119,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83c268f3249056bf9ebd0044622d62d183c268f3249056bf9ebd0044622d62d1
120,LTC000120,56,Cedar LaborTrainingCourse 120,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07da5a3a80035a44a7aebe9289f91eb607da5a3a80035a44a7aebe9289f91eb6
121,LTC000121,22,Quartz LaborTrainingCourse 121,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf710b5cf0da5d6ea44137cd58e680f0bf710b5cf0da5d6ea44137cd58e680f0
122,LTC000122,18,Cedar LaborTrainingCourse 122,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9f161669d955cc79c0359b37ea040bac9f161669d955cc79c0359b37ea040ba
123,LTC000123,27,Pioneer LaborTrainingCourse 123,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4093188b133c50a79ac14ed959ecda904093188b133c50a79ac14ed959ecda90
124,LTC000124,21,Ion LaborTrainingCourse 124,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b395d13e4e95dde8d43c9a136df74dd7b395d13e4e95dde8d43c9a136df74dd
125,LTC000125,20,Granite LaborTrainingCourse 125,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dc623b0eff25425ab1c426ece02b19f9dc623b0eff25425ab1c426ece02b19f
126,LTC000126,64,Orion LaborTrainingCourse 126,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,216980ad5a4b535fa9a7a43f2cc566b3216980ad5a4b535fa9a7a43f2cc566b3
127,LTC000127,20,Atlas LaborTrainingCourse 127,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb0093a6d99057e3a869501461b384febb0093a6d99057e3a869501461b384fe
128,LTC000128,37,Unity LaborTrainingCourse 128,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b4940a3c1875de2b77409565c92f6d20b4940a3c1875de2b77409565c92f6d2
129,LTC000129,66,Delta LaborTrainingCourse 129,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a80049ce9ddd58c8afc36b8fd749f142a80049ce9ddd58c8afc36b8fd749f142
130,LTC000130,6,Junction LaborTrainingCourse 130,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52736db5278d541f9cf7a29d625e57ec52736db5278d541f9cf7a29d625e57ec
131,LTC000131,37,Evergreen LaborTrainingCourse 131,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b77a78bfc7e546ab2ba854c633b4cff6b77a78bfc7e546ab2ba854c633b4cff
132,LTC000132,79,Junction LaborTrainingCourse 132,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f18008806974579b9b8e3dd1139d0863f18008806974579b9b8e3dd1139d0863
133,LTC000133,42,Willow LaborTrainingCourse 133,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a886401267ea54099bb44fd69479a016a886401267ea54099bb44fd69479a016
134,LTC000134,9,Granite LaborTrainingCourse 134,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c83bc039ef5074b5fb29bd1404a4d961c83bc039ef5074b5fb29bd1404a4d9
135,LTC000135,29,Willow LaborTrainingCourse 135,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a63c2e231d85c29b1fd256cf252cd362a63c2e231d85c29b1fd256cf252cd36
136,LTC000136,11,Junction LaborTrainingCourse 136,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce3df969096d56108eb77276a6d6aa4ece3df969096d56108eb77276a6d6aa4e
137,LTC000137,37,Summit LaborTrainingCourse 137,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55170f51f1cd5b96b0cbad5019d647a455170f51f1cd5b96b0cbad5019d647a4
138,LTC000138,29,Junction LaborTrainingCourse 138,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e30b0cc0ef7452a9b0c7f301a7867941e30b0cc0ef7452a9b0c7f301a7867941
139,LTC000139,74,Liberty LaborTrainingCourse 139,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c4e48fef1975a309774f907261f428f1c4e48fef1975a309774f907261f428f
140,LTC000140,44,Riverton LaborTrainingCourse 140,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2afe3f177da5fcdaa5672262b681309e2afe3f177da5fcdaa5672262b681309
141,LTC000141,65,Orion LaborTrainingCourse 141,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cce2d9a6ee75f51bc9d344655cbd1512cce2d9a6ee75f51bc9d344655cbd151
142,LTC000142,58,Pioneer LaborTrainingCourse 142,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d6f50ca130550a9ca9583dde378d0ea1d6f50ca130550a9ca9583dde378d0e
143,LTC000143,87,Meridian LaborTrainingCourse 143,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59fb67e85d5e547fa03385a5c5d98e6759fb67e85d5e547fa03385a5c5d98e67
144,LTC000144,29,Beacon LaborTrainingCourse 144,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91697becefec5a5c8c43130a9f48452491697becefec5a5c8c43130a9f484524
145,LTC000145,60,Cedar LaborTrainingCourse 145,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f585bba0d0509d814e0575654c776995f585bba0d0509d814e0575654c7769
146,LTC000146,53,Pioneer LaborTrainingCourse 146,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,938fb59e31a958aab7c74c644b72c75b938fb59e31a958aab7c74c644b72c75b
147,LTC000147,24,Willow LaborTrainingCourse 147,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0002695a21ef56fa8d69319fd182b6300002695a21ef56fa8d69319fd182b630
148,LTC000148,65,Vertex LaborTrainingCourse 148,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f701b84b8dc56c99ee96f28ec4f0f652f701b84b8dc56c99ee96f28ec4f0f65
149,LTC000149,66,Orion LaborTrainingCourse 149,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6c98754177250ef8246c93f0ca0dd3cc6c98754177250ef8246c93f0ca0dd3c
150,LTC000150,82,Beacon LaborTrainingCourse 150,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5459c0a5619541ea867d60ece5ce393c5459c0a5619541ea867d60ece5ce393
151,LTC000151,66,Atlas LaborTrainingCourse 151,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e03dff2a452c50daa57d36a90dcc2838e03dff2a452c50daa57d36a90dcc2838
152,LTC000152,90,Meridian LaborTrainingCourse 152,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2673825d3bc05e659f9c8c7c3bfa46f72673825d3bc05e659f9c8c7c3bfa46f7
153,LTC000153,35,Atlas LaborTrainingCourse 153,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d46934ff85dd5bfa8b78c4f52640e169d46934ff85dd5bfa8b78c4f52640e169
154,LTC000154,89,Vertex LaborTrainingCourse 154,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff9f357da7e15d64bb243f71950c43a7ff9f357da7e15d64bb243f71950c43a7
155,LTC000155,19,Orion LaborTrainingCourse 155,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e292a2df1e96590b8cf3b7e3cd19b504e292a2df1e96590b8cf3b7e3cd19b504
156,LTC000156,37,Junction LaborTrainingCourse 156,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,202da48bf064526ba55dabc97f9344ec202da48bf064526ba55dabc97f9344ec
157,LTC000157,83,Willow LaborTrainingCourse 157,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b10263aff2f57cf99301851f23cb2101b10263aff2f57cf99301851f23cb210
158,LTC000158,6,Granite LaborTrainingCourse 158,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2e84977bf8f533abbb4ea2484abfe69c2e84977bf8f533abbb4ea2484abfe69
159,LTC000159,31,Harbor LaborTrainingCourse 159,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c285e86068955451b40558d13a05f0fcc285e86068955451b40558d13a05f0fc
160,LTC000160,64,Unity LaborTrainingCourse 160,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ffedf3856315371ab1ec66643d7db869ffedf3856315371ab1ec66643d7db86
161,LTC000161,90,Liberty LaborTrainingCourse 161,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea28da3c80d850e197d61ae13f7fd6b3ea28da3c80d850e197d61ae13f7fd6b3
162,LTC000162,75,Forge LaborTrainingCourse 162,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8c169080c4f5d4087953031e7a0257cc8c169080c4f5d4087953031e7a0257c
163,LTC000163,82,Titan LaborTrainingCourse 163,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0d6287517885917987b155e75495a00e0d6287517885917987b155e75495a00
164,LTC000164,59,Pioneer LaborTrainingCourse 164,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec21c430024d5904954177c462b2c7caec21c430024d5904954177c462b2c7ca
165,LTC000165,28,Pioneer LaborTrainingCourse 165,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d45f6373d595d09bf16ecf199eab3914d45f6373d595d09bf16ecf199eab391
166,LTC000166,15,Delta LaborTrainingCourse 166,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92c61f894bad5c1cb384f3929798394192c61f894bad5c1cb384f39297983941
167,LTC000167,8,Zenith LaborTrainingCourse 167,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fad76aa322b9536f8bc1b3e47bb8c8c1fad76aa322b9536f8bc1b3e47bb8c8c1
168,LTC000168,49,Titan LaborTrainingCourse 168,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315c356461205f4d89cef0a9c21fd643315c356461205f4d89cef0a9c21fd643
169,LTC000169,6,Meridian LaborTrainingCourse 169,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,773299cd3fec5e1788a4b6943e10cc88773299cd3fec5e1788a4b6943e10cc88
170,LTC000170,21,Evergreen LaborTrainingCourse 170,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,640f56daf95051f188c3f42fb072203e640f56daf95051f188c3f42fb072203e
171,LTC000171,32,Atlas LaborTrainingCourse 171,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca341e53ddc5df08925da0173f7e461cca341e53ddc5df08925da0173f7e461
172,LTC000172,85,Pioneer LaborTrainingCourse 172,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7541da14d205c8d90b56922d40fba85e7541da14d205c8d90b56922d40fba85
173,LTC000173,70,Keystone LaborTrainingCourse 173,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37bbadb479575a37b039f227c5377d5837bbadb479575a37b039f227c5377d58
174,LTC000174,4,Cedar LaborTrainingCourse 174,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d7939386a9d5ed69c0cbfb7a021e9d22d7939386a9d5ed69c0cbfb7a021e9d2
175,LTC000175,8,Beacon LaborTrainingCourse 175,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c72705cc747e53469242eadb7dcdfdc4c72705cc747e53469242eadb7dcdfdc4
176,LTC000176,67,Pioneer LaborTrainingCourse 176,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,364a848613f758c78f3940b269cbd53d364a848613f758c78f3940b269cbd53d
177,LTC000177,47,Ion LaborTrainingCourse 177,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8129e6dfc39d593cabb64261a89f70a78129e6dfc39d593cabb64261a89f70a7
178,LTC000178,82,Junction LaborTrainingCourse 178,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1988b4090f1547286dbb591b15a84a0c1988b4090f1547286dbb591b15a84a0
179,LTC000179,46,Keystone LaborTrainingCourse 179,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6f9a07b44e35319b3952b4388c8ce3dc6f9a07b44e35319b3952b4388c8ce3d
180,LTC000180,37,Liberty LaborTrainingCourse 180,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fba7957e2ea5fa7ab54f36d48778da98fba7957e2ea5fa7ab54f36d48778da9
181,LTC000181,83,Forge LaborTrainingCourse 181,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9da3364b84a5d1d830163639982e929d9da3364b84a5d1d830163639982e929
182,LTC000182,76,Titan LaborTrainingCourse 182,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc42b4cf62ec56569a09665696b6b5fddc42b4cf62ec56569a09665696b6b5fd
183,LTC000183,42,Unity LaborTrainingCourse 183,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,538a0ba288f3539e98b70b99cc7c628c538a0ba288f3539e98b70b99cc7c628c
184,LTC000184,40,Northstar LaborTrainingCourse 184,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039c9b854fef56e182730310b4295dcd039c9b854fef56e182730310b4295dcd
185,LTC000185,71,Liberty LaborTrainingCourse 185,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4af3f05c32f5b1aa4d8de5fbef20c61f4af3f05c32f5b1aa4d8de5fbef20c61
186,LTC000186,69,Ion LaborTrainingCourse 186,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54fec978497e5163b4d8d24dcb7c3bbb54fec978497e5163b4d8d24dcb7c3bbb
187,LTC000187,42,Quartz LaborTrainingCourse 187,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c803ae2f97805716b98e4762dc32186ac803ae2f97805716b98e4762dc32186a
188,LTC000188,13,Willow LaborTrainingCourse 188,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d26db11a13f5572aadb4ab23e8ad5a64d26db11a13f5572aadb4ab23e8ad5a6
189,LTC000189,41,Willow LaborTrainingCourse 189,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6b271af03c7596682ea4f9b7a8cd004a6b271af03c7596682ea4f9b7a8cd004
190,LTC000190,84,Willow LaborTrainingCourse 190,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3beb40be00b582f9b48cc72559ef517c3beb40be00b582f9b48cc72559ef517
191,LTC000191,78,Willow LaborTrainingCourse 191,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05570b699dc45ce7b9944475a4cd9e4005570b699dc45ce7b9944475a4cd9e40
192,LTC000192,62,Pioneer LaborTrainingCourse 192,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a27e718daa526e84ae8f861c013940b4a27e718daa526e84ae8f861c013940
193,LTC000193,21,Delta LaborTrainingCourse 193,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8be91320d2f55a94b390930873aeb9e48be91320d2f55a94b390930873aeb9e4
194,LTC000194,26,Evergreen LaborTrainingCourse 194,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c77212b845185caca321f1db5037bb24c77212b845185caca321f1db5037bb24
195,LTC000195,62,Liberty LaborTrainingCourse 195,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f263337917265adca33a553b4b48fc05f263337917265adca33a553b4b48fc05
196,LTC000196,34,Meridian LaborTrainingCourse 196,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15a868867ea450c4bafaefc0f4e2609515a868867ea450c4bafaefc0f4e26095
197,LTC000197,22,Zenith LaborTrainingCourse 197,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad208f344b32569a84cbddf48b92e38cad208f344b32569a84cbddf48b92e38c
198,LTC000198,3,Granite LaborTrainingCourse 198,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6770e6e1a5155bc8a65e557528028ebd6770e6e1a5155bc8a65e557528028ebd
199,LTC000199,44,Forge LaborTrainingCourse 199,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,738a01367b945324bc01fc2ba7a91a78738a01367b945324bc01fc2ba7a91a78
200,LTC000200,59,Pioneer LaborTrainingCourse 200,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e246129d7f045a2d9f6eb4831fff94e1e246129d7f045a2d9f6eb4831fff94e1
201,LTC000201,40,Vertex LaborTrainingCourse 201,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ec82b4b7fea5aacae833c634abb53db2ec82b4b7fea5aacae833c634abb53db
202,LTC000202,49,Delta LaborTrainingCourse 202,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d09785e7f385fb8846614d2f087ffaa5d09785e7f385fb8846614d2f087ffaa
203,LTC000203,46,Atlas LaborTrainingCourse 203,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe2281737b8d5f7f99c01e1cb49a6020fe2281737b8d5f7f99c01e1cb49a6020
204,LTC000204,21,Liberty LaborTrainingCourse 204,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,022ff3002a8f5cb8a3615b92d634e5ce022ff3002a8f5cb8a3615b92d634e5ce
205,LTC000205,44,Atlas LaborTrainingCourse 205,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a41798d050d5090bedb1cc12e54372a7a41798d050d5090bedb1cc12e54372a
206,LTC000206,85,Cedar LaborTrainingCourse 206,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae88e4c1f3cb5d9dbe7c908f742a60b0ae88e4c1f3cb5d9dbe7c908f742a60b0
207,LTC000207,45,Summit LaborTrainingCourse 207,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d33c523486753d8b541819a3cccd9810d33c523486753d8b541819a3cccd981
208,LTC000208,73,Willow LaborTrainingCourse 208,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3ca4b59a0265a758b5cdb536294807dc3ca4b59a0265a758b5cdb536294807d
209,LTC000209,81,Atlas LaborTrainingCourse 209,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceb7622ec93a5cb68a047c18f06e26ceceb7622ec93a5cb68a047c18f06e26ce
210,LTC000210,47,Unity LaborTrainingCourse 210,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6fbecea87ac5b8f9665c6b9084ee4c4f6fbecea87ac5b8f9665c6b9084ee4c4
211,LTC000211,53,Junction LaborTrainingCourse 211,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee35ed8ebdc75aa38e2b250cbb4097ffee35ed8ebdc75aa38e2b250cbb4097ff
212,LTC000212,31,Granite LaborTrainingCourse 212,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f21fe5d10a2256b78f6ba367dc1008def21fe5d10a2256b78f6ba367dc1008de
213,LTC000213,65,Titan LaborTrainingCourse 213,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e247662b9abf5930a3f69afd85a93353e247662b9abf5930a3f69afd85a93353
214,LTC000214,79,Liberty LaborTrainingCourse 214,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e2a95a67f9f585baa07a1cd3a7e06df9e2a95a67f9f585baa07a1cd3a7e06df
215,LTC000215,39,Zenith LaborTrainingCourse 215,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8014bfe28c0452b5af94fe3ef2bb57298014bfe28c0452b5af94fe3ef2bb5729
216,LTC000216,49,Granite LaborTrainingCourse 216,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,151d143d83a85e038f8d7d4e7fceeea9151d143d83a85e038f8d7d4e7fceeea9
217,LTC000217,27,Junction LaborTrainingCourse 217,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ea247af72425329b1945bd082e444827ea247af72425329b1945bd082e44482
218,LTC000218,3,Forge LaborTrainingCourse 218,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07a89a1bcba951b3b9b4df692f74e45607a89a1bcba951b3b9b4df692f74e456
