PlantKey,PlantCode,GeoPostalCodeKey,OrgBusinessUnitKey,PlantTypeKey,PlantCampusKey,CurrencyKey,TimeZoneKey,RecordStatusKey,CountryKey,PlantName,LegalEntityCode,PlantManagerName,OpenedDate,ClosedDate,TotalFloorAreaSquareMeter,DefaultCurrencyCode,TimeZoneName,LatitudeValue,LongitudeValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
75,P000075,360,102,1,36,4,7,1,250,Riverton Plant 75,P000075,Willow Plant 75,2020-03-16,2020-03-16,76.00,CAD,Northstar Plant 75,112.750000,112.750000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be58140411ab5e44980196b6d0622544be58140411ab5e44980196b6d0622544
76,P000076,387,133,12,79,1,9,2,17,Vertex Plant 76,P000076,Northstar Plant 76,2020-03-17,2020-03-17,77.00,MXN,Junction Plant 76,114.120000,114.120000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3237b7ab7c735dc29e3a93364360d8b33237b7ab7c735dc29e3a93364360d8b3
77,P000077,116,134,20,149,1,54,1,246,Liberty Plant 77,P000077,Riverton Plant 77,2020-03-18,2020-03-18,78.00,JPY,Granite Plant 77,115.490000,115.490000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfc5ca67ae765ca4a1d0c63b6c7b472ccfc5ca67ae765ca4a1d0c63b6c7b472c
78,P000078,127,15,11,179,4,59,4,104,Liberty Plant 78,P000078,Quartz Plant 78,2020-03-19,2020-03-19,79.00,USD,Zenith Plant 78,116.860000,116.860000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33820bdf25b653ea9d514b9c699573e233820bdf25b653ea9d514b9c699573e2
79,P000079,13,121,20,80,5,33,2,186,Unity Plant 79,P000079,Riverton Plant 79,2020-03-20,2020-03-20,80.00,EUR,Granite Plant 79,118.230000,118.230000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ece365b5df015580baaa36e148fc0b0dece365b5df015580baaa36e148fc0b0d
80,P000080,437,79,20,114,4,43,1,19,Zenith Plant 80,P000080,Unity Plant 80,2020-03-21,2020-03-21,81.00,GBP,Cedar Plant 80,119.600000,119.600000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,806af43cb714558894a1c191a2f29849806af43cb714558894a1c191a2f29849
81,P000081,439,141,14,211,3,4,4,160,Zenith Plant 81,P000081,Ion Plant 81,2020-03-22,2020-03-22,82.00,CAD,Ion Plant 81,120.970000,120.970000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,065f5a8d990b59cfb1f51352749e0728065f5a8d990b59cfb1f51352749e0728
82,P000082,420,23,12,19,5,33,3,4,Quartz Plant 82,P000082,Unity Plant 82,2020-03-23,2020-03-23,83.00,MXN,Vertex Plant 82,122.340000,122.340000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1240a0aeb64f50e1ac34f553259bf5a01240a0aeb64f50e1ac34f553259bf5a0
83,P000083,195,3,5,184,4,49,1,44,Beacon Plant 83,P000083,Orion Plant 83,2020-03-24,2020-03-24,84.00,JPY,Keystone Plant 83,123.710000,123.710000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af790ac797c350108610a14a6c356cb0af790ac797c350108610a14a6c356cb0
84,P000084,421,103,5,154,4,48,2,206,Titan Plant 84,P000084,Vertex Plant 84,2020-03-25,2020-03-25,85.00,USD,Junction Plant 84,125.080000,125.080000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad7ac733ca45ea58e28880991e466fb5ad7ac733ca45ea58e28880991e466fb
85,P000085,453,22,9,59,4,49,2,94,Vertex Plant 85,P000085,Quartz Plant 85,2020-03-26,2020-03-26,86.00,EUR,Liberty Plant 85,126.450000,126.450000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c66c2d7b5219504bad74aed2b48219a1c66c2d7b5219504bad74aed2b48219a1
86,P000086,264,98,17,126,1,29,4,205,Quartz Plant 86,P000086,Summit Plant 86,2020-03-27,2020-03-27,87.00,GBP,Unity Plant 86,127.820000,127.820000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8028c4c5549757d2a02943a033534a6e8028c4c5549757d2a02943a033534a6e
87,P000087,487,82,8,282,3,10,4,14,Cedar Plant 87,P000087,Quartz Plant 87,2020-03-28,2020-03-28,88.00,CAD,Quartz Plant 87,129.190000,129.190000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,609987318f1b52b5827b07b4c24329f5609987318f1b52b5827b07b4c24329f5
88,P000088,243,84,3,55,2,29,4,162,Evergreen Plant 88,P000088,Orion Plant 88,2020-03-29,2020-03-29,89.00,MXN,Vertex Plant 88,130.560000,130.560000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,237380ff486751f0878f72ad28adb53e237380ff486751f0878f72ad28adb53e
89,P000089,412,90,1,284,1,17,4,119,Titan Plant 89,P000089,Granite Plant 89,2020-03-30,2020-03-30,90.00,JPY,Keystone Plant 89,131.930000,131.930000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac0a9330b04053d59a1167129b441192ac0a9330b04053d59a1167129b441192
90,P000090,370,47,11,10,1,59,3,40,Orion Plant 90,P000090,Titan Plant 90,2020-03-31,2020-03-31,91.00,USD,Evergreen Plant 90,133.300000,133.300000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7861fe5c20d35ed19771a1b97da6c9537861fe5c20d35ed19771a1b97da6c953
91,P000091,171,104,1,161,5,3,1,61,Orion Plant 91,P000091,Forge Plant 91,2020-04-01,2020-04-01,92.00,EUR,Titan Plant 91,134.670000,134.670000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d61a68e0993651c5a701754b9af21e24d61a68e0993651c5a701754b9af21e24
92,P000092,186,115,2,247,4,20,4,59,Northstar Plant 92,P000092,Titan Plant 92,2020-04-02,2020-04-02,93.00,GBP,Harbor Plant 92,136.040000,136.040000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b0d514001d256f1968363d4231212c65b0d514001d256f1968363d4231212c6
93,P000093,138,4,20,59,4,14,4,95,Titan Plant 93,P000093,Unity Plant 93,2020-04-03,2020-04-03,94.00,CAD,Delta Plant 93,137.410000,137.410000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42240240587c56de925c4bf6c7fcca6842240240587c56de925c4bf6c7fcca68
94,P000094,175,94,7,280,5,21,4,61,Northstar Plant 94,P000094,Northstar Plant 94,2020-04-04,2020-04-04,95.00,MXN,Liberty Plant 94,138.780000,138.780000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe37f13f8c8a5a1d816717628e247644fe37f13f8c8a5a1d816717628e247644
95,P000095,259,141,3,130,5,9,3,208,Meridian Plant 95,P000095,Atlas Plant 95,2020-04-05,2020-04-05,96.00,JPY,Zenith Plant 95,140.150000,140.150000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,755e3962c1785b76ba4fef43ead0eac7755e3962c1785b76ba4fef43ead0eac7
96,P000096,422,150,16,84,5,21,1,84,Ion Plant 96,P000096,Orion Plant 96,2020-04-06,2020-04-06,97.00,USD,Beacon Plant 96,141.520000,141.520000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7557456f701351d9af10cc9eb99afb637557456f701351d9af10cc9eb99afb63
97,P000097,313,102,11,196,3,29,1,45,Vertex Plant 97,P000097,Quartz Plant 97,2020-04-07,2020-04-07,98.00,EUR,Northstar Plant 97,142.890000,142.890000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb125cd3164352e5997b9aa7a77cd640cb125cd3164352e5997b9aa7a77cd640
98,P000098,427,143,2,293,5,7,3,14,Willow Plant 98,P000098,Junction Plant 98,2020-04-08,2020-04-08,99.00,GBP,Harbor Plant 98,144.260000,144.260000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bc5b8613a94523cbbadde656f3f49a05bc5b8613a94523cbbadde656f3f49a0
99,P000099,72,157,16,246,1,59,4,226,Meridian Plant 99,P000099,Granite Plant 99,2020-04-09,2020-04-09,100.00,CAD,Ion Plant 99,145.630000,145.630000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54e27c086dea5beea4ed81379079344654e27c086dea5beea4ed813790793446
100,P000100,126,105,5,66,3,26,2,2,Orion Plant 100,P000100,Meridian Plant 100,2020-04-10,2020-04-10,101.00,MXN,Ion Plant 100,147.000000,147.000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,803e47d17b215436adc8ade431990ddd803e47d17b215436adc8ade431990ddd
101,P000101,245,12,1,81,2,8,4,165,Orion Plant 101,P000101,Ion Plant 101,2020-04-11,2020-04-11,102.00,JPY,Meridian Plant 101,148.370000,148.370000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f344cc1c7a3509eabdf88210edf28287f344cc1c7a3509eabdf88210edf2828
102,P000102,182,77,12,74,5,7,2,187,Liberty Plant 102,P000102,Unity Plant 102,2020-04-12,2020-04-12,103.00,USD,Ion Plant 102,149.740000,149.740000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c1b55de87ba542e8a463efd299cdd914c1b55de87ba542e8a463efd299cdd91
103,P000103,85,106,20,258,5,9,3,218,Atlas Plant 103,P000103,Forge Plant 103,2020-04-13,2020-04-13,104.00,EUR,Keystone Plant 103,151.110000,151.110000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,629fecf6d80c5286bed5edb38d5c52cb629fecf6d80c5286bed5edb38d5c52cb
104,P000104,123,30,17,5,4,60,4,93,Keystone Plant 104,P000104,Atlas Plant 104,2020-04-14,2020-04-14,105.00,GBP,Unity Plant 104,152.480000,152.480000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06f31ea178e75eb5b4a82076299e56dd06f31ea178e75eb5b4a82076299e56dd
105,P000105,490,132,6,156,2,56,1,29,Keystone Plant 105,P000105,Evergreen Plant 105,2020-04-15,2020-04-15,106.00,CAD,Unity Plant 105,153.850000,153.850000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95ed5684a5505e7eabc918845cd0da3995ed5684a5505e7eabc918845cd0da39
106,P000106,192,111,13,282,2,53,4,169,Delta Plant 106,P000106,Meridian Plant 106,2020-04-16,2020-04-16,107.00,MXN,Atlas Plant 106,155.220000,155.220000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72adcca3970059d49fc37b53afdf7ef872adcca3970059d49fc37b53afdf7ef8
107,P000107,362,119,16,103,5,15,4,235,Junction Plant 107,P000107,Summit Plant 107,2020-04-17,2020-04-17,108.00,JPY,Meridian Plant 107,156.590000,156.590000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dc182ac068f5bdd9c64794dedb17e7f3dc182ac068f5bdd9c64794dedb17e7f
108,P000108,492,157,6,28,4,20,4,43,Harbor Plant 108,P000108,Riverton Plant 108,2020-04-18,2020-04-18,109.00,USD,Harbor Plant 108,157.960000,157.960000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,419a4f894b255b7da86e39aa219aaaa9419a4f894b255b7da86e39aa219aaaa9
109,P000109,26,53,19,130,1,59,3,207,Northstar Plant 109,P000109,Northstar Plant 109,2020-04-19,2020-04-19,110.00,EUR,Evergreen Plant 109,159.330000,159.330000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77fe7f9f56ae5d338a7b25b3a68f873677fe7f9f56ae5d338a7b25b3a68f8736
110,P000110,325,35,20,85,4,10,4,233,Meridian Plant 110,P000110,Summit Plant 110,2020-04-20,2020-04-20,111.00,GBP,Titan Plant 110,160.700000,160.700000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45df8c4725f8556193ae493cffb04b7645df8c4725f8556193ae493cffb04b76
111,P000111,12,121,17,207,4,8,3,61,Willow Plant 111,P000111,Quartz Plant 111,2020-04-21,2020-04-21,112.00,CAD,Quartz Plant 111,162.070000,162.070000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb2328b27b995392b3e1b3699df9b2b5eb2328b27b995392b3e1b3699df9b2b5
112,P000112,85,89,16,232,5,5,2,202,Keystone Plant 112,P000112,Granite Plant 112,2020-04-22,2020-04-22,113.00,MXN,Orion Plant 112,163.440000,163.440000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce270e916368501997de54817544551ece270e916368501997de54817544551e
113,P000113,166,59,13,253,2,50,4,88,Ion Plant 113,P000113,Riverton Plant 113,2020-04-23,2020-04-23,114.00,JPY,Northstar Plant 113,164.810000,164.810000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a27a4eaab222589e8edfd88a3e4c888da27a4eaab222589e8edfd88a3e4c888d
114,P000114,60,155,4,66,1,27,4,138,Riverton Plant 114,P000114,Meridian Plant 114,2020-04-24,2020-04-24,115.00,USD,Zenith Plant 114,166.180000,166.180000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d8be916d54553439c34e2a33c4a8eaa7d8be916d54553439c34e2a33c4a8eaa
115,P000115,330,133,5,131,5,54,3,169,Beacon Plant 115,P000115,Summit Plant 115,2020-04-25,2020-04-25,116.00,EUR,Vertex Plant 115,167.550000,167.550000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5c2fe8989235490bfae7a3548642187f5c2fe8989235490bfae7a3548642187
116,P000116,220,155,5,89,4,34,4,42,Evergreen Plant 116,P000116,Northstar Plant 116,2020-04-26,2020-04-26,117.00,GBP,Titan Plant 116,168.920000,168.920000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50f8358df5975647b8595407f460554d50f8358df5975647b8595407f460554d
117,P000117,274,106,5,218,5,10,1,120,Summit Plant 117,P000117,Delta Plant 117,2020-04-27,2020-04-27,118.00,CAD,Cedar Plant 117,170.290000,170.290000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0f313a1d3be5dbb8b1bfe5c4ba04e1fe0f313a1d3be5dbb8b1bfe5c4ba04e1f
118,P000118,302,87,5,44,3,49,1,174,Summit Plant 118,P000118,Northstar Plant 118,2020-04-28,2020-04-28,119.00,MXN,Junction Plant 118,171.660000,171.660000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c98b02fee37e5c1aa1ffe1cf6dd71b8bc98b02fee37e5c1aa1ffe1cf6dd71b8b
119,P000119,495,124,8,266,4,18,2,44,Junction Plant 119,P000119,Riverton Plant 119,2020-04-29,2020-04-29,120.00,JPY,Beacon Plant 119,173.030000,173.030000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5853963f27c4577eb63224d947cf87205853963f27c4577eb63224d947cf8720
120,P000120,360,93,7,148,1,17,2,162,Evergreen Plant 120,P000120,Keystone Plant 120,2020-04-30,2020-04-30,121.00,USD,Atlas Plant 120,174.400000,174.400000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c36e967709b5852b994d0be218608298c36e967709b5852b994d0be21860829
121,P000121,461,157,1,265,4,21,2,18,Orion Plant 121,P000121,Granite Plant 121,2020-05-01,2020-05-01,122.00,EUR,Granite Plant 121,175.770000,175.770000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d84403f03ec504d8c2deb82ab39dc356d84403f03ec504d8c2deb82ab39dc35
122,P000122,115,63,12,180,4,48,1,189,Orion Plant 122,P000122,Delta Plant 122,2020-05-02,2020-05-02,123.00,GBP,Orion Plant 122,177.140000,177.140000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71a76159538557b0be697e725a4ba4a271a76159538557b0be697e725a4ba4a2
123,P000123,4,138,17,14,5,13,3,108,Evergreen Plant 123,P000123,Summit Plant 123,2020-05-03,2020-05-03,124.00,CAD,Orion Plant 123,178.510000,178.510000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01649a49e23856e0aad62d5d2761c7bb01649a49e23856e0aad62d5d2761c7bb
124,P000124,13,32,20,12,4,17,4,159,Ion Plant 124,P000124,Granite Plant 124,2020-05-04,2020-05-04,125.00,MXN,Quartz Plant 124,179.880000,179.880000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,200a5005a8fd5a00ab942d09da2365a5200a5005a8fd5a00ab942d09da2365a5
125,P000125,209,121,11,281,3,48,4,21,Liberty Plant 125,P000125,Cedar Plant 125,2020-05-05,2020-05-05,126.00,JPY,Summit Plant 125,181.250000,181.250000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be6257b9a4a65982a7d21465ac4948ffbe6257b9a4a65982a7d21465ac4948ff
126,P000126,442,31,2,194,2,1,2,115,Atlas Plant 126,P000126,Quartz Plant 126,2020-05-06,2020-05-06,127.00,USD,Zenith Plant 126,182.620000,182.620000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9b1f3c3b1815b9bb64f85f28b449585d9b1f3c3b1815b9bb64f85f28b449585
127,P000127,442,48,11,2,2,58,4,66,Orion Plant 127,P000127,Junction Plant 127,2020-05-07,2020-05-07,128.00,EUR,Willow Plant 127,183.990000,183.990000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57c5e0bc5ae65fb2a68f63d7fd48468d57c5e0bc5ae65fb2a68f63d7fd48468d
128,P000128,33,140,5,49,5,12,1,117,Summit Plant 128,P000128,Delta Plant 128,2020-05-08,2020-05-08,129.00,GBP,Unity Plant 128,185.360000,185.360000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ffc6d252ed652b0b9a3c8af8bc7c38a7ffc6d252ed652b0b9a3c8af8bc7c38a
129,P000129,110,160,5,261,3,45,2,250,Harbor Plant 129,P000129,Liberty Plant 129,2020-05-09,2020-05-09,130.00,CAD,Summit Plant 129,186.730000,186.730000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b52c289a14a598c9fa7488ec4b3e1334b52c289a14a598c9fa7488ec4b3e133
130,P000130,24,64,14,147,3,33,1,137,Unity Plant 130,P000130,Delta Plant 130,2020-05-10,2020-05-10,131.00,MXN,Willow Plant 130,188.100000,188.100000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,daad2af487435e4d802a81898f123d7bdaad2af487435e4d802a81898f123d7b
131,P000131,200,35,18,67,3,49,4,142,Liberty Plant 131,P000131,Pioneer Plant 131,2020-05-11,2020-05-11,132.00,JPY,Beacon Plant 131,189.470000,189.470000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3b4f62fda0a5ea9ad779cf552af1930a3b4f62fda0a5ea9ad779cf552af1930
132,P000132,192,9,14,113,1,20,4,170,Forge Plant 132,P000132,Evergreen Plant 132,2020-05-12,2020-05-12,133.00,USD,Pioneer Plant 132,190.840000,190.840000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2a7c5478dac5917a995c9cbf31be35ea2a7c5478dac5917a995c9cbf31be35e
133,P000133,72,113,1,282,4,10,3,231,Pioneer Plant 133,P000133,Delta Plant 133,2020-05-13,2020-05-13,134.00,EUR,Cedar Plant 133,192.210000,192.210000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98822e2e7a3e5c10a9476de968a4ef5d98822e2e7a3e5c10a9476de968a4ef5d
134,P000134,275,17,9,93,2,56,2,233,Summit Plant 134,P000134,Ion Plant 134,2020-05-14,2020-05-14,135.00,GBP,Evergreen Plant 134,193.580000,193.580000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7c18d22262752d0b4d201e5a1f3b741f7c18d22262752d0b4d201e5a1f3b741
135,P000135,92,20,13,270,2,9,4,203,Titan Plant 135,P000135,Beacon Plant 135,2020-05-15,2020-05-15,136.00,CAD,Junction Plant 135,194.950000,194.950000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d9c5924c79250bf836fb2335ac232325d9c5924c79250bf836fb2335ac23232
136,P000136,438,96,18,204,3,51,3,236,Pioneer Plant 136,P000136,Keystone Plant 136,2020-05-16,2020-05-16,137.00,MXN,Vertex Plant 136,196.320000,196.320000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a988b87e534f57dd9d7d761e71b9422da988b87e534f57dd9d7d761e71b9422d
137,P000137,141,27,7,226,1,2,2,231,Forge Plant 137,P000137,Junction Plant 137,2020-05-17,2020-05-17,138.00,JPY,Zenith Plant 137,197.690000,197.690000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e909c8b2d4dd5f2bbd43a4a895bab9b6e909c8b2d4dd5f2bbd43a4a895bab9b6
138,P000138,58,70,2,171,1,23,4,74,Meridian Plant 138,P000138,Riverton Plant 138,2020-05-18,2020-05-18,139.00,USD,Pioneer Plant 138,199.060000,199.060000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ece705b43c15aa8906e61c228759e1d6ece705b43c15aa8906e61c228759e1d
139,P000139,374,93,14,113,1,21,3,160,Unity Plant 139,P000139,Granite Plant 139,2020-05-19,2020-05-19,140.00,EUR,Liberty Plant 139,200.430000,200.430000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2827296d9ab0501692370a649d4b970d2827296d9ab0501692370a649d4b970d
140,P000140,277,36,15,37,1,14,1,35,Beacon Plant 140,P000140,Unity Plant 140,2020-05-20,2020-05-20,141.00,GBP,Titan Plant 140,201.800000,201.800000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c5150f60d6258b09092bae02d3b60a97c5150f60d6258b09092bae02d3b60a9
141,P000141,407,87,15,94,4,23,3,17,Unity Plant 141,P000141,Evergreen Plant 141,2020-05-21,2020-05-21,142.00,CAD,Northstar Plant 141,203.170000,203.170000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d86fb2877c2451fdb243c874c45fa51ed86fb2877c2451fdb243c874c45fa51e
142,P000142,347,42,2,89,3,32,4,2,Pioneer Plant 142,P000142,Meridian Plant 142,2020-05-22,2020-05-22,143.00,MXN,Liberty Plant 142,204.540000,204.540000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,168bc6892c1058d6a23df86235249d31168bc6892c1058d6a23df86235249d31
143,P000143,111,111,7,168,1,10,4,238,Orion Plant 143,P000143,Beacon Plant 143,2020-05-23,2020-05-23,144.00,JPY,Forge Plant 143,205.910000,205.910000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe46b5e4bd9592695d71e7d1d293f6e6fe46b5e4bd9592695d71e7d1d293f6e
144,P000144,129,29,15,154,4,24,1,20,Willow Plant 144,P000144,Summit Plant 144,2020-05-24,2020-05-24,145.00,USD,Granite Plant 144,207.280000,207.280000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07e29736e3175a3dbccbaf0124743ee007e29736e3175a3dbccbaf0124743ee0
145,P000145,108,80,10,295,1,42,1,129,Atlas Plant 145,P000145,Pioneer Plant 145,2020-05-25,2020-05-25,146.00,EUR,Ion Plant 145,208.650000,208.650000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74cd29a37ea152ea8ee6519b6a211c1174cd29a37ea152ea8ee6519b6a211c11
146,P000146,157,130,16,158,3,15,3,49,Summit Plant 146,P000146,Harbor Plant 146,2020-05-26,2020-05-26,147.00,GBP,Northstar Plant 146,210.020000,210.020000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffc88518e11f521789757c1683d360d9ffc88518e11f521789757c1683d360d9
147,P000147,326,150,7,5,4,25,2,68,Atlas Plant 147,P000147,Titan Plant 147,2020-05-27,2020-05-27,148.00,CAD,Vertex Plant 147,211.390000,211.390000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c27189d7ccd51759b4f4eb3739caceb1c27189d7ccd51759b4f4eb3739caceb
148,P000148,48,90,15,38,1,43,4,98,Orion Plant 148,P000148,Ion Plant 148,2020-05-28,2020-05-28,149.00,MXN,Atlas Plant 148,212.760000,212.760000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad99462ee70b5b4a9881c78f2e9dbb3fad99462ee70b5b4a9881c78f2e9dbb3f
149,P000149,322,154,9,10,1,31,4,227,Atlas Plant 149,P000149,Beacon Plant 149,2020-05-29,2020-05-29,150.00,JPY,Northstar Plant 149,214.130000,214.130000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014a0af755305ee9856f4733a99ec618014a0af755305ee9856f4733a99ec618
150,P000150,166,89,12,60,5,54,4,227,Unity Plant 150,P000150,Ion Plant 150,2020-05-30,2020-05-30,151.00,USD,Liberty Plant 150,215.500000,215.500000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36fbf162f2bb5914824a1ee735b7277936fbf162f2bb5914824a1ee735b72779
