ServiceTerritoryKey,ServiceTerritoryCode,ServiceGeoBranchKey,ServiceTerritoryName,SourceSystemKey,BatchId,LoadedAtUtc
324,ST000324,117,Granite ServiceTerritory 324,1,1,2026-08-24T00:00:00.000
325,ST000325,272,Harbor ServiceTerritory 325,1,1,2026-08-24T00:00:00.000
326,ST000326,412,Vertex ServiceTerritory 326,1,1,2026-08-24T00:00:00.000
327,ST000327,429,Keystone ServiceTerritory 327,1,1,2026-08-24T00:00:00.000
328,ST000328,208,Forge ServiceTerritory 328,1,1,2026-08-24T00:00:00.000
329,ST000329,190,Granite ServiceTerritory 329,1,1,2026-08-24T00:00:00.000
330,ST000330,331,Meridian ServiceTerritory 330,1,1,2026-08-24T00:00:00.000
331,ST000331,374,Liberty ServiceTerritory 331,1,1,2026-08-24T00:00:00.000
332,ST000332,176,Quartz ServiceTerritory 332,1,1,2026-08-24T00:00:00.000
333,ST000333,393,Cedar ServiceTerritory 333,1,1,2026-08-24T00:00:00.000
334,ST000334,136,Titan ServiceTerritory 334,1,1,2026-08-24T00:00:00.000
335,ST000335,65,Ion ServiceTerritory 335,1,1,2026-08-24T00:00:00.000
336,ST000336,227,Beacon ServiceTerritory 336,1,1,2026-08-24T00:00:00.000
337,ST000337,497,Meridian ServiceTerritory 337,1,1,2026-08-24T00:00:00.000
338,ST000338,169,Junction ServiceTerritory 338,1,1,2026-08-24T00:00:00.000
339,ST000339,260,Liberty ServiceTerritory 339,1,1,2026-08-24T00:00:00.000
340,ST000340,448,Evergreen ServiceTerritory 340,1,1,2026-08-24T00:00:00.000
341,ST000341,368,Titan ServiceTerritory 341,1,1,2026-08-24T00:00:00.000
342,ST000342,365,Vertex ServiceTerritory 342,1,1,2026-08-24T00:00:00.000
343,ST000343,210,Orion ServiceTerritory 343,1,1,2026-08-24T00:00:00.000
344,ST000344,322,Harbor ServiceTerritory 344,1,1,2026-08-24T00:00:00.000
345,ST000345,442,Liberty ServiceTerritory 345,1,1,2026-08-24T00:00:00.000
346,ST000346,37,Northstar ServiceTerritory 346,1,1,2026-08-24T00:00:00.000
347,ST000347,38,Riverton ServiceTerritory 347,1,1,2026-08-24T00:00:00.000
348,ST000348,359,Pioneer ServiceTerritory 348,1,1,2026-08-24T00:00:00.000
349,ST000349,219,Vertex ServiceTerritory 349,1,1,2026-08-24T00:00:00.000
350,ST000350,404,Summit ServiceTerritory 350,1,1,2026-08-24T00:00:00.000
351,ST000351,340,Zenith ServiceTerritory 351,1,1,2026-08-24T00:00:00.000
352,ST000352,1,Summit ServiceTerritory 352,1,1,2026-08-24T00:00:00.000
353,ST000353,134,Ion ServiceTerritory 353,1,1,2026-08-24T00:00:00.000
354,ST000354,278,Summit ServiceTerritory 354,1,1,2026-08-24T00:00:00.000
355,ST000355,139,Meridian ServiceTerritory 355,1,1,2026-08-24T00:00:00.000
356,ST000356,118,Riverton ServiceTerritory 356,1,1,2026-08-24T00:00:00.000
357,ST000357,252,Keystone ServiceTerritory 357,1,1,2026-08-24T00:00:00.000
358,ST000358,472,Forge ServiceTerritory 358,1,1,2026-08-24T00:00:00.000
359,ST000359,356,Orion ServiceTerritory 359,1,1,2026-08-24T00:00:00.000
360,ST000360,228,Liberty ServiceTerritory 360,1,1,2026-08-24T00:00:00.000
361,ST000361,315,Cedar ServiceTerritory 361,1,1,2026-08-24T00:00:00.000
362,ST000362,393,Summit ServiceTerritory 362,1,1,2026-08-24T00:00:00.000
363,ST000363,271,Vertex ServiceTerritory 363,1,1,2026-08-24T00:00:00.000
364,ST000364,293,Forge ServiceTerritory 364,1,1,2026-08-24T00:00:00.000
365,ST000365,78,Summit ServiceTerritory 365,1,1,2026-08-24T00:00:00.000
366,ST000366,312,Summit ServiceTerritory 366,1,1,2026-08-24T00:00:00.000
367,ST000367,260,Zenith ServiceTerritory 367,1,1,2026-08-24T00:00:00.000
368,ST000368,247,Summit ServiceTerritory 368,1,1,2026-08-24T00:00:00.000
369,ST000369,109,Keystone ServiceTerritory 369,1,1,2026-08-24T00:00:00.000
370,ST000370,104,Delta ServiceTerritory 370,1,1,2026-08-24T00:00:00.000
371,ST000371,395,Meridian ServiceTerritory 371,1,1,2026-08-24T00:00:00.000
372,ST000372,47,Northstar ServiceTerritory 372,1,1,2026-08-24T00:00:00.000
373,ST000373,41,Quartz ServiceTerritory 373,1,1,2026-08-24T00:00:00.000
374,ST000374,118,Unity ServiceTerritory 374,1,1,2026-08-24T00:00:00.000
375,ST000375,18,Junction ServiceTerritory 375,1,1,2026-08-24T00:00:00.000
376,ST000376,309,Liberty ServiceTerritory 376,1,1,2026-08-24T00:00:00.000
377,ST000377,354,Orion ServiceTerritory 377,1,1,2026-08-24T00:00:00.000
378,ST000378,411,Delta ServiceTerritory 378,1,1,2026-08-24T00:00:00.000
379,ST000379,73,Evergreen ServiceTerritory 379,1,1,2026-08-24T00:00:00.000
380,ST000380,474,Willow ServiceTerritory 380,1,1,2026-08-24T00:00:00.000
381,ST000381,379,Orion ServiceTerritory 381,1,1,2026-08-24T00:00:00.000
382,ST000382,143,Unity ServiceTerritory 382,1,1,2026-08-24T00:00:00.000
383,ST000383,177,Northstar ServiceTerritory 383,1,1,2026-08-24T00:00:00.000
384,ST000384,436,Beacon ServiceTerritory 384,1,1,2026-08-24T00:00:00.000
385,ST000385,146,Quartz ServiceTerritory 385,1,1,2026-08-24T00:00:00.000
386,ST000386,451,Orion ServiceTerritory 386,1,1,2026-08-24T00:00:00.000
387,ST000387,455,Orion ServiceTerritory 387,1,1,2026-08-24T00:00:00.000
388,ST000388,54,Titan ServiceTerritory 388,1,1,2026-08-24T00:00:00.000
389,ST000389,218,Zenith ServiceTerritory 389,1,1,2026-08-24T00:00:00.000
390,ST000390,21,Harbor ServiceTerritory 390,1,1,2026-08-24T00:00:00.000
391,ST000391,499,Unity ServiceTerritory 391,1,1,2026-08-24T00:00:00.000
392,ST000392,160,Unity ServiceTerritory 392,1,1,2026-08-24T00:00:00.000
393,ST000393,256,Evergreen ServiceTerritory 393,1,1,2026-08-24T00:00:00.000
394,ST000394,310,Delta ServiceTerritory 394,1,1,2026-08-24T00:00:00.000
395,ST000395,266,Riverton ServiceTerritory 395,1,1,2026-08-24T00:00:00.000
396,ST000396,210,Atlas ServiceTerritory 396,1,1,2026-08-24T00:00:00.000
397,ST000397,408,Orion ServiceTerritory 397,1,1,2026-08-24T00:00:00.000
398,ST000398,92,Titan ServiceTerritory 398,1,1,2026-08-24T00:00:00.000
399,ST000399,435,Riverton ServiceTerritory 399,1,1,2026-08-24T00:00:00.000
400,ST000400,51,Cedar ServiceTerritory 400,1,1,2026-08-24T00:00:00.000
401,ST000401,199,Willow ServiceTerritory 401,1,1,2026-08-24T00:00:00.000
402,ST000402,222,Northstar ServiceTerritory 402,1,1,2026-08-24T00:00:00.000
403,ST000403,405,Ion ServiceTerritory 403,1,1,2026-08-24T00:00:00.000
404,ST000404,411,Orion ServiceTerritory 404,1,1,2026-08-24T00:00:00.000
405,ST000405,362,Meridian ServiceTerritory 405,1,1,2026-08-24T00:00:00.000
406,ST000406,101,Titan ServiceTerritory 406,1,1,2026-08-24T00:00:00.000
407,ST000407,459,Quartz ServiceTerritory 407,1,1,2026-08-24T00:00:00.000
408,ST000408,22,Cedar ServiceTerritory 408,1,1,2026-08-24T00:00:00.000
409,ST000409,324,Quartz ServiceTerritory 409,1,1,2026-08-24T00:00:00.000
410,ST000410,168,Atlas ServiceTerritory 410,1,1,2026-08-24T00:00:00.000
411,ST000411,287,Cedar ServiceTerritory 411,1,1,2026-08-24T00:00:00.000
412,ST000412,436,Ion ServiceTerritory 412,1,1,2026-08-24T00:00:00.000
413,ST000413,239,Atlas ServiceTerritory 413,1,1,2026-08-24T00:00:00.000
414,ST000414,326,Zenith ServiceTerritory 414,1,1,2026-08-24T00:00:00.000
415,ST000415,136,Willow ServiceTerritory 415,1,1,2026-08-24T00:00:00.000
416,ST000416,125,Riverton ServiceTerritory 416,1,1,2026-08-24T00:00:00.000
417,ST000417,70,Unity ServiceTerritory 417,1,1,2026-08-24T00:00:00.000
418,ST000418,326,Harbor ServiceTerritory 418,1,1,2026-08-24T00:00:00.000
419,ST000419,445,Vertex ServiceTerritory 419,1,1,2026-08-24T00:00:00.000
420,ST000420,456,Atlas ServiceTerritory 420,1,1,2026-08-24T00:00:00.000
421,ST000421,320,Ion ServiceTerritory 421,1,1,2026-08-24T00:00:00.000
422,ST000422,42,Atlas ServiceTerritory 422,1,1,2026-08-24T00:00:00.000
423,ST000423,40,Riverton ServiceTerritory 423,1,1,2026-08-24T00:00:00.000
424,ST000424,373,Orion ServiceTerritory 424,1,1,2026-08-24T00:00:00.000
425,ST000425,388,Meridian ServiceTerritory 425,1,1,2026-08-24T00:00:00.000
426,ST000426,465,Cedar ServiceTerritory 426,1,1,2026-08-24T00:00:00.000
427,ST000427,260,Titan ServiceTerritory 427,1,1,2026-08-24T00:00:00.000
428,ST000428,366,Evergreen ServiceTerritory 428,1,1,2026-08-24T00:00:00.000
429,ST000429,382,Evergreen ServiceTerritory 429,1,1,2026-08-24T00:00:00.000
430,ST000430,322,Cedar ServiceTerritory 430,1,1,2026-08-24T00:00:00.000
431,ST000431,64,Quartz ServiceTerritory 431,1,1,2026-08-24T00:00:00.000
432,ST000432,30,Evergreen ServiceTerritory 432,1,1,2026-08-24T00:00:00.000
433,ST000433,101,Liberty ServiceTerritory 433,1,1,2026-08-24T00:00:00.000
434,ST000434,394,Ion ServiceTerritory 434,1,1,2026-08-24T00:00:00.000
435,ST000435,19,Keystone ServiceTerritory 435,1,1,2026-08-24T00:00:00.000
436,ST000436,249,Atlas ServiceTerritory 436,1,1,2026-08-24T00:00:00.000
437,ST000437,202,Zenith ServiceTerritory 437,1,1,2026-08-24T00:00:00.000
438,ST000438,283,Quartz ServiceTerritory 438,1,1,2026-08-24T00:00:00.000
439,ST000439,438,Willow ServiceTerritory 439,1,1,2026-08-24T00:00:00.000
440,ST000440,286,Evergreen ServiceTerritory 440,1,1,2026-08-24T00:00:00.000
441,ST000441,419,Unity ServiceTerritory 441,1,1,2026-08-24T00:00:00.000
442,ST000442,234,Junction ServiceTerritory 442,1,1,2026-08-24T00:00:00.000
443,ST000443,149,Zenith ServiceTerritory 443,1,1,2026-08-24T00:00:00.000
444,ST000444,436,Summit ServiceTerritory 444,1,1,2026-08-24T00:00:00.000
445,ST000445,194,Summit ServiceTerritory 445,1,1,2026-08-24T00:00:00.000
446,ST000446,202,Keystone ServiceTerritory 446,1,1,2026-08-24T00:00:00.000
447,ST000447,362,Titan ServiceTerritory 447,1,1,2026-08-24T00:00:00.000
448,ST000448,401,Junction ServiceTerritory 448,1,1,2026-08-24T00:00:00.000
449,ST000449,468,Willow ServiceTerritory 449,1,1,2026-08-24T00:00:00.000
450,ST000450,323,Ion ServiceTerritory 450,1,1,2026-08-24T00:00:00.000
451,ST000451,299,Ion ServiceTerritory 451,1,1,2026-08-24T00:00:00.000
452,ST000452,198,Zenith ServiceTerritory 452,1,1,2026-08-24T00:00:00.000
453,ST000453,103,Evergreen ServiceTerritory 453,1,1,2026-08-24T00:00:00.000
454,ST000454,94,Riverton ServiceTerritory 454,1,1,2026-08-24T00:00:00.000
455,ST000455,491,Willow ServiceTerritory 455,1,1,2026-08-24T00:00:00.000
456,ST000456,220,Zenith ServiceTerritory 456,1,1,2026-08-24T00:00:00.000
457,ST000457,4,Junction ServiceTerritory 457,1,1,2026-08-24T00:00:00.000
458,ST000458,388,Cedar ServiceTerritory 458,1,1,2026-08-24T00:00:00.000
459,ST000459,123,Titan ServiceTerritory 459,1,1,2026-08-24T00:00:00.000
460,ST000460,136,Orion ServiceTerritory 460,1,1,2026-08-24T00:00:00.000
461,ST000461,25,Forge ServiceTerritory 461,1,1,2026-08-24T00:00:00.000
462,ST000462,144,Unity ServiceTerritory 462,1,1,2026-08-24T00:00:00.000
463,ST000463,475,Forge ServiceTerritory 463,1,1,2026-08-24T00:00:00.000
464,ST000464,153,Willow ServiceTerritory 464,1,1,2026-08-24T00:00:00.000
465,ST000465,286,Pioneer ServiceTerritory 465,1,1,2026-08-24T00:00:00.000
466,ST000466,162,Delta ServiceTerritory 466,1,1,2026-08-24T00:00:00.000
467,ST000467,354,Zenith ServiceTerritory 467,1,1,2026-08-24T00:00:00.000
468,ST000468,32,Vertex ServiceTerritory 468,1,1,2026-08-24T00:00:00.000
469,ST000469,217,Quartz ServiceTerritory 469,1,1,2026-08-24T00:00:00.000
470,ST000470,359,Liberty ServiceTerritory 470,1,1,2026-08-24T00:00:00.000
471,ST000471,96,Atlas ServiceTerritory 471,1,1,2026-08-24T00:00:00.000
472,ST000472,246,Northstar ServiceTerritory 472,1,1,2026-08-24T00:00:00.000
473,ST000473,185,Summit ServiceTerritory 473,1,1,2026-08-24T00:00:00.000
474,ST000474,373,Pioneer ServiceTerritory 474,1,1,2026-08-24T00:00:00.000
475,ST000475,183,Riverton ServiceTerritory 475,1,1,2026-08-24T00:00:00.000
476,ST000476,117,Quartz ServiceTerritory 476,1,1,2026-08-24T00:00:00.000
477,ST000477,71,Ion ServiceTerritory 477,1,1,2026-08-24T00:00:00.000
478,ST000478,283,Titan ServiceTerritory 478,1,1,2026-08-24T00:00:00.000
479,ST000479,222,Riverton ServiceTerritory 479,1,1,2026-08-24T00:00:00.000
480,ST000480,437,Atlas ServiceTerritory 480,1,1,2026-08-24T00:00:00.000
481,ST000481,329,Willow ServiceTerritory 481,1,1,2026-08-24T00:00:00.000
482,ST000482,343,Beacon ServiceTerritory 482,1,1,2026-08-24T00:00:00.000
483,ST000483,414,Evergreen ServiceTerritory 483,1,1,2026-08-24T00:00:00.000
484,ST000484,490,Summit ServiceTerritory 484,1,1,2026-08-24T00:00:00.000
485,ST000485,440,Northstar ServiceTerritory 485,1,1,2026-08-24T00:00:00.000
486,ST000486,137,Pioneer ServiceTerritory 486,1,1,2026-08-24T00:00:00.000
487,ST000487,60,Liberty ServiceTerritory 487,1,1,2026-08-24T00:00:00.000
488,ST000488,96,Liberty ServiceTerritory 488,1,1,2026-08-24T00:00:00.000
489,ST000489,494,Willow ServiceTerritory 489,1,1,2026-08-24T00:00:00.000
490,ST000490,20,Beacon ServiceTerritory 490,1,1,2026-08-24T00:00:00.000
491,ST000491,64,Junction ServiceTerritory 491,1,1,2026-08-24T00:00:00.000
492,ST000492,38,Junction ServiceTerritory 492,1,1,2026-08-24T00:00:00.000
493,ST000493,343,Junction ServiceTerritory 493,1,1,2026-08-24T00:00:00.000
494,ST000494,127,Titan ServiceTerritory 494,1,1,2026-08-24T00:00:00.000
495,ST000495,408,Atlas ServiceTerritory 495,1,1,2026-08-24T00:00:00.000
496,ST000496,19,Summit ServiceTerritory 496,1,1,2026-08-24T00:00:00.000
497,ST000497,356,Zenith ServiceTerritory 497,1,1,2026-08-24T00:00:00.000
498,ST000498,362,Vertex ServiceTerritory 498,1,1,2026-08-24T00:00:00.000
499,ST000499,263,Willow ServiceTerritory 499,1,1,2026-08-24T00:00:00.000
500,ST000500,223,Cedar ServiceTerritory 500,1,1,2026-08-24T00:00:00.000
