EngineeringTeamKey,EngineeringTeamCode,EngineeringGroupKey,EngineeringTeamName,SourceSystemKey,BatchId,LoadedAtUtc
325,ET000325,22,Keystone EngineeringTeam 325,1,1,2026-08-24T00:00:00.000
326,ET000326,69,Cedar EngineeringTeam 326,1,1,2026-08-24T00:00:00.000
327,ET000327,102,Delta EngineeringTeam 327,1,1,2026-08-24T00:00:00.000
328,ET000328,40,Quartz EngineeringTeam 328,1,1,2026-08-24T00:00:00.000
329,ET000329,97,Orion EngineeringTeam 329,1,1,2026-08-24T00:00:00.000
330,ET000330,49,Pioneer EngineeringTeam 330,1,1,2026-08-24T00:00:00.000
331,ET000331,30,Delta EngineeringTeam 331,1,1,2026-08-24T00:00:00.000
332,ET000332,120,Quartz EngineeringTeam 332,1,1,2026-08-24T00:00:00.000
333,ET000333,47,Meridian EngineeringTeam 333,1,1,2026-08-24T00:00:00.000
334,ET000334,88,Summit EngineeringTeam 334,1,1,2026-08-24T00:00:00.000
335,ET000335,101,Cedar EngineeringTeam 335,1,1,2026-08-24T00:00:00.000
336,ET000336,110,Delta EngineeringTeam 336,1,1,2026-08-24T00:00:00.000
337,ET000337,120,Granite EngineeringTeam 337,1,1,2026-08-24T00:00:00.000
338,ET000338,60,Titan EngineeringTeam 338,1,1,2026-08-24T00:00:00.000
339,ET000339,53,Pioneer EngineeringTeam 339,1,1,2026-08-24T00:00:00.000
340,ET000340,95,Willow EngineeringTeam 340,1,1,2026-08-24T00:00:00.000
341,ET000341,72,Titan EngineeringTeam 341,1,1,2026-08-24T00:00:00.000
342,ET000342,44,Summit EngineeringTeam 342,1,1,2026-08-24T00:00:00.000
343,ET000343,104,Summit EngineeringTeam 343,1,1,2026-08-24T00:00:00.000
344,ET000344,26,Liberty EngineeringTeam 344,1,1,2026-08-24T00:00:00.000
345,ET000345,60,Unity EngineeringTeam 345,1,1,2026-08-24T00:00:00.000
346,ET000346,52,Zenith EngineeringTeam 346,1,1,2026-08-24T00:00:00.000
347,ET000347,114,Atlas EngineeringTeam 347,1,1,2026-08-24T00:00:00.000
348,ET000348,6,Unity EngineeringTeam 348,1,1,2026-08-24T00:00:00.000
349,ET000349,25,Beacon EngineeringTeam 349,1,1,2026-08-24T00:00:00.000
350,ET000350,82,Junction EngineeringTeam 350,1,1,2026-08-24T00:00:00.000
351,ET000351,104,Willow EngineeringTeam 351,1,1,2026-08-24T00:00:00.000
352,ET000352,88,Northstar EngineeringTeam 352,1,1,2026-08-24T00:00:00.000
353,ET000353,11,Junction EngineeringTeam 353,1,1,2026-08-24T00:00:00.000
354,ET000354,49,Zenith EngineeringTeam 354,1,1,2026-08-24T00:00:00.000
355,ET000355,27,Quartz EngineeringTeam 355,1,1,2026-08-24T00:00:00.000
356,ET000356,28,Forge EngineeringTeam 356,1,1,2026-08-24T00:00:00.000
357,ET000357,101,Junction EngineeringTeam 357,1,1,2026-08-24T00:00:00.000
358,ET000358,113,Delta EngineeringTeam 358,1,1,2026-08-24T00:00:00.000
359,ET000359,112,Riverton EngineeringTeam 359,1,1,2026-08-24T00:00:00.000
360,ET000360,66,Junction EngineeringTeam 360,1,1,2026-08-24T00:00:00.000
361,ET000361,97,Pioneer EngineeringTeam 361,1,1,2026-08-24T00:00:00.000
362,ET000362,26,Zenith EngineeringTeam 362,1,1,2026-08-24T00:00:00.000
363,ET000363,6,Willow EngineeringTeam 363,1,1,2026-08-24T00:00:00.000
364,ET000364,69,Forge EngineeringTeam 364,1,1,2026-08-24T00:00:00.000
365,ET000365,17,Orion EngineeringTeam 365,1,1,2026-08-24T00:00:00.000
366,ET000366,90,Vertex EngineeringTeam 366,1,1,2026-08-24T00:00:00.000
367,ET000367,50,Forge EngineeringTeam 367,1,1,2026-08-24T00:00:00.000
368,ET000368,51,Beacon EngineeringTeam 368,1,1,2026-08-24T00:00:00.000
369,ET000369,8,Ion EngineeringTeam 369,1,1,2026-08-24T00:00:00.000
370,ET000370,57,Beacon EngineeringTeam 370,1,1,2026-08-24T00:00:00.000
371,ET000371,76,Vertex EngineeringTeam 371,1,1,2026-08-24T00:00:00.000
372,ET000372,12,Forge EngineeringTeam 372,1,1,2026-08-24T00:00:00.000
373,ET000373,40,Willow EngineeringTeam 373,1,1,2026-08-24T00:00:00.000
374,ET000374,75,Beacon EngineeringTeam 374,1,1,2026-08-24T00:00:00.000
375,ET000375,12,Unity EngineeringTeam 375,1,1,2026-08-24T00:00:00.000
376,ET000376,14,Evergreen EngineeringTeam 376,1,1,2026-08-24T00:00:00.000
377,ET000377,12,Forge EngineeringTeam 377,1,1,2026-08-24T00:00:00.000
378,ET000378,48,Cedar EngineeringTeam 378,1,1,2026-08-24T00:00:00.000
379,ET000379,76,Summit EngineeringTeam 379,1,1,2026-08-24T00:00:00.000
380,ET000380,21,Northstar EngineeringTeam 380,1,1,2026-08-24T00:00:00.000
381,ET000381,47,Ion EngineeringTeam 381,1,1,2026-08-24T00:00:00.000
382,ET000382,103,Riverton EngineeringTeam 382,1,1,2026-08-24T00:00:00.000
383,ET000383,57,Orion EngineeringTeam 383,1,1,2026-08-24T00:00:00.000
384,ET000384,12,Quartz EngineeringTeam 384,1,1,2026-08-24T00:00:00.000
385,ET000385,6,Liberty EngineeringTeam 385,1,1,2026-08-24T00:00:00.000
386,ET000386,17,Beacon EngineeringTeam 386,1,1,2026-08-24T00:00:00.000
387,ET000387,104,Unity EngineeringTeam 387,1,1,2026-08-24T00:00:00.000
388,ET000388,1,Unity EngineeringTeam 388,1,1,2026-08-24T00:00:00.000
389,ET000389,23,Junction EngineeringTeam 389,1,1,2026-08-24T00:00:00.000
390,ET000390,91,Harbor EngineeringTeam 390,1,1,2026-08-24T00:00:00.000
391,ET000391,11,Harbor EngineeringTeam 391,1,1,2026-08-24T00:00:00.000
392,ET000392,65,Northstar EngineeringTeam 392,1,1,2026-08-24T00:00:00.000
393,ET000393,52,Summit EngineeringTeam 393,1,1,2026-08-24T00:00:00.000
394,ET000394,10,Unity EngineeringTeam 394,1,1,2026-08-24T00:00:00.000
395,ET000395,81,Willow EngineeringTeam 395,1,1,2026-08-24T00:00:00.000
396,ET000396,113,Granite EngineeringTeam 396,1,1,2026-08-24T00:00:00.000
397,ET000397,53,Titan EngineeringTeam 397,1,1,2026-08-24T00:00:00.000
398,ET000398,76,Forge EngineeringTeam 398,1,1,2026-08-24T00:00:00.000
399,ET000399,97,Unity EngineeringTeam 399,1,1,2026-08-24T00:00:00.000
400,ET000400,56,Zenith EngineeringTeam 400,1,1,2026-08-24T00:00:00.000
401,ET000401,65,Northstar EngineeringTeam 401,1,1,2026-08-24T00:00:00.000
402,ET000402,54,Meridian EngineeringTeam 402,1,1,2026-08-24T00:00:00.000
403,ET000403,107,Granite EngineeringTeam 403,1,1,2026-08-24T00:00:00.000
404,ET000404,35,Riverton EngineeringTeam 404,1,1,2026-08-24T00:00:00.000
405,ET000405,98,Liberty EngineeringTeam 405,1,1,2026-08-24T00:00:00.000
406,ET000406,43,Meridian EngineeringTeam 406,1,1,2026-08-24T00:00:00.000
407,ET000407,53,Orion EngineeringTeam 407,1,1,2026-08-24T00:00:00.000
408,ET000408,94,Willow EngineeringTeam 408,1,1,2026-08-24T00:00:00.000
409,ET000409,66,Liberty EngineeringTeam 409,1,1,2026-08-24T00:00:00.000
410,ET000410,59,Liberty EngineeringTeam 410,1,1,2026-08-24T00:00:00.000
411,ET000411,77,Keystone EngineeringTeam 411,1,1,2026-08-24T00:00:00.000
412,ET000412,48,Zenith EngineeringTeam 412,1,1,2026-08-24T00:00:00.000
413,ET000413,118,Beacon EngineeringTeam 413,1,1,2026-08-24T00:00:00.000
414,ET000414,35,Vertex EngineeringTeam 414,1,1,2026-08-24T00:00:00.000
415,ET000415,11,Orion EngineeringTeam 415,1,1,2026-08-24T00:00:00.000
416,ET000416,119,Atlas EngineeringTeam 416,1,1,2026-08-24T00:00:00.000
417,ET000417,108,Beacon EngineeringTeam 417,1,1,2026-08-24T00:00:00.000
418,ET000418,69,Quartz EngineeringTeam 418,1,1,2026-08-24T00:00:00.000
419,ET000419,34,Northstar EngineeringTeam 419,1,1,2026-08-24T00:00:00.000
420,ET000420,75,Willow EngineeringTeam 420,1,1,2026-08-24T00:00:00.000
421,ET000421,110,Keystone EngineeringTeam 421,1,1,2026-08-24T00:00:00.000
422,ET000422,48,Vertex EngineeringTeam 422,1,1,2026-08-24T00:00:00.000
423,ET000423,51,Meridian EngineeringTeam 423,1,1,2026-08-24T00:00:00.000
424,ET000424,71,Riverton EngineeringTeam 424,1,1,2026-08-24T00:00:00.000
425,ET000425,45,Pioneer EngineeringTeam 425,1,1,2026-08-24T00:00:00.000
426,ET000426,11,Orion EngineeringTeam 426,1,1,2026-08-24T00:00:00.000
427,ET000427,67,Summit EngineeringTeam 427,1,1,2026-08-24T00:00:00.000
428,ET000428,97,Riverton EngineeringTeam 428,1,1,2026-08-24T00:00:00.000
429,ET000429,16,Forge EngineeringTeam 429,1,1,2026-08-24T00:00:00.000
430,ET000430,54,Meridian EngineeringTeam 430,1,1,2026-08-24T00:00:00.000
431,ET000431,105,Summit EngineeringTeam 431,1,1,2026-08-24T00:00:00.000
432,ET000432,75,Northstar EngineeringTeam 432,1,1,2026-08-24T00:00:00.000
433,ET000433,39,Forge EngineeringTeam 433,1,1,2026-08-24T00:00:00.000
434,ET000434,55,Junction EngineeringTeam 434,1,1,2026-08-24T00:00:00.000
435,ET000435,112,Unity EngineeringTeam 435,1,1,2026-08-24T00:00:00.000
436,ET000436,96,Junction EngineeringTeam 436,1,1,2026-08-24T00:00:00.000
437,ET000437,98,Zenith EngineeringTeam 437,1,1,2026-08-24T00:00:00.000
438,ET000438,74,Delta EngineeringTeam 438,1,1,2026-08-24T00:00:00.000
439,ET000439,42,Pioneer EngineeringTeam 439,1,1,2026-08-24T00:00:00.000
440,ET000440,86,Cedar EngineeringTeam 440,1,1,2026-08-24T00:00:00.000
441,ET000441,12,Keystone EngineeringTeam 441,1,1,2026-08-24T00:00:00.000
442,ET000442,41,Pioneer EngineeringTeam 442,1,1,2026-08-24T00:00:00.000
443,ET000443,46,Granite EngineeringTeam 443,1,1,2026-08-24T00:00:00.000
444,ET000444,9,Beacon EngineeringTeam 444,1,1,2026-08-24T00:00:00.000
445,ET000445,109,Keystone EngineeringTeam 445,1,1,2026-08-24T00:00:00.000
446,ET000446,31,Willow EngineeringTeam 446,1,1,2026-08-24T00:00:00.000
447,ET000447,71,Evergreen EngineeringTeam 447,1,1,2026-08-24T00:00:00.000
448,ET000448,46,Northstar EngineeringTeam 448,1,1,2026-08-24T00:00:00.000
449,ET000449,35,Meridian EngineeringTeam 449,1,1,2026-08-24T00:00:00.000
450,ET000450,86,Forge EngineeringTeam 450,1,1,2026-08-24T00:00:00.000
