InventoryZoneKey,InventoryZoneCode,InventoryWarehouseKey,InventoryZoneName,SourceSystemKey,BatchId,LoadedAtUtc
332,IZ000332,37,Meridian InventoryZone 332,1,1,2026-08-24T00:00:00.000
333,IZ000333,42,Vertex InventoryZone 333,1,1,2026-08-24T00:00:00.000
334,IZ000334,66,Ion InventoryZone 334,1,1,2026-08-24T00:00:00.000
335,IZ000335,21,Evergreen InventoryZone 335,1,1,2026-08-24T00:00:00.000
336,IZ000336,71,Titan InventoryZone 336,1,1,2026-08-24T00:00:00.000
337,IZ000337,5,Harbor InventoryZone 337,1,1,2026-08-24T00:00:00.000
338,IZ000338,48,Cedar InventoryZone 338,1,1,2026-08-24T00:00:00.000
339,IZ000339,43,Pioneer InventoryZone 339,1,1,2026-08-24T00:00:00.000
340,IZ000340,2,Forge InventoryZone 340,1,1,2026-08-24T00:00:00.000
341,IZ000341,15,Quartz InventoryZone 341,1,1,2026-08-24T00:00:00.000
342,IZ000342,86,Zenith InventoryZone 342,1,1,2026-08-24T00:00:00.000
343,IZ000343,101,Meridian InventoryZone 343,1,1,2026-08-24T00:00:00.000
344,IZ000344,22,Evergreen InventoryZone 344,1,1,2026-08-24T00:00:00.000
345,IZ000345,98,Vertex InventoryZone 345,1,1,2026-08-24T00:00:00.000
346,IZ000346,95,Cedar InventoryZone 346,1,1,2026-08-24T00:00:00.000
347,IZ000347,3,Summit InventoryZone 347,1,1,2026-08-24T00:00:00.000
348,IZ000348,117,Cedar InventoryZone 348,1,1,2026-08-24T00:00:00.000
349,IZ000349,91,Harbor InventoryZone 349,1,1,2026-08-24T00:00:00.000
350,IZ000350,117,Delta InventoryZone 350,1,1,2026-08-24T00:00:00.000
351,IZ000351,92,Atlas InventoryZone 351,1,1,2026-08-24T00:00:00.000
352,IZ000352,46,Unity InventoryZone 352,1,1,2026-08-24T00:00:00.000
353,IZ000353,62,Willow InventoryZone 353,1,1,2026-08-24T00:00:00.000
354,IZ000354,46,Meridian InventoryZone 354,1,1,2026-08-24T00:00:00.000
355,IZ000355,23,Granite InventoryZone 355,1,1,2026-08-24T00:00:00.000
356,IZ000356,24,Liberty InventoryZone 356,1,1,2026-08-24T00:00:00.000
357,IZ000357,14,Meridian InventoryZone 357,1,1,2026-08-24T00:00:00.000
358,IZ000358,80,Keystone InventoryZone 358,1,1,2026-08-24T00:00:00.000
359,IZ000359,85,Atlas InventoryZone 359,1,1,2026-08-24T00:00:00.000
360,IZ000360,48,Junction InventoryZone 360,1,1,2026-08-24T00:00:00.000
361,IZ000361,37,Junction InventoryZone 361,1,1,2026-08-24T00:00:00.000
362,IZ000362,102,Evergreen InventoryZone 362,1,1,2026-08-24T00:00:00.000
363,IZ000363,100,Cedar InventoryZone 363,1,1,2026-08-24T00:00:00.000
364,IZ000364,81,Ion InventoryZone 364,1,1,2026-08-24T00:00:00.000
365,IZ000365,43,Titan InventoryZone 365,1,1,2026-08-24T00:00:00.000
366,IZ000366,101,Liberty InventoryZone 366,1,1,2026-08-24T00:00:00.000
367,IZ000367,81,Harbor InventoryZone 367,1,1,2026-08-24T00:00:00.000
368,IZ000368,24,Quartz InventoryZone 368,1,1,2026-08-24T00:00:00.000
369,IZ000369,65,Harbor InventoryZone 369,1,1,2026-08-24T00:00:00.000
370,IZ000370,56,Ion InventoryZone 370,1,1,2026-08-24T00:00:00.000
371,IZ000371,40,Orion InventoryZone 371,1,1,2026-08-24T00:00:00.000
372,IZ000372,54,Keystone InventoryZone 372,1,1,2026-08-24T00:00:00.000
373,IZ000373,56,Summit InventoryZone 373,1,1,2026-08-24T00:00:00.000
374,IZ000374,2,Summit InventoryZone 374,1,1,2026-08-24T00:00:00.000
375,IZ000375,120,Junction InventoryZone 375,1,1,2026-08-24T00:00:00.000
376,IZ000376,110,Ion InventoryZone 376,1,1,2026-08-24T00:00:00.000
377,IZ000377,86,Ion InventoryZone 377,1,1,2026-08-24T00:00:00.000
378,IZ000378,85,Delta InventoryZone 378,1,1,2026-08-24T00:00:00.000
379,IZ000379,92,Northstar InventoryZone 379,1,1,2026-08-24T00:00:00.000
380,IZ000380,96,Cedar InventoryZone 380,1,1,2026-08-24T00:00:00.000
381,IZ000381,6,Delta InventoryZone 381,1,1,2026-08-24T00:00:00.000
382,IZ000382,49,Evergreen InventoryZone 382,1,1,2026-08-24T00:00:00.000
383,IZ000383,69,Vertex InventoryZone 383,1,1,2026-08-24T00:00:00.000
384,IZ000384,24,Cedar InventoryZone 384,1,1,2026-08-24T00:00:00.000
385,IZ000385,71,Cedar InventoryZone 385,1,1,2026-08-24T00:00:00.000
386,IZ000386,98,Riverton InventoryZone 386,1,1,2026-08-24T00:00:00.000
387,IZ000387,4,Evergreen InventoryZone 387,1,1,2026-08-24T00:00:00.000
388,IZ000388,46,Riverton InventoryZone 388,1,1,2026-08-24T00:00:00.000
389,IZ000389,18,Harbor InventoryZone 389,1,1,2026-08-24T00:00:00.000
390,IZ000390,29,Pioneer InventoryZone 390,1,1,2026-08-24T00:00:00.000
391,IZ000391,88,Northstar InventoryZone 391,1,1,2026-08-24T00:00:00.000
392,IZ000392,54,Beacon InventoryZone 392,1,1,2026-08-24T00:00:00.000
393,IZ000393,56,Evergreen InventoryZone 393,1,1,2026-08-24T00:00:00.000
394,IZ000394,117,Keystone InventoryZone 394,1,1,2026-08-24T00:00:00.000
395,IZ000395,17,Quartz InventoryZone 395,1,1,2026-08-24T00:00:00.000
396,IZ000396,71,Pioneer InventoryZone 396,1,1,2026-08-24T00:00:00.000
397,IZ000397,99,Evergreen InventoryZone 397,1,1,2026-08-24T00:00:00.000
398,IZ000398,35,Summit InventoryZone 398,1,1,2026-08-24T00:00:00.000
399,IZ000399,91,Quartz InventoryZone 399,1,1,2026-08-24T00:00:00.000
400,IZ000400,103,Ion InventoryZone 400,1,1,2026-08-24T00:00:00.000
401,IZ000401,96,Beacon InventoryZone 401,1,1,2026-08-24T00:00:00.000
402,IZ000402,118,Northstar InventoryZone 402,1,1,2026-08-24T00:00:00.000
403,IZ000403,106,Zenith InventoryZone 403,1,1,2026-08-24T00:00:00.000
404,IZ000404,90,Atlas InventoryZone 404,1,1,2026-08-24T00:00:00.000
405,IZ000405,119,Northstar InventoryZone 405,1,1,2026-08-24T00:00:00.000
406,IZ000406,11,Atlas InventoryZone 406,1,1,2026-08-24T00:00:00.000
407,IZ000407,99,Ion InventoryZone 407,1,1,2026-08-24T00:00:00.000
408,IZ000408,65,Atlas InventoryZone 408,1,1,2026-08-24T00:00:00.000
409,IZ000409,62,Delta InventoryZone 409,1,1,2026-08-24T00:00:00.000
410,IZ000410,77,Beacon InventoryZone 410,1,1,2026-08-24T00:00:00.000
411,IZ000411,25,Granite InventoryZone 411,1,1,2026-08-24T00:00:00.000
412,IZ000412,39,Pioneer InventoryZone 412,1,1,2026-08-24T00:00:00.000
413,IZ000413,8,Atlas InventoryZone 413,1,1,2026-08-24T00:00:00.000
414,IZ000414,9,Evergreen InventoryZone 414,1,1,2026-08-24T00:00:00.000
415,IZ000415,39,Orion InventoryZone 415,1,1,2026-08-24T00:00:00.000
416,IZ000416,11,Beacon InventoryZone 416,1,1,2026-08-24T00:00:00.000
417,IZ000417,27,Quartz InventoryZone 417,1,1,2026-08-24T00:00:00.000
418,IZ000418,14,Unity InventoryZone 418,1,1,2026-08-24T00:00:00.000
419,IZ000419,67,Orion InventoryZone 419,1,1,2026-08-24T00:00:00.000
420,IZ000420,71,Riverton InventoryZone 420,1,1,2026-08-24T00:00:00.000
421,IZ000421,104,Northstar InventoryZone 421,1,1,2026-08-24T00:00:00.000
422,IZ000422,89,Unity InventoryZone 422,1,1,2026-08-24T00:00:00.000
423,IZ000423,118,Meridian InventoryZone 423,1,1,2026-08-24T00:00:00.000
424,IZ000424,22,Liberty InventoryZone 424,1,1,2026-08-24T00:00:00.000
425,IZ000425,77,Granite InventoryZone 425,1,1,2026-08-24T00:00:00.000
426,IZ000426,20,Meridian InventoryZone 426,1,1,2026-08-24T00:00:00.000
427,IZ000427,117,Forge InventoryZone 427,1,1,2026-08-24T00:00:00.000
428,IZ000428,44,Beacon InventoryZone 428,1,1,2026-08-24T00:00:00.000
429,IZ000429,64,Atlas InventoryZone 429,1,1,2026-08-24T00:00:00.000
430,IZ000430,3,Meridian InventoryZone 430,1,1,2026-08-24T00:00:00.000
431,IZ000431,11,Evergreen InventoryZone 431,1,1,2026-08-24T00:00:00.000
432,IZ000432,66,Orion InventoryZone 432,1,1,2026-08-24T00:00:00.000
433,IZ000433,72,Riverton InventoryZone 433,1,1,2026-08-24T00:00:00.000
434,IZ000434,46,Ion InventoryZone 434,1,1,2026-08-24T00:00:00.000
435,IZ000435,93,Vertex InventoryZone 435,1,1,2026-08-24T00:00:00.000
436,IZ000436,111,Willow InventoryZone 436,1,1,2026-08-24T00:00:00.000
437,IZ000437,81,Willow InventoryZone 437,1,1,2026-08-24T00:00:00.000
438,IZ000438,85,Keystone InventoryZone 438,1,1,2026-08-24T00:00:00.000
439,IZ000439,55,Delta InventoryZone 439,1,1,2026-08-24T00:00:00.000
440,IZ000440,72,Beacon InventoryZone 440,1,1,2026-08-24T00:00:00.000
441,IZ000441,45,Quartz InventoryZone 441,1,1,2026-08-24T00:00:00.000
442,IZ000442,82,Zenith InventoryZone 442,1,1,2026-08-24T00:00:00.000
443,IZ000443,41,Forge InventoryZone 443,1,1,2026-08-24T00:00:00.000
444,IZ000444,118,Granite InventoryZone 444,1,1,2026-08-24T00:00:00.000
445,IZ000445,70,Summit InventoryZone 445,1,1,2026-08-24T00:00:00.000
446,IZ000446,34,Keystone InventoryZone 446,1,1,2026-08-24T00:00:00.000
447,IZ000447,89,Liberty InventoryZone 447,1,1,2026-08-24T00:00:00.000
448,IZ000448,28,Zenith InventoryZone 448,1,1,2026-08-24T00:00:00.000
449,IZ000449,36,Northstar InventoryZone 449,1,1,2026-08-24T00:00:00.000
450,IZ000450,52,Cedar InventoryZone 450,1,1,2026-08-24T00:00:00.000
451,IZ000451,96,Zenith InventoryZone 451,1,1,2026-08-24T00:00:00.000
452,IZ000452,119,Forge InventoryZone 452,1,1,2026-08-24T00:00:00.000
453,IZ000453,71,Summit InventoryZone 453,1,1,2026-08-24T00:00:00.000
454,IZ000454,33,Vertex InventoryZone 454,1,1,2026-08-24T00:00:00.000
455,IZ000455,114,Zenith InventoryZone 455,1,1,2026-08-24T00:00:00.000
456,IZ000456,37,Ion InventoryZone 456,1,1,2026-08-24T00:00:00.000
457,IZ000457,67,Beacon InventoryZone 457,1,1,2026-08-24T00:00:00.000
458,IZ000458,106,Delta InventoryZone 458,1,1,2026-08-24T00:00:00.000
459,IZ000459,43,Zenith InventoryZone 459,1,1,2026-08-24T00:00:00.000
460,IZ000460,56,Unity InventoryZone 460,1,1,2026-08-24T00:00:00.000
461,IZ000461,108,Zenith InventoryZone 461,1,1,2026-08-24T00:00:00.000
462,IZ000462,78,Meridian InventoryZone 462,1,1,2026-08-24T00:00:00.000
463,IZ000463,53,Ion InventoryZone 463,1,1,2026-08-24T00:00:00.000
464,IZ000464,87,Evergreen InventoryZone 464,1,1,2026-08-24T00:00:00.000
465,IZ000465,21,Quartz InventoryZone 465,1,1,2026-08-24T00:00:00.000
466,IZ000466,11,Quartz InventoryZone 466,1,1,2026-08-24T00:00:00.000
467,IZ000467,2,Junction InventoryZone 467,1,1,2026-08-24T00:00:00.000
468,IZ000468,100,Forge InventoryZone 468,1,1,2026-08-24T00:00:00.000
469,IZ000469,40,Ion InventoryZone 469,1,1,2026-08-24T00:00:00.000
470,IZ000470,88,Zenith InventoryZone 470,1,1,2026-08-24T00:00:00.000
471,IZ000471,99,Quartz InventoryZone 471,1,1,2026-08-24T00:00:00.000
472,IZ000472,66,Atlas InventoryZone 472,1,1,2026-08-24T00:00:00.000
473,IZ000473,101,Ion InventoryZone 473,1,1,2026-08-24T00:00:00.000
474,IZ000474,86,Pioneer InventoryZone 474,1,1,2026-08-24T00:00:00.000
475,IZ000475,11,Forge InventoryZone 475,1,1,2026-08-24T00:00:00.000
476,IZ000476,88,Northstar InventoryZone 476,1,1,2026-08-24T00:00:00.000
477,IZ000477,112,Zenith InventoryZone 477,1,1,2026-08-24T00:00:00.000
478,IZ000478,118,Meridian InventoryZone 478,1,1,2026-08-24T00:00:00.000
479,IZ000479,34,Delta InventoryZone 479,1,1,2026-08-24T00:00:00.000
480,IZ000480,49,Evergreen InventoryZone 480,1,1,2026-08-24T00:00:00.000
481,IZ000481,74,Delta InventoryZone 481,1,1,2026-08-24T00:00:00.000
482,IZ000482,73,Northstar InventoryZone 482,1,1,2026-08-24T00:00:00.000
483,IZ000483,109,Willow InventoryZone 483,1,1,2026-08-24T00:00:00.000
484,IZ000484,20,Ion InventoryZone 484,1,1,2026-08-24T00:00:00.000
485,IZ000485,76,Riverton InventoryZone 485,1,1,2026-08-24T00:00:00.000
486,IZ000486,77,Granite InventoryZone 486,1,1,2026-08-24T00:00:00.000
487,IZ000487,18,Unity InventoryZone 487,1,1,2026-08-24T00:00:00.000
488,IZ000488,76,Riverton InventoryZone 488,1,1,2026-08-24T00:00:00.000
489,IZ000489,62,Orion InventoryZone 489,1,1,2026-08-24T00:00:00.000
490,IZ000490,52,Keystone InventoryZone 490,1,1,2026-08-24T00:00:00.000
491,IZ000491,11,Zenith InventoryZone 491,1,1,2026-08-24T00:00:00.000
492,IZ000492,66,Quartz InventoryZone 492,1,1,2026-08-24T00:00:00.000
493,IZ000493,80,Quartz InventoryZone 493,1,1,2026-08-24T00:00:00.000
494,IZ000494,117,Evergreen InventoryZone 494,1,1,2026-08-24T00:00:00.000
495,IZ000495,108,Summit InventoryZone 495,1,1,2026-08-24T00:00:00.000
496,IZ000496,9,Riverton InventoryZone 496,1,1,2026-08-24T00:00:00.000
497,IZ000497,20,Titan InventoryZone 497,1,1,2026-08-24T00:00:00.000
498,IZ000498,68,Orion InventoryZone 498,1,1,2026-08-24T00:00:00.000
499,IZ000499,104,Titan InventoryZone 499,1,1,2026-08-24T00:00:00.000
500,IZ000500,75,Willow InventoryZone 500,1,1,2026-08-24T00:00:00.000
