TimeOfDayKey,ShiftCodeKey,TimeValue,HourNumber,MinuteNumber,SecondNumber,MinuteOfDayNumber,SecondOfDayNumber,AmPmCode,HourBucketName,ShiftBucketName,IsBusinessHour,DisplayTime,SourceSystemKey,BatchId,LoadedAtUtc
12840,1,03:34:00,3,34,0,214,12840,AM,03:00-03:59,Night,0,03:34 AM,1,1,2026-08-24T00:00:00.000
12900,1,03:35:00,3,35,0,215,12900,AM,03:00-03:59,Night,0,03:35 AM,1,1,2026-08-24T00:00:00.000
12960,1,03:36:00,3,36,0,216,12960,AM,03:00-03:59,Night,0,03:36 AM,1,1,2026-08-24T00:00:00.000
13020,1,03:37:00,3,37,0,217,13020,AM,03:00-03:59,Night,0,03:37 AM,1,1,2026-08-24T00:00:00.000
13080,1,03:38:00,3,38,0,218,13080,AM,03:00-03:59,Night,0,03:38 AM,1,1,2026-08-24T00:00:00.000
13140,1,03:39:00,3,39,0,219,13140,AM,03:00-03:59,Night,0,03:39 AM,1,1,2026-08-24T00:00:00.000
13200,1,03:40:00,3,40,0,220,13200,AM,03:00-03:59,Night,0,03:40 AM,1,1,2026-08-24T00:00:00.000
13260,1,03:41:00,3,41,0,221,13260,AM,03:00-03:59,Night,0,03:41 AM,1,1,2026-08-24T00:00:00.000
13320,1,03:42:00,3,42,0,222,13320,AM,03:00-03:59,Night,0,03:42 AM,1,1,2026-08-24T00:00:00.000
13380,1,03:43:00,3,43,0,223,13380,AM,03:00-03:59,Night,0,03:43 AM,1,1,2026-08-24T00:00:00.000
13440,1,03:44:00,3,44,0,224,13440,AM,03:00-03:59,Night,0,03:44 AM,1,1,2026-08-24T00:00:00.000
13500,1,03:45:00,3,45,0,225,13500,AM,03:00-03:59,Night,0,03:45 AM,1,1,2026-08-24T00:00:00.000
13560,1,03:46:00,3,46,0,226,13560,AM,03:00-03:59,Night,0,03:46 AM,1,1,2026-08-24T00:00:00.000
13620,1,03:47:00,3,47,0,227,13620,AM,03:00-03:59,Night,0,03:47 AM,1,1,2026-08-24T00:00:00.000
13680,1,03:48:00,3,48,0,228,13680,AM,03:00-03:59,Night,0,03:48 AM,1,1,2026-08-24T00:00:00.000
13740,1,03:49:00,3,49,0,229,13740,AM,03:00-03:59,Night,0,03:49 AM,1,1,2026-08-24T00:00:00.000
13800,1,03:50:00,3,50,0,230,13800,AM,03:00-03:59,Night,0,03:50 AM,1,1,2026-08-24T00:00:00.000
13860,1,03:51:00,3,51,0,231,13860,AM,03:00-03:59,Night,0,03:51 AM,1,1,2026-08-24T00:00:00.000
13920,1,03:52:00,3,52,0,232,13920,AM,03:00-03:59,Night,0,03:52 AM,1,1,2026-08-24T00:00:00.000
13980,1,03:53:00,3,53,0,233,13980,AM,03:00-03:59,Night,0,03:53 AM,1,1,2026-08-24T00:00:00.000
14040,1,03:54:00,3,54,0,234,14040,AM,03:00-03:59,Night,0,03:54 AM,1,1,2026-08-24T00:00:00.000
14100,1,03:55:00,3,55,0,235,14100,AM,03:00-03:59,Night,0,03:55 AM,1,1,2026-08-24T00:00:00.000
14160,1,03:56:00,3,56,0,236,14160,AM,03:00-03:59,Night,0,03:56 AM,1,1,2026-08-24T00:00:00.000
14220,1,03:57:00,3,57,0,237,14220,AM,03:00-03:59,Night,0,03:57 AM,1,1,2026-08-24T00:00:00.000
14280,1,03:58:00,3,58,0,238,14280,AM,03:00-03:59,Night,0,03:58 AM,1,1,2026-08-24T00:00:00.000
14340,1,03:59:00,3,59,0,239,14340,AM,03:00-03:59,Night,0,03:59 AM,1,1,2026-08-24T00:00:00.000
14400,1,04:00:00,4,0,0,240,14400,AM,04:00-04:59,Night,0,04:00 AM,1,1,2026-08-24T00:00:00.000
14460,1,04:01:00,4,1,0,241,14460,AM,04:00-04:59,Night,0,04:01 AM,1,1,2026-08-24T00:00:00.000
14520,1,04:02:00,4,2,0,242,14520,AM,04:00-04:59,Night,0,04:02 AM,1,1,2026-08-24T00:00:00.000
14580,1,04:03:00,4,3,0,243,14580,AM,04:00-04:59,Night,0,04:03 AM,1,1,2026-08-24T00:00:00.000
14640,1,04:04:00,4,4,0,244,14640,AM,04:00-04:59,Night,0,04:04 AM,1,1,2026-08-24T00:00:00.000
14700,1,04:05:00,4,5,0,245,14700,AM,04:00-04:59,Night,0,04:05 AM,1,1,2026-08-24T00:00:00.000
14760,1,04:06:00,4,6,0,246,14760,AM,04:00-04:59,Night,0,04:06 AM,1,1,2026-08-24T00:00:00.000
14820,1,04:07:00,4,7,0,247,14820,AM,04:00-04:59,Night,0,04:07 AM,1,1,2026-08-24T00:00:00.000
14880,1,04:08:00,4,8,0,248,14880,AM,04:00-04:59,Night,0,04:08 AM,1,1,2026-08-24T00:00:00.000
14940,1,04:09:00,4,9,0,249,14940,AM,04:00-04:59,Night,0,04:09 AM,1,1,2026-08-24T00:00:00.000
15000,1,04:10:00,4,10,0,250,15000,AM,04:00-04:59,Night,0,04:10 AM,1,1,2026-08-24T00:00:00.000
15060,1,04:11:00,4,11,0,251,15060,AM,04:00-04:59,Night,0,04:11 AM,1,1,2026-08-24T00:00:00.000
15120,1,04:12:00,4,12,0,252,15120,AM,04:00-04:59,Night,0,04:12 AM,1,1,2026-08-24T00:00:00.000
15180,1,04:13:00,4,13,0,253,15180,AM,04:00-04:59,Night,0,04:13 AM,1,1,2026-08-24T00:00:00.000
15240,1,04:14:00,4,14,0,254,15240,AM,04:00-04:59,Night,0,04:14 AM,1,1,2026-08-24T00:00:00.000
15300,1,04:15:00,4,15,0,255,15300,AM,04:00-04:59,Night,0,04:15 AM,1,1,2026-08-24T00:00:00.000
15360,1,04:16:00,4,16,0,256,15360,AM,04:00-04:59,Night,0,04:16 AM,1,1,2026-08-24T00:00:00.000
15420,1,04:17:00,4,17,0,257,15420,AM,04:00-04:59,Night,0,04:17 AM,1,1,2026-08-24T00:00:00.000
15480,1,04:18:00,4,18,0,258,15480,AM,04:00-04:59,Night,0,04:18 AM,1,1,2026-08-24T00:00:00.000
15540,1,04:19:00,4,19,0,259,15540,AM,04:00-04:59,Night,0,04:19 AM,1,1,2026-08-24T00:00:00.000
15600,1,04:20:00,4,20,0,260,15600,AM,04:00-04:59,Night,0,04:20 AM,1,1,2026-08-24T00:00:00.000
15660,1,04:21:00,4,21,0,261,15660,AM,04:00-04:59,Night,0,04:21 AM,1,1,2026-08-24T00:00:00.000
15720,1,04:22:00,4,22,0,262,15720,AM,04:00-04:59,Night,0,04:22 AM,1,1,2026-08-24T00:00:00.000
15780,1,04:23:00,4,23,0,263,15780,AM,04:00-04:59,Night,0,04:23 AM,1,1,2026-08-24T00:00:00.000
15840,1,04:24:00,4,24,0,264,15840,AM,04:00-04:59,Night,0,04:24 AM,1,1,2026-08-24T00:00:00.000
15900,1,04:25:00,4,25,0,265,15900,AM,04:00-04:59,Night,0,04:25 AM,1,1,2026-08-24T00:00:00.000
15960,1,04:26:00,4,26,0,266,15960,AM,04:00-04:59,Night,0,04:26 AM,1,1,2026-08-24T00:00:00.000
16020,1,04:27:00,4,27,0,267,16020,AM,04:00-04:59,Night,0,04:27 AM,1,1,2026-08-24T00:00:00.000
16080,1,04:28:00,4,28,0,268,16080,AM,04:00-04:59,Night,0,04:28 AM,1,1,2026-08-24T00:00:00.000
16140,1,04:29:00,4,29,0,269,16140,AM,04:00-04:59,Night,0,04:29 AM,1,1,2026-08-24T00:00:00.000
16200,1,04:30:00,4,30,0,270,16200,AM,04:00-04:59,Night,0,04:30 AM,1,1,2026-08-24T00:00:00.000
16260,1,04:31:00,4,31,0,271,16260,AM,04:00-04:59,Night,0,04:31 AM,1,1,2026-08-24T00:00:00.000
16320,1,04:32:00,4,32,0,272,16320,AM,04:00-04:59,Night,0,04:32 AM,1,1,2026-08-24T00:00:00.000
16380,1,04:33:00,4,33,0,273,16380,AM,04:00-04:59,Night,0,04:33 AM,1,1,2026-08-24T00:00:00.000
16440,1,04:34:00,4,34,0,274,16440,AM,04:00-04:59,Night,0,04:34 AM,1,1,2026-08-24T00:00:00.000
16500,1,04:35:00,4,35,0,275,16500,AM,04:00-04:59,Night,0,04:35 AM,1,1,2026-08-24T00:00:00.000
16560,1,04:36:00,4,36,0,276,16560,AM,04:00-04:59,Night,0,04:36 AM,1,1,2026-08-24T00:00:00.000
16620,1,04:37:00,4,37,0,277,16620,AM,04:00-04:59,Night,0,04:37 AM,1,1,2026-08-24T00:00:00.000
16680,1,04:38:00,4,38,0,278,16680,AM,04:00-04:59,Night,0,04:38 AM,1,1,2026-08-24T00:00:00.000
16740,1,04:39:00,4,39,0,279,16740,AM,04:00-04:59,Night,0,04:39 AM,1,1,2026-08-24T00:00:00.000
16800,1,04:40:00,4,40,0,280,16800,AM,04:00-04:59,Night,0,04:40 AM,1,1,2026-08-24T00:00:00.000
16860,1,04:41:00,4,41,0,281,16860,AM,04:00-04:59,Night,0,04:41 AM,1,1,2026-08-24T00:00:00.000
16920,1,04:42:00,4,42,0,282,16920,AM,04:00-04:59,Night,0,04:42 AM,1,1,2026-08-24T00:00:00.000
16980,1,04:43:00,4,43,0,283,16980,AM,04:00-04:59,Night,0,04:43 AM,1,1,2026-08-24T00:00:00.000
17040,1,04:44:00,4,44,0,284,17040,AM,04:00-04:59,Night,0,04:44 AM,1,1,2026-08-24T00:00:00.000
17100,1,04:45:00,4,45,0,285,17100,AM,04:00-04:59,Night,0,04:45 AM,1,1,2026-08-24T00:00:00.000
17160,1,04:46:00,4,46,0,286,17160,AM,04:00-04:59,Night,0,04:46 AM,1,1,2026-08-24T00:00:00.000
17220,1,04:47:00,4,47,0,287,17220,AM,04:00-04:59,Night,0,04:47 AM,1,1,2026-08-24T00:00:00.000
17280,1,04:48:00,4,48,0,288,17280,AM,04:00-04:59,Night,0,04:48 AM,1,1,2026-08-24T00:00:00.000
17340,1,04:49:00,4,49,0,289,17340,AM,04:00-04:59,Night,0,04:49 AM,1,1,2026-08-24T00:00:00.000
17400,1,04:50:00,4,50,0,290,17400,AM,04:00-04:59,Night,0,04:50 AM,1,1,2026-08-24T00:00:00.000
17460,1,04:51:00,4,51,0,291,17460,AM,04:00-04:59,Night,0,04:51 AM,1,1,2026-08-24T00:00:00.000
17520,1,04:52:00,4,52,0,292,17520,AM,04:00-04:59,Night,0,04:52 AM,1,1,2026-08-24T00:00:00.000
17580,1,04:53:00,4,53,0,293,17580,AM,04:00-04:59,Night,0,04:53 AM,1,1,2026-08-24T00:00:00.000
17640,1,04:54:00,4,54,0,294,17640,AM,04:00-04:59,Night,0,04:54 AM,1,1,2026-08-24T00:00:00.000
17700,1,04:55:00,4,55,0,295,17700,AM,04:00-04:59,Night,0,04:55 AM,1,1,2026-08-24T00:00:00.000
17760,1,04:56:00,4,56,0,296,17760,AM,04:00-04:59,Night,0,04:56 AM,1,1,2026-08-24T00:00:00.000
17820,1,04:57:00,4,57,0,297,17820,AM,04:00-04:59,Night,0,04:57 AM,1,1,2026-08-24T00:00:00.000
17880,1,04:58:00,4,58,0,298,17880,AM,04:00-04:59,Night,0,04:58 AM,1,1,2026-08-24T00:00:00.000
17940,1,04:59:00,4,59,0,299,17940,AM,04:00-04:59,Night,0,04:59 AM,1,1,2026-08-24T00:00:00.000
18000,1,05:00:00,5,0,0,300,18000,AM,05:00-05:59,Night,0,05:00 AM,1,1,2026-08-24T00:00:00.000
18060,1,05:01:00,5,1,0,301,18060,AM,05:00-05:59,Night,0,05:01 AM,1,1,2026-08-24T00:00:00.000
18120,1,05:02:00,5,2,0,302,18120,AM,05:00-05:59,Night,0,05:02 AM,1,1,2026-08-24T00:00:00.000
18180,1,05:03:00,5,3,0,303,18180,AM,05:00-05:59,Night,0,05:03 AM,1,1,2026-08-24T00:00:00.000
18240,1,05:04:00,5,4,0,304,18240,AM,05:00-05:59,Night,0,05:04 AM,1,1,2026-08-24T00:00:00.000
18300,1,05:05:00,5,5,0,305,18300,AM,05:00-05:59,Night,0,05:05 AM,1,1,2026-08-24T00:00:00.000
18360,1,05:06:00,5,6,0,306,18360,AM,05:00-05:59,Night,0,05:06 AM,1,1,2026-08-24T00:00:00.000
18420,1,05:07:00,5,7,0,307,18420,AM,05:00-05:59,Night,0,05:07 AM,1,1,2026-08-24T00:00:00.000
18480,1,05:08:00,5,8,0,308,18480,AM,05:00-05:59,Night,0,05:08 AM,1,1,2026-08-24T00:00:00.000
18540,1,05:09:00,5,9,0,309,18540,AM,05:00-05:59,Night,0,05:09 AM,1,1,2026-08-24T00:00:00.000
18600,1,05:10:00,5,10,0,310,18600,AM,05:00-05:59,Night,0,05:10 AM,1,1,2026-08-24T00:00:00.000
18660,1,05:11:00,5,11,0,311,18660,AM,05:00-05:59,Night,0,05:11 AM,1,1,2026-08-24T00:00:00.000
18720,1,05:12:00,5,12,0,312,18720,AM,05:00-05:59,Night,0,05:12 AM,1,1,2026-08-24T00:00:00.000
18780,1,05:13:00,5,13,0,313,18780,AM,05:00-05:59,Night,0,05:13 AM,1,1,2026-08-24T00:00:00.000
18840,1,05:14:00,5,14,0,314,18840,AM,05:00-05:59,Night,0,05:14 AM,1,1,2026-08-24T00:00:00.000
18900,1,05:15:00,5,15,0,315,18900,AM,05:00-05:59,Night,0,05:15 AM,1,1,2026-08-24T00:00:00.000
18960,1,05:16:00,5,16,0,316,18960,AM,05:00-05:59,Night,0,05:16 AM,1,1,2026-08-24T00:00:00.000
19020,1,05:17:00,5,17,0,317,19020,AM,05:00-05:59,Night,0,05:17 AM,1,1,2026-08-24T00:00:00.000
19080,1,05:18:00,5,18,0,318,19080,AM,05:00-05:59,Night,0,05:18 AM,1,1,2026-08-24T00:00:00.000
19140,1,05:19:00,5,19,0,319,19140,AM,05:00-05:59,Night,0,05:19 AM,1,1,2026-08-24T00:00:00.000
19200,1,05:20:00,5,20,0,320,19200,AM,05:00-05:59,Night,0,05:20 AM,1,1,2026-08-24T00:00:00.000
19260,1,05:21:00,5,21,0,321,19260,AM,05:00-05:59,Night,0,05:21 AM,1,1,2026-08-24T00:00:00.000
19320,1,05:22:00,5,22,0,322,19320,AM,05:00-05:59,Night,0,05:22 AM,1,1,2026-08-24T00:00:00.000
19380,1,05:23:00,5,23,0,323,19380,AM,05:00-05:59,Night,0,05:23 AM,1,1,2026-08-24T00:00:00.000
19440,1,05:24:00,5,24,0,324,19440,AM,05:00-05:59,Night,0,05:24 AM,1,1,2026-08-24T00:00:00.000
19500,1,05:25:00,5,25,0,325,19500,AM,05:00-05:59,Night,0,05:25 AM,1,1,2026-08-24T00:00:00.000
19560,1,05:26:00,5,26,0,326,19560,AM,05:00-05:59,Night,0,05:26 AM,1,1,2026-08-24T00:00:00.000
19620,1,05:27:00,5,27,0,327,19620,AM,05:00-05:59,Night,0,05:27 AM,1,1,2026-08-24T00:00:00.000
19680,1,05:28:00,5,28,0,328,19680,AM,05:00-05:59,Night,0,05:28 AM,1,1,2026-08-24T00:00:00.000
19740,1,05:29:00,5,29,0,329,19740,AM,05:00-05:59,Night,0,05:29 AM,1,1,2026-08-24T00:00:00.000
19800,1,05:30:00,5,30,0,330,19800,AM,05:00-05:59,Night,0,05:30 AM,1,1,2026-08-24T00:00:00.000
19860,1,05:31:00,5,31,0,331,19860,AM,05:00-05:59,Night,0,05:31 AM,1,1,2026-08-24T00:00:00.000
19920,1,05:32:00,5,32,0,332,19920,AM,05:00-05:59,Night,0,05:32 AM,1,1,2026-08-24T00:00:00.000
19980,1,05:33:00,5,33,0,333,19980,AM,05:00-05:59,Night,0,05:33 AM,1,1,2026-08-24T00:00:00.000
20040,1,05:34:00,5,34,0,334,20040,AM,05:00-05:59,Night,0,05:34 AM,1,1,2026-08-24T00:00:00.000
20100,1,05:35:00,5,35,0,335,20100,AM,05:00-05:59,Night,0,05:35 AM,1,1,2026-08-24T00:00:00.000
20160,1,05:36:00,5,36,0,336,20160,AM,05:00-05:59,Night,0,05:36 AM,1,1,2026-08-24T00:00:00.000
20220,1,05:37:00,5,37,0,337,20220,AM,05:00-05:59,Night,0,05:37 AM,1,1,2026-08-24T00:00:00.000
20280,1,05:38:00,5,38,0,338,20280,AM,05:00-05:59,Night,0,05:38 AM,1,1,2026-08-24T00:00:00.000
20340,1,05:39:00,5,39,0,339,20340,AM,05:00-05:59,Night,0,05:39 AM,1,1,2026-08-24T00:00:00.000
20400,1,05:40:00,5,40,0,340,20400,AM,05:00-05:59,Night,0,05:40 AM,1,1,2026-08-24T00:00:00.000
20460,1,05:41:00,5,41,0,341,20460,AM,05:00-05:59,Night,0,05:41 AM,1,1,2026-08-24T00:00:00.000
20520,1,05:42:00,5,42,0,342,20520,AM,05:00-05:59,Night,0,05:42 AM,1,1,2026-08-24T00:00:00.000
20580,1,05:43:00,5,43,0,343,20580,AM,05:00-05:59,Night,0,05:43 AM,1,1,2026-08-24T00:00:00.000
20640,1,05:44:00,5,44,0,344,20640,AM,05:00-05:59,Night,0,05:44 AM,1,1,2026-08-24T00:00:00.000
20700,1,05:45:00,5,45,0,345,20700,AM,05:00-05:59,Night,0,05:45 AM,1,1,2026-08-24T00:00:00.000
20760,1,05:46:00,5,46,0,346,20760,AM,05:00-05:59,Night,0,05:46 AM,1,1,2026-08-24T00:00:00.000
20820,1,05:47:00,5,47,0,347,20820,AM,05:00-05:59,Night,0,05:47 AM,1,1,2026-08-24T00:00:00.000
20880,1,05:48:00,5,48,0,348,20880,AM,05:00-05:59,Night,0,05:48 AM,1,1,2026-08-24T00:00:00.000
20940,1,05:49:00,5,49,0,349,20940,AM,05:00-05:59,Night,0,05:49 AM,1,1,2026-08-24T00:00:00.000
21000,1,05:50:00,5,50,0,350,21000,AM,05:00-05:59,Night,0,05:50 AM,1,1,2026-08-24T00:00:00.000
21060,1,05:51:00,5,51,0,351,21060,AM,05:00-05:59,Night,0,05:51 AM,1,1,2026-08-24T00:00:00.000
21120,1,05:52:00,5,52,0,352,21120,AM,05:00-05:59,Night,0,05:52 AM,1,1,2026-08-24T00:00:00.000
21180,1,05:53:00,5,53,0,353,21180,AM,05:00-05:59,Night,0,05:53 AM,1,1,2026-08-24T00:00:00.000
21240,1,05:54:00,5,54,0,354,21240,AM,05:00-05:59,Night,0,05:54 AM,1,1,2026-08-24T00:00:00.000
21300,1,05:55:00,5,55,0,355,21300,AM,05:00-05:59,Night,0,05:55 AM,1,1,2026-08-24T00:00:00.000
21360,1,05:56:00,5,56,0,356,21360,AM,05:00-05:59,Night,0,05:56 AM,1,1,2026-08-24T00:00:00.000
21420,1,05:57:00,5,57,0,357,21420,AM,05:00-05:59,Night,0,05:57 AM,1,1,2026-08-24T00:00:00.000
21480,1,05:58:00,5,58,0,358,21480,AM,05:00-05:59,Night,0,05:58 AM,1,1,2026-08-24T00:00:00.000
21540,1,05:59:00,5,59,0,359,21540,AM,05:00-05:59,Night,0,05:59 AM,1,1,2026-08-24T00:00:00.000
21600,1,06:00:00,6,0,0,360,21600,AM,06:00-06:59,Day,0,06:00 AM,1,1,2026-08-24T00:00:00.000
21660,1,06:01:00,6,1,0,361,21660,AM,06:00-06:59,Day,0,06:01 AM,1,1,2026-08-24T00:00:00.000
21720,1,06:02:00,6,2,0,362,21720,AM,06:00-06:59,Day,0,06:02 AM,1,1,2026-08-24T00:00:00.000
21780,1,06:03:00,6,3,0,363,21780,AM,06:00-06:59,Day,0,06:03 AM,1,1,2026-08-24T00:00:00.000
21840,1,06:04:00,6,4,0,364,21840,AM,06:00-06:59,Day,0,06:04 AM,1,1,2026-08-24T00:00:00.000
21900,1,06:05:00,6,5,0,365,21900,AM,06:00-06:59,Day,0,06:05 AM,1,1,2026-08-24T00:00:00.000
21960,1,06:06:00,6,6,0,366,21960,AM,06:00-06:59,Day,0,06:06 AM,1,1,2026-08-24T00:00:00.000
22020,1,06:07:00,6,7,0,367,22020,AM,06:00-06:59,Day,0,06:07 AM,1,1,2026-08-24T00:00:00.000
22080,1,06:08:00,6,8,0,368,22080,AM,06:00-06:59,Day,0,06:08 AM,1,1,2026-08-24T00:00:00.000
22140,1,06:09:00,6,9,0,369,22140,AM,06:00-06:59,Day,0,06:09 AM,1,1,2026-08-24T00:00:00.000
22200,1,06:10:00,6,10,0,370,22200,AM,06:00-06:59,Day,0,06:10 AM,1,1,2026-08-24T00:00:00.000
22260,1,06:11:00,6,11,0,371,22260,AM,06:00-06:59,Day,0,06:11 AM,1,1,2026-08-24T00:00:00.000
22320,1,06:12:00,6,12,0,372,22320,AM,06:00-06:59,Day,0,06:12 AM,1,1,2026-08-24T00:00:00.000
22380,1,06:13:00,6,13,0,373,22380,AM,06:00-06:59,Day,0,06:13 AM,1,1,2026-08-24T00:00:00.000
22440,1,06:14:00,6,14,0,374,22440,AM,06:00-06:59,Day,0,06:14 AM,1,1,2026-08-24T00:00:00.000
22500,1,06:15:00,6,15,0,375,22500,AM,06:00-06:59,Day,0,06:15 AM,1,1,2026-08-24T00:00:00.000
22560,1,06:16:00,6,16,0,376,22560,AM,06:00-06:59,Day,0,06:16 AM,1,1,2026-08-24T00:00:00.000
22620,1,06:17:00,6,17,0,377,22620,AM,06:00-06:59,Day,0,06:17 AM,1,1,2026-08-24T00:00:00.000
22680,1,06:18:00,6,18,0,378,22680,AM,06:00-06:59,Day,0,06:18 AM,1,1,2026-08-24T00:00:00.000
22740,1,06:19:00,6,19,0,379,22740,AM,06:00-06:59,Day,0,06:19 AM,1,1,2026-08-24T00:00:00.000
22800,1,06:20:00,6,20,0,380,22800,AM,06:00-06:59,Day,0,06:20 AM,1,1,2026-08-24T00:00:00.000
22860,1,06:21:00,6,21,0,381,22860,AM,06:00-06:59,Day,0,06:21 AM,1,1,2026-08-24T00:00:00.000
22920,1,06:22:00,6,22,0,382,22920,AM,06:00-06:59,Day,0,06:22 AM,1,1,2026-08-24T00:00:00.000
22980,1,06:23:00,6,23,0,383,22980,AM,06:00-06:59,Day,0,06:23 AM,1,1,2026-08-24T00:00:00.000
23040,1,06:24:00,6,24,0,384,23040,AM,06:00-06:59,Day,0,06:24 AM,1,1,2026-08-24T00:00:00.000
23100,1,06:25:00,6,25,0,385,23100,AM,06:00-06:59,Day,0,06:25 AM,1,1,2026-08-24T00:00:00.000
23160,1,06:26:00,6,26,0,386,23160,AM,06:00-06:59,Day,0,06:26 AM,1,1,2026-08-24T00:00:00.000
23220,1,06:27:00,6,27,0,387,23220,AM,06:00-06:59,Day,0,06:27 AM,1,1,2026-08-24T00:00:00.000
23280,1,06:28:00,6,28,0,388,23280,AM,06:00-06:59,Day,0,06:28 AM,1,1,2026-08-24T00:00:00.000
23340,1,06:29:00,6,29,0,389,23340,AM,06:00-06:59,Day,0,06:29 AM,1,1,2026-08-24T00:00:00.000
23400,1,06:30:00,6,30,0,390,23400,AM,06:00-06:59,Day,0,06:30 AM,1,1,2026-08-24T00:00:00.000
23460,1,06:31:00,6,31,0,391,23460,AM,06:00-06:59,Day,0,06:31 AM,1,1,2026-08-24T00:00:00.000
23520,1,06:32:00,6,32,0,392,23520,AM,06:00-06:59,Day,0,06:32 AM,1,1,2026-08-24T00:00:00.000
23580,1,06:33:00,6,33,0,393,23580,AM,06:00-06:59,Day,0,06:33 AM,1,1,2026-08-24T00:00:00.000
23640,1,06:34:00,6,34,0,394,23640,AM,06:00-06:59,Day,0,06:34 AM,1,1,2026-08-24T00:00:00.000
23700,1,06:35:00,6,35,0,395,23700,AM,06:00-06:59,Day,0,06:35 AM,1,1,2026-08-24T00:00:00.000
23760,1,06:36:00,6,36,0,396,23760,AM,06:00-06:59,Day,0,06:36 AM,1,1,2026-08-24T00:00:00.000
23820,1,06:37:00,6,37,0,397,23820,AM,06:00-06:59,Day,0,06:37 AM,1,1,2026-08-24T00:00:00.000
23880,1,06:38:00,6,38,0,398,23880,AM,06:00-06:59,Day,0,06:38 AM,1,1,2026-08-24T00:00:00.000
23940,1,06:39:00,6,39,0,399,23940,AM,06:00-06:59,Day,0,06:39 AM,1,1,2026-08-24T00:00:00.000
24000,1,06:40:00,6,40,0,400,24000,AM,06:00-06:59,Day,0,06:40 AM,1,1,2026-08-24T00:00:00.000
24060,1,06:41:00,6,41,0,401,24060,AM,06:00-06:59,Day,0,06:41 AM,1,1,2026-08-24T00:00:00.000
24120,1,06:42:00,6,42,0,402,24120,AM,06:00-06:59,Day,0,06:42 AM,1,1,2026-08-24T00:00:00.000
24180,1,06:43:00,6,43,0,403,24180,AM,06:00-06:59,Day,0,06:43 AM,1,1,2026-08-24T00:00:00.000
24240,1,06:44:00,6,44,0,404,24240,AM,06:00-06:59,Day,0,06:44 AM,1,1,2026-08-24T00:00:00.000
24300,1,06:45:00,6,45,0,405,24300,AM,06:00-06:59,Day,0,06:45 AM,1,1,2026-08-24T00:00:00.000
24360,1,06:46:00,6,46,0,406,24360,AM,06:00-06:59,Day,0,06:46 AM,1,1,2026-08-24T00:00:00.000
24420,1,06:47:00,6,47,0,407,24420,AM,06:00-06:59,Day,0,06:47 AM,1,1,2026-08-24T00:00:00.000
24480,1,06:48:00,6,48,0,408,24480,AM,06:00-06:59,Day,0,06:48 AM,1,1,2026-08-24T00:00:00.000
24540,1,06:49:00,6,49,0,409,24540,AM,06:00-06:59,Day,0,06:49 AM,1,1,2026-08-24T00:00:00.000
24600,1,06:50:00,6,50,0,410,24600,AM,06:00-06:59,Day,0,06:50 AM,1,1,2026-08-24T00:00:00.000
24660,1,06:51:00,6,51,0,411,24660,AM,06:00-06:59,Day,0,06:51 AM,1,1,2026-08-24T00:00:00.000
24720,1,06:52:00,6,52,0,412,24720,AM,06:00-06:59,Day,0,06:52 AM,1,1,2026-08-24T00:00:00.000
24780,1,06:53:00,6,53,0,413,24780,AM,06:00-06:59,Day,0,06:53 AM,1,1,2026-08-24T00:00:00.000
24840,1,06:54:00,6,54,0,414,24840,AM,06:00-06:59,Day,0,06:54 AM,1,1,2026-08-24T00:00:00.000
24900,1,06:55:00,6,55,0,415,24900,AM,06:00-06:59,Day,0,06:55 AM,1,1,2026-08-24T00:00:00.000
24960,1,06:56:00,6,56,0,416,24960,AM,06:00-06:59,Day,0,06:56 AM,1,1,2026-08-24T00:00:00.000
25020,1,06:57:00,6,57,0,417,25020,AM,06:00-06:59,Day,0,06:57 AM,1,1,2026-08-24T00:00:00.000
25080,1,06:58:00,6,58,0,418,25080,AM,06:00-06:59,Day,0,06:58 AM,1,1,2026-08-24T00:00:00.000
25140,1,06:59:00,6,59,0,419,25140,AM,06:00-06:59,Day,0,06:59 AM,1,1,2026-08-24T00:00:00.000
25200,1,07:00:00,7,0,0,420,25200,AM,07:00-07:59,Day,0,07:00 AM,1,1,2026-08-24T00:00:00.000
25260,1,07:01:00,7,1,0,421,25260,AM,07:00-07:59,Day,0,07:01 AM,1,1,2026-08-24T00:00:00.000
25320,1,07:02:00,7,2,0,422,25320,AM,07:00-07:59,Day,0,07:02 AM,1,1,2026-08-24T00:00:00.000
25380,1,07:03:00,7,3,0,423,25380,AM,07:00-07:59,Day,0,07:03 AM,1,1,2026-08-24T00:00:00.000
25440,1,07:04:00,7,4,0,424,25440,AM,07:00-07:59,Day,0,07:04 AM,1,1,2026-08-24T00:00:00.000
25500,1,07:05:00,7,5,0,425,25500,AM,07:00-07:59,Day,0,07:05 AM,1,1,2026-08-24T00:00:00.000
25560,1,07:06:00,7,6,0,426,25560,AM,07:00-07:59,Day,0,07:06 AM,1,1,2026-08-24T00:00:00.000
25620,1,07:07:00,7,7,0,427,25620,AM,07:00-07:59,Day,0,07:07 AM,1,1,2026-08-24T00:00:00.000
25680,1,07:08:00,7,8,0,428,25680,AM,07:00-07:59,Day,0,07:08 AM,1,1,2026-08-24T00:00:00.000
25740,1,07:09:00,7,9,0,429,25740,AM,07:00-07:59,Day,0,07:09 AM,1,1,2026-08-24T00:00:00.000
