EnergyUtilityCircuitKey,EnergyUtilityCircuitCode,EnergyUtilitySystemKey,EnergyUtilityCircuitName,SourceSystemKey,BatchId,LoadedAtUtc
290,EUC000290,54,Vertex EnergyUtilityCircuit 290,1,1,2026-08-24T00:00:00.000
291,EUC000291,141,Vertex EnergyUtilityCircuit 291,1,1,2026-08-24T00:00:00.000
292,EUC000292,140,Keystone EnergyUtilityCircuit 292,1,1,2026-08-24T00:00:00.000
293,EUC000293,116,Junction EnergyUtilityCircuit 293,1,1,2026-08-24T00:00:00.000
294,EUC000294,67,Atlas EnergyUtilityCircuit 294,1,1,2026-08-24T00:00:00.000
295,EUC000295,77,Orion EnergyUtilityCircuit 295,1,1,2026-08-24T00:00:00.000
296,EUC000296,88,Cedar EnergyUtilityCircuit 296,1,1,2026-08-24T00:00:00.000
297,EUC000297,90,Quartz EnergyUtilityCircuit 297,1,1,2026-08-24T00:00:00.000
298,EUC000298,129,Ion EnergyUtilityCircuit 298,1,1,2026-08-24T00:00:00.000
299,EUC000299,131,Evergreen EnergyUtilityCircuit 299,1,1,2026-08-24T00:00:00.000
300,EUC000300,88,Pioneer EnergyUtilityCircuit 300,1,1,2026-08-24T00:00:00.000
301,EUC000301,133,Unity EnergyUtilityCircuit 301,1,1,2026-08-24T00:00:00.000
302,EUC000302,125,Vertex EnergyUtilityCircuit 302,1,1,2026-08-24T00:00:00.000
303,EUC000303,45,Vertex EnergyUtilityCircuit 303,1,1,2026-08-24T00:00:00.000
304,EUC000304,150,Liberty EnergyUtilityCircuit 304,1,1,2026-08-24T00:00:00.000
305,EUC000305,22,Cedar EnergyUtilityCircuit 305,1,1,2026-08-24T00:00:00.000
306,EUC000306,58,Orion EnergyUtilityCircuit 306,1,1,2026-08-24T00:00:00.000
307,EUC000307,67,Harbor EnergyUtilityCircuit 307,1,1,2026-08-24T00:00:00.000
308,EUC000308,153,Quartz EnergyUtilityCircuit 308,1,1,2026-08-24T00:00:00.000
309,EUC000309,128,Keystone EnergyUtilityCircuit 309,1,1,2026-08-24T00:00:00.000
310,EUC000310,135,Riverton EnergyUtilityCircuit 310,1,1,2026-08-24T00:00:00.000
311,EUC000311,152,Delta EnergyUtilityCircuit 311,1,1,2026-08-24T00:00:00.000
312,EUC000312,55,Quartz EnergyUtilityCircuit 312,1,1,2026-08-24T00:00:00.000
313,EUC000313,4,Riverton EnergyUtilityCircuit 313,1,1,2026-08-24T00:00:00.000
314,EUC000314,110,Ion EnergyUtilityCircuit 314,1,1,2026-08-24T00:00:00.000
315,EUC000315,90,Liberty EnergyUtilityCircuit 315,1,1,2026-08-24T00:00:00.000
316,EUC000316,66,Summit EnergyUtilityCircuit 316,1,1,2026-08-24T00:00:00.000
317,EUC000317,9,Zenith EnergyUtilityCircuit 317,1,1,2026-08-24T00:00:00.000
318,EUC000318,105,Evergreen EnergyUtilityCircuit 318,1,1,2026-08-24T00:00:00.000
319,EUC000319,40,Summit EnergyUtilityCircuit 319,1,1,2026-08-24T00:00:00.000
320,EUC000320,26,Forge EnergyUtilityCircuit 320,1,1,2026-08-24T00:00:00.000
321,EUC000321,11,Northstar EnergyUtilityCircuit 321,1,1,2026-08-24T00:00:00.000
322,EUC000322,52,Orion EnergyUtilityCircuit 322,1,1,2026-08-24T00:00:00.000
323,EUC000323,124,Vertex EnergyUtilityCircuit 323,1,1,2026-08-24T00:00:00.000
324,EUC000324,37,Evergreen EnergyUtilityCircuit 324,1,1,2026-08-24T00:00:00.000
325,EUC000325,42,Evergreen EnergyUtilityCircuit 325,1,1,2026-08-24T00:00:00.000
326,EUC000326,103,Beacon EnergyUtilityCircuit 326,1,1,2026-08-24T00:00:00.000
327,EUC000327,7,Granite EnergyUtilityCircuit 327,1,1,2026-08-24T00:00:00.000
328,EUC000328,61,Beacon EnergyUtilityCircuit 328,1,1,2026-08-24T00:00:00.000
329,EUC000329,144,Unity EnergyUtilityCircuit 329,1,1,2026-08-24T00:00:00.000
330,EUC000330,7,Harbor EnergyUtilityCircuit 330,1,1,2026-08-24T00:00:00.000
331,EUC000331,130,Willow EnergyUtilityCircuit 331,1,1,2026-08-24T00:00:00.000
332,EUC000332,56,Evergreen EnergyUtilityCircuit 332,1,1,2026-08-24T00:00:00.000
333,EUC000333,17,Keystone EnergyUtilityCircuit 333,1,1,2026-08-24T00:00:00.000
334,EUC000334,14,Liberty EnergyUtilityCircuit 334,1,1,2026-08-24T00:00:00.000
335,EUC000335,133,Unity EnergyUtilityCircuit 335,1,1,2026-08-24T00:00:00.000
336,EUC000336,113,Forge EnergyUtilityCircuit 336,1,1,2026-08-24T00:00:00.000
337,EUC000337,48,Cedar EnergyUtilityCircuit 337,1,1,2026-08-24T00:00:00.000
338,EUC000338,37,Delta EnergyUtilityCircuit 338,1,1,2026-08-24T00:00:00.000
339,EUC000339,37,Northstar EnergyUtilityCircuit 339,1,1,2026-08-24T00:00:00.000
340,EUC000340,107,Willow EnergyUtilityCircuit 340,1,1,2026-08-24T00:00:00.000
341,EUC000341,69,Orion EnergyUtilityCircuit 341,1,1,2026-08-24T00:00:00.000
342,EUC000342,9,Unity EnergyUtilityCircuit 342,1,1,2026-08-24T00:00:00.000
343,EUC000343,41,Unity EnergyUtilityCircuit 343,1,1,2026-08-24T00:00:00.000
344,EUC000344,12,Unity EnergyUtilityCircuit 344,1,1,2026-08-24T00:00:00.000
345,EUC000345,153,Zenith EnergyUtilityCircuit 345,1,1,2026-08-24T00:00:00.000
346,EUC000346,10,Granite EnergyUtilityCircuit 346,1,1,2026-08-24T00:00:00.000
347,EUC000347,131,Meridian EnergyUtilityCircuit 347,1,1,2026-08-24T00:00:00.000
348,EUC000348,62,Atlas EnergyUtilityCircuit 348,1,1,2026-08-24T00:00:00.000
349,EUC000349,89,Riverton EnergyUtilityCircuit 349,1,1,2026-08-24T00:00:00.000
350,EUC000350,150,Atlas EnergyUtilityCircuit 350,1,1,2026-08-24T00:00:00.000
351,EUC000351,140,Titan EnergyUtilityCircuit 351,1,1,2026-08-24T00:00:00.000
352,EUC000352,117,Harbor EnergyUtilityCircuit 352,1,1,2026-08-24T00:00:00.000
353,EUC000353,32,Orion EnergyUtilityCircuit 353,1,1,2026-08-24T00:00:00.000
354,EUC000354,23,Zenith EnergyUtilityCircuit 354,1,1,2026-08-24T00:00:00.000
355,EUC000355,89,Vertex EnergyUtilityCircuit 355,1,1,2026-08-24T00:00:00.000
356,EUC000356,29,Junction EnergyUtilityCircuit 356,1,1,2026-08-24T00:00:00.000
357,EUC000357,13,Evergreen EnergyUtilityCircuit 357,1,1,2026-08-24T00:00:00.000
358,EUC000358,51,Summit EnergyUtilityCircuit 358,1,1,2026-08-24T00:00:00.000
359,EUC000359,89,Forge EnergyUtilityCircuit 359,1,1,2026-08-24T00:00:00.000
360,EUC000360,13,Summit EnergyUtilityCircuit 360,1,1,2026-08-24T00:00:00.000
361,EUC000361,43,Liberty EnergyUtilityCircuit 361,1,1,2026-08-24T00:00:00.000
362,EUC000362,144,Granite EnergyUtilityCircuit 362,1,1,2026-08-24T00:00:00.000
363,EUC000363,123,Riverton EnergyUtilityCircuit 363,1,1,2026-08-24T00:00:00.000
364,EUC000364,131,Willow EnergyUtilityCircuit 364,1,1,2026-08-24T00:00:00.000
365,EUC000365,110,Liberty EnergyUtilityCircuit 365,1,1,2026-08-24T00:00:00.000
366,EUC000366,115,Willow EnergyUtilityCircuit 366,1,1,2026-08-24T00:00:00.000
367,EUC000367,30,Forge EnergyUtilityCircuit 367,1,1,2026-08-24T00:00:00.000
368,EUC000368,148,Evergreen EnergyUtilityCircuit 368,1,1,2026-08-24T00:00:00.000
369,EUC000369,69,Forge EnergyUtilityCircuit 369,1,1,2026-08-24T00:00:00.000
370,EUC000370,44,Liberty EnergyUtilityCircuit 370,1,1,2026-08-24T00:00:00.000
371,EUC000371,72,Riverton EnergyUtilityCircuit 371,1,1,2026-08-24T00:00:00.000
372,EUC000372,59,Pioneer EnergyUtilityCircuit 372,1,1,2026-08-24T00:00:00.000
373,EUC000373,84,Evergreen EnergyUtilityCircuit 373,1,1,2026-08-24T00:00:00.000
374,EUC000374,99,Ion EnergyUtilityCircuit 374,1,1,2026-08-24T00:00:00.000
375,EUC000375,93,Cedar EnergyUtilityCircuit 375,1,1,2026-08-24T00:00:00.000
376,EUC000376,142,Liberty EnergyUtilityCircuit 376,1,1,2026-08-24T00:00:00.000
377,EUC000377,27,Orion EnergyUtilityCircuit 377,1,1,2026-08-24T00:00:00.000
378,EUC000378,117,Delta EnergyUtilityCircuit 378,1,1,2026-08-24T00:00:00.000
379,EUC000379,91,Orion EnergyUtilityCircuit 379,1,1,2026-08-24T00:00:00.000
380,EUC000380,120,Atlas EnergyUtilityCircuit 380,1,1,2026-08-24T00:00:00.000
381,EUC000381,145,Quartz EnergyUtilityCircuit 381,1,1,2026-08-24T00:00:00.000
382,EUC000382,159,Quartz EnergyUtilityCircuit 382,1,1,2026-08-24T00:00:00.000
383,EUC000383,33,Titan EnergyUtilityCircuit 383,1,1,2026-08-24T00:00:00.000
384,EUC000384,85,Evergreen EnergyUtilityCircuit 384,1,1,2026-08-24T00:00:00.000
385,EUC000385,115,Forge EnergyUtilityCircuit 385,1,1,2026-08-24T00:00:00.000
386,EUC000386,138,Junction EnergyUtilityCircuit 386,1,1,2026-08-24T00:00:00.000
387,EUC000387,72,Quartz EnergyUtilityCircuit 387,1,1,2026-08-24T00:00:00.000
388,EUC000388,24,Junction EnergyUtilityCircuit 388,1,1,2026-08-24T00:00:00.000
389,EUC000389,74,Unity EnergyUtilityCircuit 389,1,1,2026-08-24T00:00:00.000
390,EUC000390,112,Pioneer EnergyUtilityCircuit 390,1,1,2026-08-24T00:00:00.000
391,EUC000391,151,Riverton EnergyUtilityCircuit 391,1,1,2026-08-24T00:00:00.000
392,EUC000392,82,Willow EnergyUtilityCircuit 392,1,1,2026-08-24T00:00:00.000
393,EUC000393,96,Junction EnergyUtilityCircuit 393,1,1,2026-08-24T00:00:00.000
394,EUC000394,78,Liberty EnergyUtilityCircuit 394,1,1,2026-08-24T00:00:00.000
395,EUC000395,124,Summit EnergyUtilityCircuit 395,1,1,2026-08-24T00:00:00.000
396,EUC000396,2,Atlas EnergyUtilityCircuit 396,1,1,2026-08-24T00:00:00.000
397,EUC000397,81,Unity EnergyUtilityCircuit 397,1,1,2026-08-24T00:00:00.000
398,EUC000398,158,Orion EnergyUtilityCircuit 398,1,1,2026-08-24T00:00:00.000
399,EUC000399,2,Liberty EnergyUtilityCircuit 399,1,1,2026-08-24T00:00:00.000
400,EUC000400,108,Summit EnergyUtilityCircuit 400,1,1,2026-08-24T00:00:00.000
401,EUC000401,136,Willow EnergyUtilityCircuit 401,1,1,2026-08-24T00:00:00.000
402,EUC000402,144,Harbor EnergyUtilityCircuit 402,1,1,2026-08-24T00:00:00.000
403,EUC000403,143,Unity EnergyUtilityCircuit 403,1,1,2026-08-24T00:00:00.000
404,EUC000404,59,Summit EnergyUtilityCircuit 404,1,1,2026-08-24T00:00:00.000
405,EUC000405,68,Titan EnergyUtilityCircuit 405,1,1,2026-08-24T00:00:00.000
406,EUC000406,47,Titan EnergyUtilityCircuit 406,1,1,2026-08-24T00:00:00.000
407,EUC000407,55,Liberty EnergyUtilityCircuit 407,1,1,2026-08-24T00:00:00.000
408,EUC000408,89,Quartz EnergyUtilityCircuit 408,1,1,2026-08-24T00:00:00.000
409,EUC000409,82,Willow EnergyUtilityCircuit 409,1,1,2026-08-24T00:00:00.000
410,EUC000410,116,Ion EnergyUtilityCircuit 410,1,1,2026-08-24T00:00:00.000
411,EUC000411,126,Ion EnergyUtilityCircuit 411,1,1,2026-08-24T00:00:00.000
412,EUC000412,118,Unity EnergyUtilityCircuit 412,1,1,2026-08-24T00:00:00.000
413,EUC000413,126,Zenith EnergyUtilityCircuit 413,1,1,2026-08-24T00:00:00.000
414,EUC000414,82,Titan EnergyUtilityCircuit 414,1,1,2026-08-24T00:00:00.000
415,EUC000415,55,Zenith EnergyUtilityCircuit 415,1,1,2026-08-24T00:00:00.000
416,EUC000416,73,Riverton EnergyUtilityCircuit 416,1,1,2026-08-24T00:00:00.000
417,EUC000417,16,Cedar EnergyUtilityCircuit 417,1,1,2026-08-24T00:00:00.000
418,EUC000418,16,Beacon EnergyUtilityCircuit 418,1,1,2026-08-24T00:00:00.000
419,EUC000419,38,Granite EnergyUtilityCircuit 419,1,1,2026-08-24T00:00:00.000
420,EUC000420,87,Riverton EnergyUtilityCircuit 420,1,1,2026-08-24T00:00:00.000
421,EUC000421,35,Harbor EnergyUtilityCircuit 421,1,1,2026-08-24T00:00:00.000
422,EUC000422,153,Delta EnergyUtilityCircuit 422,1,1,2026-08-24T00:00:00.000
423,EUC000423,154,Harbor EnergyUtilityCircuit 423,1,1,2026-08-24T00:00:00.000
424,EUC000424,146,Harbor EnergyUtilityCircuit 424,1,1,2026-08-24T00:00:00.000
425,EUC000425,39,Cedar EnergyUtilityCircuit 425,1,1,2026-08-24T00:00:00.000
426,EUC000426,160,Evergreen EnergyUtilityCircuit 426,1,1,2026-08-24T00:00:00.000
427,EUC000427,58,Willow EnergyUtilityCircuit 427,1,1,2026-08-24T00:00:00.000
428,EUC000428,157,Vertex EnergyUtilityCircuit 428,1,1,2026-08-24T00:00:00.000
429,EUC000429,91,Harbor EnergyUtilityCircuit 429,1,1,2026-08-24T00:00:00.000
430,EUC000430,63,Junction EnergyUtilityCircuit 430,1,1,2026-08-24T00:00:00.000
431,EUC000431,87,Atlas EnergyUtilityCircuit 431,1,1,2026-08-24T00:00:00.000
432,EUC000432,112,Northstar EnergyUtilityCircuit 432,1,1,2026-08-24T00:00:00.000
433,EUC000433,3,Summit EnergyUtilityCircuit 433,1,1,2026-08-24T00:00:00.000
434,EUC000434,114,Orion EnergyUtilityCircuit 434,1,1,2026-08-24T00:00:00.000
435,EUC000435,19,Zenith EnergyUtilityCircuit 435,1,1,2026-08-24T00:00:00.000
436,EUC000436,98,Summit EnergyUtilityCircuit 436,1,1,2026-08-24T00:00:00.000
437,EUC000437,56,Orion EnergyUtilityCircuit 437,1,1,2026-08-24T00:00:00.000
438,EUC000438,12,Quartz EnergyUtilityCircuit 438,1,1,2026-08-24T00:00:00.000
439,EUC000439,8,Keystone EnergyUtilityCircuit 439,1,1,2026-08-24T00:00:00.000
440,EUC000440,78,Keystone EnergyUtilityCircuit 440,1,1,2026-08-24T00:00:00.000
441,EUC000441,146,Atlas EnergyUtilityCircuit 441,1,1,2026-08-24T00:00:00.000
442,EUC000442,89,Pioneer EnergyUtilityCircuit 442,1,1,2026-08-24T00:00:00.000
443,EUC000443,19,Vertex EnergyUtilityCircuit 443,1,1,2026-08-24T00:00:00.000
444,EUC000444,156,Junction EnergyUtilityCircuit 444,1,1,2026-08-24T00:00:00.000
445,EUC000445,116,Forge EnergyUtilityCircuit 445,1,1,2026-08-24T00:00:00.000
446,EUC000446,115,Beacon EnergyUtilityCircuit 446,1,1,2026-08-24T00:00:00.000
447,EUC000447,9,Titan EnergyUtilityCircuit 447,1,1,2026-08-24T00:00:00.000
448,EUC000448,146,Delta EnergyUtilityCircuit 448,1,1,2026-08-24T00:00:00.000
449,EUC000449,125,Cedar EnergyUtilityCircuit 449,1,1,2026-08-24T00:00:00.000
450,EUC000450,75,Keystone EnergyUtilityCircuit 450,1,1,2026-08-24T00:00:00.000
451,EUC000451,99,Quartz EnergyUtilityCircuit 451,1,1,2026-08-24T00:00:00.000
452,EUC000452,93,Titan EnergyUtilityCircuit 452,1,1,2026-08-24T00:00:00.000
453,EUC000453,25,Forge EnergyUtilityCircuit 453,1,1,2026-08-24T00:00:00.000
454,EUC000454,92,Evergreen EnergyUtilityCircuit 454,1,1,2026-08-24T00:00:00.000
455,EUC000455,11,Unity EnergyUtilityCircuit 455,1,1,2026-08-24T00:00:00.000
456,EUC000456,100,Junction EnergyUtilityCircuit 456,1,1,2026-08-24T00:00:00.000
457,EUC000457,124,Harbor EnergyUtilityCircuit 457,1,1,2026-08-24T00:00:00.000
458,EUC000458,111,Vertex EnergyUtilityCircuit 458,1,1,2026-08-24T00:00:00.000
459,EUC000459,90,Harbor EnergyUtilityCircuit 459,1,1,2026-08-24T00:00:00.000
460,EUC000460,67,Delta EnergyUtilityCircuit 460,1,1,2026-08-24T00:00:00.000
461,EUC000461,142,Orion EnergyUtilityCircuit 461,1,1,2026-08-24T00:00:00.000
462,EUC000462,49,Delta EnergyUtilityCircuit 462,1,1,2026-08-24T00:00:00.000
463,EUC000463,61,Beacon EnergyUtilityCircuit 463,1,1,2026-08-24T00:00:00.000
464,EUC000464,15,Harbor EnergyUtilityCircuit 464,1,1,2026-08-24T00:00:00.000
465,EUC000465,123,Unity EnergyUtilityCircuit 465,1,1,2026-08-24T00:00:00.000
466,EUC000466,81,Evergreen EnergyUtilityCircuit 466,1,1,2026-08-24T00:00:00.000
467,EUC000467,56,Zenith EnergyUtilityCircuit 467,1,1,2026-08-24T00:00:00.000
468,EUC000468,134,Granite EnergyUtilityCircuit 468,1,1,2026-08-24T00:00:00.000
469,EUC000469,150,Harbor EnergyUtilityCircuit 469,1,1,2026-08-24T00:00:00.000
470,EUC000470,141,Ion EnergyUtilityCircuit 470,1,1,2026-08-24T00:00:00.000
471,EUC000471,1,Forge EnergyUtilityCircuit 471,1,1,2026-08-24T00:00:00.000
472,EUC000472,39,Keystone EnergyUtilityCircuit 472,1,1,2026-08-24T00:00:00.000
473,EUC000473,19,Unity EnergyUtilityCircuit 473,1,1,2026-08-24T00:00:00.000
474,EUC000474,154,Meridian EnergyUtilityCircuit 474,1,1,2026-08-24T00:00:00.000
475,EUC000475,107,Summit EnergyUtilityCircuit 475,1,1,2026-08-24T00:00:00.000
476,EUC000476,109,Meridian EnergyUtilityCircuit 476,1,1,2026-08-24T00:00:00.000
477,EUC000477,8,Keystone EnergyUtilityCircuit 477,1,1,2026-08-24T00:00:00.000
478,EUC000478,97,Vertex EnergyUtilityCircuit 478,1,1,2026-08-24T00:00:00.000
479,EUC000479,50,Harbor EnergyUtilityCircuit 479,1,1,2026-08-24T00:00:00.000
480,EUC000480,94,Delta EnergyUtilityCircuit 480,1,1,2026-08-24T00:00:00.000
481,EUC000481,96,Keystone EnergyUtilityCircuit 481,1,1,2026-08-24T00:00:00.000
482,EUC000482,84,Cedar EnergyUtilityCircuit 482,1,1,2026-08-24T00:00:00.000
483,EUC000483,80,Forge EnergyUtilityCircuit 483,1,1,2026-08-24T00:00:00.000
484,EUC000484,159,Liberty EnergyUtilityCircuit 484,1,1,2026-08-24T00:00:00.000
485,EUC000485,70,Orion EnergyUtilityCircuit 485,1,1,2026-08-24T00:00:00.000
486,EUC000486,62,Orion EnergyUtilityCircuit 486,1,1,2026-08-24T00:00:00.000
487,EUC000487,145,Pioneer EnergyUtilityCircuit 487,1,1,2026-08-24T00:00:00.000
488,EUC000488,108,Willow EnergyUtilityCircuit 488,1,1,2026-08-24T00:00:00.000
489,EUC000489,24,Delta EnergyUtilityCircuit 489,1,1,2026-08-24T00:00:00.000
490,EUC000490,86,Willow EnergyUtilityCircuit 490,1,1,2026-08-24T00:00:00.000
491,EUC000491,128,Meridian EnergyUtilityCircuit 491,1,1,2026-08-24T00:00:00.000
492,EUC000492,64,Vertex EnergyUtilityCircuit 492,1,1,2026-08-24T00:00:00.000
493,EUC000493,22,Keystone EnergyUtilityCircuit 493,1,1,2026-08-24T00:00:00.000
494,EUC000494,157,Zenith EnergyUtilityCircuit 494,1,1,2026-08-24T00:00:00.000
495,EUC000495,155,Meridian EnergyUtilityCircuit 495,1,1,2026-08-24T00:00:00.000
496,EUC000496,42,Evergreen EnergyUtilityCircuit 496,1,1,2026-08-24T00:00:00.000
497,EUC000497,7,Evergreen EnergyUtilityCircuit 497,1,1,2026-08-24T00:00:00.000
498,EUC000498,156,Riverton EnergyUtilityCircuit 498,1,1,2026-08-24T00:00:00.000
499,EUC000499,97,Ion EnergyUtilityCircuit 499,1,1,2026-08-24T00:00:00.000
500,EUC000500,62,Cedar EnergyUtilityCircuit 500,1,1,2026-08-24T00:00:00.000
