MaintenanceWorkRequestKey,WorkRequestNumber,AssetKey,PlantKey,RequesterEmployeeKey,PriorityKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,MaintenanceWorkRequestName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
94,MWR000094,324,280,274,1,8,3,Ion MaintenanceWorkRequest 94,MWR000094,1,138.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7561b9b2a5b85267a37c464848bf98a47561b9b2a5b85267a37c464848bf98a4
95,MWR000095,54,199,180,3,1,12,Meridian MaintenanceWorkRequest 95,MWR000095,0,140.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb16286fd1f5d7e9f52587c2898c3c7dbb16286fd1f5d7e9f52587c2898c3c7
96,MWR000096,175,123,360,3,6,2,Pioneer MaintenanceWorkRequest 96,MWR000096,1,141.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9a8fa2883185e7eb3c4e612fd4c0f70e9a8fa2883185e7eb3c4e612fd4c0f70
97,MWR000097,330,201,369,1,1,8,Zenith MaintenanceWorkRequest 97,MWR000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6a57e3465555ea8a35cc67b269d59e4d6a57e3465555ea8a35cc67b269d59e4
98,MWR000098,325,47,156,4,8,12,Beacon MaintenanceWorkRequest 98,MWR000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26477f2f52565e028fc567811a816cdb26477f2f52565e028fc567811a816cdb
99,MWR000099,57,311,275,3,10,4,Keystone MaintenanceWorkRequest 99,MWR000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5069637a6a75e868370da68411ad7ebb5069637a6a75e868370da68411ad7eb
100,MWR000100,237,89,404,3,10,1,Orion MaintenanceWorkRequest 100,MWR000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e7312fdc4c569c9a4c541a44c204e6b8e7312fdc4c569c9a4c541a44c204e6
101,MWR000101,445,35,209,3,3,10,Liberty MaintenanceWorkRequest 101,MWR000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f3f5aa07bce5d6fb04d3abfd635001b7f3f5aa07bce5d6fb04d3abfd635001b
102,MWR000102,485,187,-1,4,12,11,Summit MaintenanceWorkRequest 102,MWR000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c47e051d4b45a5891a673f818f753d40c47e051d4b45a5891a673f818f753d4
103,MWR000103,82,43,169,5,12,6,Liberty MaintenanceWorkRequest 103,MWR000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8798c80e06cf5eb58f39879be52b5c728798c80e06cf5eb58f39879be52b5c72
104,MWR000104,155,310,123,2,12,7,Junction MaintenanceWorkRequest 104,MWR000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35dc6537680b5e1eb41a012944448cf235dc6537680b5e1eb41a012944448cf2
105,MWR000105,80,104,276,2,2,2,Vertex MaintenanceWorkRequest 105,MWR000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17e321b871bb554b903feee08ce86a1117e321b871bb554b903feee08ce86a11
106,MWR000106,432,9,323,4,8,12,Junction MaintenanceWorkRequest 106,MWR000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e641d986520d5b0bb386897a7bf7c805e641d986520d5b0bb386897a7bf7c805
107,MWR000107,104,145,302,4,8,11,Vertex MaintenanceWorkRequest 107,MWR000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34e766b55575f68a09799ee39d1151fb34e766b55575f68a09799ee39d1151f
108,MWR000108,310,83,497,1,5,8,Liberty MaintenanceWorkRequest 108,MWR000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c55b2ddf6c765d9bb2ed4af317a0ade8c55b2ddf6c765d9bb2ed4af317a0ade8
109,MWR000109,54,316,392,5,4,9,Unity MaintenanceWorkRequest 109,MWR000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6efd167d1a857cc8343296adb072eb7e6efd167d1a857cc8343296adb072eb7
110,MWR000110,137,96,401,4,9,7,Willow MaintenanceWorkRequest 110,MWR000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f89c0dfe555c5179b5a3a806cd306c9ff89c0dfe555c5179b5a3a806cd306c9f
111,MWR000111,380,144,316,4,2,1,Ion MaintenanceWorkRequest 111,MWR000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30467d56a3835d71af9aebbce980a60130467d56a3835d71af9aebbce980a601
112,MWR000112,85,102,33,3,12,10,Zenith MaintenanceWorkRequest 112,MWR000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6155d4ffba98581db41fd873aa187fca6155d4ffba98581db41fd873aa187fca
113,MWR000113,226,13,225,4,5,8,Zenith MaintenanceWorkRequest 113,MWR000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60d744a48bef5d2ea3cd11b35e8d69c060d744a48bef5d2ea3cd11b35e8d69c0
114,MWR000114,84,240,379,3,2,6,Liberty MaintenanceWorkRequest 114,MWR000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74dd29212a75599fa74a02486f49890a74dd29212a75599fa74a02486f49890a
115,MWR000115,298,181,304,1,12,6,Beacon MaintenanceWorkRequest 115,MWR000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed10f67be2f5584a4fa18cce1078d0e7ed10f67be2f5584a4fa18cce1078d0e
116,MWR000116,396,181,152,2,3,5,Harbor MaintenanceWorkRequest 116,MWR000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d3a370897f058a084981d7c1822631d9d3a370897f058a084981d7c1822631d
117,MWR000117,493,100,158,3,4,8,Unity MaintenanceWorkRequest 117,MWR000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36605f1594d65d389417d9c90c3e4fe236605f1594d65d389417d9c90c3e4fe2
118,MWR000118,324,177,417,5,12,5,Vertex MaintenanceWorkRequest 118,MWR000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1fdcfee9f6e51abb45f156fdd158507a1fdcfee9f6e51abb45f156fdd158507
119,MWR000119,225,198,-1,1,10,11,Forge MaintenanceWorkRequest 119,MWR000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37b1e92c40ff53fca05d2718f4c0bc2037b1e92c40ff53fca05d2718f4c0bc20
120,MWR000120,338,8,234,4,3,7,Delta MaintenanceWorkRequest 120,MWR000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,775f2b2dfb425146b261e32ef19c74d0775f2b2dfb425146b261e32ef19c74d0
121,MWR000121,171,209,107,1,5,10,Keystone MaintenanceWorkRequest 121,MWR000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35ca303e65035f6f9b80cf51cf39795a35ca303e65035f6f9b80cf51cf39795a
122,MWR000122,133,140,145,3,8,12,Quartz MaintenanceWorkRequest 122,MWR000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d1e24abce52516ebe256450ea8cd5d59d1e24abce52516ebe256450ea8cd5d5
123,MWR000123,85,320,60,1,3,4,Pioneer MaintenanceWorkRequest 123,MWR000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,496f3e25cb93529e93443ad6a76b9cf1496f3e25cb93529e93443ad6a76b9cf1
124,MWR000124,252,76,336,3,4,3,Evergreen MaintenanceWorkRequest 124,MWR000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d34b5e9492045ce6afc6104197de1c15d34b5e9492045ce6afc6104197de1c15
125,MWR000125,153,263,39,3,7,1,Delta MaintenanceWorkRequest 125,MWR000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd008575b87c5f5680a8b65a401a6840dd008575b87c5f5680a8b65a401a6840
126,MWR000126,358,317,85,2,5,11,Unity MaintenanceWorkRequest 126,MWR000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a48f6689670f5156b2d5ec478c97f271a48f6689670f5156b2d5ec478c97f271
127,MWR000127,241,88,481,4,9,4,Vertex MaintenanceWorkRequest 127,MWR000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cecf1ccb0406525f87e0447dcf7e9464cecf1ccb0406525f87e0447dcf7e9464
128,MWR000128,339,7,452,2,5,7,Vertex MaintenanceWorkRequest 128,MWR000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49eebf122dc15119beb6b57fb974d12349eebf122dc15119beb6b57fb974d123
129,MWR000129,329,44,499,1,12,10,Unity MaintenanceWorkRequest 129,MWR000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,891d62ed85de57feae27bd50f3ff952e891d62ed85de57feae27bd50f3ff952e
130,MWR000130,162,185,385,4,2,9,Granite MaintenanceWorkRequest 130,MWR000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a078242a06253aeadab7e614ae788e30a078242a06253aeadab7e614ae788e3
131,MWR000131,296,3,159,5,6,6,Granite MaintenanceWorkRequest 131,MWR000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3430f616461d5388a1f5eb776d34da523430f616461d5388a1f5eb776d34da52
132,MWR000132,96,251,285,5,3,5,Liberty MaintenanceWorkRequest 132,MWR000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba8fa263ae555fff90c9fc5db158f9c6ba8fa263ae555fff90c9fc5db158f9c6
133,MWR000133,382,288,402,4,5,1,Quartz MaintenanceWorkRequest 133,MWR000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7541d6f2a175206a01bc92633639fa8e7541d6f2a175206a01bc92633639fa8
134,MWR000134,137,188,435,5,2,5,Summit MaintenanceWorkRequest 134,MWR000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a49093b7e17858418e8828201ddcda4ea49093b7e17858418e8828201ddcda4e
135,MWR000135,478,146,478,3,6,3,Junction MaintenanceWorkRequest 135,MWR000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f9503ca68d5f5082b15502e3f815add8f9503ca68d5f5082b15502e3f815ad
136,MWR000136,416,256,-1,1,12,3,Ion MaintenanceWorkRequest 136,MWR000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,244b4dcd056657e88f7f5b426f9392bf244b4dcd056657e88f7f5b426f9392bf
137,MWR000137,179,36,190,4,11,12,Liberty MaintenanceWorkRequest 137,MWR000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbf0ec933bba5033b820e2b81537aa3cfbf0ec933bba5033b820e2b81537aa3c
138,MWR000138,287,206,328,2,11,5,Vertex MaintenanceWorkRequest 138,MWR000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b3055533015544292c192aaa5661e912b3055533015544292c192aaa5661e91
139,MWR000139,122,185,490,5,5,8,Zenith MaintenanceWorkRequest 139,MWR000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6499a2168b8a535fa851abafe6715f0b6499a2168b8a535fa851abafe6715f0b
140,MWR000140,19,253,463,5,3,9,Beacon MaintenanceWorkRequest 140,MWR000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6df73fcb5f0853b3bdd4d8542e11e8c16df73fcb5f0853b3bdd4d8542e11e8c1
141,MWR000141,211,204,121,1,8,12,Forge MaintenanceWorkRequest 141,MWR000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cc21584b3af5d77861c1cafbeb8e6152cc21584b3af5d77861c1cafbeb8e615
142,MWR000142,171,252,120,3,10,1,Ion MaintenanceWorkRequest 142,MWR000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9138179ffe15f519d34dfcbc1cc39b0e9138179ffe15f519d34dfcbc1cc39b0
143,MWR000143,293,212,230,4,2,1,Forge MaintenanceWorkRequest 143,MWR000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1cbd5811599519dbeaa8ea6463f09c3e1cbd5811599519dbeaa8ea6463f09c3
144,MWR000144,276,143,288,3,12,6,Quartz MaintenanceWorkRequest 144,MWR000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83563e475bd0537db4d4e8c67c84933e83563e475bd0537db4d4e8c67c84933e
145,MWR000145,68,47,480,3,1,5,Unity MaintenanceWorkRequest 145,MWR000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fca5ed94d198590e9b4512793b2c0f84fca5ed94d198590e9b4512793b2c0f84
146,MWR000146,263,291,347,2,2,2,Orion MaintenanceWorkRequest 146,MWR000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10790c49065c5f058f158676efd1ca8d10790c49065c5f058f158676efd1ca8d
147,MWR000147,323,154,278,5,12,3,Evergreen MaintenanceWorkRequest 147,MWR000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d66c4d6b5d115dde802b18325d4c3c46d66c4d6b5d115dde802b18325d4c3c46
148,MWR000148,338,54,252,3,4,12,Atlas MaintenanceWorkRequest 148,MWR000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b40a690dea758d2a2639fc2531945ee0b40a690dea758d2a2639fc2531945ee
149,MWR000149,299,124,240,2,1,9,Granite MaintenanceWorkRequest 149,MWR000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12a73a7cb88b522b99bf503ab8a5c85c12a73a7cb88b522b99bf503ab8a5c85c
150,MWR000150,315,97,227,1,3,8,Unity MaintenanceWorkRequest 150,MWR000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f07eb8abd385c0ca158cf423cb248831f07eb8abd385c0ca158cf423cb24883
151,MWR000151,374,166,305,3,5,11,Titan MaintenanceWorkRequest 151,MWR000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,963a8ddc684a52189e9aea7325f3db13963a8ddc684a52189e9aea7325f3db13
152,MWR000152,158,3,94,2,6,5,Riverton MaintenanceWorkRequest 152,MWR000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46952305b102531e9f1c70ba7e2352d146952305b102531e9f1c70ba7e2352d1
153,MWR000153,77,27,-1,4,12,3,Cedar MaintenanceWorkRequest 153,MWR000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,044f16a8d5f954fd87a5279377d50de4044f16a8d5f954fd87a5279377d50de4
154,MWR000154,360,235,27,2,6,2,Meridian MaintenanceWorkRequest 154,MWR000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02b63355b3035b3cb9048c8e17506dd402b63355b3035b3cb9048c8e17506dd4
155,MWR000155,353,310,493,3,6,6,Beacon MaintenanceWorkRequest 155,MWR000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dd71233c5e85bd48e8ec221153913175dd71233c5e85bd48e8ec22115391317
156,MWR000156,271,321,232,5,7,1,Keystone MaintenanceWorkRequest 156,MWR000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad0815c966335f72830660b878256eddad0815c966335f72830660b878256edd
157,MWR000157,36,210,129,4,7,4,Quartz MaintenanceWorkRequest 157,MWR000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cee355c9df65f3ab5f6f6393679cf944cee355c9df65f3ab5f6f6393679cf94
158,MWR000158,167,272,403,4,1,12,Junction MaintenanceWorkRequest 158,MWR000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51c88ff52a1f569cb9691bc2f178f58151c88ff52a1f569cb9691bc2f178f581
159,MWR000159,65,179,25,1,5,9,Delta MaintenanceWorkRequest 159,MWR000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a969962319576ba180d0fcebb2635373a969962319576ba180d0fcebb26353
160,MWR000160,371,320,66,2,9,10,Keystone MaintenanceWorkRequest 160,MWR000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0b888bd653c583f9d57b76e4a10947dc0b888bd653c583f9d57b76e4a10947d
161,MWR000161,489,42,135,1,4,7,Quartz MaintenanceWorkRequest 161,MWR000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41118ec1cf2750bf93131e9cb735073441118ec1cf2750bf93131e9cb7350734
162,MWR000162,197,165,203,1,12,12,Junction MaintenanceWorkRequest 162,MWR000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ee50bb52dd59938b3825b2a9f1656ae8ee50bb52dd59938b3825b2a9f1656a
163,MWR000163,400,206,359,3,4,12,Riverton MaintenanceWorkRequest 163,MWR000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48aa22e36dd2592693879e6f095f995548aa22e36dd2592693879e6f095f9955
164,MWR000164,135,189,299,4,6,7,Summit MaintenanceWorkRequest 164,MWR000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79552856ec005b9c80ec0272ee9f06f479552856ec005b9c80ec0272ee9f06f4
165,MWR000165,266,330,153,5,10,7,Pioneer MaintenanceWorkRequest 165,MWR000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9acea1dffcbb57bcb159069966093ecb9acea1dffcbb57bcb159069966093ecb
166,MWR000166,443,97,183,5,4,7,Pioneer MaintenanceWorkRequest 166,MWR000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c31e665bd825341b6e084daf6a70de86c31e665bd825341b6e084daf6a70de8
167,MWR000167,224,249,433,4,1,8,Forge MaintenanceWorkRequest 167,MWR000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0645f4c7f38d50088da979b552fa1bc00645f4c7f38d50088da979b552fa1bc0
168,MWR000168,382,30,363,5,10,9,Evergreen MaintenanceWorkRequest 168,MWR000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8e73f6c7a1a5e72bb8006f4465fc2aaa8e73f6c7a1a5e72bb8006f4465fc2aa
169,MWR000169,64,63,41,4,10,2,Unity MaintenanceWorkRequest 169,MWR000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d463aa1955759e2bc8cbcd94e26835f4d463aa1955759e2bc8cbcd94e26835f
170,MWR000170,426,231,-1,5,1,6,Unity MaintenanceWorkRequest 170,MWR000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7041351191e522a950d1a158c9ef944a7041351191e522a950d1a158c9ef944
171,MWR000171,347,128,420,3,2,4,Meridian MaintenanceWorkRequest 171,MWR000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1dd8352f819573d9f4ebdd50062aa04f1dd8352f819573d9f4ebdd50062aa04
172,MWR000172,36,167,423,5,9,12,Atlas MaintenanceWorkRequest 172,MWR000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef39a915f86b514192499d3263f44b89ef39a915f86b514192499d3263f44b89
173,MWR000173,378,209,211,3,3,12,Orion MaintenanceWorkRequest 173,MWR000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f8c6d8325ba57e2939be9dfd0f592e87f8c6d8325ba57e2939be9dfd0f592e8
174,MWR000174,182,336,149,3,7,8,Ion MaintenanceWorkRequest 174,MWR000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7d3de08b9a4513ba3a15f6d57fa6b2ad7d3de08b9a4513ba3a15f6d57fa6b2a
175,MWR000175,182,233,187,2,7,12,Pioneer MaintenanceWorkRequest 175,MWR000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af7388587afc5991a9495f876d799d32af7388587afc5991a9495f876d799d32
176,MWR000176,155,238,495,1,3,4,Vertex MaintenanceWorkRequest 176,MWR000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,827feaa23ba15957b13a8c6b73e94413827feaa23ba15957b13a8c6b73e94413
177,MWR000177,315,285,40,1,3,3,Atlas MaintenanceWorkRequest 177,MWR000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d249308067fe53bd9106bf8106ea27fed249308067fe53bd9106bf8106ea27fe
178,MWR000178,9,69,498,5,8,4,Orion MaintenanceWorkRequest 178,MWR000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3498d2a6f84b5782a7bcd5a6344ce8c13498d2a6f84b5782a7bcd5a6344ce8c1
179,MWR000179,328,163,353,5,1,3,Atlas MaintenanceWorkRequest 179,MWR000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87c121d4c685551faa3176a06d70ac8a87c121d4c685551faa3176a06d70ac8a
180,MWR000180,177,142,136,5,6,10,Beacon MaintenanceWorkRequest 180,MWR000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd971ce141ef533a81ae2eaa2994dba0bd971ce141ef533a81ae2eaa2994dba0
181,MWR000181,27,108,153,3,10,11,Cedar MaintenanceWorkRequest 181,MWR000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b47762e0a5859c488a6186c68f22fff1b47762e0a5859c488a6186c68f22fff
182,MWR000182,312,170,245,5,4,1,Harbor MaintenanceWorkRequest 182,MWR000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,408359182d1253baab9a3605f80c72ac408359182d1253baab9a3605f80c72ac
183,MWR000183,394,344,403,3,11,3,Northstar MaintenanceWorkRequest 183,MWR000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ee555e1ce6c53b2ad026aa06ed07af37ee555e1ce6c53b2ad026aa06ed07af3
184,MWR000184,200,188,495,2,12,4,Liberty MaintenanceWorkRequest 184,MWR000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8af8e4f9665251d1aeef492e5dcd3e938af8e4f9665251d1aeef492e5dcd3e93
185,MWR000185,424,21,461,4,5,10,Pioneer MaintenanceWorkRequest 185,MWR000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,060146fbf4e65b30a59d198912ed158c060146fbf4e65b30a59d198912ed158c
186,MWR000186,325,30,473,3,7,5,Unity MaintenanceWorkRequest 186,MWR000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33e7ef15c8b55a129132284aa3718d6d33e7ef15c8b55a129132284aa3718d6d
187,MWR000187,310,81,-1,2,8,12,Liberty MaintenanceWorkRequest 187,MWR000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,286beaab36f759ceae66f46c67b75c1e286beaab36f759ceae66f46c67b75c1e
188,MWR000188,141,20,209,5,4,10,Cedar MaintenanceWorkRequest 188,MWR000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb05c702e0ba55cd9f9e0aff9dc04746bb05c702e0ba55cd9f9e0aff9dc04746
