AssetKey,AssetNumber,SiteKey,AssetModelKey,AssetCriticalityKey,ParentAssetKey,AssetStatusKey,MaintenanceStrategyKey,UnitOfMeasureKey,RecordStatusKey,AssetName,AssetDescription,SerialNumber,InstallationDate,CommissionedDate,RetirementDate,ReplacementCostAmount,NameplateCapacityValue,WarrantyEndDate,SafetyCriticalFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
75,A000075,78,270,2,-1,6,6,5,2,Cedar Asset 75,Asset starter record 75,A000075,2020-03-16,2020-03-16,2021-03-16,112.7500,112.7500,2021-03-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10d96267eed95df88e74ff57ae5ac01210d96267eed95df88e74ff57ae5ac012
76,A000076,112,206,1,-1,2,3,6,2,Cedar Asset 76,Asset starter record 76,A000076,2020-03-17,2020-03-17,2021-03-17,114.1200,114.1200,2021-03-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8d385907516575a9ac37aa5e80fbf53a8d385907516575a9ac37aa5e80fbf53
77,A000077,211,166,9,-1,3,3,5,1,Vertex Asset 77,Asset starter record 77,A000077,2020-03-18,2020-03-18,2021-03-18,115.4900,115.4900,2021-03-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45f9dc433d2b543f94596d5f11a2768b45f9dc433d2b543f94596d5f11a2768b
78,A000078,77,276,3,-1,4,1,2,1,Atlas Asset 78,Asset starter record 78,A000078,2020-03-19,2020-03-19,2021-03-19,116.8600,116.8600,2021-03-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48528a0347a95b34beceb66f63cd4db048528a0347a95b34beceb66f63cd4db0
79,A000079,198,26,10,-1,2,5,1,1,Riverton Asset 79,Asset starter record 79,A000079,2020-03-20,2020-03-20,2021-03-20,118.2300,118.2300,2021-03-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab804e413b2a5308b0c3d904af61f7d5ab804e413b2a5308b0c3d904af61f7d5
80,A000080,340,91,10,-1,11,5,1,1,Junction Asset 80,Asset starter record 80,A000080,2020-03-21,2020-03-21,2021-03-21,119.6000,119.6000,2021-03-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2df3b1a059aa503aafb987769b63e6082df3b1a059aa503aafb987769b63e608
81,A000081,427,394,6,-1,11,9,4,3,Zenith Asset 81,Asset starter record 81,A000081,2020-03-22,2020-03-22,2021-03-22,120.9700,120.9700,2021-03-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c52975025f351968bc285c6f404a1231c52975025f351968bc285c6f404a123
82,A000082,282,371,4,-1,10,4,2,3,Pioneer Asset 82,Asset starter record 82,A000082,2020-03-23,2020-03-23,2021-03-23,122.3400,122.3400,2021-03-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17503fc657145004a2eebf54ea04a7cf17503fc657145004a2eebf54ea04a7cf
83,A000083,62,178,10,-1,7,6,3,2,Atlas Asset 83,Asset starter record 83,A000083,2020-03-24,2020-03-24,2021-03-24,123.7100,123.7100,2021-03-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c374a563525f599a54cf8f9526447840c374a563525f599a54cf8f95264478
84,A000084,259,223,2,-1,7,2,5,1,Harbor Asset 84,Asset starter record 84,A000084,2020-03-25,2020-03-25,2021-03-25,125.0800,125.0800,2021-03-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a15a383a7a451d39a8d7931a2c339bc7a15a383a7a451d39a8d7931a2c339bc
85,A000085,315,95,8,-1,11,10,3,3,Cedar Asset 85,Asset starter record 85,A000085,2020-03-26,2020-03-26,2021-03-26,126.4500,126.4500,2021-03-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3da4cd949ec9523080ed944013bf5ea93da4cd949ec9523080ed944013bf5ea9
86,A000086,492,256,2,-1,7,2,4,3,Vertex Asset 86,Asset starter record 86,A000086,2020-03-27,2020-03-27,2021-03-27,127.8200,127.8200,2021-03-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feff7f916d5c5925ad33612ec084f469feff7f916d5c5925ad33612ec084f469
87,A000087,330,1,2,-1,3,3,1,1,Delta Asset 87,Asset starter record 87,A000087,2020-03-28,2020-03-28,2021-03-28,129.1900,129.1900,2021-03-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d13aa6e3fa0597dab71949aac24e78d4d13aa6e3fa0597dab71949aac24e78d
88,A000088,216,440,8,-1,4,2,4,2,Liberty Asset 88,Asset starter record 88,A000088,2020-03-29,2020-03-29,2021-03-29,130.5600,130.5600,2021-03-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449355d879165c369c012eaab6783e0a449355d879165c369c012eaab6783e0a
89,A000089,15,251,7,-1,5,7,6,1,Riverton Asset 89,Asset starter record 89,A000089,2020-03-30,2020-03-30,2021-03-30,131.9300,131.9300,2021-03-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f49b5f383f69537eb2c7d0c4d2a82ff3f49b5f383f69537eb2c7d0c4d2a82ff3
90,A000090,402,10,3,-1,14,6,4,4,Pioneer Asset 90,Asset starter record 90,A000090,2020-03-31,2020-03-31,2021-03-31,133.3000,133.3000,2021-03-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f83337467b315f16a832f550573ffc3ef83337467b315f16a832f550573ffc3e
91,A000091,284,456,7,-1,1,3,7,4,Keystone Asset 91,Asset starter record 91,A000091,2020-04-01,2020-04-01,2021-04-01,134.6700,134.6700,2021-04-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e3e32534a3951c2aa3e1f4102316de55e3e32534a3951c2aa3e1f4102316de5
92,A000092,374,290,6,-1,3,7,3,2,Quartz Asset 92,Asset starter record 92,A000092,2020-04-02,2020-04-02,2021-04-02,136.0400,136.0400,2021-04-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6534fd2976c53759ef0cd00021f9ee1a6534fd2976c53759ef0cd00021f9ee1
93,A000093,418,302,4,-1,13,9,6,3,Orion Asset 93,Asset starter record 93,A000093,2020-04-03,2020-04-03,2021-04-03,137.4100,137.4100,2021-04-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d467339fff3d560db6e3320d7ca3c2a7d467339fff3d560db6e3320d7ca3c2a7
94,A000094,41,351,3,-1,2,6,7,4,Junction Asset 94,Asset starter record 94,A000094,2020-04-04,2020-04-04,2021-04-04,138.7800,138.7800,2021-04-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cea7203146dc5dbc801638cf5a859521cea7203146dc5dbc801638cf5a859521
95,A000095,38,59,9,-1,9,1,7,3,Summit Asset 95,Asset starter record 95,A000095,2020-04-05,2020-04-05,2021-04-05,140.1500,140.1500,2021-04-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28ad7ecf5e875523b1bba350e19057b128ad7ecf5e875523b1bba350e19057b1
96,A000096,294,19,5,-1,15,3,4,1,Meridian Asset 96,Asset starter record 96,A000096,2020-04-06,2020-04-06,2021-04-06,141.5200,141.5200,2021-04-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b73c6d0e43b252c2a5e426c29e26aac5b73c6d0e43b252c2a5e426c29e26aac5
97,A000097,40,321,1,-1,7,2,2,4,Granite Asset 97,Asset starter record 97,A000097,2020-04-07,2020-04-07,2021-04-07,142.8900,142.8900,2021-04-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad9c886796654559903a26d4d9b3fa81ad9c886796654559903a26d4d9b3fa8
98,A000098,174,208,4,-1,13,3,7,1,Willow Asset 98,Asset starter record 98,A000098,2020-04-08,2020-04-08,2021-04-08,144.2600,144.2600,2021-04-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa1fa00649135473aa6ee61362c9d486aa1fa00649135473aa6ee61362c9d486
99,A000099,105,480,3,-1,7,2,3,3,Pioneer Asset 99,Asset starter record 99,A000099,2020-04-09,2020-04-09,2021-04-09,145.6300,145.6300,2021-04-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0f3415a3bd55b5b9835a2d4b103b4f2e0f3415a3bd55b5b9835a2d4b103b4f2
100,A000100,487,378,4,-1,13,4,7,3,Titan Asset 100,Asset starter record 100,A000100,2020-04-10,2020-04-10,2021-04-10,147.0000,147.0000,2021-04-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da01798ba43e5b759b0add6ca32a6cacda01798ba43e5b759b0add6ca32a6cac
101,A000101,238,388,9,-1,3,4,7,1,Atlas Asset 101,Asset starter record 101,A000101,2020-04-11,2020-04-11,2021-04-11,148.3700,148.3700,2021-04-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40978e0680185720b585861d9d57969e40978e0680185720b585861d9d57969e
102,A000102,461,239,9,-1,3,6,7,2,Titan Asset 102,Asset starter record 102,A000102,2020-04-12,2020-04-12,2021-04-12,149.7400,149.7400,2021-04-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdb234df98665911afa08e76b5fdd2e3bdb234df98665911afa08e76b5fdd2e3
103,A000103,253,80,10,-1,12,8,3,4,Meridian Asset 103,Asset starter record 103,A000103,2020-04-13,2020-04-13,2021-04-13,151.1100,151.1100,2021-04-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29169c53f1fc549791d74dab2c042cee29169c53f1fc549791d74dab2c042cee
104,A000104,392,48,7,-1,10,1,7,2,Junction Asset 104,Asset starter record 104,A000104,2020-04-14,2020-04-14,2021-04-14,152.4800,152.4800,2021-04-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb349969b5545ef8ac158ee95056cf47fb349969b5545ef8ac158ee95056cf47
105,A000105,251,126,3,-1,14,2,6,1,Pioneer Asset 105,Asset starter record 105,A000105,2020-04-15,2020-04-15,2021-04-15,153.8500,153.8500,2021-04-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a426be7079865961b37800651ed962a4a426be7079865961b37800651ed962a4
106,A000106,19,475,2,-1,7,8,3,3,Riverton Asset 106,Asset starter record 106,A000106,2020-04-16,2020-04-16,2021-04-16,155.2200,155.2200,2021-04-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fb93d80c28f55f0926d1c379013e8029fb93d80c28f55f0926d1c379013e802
107,A000107,366,360,9,-1,11,5,6,2,Vertex Asset 107,Asset starter record 107,A000107,2020-04-17,2020-04-17,2021-04-17,156.5900,156.5900,2021-04-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee786f2e49c85c6484bd9e8478cfdf47ee786f2e49c85c6484bd9e8478cfdf47
108,A000108,426,196,10,-1,14,3,6,3,Delta Asset 108,Asset starter record 108,A000108,2020-04-18,2020-04-18,2021-04-18,157.9600,157.9600,2021-04-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbfac3544a555cc5bf661a43e523c786fbfac3544a555cc5bf661a43e523c786
109,A000109,116,266,7,-1,8,2,5,3,Ion Asset 109,Asset starter record 109,A000109,2020-04-19,2020-04-19,2021-04-19,159.3300,159.3300,2021-04-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f79ae67d77875c67abfbb11737eda965f79ae67d77875c67abfbb11737eda965
110,A000110,237,191,3,-1,15,2,4,4,Northstar Asset 110,Asset starter record 110,A000110,2020-04-20,2020-04-20,2021-04-20,160.7000,160.7000,2021-04-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9a3d096d4465e899f3e18672f44aaf7d9a3d096d4465e899f3e18672f44aaf7
111,A000111,378,211,5,-1,15,2,5,2,Summit Asset 111,Asset starter record 111,A000111,2020-04-21,2020-04-21,2021-04-21,162.0700,162.0700,2021-04-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f476c080eb3951caaf51cd6feed436a4f476c080eb3951caaf51cd6feed436a4
112,A000112,438,198,3,-1,15,5,2,2,Unity Asset 112,Asset starter record 112,A000112,2020-04-22,2020-04-22,2021-04-22,163.4400,163.4400,2021-04-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8d22c8a9d285cb298f0505e725a6e48b8d22c8a9d285cb298f0505e725a6e48
113,A000113,313,456,2,-1,4,5,6,1,Cedar Asset 113,Asset starter record 113,A000113,2020-04-23,2020-04-23,2021-04-23,164.8100,164.8100,2021-04-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91d38bdef5835112b03d4a337f8daf6e91d38bdef5835112b03d4a337f8daf6e
114,A000114,305,211,10,-1,9,5,7,3,Cedar Asset 114,Asset starter record 114,A000114,2020-04-24,2020-04-24,2021-04-24,166.1800,166.1800,2021-04-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32a625f6621e519fb1c6a19fc86e2f4432a625f6621e519fb1c6a19fc86e2f44
115,A000115,253,59,10,-1,12,4,3,1,Harbor Asset 115,Asset starter record 115,A000115,2020-04-25,2020-04-25,2021-04-25,167.5500,167.5500,2021-04-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9a9650e60a2593da9cd56093afddcf1b9a9650e60a2593da9cd56093afddcf1
116,A000116,259,58,9,-1,8,10,5,3,Ion Asset 116,Asset starter record 116,A000116,2020-04-26,2020-04-26,2021-04-26,168.9200,168.9200,2021-04-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbb48e916fc95656a05470c2328fa6d9cbb48e916fc95656a05470c2328fa6d9
117,A000117,284,53,4,-1,5,10,5,1,Keystone Asset 117,Asset starter record 117,A000117,2020-04-27,2020-04-27,2021-04-27,170.2900,170.2900,2021-04-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2072d927423758d48418c52be6ee51c52072d927423758d48418c52be6ee51c5
118,A000118,370,203,3,-1,8,2,6,4,Junction Asset 118,Asset starter record 118,A000118,2020-04-28,2020-04-28,2021-04-28,171.6600,171.6600,2021-04-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a588f5f159405c36b83c066c77ef2478a588f5f159405c36b83c066c77ef2478
119,A000119,83,478,2,-1,4,1,3,2,Junction Asset 119,Asset starter record 119,A000119,2020-04-29,2020-04-29,2021-04-29,173.0300,173.0300,2021-04-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d0e26c93d6d5533b850b0701bf361007d0e26c93d6d5533b850b0701bf36100
120,A000120,12,498,9,-1,15,7,2,2,Ion Asset 120,Asset starter record 120,A000120,2020-04-30,2020-04-30,2021-04-30,174.4000,174.4000,2021-04-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17a491274d7e5ae08fee1fd64fef254717a491274d7e5ae08fee1fd64fef2547
121,A000121,309,175,10,-1,5,6,4,3,Meridian Asset 121,Asset starter record 121,A000121,2020-05-01,2020-05-01,2021-05-01,175.7700,175.7700,2021-05-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78d26814b0e45b9a8c8415863a275f2278d26814b0e45b9a8c8415863a275f22
122,A000122,361,292,2,-1,9,8,7,4,Atlas Asset 122,Asset starter record 122,A000122,2020-05-02,2020-05-02,2021-05-02,177.1400,177.1400,2021-05-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63a35fba30f95a4c92258dc95cb7087863a35fba30f95a4c92258dc95cb70878
123,A000123,457,91,5,-1,9,8,4,3,Quartz Asset 123,Asset starter record 123,A000123,2020-05-03,2020-05-03,2021-05-03,178.5100,178.5100,2021-05-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d72f5dd306995277898839e1dc4a9320d72f5dd306995277898839e1dc4a9320
124,A000124,262,429,5,-1,9,5,2,1,Keystone Asset 124,Asset starter record 124,A000124,2020-05-04,2020-05-04,2021-05-04,179.8800,179.8800,2021-05-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8ff451d7dba5731b905d936d515e1fec8ff451d7dba5731b905d936d515e1fe
125,A000125,28,287,3,-1,6,5,6,1,Evergreen Asset 125,Asset starter record 125,A000125,2020-05-05,2020-05-05,2021-05-05,181.2500,181.2500,2021-05-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,945bef8460455330bc1332f11d70ac9a945bef8460455330bc1332f11d70ac9a
126,A000126,147,309,8,-1,3,1,1,4,Forge Asset 126,Asset starter record 126,A000126,2020-05-06,2020-05-06,2021-05-06,182.6200,182.6200,2021-05-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88178ceeeb8c51d9ada82172b0f26c6a88178ceeeb8c51d9ada82172b0f26c6a
127,A000127,137,467,10,-1,7,1,7,2,Titan Asset 127,Asset starter record 127,A000127,2020-05-07,2020-05-07,2021-05-07,183.9900,183.9900,2021-05-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82aac8a9c9105c42960e639ba386249382aac8a9c9105c42960e639ba3862493
128,A000128,49,406,9,-1,3,5,7,3,Cedar Asset 128,Asset starter record 128,A000128,2020-05-08,2020-05-08,2021-05-08,185.3600,185.3600,2021-05-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f58fea1cb80250a0a8687bba5dab48fef58fea1cb80250a0a8687bba5dab48fe
129,A000129,156,375,4,-1,12,3,1,3,Ion Asset 129,Asset starter record 129,A000129,2020-05-09,2020-05-09,2021-05-09,186.7300,186.7300,2021-05-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41bf4428c81c5ad2ba1023e4c95e791441bf4428c81c5ad2ba1023e4c95e7914
130,A000130,331,173,5,-1,3,4,3,3,Liberty Asset 130,Asset starter record 130,A000130,2020-05-10,2020-05-10,2021-05-10,188.1000,188.1000,2021-05-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54fe4dadac4d521c9d53cb4f6a9e6a1854fe4dadac4d521c9d53cb4f6a9e6a18
131,A000131,485,122,7,-1,1,8,1,3,Pioneer Asset 131,Asset starter record 131,A000131,2020-05-11,2020-05-11,2021-05-11,189.4700,189.4700,2021-05-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2edf50dd3c5bffb0cb44c4898caf8b1c2edf50dd3c5bffb0cb44c4898caf8b
132,A000132,464,453,3,-1,7,9,4,3,Orion Asset 132,Asset starter record 132,A000132,2020-05-12,2020-05-12,2021-05-12,190.8400,190.8400,2021-05-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6172b689d2405f7b9cdbe36d9de64c436172b689d2405f7b9cdbe36d9de64c43
133,A000133,53,85,2,-1,7,6,7,1,Delta Asset 133,Asset starter record 133,A000133,2020-05-13,2020-05-13,2021-05-13,192.2100,192.2100,2021-05-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdec2fbfea6b50b882541ee54db30e89cdec2fbfea6b50b882541ee54db30e89
134,A000134,431,459,7,-1,10,6,4,2,Granite Asset 134,Asset starter record 134,A000134,2020-05-14,2020-05-14,2021-05-14,193.5800,193.5800,2021-05-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,872cb0f436625f8488f251249c1cad9b872cb0f436625f8488f251249c1cad9b
135,A000135,38,330,2,-1,9,9,6,4,Willow Asset 135,Asset starter record 135,A000135,2020-05-15,2020-05-15,2021-05-15,194.9500,194.9500,2021-05-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,751a757de18b519d91a1b8810927dd64751a757de18b519d91a1b8810927dd64
136,A000136,376,119,5,-1,9,7,4,3,Willow Asset 136,Asset starter record 136,A000136,2020-05-16,2020-05-16,2021-05-16,196.3200,196.3200,2021-05-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,966c0bbc67325261951ca007ce439f63966c0bbc67325261951ca007ce439f63
137,A000137,414,109,7,-1,12,10,1,1,Junction Asset 137,Asset starter record 137,A000137,2020-05-17,2020-05-17,2021-05-17,197.6900,197.6900,2021-05-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc3c1d400a8550b6aa5644b6ef0fcbbccc3c1d400a8550b6aa5644b6ef0fcbbc
138,A000138,109,301,9,-1,16,3,4,4,Pioneer Asset 138,Asset starter record 138,A000138,2020-05-18,2020-05-18,2021-05-18,199.0600,199.0600,2021-05-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca37e85b7afe580f84b57b3026d4e2d3ca37e85b7afe580f84b57b3026d4e2d3
139,A000139,406,241,9,-1,10,5,1,2,Delta Asset 139,Asset starter record 139,A000139,2020-05-19,2020-05-19,2021-05-19,200.4300,200.4300,2021-05-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,705e650c15c058a0bf034c99b728a8f7705e650c15c058a0bf034c99b728a8f7
140,A000140,231,467,6,-1,5,9,7,1,Granite Asset 140,Asset starter record 140,A000140,2020-05-20,2020-05-20,2021-05-20,201.8000,201.8000,2021-05-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c020b0ec0b535133befbc793b25da751c020b0ec0b535133befbc793b25da751
141,A000141,274,405,2,-1,1,9,2,2,Keystone Asset 141,Asset starter record 141,A000141,2020-05-21,2020-05-21,2021-05-21,203.1700,203.1700,2021-05-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0085edf3f7cd511ea95cb3fedca0c3e20085edf3f7cd511ea95cb3fedca0c3e2
142,A000142,156,405,8,-1,15,9,2,1,Vertex Asset 142,Asset starter record 142,A000142,2020-05-22,2020-05-22,2021-05-22,204.5400,204.5400,2021-05-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88a729f632752e081e3da335223965ac88a729f632752e081e3da335223965a
143,A000143,176,452,9,-1,10,6,2,3,Zenith Asset 143,Asset starter record 143,A000143,2020-05-23,2020-05-23,2021-05-23,205.9100,205.9100,2021-05-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,201365fcec555808aa8caa908d522b4f201365fcec555808aa8caa908d522b4f
144,A000144,22,457,5,-1,11,4,4,3,Quartz Asset 144,Asset starter record 144,A000144,2020-05-24,2020-05-24,2021-05-24,207.2800,207.2800,2021-05-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d9652bcf70526dada743a1a4b9c58522d9652bcf70526dada743a1a4b9c585
145,A000145,69,127,8,-1,15,5,6,3,Titan Asset 145,Asset starter record 145,A000145,2020-05-25,2020-05-25,2021-05-25,208.6500,208.6500,2021-05-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eda2dd5534045431a579916eb889bd03eda2dd5534045431a579916eb889bd03
146,A000146,38,17,5,-1,15,9,1,1,Harbor Asset 146,Asset starter record 146,A000146,2020-05-26,2020-05-26,2021-05-26,210.0200,210.0200,2021-05-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56e7bfdf4e3c5d219e0150fb68d8253556e7bfdf4e3c5d219e0150fb68d82535
147,A000147,120,66,9,-1,6,7,6,4,Liberty Asset 147,Asset starter record 147,A000147,2020-05-27,2020-05-27,2021-05-27,211.3900,211.3900,2021-05-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,891322e40f255114b31cb8014fe48a73891322e40f255114b31cb8014fe48a73
148,A000148,330,154,4,-1,4,10,2,4,Keystone Asset 148,Asset starter record 148,A000148,2020-05-28,2020-05-28,2021-05-28,212.7600,212.7600,2021-05-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1e4462048bf592cbcbf43bbcb0b764fa1e4462048bf592cbcbf43bbcb0b764f
149,A000149,192,124,8,-1,1,5,4,1,Northstar Asset 149,Asset starter record 149,A000149,2020-05-29,2020-05-29,2021-05-29,214.1300,214.1300,2021-05-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4865d047aa495c3abb9a9f5b2da6dfbb4865d047aa495c3abb9a9f5b2da6dfbb
150,A000150,267,377,5,-1,12,9,3,3,Titan Asset 150,Asset starter record 150,A000150,2020-05-30,2020-05-30,2021-05-30,215.5000,215.5000,2021-05-30,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34660ef279551778f8b374e982886a0b34660ef279551778f8b374e982886a0
151,A000151,303,19,4,-1,10,3,5,1,Northstar Asset 151,Asset starter record 151,A000151,2020-05-31,2020-05-31,2021-05-31,216.8700,216.8700,2021-05-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0629f83a924f5fd8a352857f19b5a57e0629f83a924f5fd8a352857f19b5a57e
