SafetyIncidentTypeKey,SafetyIncidentTypeCode,SafetyHazardTypeKey,HazardClassKey,SafetyIncidentTypeName,IsNearMissEligible,IsRecordableEligible,SourceSystemKey,BatchId,LoadedAtUtc
272,SIT000272,156,14,Forge SafetyIncidentType 272,1,1,1,1,2026-08-24T00:00:00.000
273,SIT000273,349,17,Granite SafetyIncidentType 273,1,1,1,1,2026-08-24T00:00:00.000
274,SIT000274,13,10,Atlas SafetyIncidentType 274,1,1,1,1,2026-08-24T00:00:00.000
275,SIT000275,172,6,Meridian SafetyIncidentType 275,0,0,1,1,2026-08-24T00:00:00.000
276,SIT000276,129,14,Quartz SafetyIncidentType 276,1,1,1,1,2026-08-24T00:00:00.000
277,SIT000277,383,16,Meridian SafetyIncidentType 277,1,1,1,1,2026-08-24T00:00:00.000
278,SIT000278,260,7,Atlas SafetyIncidentType 278,1,1,1,1,2026-08-24T00:00:00.000
279,SIT000279,107,17,Northstar SafetyIncidentType 279,1,1,1,1,2026-08-24T00:00:00.000
280,SIT000280,29,7,Zenith SafetyIncidentType 280,0,0,1,1,2026-08-24T00:00:00.000
281,SIT000281,11,4,Beacon SafetyIncidentType 281,1,1,1,1,2026-08-24T00:00:00.000
282,SIT000282,418,4,Northstar SafetyIncidentType 282,1,1,1,1,2026-08-24T00:00:00.000
283,SIT000283,113,2,Harbor SafetyIncidentType 283,1,1,1,1,2026-08-24T00:00:00.000
284,SIT000284,108,17,Northstar SafetyIncidentType 284,1,1,1,1,2026-08-24T00:00:00.000
285,SIT000285,376,6,Meridian SafetyIncidentType 285,0,0,1,1,2026-08-24T00:00:00.000
286,SIT000286,338,14,Meridian SafetyIncidentType 286,1,1,1,1,2026-08-24T00:00:00.000
287,SIT000287,354,7,Atlas SafetyIncidentType 287,1,1,1,1,2026-08-24T00:00:00.000
288,SIT000288,188,5,Evergreen SafetyIncidentType 288,1,1,1,1,2026-08-24T00:00:00.000
289,SIT000289,25,15,Junction SafetyIncidentType 289,1,1,1,1,2026-08-24T00:00:00.000
290,SIT000290,379,9,Keystone SafetyIncidentType 290,0,0,1,1,2026-08-24T00:00:00.000
291,SIT000291,124,4,Titan SafetyIncidentType 291,1,1,1,1,2026-08-24T00:00:00.000
292,SIT000292,68,18,Harbor SafetyIncidentType 292,1,1,1,1,2026-08-24T00:00:00.000
293,SIT000293,417,6,Northstar SafetyIncidentType 293,1,1,1,1,2026-08-24T00:00:00.000
294,SIT000294,343,3,Northstar SafetyIncidentType 294,1,1,1,1,2026-08-24T00:00:00.000
295,SIT000295,138,10,Liberty SafetyIncidentType 295,0,0,1,1,2026-08-24T00:00:00.000
296,SIT000296,356,17,Beacon SafetyIncidentType 296,1,1,1,1,2026-08-24T00:00:00.000
297,SIT000297,42,18,Granite SafetyIncidentType 297,1,1,1,1,2026-08-24T00:00:00.000
298,SIT000298,268,8,Forge SafetyIncidentType 298,1,1,1,1,2026-08-24T00:00:00.000
299,SIT000299,244,5,Granite SafetyIncidentType 299,1,1,1,1,2026-08-24T00:00:00.000
300,SIT000300,135,1,Quartz SafetyIncidentType 300,0,0,1,1,2026-08-24T00:00:00.000
301,SIT000301,26,12,Liberty SafetyIncidentType 301,1,1,1,1,2026-08-24T00:00:00.000
302,SIT000302,48,2,Riverton SafetyIncidentType 302,1,1,1,1,2026-08-24T00:00:00.000
303,SIT000303,245,6,Liberty SafetyIncidentType 303,1,1,1,1,2026-08-24T00:00:00.000
304,SIT000304,108,2,Evergreen SafetyIncidentType 304,1,1,1,1,2026-08-24T00:00:00.000
305,SIT000305,78,11,Ion SafetyIncidentType 305,0,0,1,1,2026-08-24T00:00:00.000
306,SIT000306,134,16,Delta SafetyIncidentType 306,1,1,1,1,2026-08-24T00:00:00.000
307,SIT000307,69,2,Riverton SafetyIncidentType 307,1,1,1,1,2026-08-24T00:00:00.000
308,SIT000308,229,9,Northstar SafetyIncidentType 308,1,1,1,1,2026-08-24T00:00:00.000
309,SIT000309,401,14,Pioneer SafetyIncidentType 309,1,1,1,1,2026-08-24T00:00:00.000
310,SIT000310,255,7,Quartz SafetyIncidentType 310,0,0,1,1,2026-08-24T00:00:00.000
311,SIT000311,260,9,Keystone SafetyIncidentType 311,1,1,1,1,2026-08-24T00:00:00.000
312,SIT000312,271,10,Titan SafetyIncidentType 312,1,1,1,1,2026-08-24T00:00:00.000
313,SIT000313,38,8,Delta SafetyIncidentType 313,1,1,1,1,2026-08-24T00:00:00.000
314,SIT000314,25,7,Beacon SafetyIncidentType 314,1,1,1,1,2026-08-24T00:00:00.000
315,SIT000315,284,3,Beacon SafetyIncidentType 315,0,0,1,1,2026-08-24T00:00:00.000
316,SIT000316,346,11,Junction SafetyIncidentType 316,1,1,1,1,2026-08-24T00:00:00.000
317,SIT000317,68,6,Zenith SafetyIncidentType 317,1,1,1,1,2026-08-24T00:00:00.000
318,SIT000318,138,10,Ion SafetyIncidentType 318,1,1,1,1,2026-08-24T00:00:00.000
319,SIT000319,362,5,Pioneer SafetyIncidentType 319,1,1,1,1,2026-08-24T00:00:00.000
320,SIT000320,394,1,Beacon SafetyIncidentType 320,0,0,1,1,2026-08-24T00:00:00.000
321,SIT000321,258,12,Keystone SafetyIncidentType 321,1,1,1,1,2026-08-24T00:00:00.000
322,SIT000322,379,4,Quartz SafetyIncidentType 322,1,1,1,1,2026-08-24T00:00:00.000
323,SIT000323,313,1,Willow SafetyIncidentType 323,1,1,1,1,2026-08-24T00:00:00.000
324,SIT000324,281,5,Northstar SafetyIncidentType 324,1,1,1,1,2026-08-24T00:00:00.000
325,SIT000325,246,1,Beacon SafetyIncidentType 325,0,0,1,1,2026-08-24T00:00:00.000
326,SIT000326,189,15,Northstar SafetyIncidentType 326,1,1,1,1,2026-08-24T00:00:00.000
327,SIT000327,236,1,Orion SafetyIncidentType 327,1,1,1,1,2026-08-24T00:00:00.000
328,SIT000328,292,13,Granite SafetyIncidentType 328,1,1,1,1,2026-08-24T00:00:00.000
329,SIT000329,125,3,Vertex SafetyIncidentType 329,1,1,1,1,2026-08-24T00:00:00.000
330,SIT000330,330,11,Meridian SafetyIncidentType 330,0,0,1,1,2026-08-24T00:00:00.000
331,SIT000331,210,4,Pioneer SafetyIncidentType 331,1,1,1,1,2026-08-24T00:00:00.000
332,SIT000332,344,2,Quartz SafetyIncidentType 332,1,1,1,1,2026-08-24T00:00:00.000
333,SIT000333,250,9,Atlas SafetyIncidentType 333,1,1,1,1,2026-08-24T00:00:00.000
334,SIT000334,143,5,Orion SafetyIncidentType 334,1,1,1,1,2026-08-24T00:00:00.000
335,SIT000335,359,15,Summit SafetyIncidentType 335,0,0,1,1,2026-08-24T00:00:00.000
336,SIT000336,350,2,Willow SafetyIncidentType 336,1,1,1,1,2026-08-24T00:00:00.000
337,SIT000337,330,9,Ion SafetyIncidentType 337,1,1,1,1,2026-08-24T00:00:00.000
338,SIT000338,82,13,Junction SafetyIncidentType 338,1,1,1,1,2026-08-24T00:00:00.000
339,SIT000339,260,8,Vertex SafetyIncidentType 339,1,1,1,1,2026-08-24T00:00:00.000
340,SIT000340,21,14,Orion SafetyIncidentType 340,0,0,1,1,2026-08-24T00:00:00.000
341,SIT000341,346,6,Riverton SafetyIncidentType 341,1,1,1,1,2026-08-24T00:00:00.000
342,SIT000342,402,7,Evergreen SafetyIncidentType 342,1,1,1,1,2026-08-24T00:00:00.000
343,SIT000343,252,4,Summit SafetyIncidentType 343,1,1,1,1,2026-08-24T00:00:00.000
344,SIT000344,178,17,Titan SafetyIncidentType 344,1,1,1,1,2026-08-24T00:00:00.000
345,SIT000345,47,8,Vertex SafetyIncidentType 345,0,0,1,1,2026-08-24T00:00:00.000
346,SIT000346,274,11,Titan SafetyIncidentType 346,1,1,1,1,2026-08-24T00:00:00.000
347,SIT000347,258,7,Junction SafetyIncidentType 347,1,1,1,1,2026-08-24T00:00:00.000
348,SIT000348,33,17,Delta SafetyIncidentType 348,1,1,1,1,2026-08-24T00:00:00.000
349,SIT000349,56,7,Summit SafetyIncidentType 349,1,1,1,1,2026-08-24T00:00:00.000
350,SIT000350,89,4,Meridian SafetyIncidentType 350,0,0,1,1,2026-08-24T00:00:00.000
351,SIT000351,302,11,Summit SafetyIncidentType 351,1,1,1,1,2026-08-24T00:00:00.000
352,SIT000352,388,1,Orion SafetyIncidentType 352,1,1,1,1,2026-08-24T00:00:00.000
353,SIT000353,193,5,Quartz SafetyIncidentType 353,1,1,1,1,2026-08-24T00:00:00.000
354,SIT000354,131,1,Granite SafetyIncidentType 354,1,1,1,1,2026-08-24T00:00:00.000
355,SIT000355,133,18,Willow SafetyIncidentType 355,0,0,1,1,2026-08-24T00:00:00.000
356,SIT000356,138,14,Forge SafetyIncidentType 356,1,1,1,1,2026-08-24T00:00:00.000
357,SIT000357,92,1,Granite SafetyIncidentType 357,1,1,1,1,2026-08-24T00:00:00.000
358,SIT000358,415,18,Ion SafetyIncidentType 358,1,1,1,1,2026-08-24T00:00:00.000
359,SIT000359,247,15,Meridian SafetyIncidentType 359,1,1,1,1,2026-08-24T00:00:00.000
360,SIT000360,390,15,Summit SafetyIncidentType 360,0,0,1,1,2026-08-24T00:00:00.000
361,SIT000361,411,18,Unity SafetyIncidentType 361,1,1,1,1,2026-08-24T00:00:00.000
362,SIT000362,53,13,Unity SafetyIncidentType 362,1,1,1,1,2026-08-24T00:00:00.000
363,SIT000363,84,7,Meridian SafetyIncidentType 363,1,1,1,1,2026-08-24T00:00:00.000
364,SIT000364,178,8,Ion SafetyIncidentType 364,1,1,1,1,2026-08-24T00:00:00.000
365,SIT000365,390,11,Granite SafetyIncidentType 365,0,0,1,1,2026-08-24T00:00:00.000
366,SIT000366,241,3,Quartz SafetyIncidentType 366,1,1,1,1,2026-08-24T00:00:00.000
367,SIT000367,164,1,Orion SafetyIncidentType 367,1,1,1,1,2026-08-24T00:00:00.000
368,SIT000368,154,9,Harbor SafetyIncidentType 368,1,1,1,1,2026-08-24T00:00:00.000
369,SIT000369,27,6,Quartz SafetyIncidentType 369,1,1,1,1,2026-08-24T00:00:00.000
370,SIT000370,366,13,Pioneer SafetyIncidentType 370,0,0,1,1,2026-08-24T00:00:00.000
371,SIT000371,331,16,Quartz SafetyIncidentType 371,1,1,1,1,2026-08-24T00:00:00.000
372,SIT000372,66,7,Northstar SafetyIncidentType 372,1,1,1,1,2026-08-24T00:00:00.000
373,SIT000373,224,13,Vertex SafetyIncidentType 373,1,1,1,1,2026-08-24T00:00:00.000
374,SIT000374,175,4,Riverton SafetyIncidentType 374,1,1,1,1,2026-08-24T00:00:00.000
375,SIT000375,404,5,Delta SafetyIncidentType 375,0,0,1,1,2026-08-24T00:00:00.000
376,SIT000376,168,1,Delta SafetyIncidentType 376,1,1,1,1,2026-08-24T00:00:00.000
377,SIT000377,189,16,Ion SafetyIncidentType 377,1,1,1,1,2026-08-24T00:00:00.000
378,SIT000378,406,15,Liberty SafetyIncidentType 378,1,1,1,1,2026-08-24T00:00:00.000
379,SIT000379,414,4,Northstar SafetyIncidentType 379,1,1,1,1,2026-08-24T00:00:00.000
380,SIT000380,134,16,Willow SafetyIncidentType 380,0,0,1,1,2026-08-24T00:00:00.000
381,SIT000381,293,1,Beacon SafetyIncidentType 381,1,1,1,1,2026-08-24T00:00:00.000
382,SIT000382,236,8,Beacon SafetyIncidentType 382,1,1,1,1,2026-08-24T00:00:00.000
383,SIT000383,376,2,Evergreen SafetyIncidentType 383,1,1,1,1,2026-08-24T00:00:00.000
384,SIT000384,273,3,Meridian SafetyIncidentType 384,1,1,1,1,2026-08-24T00:00:00.000
385,SIT000385,196,13,Ion SafetyIncidentType 385,0,0,1,1,2026-08-24T00:00:00.000
386,SIT000386,142,5,Junction SafetyIncidentType 386,1,1,1,1,2026-08-24T00:00:00.000
387,SIT000387,367,7,Willow SafetyIncidentType 387,1,1,1,1,2026-08-24T00:00:00.000
388,SIT000388,395,3,Northstar SafetyIncidentType 388,1,1,1,1,2026-08-24T00:00:00.000
389,SIT000389,49,7,Delta SafetyIncidentType 389,1,1,1,1,2026-08-24T00:00:00.000
390,SIT000390,336,15,Beacon SafetyIncidentType 390,0,0,1,1,2026-08-24T00:00:00.000
391,SIT000391,316,1,Pioneer SafetyIncidentType 391,1,1,1,1,2026-08-24T00:00:00.000
392,SIT000392,366,10,Vertex SafetyIncidentType 392,1,1,1,1,2026-08-24T00:00:00.000
393,SIT000393,78,12,Atlas SafetyIncidentType 393,1,1,1,1,2026-08-24T00:00:00.000
394,SIT000394,219,9,Ion SafetyIncidentType 394,1,1,1,1,2026-08-24T00:00:00.000
395,SIT000395,267,17,Harbor SafetyIncidentType 395,0,0,1,1,2026-08-24T00:00:00.000
396,SIT000396,114,5,Ion SafetyIncidentType 396,1,1,1,1,2026-08-24T00:00:00.000
397,SIT000397,351,13,Liberty SafetyIncidentType 397,1,1,1,1,2026-08-24T00:00:00.000
398,SIT000398,386,2,Titan SafetyIncidentType 398,1,1,1,1,2026-08-24T00:00:00.000
399,SIT000399,281,4,Quartz SafetyIncidentType 399,1,1,1,1,2026-08-24T00:00:00.000
400,SIT000400,246,12,Keystone SafetyIncidentType 400,0,0,1,1,2026-08-24T00:00:00.000
401,SIT000401,14,17,Willow SafetyIncidentType 401,1,1,1,1,2026-08-24T00:00:00.000
402,SIT000402,389,5,Delta SafetyIncidentType 402,1,1,1,1,2026-08-24T00:00:00.000
403,SIT000403,236,15,Vertex SafetyIncidentType 403,1,1,1,1,2026-08-24T00:00:00.000
404,SIT000404,318,2,Titan SafetyIncidentType 404,1,1,1,1,2026-08-24T00:00:00.000
405,SIT000405,22,9,Cedar SafetyIncidentType 405,0,0,1,1,2026-08-24T00:00:00.000
406,SIT000406,269,6,Unity SafetyIncidentType 406,1,1,1,1,2026-08-24T00:00:00.000
407,SIT000407,91,13,Willow SafetyIncidentType 407,1,1,1,1,2026-08-24T00:00:00.000
408,SIT000408,169,11,Willow SafetyIncidentType 408,1,1,1,1,2026-08-24T00:00:00.000
409,SIT000409,50,5,Junction SafetyIncidentType 409,1,1,1,1,2026-08-24T00:00:00.000
410,SIT000410,203,16,Quartz SafetyIncidentType 410,0,0,1,1,2026-08-24T00:00:00.000
411,SIT000411,283,3,Orion SafetyIncidentType 411,1,1,1,1,2026-08-24T00:00:00.000
412,SIT000412,30,8,Titan SafetyIncidentType 412,1,1,1,1,2026-08-24T00:00:00.000
413,SIT000413,202,18,Unity SafetyIncidentType 413,1,1,1,1,2026-08-24T00:00:00.000
414,SIT000414,194,5,Evergreen SafetyIncidentType 414,1,1,1,1,2026-08-24T00:00:00.000
415,SIT000415,365,10,Granite SafetyIncidentType 415,0,0,1,1,2026-08-24T00:00:00.000
416,SIT000416,191,12,Granite SafetyIncidentType 416,1,1,1,1,2026-08-24T00:00:00.000
417,SIT000417,243,17,Zenith SafetyIncidentType 417,1,1,1,1,2026-08-24T00:00:00.000
418,SIT000418,54,5,Delta SafetyIncidentType 418,1,1,1,1,2026-08-24T00:00:00.000
419,SIT000419,107,18,Cedar SafetyIncidentType 419,1,1,1,1,2026-08-24T00:00:00.000
420,SIT000420,40,14,Zenith SafetyIncidentType 420,0,0,1,1,2026-08-24T00:00:00.000
421,SIT000421,277,15,Titan SafetyIncidentType 421,1,1,1,1,2026-08-24T00:00:00.000
422,SIT000422,285,13,Harbor SafetyIncidentType 422,1,1,1,1,2026-08-24T00:00:00.000
423,SIT000423,40,12,Beacon SafetyIncidentType 423,1,1,1,1,2026-08-24T00:00:00.000
424,SIT000424,378,10,Riverton SafetyIncidentType 424,1,1,1,1,2026-08-24T00:00:00.000
425,SIT000425,319,14,Quartz SafetyIncidentType 425,0,0,1,1,2026-08-24T00:00:00.000
426,SIT000426,374,3,Riverton SafetyIncidentType 426,1,1,1,1,2026-08-24T00:00:00.000
427,SIT000427,152,11,Meridian SafetyIncidentType 427,1,1,1,1,2026-08-24T00:00:00.000
428,SIT000428,85,3,Unity SafetyIncidentType 428,1,1,1,1,2026-08-24T00:00:00.000
429,SIT000429,147,4,Northstar SafetyIncidentType 429,1,1,1,1,2026-08-24T00:00:00.000
430,SIT000430,100,2,Ion SafetyIncidentType 430,0,0,1,1,2026-08-24T00:00:00.000
431,SIT000431,321,5,Keystone SafetyIncidentType 431,1,1,1,1,2026-08-24T00:00:00.000
432,SIT000432,284,8,Granite SafetyIncidentType 432,1,1,1,1,2026-08-24T00:00:00.000
433,SIT000433,347,1,Titan SafetyIncidentType 433,1,1,1,1,2026-08-24T00:00:00.000
434,SIT000434,353,2,Evergreen SafetyIncidentType 434,1,1,1,1,2026-08-24T00:00:00.000
435,SIT000435,67,13,Meridian SafetyIncidentType 435,0,0,1,1,2026-08-24T00:00:00.000
436,SIT000436,326,8,Northstar SafetyIncidentType 436,1,1,1,1,2026-08-24T00:00:00.000
437,SIT000437,352,15,Junction SafetyIncidentType 437,1,1,1,1,2026-08-24T00:00:00.000
438,SIT000438,410,13,Junction SafetyIncidentType 438,1,1,1,1,2026-08-24T00:00:00.000
439,SIT000439,269,14,Junction SafetyIncidentType 439,1,1,1,1,2026-08-24T00:00:00.000
440,SIT000440,16,4,Delta SafetyIncidentType 440,0,0,1,1,2026-08-24T00:00:00.000
441,SIT000441,247,3,Unity SafetyIncidentType 441,1,1,1,1,2026-08-24T00:00:00.000
442,SIT000442,14,8,Titan SafetyIncidentType 442,1,1,1,1,2026-08-24T00:00:00.000
443,SIT000443,115,8,Liberty SafetyIncidentType 443,1,1,1,1,2026-08-24T00:00:00.000
444,SIT000444,264,12,Forge SafetyIncidentType 444,1,1,1,1,2026-08-24T00:00:00.000
445,SIT000445,286,9,Ion SafetyIncidentType 445,0,0,1,1,2026-08-24T00:00:00.000
446,SIT000446,245,1,Keystone SafetyIncidentType 446,1,1,1,1,2026-08-24T00:00:00.000
447,SIT000447,413,16,Northstar SafetyIncidentType 447,1,1,1,1,2026-08-24T00:00:00.000
448,SIT000448,143,16,Titan SafetyIncidentType 448,1,1,1,1,2026-08-24T00:00:00.000
449,SIT000449,366,16,Vertex SafetyIncidentType 449,1,1,1,1,2026-08-24T00:00:00.000
450,SIT000450,270,3,Forge SafetyIncidentType 450,0,0,1,1,2026-08-24T00:00:00.000
