SalesOrderHeaderKey,SalesOrderNumber,CustomerKey,SellingPlantKey,SalesChannelSegmentKey,SalesTerritoryPodKey,SalesOrderLifecycleStatusKey,SalesCreditStatusKey,CurrencyKey,SalesOrderName,CustomerPurchaseOrderNumber,RequestedShipDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
94,SOH000094,327,229,109,127,2,1,3,Zenith SalesOrderHeader 94,SOH000094,2020-04-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06bfcdc1183d5ffeb0f467738fb8361506bfcdc1183d5ffeb0f467738fb83615
95,SOH000095,280,105,422,285,9,4,3,Summit SalesOrderHeader 95,SOH000095,2020-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbd14ceb7bd55175b16422ff5cd70559fbd14ceb7bd55175b16422ff5cd70559
96,SOH000096,145,18,241,355,4,3,5,Evergreen SalesOrderHeader 96,SOH000096,2020-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baaaaa855e455697a40b90e25d7d313abaaaaa855e455697a40b90e25d7d313a
97,SOH000097,80,155,484,496,2,6,3,Junction SalesOrderHeader 97,SOH000097,2020-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f97ec39f71d53c7be243d66a8fc290d6f97ec39f71d53c7be243d66a8fc290d
98,SOH000098,393,251,258,147,8,2,2,Evergreen SalesOrderHeader 98,SOH000098,2020-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73ac29d81f59564fa23df3d5b630faff73ac29d81f59564fa23df3d5b630faff
99,SOH000099,123,50,337,142,12,6,4,Beacon SalesOrderHeader 99,SOH000099,2020-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc09e1c9b73a5785a8075fbff3cea679fc09e1c9b73a5785a8075fbff3cea679
100,SOH000100,27,117,326,394,11,6,3,Forge SalesOrderHeader 100,SOH000100,2020-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18c4f6da48685433b174eb1043f1b1c518c4f6da48685433b174eb1043f1b1c5
101,SOH000101,201,180,177,150,8,6,5,Orion SalesOrderHeader 101,SOH000101,2020-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dc4a599aad052eb84b7a8ea193b28503dc4a599aad052eb84b7a8ea193b2850
102,SOH000102,45,-1,490,71,3,1,3,Pioneer SalesOrderHeader 102,SOH000102,2020-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a24aa17f6fdd55a5a0ec46848a3499d1a24aa17f6fdd55a5a0ec46848a3499d1
103,SOH000103,23,74,48,217,12,1,1,Riverton SalesOrderHeader 103,SOH000103,2020-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a863855df94d5da5a6a635cd99552d34a863855df94d5da5a6a635cd99552d34
104,SOH000104,162,30,188,138,11,3,3,Junction SalesOrderHeader 104,SOH000104,2020-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b13e6130ae8518cb386dba5fd3beec00b13e6130ae8518cb386dba5fd3beec0
105,SOH000105,163,289,151,308,11,6,5,Northstar SalesOrderHeader 105,SOH000105,2020-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,938c38b838685130acbdcb9808183373938c38b838685130acbdcb9808183373
106,SOH000106,47,157,4,344,11,2,3,Orion SalesOrderHeader 106,SOH000106,2020-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b303236c5cdf520392707220c2a7824bb303236c5cdf520392707220c2a7824b
107,SOH000107,243,117,499,460,12,3,4,Beacon SalesOrderHeader 107,SOH000107,2020-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d27ed1e8efa85d43858ee21468c44233d27ed1e8efa85d43858ee21468c44233
108,SOH000108,242,62,379,148,4,1,1,Meridian SalesOrderHeader 108,SOH000108,2020-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7290431d9825f6fbd3c5bd5f20bfd1bd7290431d9825f6fbd3c5bd5f20bfd1b
109,SOH000109,87,293,22,349,7,3,3,Delta SalesOrderHeader 109,SOH000109,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a90698730ccb5ee79d624d8a5a9c2d65a90698730ccb5ee79d624d8a5a9c2d65
110,SOH000110,399,170,55,276,13,6,5,Pioneer SalesOrderHeader 110,SOH000110,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b2da026e09451d0b1b14a94ea9fd1c51b2da026e09451d0b1b14a94ea9fd1c5
111,SOH000111,161,340,253,145,3,5,5,Forge SalesOrderHeader 111,SOH000111,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97f530a7d899557883fb5c2df7a91f7997f530a7d899557883fb5c2df7a91f79
112,SOH000112,371,66,95,434,5,1,2,Willow SalesOrderHeader 112,SOH000112,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de7178808ebf5944aaf8ba993d0d072ede7178808ebf5944aaf8ba993d0d072e
113,SOH000113,88,62,348,445,4,6,1,Evergreen SalesOrderHeader 113,SOH000113,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bad484c2b4425161a36ad43d4e95aea6bad484c2b4425161a36ad43d4e95aea6
114,SOH000114,183,348,17,497,13,4,4,Liberty SalesOrderHeader 114,SOH000114,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd95d8b3db45805b082a7b217faab4d2cd95d8b3db45805b082a7b217faab4d
115,SOH000115,165,59,177,309,1,3,4,Granite SalesOrderHeader 115,SOH000115,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc0763f82171525391eb5e49ab89c454dc0763f82171525391eb5e49ab89c454
116,SOH000116,259,85,464,8,14,2,4,Orion SalesOrderHeader 116,SOH000116,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd57007a49d75a02ae432d6f77a844e5dd57007a49d75a02ae432d6f77a844e5
117,SOH000117,422,207,403,382,14,2,5,Granite SalesOrderHeader 117,SOH000117,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4de6fa0a07252ffbff85a6a93e9fe39c4de6fa0a07252ffbff85a6a93e9fe39
118,SOH000118,419,124,112,451,6,7,4,Beacon SalesOrderHeader 118,SOH000118,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64331007f47956c69f008fe7197935ab64331007f47956c69f008fe7197935ab
119,SOH000119,227,-1,31,165,5,6,2,Summit SalesOrderHeader 119,SOH000119,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5950a180c64652429e9a8aa12d77c2f75950a180c64652429e9a8aa12d77c2f7
120,SOH000120,167,131,424,292,14,7,5,Forge SalesOrderHeader 120,SOH000120,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4479e7e0add053f3951b2b478d2c9f2c4479e7e0add053f3951b2b478d2c9f2c
121,SOH000121,88,16,124,433,6,6,2,Vertex SalesOrderHeader 121,SOH000121,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9897b48f6445acab221b8b8f10ce1fcd9897b48f6445acab221b8b8f10ce1fc
122,SOH000122,493,105,414,278,2,4,2,Ion SalesOrderHeader 122,SOH000122,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134cc7a510995fc9b43623cdf2eaa87d134cc7a510995fc9b43623cdf2eaa87d
123,SOH000123,462,7,58,53,14,7,4,Vertex SalesOrderHeader 123,SOH000123,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14e46503c7f150b5b807883138b7ea4114e46503c7f150b5b807883138b7ea41
124,SOH000124,48,312,71,130,7,3,5,Ion SalesOrderHeader 124,SOH000124,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ed71d9e69d65afaa372d6f220c31e195ed71d9e69d65afaa372d6f220c31e19
125,SOH000125,403,280,369,448,9,7,5,Titan SalesOrderHeader 125,SOH000125,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b357830bac354c8b4c8de1559f31b5e5b357830bac354c8b4c8de1559f31b5e
126,SOH000126,51,47,413,89,8,1,2,Beacon SalesOrderHeader 126,SOH000126,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa5a0b0172bb5976a375f7acfaaed92eaa5a0b0172bb5976a375f7acfaaed92e
127,SOH000127,156,279,3,294,3,8,4,Quartz SalesOrderHeader 127,SOH000127,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,818f199aa6195b7aa0da3a947b4bcc69818f199aa6195b7aa0da3a947b4bcc69
128,SOH000128,310,172,274,298,1,4,2,Northstar SalesOrderHeader 128,SOH000128,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e9cddc2da1557692ce9d4c70a0ce4196e9cddc2da1557692ce9d4c70a0ce41
129,SOH000129,344,51,353,172,3,3,3,Zenith SalesOrderHeader 129,SOH000129,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eee759463d1a517987a607af3965b5cfeee759463d1a517987a607af3965b5cf
130,SOH000130,164,314,341,51,7,4,1,Vertex SalesOrderHeader 130,SOH000130,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,864f77a8d48355feacd00c90016a2d31864f77a8d48355feacd00c90016a2d31
131,SOH000131,360,8,156,55,1,3,5,Beacon SalesOrderHeader 131,SOH000131,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,437efa9e30d4509281b48644703e7818437efa9e30d4509281b48644703e7818
132,SOH000132,104,151,111,181,4,1,4,Northstar SalesOrderHeader 132,SOH000132,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec182217f4a35e5cb7bc620f1b7107e9ec182217f4a35e5cb7bc620f1b7107e9
133,SOH000133,137,21,139,434,13,3,3,Harbor SalesOrderHeader 133,SOH000133,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d021b36a59be5698882a093adbebeda1d021b36a59be5698882a093adbebeda1
134,SOH000134,88,262,84,333,9,8,4,Harbor SalesOrderHeader 134,SOH000134,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,123e30076ed75288ac1772d01c4a1980123e30076ed75288ac1772d01c4a1980
135,SOH000135,175,33,50,286,1,1,4,Cedar SalesOrderHeader 135,SOH000135,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9470e651f29e5c8893434f9d7d7dd97c9470e651f29e5c8893434f9d7d7dd97c
136,SOH000136,310,-1,118,389,5,2,1,Summit SalesOrderHeader 136,SOH000136,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afc969a0665b555b9a86570e009821b2afc969a0665b555b9a86570e009821b2
137,SOH000137,391,339,25,199,7,4,4,Titan SalesOrderHeader 137,SOH000137,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c740683a66f59ec9c3e116466fe01d82c740683a66f59ec9c3e116466fe01d8
138,SOH000138,46,140,488,179,6,6,3,Junction SalesOrderHeader 138,SOH000138,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,487a5e2c3d3c52e29fe852f3d0af6018487a5e2c3d3c52e29fe852f3d0af6018
139,SOH000139,431,266,398,249,10,8,2,Orion SalesOrderHeader 139,SOH000139,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,549b5a72378a58588fbc3e1fe35218f3549b5a72378a58588fbc3e1fe35218f3
140,SOH000140,295,228,301,270,4,7,3,Riverton SalesOrderHeader 140,SOH000140,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,981eea346b5e5ca0a556405ee1b34c74981eea346b5e5ca0a556405ee1b34c74
141,SOH000141,368,131,349,362,3,1,4,Orion SalesOrderHeader 141,SOH000141,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dfcbb4478f850e195407563d69d95097dfcbb4478f850e195407563d69d9509
142,SOH000142,105,340,231,268,11,2,1,Willow SalesOrderHeader 142,SOH000142,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4695884fc5da58cebb3c1d97ad4003fb4695884fc5da58cebb3c1d97ad4003fb
143,SOH000143,156,230,223,255,5,5,4,Junction SalesOrderHeader 143,SOH000143,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc9153cc5e14545e925ef1f9c77787fabc9153cc5e14545e925ef1f9c77787fa
144,SOH000144,161,328,474,235,14,7,2,Ion SalesOrderHeader 144,SOH000144,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba9db19007f5923babb26bef949ca038ba9db19007f5923babb26bef949ca03
145,SOH000145,156,239,242,385,5,4,1,Quartz SalesOrderHeader 145,SOH000145,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a7ceb8b6c31510b9a358c7403fa3fa38a7ceb8b6c31510b9a358c7403fa3fa3
146,SOH000146,449,329,305,393,4,6,5,Liberty SalesOrderHeader 146,SOH000146,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb7720549bd75fadac9a7195d5326fd7cb7720549bd75fadac9a7195d5326fd7
147,SOH000147,251,185,134,350,10,7,4,Liberty SalesOrderHeader 147,SOH000147,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09efeda16dc559718703d6c9163d95ad09efeda16dc559718703d6c9163d95ad
148,SOH000148,296,285,280,16,13,1,2,Unity SalesOrderHeader 148,SOH000148,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2e922f4da5d5e5cb71bac6321745669f2e922f4da5d5e5cb71bac6321745669
149,SOH000149,442,109,149,210,11,6,5,Pioneer SalesOrderHeader 149,SOH000149,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba80cb61241592ca4d770710e6ef98f6ba80cb61241592ca4d770710e6ef98f
150,SOH000150,32,90,267,423,9,4,4,Harbor SalesOrderHeader 150,SOH000150,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bb28f501e8f59f48ed18fd2f237ab297bb28f501e8f59f48ed18fd2f237ab29
151,SOH000151,316,14,412,22,4,8,4,Vertex SalesOrderHeader 151,SOH000151,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,487289c184b3578f9c59b89a4f3485d0487289c184b3578f9c59b89a4f3485d0
152,SOH000152,126,183,442,345,8,1,5,Meridian SalesOrderHeader 152,SOH000152,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3be803fa84f85501a8224045981a035e3be803fa84f85501a8224045981a035e
153,SOH000153,62,-1,140,326,11,6,1,Keystone SalesOrderHeader 153,SOH000153,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f24aa46ddd516f935f8ad5597dd31191f24aa46ddd516f935f8ad5597dd311
154,SOH000154,298,215,224,205,12,7,1,Titan SalesOrderHeader 154,SOH000154,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425ddaa86d8153b8b80c3d0163fd5d7c425ddaa86d8153b8b80c3d0163fd5d7c
155,SOH000155,158,69,176,218,9,8,3,Pioneer SalesOrderHeader 155,SOH000155,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,452329af8ead5efb8694bcce22ef45a4452329af8ead5efb8694bcce22ef45a4
156,SOH000156,221,79,161,474,6,2,1,Willow SalesOrderHeader 156,SOH000156,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,515316d57c9f5d429d99904c5ab316fa515316d57c9f5d429d99904c5ab316fa
157,SOH000157,411,220,307,87,8,6,4,Pioneer SalesOrderHeader 157,SOH000157,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b920b6b80444572f84cd489d9f416d17b920b6b80444572f84cd489d9f416d17
158,SOH000158,101,48,355,211,9,6,5,Ion SalesOrderHeader 158,SOH000158,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf7440bd35d355718c7ec864e0c24d94cf7440bd35d355718c7ec864e0c24d94
159,SOH000159,383,174,231,126,10,3,2,Granite SalesOrderHeader 159,SOH000159,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89c87f6af24c54c6acc958cce78992d689c87f6af24c54c6acc958cce78992d6
160,SOH000160,469,83,378,192,4,6,5,Quartz SalesOrderHeader 160,SOH000160,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,914e970ef6c95a5ea5264ac10c2f30be914e970ef6c95a5ea5264ac10c2f30be
161,SOH000161,165,42,143,3,9,4,3,Keystone SalesOrderHeader 161,SOH000161,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b028948f79e53ffa3cda174da0d80c44b028948f79e53ffa3cda174da0d80c4
162,SOH000162,261,203,380,268,9,7,1,Quartz SalesOrderHeader 162,SOH000162,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e249d096b5c50a9ac58d7028b6537d83e249d096b5c50a9ac58d7028b6537d8
163,SOH000163,106,257,239,165,10,6,2,Riverton SalesOrderHeader 163,SOH000163,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d6a57cf88a752a296feedc8faa9078d0d6a57cf88a752a296feedc8faa9078d
164,SOH000164,19,207,194,495,1,4,1,Evergreen SalesOrderHeader 164,SOH000164,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18d8d68310c152eba7aaee3dca96b45918d8d68310c152eba7aaee3dca96b459
165,SOH000165,22,16,107,426,14,7,5,Titan SalesOrderHeader 165,SOH000165,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39bf2a11eb0b55ae802c6c6c870b482039bf2a11eb0b55ae802c6c6c870b4820
166,SOH000166,375,6,235,15,14,7,4,Liberty SalesOrderHeader 166,SOH000166,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eaf8b16ea48517ab3d16ce458df9f5a3eaf8b16ea48517ab3d16ce458df9f5a
167,SOH000167,302,192,221,187,3,2,5,Orion SalesOrderHeader 167,SOH000167,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de8949c2a8af52889de2ac364e8e27fcde8949c2a8af52889de2ac364e8e27fc
168,SOH000168,366,211,93,432,13,4,4,Vertex SalesOrderHeader 168,SOH000168,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f76ee143309b53a4b6d7a11a58844c72f76ee143309b53a4b6d7a11a58844c72
169,SOH000169,133,201,143,170,8,5,4,Meridian SalesOrderHeader 169,SOH000169,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a89727c707759689fe4aaae7ebabb501a89727c707759689fe4aaae7ebabb50
170,SOH000170,3,-1,100,81,9,3,3,Harbor SalesOrderHeader 170,SOH000170,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea864ebf9831509c81bb9a4aff38ded5ea864ebf9831509c81bb9a4aff38ded5
171,SOH000171,82,120,137,128,12,8,3,Orion SalesOrderHeader 171,SOH000171,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06e694e4fae85f0cac9365528a56195206e694e4fae85f0cac9365528a561952
172,SOH000172,311,44,291,53,6,6,2,Willow SalesOrderHeader 172,SOH000172,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeabe9f5a2b951c384e653d8b178c3d7eeabe9f5a2b951c384e653d8b178c3d7
173,SOH000173,318,10,122,93,5,1,1,Unity SalesOrderHeader 173,SOH000173,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bc9634bcec255acbe9d127aff67aa4b3bc9634bcec255acbe9d127aff67aa4b
174,SOH000174,341,189,31,390,7,3,1,Cedar SalesOrderHeader 174,SOH000174,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e4d5daa86d95a0592004ffa531d87eb1e4d5daa86d95a0592004ffa531d87eb
175,SOH000175,249,135,431,53,11,6,1,Harbor SalesOrderHeader 175,SOH000175,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c1f38a17922538597ab4894a97aca1c4c1f38a17922538597ab4894a97aca1c
176,SOH000176,217,149,398,101,8,4,1,Cedar SalesOrderHeader 176,SOH000176,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bb31100e990574095316a423c90aa7d7bb31100e990574095316a423c90aa7d
177,SOH000177,391,301,171,318,7,5,2,Willow SalesOrderHeader 177,SOH000177,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30b48a84b3a25da9af9cef1acf2dd58530b48a84b3a25da9af9cef1acf2dd585
178,SOH000178,75,299,489,213,6,6,4,Titan SalesOrderHeader 178,SOH000178,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1cb93ec7573587c8e0094784dbcc144c1cb93ec7573587c8e0094784dbcc144
179,SOH000179,221,350,85,404,9,2,4,Zenith SalesOrderHeader 179,SOH000179,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f012a1e625b75e47aa240eecc1c45944f012a1e625b75e47aa240eecc1c45944
180,SOH000180,429,266,449,162,13,2,2,Keystone SalesOrderHeader 180,SOH000180,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,993088f48b04544ba94315ee77e3fa99993088f48b04544ba94315ee77e3fa99
181,SOH000181,242,109,407,257,11,3,1,Zenith SalesOrderHeader 181,SOH000181,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c91cabf29cdf55f0b27848d3b34f3d24c91cabf29cdf55f0b27848d3b34f3d24
182,SOH000182,437,260,12,374,3,8,3,Titan SalesOrderHeader 182,SOH000182,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b545f53d42ca5c7e9291ece6efd24123b545f53d42ca5c7e9291ece6efd24123
183,SOH000183,321,242,481,245,6,8,3,Cedar SalesOrderHeader 183,SOH000183,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a85f2ad0afd5efa8f4d23ecd5be9bb48a85f2ad0afd5efa8f4d23ecd5be9bb4
184,SOH000184,389,190,297,317,4,7,2,Summit SalesOrderHeader 184,SOH000184,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd450d016bc450a9bcfe243ec3e1b2cefd450d016bc450a9bcfe243ec3e1b2ce
185,SOH000185,195,214,196,378,6,8,2,Zenith SalesOrderHeader 185,SOH000185,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52574f0f17f253a9aeb8a2b29609f79452574f0f17f253a9aeb8a2b29609f794
186,SOH000186,232,209,313,471,6,6,2,Summit SalesOrderHeader 186,SOH000186,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb68cdcc590758eea7a6405edd9b93c4fb68cdcc590758eea7a6405edd9b93c4
187,SOH000187,378,-1,251,67,5,4,3,Unity SalesOrderHeader 187,SOH000187,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,939c7cacfd335325b3db776b9728ad3b939c7cacfd335325b3db776b9728ad3b
188,SOH000188,457,145,354,286,4,5,4,Summit SalesOrderHeader 188,SOH000188,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,628bb282d9e75832b492b1a3fdda821a628bb282d9e75832b492b1a3fdda821a
