ProductionProcessStepKey,ProductionProcessStepCode,ProductionProcessCellKey,ProductionProcessStepName,SourceSystemKey,BatchId,LoadedAtUtc
310,PPS000310,193,Riverton ProductionProcessStep 310,1,1,2026-08-24T00:00:00.000
311,PPS000311,143,Vertex ProductionProcessStep 311,1,1,2026-08-24T00:00:00.000
312,PPS000312,53,Beacon ProductionProcessStep 312,1,1,2026-08-24T00:00:00.000
313,PPS000313,89,Evergreen ProductionProcessStep 313,1,1,2026-08-24T00:00:00.000
314,PPS000314,150,Unity ProductionProcessStep 314,1,1,2026-08-24T00:00:00.000
315,PPS000315,183,Quartz ProductionProcessStep 315,1,1,2026-08-24T00:00:00.000
316,PPS000316,229,Junction ProductionProcessStep 316,1,1,2026-08-24T00:00:00.000
317,PPS000317,79,Junction ProductionProcessStep 317,1,1,2026-08-24T00:00:00.000
318,PPS000318,124,Delta ProductionProcessStep 318,1,1,2026-08-24T00:00:00.000
319,PPS000319,106,Keystone ProductionProcessStep 319,1,1,2026-08-24T00:00:00.000
320,PPS000320,118,Orion ProductionProcessStep 320,1,1,2026-08-24T00:00:00.000
321,PPS000321,240,Meridian ProductionProcessStep 321,1,1,2026-08-24T00:00:00.000
322,PPS000322,61,Titan ProductionProcessStep 322,1,1,2026-08-24T00:00:00.000
323,PPS000323,130,Harbor ProductionProcessStep 323,1,1,2026-08-24T00:00:00.000
324,PPS000324,44,Northstar ProductionProcessStep 324,1,1,2026-08-24T00:00:00.000
325,PPS000325,171,Meridian ProductionProcessStep 325,1,1,2026-08-24T00:00:00.000
326,PPS000326,252,Cedar ProductionProcessStep 326,1,1,2026-08-24T00:00:00.000
327,PPS000327,165,Beacon ProductionProcessStep 327,1,1,2026-08-24T00:00:00.000
328,PPS000328,223,Willow ProductionProcessStep 328,1,1,2026-08-24T00:00:00.000
329,PPS000329,93,Titan ProductionProcessStep 329,1,1,2026-08-24T00:00:00.000
330,PPS000330,79,Beacon ProductionProcessStep 330,1,1,2026-08-24T00:00:00.000
331,PPS000331,257,Delta ProductionProcessStep 331,1,1,2026-08-24T00:00:00.000
332,PPS000332,181,Forge ProductionProcessStep 332,1,1,2026-08-24T00:00:00.000
333,PPS000333,129,Keystone ProductionProcessStep 333,1,1,2026-08-24T00:00:00.000
334,PPS000334,58,Harbor ProductionProcessStep 334,1,1,2026-08-24T00:00:00.000
335,PPS000335,190,Ion ProductionProcessStep 335,1,1,2026-08-24T00:00:00.000
336,PPS000336,232,Evergreen ProductionProcessStep 336,1,1,2026-08-24T00:00:00.000
337,PPS000337,173,Riverton ProductionProcessStep 337,1,1,2026-08-24T00:00:00.000
338,PPS000338,68,Titan ProductionProcessStep 338,1,1,2026-08-24T00:00:00.000
339,PPS000339,45,Evergreen ProductionProcessStep 339,1,1,2026-08-24T00:00:00.000
340,PPS000340,190,Evergreen ProductionProcessStep 340,1,1,2026-08-24T00:00:00.000
341,PPS000341,18,Ion ProductionProcessStep 341,1,1,2026-08-24T00:00:00.000
342,PPS000342,8,Quartz ProductionProcessStep 342,1,1,2026-08-24T00:00:00.000
343,PPS000343,126,Junction ProductionProcessStep 343,1,1,2026-08-24T00:00:00.000
344,PPS000344,43,Orion ProductionProcessStep 344,1,1,2026-08-24T00:00:00.000
345,PPS000345,117,Orion ProductionProcessStep 345,1,1,2026-08-24T00:00:00.000
346,PPS000346,199,Riverton ProductionProcessStep 346,1,1,2026-08-24T00:00:00.000
347,PPS000347,208,Zenith ProductionProcessStep 347,1,1,2026-08-24T00:00:00.000
348,PPS000348,23,Beacon ProductionProcessStep 348,1,1,2026-08-24T00:00:00.000
349,PPS000349,230,Liberty ProductionProcessStep 349,1,1,2026-08-24T00:00:00.000
350,PPS000350,109,Beacon ProductionProcessStep 350,1,1,2026-08-24T00:00:00.000
351,PPS000351,168,Northstar ProductionProcessStep 351,1,1,2026-08-24T00:00:00.000
352,PPS000352,230,Quartz ProductionProcessStep 352,1,1,2026-08-24T00:00:00.000
353,PPS000353,203,Unity ProductionProcessStep 353,1,1,2026-08-24T00:00:00.000
354,PPS000354,42,Unity ProductionProcessStep 354,1,1,2026-08-24T00:00:00.000
355,PPS000355,225,Cedar ProductionProcessStep 355,1,1,2026-08-24T00:00:00.000
356,PPS000356,192,Quartz ProductionProcessStep 356,1,1,2026-08-24T00:00:00.000
357,PPS000357,233,Summit ProductionProcessStep 357,1,1,2026-08-24T00:00:00.000
358,PPS000358,140,Titan ProductionProcessStep 358,1,1,2026-08-24T00:00:00.000
359,PPS000359,3,Delta ProductionProcessStep 359,1,1,2026-08-24T00:00:00.000
360,PPS000360,100,Cedar ProductionProcessStep 360,1,1,2026-08-24T00:00:00.000
361,PPS000361,246,Keystone ProductionProcessStep 361,1,1,2026-08-24T00:00:00.000
362,PPS000362,163,Junction ProductionProcessStep 362,1,1,2026-08-24T00:00:00.000
363,PPS000363,236,Junction ProductionProcessStep 363,1,1,2026-08-24T00:00:00.000
364,PPS000364,188,Evergreen ProductionProcessStep 364,1,1,2026-08-24T00:00:00.000
365,PPS000365,162,Meridian ProductionProcessStep 365,1,1,2026-08-24T00:00:00.000
366,PPS000366,103,Zenith ProductionProcessStep 366,1,1,2026-08-24T00:00:00.000
367,PPS000367,217,Delta ProductionProcessStep 367,1,1,2026-08-24T00:00:00.000
368,PPS000368,254,Ion ProductionProcessStep 368,1,1,2026-08-24T00:00:00.000
369,PPS000369,67,Riverton ProductionProcessStep 369,1,1,2026-08-24T00:00:00.000
370,PPS000370,181,Orion ProductionProcessStep 370,1,1,2026-08-24T00:00:00.000
371,PPS000371,136,Quartz ProductionProcessStep 371,1,1,2026-08-24T00:00:00.000
372,PPS000372,225,Pioneer ProductionProcessStep 372,1,1,2026-08-24T00:00:00.000
373,PPS000373,78,Beacon ProductionProcessStep 373,1,1,2026-08-24T00:00:00.000
374,PPS000374,119,Atlas ProductionProcessStep 374,1,1,2026-08-24T00:00:00.000
375,PPS000375,43,Riverton ProductionProcessStep 375,1,1,2026-08-24T00:00:00.000
376,PPS000376,188,Evergreen ProductionProcessStep 376,1,1,2026-08-24T00:00:00.000
377,PPS000377,254,Beacon ProductionProcessStep 377,1,1,2026-08-24T00:00:00.000
378,PPS000378,59,Quartz ProductionProcessStep 378,1,1,2026-08-24T00:00:00.000
379,PPS000379,164,Summit ProductionProcessStep 379,1,1,2026-08-24T00:00:00.000
380,PPS000380,181,Liberty ProductionProcessStep 380,1,1,2026-08-24T00:00:00.000
381,PPS000381,72,Pioneer ProductionProcessStep 381,1,1,2026-08-24T00:00:00.000
382,PPS000382,185,Ion ProductionProcessStep 382,1,1,2026-08-24T00:00:00.000
383,PPS000383,100,Junction ProductionProcessStep 383,1,1,2026-08-24T00:00:00.000
384,PPS000384,49,Delta ProductionProcessStep 384,1,1,2026-08-24T00:00:00.000
385,PPS000385,165,Titan ProductionProcessStep 385,1,1,2026-08-24T00:00:00.000
386,PPS000386,40,Orion ProductionProcessStep 386,1,1,2026-08-24T00:00:00.000
387,PPS000387,38,Summit ProductionProcessStep 387,1,1,2026-08-24T00:00:00.000
388,PPS000388,167,Liberty ProductionProcessStep 388,1,1,2026-08-24T00:00:00.000
389,PPS000389,123,Forge ProductionProcessStep 389,1,1,2026-08-24T00:00:00.000
390,PPS000390,26,Willow ProductionProcessStep 390,1,1,2026-08-24T00:00:00.000
391,PPS000391,163,Evergreen ProductionProcessStep 391,1,1,2026-08-24T00:00:00.000
392,PPS000392,238,Vertex ProductionProcessStep 392,1,1,2026-08-24T00:00:00.000
393,PPS000393,213,Evergreen ProductionProcessStep 393,1,1,2026-08-24T00:00:00.000
394,PPS000394,139,Titan ProductionProcessStep 394,1,1,2026-08-24T00:00:00.000
395,PPS000395,26,Ion ProductionProcessStep 395,1,1,2026-08-24T00:00:00.000
396,PPS000396,221,Evergreen ProductionProcessStep 396,1,1,2026-08-24T00:00:00.000
397,PPS000397,93,Ion ProductionProcessStep 397,1,1,2026-08-24T00:00:00.000
398,PPS000398,108,Titan ProductionProcessStep 398,1,1,2026-08-24T00:00:00.000
399,PPS000399,134,Keystone ProductionProcessStep 399,1,1,2026-08-24T00:00:00.000
400,PPS000400,101,Zenith ProductionProcessStep 400,1,1,2026-08-24T00:00:00.000
401,PPS000401,9,Ion ProductionProcessStep 401,1,1,2026-08-24T00:00:00.000
402,PPS000402,134,Pioneer ProductionProcessStep 402,1,1,2026-08-24T00:00:00.000
403,PPS000403,40,Riverton ProductionProcessStep 403,1,1,2026-08-24T00:00:00.000
404,PPS000404,62,Meridian ProductionProcessStep 404,1,1,2026-08-24T00:00:00.000
405,PPS000405,161,Junction ProductionProcessStep 405,1,1,2026-08-24T00:00:00.000
406,PPS000406,113,Granite ProductionProcessStep 406,1,1,2026-08-24T00:00:00.000
407,PPS000407,133,Zenith ProductionProcessStep 407,1,1,2026-08-24T00:00:00.000
408,PPS000408,134,Quartz ProductionProcessStep 408,1,1,2026-08-24T00:00:00.000
409,PPS000409,217,Evergreen ProductionProcessStep 409,1,1,2026-08-24T00:00:00.000
410,PPS000410,93,Cedar ProductionProcessStep 410,1,1,2026-08-24T00:00:00.000
411,PPS000411,157,Atlas ProductionProcessStep 411,1,1,2026-08-24T00:00:00.000
412,PPS000412,146,Zenith ProductionProcessStep 412,1,1,2026-08-24T00:00:00.000
413,PPS000413,1,Harbor ProductionProcessStep 413,1,1,2026-08-24T00:00:00.000
414,PPS000414,67,Keystone ProductionProcessStep 414,1,1,2026-08-24T00:00:00.000
415,PPS000415,36,Liberty ProductionProcessStep 415,1,1,2026-08-24T00:00:00.000
416,PPS000416,253,Pioneer ProductionProcessStep 416,1,1,2026-08-24T00:00:00.000
417,PPS000417,89,Cedar ProductionProcessStep 417,1,1,2026-08-24T00:00:00.000
418,PPS000418,37,Zenith ProductionProcessStep 418,1,1,2026-08-24T00:00:00.000
419,PPS000419,19,Pioneer ProductionProcessStep 419,1,1,2026-08-24T00:00:00.000
420,PPS000420,98,Cedar ProductionProcessStep 420,1,1,2026-08-24T00:00:00.000
421,PPS000421,81,Summit ProductionProcessStep 421,1,1,2026-08-24T00:00:00.000
422,PPS000422,74,Cedar ProductionProcessStep 422,1,1,2026-08-24T00:00:00.000
423,PPS000423,62,Vertex ProductionProcessStep 423,1,1,2026-08-24T00:00:00.000
424,PPS000424,64,Willow ProductionProcessStep 424,1,1,2026-08-24T00:00:00.000
425,PPS000425,204,Zenith ProductionProcessStep 425,1,1,2026-08-24T00:00:00.000
426,PPS000426,43,Cedar ProductionProcessStep 426,1,1,2026-08-24T00:00:00.000
427,PPS000427,156,Beacon ProductionProcessStep 427,1,1,2026-08-24T00:00:00.000
428,PPS000428,247,Summit ProductionProcessStep 428,1,1,2026-08-24T00:00:00.000
429,PPS000429,209,Northstar ProductionProcessStep 429,1,1,2026-08-24T00:00:00.000
430,PPS000430,164,Keystone ProductionProcessStep 430,1,1,2026-08-24T00:00:00.000
431,PPS000431,237,Quartz ProductionProcessStep 431,1,1,2026-08-24T00:00:00.000
432,PPS000432,121,Liberty ProductionProcessStep 432,1,1,2026-08-24T00:00:00.000
433,PPS000433,207,Granite ProductionProcessStep 433,1,1,2026-08-24T00:00:00.000
434,PPS000434,64,Delta ProductionProcessStep 434,1,1,2026-08-24T00:00:00.000
435,PPS000435,29,Quartz ProductionProcessStep 435,1,1,2026-08-24T00:00:00.000
436,PPS000436,148,Willow ProductionProcessStep 436,1,1,2026-08-24T00:00:00.000
437,PPS000437,29,Harbor ProductionProcessStep 437,1,1,2026-08-24T00:00:00.000
438,PPS000438,103,Willow ProductionProcessStep 438,1,1,2026-08-24T00:00:00.000
439,PPS000439,211,Granite ProductionProcessStep 439,1,1,2026-08-24T00:00:00.000
440,PPS000440,68,Willow ProductionProcessStep 440,1,1,2026-08-24T00:00:00.000
441,PPS000441,78,Willow ProductionProcessStep 441,1,1,2026-08-24T00:00:00.000
442,PPS000442,34,Harbor ProductionProcessStep 442,1,1,2026-08-24T00:00:00.000
443,PPS000443,168,Liberty ProductionProcessStep 443,1,1,2026-08-24T00:00:00.000
444,PPS000444,137,Keystone ProductionProcessStep 444,1,1,2026-08-24T00:00:00.000
445,PPS000445,36,Keystone ProductionProcessStep 445,1,1,2026-08-24T00:00:00.000
446,PPS000446,245,Junction ProductionProcessStep 446,1,1,2026-08-24T00:00:00.000
447,PPS000447,37,Keystone ProductionProcessStep 447,1,1,2026-08-24T00:00:00.000
448,PPS000448,175,Beacon ProductionProcessStep 448,1,1,2026-08-24T00:00:00.000
449,PPS000449,156,Cedar ProductionProcessStep 449,1,1,2026-08-24T00:00:00.000
450,PPS000450,226,Titan ProductionProcessStep 450,1,1,2026-08-24T00:00:00.000
451,PPS000451,216,Quartz ProductionProcessStep 451,1,1,2026-08-24T00:00:00.000
452,PPS000452,77,Zenith ProductionProcessStep 452,1,1,2026-08-24T00:00:00.000
453,PPS000453,111,Summit ProductionProcessStep 453,1,1,2026-08-24T00:00:00.000
454,PPS000454,162,Pioneer ProductionProcessStep 454,1,1,2026-08-24T00:00:00.000
455,PPS000455,253,Riverton ProductionProcessStep 455,1,1,2026-08-24T00:00:00.000
456,PPS000456,143,Keystone ProductionProcessStep 456,1,1,2026-08-24T00:00:00.000
457,PPS000457,83,Beacon ProductionProcessStep 457,1,1,2026-08-24T00:00:00.000
458,PPS000458,31,Forge ProductionProcessStep 458,1,1,2026-08-24T00:00:00.000
459,PPS000459,203,Liberty ProductionProcessStep 459,1,1,2026-08-24T00:00:00.000
460,PPS000460,197,Evergreen ProductionProcessStep 460,1,1,2026-08-24T00:00:00.000
461,PPS000461,114,Unity ProductionProcessStep 461,1,1,2026-08-24T00:00:00.000
462,PPS000462,193,Delta ProductionProcessStep 462,1,1,2026-08-24T00:00:00.000
463,PPS000463,157,Evergreen ProductionProcessStep 463,1,1,2026-08-24T00:00:00.000
464,PPS000464,256,Unity ProductionProcessStep 464,1,1,2026-08-24T00:00:00.000
465,PPS000465,135,Granite ProductionProcessStep 465,1,1,2026-08-24T00:00:00.000
466,PPS000466,19,Northstar ProductionProcessStep 466,1,1,2026-08-24T00:00:00.000
467,PPS000467,212,Unity ProductionProcessStep 467,1,1,2026-08-24T00:00:00.000
468,PPS000468,6,Pioneer ProductionProcessStep 468,1,1,2026-08-24T00:00:00.000
469,PPS000469,49,Cedar ProductionProcessStep 469,1,1,2026-08-24T00:00:00.000
470,PPS000470,113,Pioneer ProductionProcessStep 470,1,1,2026-08-24T00:00:00.000
471,PPS000471,163,Liberty ProductionProcessStep 471,1,1,2026-08-24T00:00:00.000
472,PPS000472,184,Delta ProductionProcessStep 472,1,1,2026-08-24T00:00:00.000
473,PPS000473,251,Cedar ProductionProcessStep 473,1,1,2026-08-24T00:00:00.000
474,PPS000474,153,Summit ProductionProcessStep 474,1,1,2026-08-24T00:00:00.000
475,PPS000475,94,Vertex ProductionProcessStep 475,1,1,2026-08-24T00:00:00.000
476,PPS000476,25,Evergreen ProductionProcessStep 476,1,1,2026-08-24T00:00:00.000
477,PPS000477,250,Zenith ProductionProcessStep 477,1,1,2026-08-24T00:00:00.000
478,PPS000478,128,Beacon ProductionProcessStep 478,1,1,2026-08-24T00:00:00.000
479,PPS000479,234,Pioneer ProductionProcessStep 479,1,1,2026-08-24T00:00:00.000
480,PPS000480,259,Ion ProductionProcessStep 480,1,1,2026-08-24T00:00:00.000
481,PPS000481,137,Junction ProductionProcessStep 481,1,1,2026-08-24T00:00:00.000
482,PPS000482,32,Delta ProductionProcessStep 482,1,1,2026-08-24T00:00:00.000
483,PPS000483,53,Granite ProductionProcessStep 483,1,1,2026-08-24T00:00:00.000
484,PPS000484,85,Evergreen ProductionProcessStep 484,1,1,2026-08-24T00:00:00.000
485,PPS000485,56,Unity ProductionProcessStep 485,1,1,2026-08-24T00:00:00.000
486,PPS000486,180,Keystone ProductionProcessStep 486,1,1,2026-08-24T00:00:00.000
487,PPS000487,239,Vertex ProductionProcessStep 487,1,1,2026-08-24T00:00:00.000
488,PPS000488,183,Junction ProductionProcessStep 488,1,1,2026-08-24T00:00:00.000
489,PPS000489,181,Evergreen ProductionProcessStep 489,1,1,2026-08-24T00:00:00.000
490,PPS000490,247,Zenith ProductionProcessStep 490,1,1,2026-08-24T00:00:00.000
491,PPS000491,22,Summit ProductionProcessStep 491,1,1,2026-08-24T00:00:00.000
492,PPS000492,14,Keystone ProductionProcessStep 492,1,1,2026-08-24T00:00:00.000
493,PPS000493,166,Orion ProductionProcessStep 493,1,1,2026-08-24T00:00:00.000
494,PPS000494,24,Junction ProductionProcessStep 494,1,1,2026-08-24T00:00:00.000
495,PPS000495,22,Delta ProductionProcessStep 495,1,1,2026-08-24T00:00:00.000
496,PPS000496,44,Willow ProductionProcessStep 496,1,1,2026-08-24T00:00:00.000
497,PPS000497,139,Quartz ProductionProcessStep 497,1,1,2026-08-24T00:00:00.000
498,PPS000498,203,Orion ProductionProcessStep 498,1,1,2026-08-24T00:00:00.000
499,PPS000499,4,Keystone ProductionProcessStep 499,1,1,2026-08-24T00:00:00.000
500,PPS000500,105,Meridian ProductionProcessStep 500,1,1,2026-08-24T00:00:00.000
