RoutingHeaderKey,RoutingNumber,ProductKey,RoutingOperationTypeKey,EngineeringLifecycleStatusKey,RoutingHeaderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
103,RH000103,261,208,8,Liberty RoutingHeader 103,RH000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,124e3b7054cf529a81c3107d1918f460124e3b7054cf529a81c3107d1918f460
104,RH000104,50,336,1,Northstar RoutingHeader 104,RH000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,163a3bf8bf2b55feb213951e80258694163a3bf8bf2b55feb213951e80258694
105,RH000105,428,181,2,Atlas RoutingHeader 105,RH000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c3018beb9c65922a62997c1aff754831c3018beb9c65922a62997c1aff75483
106,RH000106,273,370,1,Zenith RoutingHeader 106,RH000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d3bad30a3fa56af95f820e2b8e39c9b2d3bad30a3fa56af95f820e2b8e39c9b
107,RH000107,317,137,5,Evergreen RoutingHeader 107,RH000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,067988c5c78b528c8335a0964809a9bd067988c5c78b528c8335a0964809a9bd
108,RH000108,28,338,9,Meridian RoutingHeader 108,RH000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31fa372a386150b18006503334290f8031fa372a386150b18006503334290f80
109,RH000109,374,236,4,Junction RoutingHeader 109,RH000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94580680a9825892b427dc8bd4d8d93b94580680a9825892b427dc8bd4d8d93b
110,RH000110,164,334,10,Cedar RoutingHeader 110,RH000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa14bdf769475829a0ef691417834cb5fa14bdf769475829a0ef691417834cb5
111,RH000111,474,124,9,Willow RoutingHeader 111,RH000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e53cc9fedae5e4c9b579393f8d641974e53cc9fedae5e4c9b579393f8d64197
112,RH000112,68,66,5,Summit RoutingHeader 112,RH000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,399444944ec8591cbd81ff9dbeb89ad4399444944ec8591cbd81ff9dbeb89ad4
113,RH000113,361,300,4,Delta RoutingHeader 113,RH000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ab6e04a2942520f97e8ccb29e4622159ab6e04a2942520f97e8ccb29e462215
114,RH000114,324,410,1,Cedar RoutingHeader 114,RH000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae36275ccf205312946a3fa3957e6563ae36275ccf205312946a3fa3957e6563
115,RH000115,328,273,1,Atlas RoutingHeader 115,RH000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f71f1d0c0a759cea43c569d25a6ee3a4f71f1d0c0a759cea43c569d25a6ee3a
116,RH000116,90,62,8,Titan RoutingHeader 116,RH000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edadc7f83e9851dc803f8db66415c9ecedadc7f83e9851dc803f8db66415c9ec
117,RH000117,19,487,6,Willow RoutingHeader 117,RH000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7f44889a6495efd8bcc6eb6733d6c4ca7f44889a6495efd8bcc6eb6733d6c4c
118,RH000118,300,373,9,Titan RoutingHeader 118,RH000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c8e18d9ea215ab495d04470216bcc9b2c8e18d9ea215ab495d04470216bcc9b
119,RH000119,417,345,4,Unity RoutingHeader 119,RH000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff0c6b6a51265d60ad37c9b255adba03ff0c6b6a51265d60ad37c9b255adba03
120,RH000120,194,18,8,Forge RoutingHeader 120,RH000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c93d11ee0653abaaa8b22f8f5925f0c7c93d11ee0653abaaa8b22f8f5925f0
121,RH000121,343,119,4,Orion RoutingHeader 121,RH000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f025d585fe1d555fa1011c1c031be789f025d585fe1d555fa1011c1c031be789
122,RH000122,370,238,10,Evergreen RoutingHeader 122,RH000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,165a7289b20759e6a219dd7819831b8f165a7289b20759e6a219dd7819831b8f
123,RH000123,161,145,9,Harbor RoutingHeader 123,RH000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e6979825fe552a18c36ac61b4b6520f6e6979825fe552a18c36ac61b4b6520f
124,RH000124,405,499,4,Evergreen RoutingHeader 124,RH000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,395d44bcb34055d6a1dc6e8048a85571395d44bcb34055d6a1dc6e8048a85571
125,RH000125,75,135,10,Delta RoutingHeader 125,RH000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4105d90cc6b85ce3ae9fe2665a413b8f4105d90cc6b85ce3ae9fe2665a413b8f
126,RH000126,440,13,4,Keystone RoutingHeader 126,RH000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633be98ac0d65907959e29d12c3aa84d633be98ac0d65907959e29d12c3aa84d
127,RH000127,74,310,10,Atlas RoutingHeader 127,RH000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28609e30c8485fc69a85317ae594b1b928609e30c8485fc69a85317ae594b1b9
128,RH000128,336,281,3,Liberty RoutingHeader 128,RH000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0309f961fa285f31b80e5eb1d0b66f0e0309f961fa285f31b80e5eb1d0b66f0e
129,RH000129,344,240,4,Liberty RoutingHeader 129,RH000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d907b62e2fcc5502850e50fb27a3f39ed907b62e2fcc5502850e50fb27a3f39e
130,RH000130,267,40,2,Granite RoutingHeader 130,RH000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ba6e689b3135348b3ef55a73fc9c6a29ba6e689b3135348b3ef55a73fc9c6a2
131,RH000131,409,361,7,Riverton RoutingHeader 131,RH000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7080ba084a55650bdd7de69c28652eaa7080ba084a55650bdd7de69c28652ea
132,RH000132,350,331,3,Atlas RoutingHeader 132,RH000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8920550297565f1aa82748a9aab234998920550297565f1aa82748a9aab23499
133,RH000133,268,135,4,Atlas RoutingHeader 133,RH000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b5f3cddcb7f592bae00f1d216242b406b5f3cddcb7f592bae00f1d216242b40
134,RH000134,297,472,9,Willow RoutingHeader 134,RH000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7453fbc62b750c89ffd9dd9a3bf6664f7453fbc62b750c89ffd9dd9a3bf6664
135,RH000135,348,199,3,Northstar RoutingHeader 135,RH000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de0d4ac98e55dcd99eb0293d121d2b11de0d4ac98e55dcd99eb0293d121d2b1
136,RH000136,171,293,6,Delta RoutingHeader 136,RH000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92a34fc61d1d5034a46908bc0f401f2592a34fc61d1d5034a46908bc0f401f25
137,RH000137,124,368,8,Ion RoutingHeader 137,RH000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d80bb1afc97657a6b7278c69085ac7cad80bb1afc97657a6b7278c69085ac7ca
138,RH000138,456,331,5,Unity RoutingHeader 138,RH000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86e8ab5b2c165dbf87735c8d1e2dd64086e8ab5b2c165dbf87735c8d1e2dd640
139,RH000139,462,176,8,Northstar RoutingHeader 139,RH000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,509cfa4fe8f452569a954ee03f1b6aa0509cfa4fe8f452569a954ee03f1b6aa0
140,RH000140,39,307,1,Cedar RoutingHeader 140,RH000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1884a5b4ecd35dae998e2feda0923e021884a5b4ecd35dae998e2feda0923e02
141,RH000141,359,160,10,Atlas RoutingHeader 141,RH000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e23b0226428563bbfe5986b9ef8b0d86e23b0226428563bbfe5986b9ef8b0d8
142,RH000142,178,252,3,Northstar RoutingHeader 142,RH000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17ef659b402e580eb866838874b32d6117ef659b402e580eb866838874b32d61
143,RH000143,317,337,5,Zenith RoutingHeader 143,RH000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf9e58ae1845e518ded78ed9a365d68ccf9e58ae1845e518ded78ed9a365d68
144,RH000144,74,183,6,Atlas RoutingHeader 144,RH000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5cf75d84dd65de885c13c74f12263e8d5cf75d84dd65de885c13c74f12263e8
145,RH000145,287,302,3,Keystone RoutingHeader 145,RH000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bea7e347be765f3593e2af35a6d34cc9bea7e347be765f3593e2af35a6d34cc9
146,RH000146,248,419,8,Forge RoutingHeader 146,RH000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,340e7a4a90965e3f8649ff90410a73d1340e7a4a90965e3f8649ff90410a73d1
147,RH000147,328,244,9,Cedar RoutingHeader 147,RH000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e83fd736bbcd55c790b8fb1ee90b7f3fe83fd736bbcd55c790b8fb1ee90b7f3f
148,RH000148,115,330,1,Delta RoutingHeader 148,RH000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d334cd96dc850b8a001bacc25a4e4613d334cd96dc850b8a001bacc25a4e461
149,RH000149,333,392,3,Vertex RoutingHeader 149,RH000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81b538de315e5184980fdce0f49d3d4181b538de315e5184980fdce0f49d3d41
150,RH000150,440,216,5,Atlas RoutingHeader 150,RH000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d07170a37b1e53a681c2e498262ed160d07170a37b1e53a681c2e498262ed160
151,RH000151,271,48,8,Quartz RoutingHeader 151,RH000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,722e5e6b77c555fba5ec7816cb22ec30722e5e6b77c555fba5ec7816cb22ec30
152,RH000152,362,451,10,Evergreen RoutingHeader 152,RH000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f18a6f8b79bb5f81a1af38ea22eef6d5f18a6f8b79bb5f81a1af38ea22eef6d5
153,RH000153,112,104,6,Northstar RoutingHeader 153,RH000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,678a487d74985df7b2522436728d3833678a487d74985df7b2522436728d3833
154,RH000154,486,112,9,Junction RoutingHeader 154,RH000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d94d0d3867453748d541470840610618d94d0d3867453748d54147084061061
155,RH000155,389,321,2,Evergreen RoutingHeader 155,RH000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0a06f7fe46a568eaf7a93ac80f2bb13f0a06f7fe46a568eaf7a93ac80f2bb13
156,RH000156,353,474,2,Evergreen RoutingHeader 156,RH000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3231e6388650e8bfea8c30036899985d3231e6388650e8bfea8c3003689998
157,RH000157,7,166,10,Liberty RoutingHeader 157,RH000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c975bfde8fd5612aba6f8d4126fb0317c975bfde8fd5612aba6f8d4126fb031
158,RH000158,360,1,2,Titan RoutingHeader 158,RH000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5c239ec7aa75e3398860b2cc85b3297c5c239ec7aa75e3398860b2cc85b3297
159,RH000159,397,291,2,Forge RoutingHeader 159,RH000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59f34c78aaf258708d9ea4f9fbd6abd159f34c78aaf258708d9ea4f9fbd6abd1
160,RH000160,123,259,10,Riverton RoutingHeader 160,RH000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,420104796bd75a05becda3de477a7d41420104796bd75a05becda3de477a7d41
161,RH000161,59,365,5,Unity RoutingHeader 161,RH000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5135d0d02d335b2fac9cf143861512fb5135d0d02d335b2fac9cf143861512fb
162,RH000162,358,357,5,Meridian RoutingHeader 162,RH000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,486cadcecf27537289a5c9b48d19f97b486cadcecf27537289a5c9b48d19f97b
163,RH000163,120,17,5,Titan RoutingHeader 163,RH000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,463602a299fa5594a8755acd8865337f463602a299fa5594a8755acd8865337f
164,RH000164,261,175,6,Ion RoutingHeader 164,RH000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a15e9ce4ff1559e8eda8be6f058b6281a15e9ce4ff1559e8eda8be6f058b628
165,RH000165,65,278,5,Delta RoutingHeader 165,RH000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05ad30ced5c15ddda96390897784e81d05ad30ced5c15ddda96390897784e81d
166,RH000166,63,208,6,Quartz RoutingHeader 166,RH000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbde6a5def3259639d5c5e29f136bdbefbde6a5def3259639d5c5e29f136bdbe
167,RH000167,419,235,2,Liberty RoutingHeader 167,RH000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9763570da63f5d6693fb60faac5fc74a9763570da63f5d6693fb60faac5fc74a
168,RH000168,96,54,1,Harbor RoutingHeader 168,RH000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35116bd7eebf5e9cba2f071bf0aa4baa35116bd7eebf5e9cba2f071bf0aa4baa
169,RH000169,253,470,8,Cedar RoutingHeader 169,RH000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ca32cc875335a5e83a425eb8598dee69ca32cc875335a5e83a425eb8598dee6
170,RH000170,394,94,8,Unity RoutingHeader 170,RH000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be19c918555a5888aa429b307a03d506be19c918555a5888aa429b307a03d506
171,RH000171,473,289,7,Junction RoutingHeader 171,RH000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42bd67679c5c5a8e9400718b6701d33b42bd67679c5c5a8e9400718b6701d33b
172,RH000172,152,369,8,Junction RoutingHeader 172,RH000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b2d193d1d7651db9bd5bba951d6ff271b2d193d1d7651db9bd5bba951d6ff27
173,RH000173,282,247,5,Cedar RoutingHeader 173,RH000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85aedc2ce8205f7babbded2dd4fa0e8985aedc2ce8205f7babbded2dd4fa0e89
174,RH000174,118,305,8,Northstar RoutingHeader 174,RH000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40cf66e4336a543780747261cc32f41840cf66e4336a543780747261cc32f418
175,RH000175,238,21,9,Northstar RoutingHeader 175,RH000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c6a45273ea55e55b8876e6e7775bb3b6c6a45273ea55e55b8876e6e7775bb3b
176,RH000176,68,441,7,Pioneer RoutingHeader 176,RH000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1820061627d5f368dbd9a76420aabece1820061627d5f368dbd9a76420aabec
177,RH000177,94,189,10,Beacon RoutingHeader 177,RH000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48fdffec5a5e5335b5c1e3ca67837ea148fdffec5a5e5335b5c1e3ca67837ea1
178,RH000178,197,149,2,Willow RoutingHeader 178,RH000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b30bfaa2ab65e5490237261b3b97b353b30bfaa2ab65e5490237261b3b97b35
179,RH000179,298,462,9,Summit RoutingHeader 179,RH000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d013ec254a195b16b9b3cb3d06ed1279d013ec254a195b16b9b3cb3d06ed1279
180,RH000180,127,257,6,Atlas RoutingHeader 180,RH000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32845e002c6f560cb981d43b6767692c32845e002c6f560cb981d43b6767692c
181,RH000181,176,111,6,Keystone RoutingHeader 181,RH000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c68aefb03b75ba489ae548d0181c7083c68aefb03b75ba489ae548d0181c708
182,RH000182,185,168,4,Junction RoutingHeader 182,RH000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f1a6363a7545d249b53bc2b9d8cd3764f1a6363a7545d249b53bc2b9d8cd376
183,RH000183,191,500,10,Evergreen RoutingHeader 183,RH000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,748081507b05530cae586826163bde7b748081507b05530cae586826163bde7b
184,RH000184,160,82,9,Atlas RoutingHeader 184,RH000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d8fd8d6ab5f5dd0b11313c032cc69a55d8fd8d6ab5f5dd0b11313c032cc69a5
185,RH000185,298,352,8,Pioneer RoutingHeader 185,RH000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd5f110a9935557886f0a722bc4d5b79cd5f110a9935557886f0a722bc4d5b79
186,RH000186,92,301,5,Willow RoutingHeader 186,RH000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ded317827d28527ab29aa310663e94b6ded317827d28527ab29aa310663e94b6
187,RH000187,372,105,2,Keystone RoutingHeader 187,RH000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53782ec51de159978aef196cfacfd9b453782ec51de159978aef196cfacfd9b4
188,RH000188,391,53,1,Meridian RoutingHeader 188,RH000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d8f4da6216451ffbb2cb191a998abac1d8f4da6216451ffbb2cb191a998abac
189,RH000189,359,475,2,Pioneer RoutingHeader 189,RH000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0849384ee75d54899d48c0986647a98e0849384ee75d54899d48c0986647a9
190,RH000190,3,485,6,Quartz RoutingHeader 190,RH000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b38d4c46086503c8133775f87e2d5f50b38d4c46086503c8133775f87e2d5f5
191,RH000191,162,362,2,Liberty RoutingHeader 191,RH000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f159143fa5351d18166b4e26eb01fac5f159143fa5351d18166b4e26eb01fac
192,RH000192,251,222,2,Quartz RoutingHeader 192,RH000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dc5b532507758c08c4e1a73a2aa99da6dc5b532507758c08c4e1a73a2aa99da
193,RH000193,354,392,9,Meridian RoutingHeader 193,RH000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5efe53b2466c5b21a4efbdd2a83e19055efe53b2466c5b21a4efbdd2a83e1905
194,RH000194,247,304,10,Vertex RoutingHeader 194,RH000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a26c7daa23fa53d4bf9b51237a33d84ea26c7daa23fa53d4bf9b51237a33d84e
195,RH000195,29,72,8,Pioneer RoutingHeader 195,RH000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20adafa7d40653838f2326547fc78d8620adafa7d40653838f2326547fc78d86
196,RH000196,95,92,2,Willow RoutingHeader 196,RH000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40812cfa10b055ab80b1801499ff0f1940812cfa10b055ab80b1801499ff0f19
197,RH000197,41,417,1,Meridian RoutingHeader 197,RH000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552d52256ee15cc1946c86af8800ed13552d52256ee15cc1946c86af8800ed13
198,RH000198,260,58,6,Titan RoutingHeader 198,RH000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bd058d852c95c349f29ef633fef14079bd058d852c95c349f29ef633fef1407
199,RH000199,400,321,4,Beacon RoutingHeader 199,RH000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7f9682eaa4b5444b513bb4dc1d6914db7f9682eaa4b5444b513bb4dc1d6914d
200,RH000200,81,20,9,Junction RoutingHeader 200,RH000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41470f29a843554a80839161c5f2db9841470f29a843554a80839161c5f2db98
201,RH000201,412,234,6,Harbor RoutingHeader 201,RH000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a334476ee71f5ecbbdc2134af86e2939a334476ee71f5ecbbdc2134af86e2939
202,RH000202,211,125,10,Forge RoutingHeader 202,RH000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebba75b1c7b15436b5e8e97c25962ce7ebba75b1c7b15436b5e8e97c25962ce7
203,RH000203,354,424,6,Liberty RoutingHeader 203,RH000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f270706419dd5e9b95b56697e2654eb3f270706419dd5e9b95b56697e2654eb3
204,RH000204,96,91,2,Quartz RoutingHeader 204,RH000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,819d011e3fd159e588484e7e73151122819d011e3fd159e588484e7e73151122
205,RH000205,341,155,1,Riverton RoutingHeader 205,RH000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42665566d65d55bc908d811c2da8e09b42665566d65d55bc908d811c2da8e09b
206,RH000206,318,467,8,Harbor RoutingHeader 206,RH000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55341e451a66546995f1f4e99178f6b255341e451a66546995f1f4e99178f6b2
