EnergyMeterPointClassKey,EnergyMeterPointClassCode,EnergyMeterTypeKey,EnergyMeterPointClassName,IsIntervalMetered,SourceSystemKey,BatchId,LoadedAtUtc
278,EMPC000278,12,Pioneer EnergyMeterPointClass 278,1,1,1,2026-08-24T00:00:00.000
279,EMPC000279,162,Harbor EnergyMeterPointClass 279,1,1,1,2026-08-24T00:00:00.000
280,EMPC000280,157,Vertex EnergyMeterPointClass 280,0,1,1,2026-08-24T00:00:00.000
281,EMPC000281,101,Willow EnergyMeterPointClass 281,1,1,1,2026-08-24T00:00:00.000
282,EMPC000282,72,Granite EnergyMeterPointClass 282,1,1,1,2026-08-24T00:00:00.000
283,EMPC000283,94,Junction EnergyMeterPointClass 283,1,1,1,2026-08-24T00:00:00.000
284,EMPC000284,68,Unity EnergyMeterPointClass 284,1,1,1,2026-08-24T00:00:00.000
285,EMPC000285,54,Ion EnergyMeterPointClass 285,0,1,1,2026-08-24T00:00:00.000
286,EMPC000286,75,Liberty EnergyMeterPointClass 286,1,1,1,2026-08-24T00:00:00.000
287,EMPC000287,9,Granite EnergyMeterPointClass 287,1,1,1,2026-08-24T00:00:00.000
288,EMPC000288,105,Titan EnergyMeterPointClass 288,1,1,1,2026-08-24T00:00:00.000
289,EMPC000289,44,Delta EnergyMeterPointClass 289,1,1,1,2026-08-24T00:00:00.000
290,EMPC000290,158,Granite EnergyMeterPointClass 290,0,1,1,2026-08-24T00:00:00.000
291,EMPC000291,123,Unity EnergyMeterPointClass 291,1,1,1,2026-08-24T00:00:00.000
292,EMPC000292,165,Northstar EnergyMeterPointClass 292,1,1,1,2026-08-24T00:00:00.000
293,EMPC000293,19,Willow EnergyMeterPointClass 293,1,1,1,2026-08-24T00:00:00.000
294,EMPC000294,66,Northstar EnergyMeterPointClass 294,1,1,1,2026-08-24T00:00:00.000
295,EMPC000295,9,Quartz EnergyMeterPointClass 295,0,1,1,2026-08-24T00:00:00.000
296,EMPC000296,95,Atlas EnergyMeterPointClass 296,1,1,1,2026-08-24T00:00:00.000
297,EMPC000297,179,Keystone EnergyMeterPointClass 297,1,1,1,2026-08-24T00:00:00.000
298,EMPC000298,8,Ion EnergyMeterPointClass 298,1,1,1,2026-08-24T00:00:00.000
299,EMPC000299,57,Forge EnergyMeterPointClass 299,1,1,1,2026-08-24T00:00:00.000
300,EMPC000300,7,Cedar EnergyMeterPointClass 300,0,1,1,2026-08-24T00:00:00.000
301,EMPC000301,108,Atlas EnergyMeterPointClass 301,1,1,1,2026-08-24T00:00:00.000
302,EMPC000302,133,Cedar EnergyMeterPointClass 302,1,1,1,2026-08-24T00:00:00.000
303,EMPC000303,64,Junction EnergyMeterPointClass 303,1,1,1,2026-08-24T00:00:00.000
304,EMPC000304,151,Harbor EnergyMeterPointClass 304,1,1,1,2026-08-24T00:00:00.000
305,EMPC000305,21,Orion EnergyMeterPointClass 305,0,1,1,2026-08-24T00:00:00.000
306,EMPC000306,167,Harbor EnergyMeterPointClass 306,1,1,1,2026-08-24T00:00:00.000
307,EMPC000307,120,Liberty EnergyMeterPointClass 307,1,1,1,2026-08-24T00:00:00.000
308,EMPC000308,169,Keystone EnergyMeterPointClass 308,1,1,1,2026-08-24T00:00:00.000
309,EMPC000309,147,Unity EnergyMeterPointClass 309,1,1,1,2026-08-24T00:00:00.000
310,EMPC000310,89,Titan EnergyMeterPointClass 310,0,1,1,2026-08-24T00:00:00.000
311,EMPC000311,26,Vertex EnergyMeterPointClass 311,1,1,1,2026-08-24T00:00:00.000
312,EMPC000312,66,Willow EnergyMeterPointClass 312,1,1,1,2026-08-24T00:00:00.000
313,EMPC000313,83,Meridian EnergyMeterPointClass 313,1,1,1,2026-08-24T00:00:00.000
314,EMPC000314,24,Summit EnergyMeterPointClass 314,1,1,1,2026-08-24T00:00:00.000
315,EMPC000315,120,Evergreen EnergyMeterPointClass 315,0,1,1,2026-08-24T00:00:00.000
316,EMPC000316,87,Riverton EnergyMeterPointClass 316,1,1,1,2026-08-24T00:00:00.000
317,EMPC000317,131,Cedar EnergyMeterPointClass 317,1,1,1,2026-08-24T00:00:00.000
318,EMPC000318,53,Quartz EnergyMeterPointClass 318,1,1,1,2026-08-24T00:00:00.000
319,EMPC000319,37,Evergreen EnergyMeterPointClass 319,1,1,1,2026-08-24T00:00:00.000
320,EMPC000320,64,Keystone EnergyMeterPointClass 320,0,1,1,2026-08-24T00:00:00.000
321,EMPC000321,96,Keystone EnergyMeterPointClass 321,1,1,1,2026-08-24T00:00:00.000
322,EMPC000322,128,Evergreen EnergyMeterPointClass 322,1,1,1,2026-08-24T00:00:00.000
323,EMPC000323,91,Summit EnergyMeterPointClass 323,1,1,1,2026-08-24T00:00:00.000
324,EMPC000324,55,Delta EnergyMeterPointClass 324,1,1,1,2026-08-24T00:00:00.000
325,EMPC000325,96,Delta EnergyMeterPointClass 325,0,1,1,2026-08-24T00:00:00.000
326,EMPC000326,81,Ion EnergyMeterPointClass 326,1,1,1,2026-08-24T00:00:00.000
327,EMPC000327,175,Cedar EnergyMeterPointClass 327,1,1,1,2026-08-24T00:00:00.000
328,EMPC000328,98,Pioneer EnergyMeterPointClass 328,1,1,1,2026-08-24T00:00:00.000
329,EMPC000329,30,Northstar EnergyMeterPointClass 329,1,1,1,2026-08-24T00:00:00.000
330,EMPC000330,178,Summit EnergyMeterPointClass 330,0,1,1,2026-08-24T00:00:00.000
331,EMPC000331,38,Titan EnergyMeterPointClass 331,1,1,1,2026-08-24T00:00:00.000
332,EMPC000332,50,Meridian EnergyMeterPointClass 332,1,1,1,2026-08-24T00:00:00.000
333,EMPC000333,136,Northstar EnergyMeterPointClass 333,1,1,1,2026-08-24T00:00:00.000
334,EMPC000334,177,Unity EnergyMeterPointClass 334,1,1,1,2026-08-24T00:00:00.000
335,EMPC000335,154,Meridian EnergyMeterPointClass 335,0,1,1,2026-08-24T00:00:00.000
336,EMPC000336,94,Forge EnergyMeterPointClass 336,1,1,1,2026-08-24T00:00:00.000
337,EMPC000337,93,Cedar EnergyMeterPointClass 337,1,1,1,2026-08-24T00:00:00.000
338,EMPC000338,10,Atlas EnergyMeterPointClass 338,1,1,1,2026-08-24T00:00:00.000
339,EMPC000339,124,Quartz EnergyMeterPointClass 339,1,1,1,2026-08-24T00:00:00.000
340,EMPC000340,85,Keystone EnergyMeterPointClass 340,0,1,1,2026-08-24T00:00:00.000
341,EMPC000341,65,Meridian EnergyMeterPointClass 341,1,1,1,2026-08-24T00:00:00.000
342,EMPC000342,143,Quartz EnergyMeterPointClass 342,1,1,1,2026-08-24T00:00:00.000
343,EMPC000343,110,Pioneer EnergyMeterPointClass 343,1,1,1,2026-08-24T00:00:00.000
344,EMPC000344,127,Vertex EnergyMeterPointClass 344,1,1,1,2026-08-24T00:00:00.000
345,EMPC000345,20,Cedar EnergyMeterPointClass 345,0,1,1,2026-08-24T00:00:00.000
346,EMPC000346,171,Orion EnergyMeterPointClass 346,1,1,1,2026-08-24T00:00:00.000
347,EMPC000347,168,Northstar EnergyMeterPointClass 347,1,1,1,2026-08-24T00:00:00.000
348,EMPC000348,120,Forge EnergyMeterPointClass 348,1,1,1,2026-08-24T00:00:00.000
349,EMPC000349,149,Atlas EnergyMeterPointClass 349,1,1,1,2026-08-24T00:00:00.000
350,EMPC000350,57,Evergreen EnergyMeterPointClass 350,0,1,1,2026-08-24T00:00:00.000
351,EMPC000351,93,Titan EnergyMeterPointClass 351,1,1,1,2026-08-24T00:00:00.000
352,EMPC000352,19,Quartz EnergyMeterPointClass 352,1,1,1,2026-08-24T00:00:00.000
353,EMPC000353,152,Granite EnergyMeterPointClass 353,1,1,1,2026-08-24T00:00:00.000
354,EMPC000354,169,Delta EnergyMeterPointClass 354,1,1,1,2026-08-24T00:00:00.000
355,EMPC000355,179,Riverton EnergyMeterPointClass 355,0,1,1,2026-08-24T00:00:00.000
356,EMPC000356,56,Orion EnergyMeterPointClass 356,1,1,1,2026-08-24T00:00:00.000
357,EMPC000357,41,Atlas EnergyMeterPointClass 357,1,1,1,2026-08-24T00:00:00.000
358,EMPC000358,147,Beacon EnergyMeterPointClass 358,1,1,1,2026-08-24T00:00:00.000
359,EMPC000359,106,Beacon EnergyMeterPointClass 359,1,1,1,2026-08-24T00:00:00.000
360,EMPC000360,107,Riverton EnergyMeterPointClass 360,0,1,1,2026-08-24T00:00:00.000
361,EMPC000361,127,Northstar EnergyMeterPointClass 361,1,1,1,2026-08-24T00:00:00.000
362,EMPC000362,68,Junction EnergyMeterPointClass 362,1,1,1,2026-08-24T00:00:00.000
363,EMPC000363,118,Atlas EnergyMeterPointClass 363,1,1,1,2026-08-24T00:00:00.000
364,EMPC000364,16,Willow EnergyMeterPointClass 364,1,1,1,2026-08-24T00:00:00.000
365,EMPC000365,103,Delta EnergyMeterPointClass 365,0,1,1,2026-08-24T00:00:00.000
366,EMPC000366,92,Zenith EnergyMeterPointClass 366,1,1,1,2026-08-24T00:00:00.000
367,EMPC000367,57,Keystone EnergyMeterPointClass 367,1,1,1,2026-08-24T00:00:00.000
368,EMPC000368,124,Pioneer EnergyMeterPointClass 368,1,1,1,2026-08-24T00:00:00.000
369,EMPC000369,52,Keystone EnergyMeterPointClass 369,1,1,1,2026-08-24T00:00:00.000
370,EMPC000370,113,Riverton EnergyMeterPointClass 370,0,1,1,2026-08-24T00:00:00.000
371,EMPC000371,56,Evergreen EnergyMeterPointClass 371,1,1,1,2026-08-24T00:00:00.000
372,EMPC000372,65,Delta EnergyMeterPointClass 372,1,1,1,2026-08-24T00:00:00.000
373,EMPC000373,22,Ion EnergyMeterPointClass 373,1,1,1,2026-08-24T00:00:00.000
374,EMPC000374,152,Summit EnergyMeterPointClass 374,1,1,1,2026-08-24T00:00:00.000
375,EMPC000375,73,Northstar EnergyMeterPointClass 375,0,1,1,2026-08-24T00:00:00.000
376,EMPC000376,29,Evergreen EnergyMeterPointClass 376,1,1,1,2026-08-24T00:00:00.000
377,EMPC000377,8,Quartz EnergyMeterPointClass 377,1,1,1,2026-08-24T00:00:00.000
378,EMPC000378,140,Granite EnergyMeterPointClass 378,1,1,1,2026-08-24T00:00:00.000
379,EMPC000379,59,Zenith EnergyMeterPointClass 379,1,1,1,2026-08-24T00:00:00.000
380,EMPC000380,64,Forge EnergyMeterPointClass 380,0,1,1,2026-08-24T00:00:00.000
381,EMPC000381,176,Northstar EnergyMeterPointClass 381,1,1,1,2026-08-24T00:00:00.000
382,EMPC000382,6,Quartz EnergyMeterPointClass 382,1,1,1,2026-08-24T00:00:00.000
383,EMPC000383,97,Vertex EnergyMeterPointClass 383,1,1,1,2026-08-24T00:00:00.000
384,EMPC000384,35,Northstar EnergyMeterPointClass 384,1,1,1,2026-08-24T00:00:00.000
385,EMPC000385,150,Titan EnergyMeterPointClass 385,0,1,1,2026-08-24T00:00:00.000
386,EMPC000386,80,Meridian EnergyMeterPointClass 386,1,1,1,2026-08-24T00:00:00.000
387,EMPC000387,120,Meridian EnergyMeterPointClass 387,1,1,1,2026-08-24T00:00:00.000
388,EMPC000388,141,Summit EnergyMeterPointClass 388,1,1,1,2026-08-24T00:00:00.000
389,EMPC000389,129,Northstar EnergyMeterPointClass 389,1,1,1,2026-08-24T00:00:00.000
390,EMPC000390,82,Summit EnergyMeterPointClass 390,0,1,1,2026-08-24T00:00:00.000
391,EMPC000391,108,Delta EnergyMeterPointClass 391,1,1,1,2026-08-24T00:00:00.000
392,EMPC000392,2,Delta EnergyMeterPointClass 392,1,1,1,2026-08-24T00:00:00.000
393,EMPC000393,88,Unity EnergyMeterPointClass 393,1,1,1,2026-08-24T00:00:00.000
394,EMPC000394,98,Junction EnergyMeterPointClass 394,1,1,1,2026-08-24T00:00:00.000
395,EMPC000395,172,Quartz EnergyMeterPointClass 395,0,1,1,2026-08-24T00:00:00.000
396,EMPC000396,15,Junction EnergyMeterPointClass 396,1,1,1,2026-08-24T00:00:00.000
397,EMPC000397,105,Zenith EnergyMeterPointClass 397,1,1,1,2026-08-24T00:00:00.000
398,EMPC000398,47,Zenith EnergyMeterPointClass 398,1,1,1,2026-08-24T00:00:00.000
399,EMPC000399,104,Willow EnergyMeterPointClass 399,1,1,1,2026-08-24T00:00:00.000
400,EMPC000400,43,Evergreen EnergyMeterPointClass 400,0,1,1,2026-08-24T00:00:00.000
401,EMPC000401,32,Beacon EnergyMeterPointClass 401,1,1,1,2026-08-24T00:00:00.000
402,EMPC000402,174,Ion EnergyMeterPointClass 402,1,1,1,2026-08-24T00:00:00.000
403,EMPC000403,136,Unity EnergyMeterPointClass 403,1,1,1,2026-08-24T00:00:00.000
404,EMPC000404,53,Granite EnergyMeterPointClass 404,1,1,1,2026-08-24T00:00:00.000
405,EMPC000405,47,Northstar EnergyMeterPointClass 405,0,1,1,2026-08-24T00:00:00.000
406,EMPC000406,66,Vertex EnergyMeterPointClass 406,1,1,1,2026-08-24T00:00:00.000
407,EMPC000407,32,Orion EnergyMeterPointClass 407,1,1,1,2026-08-24T00:00:00.000
408,EMPC000408,9,Willow EnergyMeterPointClass 408,1,1,1,2026-08-24T00:00:00.000
409,EMPC000409,51,Evergreen EnergyMeterPointClass 409,1,1,1,2026-08-24T00:00:00.000
410,EMPC000410,115,Granite EnergyMeterPointClass 410,0,1,1,2026-08-24T00:00:00.000
411,EMPC000411,122,Riverton EnergyMeterPointClass 411,1,1,1,2026-08-24T00:00:00.000
412,EMPC000412,47,Titan EnergyMeterPointClass 412,1,1,1,2026-08-24T00:00:00.000
413,EMPC000413,15,Meridian EnergyMeterPointClass 413,1,1,1,2026-08-24T00:00:00.000
414,EMPC000414,43,Keystone EnergyMeterPointClass 414,1,1,1,2026-08-24T00:00:00.000
415,EMPC000415,171,Willow EnergyMeterPointClass 415,0,1,1,2026-08-24T00:00:00.000
416,EMPC000416,71,Ion EnergyMeterPointClass 416,1,1,1,2026-08-24T00:00:00.000
417,EMPC000417,78,Evergreen EnergyMeterPointClass 417,1,1,1,2026-08-24T00:00:00.000
418,EMPC000418,111,Evergreen EnergyMeterPointClass 418,1,1,1,2026-08-24T00:00:00.000
419,EMPC000419,36,Northstar EnergyMeterPointClass 419,1,1,1,2026-08-24T00:00:00.000
420,EMPC000420,133,Granite EnergyMeterPointClass 420,0,1,1,2026-08-24T00:00:00.000
421,EMPC000421,7,Titan EnergyMeterPointClass 421,1,1,1,2026-08-24T00:00:00.000
422,EMPC000422,56,Atlas EnergyMeterPointClass 422,1,1,1,2026-08-24T00:00:00.000
423,EMPC000423,133,Unity EnergyMeterPointClass 423,1,1,1,2026-08-24T00:00:00.000
424,EMPC000424,18,Summit EnergyMeterPointClass 424,1,1,1,2026-08-24T00:00:00.000
425,EMPC000425,179,Liberty EnergyMeterPointClass 425,0,1,1,2026-08-24T00:00:00.000
426,EMPC000426,174,Granite EnergyMeterPointClass 426,1,1,1,2026-08-24T00:00:00.000
427,EMPC000427,28,Northstar EnergyMeterPointClass 427,1,1,1,2026-08-24T00:00:00.000
428,EMPC000428,144,Ion EnergyMeterPointClass 428,1,1,1,2026-08-24T00:00:00.000
429,EMPC000429,77,Riverton EnergyMeterPointClass 429,1,1,1,2026-08-24T00:00:00.000
430,EMPC000430,122,Vertex EnergyMeterPointClass 430,0,1,1,2026-08-24T00:00:00.000
431,EMPC000431,127,Keystone EnergyMeterPointClass 431,1,1,1,2026-08-24T00:00:00.000
432,EMPC000432,177,Keystone EnergyMeterPointClass 432,1,1,1,2026-08-24T00:00:00.000
433,EMPC000433,50,Unity EnergyMeterPointClass 433,1,1,1,2026-08-24T00:00:00.000
434,EMPC000434,17,Ion EnergyMeterPointClass 434,1,1,1,2026-08-24T00:00:00.000
435,EMPC000435,120,Orion EnergyMeterPointClass 435,0,1,1,2026-08-24T00:00:00.000
436,EMPC000436,91,Meridian EnergyMeterPointClass 436,1,1,1,2026-08-24T00:00:00.000
437,EMPC000437,14,Junction EnergyMeterPointClass 437,1,1,1,2026-08-24T00:00:00.000
438,EMPC000438,43,Titan EnergyMeterPointClass 438,1,1,1,2026-08-24T00:00:00.000
439,EMPC000439,12,Pioneer EnergyMeterPointClass 439,1,1,1,2026-08-24T00:00:00.000
440,EMPC000440,27,Titan EnergyMeterPointClass 440,0,1,1,2026-08-24T00:00:00.000
441,EMPC000441,74,Ion EnergyMeterPointClass 441,1,1,1,2026-08-24T00:00:00.000
442,EMPC000442,156,Cedar EnergyMeterPointClass 442,1,1,1,2026-08-24T00:00:00.000
443,EMPC000443,35,Delta EnergyMeterPointClass 443,1,1,1,2026-08-24T00:00:00.000
444,EMPC000444,135,Pioneer EnergyMeterPointClass 444,1,1,1,2026-08-24T00:00:00.000
445,EMPC000445,12,Riverton EnergyMeterPointClass 445,0,1,1,2026-08-24T00:00:00.000
446,EMPC000446,23,Northstar EnergyMeterPointClass 446,1,1,1,2026-08-24T00:00:00.000
447,EMPC000447,102,Pioneer EnergyMeterPointClass 447,1,1,1,2026-08-24T00:00:00.000
448,EMPC000448,124,Beacon EnergyMeterPointClass 448,1,1,1,2026-08-24T00:00:00.000
449,EMPC000449,31,Orion EnergyMeterPointClass 449,1,1,1,2026-08-24T00:00:00.000
450,EMPC000450,134,Ion EnergyMeterPointClass 450,0,1,1,2026-08-24T00:00:00.000
451,EMPC000451,174,Keystone EnergyMeterPointClass 451,1,1,1,2026-08-24T00:00:00.000
452,EMPC000452,162,Beacon EnergyMeterPointClass 452,1,1,1,2026-08-24T00:00:00.000
453,EMPC000453,133,Titan EnergyMeterPointClass 453,1,1,1,2026-08-24T00:00:00.000
454,EMPC000454,136,Ion EnergyMeterPointClass 454,1,1,1,2026-08-24T00:00:00.000
455,EMPC000455,42,Atlas EnergyMeterPointClass 455,0,1,1,2026-08-24T00:00:00.000
456,EMPC000456,71,Liberty EnergyMeterPointClass 456,1,1,1,2026-08-24T00:00:00.000
457,EMPC000457,34,Forge EnergyMeterPointClass 457,1,1,1,2026-08-24T00:00:00.000
458,EMPC000458,148,Titan EnergyMeterPointClass 458,1,1,1,2026-08-24T00:00:00.000
459,EMPC000459,82,Cedar EnergyMeterPointClass 459,1,1,1,2026-08-24T00:00:00.000
460,EMPC000460,131,Ion EnergyMeterPointClass 460,0,1,1,2026-08-24T00:00:00.000
461,EMPC000461,139,Cedar EnergyMeterPointClass 461,1,1,1,2026-08-24T00:00:00.000
462,EMPC000462,53,Beacon EnergyMeterPointClass 462,1,1,1,2026-08-24T00:00:00.000
463,EMPC000463,173,Atlas EnergyMeterPointClass 463,1,1,1,2026-08-24T00:00:00.000
464,EMPC000464,127,Evergreen EnergyMeterPointClass 464,1,1,1,2026-08-24T00:00:00.000
465,EMPC000465,100,Willow EnergyMeterPointClass 465,0,1,1,2026-08-24T00:00:00.000
466,EMPC000466,7,Keystone EnergyMeterPointClass 466,1,1,1,2026-08-24T00:00:00.000
467,EMPC000467,164,Harbor EnergyMeterPointClass 467,1,1,1,2026-08-24T00:00:00.000
468,EMPC000468,104,Willow EnergyMeterPointClass 468,1,1,1,2026-08-24T00:00:00.000
469,EMPC000469,34,Harbor EnergyMeterPointClass 469,1,1,1,2026-08-24T00:00:00.000
470,EMPC000470,95,Pioneer EnergyMeterPointClass 470,0,1,1,2026-08-24T00:00:00.000
471,EMPC000471,158,Riverton EnergyMeterPointClass 471,1,1,1,2026-08-24T00:00:00.000
472,EMPC000472,160,Quartz EnergyMeterPointClass 472,1,1,1,2026-08-24T00:00:00.000
473,EMPC000473,173,Atlas EnergyMeterPointClass 473,1,1,1,2026-08-24T00:00:00.000
474,EMPC000474,162,Liberty EnergyMeterPointClass 474,1,1,1,2026-08-24T00:00:00.000
475,EMPC000475,121,Summit EnergyMeterPointClass 475,0,1,1,2026-08-24T00:00:00.000
476,EMPC000476,127,Summit EnergyMeterPointClass 476,1,1,1,2026-08-24T00:00:00.000
477,EMPC000477,126,Delta EnergyMeterPointClass 477,1,1,1,2026-08-24T00:00:00.000
478,EMPC000478,115,Harbor EnergyMeterPointClass 478,1,1,1,2026-08-24T00:00:00.000
479,EMPC000479,22,Meridian EnergyMeterPointClass 479,1,1,1,2026-08-24T00:00:00.000
480,EMPC000480,165,Granite EnergyMeterPointClass 480,0,1,1,2026-08-24T00:00:00.000
481,EMPC000481,29,Northstar EnergyMeterPointClass 481,1,1,1,2026-08-24T00:00:00.000
482,EMPC000482,82,Orion EnergyMeterPointClass 482,1,1,1,2026-08-24T00:00:00.000
483,EMPC000483,88,Junction EnergyMeterPointClass 483,1,1,1,2026-08-24T00:00:00.000
484,EMPC000484,111,Meridian EnergyMeterPointClass 484,1,1,1,2026-08-24T00:00:00.000
485,EMPC000485,164,Forge EnergyMeterPointClass 485,0,1,1,2026-08-24T00:00:00.000
486,EMPC000486,9,Meridian EnergyMeterPointClass 486,1,1,1,2026-08-24T00:00:00.000
487,EMPC000487,136,Atlas EnergyMeterPointClass 487,1,1,1,2026-08-24T00:00:00.000
488,EMPC000488,173,Beacon EnergyMeterPointClass 488,1,1,1,2026-08-24T00:00:00.000
489,EMPC000489,132,Unity EnergyMeterPointClass 489,1,1,1,2026-08-24T00:00:00.000
490,EMPC000490,82,Quartz EnergyMeterPointClass 490,0,1,1,2026-08-24T00:00:00.000
491,EMPC000491,46,Atlas EnergyMeterPointClass 491,1,1,1,2026-08-24T00:00:00.000
492,EMPC000492,161,Vertex EnergyMeterPointClass 492,1,1,1,2026-08-24T00:00:00.000
493,EMPC000493,154,Northstar EnergyMeterPointClass 493,1,1,1,2026-08-24T00:00:00.000
494,EMPC000494,3,Cedar EnergyMeterPointClass 494,1,1,1,2026-08-24T00:00:00.000
495,EMPC000495,102,Zenith EnergyMeterPointClass 495,0,1,1,2026-08-24T00:00:00.000
496,EMPC000496,38,Unity EnergyMeterPointClass 496,1,1,1,2026-08-24T00:00:00.000
497,EMPC000497,61,Atlas EnergyMeterPointClass 497,1,1,1,2026-08-24T00:00:00.000
498,EMPC000498,50,Evergreen EnergyMeterPointClass 498,1,1,1,2026-08-24T00:00:00.000
499,EMPC000499,6,Junction EnergyMeterPointClass 499,1,1,1,2026-08-24T00:00:00.000
500,EMPC000500,108,Unity EnergyMeterPointClass 500,0,1,1,2026-08-24T00:00:00.000
