QualityInspectionLotKey,InspectionLotNumber,ProductKey,PlantKey,SupplierKey,ProductionLotKey,QualityInspectionTypeKey,QualityResultStatusKey,UnitOfMeasureKey,QualityInspectionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
94,QIL000094,33,11,168,463,7,4,3,Willow QualityInspectionLot 94,QIL000094,1,138.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5784c7a78b3857cbb244480b320c5b9b5784c7a78b3857cbb244480b320c5b9b
95,QIL000095,25,100,90,241,5,11,3,Keystone QualityInspectionLot 95,QIL000095,0,140.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,593191e4f9f552aeacab183770b181fc593191e4f9f552aeacab183770b181fc
96,QIL000096,11,267,9,270,9,11,2,Summit QualityInspectionLot 96,QIL000096,1,141.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,768a4b6a5b975b84b50a9dae7efc3528768a4b6a5b975b84b50a9dae7efc3528
97,QIL000097,347,328,421,481,11,11,4,Titan QualityInspectionLot 97,QIL000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,054a7c730a435c8d98a81735cb4e4d79054a7c730a435c8d98a81735cb4e4d79
98,QIL000098,233,92,213,211,11,5,6,Atlas QualityInspectionLot 98,QIL000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4a098e97ad5d199725772e5a2659e9bb4a098e97ad5d199725772e5a2659e9
99,QIL000099,353,242,257,102,10,12,3,Willow QualityInspectionLot 99,QIL000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78b1d431944e518c8cace055447b41d278b1d431944e518c8cace055447b41d2
100,QIL000100,95,50,108,59,7,10,5,Keystone QualityInspectionLot 100,QIL000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9035b9939eec5f9b88c1f4a8ae4bb6d99035b9939eec5f9b88c1f4a8ae4bb6d9
101,QIL000101,55,176,165,381,6,1,2,Beacon QualityInspectionLot 101,QIL000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,685cbb33436154f4af3cd9d185775c1a685cbb33436154f4af3cd9d185775c1a
102,QIL000102,266,84,-1,-1,8,1,6,Liberty QualityInspectionLot 102,QIL000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3db3603b8ff5656ad5f56b81fe6a0d6f3db3603b8ff5656ad5f56b81fe6a0d6
103,QIL000103,215,150,36,8,2,9,7,Forge QualityInspectionLot 103,QIL000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7c8f54c72355d048c0cea4cc550778ae7c8f54c72355d048c0cea4cc550778a
104,QIL000104,105,288,282,362,8,9,7,Unity QualityInspectionLot 104,QIL000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3d1c77032825fb9b345724d2d1f1be0c3d1c77032825fb9b345724d2d1f1be0
105,QIL000105,159,205,9,248,4,5,5,Evergreen QualityInspectionLot 105,QIL000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,900c9bad89ef575c9925ae9a1c744935900c9bad89ef575c9925ae9a1c744935
106,QIL000106,32,172,106,41,9,1,7,Harbor QualityInspectionLot 106,QIL000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff4ff74e651e5be8aee9aed69ff9d330ff4ff74e651e5be8aee9aed69ff9d330
107,QIL000107,213,25,431,378,11,2,2,Delta QualityInspectionLot 107,QIL000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aefe86602315e888bc53df141b184e70aefe86602315e888bc53df141b184e7
108,QIL000108,329,190,413,303,9,7,3,Northstar QualityInspectionLot 108,QIL000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319008f9bd86555db06b909293d069c6319008f9bd86555db06b909293d069c6
109,QIL000109,137,199,79,429,5,2,6,Keystone QualityInspectionLot 109,QIL000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2470e7e9ab91586bb704eafed621a4432470e7e9ab91586bb704eafed621a443
110,QIL000110,12,156,269,169,10,3,6,Northstar QualityInspectionLot 110,QIL000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b92008da2a5954abd7a8fe2faf5e15c9b92008da2a5954abd7a8fe2faf5e15
111,QIL000111,175,186,454,179,2,3,6,Atlas QualityInspectionLot 111,QIL000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cb47761af9b5b2cab80c7fe8755ffd73cb47761af9b5b2cab80c7fe8755ffd7
112,QIL000112,205,162,79,150,2,7,1,Cedar QualityInspectionLot 112,QIL000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdebde1f9d69538f838300d2e2b5c8b9fdebde1f9d69538f838300d2e2b5c8b9
113,QIL000113,396,42,277,362,11,1,5,Atlas QualityInspectionLot 113,QIL000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32331407cf0f5131af94939a87543f5232331407cf0f5131af94939a87543f52
114,QIL000114,428,73,163,25,1,5,1,Harbor QualityInspectionLot 114,QIL000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68dde32fc1125e009a79acfe56fed97768dde32fc1125e009a79acfe56fed977
115,QIL000115,413,345,340,253,6,7,6,Meridian QualityInspectionLot 115,QIL000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a363ec1ba1d5aa597240bcee10bcda57a363ec1ba1d5aa597240bcee10bcda5
116,QIL000116,193,28,347,62,2,12,2,Harbor QualityInspectionLot 116,QIL000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99b21cbfd0f45afeb4c62564960d291a99b21cbfd0f45afeb4c62564960d291a
117,QIL000117,279,249,193,411,6,9,4,Vertex QualityInspectionLot 117,QIL000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d59b483dec850a3ab89c8e6635168d86d59b483dec850a3ab89c8e6635168d8
118,QIL000118,347,107,269,127,5,1,1,Titan QualityInspectionLot 118,QIL000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24c6070ccf995d2b887795e1809113ca24c6070ccf995d2b887795e1809113ca
119,QIL000119,447,189,-1,-1,6,3,4,Atlas QualityInspectionLot 119,QIL000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,765f58364550561abefc862709378338765f58364550561abefc862709378338
120,QIL000120,431,199,122,447,9,6,6,Summit QualityInspectionLot 120,QIL000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ff41e6a72a85f6f84d1c539c359c9b95ff41e6a72a85f6f84d1c539c359c9b9
121,QIL000121,180,347,326,231,9,5,1,Cedar QualityInspectionLot 121,QIL000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cc4b533486957c3828139619eed28ec2cc4b533486957c3828139619eed28ec
122,QIL000122,80,246,229,213,12,4,3,Forge QualityInspectionLot 122,QIL000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3fcac663ab753b384f1138a35c9a798e3fcac663ab753b384f1138a35c9a798
123,QIL000123,31,340,337,4,6,3,1,Beacon QualityInspectionLot 123,QIL000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3543ffbb71895740bbd654a29302cc593543ffbb71895740bbd654a29302cc59
124,QIL000124,341,109,371,162,2,2,2,Quartz QualityInspectionLot 124,QIL000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64cfbe1f0c495373b85540e5f60c21ab64cfbe1f0c495373b85540e5f60c21ab
125,QIL000125,477,267,187,101,6,3,1,Forge QualityInspectionLot 125,QIL000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f184bfeb0bf59c28978192fee49f23e7f184bfeb0bf59c28978192fee49f23e
126,QIL000126,230,208,200,29,2,3,5,Beacon QualityInspectionLot 126,QIL000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34c6635b1d72523cb8f44353b2eb927634c6635b1d72523cb8f44353b2eb9276
127,QIL000127,266,26,340,273,4,12,7,Ion QualityInspectionLot 127,QIL000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a85819fb5ac5973a3115ba6844702192a85819fb5ac5973a3115ba684470219
128,QIL000128,325,207,383,241,5,4,2,Willow QualityInspectionLot 128,QIL000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,041a8308308c59bba4e58cb4b291005e041a8308308c59bba4e58cb4b291005e
129,QIL000129,296,308,376,59,7,1,4,Ion QualityInspectionLot 129,QIL000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aac65201c2715bb29d2c4d4ae87de4cbaac65201c2715bb29d2c4d4ae87de4cb
130,QIL000130,159,162,485,84,10,2,3,Forge QualityInspectionLot 130,QIL000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c350a168845852f999e912e9807c42e9c350a168845852f999e912e9807c42e9
131,QIL000131,205,155,255,301,5,12,6,Vertex QualityInspectionLot 131,QIL000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e0b10fb238513d81372e791292d6ac43e0b10fb238513d81372e791292d6ac
132,QIL000132,132,339,485,148,6,7,1,Meridian QualityInspectionLot 132,QIL000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,784f3313777857e092f5794d1f7c6aec784f3313777857e092f5794d1f7c6aec
133,QIL000133,462,266,43,327,12,12,4,Ion QualityInspectionLot 133,QIL000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5affa7e2bcf55ecab2661e0582cae6455affa7e2bcf55ecab2661e0582cae645
134,QIL000134,190,308,109,44,3,3,7,Liberty QualityInspectionLot 134,QIL000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dc8ed3dc52f5e208bc9265dfdebb03e5dc8ed3dc52f5e208bc9265dfdebb03e
135,QIL000135,312,200,156,244,10,1,3,Junction QualityInspectionLot 135,QIL000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eed2c7c6268453979a43123fb66e2e0deed2c7c6268453979a43123fb66e2e0d
136,QIL000136,489,94,-1,-1,5,2,1,Meridian QualityInspectionLot 136,QIL000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd0dfe0f039a5009b6fe58ae3770723afd0dfe0f039a5009b6fe58ae3770723a
137,QIL000137,384,107,268,219,1,1,2,Granite QualityInspectionLot 137,QIL000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964ee4ef4cf959488efe8919a1f3dcc5964ee4ef4cf959488efe8919a1f3dcc5
138,QIL000138,376,18,243,171,3,9,2,Ion QualityInspectionLot 138,QIL000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d85e4f9546fc5cd394577029efd0a844d85e4f9546fc5cd394577029efd0a844
139,QIL000139,304,147,197,191,12,11,6,Willow QualityInspectionLot 139,QIL000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122a97da4196591a9b1a86e06985cb14122a97da4196591a9b1a86e06985cb14
140,QIL000140,300,212,119,84,1,8,5,Keystone QualityInspectionLot 140,QIL000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34b81a7717c0528f89692136d7c03a5634b81a7717c0528f89692136d7c03a56
141,QIL000141,152,314,77,383,5,10,7,Ion QualityInspectionLot 141,QIL000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff53a4eb4e5553e923e931fff085df79ff53a4eb4e5553e923e931fff085df7
142,QIL000142,380,319,145,54,4,11,4,Meridian QualityInspectionLot 142,QIL000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6326894d32b5550876ae4039bf3639bb6326894d32b5550876ae4039bf3639b
143,QIL000143,412,342,200,447,4,11,5,Delta QualityInspectionLot 143,QIL000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62b76959bcee598080ded828f3fe955662b76959bcee598080ded828f3fe9556
144,QIL000144,330,323,319,170,4,3,2,Unity QualityInspectionLot 144,QIL000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06c5293b1c3501897ae9aad7b2e8917a06c5293b1c3501897ae9aad7b2e8917
145,QIL000145,25,62,32,459,9,4,2,Titan QualityInspectionLot 145,QIL000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ddaa40d6bb50ecb9a5bbe0776b2d43f0ddaa40d6bb50ecb9a5bbe0776b2d43
146,QIL000146,34,244,277,259,12,7,5,Junction QualityInspectionLot 146,QIL000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30ca9e88861b5de5adf69f2a86b385d230ca9e88861b5de5adf69f2a86b385d2
147,QIL000147,332,146,99,366,11,5,6,Willow QualityInspectionLot 147,QIL000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42c7ea8381825caf9056c83b1cec0c6d42c7ea8381825caf9056c83b1cec0c6d
148,QIL000148,370,329,346,361,3,1,1,Atlas QualityInspectionLot 148,QIL000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c27ba1dfac36588a8961ac1a7064838dc27ba1dfac36588a8961ac1a7064838d
149,QIL000149,126,54,309,171,7,12,5,Meridian QualityInspectionLot 149,QIL000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f576c7540337519985028e623815b1e4f576c7540337519985028e623815b1e4
150,QIL000150,383,301,152,382,9,2,1,Zenith QualityInspectionLot 150,QIL000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0cb6b2ac7555e62935302525900e7cda0cb6b2ac7555e62935302525900e7cd
151,QIL000151,47,203,29,399,1,12,7,Vertex QualityInspectionLot 151,QIL000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dc4c676b6f5507d96b900b6a0bfea1d9dc4c676b6f5507d96b900b6a0bfea1d
152,QIL000152,228,96,28,404,4,9,1,Liberty QualityInspectionLot 152,QIL000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d15f38062afd551f99d616152de693ced15f38062afd551f99d616152de693ce
153,QIL000153,158,49,-1,-1,9,3,1,Liberty QualityInspectionLot 153,QIL000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e3f4825889e53c6b262369fc19e2b146e3f4825889e53c6b262369fc19e2b14
154,QIL000154,341,175,470,498,8,6,3,Delta QualityInspectionLot 154,QIL000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,283f8e12f562515691b1f429d62dd892283f8e12f562515691b1f429d62dd892
155,QIL000155,122,240,6,122,1,5,4,Titan QualityInspectionLot 155,QIL000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9f97a2c1b6551948a75c1d0ce9244c8a9f97a2c1b6551948a75c1d0ce9244c8
156,QIL000156,260,2,319,388,3,9,2,Keystone QualityInspectionLot 156,QIL000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6b6f4af734853d3921a1ac6f530ad25d6b6f4af734853d3921a1ac6f530ad25
157,QIL000157,99,176,11,8,11,2,4,Keystone QualityInspectionLot 157,QIL000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1ab597a56105e18aa40fb2ff228147ff1ab597a56105e18aa40fb2ff228147f
158,QIL000158,48,229,301,257,5,8,2,Evergreen QualityInspectionLot 158,QIL000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3c6135bebbd538085370932d9c97feea3c6135bebbd538085370932d9c97fee
159,QIL000159,115,116,339,192,3,5,5,Atlas QualityInspectionLot 159,QIL000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3b6085446625ec89a2d3f9672e33aa7c3b6085446625ec89a2d3f9672e33aa7
160,QIL000160,205,25,465,401,7,7,3,Evergreen QualityInspectionLot 160,QIL000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cacd24361325a1a9424de7373a54b2a1cacd24361325a1a9424de7373a54b2a
161,QIL000161,262,193,381,101,4,5,2,Liberty QualityInspectionLot 161,QIL000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af03a0483e805648a674be61d3c6d248af03a0483e805648a674be61d3c6d248
162,QIL000162,327,122,387,57,10,11,5,Forge QualityInspectionLot 162,QIL000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a37ad68cc46f512f9a921bb53bfc6aa6a37ad68cc46f512f9a921bb53bfc6aa6
163,QIL000163,251,85,372,198,12,7,2,Riverton QualityInspectionLot 163,QIL000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f0014dec555ebea392dbf87d7b182143f0014dec555ebea392dbf87d7b1821
164,QIL000164,343,29,370,459,2,7,3,Northstar QualityInspectionLot 164,QIL000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d2137eec47355738adf277788950dfe3d2137eec47355738adf277788950dfe
165,QIL000165,490,253,377,213,11,1,7,Zenith QualityInspectionLot 165,QIL000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f76f5cd27605ae9a90f17faac5919be8f76f5cd27605ae9a90f17faac5919be
166,QIL000166,499,235,54,333,1,8,3,Atlas QualityInspectionLot 166,QIL000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fab0a0c49341595f876d00f688d8b0fbfab0a0c49341595f876d00f688d8b0fb
167,QIL000167,443,239,290,61,7,9,3,Titan QualityInspectionLot 167,QIL000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80592d94a8a556938c02f8b73a26a62480592d94a8a556938c02f8b73a26a624
168,QIL000168,80,69,467,102,6,11,7,Summit QualityInspectionLot 168,QIL000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94470223b8b250578685e01427f58d3a94470223b8b250578685e01427f58d3a
169,QIL000169,366,241,15,303,8,9,6,Meridian QualityInspectionLot 169,QIL000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,082590e22a7552d6af8989fd3d73e7e0082590e22a7552d6af8989fd3d73e7e0
170,QIL000170,27,228,-1,-1,7,2,7,Willow QualityInspectionLot 170,QIL000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,282b3a751ddb5988a6688ae6fd0ba4ab282b3a751ddb5988a6688ae6fd0ba4ab
171,QIL000171,152,8,94,229,6,7,6,Orion QualityInspectionLot 171,QIL000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a4ee1eb334653adae7327e504173a362a4ee1eb334653adae7327e504173a36
172,QIL000172,143,293,248,397,7,4,5,Granite QualityInspectionLot 172,QIL000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a0cb06083df5b18b2f8bc13094f1b0d8a0cb06083df5b18b2f8bc13094f1b0d
173,QIL000173,475,108,365,390,8,11,7,Delta QualityInspectionLot 173,QIL000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9efbc91b5b5d59e3a21b94de0732985f9efbc91b5b5d59e3a21b94de0732985f
174,QIL000174,412,243,363,252,3,2,1,Riverton QualityInspectionLot 174,QIL000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c197911e0d75b669b9bbc7cc5511e550c197911e0d75b669b9bbc7cc5511e55
175,QIL000175,136,200,131,402,3,7,2,Orion QualityInspectionLot 175,QIL000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc34e9c8cf0f5fea9e7d177157751394cc34e9c8cf0f5fea9e7d177157751394
176,QIL000176,274,71,366,110,10,4,1,Beacon QualityInspectionLot 176,QIL000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a637eddf5d5536f83af16015388e9570a637eddf5d5536f83af16015388e957
177,QIL000177,162,115,254,176,11,5,6,Orion QualityInspectionLot 177,QIL000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d6e8a6f146a5f54857515956ece468f0d6e8a6f146a5f54857515956ece468f
178,QIL000178,403,132,206,71,2,1,1,Meridian QualityInspectionLot 178,QIL000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964382d60c945aed8fd758829e11020f964382d60c945aed8fd758829e11020f
179,QIL000179,466,247,256,11,5,9,4,Titan QualityInspectionLot 179,QIL000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f6da5b736f5bbf9e158c00338e28bc49f6da5b736f5bbf9e158c00338e28bc
180,QIL000180,414,135,15,135,7,8,5,Vertex QualityInspectionLot 180,QIL000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c0a89a82e025934833c5fc2458bf4741c0a89a82e025934833c5fc2458bf474
181,QIL000181,101,39,456,228,8,2,6,Evergreen QualityInspectionLot 181,QIL000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,766b62efd6405d2b847628c08390993e766b62efd6405d2b847628c08390993e
182,QIL000182,356,195,26,192,2,8,5,Willow QualityInspectionLot 182,QIL000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e221526d89b35e6f821a81f6cb1d9e9be221526d89b35e6f821a81f6cb1d9e9b
183,QIL000183,94,226,148,344,11,8,6,Evergreen QualityInspectionLot 183,QIL000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ca1f4ebaa75081b834bf5d810c6e10f2ca1f4ebaa75081b834bf5d810c6e10
184,QIL000184,169,35,245,253,2,6,6,Zenith QualityInspectionLot 184,QIL000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef40bd11473c5d138038187c3b0cb1a2ef40bd11473c5d138038187c3b0cb1a2
185,QIL000185,30,55,423,494,5,5,4,Delta QualityInspectionLot 185,QIL000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e53703b67cd506ab7ef430dbd848eb23e53703b67cd506ab7ef430dbd848eb2
186,QIL000186,444,232,18,292,3,5,3,Forge QualityInspectionLot 186,QIL000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d85b5eb3726757a29cb66f6d9112fe5fd85b5eb3726757a29cb66f6d9112fe5f
187,QIL000187,421,229,-1,-1,5,3,6,Unity QualityInspectionLot 187,QIL000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3343fe627e8e5aaf952b98575e1123013343fe627e8e5aaf952b98575e112301
188,QIL000188,18,89,293,397,4,12,4,Liberty QualityInspectionLot 188,QIL000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,990e48779b2758dd94c2773130173b34990e48779b2758dd94c2773130173b34
189,QIL000189,486,196,497,474,6,3,2,Beacon QualityInspectionLot 189,QIL000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c82b193559b5507a87b68b27bf867fa4c82b193559b5507a87b68b27bf867fa
