MaintenanceFailureCauseKey,MaintenanceFailureCauseCode,MaintenanceFailureModeKey,MaintenanceFailureCauseName,SourceSystemKey,BatchId,LoadedAtUtc
296,MFC000296,111,Harbor MaintenanceFailureCause 296,1,1,2026-08-24T00:00:00.000
297,MFC000297,96,Unity MaintenanceFailureCause 297,1,1,2026-08-24T00:00:00.000
298,MFC000298,99,Orion MaintenanceFailureCause 298,1,1,2026-08-24T00:00:00.000
299,MFC000299,49,Evergreen MaintenanceFailureCause 299,1,1,2026-08-24T00:00:00.000
300,MFC000300,148,Pioneer MaintenanceFailureCause 300,1,1,2026-08-24T00:00:00.000
301,MFC000301,39,Riverton MaintenanceFailureCause 301,1,1,2026-08-24T00:00:00.000
302,MFC000302,121,Keystone MaintenanceFailureCause 302,1,1,2026-08-24T00:00:00.000
303,MFC000303,19,Cedar MaintenanceFailureCause 303,1,1,2026-08-24T00:00:00.000
304,MFC000304,44,Riverton MaintenanceFailureCause 304,1,1,2026-08-24T00:00:00.000
305,MFC000305,18,Quartz MaintenanceFailureCause 305,1,1,2026-08-24T00:00:00.000
306,MFC000306,5,Beacon MaintenanceFailureCause 306,1,1,2026-08-24T00:00:00.000
307,MFC000307,6,Delta MaintenanceFailureCause 307,1,1,2026-08-24T00:00:00.000
308,MFC000308,65,Keystone MaintenanceFailureCause 308,1,1,2026-08-24T00:00:00.000
309,MFC000309,71,Junction MaintenanceFailureCause 309,1,1,2026-08-24T00:00:00.000
310,MFC000310,158,Zenith MaintenanceFailureCause 310,1,1,2026-08-24T00:00:00.000
311,MFC000311,117,Evergreen MaintenanceFailureCause 311,1,1,2026-08-24T00:00:00.000
312,MFC000312,53,Cedar MaintenanceFailureCause 312,1,1,2026-08-24T00:00:00.000
313,MFC000313,24,Delta MaintenanceFailureCause 313,1,1,2026-08-24T00:00:00.000
314,MFC000314,99,Zenith MaintenanceFailureCause 314,1,1,2026-08-24T00:00:00.000
315,MFC000315,18,Forge MaintenanceFailureCause 315,1,1,2026-08-24T00:00:00.000
316,MFC000316,127,Forge MaintenanceFailureCause 316,1,1,2026-08-24T00:00:00.000
317,MFC000317,1,Granite MaintenanceFailureCause 317,1,1,2026-08-24T00:00:00.000
318,MFC000318,131,Summit MaintenanceFailureCause 318,1,1,2026-08-24T00:00:00.000
319,MFC000319,108,Forge MaintenanceFailureCause 319,1,1,2026-08-24T00:00:00.000
320,MFC000320,129,Titan MaintenanceFailureCause 320,1,1,2026-08-24T00:00:00.000
321,MFC000321,120,Keystone MaintenanceFailureCause 321,1,1,2026-08-24T00:00:00.000
322,MFC000322,64,Unity MaintenanceFailureCause 322,1,1,2026-08-24T00:00:00.000
323,MFC000323,39,Summit MaintenanceFailureCause 323,1,1,2026-08-24T00:00:00.000
324,MFC000324,70,Pioneer MaintenanceFailureCause 324,1,1,2026-08-24T00:00:00.000
325,MFC000325,99,Beacon MaintenanceFailureCause 325,1,1,2026-08-24T00:00:00.000
326,MFC000326,82,Keystone MaintenanceFailureCause 326,1,1,2026-08-24T00:00:00.000
327,MFC000327,148,Ion MaintenanceFailureCause 327,1,1,2026-08-24T00:00:00.000
328,MFC000328,108,Evergreen MaintenanceFailureCause 328,1,1,2026-08-24T00:00:00.000
329,MFC000329,157,Zenith MaintenanceFailureCause 329,1,1,2026-08-24T00:00:00.000
330,MFC000330,87,Junction MaintenanceFailureCause 330,1,1,2026-08-24T00:00:00.000
331,MFC000331,65,Cedar MaintenanceFailureCause 331,1,1,2026-08-24T00:00:00.000
332,MFC000332,52,Summit MaintenanceFailureCause 332,1,1,2026-08-24T00:00:00.000
333,MFC000333,45,Cedar MaintenanceFailureCause 333,1,1,2026-08-24T00:00:00.000
334,MFC000334,87,Junction MaintenanceFailureCause 334,1,1,2026-08-24T00:00:00.000
335,MFC000335,112,Forge MaintenanceFailureCause 335,1,1,2026-08-24T00:00:00.000
336,MFC000336,133,Willow MaintenanceFailureCause 336,1,1,2026-08-24T00:00:00.000
337,MFC000337,4,Forge MaintenanceFailureCause 337,1,1,2026-08-24T00:00:00.000
338,MFC000338,57,Unity MaintenanceFailureCause 338,1,1,2026-08-24T00:00:00.000
339,MFC000339,29,Willow MaintenanceFailureCause 339,1,1,2026-08-24T00:00:00.000
340,MFC000340,56,Beacon MaintenanceFailureCause 340,1,1,2026-08-24T00:00:00.000
341,MFC000341,68,Delta MaintenanceFailureCause 341,1,1,2026-08-24T00:00:00.000
342,MFC000342,142,Harbor MaintenanceFailureCause 342,1,1,2026-08-24T00:00:00.000
343,MFC000343,140,Harbor MaintenanceFailureCause 343,1,1,2026-08-24T00:00:00.000
344,MFC000344,14,Granite MaintenanceFailureCause 344,1,1,2026-08-24T00:00:00.000
345,MFC000345,68,Granite MaintenanceFailureCause 345,1,1,2026-08-24T00:00:00.000
346,MFC000346,122,Vertex MaintenanceFailureCause 346,1,1,2026-08-24T00:00:00.000
347,MFC000347,29,Northstar MaintenanceFailureCause 347,1,1,2026-08-24T00:00:00.000
348,MFC000348,109,Quartz MaintenanceFailureCause 348,1,1,2026-08-24T00:00:00.000
349,MFC000349,85,Riverton MaintenanceFailureCause 349,1,1,2026-08-24T00:00:00.000
350,MFC000350,23,Beacon MaintenanceFailureCause 350,1,1,2026-08-24T00:00:00.000
351,MFC000351,140,Summit MaintenanceFailureCause 351,1,1,2026-08-24T00:00:00.000
352,MFC000352,112,Evergreen MaintenanceFailureCause 352,1,1,2026-08-24T00:00:00.000
353,MFC000353,109,Titan MaintenanceFailureCause 353,1,1,2026-08-24T00:00:00.000
354,MFC000354,69,Liberty MaintenanceFailureCause 354,1,1,2026-08-24T00:00:00.000
355,MFC000355,86,Evergreen MaintenanceFailureCause 355,1,1,2026-08-24T00:00:00.000
356,MFC000356,126,Atlas MaintenanceFailureCause 356,1,1,2026-08-24T00:00:00.000
357,MFC000357,49,Liberty MaintenanceFailureCause 357,1,1,2026-08-24T00:00:00.000
358,MFC000358,21,Meridian MaintenanceFailureCause 358,1,1,2026-08-24T00:00:00.000
359,MFC000359,100,Pioneer MaintenanceFailureCause 359,1,1,2026-08-24T00:00:00.000
360,MFC000360,51,Willow MaintenanceFailureCause 360,1,1,2026-08-24T00:00:00.000
361,MFC000361,42,Forge MaintenanceFailureCause 361,1,1,2026-08-24T00:00:00.000
362,MFC000362,38,Delta MaintenanceFailureCause 362,1,1,2026-08-24T00:00:00.000
363,MFC000363,54,Unity MaintenanceFailureCause 363,1,1,2026-08-24T00:00:00.000
364,MFC000364,19,Zenith MaintenanceFailureCause 364,1,1,2026-08-24T00:00:00.000
365,MFC000365,67,Northstar MaintenanceFailureCause 365,1,1,2026-08-24T00:00:00.000
366,MFC000366,116,Harbor MaintenanceFailureCause 366,1,1,2026-08-24T00:00:00.000
367,MFC000367,17,Forge MaintenanceFailureCause 367,1,1,2026-08-24T00:00:00.000
368,MFC000368,142,Northstar MaintenanceFailureCause 368,1,1,2026-08-24T00:00:00.000
369,MFC000369,24,Keystone MaintenanceFailureCause 369,1,1,2026-08-24T00:00:00.000
370,MFC000370,61,Summit MaintenanceFailureCause 370,1,1,2026-08-24T00:00:00.000
371,MFC000371,132,Riverton MaintenanceFailureCause 371,1,1,2026-08-24T00:00:00.000
372,MFC000372,73,Liberty MaintenanceFailureCause 372,1,1,2026-08-24T00:00:00.000
373,MFC000373,69,Pioneer MaintenanceFailureCause 373,1,1,2026-08-24T00:00:00.000
374,MFC000374,153,Pioneer MaintenanceFailureCause 374,1,1,2026-08-24T00:00:00.000
375,MFC000375,36,Forge MaintenanceFailureCause 375,1,1,2026-08-24T00:00:00.000
376,MFC000376,110,Delta MaintenanceFailureCause 376,1,1,2026-08-24T00:00:00.000
377,MFC000377,131,Liberty MaintenanceFailureCause 377,1,1,2026-08-24T00:00:00.000
378,MFC000378,83,Granite MaintenanceFailureCause 378,1,1,2026-08-24T00:00:00.000
379,MFC000379,78,Forge MaintenanceFailureCause 379,1,1,2026-08-24T00:00:00.000
380,MFC000380,39,Zenith MaintenanceFailureCause 380,1,1,2026-08-24T00:00:00.000
381,MFC000381,94,Harbor MaintenanceFailureCause 381,1,1,2026-08-24T00:00:00.000
382,MFC000382,98,Keystone MaintenanceFailureCause 382,1,1,2026-08-24T00:00:00.000
383,MFC000383,26,Willow MaintenanceFailureCause 383,1,1,2026-08-24T00:00:00.000
384,MFC000384,99,Granite MaintenanceFailureCause 384,1,1,2026-08-24T00:00:00.000
385,MFC000385,98,Zenith MaintenanceFailureCause 385,1,1,2026-08-24T00:00:00.000
386,MFC000386,95,Zenith MaintenanceFailureCause 386,1,1,2026-08-24T00:00:00.000
387,MFC000387,8,Beacon MaintenanceFailureCause 387,1,1,2026-08-24T00:00:00.000
388,MFC000388,29,Delta MaintenanceFailureCause 388,1,1,2026-08-24T00:00:00.000
389,MFC000389,123,Northstar MaintenanceFailureCause 389,1,1,2026-08-24T00:00:00.000
390,MFC000390,107,Harbor MaintenanceFailureCause 390,1,1,2026-08-24T00:00:00.000
391,MFC000391,27,Delta MaintenanceFailureCause 391,1,1,2026-08-24T00:00:00.000
392,MFC000392,55,Titan MaintenanceFailureCause 392,1,1,2026-08-24T00:00:00.000
393,MFC000393,125,Keystone MaintenanceFailureCause 393,1,1,2026-08-24T00:00:00.000
394,MFC000394,144,Vertex MaintenanceFailureCause 394,1,1,2026-08-24T00:00:00.000
395,MFC000395,82,Beacon MaintenanceFailureCause 395,1,1,2026-08-24T00:00:00.000
396,MFC000396,48,Liberty MaintenanceFailureCause 396,1,1,2026-08-24T00:00:00.000
397,MFC000397,90,Willow MaintenanceFailureCause 397,1,1,2026-08-24T00:00:00.000
398,MFC000398,30,Willow MaintenanceFailureCause 398,1,1,2026-08-24T00:00:00.000
399,MFC000399,119,Quartz MaintenanceFailureCause 399,1,1,2026-08-24T00:00:00.000
400,MFC000400,22,Titan MaintenanceFailureCause 400,1,1,2026-08-24T00:00:00.000
401,MFC000401,22,Evergreen MaintenanceFailureCause 401,1,1,2026-08-24T00:00:00.000
402,MFC000402,88,Keystone MaintenanceFailureCause 402,1,1,2026-08-24T00:00:00.000
403,MFC000403,16,Granite MaintenanceFailureCause 403,1,1,2026-08-24T00:00:00.000
404,MFC000404,76,Orion MaintenanceFailureCause 404,1,1,2026-08-24T00:00:00.000
405,MFC000405,86,Harbor MaintenanceFailureCause 405,1,1,2026-08-24T00:00:00.000
406,MFC000406,134,Vertex MaintenanceFailureCause 406,1,1,2026-08-24T00:00:00.000
407,MFC000407,78,Vertex MaintenanceFailureCause 407,1,1,2026-08-24T00:00:00.000
408,MFC000408,64,Riverton MaintenanceFailureCause 408,1,1,2026-08-24T00:00:00.000
409,MFC000409,81,Quartz MaintenanceFailureCause 409,1,1,2026-08-24T00:00:00.000
410,MFC000410,51,Liberty MaintenanceFailureCause 410,1,1,2026-08-24T00:00:00.000
411,MFC000411,100,Liberty MaintenanceFailureCause 411,1,1,2026-08-24T00:00:00.000
412,MFC000412,156,Titan MaintenanceFailureCause 412,1,1,2026-08-24T00:00:00.000
413,MFC000413,103,Beacon MaintenanceFailureCause 413,1,1,2026-08-24T00:00:00.000
414,MFC000414,158,Ion MaintenanceFailureCause 414,1,1,2026-08-24T00:00:00.000
415,MFC000415,49,Meridian MaintenanceFailureCause 415,1,1,2026-08-24T00:00:00.000
416,MFC000416,139,Northstar MaintenanceFailureCause 416,1,1,2026-08-24T00:00:00.000
417,MFC000417,135,Northstar MaintenanceFailureCause 417,1,1,2026-08-24T00:00:00.000
418,MFC000418,154,Liberty MaintenanceFailureCause 418,1,1,2026-08-24T00:00:00.000
419,MFC000419,105,Pioneer MaintenanceFailureCause 419,1,1,2026-08-24T00:00:00.000
420,MFC000420,137,Summit MaintenanceFailureCause 420,1,1,2026-08-24T00:00:00.000
421,MFC000421,142,Meridian MaintenanceFailureCause 421,1,1,2026-08-24T00:00:00.000
422,MFC000422,125,Summit MaintenanceFailureCause 422,1,1,2026-08-24T00:00:00.000
423,MFC000423,139,Meridian MaintenanceFailureCause 423,1,1,2026-08-24T00:00:00.000
424,MFC000424,129,Junction MaintenanceFailureCause 424,1,1,2026-08-24T00:00:00.000
425,MFC000425,87,Keystone MaintenanceFailureCause 425,1,1,2026-08-24T00:00:00.000
426,MFC000426,5,Junction MaintenanceFailureCause 426,1,1,2026-08-24T00:00:00.000
427,MFC000427,113,Atlas MaintenanceFailureCause 427,1,1,2026-08-24T00:00:00.000
428,MFC000428,154,Meridian MaintenanceFailureCause 428,1,1,2026-08-24T00:00:00.000
429,MFC000429,36,Unity MaintenanceFailureCause 429,1,1,2026-08-24T00:00:00.000
430,MFC000430,64,Delta MaintenanceFailureCause 430,1,1,2026-08-24T00:00:00.000
431,MFC000431,55,Meridian MaintenanceFailureCause 431,1,1,2026-08-24T00:00:00.000
432,MFC000432,65,Delta MaintenanceFailureCause 432,1,1,2026-08-24T00:00:00.000
433,MFC000433,96,Vertex MaintenanceFailureCause 433,1,1,2026-08-24T00:00:00.000
434,MFC000434,65,Evergreen MaintenanceFailureCause 434,1,1,2026-08-24T00:00:00.000
435,MFC000435,48,Junction MaintenanceFailureCause 435,1,1,2026-08-24T00:00:00.000
436,MFC000436,60,Evergreen MaintenanceFailureCause 436,1,1,2026-08-24T00:00:00.000
437,MFC000437,30,Northstar MaintenanceFailureCause 437,1,1,2026-08-24T00:00:00.000
438,MFC000438,123,Pioneer MaintenanceFailureCause 438,1,1,2026-08-24T00:00:00.000
439,MFC000439,47,Evergreen MaintenanceFailureCause 439,1,1,2026-08-24T00:00:00.000
440,MFC000440,15,Quartz MaintenanceFailureCause 440,1,1,2026-08-24T00:00:00.000
441,MFC000441,24,Harbor MaintenanceFailureCause 441,1,1,2026-08-24T00:00:00.000
442,MFC000442,74,Willow MaintenanceFailureCause 442,1,1,2026-08-24T00:00:00.000
443,MFC000443,63,Beacon MaintenanceFailureCause 443,1,1,2026-08-24T00:00:00.000
444,MFC000444,56,Willow MaintenanceFailureCause 444,1,1,2026-08-24T00:00:00.000
445,MFC000445,130,Granite MaintenanceFailureCause 445,1,1,2026-08-24T00:00:00.000
446,MFC000446,130,Vertex MaintenanceFailureCause 446,1,1,2026-08-24T00:00:00.000
447,MFC000447,36,Beacon MaintenanceFailureCause 447,1,1,2026-08-24T00:00:00.000
448,MFC000448,96,Forge MaintenanceFailureCause 448,1,1,2026-08-24T00:00:00.000
449,MFC000449,50,Titan MaintenanceFailureCause 449,1,1,2026-08-24T00:00:00.000
450,MFC000450,101,Harbor MaintenanceFailureCause 450,1,1,2026-08-24T00:00:00.000
451,MFC000451,51,Ion MaintenanceFailureCause 451,1,1,2026-08-24T00:00:00.000
452,MFC000452,61,Pioneer MaintenanceFailureCause 452,1,1,2026-08-24T00:00:00.000
453,MFC000453,6,Pioneer MaintenanceFailureCause 453,1,1,2026-08-24T00:00:00.000
454,MFC000454,130,Meridian MaintenanceFailureCause 454,1,1,2026-08-24T00:00:00.000
455,MFC000455,103,Zenith MaintenanceFailureCause 455,1,1,2026-08-24T00:00:00.000
456,MFC000456,10,Willow MaintenanceFailureCause 456,1,1,2026-08-24T00:00:00.000
457,MFC000457,44,Meridian MaintenanceFailureCause 457,1,1,2026-08-24T00:00:00.000
458,MFC000458,70,Riverton MaintenanceFailureCause 458,1,1,2026-08-24T00:00:00.000
459,MFC000459,55,Atlas MaintenanceFailureCause 459,1,1,2026-08-24T00:00:00.000
460,MFC000460,32,Summit MaintenanceFailureCause 460,1,1,2026-08-24T00:00:00.000
461,MFC000461,82,Titan MaintenanceFailureCause 461,1,1,2026-08-24T00:00:00.000
462,MFC000462,36,Atlas MaintenanceFailureCause 462,1,1,2026-08-24T00:00:00.000
463,MFC000463,70,Evergreen MaintenanceFailureCause 463,1,1,2026-08-24T00:00:00.000
464,MFC000464,32,Atlas MaintenanceFailureCause 464,1,1,2026-08-24T00:00:00.000
465,MFC000465,102,Northstar MaintenanceFailureCause 465,1,1,2026-08-24T00:00:00.000
466,MFC000466,158,Granite MaintenanceFailureCause 466,1,1,2026-08-24T00:00:00.000
467,MFC000467,119,Cedar MaintenanceFailureCause 467,1,1,2026-08-24T00:00:00.000
468,MFC000468,159,Keystone MaintenanceFailureCause 468,1,1,2026-08-24T00:00:00.000
469,MFC000469,10,Summit MaintenanceFailureCause 469,1,1,2026-08-24T00:00:00.000
470,MFC000470,93,Atlas MaintenanceFailureCause 470,1,1,2026-08-24T00:00:00.000
471,MFC000471,74,Quartz MaintenanceFailureCause 471,1,1,2026-08-24T00:00:00.000
472,MFC000472,100,Harbor MaintenanceFailureCause 472,1,1,2026-08-24T00:00:00.000
473,MFC000473,91,Ion MaintenanceFailureCause 473,1,1,2026-08-24T00:00:00.000
474,MFC000474,58,Atlas MaintenanceFailureCause 474,1,1,2026-08-24T00:00:00.000
475,MFC000475,113,Quartz MaintenanceFailureCause 475,1,1,2026-08-24T00:00:00.000
476,MFC000476,155,Delta MaintenanceFailureCause 476,1,1,2026-08-24T00:00:00.000
477,MFC000477,39,Northstar MaintenanceFailureCause 477,1,1,2026-08-24T00:00:00.000
478,MFC000478,31,Harbor MaintenanceFailureCause 478,1,1,2026-08-24T00:00:00.000
479,MFC000479,126,Northstar MaintenanceFailureCause 479,1,1,2026-08-24T00:00:00.000
480,MFC000480,6,Unity MaintenanceFailureCause 480,1,1,2026-08-24T00:00:00.000
481,MFC000481,31,Willow MaintenanceFailureCause 481,1,1,2026-08-24T00:00:00.000
482,MFC000482,46,Pioneer MaintenanceFailureCause 482,1,1,2026-08-24T00:00:00.000
483,MFC000483,34,Delta MaintenanceFailureCause 483,1,1,2026-08-24T00:00:00.000
484,MFC000484,93,Cedar MaintenanceFailureCause 484,1,1,2026-08-24T00:00:00.000
485,MFC000485,24,Cedar MaintenanceFailureCause 485,1,1,2026-08-24T00:00:00.000
486,MFC000486,40,Evergreen MaintenanceFailureCause 486,1,1,2026-08-24T00:00:00.000
487,MFC000487,18,Evergreen MaintenanceFailureCause 487,1,1,2026-08-24T00:00:00.000
488,MFC000488,126,Zenith MaintenanceFailureCause 488,1,1,2026-08-24T00:00:00.000
489,MFC000489,134,Granite MaintenanceFailureCause 489,1,1,2026-08-24T00:00:00.000
490,MFC000490,106,Junction MaintenanceFailureCause 490,1,1,2026-08-24T00:00:00.000
491,MFC000491,97,Atlas MaintenanceFailureCause 491,1,1,2026-08-24T00:00:00.000
492,MFC000492,33,Forge MaintenanceFailureCause 492,1,1,2026-08-24T00:00:00.000
493,MFC000493,86,Meridian MaintenanceFailureCause 493,1,1,2026-08-24T00:00:00.000
494,MFC000494,87,Vertex MaintenanceFailureCause 494,1,1,2026-08-24T00:00:00.000
495,MFC000495,32,Riverton MaintenanceFailureCause 495,1,1,2026-08-24T00:00:00.000
496,MFC000496,86,Cedar MaintenanceFailureCause 496,1,1,2026-08-24T00:00:00.000
497,MFC000497,68,Beacon MaintenanceFailureCause 497,1,1,2026-08-24T00:00:00.000
498,MFC000498,143,Vertex MaintenanceFailureCause 498,1,1,2026-08-24T00:00:00.000
499,MFC000499,103,Liberty MaintenanceFailureCause 499,1,1,2026-08-24T00:00:00.000
500,MFC000500,6,Keystone MaintenanceFailureCause 500,1,1,2026-08-24T00:00:00.000
