ProductionCrewKey,ProductionCrewCode,ProductionCrewRoleKey,CostCenterKey,ProductionCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
105,PC000105,121,293,Titan ProductionCrew 105,PC000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c0476d4c254543bb493e3a974f769ef5c0476d4c254543bb493e3a974f769ef
106,PC000106,291,495,Zenith ProductionCrew 106,PC000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,181873e3929055e6820c848a56485097181873e3929055e6820c848a56485097
107,PC000107,185,341,Quartz ProductionCrew 107,PC000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57f98462291555e5bba4c801d94be48757f98462291555e5bba4c801d94be487
108,PC000108,213,291,Granite ProductionCrew 108,PC000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27bb13402f145acdb5a4537c2f53ef8827bb13402f145acdb5a4537c2f53ef88
109,PC000109,262,416,Atlas ProductionCrew 109,PC000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c966a0739a6051ecb49f59c825f84edac966a0739a6051ecb49f59c825f84eda
110,PC000110,466,496,Ion ProductionCrew 110,PC000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3511709baa55cbe877b97516bfdd5f7c3511709baa55cbe877b97516bfdd5f7
111,PC000111,204,256,Titan ProductionCrew 111,PC000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e26560592bbb5e9ab062e29d4881c812e26560592bbb5e9ab062e29d4881c812
112,PC000112,226,283,Beacon ProductionCrew 112,PC000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e881cbbba06514f89a2a44aafe897bd0e881cbbba06514f89a2a44aafe897bd
113,PC000113,382,305,Willow ProductionCrew 113,PC000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dca9969702d54c695b48a1d5cb5e2080dca9969702d54c695b48a1d5cb5e208
114,PC000114,428,169,Willow ProductionCrew 114,PC000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3e4082858985d33990734b3c9542203b3e4082858985d33990734b3c9542203
115,PC000115,152,185,Harbor ProductionCrew 115,PC000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f8d1428e6e5546ba4f14c26c748c7383f8d1428e6e5546ba4f14c26c748c73
116,PC000116,375,132,Pioneer ProductionCrew 116,PC000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cec4a345b78528695af323b06b8fd255cec4a345b78528695af323b06b8fd25
117,PC000117,370,362,Willow ProductionCrew 117,PC000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c817f9f0bcec5237b200edfcae9e4d4fc817f9f0bcec5237b200edfcae9e4d4f
118,PC000118,136,461,Summit ProductionCrew 118,PC000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d217bcfbfc9a5779bcd38db617e4cc8bd217bcfbfc9a5779bcd38db617e4cc8b
119,PC000119,365,10,Evergreen ProductionCrew 119,PC000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a49cc3332d9254119cbf4195b237fff3a49cc3332d9254119cbf4195b237fff3
120,PC000120,366,17,Titan ProductionCrew 120,PC000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb2804a8acd75d1d9800cd52f5487dbcbb2804a8acd75d1d9800cd52f5487dbc
121,PC000121,361,293,Quartz ProductionCrew 121,PC000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6e5046b6a2e5190a77d83af99a74680d6e5046b6a2e5190a77d83af99a74680
122,PC000122,335,46,Ion ProductionCrew 122,PC000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7586c4d0ea25ac095fd49c051775e1eb7586c4d0ea25ac095fd49c051775e1e
123,PC000123,149,455,Summit ProductionCrew 123,PC000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122f9bd7526f5568b74716730fff552d122f9bd7526f5568b74716730fff552d
124,PC000124,68,241,Vertex ProductionCrew 124,PC000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd3388f9aab758ea9fa0bf80514cc2c2dd3388f9aab758ea9fa0bf80514cc2c2
125,PC000125,167,23,Quartz ProductionCrew 125,PC000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cce796bee7f959e4907f2be6b797c849cce796bee7f959e4907f2be6b797c849
126,PC000126,315,490,Liberty ProductionCrew 126,PC000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,250bd884b3fd53d588106af0beead05c250bd884b3fd53d588106af0beead05c
127,PC000127,192,321,Riverton ProductionCrew 127,PC000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a13d208cbfb95d4a92adea9e870ab90fa13d208cbfb95d4a92adea9e870ab90f
128,PC000128,265,98,Summit ProductionCrew 128,PC000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b05aece328fb5c3a81a881892572189eb05aece328fb5c3a81a881892572189e
129,PC000129,6,37,Harbor ProductionCrew 129,PC000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5da6553452c75a4aa3bdc4c4c147de9e5da6553452c75a4aa3bdc4c4c147de9e
130,PC000130,254,121,Keystone ProductionCrew 130,PC000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b84a824b440354f1a5ac70f3e79c89deb84a824b440354f1a5ac70f3e79c89de
131,PC000131,235,118,Willow ProductionCrew 131,PC000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,175edd8fbd8e5e4398ecd49b4a2a6be0175edd8fbd8e5e4398ecd49b4a2a6be0
132,PC000132,2,194,Northstar ProductionCrew 132,PC000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61a67b1f7ea25185991ccfcd74ab162b61a67b1f7ea25185991ccfcd74ab162b
133,PC000133,256,345,Junction ProductionCrew 133,PC000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,826102065c755cc496af8bc30aa5dd35826102065c755cc496af8bc30aa5dd35
134,PC000134,376,54,Meridian ProductionCrew 134,PC000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd57a5d5fe1659c3ab3c05dbf789c73add57a5d5fe1659c3ab3c05dbf789c73a
135,PC000135,453,394,Granite ProductionCrew 135,PC000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03338f5ecd925724b76966c2a247d56c03338f5ecd925724b76966c2a247d56c
136,PC000136,352,156,Evergreen ProductionCrew 136,PC000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67d0cec50c87565fada053cd04ca096667d0cec50c87565fada053cd04ca0966
137,PC000137,124,143,Unity ProductionCrew 137,PC000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6add3021b5d5d5ba538152f316311b5b6add3021b5d5d5ba538152f316311b5
138,PC000138,495,169,Riverton ProductionCrew 138,PC000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b518e176a9ea542cbaedb238b1a72a6ab518e176a9ea542cbaedb238b1a72a6a
139,PC000139,328,446,Granite ProductionCrew 139,PC000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8a0c98033c75ce7b147d11372835c7ec8a0c98033c75ce7b147d11372835c7e
140,PC000140,122,237,Quartz ProductionCrew 140,PC000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3567ae7e0bb65e688e5d6cfc299d9a023567ae7e0bb65e688e5d6cfc299d9a02
141,PC000141,410,63,Ion ProductionCrew 141,PC000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd4103919c3a51dea02e4c454dae8594cd4103919c3a51dea02e4c454dae8594
142,PC000142,461,135,Delta ProductionCrew 142,PC000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7851fd8335a5ebdad2365778a13e66af7851fd8335a5ebdad2365778a13e66a
143,PC000143,238,116,Liberty ProductionCrew 143,PC000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,513319d4c5785a09952e5dc459ec55eb513319d4c5785a09952e5dc459ec55eb
144,PC000144,123,196,Ion ProductionCrew 144,PC000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8847c3f9adc51b0bcbdbaa1c5ba756ec8847c3f9adc51b0bcbdbaa1c5ba756e
145,PC000145,482,441,Northstar ProductionCrew 145,PC000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39fdcae086635ce1ad7870c42f5942b239fdcae086635ce1ad7870c42f5942b2
146,PC000146,405,95,Zenith ProductionCrew 146,PC000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca8de29ff22b54e5bba50e7651f2e154ca8de29ff22b54e5bba50e7651f2e154
147,PC000147,175,168,Meridian ProductionCrew 147,PC000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd809bc5d2c953d9a0d9621e59def802dd809bc5d2c953d9a0d9621e59def802
148,PC000148,289,361,Summit ProductionCrew 148,PC000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eacda1d27adb5919bbb4722df43587b9eacda1d27adb5919bbb4722df43587b9
149,PC000149,252,498,Northstar ProductionCrew 149,PC000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726c3ff9046555c29354aaf7aa647e35726c3ff9046555c29354aaf7aa647e35
150,PC000150,413,274,Evergreen ProductionCrew 150,PC000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d2214022a3a53499057324445ace8926d2214022a3a53499057324445ace892
151,PC000151,427,210,Orion ProductionCrew 151,PC000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a4495a7c3756ff847f147e90cdb12979a4495a7c3756ff847f147e90cdb129
152,PC000152,455,382,Ion ProductionCrew 152,PC000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d6f5e106b5c59ad975a7ea44002186c3d6f5e106b5c59ad975a7ea44002186c
153,PC000153,280,451,Northstar ProductionCrew 153,PC000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8f468154fe35078b21c289c45529ccac8f468154fe35078b21c289c45529cca
154,PC000154,480,31,Unity ProductionCrew 154,PC000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9adf9b26ab4578aba08164f0897303cb9adf9b26ab4578aba08164f0897303c
155,PC000155,43,336,Summit ProductionCrew 155,PC000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bca6add103a35c1686b52173c2e4baf9bca6add103a35c1686b52173c2e4baf9
156,PC000156,363,406,Orion ProductionCrew 156,PC000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b33bca88197554799ecc5d48f02188c1b33bca88197554799ecc5d48f02188c
157,PC000157,8,481,Willow ProductionCrew 157,PC000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449b816b99605eb7a27cdf04e4f74ad3449b816b99605eb7a27cdf04e4f74ad3
158,PC000158,487,193,Orion ProductionCrew 158,PC000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f440c1bfb2a5d649f5ba8003ad632626f440c1bfb2a5d649f5ba8003ad63262
159,PC000159,474,361,Delta ProductionCrew 159,PC000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35042af94359565c9ac2a38be152166b35042af94359565c9ac2a38be152166b
160,PC000160,303,77,Cedar ProductionCrew 160,PC000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3810a18e6450585789d74a54af6e6dac3810a18e6450585789d74a54af6e6dac
161,PC000161,388,463,Keystone ProductionCrew 161,PC000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de114475502651359c1a931c8a28bd30de114475502651359c1a931c8a28bd30
162,PC000162,160,256,Harbor ProductionCrew 162,PC000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61488b238bad5d6e9e5a6fa155b4127a61488b238bad5d6e9e5a6fa155b4127a
163,PC000163,229,109,Willow ProductionCrew 163,PC000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baef1d8947cb5d0fae0ddbddb3b24b2ebaef1d8947cb5d0fae0ddbddb3b24b2e
164,PC000164,177,144,Pioneer ProductionCrew 164,PC000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f9b7d52cd3e5a97adf685e9c074bb0b1f9b7d52cd3e5a97adf685e9c074bb0b
165,PC000165,334,265,Meridian ProductionCrew 165,PC000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed78086c92cc5c8185a775af2b53b0a1ed78086c92cc5c8185a775af2b53b0a1
166,PC000166,354,121,Vertex ProductionCrew 166,PC000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ef67a83c05156c482b74b5ceed40dc28ef67a83c05156c482b74b5ceed40dc2
167,PC000167,259,334,Harbor ProductionCrew 167,PC000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75001e40f6325c22b401aed379e3ee2775001e40f6325c22b401aed379e3ee27
168,PC000168,114,131,Atlas ProductionCrew 168,PC000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee4e6b6eae854ebaba7565d4bd47677bee4e6b6eae854ebaba7565d4bd47677
169,PC000169,357,241,Orion ProductionCrew 169,PC000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb94201005e25847979472981fea2041eb94201005e25847979472981fea2041
170,PC000170,438,256,Meridian ProductionCrew 170,PC000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acdedb95009c5d91bb3a44c476e65253acdedb95009c5d91bb3a44c476e65253
171,PC000171,361,50,Atlas ProductionCrew 171,PC000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e84663618c2a5184b1909087d77cccdbe84663618c2a5184b1909087d77cccdb
172,PC000172,170,70,Evergreen ProductionCrew 172,PC000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d77a05df508753e48f733e4ed2782c36d77a05df508753e48f733e4ed2782c36
173,PC000173,252,330,Meridian ProductionCrew 173,PC000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87b6fdb5f35155e992d6a359ead4fa3f87b6fdb5f35155e992d6a359ead4fa3f
174,PC000174,36,348,Delta ProductionCrew 174,PC000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a333ac4676b75580bcf6926057ce4f1ba333ac4676b75580bcf6926057ce4f1b
175,PC000175,155,415,Willow ProductionCrew 175,PC000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2d69faf06b158778d4316becf585e8bd2d69faf06b158778d4316becf585e8b
176,PC000176,57,331,Liberty ProductionCrew 176,PC000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c36e0cf81fc5c0da3f47047672638b24c36e0cf81fc5c0da3f47047672638b2
177,PC000177,373,447,Ion ProductionCrew 177,PC000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fb757f640b4502bbbb4accb1f16d49b2fb757f640b4502bbbb4accb1f16d49b
178,PC000178,381,445,Keystone ProductionCrew 178,PC000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dce02d32e2fc5404ac52e69817779988dce02d32e2fc5404ac52e69817779988
179,PC000179,491,348,Zenith ProductionCrew 179,PC000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c42ca07bd3459949ef7c0d9f88c0c011c42ca07bd3459949ef7c0d9f88c0c01
180,PC000180,478,342,Forge ProductionCrew 180,PC000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c42b56fb1247542698a12112c9c9fbe1c42b56fb1247542698a12112c9c9fbe1
181,PC000181,364,327,Riverton ProductionCrew 181,PC000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c1f321ff9a755d28fa61132f33f427f2c1f321ff9a755d28fa61132f33f427f
182,PC000182,198,453,Orion ProductionCrew 182,PC000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95c7ecc4f5605e68a73b0ec97149494c95c7ecc4f5605e68a73b0ec97149494c
183,PC000183,46,427,Pioneer ProductionCrew 183,PC000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,632bef948e9f5cb2a29cb70fd5237e99632bef948e9f5cb2a29cb70fd5237e99
184,PC000184,8,332,Forge ProductionCrew 184,PC000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,998f71258aab5fed8043d6546bce18f4998f71258aab5fed8043d6546bce18f4
185,PC000185,169,340,Quartz ProductionCrew 185,PC000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45d8471218e35651ac9dac33c470241845d8471218e35651ac9dac33c4702418
186,PC000186,391,48,Pioneer ProductionCrew 186,PC000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de185d1cb3a758f2a535c115edad7375de185d1cb3a758f2a535c115edad7375
187,PC000187,177,402,Forge ProductionCrew 187,PC000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8cd095988cf517f917df434eadd79f7a8cd095988cf517f917df434eadd79f7
188,PC000188,371,278,Forge ProductionCrew 188,PC000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4413a15265a957b0a2b6f452f11345784413a15265a957b0a2b6f452f1134578
189,PC000189,424,59,Willow ProductionCrew 189,PC000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62e16aade5645d8db603ed2bc36b06eb62e16aade5645d8db603ed2bc36b06eb
190,PC000190,465,113,Riverton ProductionCrew 190,PC000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49a47d81dfd5e68be5c56795f667241d49a47d81dfd5e68be5c56795f667241
191,PC000191,26,384,Liberty ProductionCrew 191,PC000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,591ded5e46845aaca633fa07de62967d591ded5e46845aaca633fa07de62967d
192,PC000192,348,462,Meridian ProductionCrew 192,PC000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b088696e88c35a4e959d9bc2f6163b4ab088696e88c35a4e959d9bc2f6163b4a
193,PC000193,186,25,Ion ProductionCrew 193,PC000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,727c39173a9f5927b18ff3ccc26eaf7d727c39173a9f5927b18ff3ccc26eaf7d
194,PC000194,467,32,Ion ProductionCrew 194,PC000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5381c03062b503aab3ae091ced30958e5381c03062b503aab3ae091ced30958
195,PC000195,330,241,Delta ProductionCrew 195,PC000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ed367547a4952609e6c6d9d7b6f95ef9ed367547a4952609e6c6d9d7b6f95ef
196,PC000196,231,144,Pioneer ProductionCrew 196,PC000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99fed84ea5ae5901a92a4e393ce8be9f99fed84ea5ae5901a92a4e393ce8be9f
197,PC000197,377,200,Orion ProductionCrew 197,PC000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7a663bec867578ea77dcc67a368cca7b7a663bec867578ea77dcc67a368cca7
198,PC000198,473,365,Forge ProductionCrew 198,PC000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25b3c135e5255c43ba88384c6d59521d25b3c135e5255c43ba88384c6d59521d
199,PC000199,68,292,Vertex ProductionCrew 199,PC000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8183a7dcf94a55709f43e362304c95848183a7dcf94a55709f43e362304c9584
200,PC000200,496,175,Atlas ProductionCrew 200,PC000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d58f833d2455ca5bc4ca1c40cad46085d58f833d2455ca5bc4ca1c40cad4608
201,PC000201,435,160,Delta ProductionCrew 201,PC000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bcf770048d45bf7a1cfe61ef2b4bae93bcf770048d45bf7a1cfe61ef2b4bae9
202,PC000202,38,311,Titan ProductionCrew 202,PC000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde7ff8af853579eb984c3053601f3a9dde7ff8af853579eb984c3053601f3a9
203,PC000203,50,188,Summit ProductionCrew 203,PC000203,1,288.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1bf6acea9c1504599de10179d79837fc1bf6acea9c1504599de10179d79837f
204,PC000204,5,370,Riverton ProductionCrew 204,PC000204,1,289.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51eae27d59ed5bca9114d4ae46c7c01951eae27d59ed5bca9114d4ae46c7c019
205,PC000205,470,6,Unity ProductionCrew 205,PC000205,0,290.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a7361138d325d2c8b312b35aebdbee85a7361138d325d2c8b312b35aebdbee8
206,PC000206,456,352,Titan ProductionCrew 206,PC000206,1,292.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48c3bbccc5d65351bd34c55477bc888948c3bbccc5d65351bd34c55477bc8889
207,PC000207,409,202,Zenith ProductionCrew 207,PC000207,1,293.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,993b974a63035785bde6f7d744a2f392993b974a63035785bde6f7d744a2f392
208,PC000208,279,285,Ion ProductionCrew 208,PC000208,1,294.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fb484e139cf59bea8d46c23fcf719320fb484e139cf59bea8d46c23fcf71932
209,PC000209,432,392,Zenith ProductionCrew 209,PC000209,1,296.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f95443245de2547ea360e1240741a842f95443245de2547ea360e1240741a842
210,PC000210,184,147,Delta ProductionCrew 210,PC000210,0,297.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81fe63dd812d5064988f6d67017f053a81fe63dd812d5064988f6d67017f053a
211,PC000211,326,71,Forge ProductionCrew 211,PC000211,1,299.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a374f2f95655a9fa1ff295d6d5cfc070a374f2f95655a9fa1ff295d6d5cfc07
