LogisticsCarrierKey,LogisticsCarrierCode,LogisticsCarrierGroupKey,LogisticsCarrierName,SourceSystemKey,BatchId,LoadedAtUtc
317,LC000317,13,Zenith LogisticsCarrier 317,1,1,2026-08-24T00:00:00.000
318,LC000318,13,Summit LogisticsCarrier 318,1,1,2026-08-24T00:00:00.000
319,LC000319,18,Forge LogisticsCarrier 319,1,1,2026-08-24T00:00:00.000
320,LC000320,11,Delta LogisticsCarrier 320,1,1,2026-08-24T00:00:00.000
321,LC000321,6,Willow LogisticsCarrier 321,1,1,2026-08-24T00:00:00.000
322,LC000322,11,Cedar LogisticsCarrier 322,1,1,2026-08-24T00:00:00.000
323,LC000323,10,Riverton LogisticsCarrier 323,1,1,2026-08-24T00:00:00.000
324,LC000324,14,Northstar LogisticsCarrier 324,1,1,2026-08-24T00:00:00.000
325,LC000325,6,Orion LogisticsCarrier 325,1,1,2026-08-24T00:00:00.000
326,LC000326,2,Vertex LogisticsCarrier 326,1,1,2026-08-24T00:00:00.000
327,LC000327,3,Vertex LogisticsCarrier 327,1,1,2026-08-24T00:00:00.000
328,LC000328,13,Zenith LogisticsCarrier 328,1,1,2026-08-24T00:00:00.000
329,LC000329,17,Granite LogisticsCarrier 329,1,1,2026-08-24T00:00:00.000
330,LC000330,6,Junction LogisticsCarrier 330,1,1,2026-08-24T00:00:00.000
331,LC000331,17,Riverton LogisticsCarrier 331,1,1,2026-08-24T00:00:00.000
332,LC000332,10,Willow LogisticsCarrier 332,1,1,2026-08-24T00:00:00.000
333,LC000333,1,Northstar LogisticsCarrier 333,1,1,2026-08-24T00:00:00.000
334,LC000334,1,Riverton LogisticsCarrier 334,1,1,2026-08-24T00:00:00.000
335,LC000335,8,Meridian LogisticsCarrier 335,1,1,2026-08-24T00:00:00.000
336,LC000336,15,Cedar LogisticsCarrier 336,1,1,2026-08-24T00:00:00.000
337,LC000337,15,Junction LogisticsCarrier 337,1,1,2026-08-24T00:00:00.000
338,LC000338,11,Junction LogisticsCarrier 338,1,1,2026-08-24T00:00:00.000
339,LC000339,2,Cedar LogisticsCarrier 339,1,1,2026-08-24T00:00:00.000
340,LC000340,14,Riverton LogisticsCarrier 340,1,1,2026-08-24T00:00:00.000
341,LC000341,9,Riverton LogisticsCarrier 341,1,1,2026-08-24T00:00:00.000
342,LC000342,2,Willow LogisticsCarrier 342,1,1,2026-08-24T00:00:00.000
343,LC000343,6,Granite LogisticsCarrier 343,1,1,2026-08-24T00:00:00.000
344,LC000344,7,Summit LogisticsCarrier 344,1,1,2026-08-24T00:00:00.000
345,LC000345,13,Riverton LogisticsCarrier 345,1,1,2026-08-24T00:00:00.000
346,LC000346,6,Cedar LogisticsCarrier 346,1,1,2026-08-24T00:00:00.000
347,LC000347,11,Unity LogisticsCarrier 347,1,1,2026-08-24T00:00:00.000
348,LC000348,3,Evergreen LogisticsCarrier 348,1,1,2026-08-24T00:00:00.000
349,LC000349,3,Orion LogisticsCarrier 349,1,1,2026-08-24T00:00:00.000
350,LC000350,11,Evergreen LogisticsCarrier 350,1,1,2026-08-24T00:00:00.000
351,LC000351,8,Orion LogisticsCarrier 351,1,1,2026-08-24T00:00:00.000
352,LC000352,10,Summit LogisticsCarrier 352,1,1,2026-08-24T00:00:00.000
353,LC000353,8,Ion LogisticsCarrier 353,1,1,2026-08-24T00:00:00.000
354,LC000354,6,Willow LogisticsCarrier 354,1,1,2026-08-24T00:00:00.000
355,LC000355,12,Delta LogisticsCarrier 355,1,1,2026-08-24T00:00:00.000
356,LC000356,1,Titan LogisticsCarrier 356,1,1,2026-08-24T00:00:00.000
357,LC000357,7,Northstar LogisticsCarrier 357,1,1,2026-08-24T00:00:00.000
358,LC000358,4,Vertex LogisticsCarrier 358,1,1,2026-08-24T00:00:00.000
359,LC000359,18,Titan LogisticsCarrier 359,1,1,2026-08-24T00:00:00.000
360,LC000360,9,Keystone LogisticsCarrier 360,1,1,2026-08-24T00:00:00.000
361,LC000361,10,Beacon LogisticsCarrier 361,1,1,2026-08-24T00:00:00.000
362,LC000362,20,Titan LogisticsCarrier 362,1,1,2026-08-24T00:00:00.000
363,LC000363,10,Delta LogisticsCarrier 363,1,1,2026-08-24T00:00:00.000
364,LC000364,11,Keystone LogisticsCarrier 364,1,1,2026-08-24T00:00:00.000
365,LC000365,2,Evergreen LogisticsCarrier 365,1,1,2026-08-24T00:00:00.000
366,LC000366,16,Quartz LogisticsCarrier 366,1,1,2026-08-24T00:00:00.000
367,LC000367,13,Northstar LogisticsCarrier 367,1,1,2026-08-24T00:00:00.000
368,LC000368,15,Cedar LogisticsCarrier 368,1,1,2026-08-24T00:00:00.000
369,LC000369,20,Pioneer LogisticsCarrier 369,1,1,2026-08-24T00:00:00.000
370,LC000370,10,Liberty LogisticsCarrier 370,1,1,2026-08-24T00:00:00.000
371,LC000371,13,Forge LogisticsCarrier 371,1,1,2026-08-24T00:00:00.000
372,LC000372,6,Granite LogisticsCarrier 372,1,1,2026-08-24T00:00:00.000
373,LC000373,16,Delta LogisticsCarrier 373,1,1,2026-08-24T00:00:00.000
374,LC000374,20,Northstar LogisticsCarrier 374,1,1,2026-08-24T00:00:00.000
375,LC000375,15,Delta LogisticsCarrier 375,1,1,2026-08-24T00:00:00.000
376,LC000376,18,Evergreen LogisticsCarrier 376,1,1,2026-08-24T00:00:00.000
377,LC000377,5,Quartz LogisticsCarrier 377,1,1,2026-08-24T00:00:00.000
378,LC000378,9,Forge LogisticsCarrier 378,1,1,2026-08-24T00:00:00.000
379,LC000379,4,Titan LogisticsCarrier 379,1,1,2026-08-24T00:00:00.000
380,LC000380,17,Riverton LogisticsCarrier 380,1,1,2026-08-24T00:00:00.000
381,LC000381,7,Zenith LogisticsCarrier 381,1,1,2026-08-24T00:00:00.000
382,LC000382,2,Evergreen LogisticsCarrier 382,1,1,2026-08-24T00:00:00.000
383,LC000383,12,Atlas LogisticsCarrier 383,1,1,2026-08-24T00:00:00.000
384,LC000384,15,Titan LogisticsCarrier 384,1,1,2026-08-24T00:00:00.000
385,LC000385,10,Meridian LogisticsCarrier 385,1,1,2026-08-24T00:00:00.000
386,LC000386,5,Willow LogisticsCarrier 386,1,1,2026-08-24T00:00:00.000
387,LC000387,19,Granite LogisticsCarrier 387,1,1,2026-08-24T00:00:00.000
388,LC000388,15,Atlas LogisticsCarrier 388,1,1,2026-08-24T00:00:00.000
389,LC000389,18,Orion LogisticsCarrier 389,1,1,2026-08-24T00:00:00.000
390,LC000390,15,Titan LogisticsCarrier 390,1,1,2026-08-24T00:00:00.000
391,LC000391,11,Cedar LogisticsCarrier 391,1,1,2026-08-24T00:00:00.000
392,LC000392,4,Riverton LogisticsCarrier 392,1,1,2026-08-24T00:00:00.000
393,LC000393,2,Delta LogisticsCarrier 393,1,1,2026-08-24T00:00:00.000
394,LC000394,4,Forge LogisticsCarrier 394,1,1,2026-08-24T00:00:00.000
395,LC000395,17,Evergreen LogisticsCarrier 395,1,1,2026-08-24T00:00:00.000
396,LC000396,2,Zenith LogisticsCarrier 396,1,1,2026-08-24T00:00:00.000
397,LC000397,19,Pioneer LogisticsCarrier 397,1,1,2026-08-24T00:00:00.000
398,LC000398,9,Titan LogisticsCarrier 398,1,1,2026-08-24T00:00:00.000
399,LC000399,18,Ion LogisticsCarrier 399,1,1,2026-08-24T00:00:00.000
400,LC000400,15,Granite LogisticsCarrier 400,1,1,2026-08-24T00:00:00.000
401,LC000401,1,Northstar LogisticsCarrier 401,1,1,2026-08-24T00:00:00.000
402,LC000402,6,Ion LogisticsCarrier 402,1,1,2026-08-24T00:00:00.000
403,LC000403,14,Beacon LogisticsCarrier 403,1,1,2026-08-24T00:00:00.000
404,LC000404,7,Riverton LogisticsCarrier 404,1,1,2026-08-24T00:00:00.000
405,LC000405,7,Harbor LogisticsCarrier 405,1,1,2026-08-24T00:00:00.000
406,LC000406,8,Vertex LogisticsCarrier 406,1,1,2026-08-24T00:00:00.000
407,LC000407,17,Keystone LogisticsCarrier 407,1,1,2026-08-24T00:00:00.000
408,LC000408,12,Junction LogisticsCarrier 408,1,1,2026-08-24T00:00:00.000
409,LC000409,2,Willow LogisticsCarrier 409,1,1,2026-08-24T00:00:00.000
410,LC000410,9,Pioneer LogisticsCarrier 410,1,1,2026-08-24T00:00:00.000
411,LC000411,12,Titan LogisticsCarrier 411,1,1,2026-08-24T00:00:00.000
412,LC000412,6,Evergreen LogisticsCarrier 412,1,1,2026-08-24T00:00:00.000
413,LC000413,8,Riverton LogisticsCarrier 413,1,1,2026-08-24T00:00:00.000
414,LC000414,7,Pioneer LogisticsCarrier 414,1,1,2026-08-24T00:00:00.000
415,LC000415,14,Riverton LogisticsCarrier 415,1,1,2026-08-24T00:00:00.000
416,LC000416,1,Keystone LogisticsCarrier 416,1,1,2026-08-24T00:00:00.000
417,LC000417,5,Summit LogisticsCarrier 417,1,1,2026-08-24T00:00:00.000
418,LC000418,6,Forge LogisticsCarrier 418,1,1,2026-08-24T00:00:00.000
419,LC000419,7,Ion LogisticsCarrier 419,1,1,2026-08-24T00:00:00.000
420,LC000420,6,Willow LogisticsCarrier 420,1,1,2026-08-24T00:00:00.000
421,LC000421,3,Summit LogisticsCarrier 421,1,1,2026-08-24T00:00:00.000
422,LC000422,16,Evergreen LogisticsCarrier 422,1,1,2026-08-24T00:00:00.000
423,LC000423,15,Quartz LogisticsCarrier 423,1,1,2026-08-24T00:00:00.000
424,LC000424,17,Meridian LogisticsCarrier 424,1,1,2026-08-24T00:00:00.000
425,LC000425,20,Orion LogisticsCarrier 425,1,1,2026-08-24T00:00:00.000
426,LC000426,19,Cedar LogisticsCarrier 426,1,1,2026-08-24T00:00:00.000
427,LC000427,4,Titan LogisticsCarrier 427,1,1,2026-08-24T00:00:00.000
428,LC000428,7,Unity LogisticsCarrier 428,1,1,2026-08-24T00:00:00.000
429,LC000429,1,Quartz LogisticsCarrier 429,1,1,2026-08-24T00:00:00.000
430,LC000430,17,Ion LogisticsCarrier 430,1,1,2026-08-24T00:00:00.000
431,LC000431,12,Delta LogisticsCarrier 431,1,1,2026-08-24T00:00:00.000
432,LC000432,10,Delta LogisticsCarrier 432,1,1,2026-08-24T00:00:00.000
433,LC000433,10,Vertex LogisticsCarrier 433,1,1,2026-08-24T00:00:00.000
434,LC000434,13,Harbor LogisticsCarrier 434,1,1,2026-08-24T00:00:00.000
435,LC000435,20,Evergreen LogisticsCarrier 435,1,1,2026-08-24T00:00:00.000
436,LC000436,17,Northstar LogisticsCarrier 436,1,1,2026-08-24T00:00:00.000
437,LC000437,19,Titan LogisticsCarrier 437,1,1,2026-08-24T00:00:00.000
438,LC000438,2,Liberty LogisticsCarrier 438,1,1,2026-08-24T00:00:00.000
439,LC000439,2,Delta LogisticsCarrier 439,1,1,2026-08-24T00:00:00.000
440,LC000440,10,Harbor LogisticsCarrier 440,1,1,2026-08-24T00:00:00.000
441,LC000441,12,Keystone LogisticsCarrier 441,1,1,2026-08-24T00:00:00.000
442,LC000442,8,Meridian LogisticsCarrier 442,1,1,2026-08-24T00:00:00.000
443,LC000443,19,Pioneer LogisticsCarrier 443,1,1,2026-08-24T00:00:00.000
444,LC000444,11,Vertex LogisticsCarrier 444,1,1,2026-08-24T00:00:00.000
445,LC000445,14,Zenith LogisticsCarrier 445,1,1,2026-08-24T00:00:00.000
446,LC000446,20,Cedar LogisticsCarrier 446,1,1,2026-08-24T00:00:00.000
447,LC000447,8,Harbor LogisticsCarrier 447,1,1,2026-08-24T00:00:00.000
448,LC000448,19,Quartz LogisticsCarrier 448,1,1,2026-08-24T00:00:00.000
449,LC000449,15,Junction LogisticsCarrier 449,1,1,2026-08-24T00:00:00.000
450,LC000450,19,Pioneer LogisticsCarrier 450,1,1,2026-08-24T00:00:00.000
451,LC000451,19,Quartz LogisticsCarrier 451,1,1,2026-08-24T00:00:00.000
452,LC000452,6,Vertex LogisticsCarrier 452,1,1,2026-08-24T00:00:00.000
453,LC000453,2,Keystone LogisticsCarrier 453,1,1,2026-08-24T00:00:00.000
454,LC000454,19,Titan LogisticsCarrier 454,1,1,2026-08-24T00:00:00.000
455,LC000455,12,Summit LogisticsCarrier 455,1,1,2026-08-24T00:00:00.000
456,LC000456,11,Titan LogisticsCarrier 456,1,1,2026-08-24T00:00:00.000
457,LC000457,6,Granite LogisticsCarrier 457,1,1,2026-08-24T00:00:00.000
458,LC000458,19,Orion LogisticsCarrier 458,1,1,2026-08-24T00:00:00.000
459,LC000459,20,Delta LogisticsCarrier 459,1,1,2026-08-24T00:00:00.000
460,LC000460,1,Unity LogisticsCarrier 460,1,1,2026-08-24T00:00:00.000
461,LC000461,13,Junction LogisticsCarrier 461,1,1,2026-08-24T00:00:00.000
462,LC000462,7,Harbor LogisticsCarrier 462,1,1,2026-08-24T00:00:00.000
463,LC000463,11,Granite LogisticsCarrier 463,1,1,2026-08-24T00:00:00.000
464,LC000464,19,Harbor LogisticsCarrier 464,1,1,2026-08-24T00:00:00.000
465,LC000465,7,Harbor LogisticsCarrier 465,1,1,2026-08-24T00:00:00.000
466,LC000466,14,Keystone LogisticsCarrier 466,1,1,2026-08-24T00:00:00.000
467,LC000467,19,Junction LogisticsCarrier 467,1,1,2026-08-24T00:00:00.000
468,LC000468,9,Beacon LogisticsCarrier 468,1,1,2026-08-24T00:00:00.000
469,LC000469,1,Atlas LogisticsCarrier 469,1,1,2026-08-24T00:00:00.000
470,LC000470,20,Forge LogisticsCarrier 470,1,1,2026-08-24T00:00:00.000
471,LC000471,8,Ion LogisticsCarrier 471,1,1,2026-08-24T00:00:00.000
472,LC000472,19,Summit LogisticsCarrier 472,1,1,2026-08-24T00:00:00.000
473,LC000473,7,Delta LogisticsCarrier 473,1,1,2026-08-24T00:00:00.000
474,LC000474,15,Harbor LogisticsCarrier 474,1,1,2026-08-24T00:00:00.000
475,LC000475,12,Zenith LogisticsCarrier 475,1,1,2026-08-24T00:00:00.000
476,LC000476,18,Pioneer LogisticsCarrier 476,1,1,2026-08-24T00:00:00.000
477,LC000477,3,Liberty LogisticsCarrier 477,1,1,2026-08-24T00:00:00.000
478,LC000478,13,Granite LogisticsCarrier 478,1,1,2026-08-24T00:00:00.000
479,LC000479,13,Liberty LogisticsCarrier 479,1,1,2026-08-24T00:00:00.000
480,LC000480,5,Atlas LogisticsCarrier 480,1,1,2026-08-24T00:00:00.000
481,LC000481,14,Junction LogisticsCarrier 481,1,1,2026-08-24T00:00:00.000
482,LC000482,9,Beacon LogisticsCarrier 482,1,1,2026-08-24T00:00:00.000
483,LC000483,18,Quartz LogisticsCarrier 483,1,1,2026-08-24T00:00:00.000
484,LC000484,9,Evergreen LogisticsCarrier 484,1,1,2026-08-24T00:00:00.000
485,LC000485,6,Delta LogisticsCarrier 485,1,1,2026-08-24T00:00:00.000
486,LC000486,12,Keystone LogisticsCarrier 486,1,1,2026-08-24T00:00:00.000
487,LC000487,12,Titan LogisticsCarrier 487,1,1,2026-08-24T00:00:00.000
488,LC000488,18,Ion LogisticsCarrier 488,1,1,2026-08-24T00:00:00.000
489,LC000489,14,Zenith LogisticsCarrier 489,1,1,2026-08-24T00:00:00.000
490,LC000490,3,Forge LogisticsCarrier 490,1,1,2026-08-24T00:00:00.000
491,LC000491,12,Keystone LogisticsCarrier 491,1,1,2026-08-24T00:00:00.000
492,LC000492,4,Delta LogisticsCarrier 492,1,1,2026-08-24T00:00:00.000
493,LC000493,6,Riverton LogisticsCarrier 493,1,1,2026-08-24T00:00:00.000
494,LC000494,15,Quartz LogisticsCarrier 494,1,1,2026-08-24T00:00:00.000
495,LC000495,3,Cedar LogisticsCarrier 495,1,1,2026-08-24T00:00:00.000
496,LC000496,13,Forge LogisticsCarrier 496,1,1,2026-08-24T00:00:00.000
497,LC000497,11,Orion LogisticsCarrier 497,1,1,2026-08-24T00:00:00.000
498,LC000498,11,Atlas LogisticsCarrier 498,1,1,2026-08-24T00:00:00.000
499,LC000499,12,Keystone LogisticsCarrier 499,1,1,2026-08-24T00:00:00.000
500,LC000500,16,Northstar LogisticsCarrier 500,1,1,2026-08-24T00:00:00.000
