OeeLossReasonKey,OeeLossReasonCode,OeeLossReasonGroupKey,OeeLossReasonName,SourceSystemKey,BatchId,LoadedAtUtc
324,OLR000324,42,Evergreen OeeLossReason 324,1,1,2026-08-24T00:00:00.000
325,OLR000325,21,Riverton OeeLossReason 325,1,1,2026-08-24T00:00:00.000
326,OLR000326,128,Pioneer OeeLossReason 326,1,1,2026-08-24T00:00:00.000
327,OLR000327,161,Ion OeeLossReason 327,1,1,2026-08-24T00:00:00.000
328,OLR000328,114,Ion OeeLossReason 328,1,1,2026-08-24T00:00:00.000
329,OLR000329,42,Vertex OeeLossReason 329,1,1,2026-08-24T00:00:00.000
330,OLR000330,81,Forge OeeLossReason 330,1,1,2026-08-24T00:00:00.000
331,OLR000331,119,Atlas OeeLossReason 331,1,1,2026-08-24T00:00:00.000
332,OLR000332,30,Delta OeeLossReason 332,1,1,2026-08-24T00:00:00.000
333,OLR000333,48,Pioneer OeeLossReason 333,1,1,2026-08-24T00:00:00.000
334,OLR000334,5,Ion OeeLossReason 334,1,1,2026-08-24T00:00:00.000
335,OLR000335,57,Liberty OeeLossReason 335,1,1,2026-08-24T00:00:00.000
336,OLR000336,104,Quartz OeeLossReason 336,1,1,2026-08-24T00:00:00.000
337,OLR000337,90,Unity OeeLossReason 337,1,1,2026-08-24T00:00:00.000
338,OLR000338,14,Delta OeeLossReason 338,1,1,2026-08-24T00:00:00.000
339,OLR000339,62,Unity OeeLossReason 339,1,1,2026-08-24T00:00:00.000
340,OLR000340,34,Summit OeeLossReason 340,1,1,2026-08-24T00:00:00.000
341,OLR000341,94,Ion OeeLossReason 341,1,1,2026-08-24T00:00:00.000
342,OLR000342,166,Willow OeeLossReason 342,1,1,2026-08-24T00:00:00.000
343,OLR000343,148,Granite OeeLossReason 343,1,1,2026-08-24T00:00:00.000
344,OLR000344,10,Beacon OeeLossReason 344,1,1,2026-08-24T00:00:00.000
345,OLR000345,141,Ion OeeLossReason 345,1,1,2026-08-24T00:00:00.000
346,OLR000346,61,Titan OeeLossReason 346,1,1,2026-08-24T00:00:00.000
347,OLR000347,46,Ion OeeLossReason 347,1,1,2026-08-24T00:00:00.000
348,OLR000348,60,Willow OeeLossReason 348,1,1,2026-08-24T00:00:00.000
349,OLR000349,137,Atlas OeeLossReason 349,1,1,2026-08-24T00:00:00.000
350,OLR000350,14,Vertex OeeLossReason 350,1,1,2026-08-24T00:00:00.000
351,OLR000351,9,Vertex OeeLossReason 351,1,1,2026-08-24T00:00:00.000
352,OLR000352,65,Evergreen OeeLossReason 352,1,1,2026-08-24T00:00:00.000
353,OLR000353,157,Riverton OeeLossReason 353,1,1,2026-08-24T00:00:00.000
354,OLR000354,8,Ion OeeLossReason 354,1,1,2026-08-24T00:00:00.000
355,OLR000355,136,Junction OeeLossReason 355,1,1,2026-08-24T00:00:00.000
356,OLR000356,180,Meridian OeeLossReason 356,1,1,2026-08-24T00:00:00.000
357,OLR000357,162,Meridian OeeLossReason 357,1,1,2026-08-24T00:00:00.000
358,OLR000358,1,Ion OeeLossReason 358,1,1,2026-08-24T00:00:00.000
359,OLR000359,167,Quartz OeeLossReason 359,1,1,2026-08-24T00:00:00.000
360,OLR000360,139,Cedar OeeLossReason 360,1,1,2026-08-24T00:00:00.000
361,OLR000361,88,Junction OeeLossReason 361,1,1,2026-08-24T00:00:00.000
362,OLR000362,1,Zenith OeeLossReason 362,1,1,2026-08-24T00:00:00.000
363,OLR000363,131,Riverton OeeLossReason 363,1,1,2026-08-24T00:00:00.000
364,OLR000364,63,Keystone OeeLossReason 364,1,1,2026-08-24T00:00:00.000
365,OLR000365,160,Beacon OeeLossReason 365,1,1,2026-08-24T00:00:00.000
366,OLR000366,117,Ion OeeLossReason 366,1,1,2026-08-24T00:00:00.000
367,OLR000367,138,Unity OeeLossReason 367,1,1,2026-08-24T00:00:00.000
368,OLR000368,75,Quartz OeeLossReason 368,1,1,2026-08-24T00:00:00.000
369,OLR000369,4,Summit OeeLossReason 369,1,1,2026-08-24T00:00:00.000
370,OLR000370,22,Vertex OeeLossReason 370,1,1,2026-08-24T00:00:00.000
371,OLR000371,113,Ion OeeLossReason 371,1,1,2026-08-24T00:00:00.000
372,OLR000372,29,Ion OeeLossReason 372,1,1,2026-08-24T00:00:00.000
373,OLR000373,175,Northstar OeeLossReason 373,1,1,2026-08-24T00:00:00.000
374,OLR000374,169,Titan OeeLossReason 374,1,1,2026-08-24T00:00:00.000
375,OLR000375,11,Granite OeeLossReason 375,1,1,2026-08-24T00:00:00.000
376,OLR000376,98,Willow OeeLossReason 376,1,1,2026-08-24T00:00:00.000
377,OLR000377,81,Riverton OeeLossReason 377,1,1,2026-08-24T00:00:00.000
378,OLR000378,117,Forge OeeLossReason 378,1,1,2026-08-24T00:00:00.000
379,OLR000379,90,Ion OeeLossReason 379,1,1,2026-08-24T00:00:00.000
380,OLR000380,75,Delta OeeLossReason 380,1,1,2026-08-24T00:00:00.000
381,OLR000381,52,Orion OeeLossReason 381,1,1,2026-08-24T00:00:00.000
382,OLR000382,38,Ion OeeLossReason 382,1,1,2026-08-24T00:00:00.000
383,OLR000383,133,Riverton OeeLossReason 383,1,1,2026-08-24T00:00:00.000
384,OLR000384,154,Northstar OeeLossReason 384,1,1,2026-08-24T00:00:00.000
385,OLR000385,28,Keystone OeeLossReason 385,1,1,2026-08-24T00:00:00.000
386,OLR000386,145,Meridian OeeLossReason 386,1,1,2026-08-24T00:00:00.000
387,OLR000387,103,Ion OeeLossReason 387,1,1,2026-08-24T00:00:00.000
388,OLR000388,115,Keystone OeeLossReason 388,1,1,2026-08-24T00:00:00.000
389,OLR000389,42,Delta OeeLossReason 389,1,1,2026-08-24T00:00:00.000
390,OLR000390,165,Atlas OeeLossReason 390,1,1,2026-08-24T00:00:00.000
391,OLR000391,118,Keystone OeeLossReason 391,1,1,2026-08-24T00:00:00.000
392,OLR000392,43,Keystone OeeLossReason 392,1,1,2026-08-24T00:00:00.000
393,OLR000393,125,Keystone OeeLossReason 393,1,1,2026-08-24T00:00:00.000
394,OLR000394,109,Orion OeeLossReason 394,1,1,2026-08-24T00:00:00.000
395,OLR000395,155,Keystone OeeLossReason 395,1,1,2026-08-24T00:00:00.000
396,OLR000396,51,Ion OeeLossReason 396,1,1,2026-08-24T00:00:00.000
397,OLR000397,177,Meridian OeeLossReason 397,1,1,2026-08-24T00:00:00.000
398,OLR000398,17,Quartz OeeLossReason 398,1,1,2026-08-24T00:00:00.000
399,OLR000399,79,Orion OeeLossReason 399,1,1,2026-08-24T00:00:00.000
400,OLR000400,161,Orion OeeLossReason 400,1,1,2026-08-24T00:00:00.000
401,OLR000401,180,Summit OeeLossReason 401,1,1,2026-08-24T00:00:00.000
402,OLR000402,46,Meridian OeeLossReason 402,1,1,2026-08-24T00:00:00.000
403,OLR000403,132,Meridian OeeLossReason 403,1,1,2026-08-24T00:00:00.000
404,OLR000404,159,Quartz OeeLossReason 404,1,1,2026-08-24T00:00:00.000
405,OLR000405,122,Meridian OeeLossReason 405,1,1,2026-08-24T00:00:00.000
406,OLR000406,18,Titan OeeLossReason 406,1,1,2026-08-24T00:00:00.000
407,OLR000407,66,Keystone OeeLossReason 407,1,1,2026-08-24T00:00:00.000
408,OLR000408,125,Junction OeeLossReason 408,1,1,2026-08-24T00:00:00.000
409,OLR000409,180,Orion OeeLossReason 409,1,1,2026-08-24T00:00:00.000
410,OLR000410,153,Unity OeeLossReason 410,1,1,2026-08-24T00:00:00.000
411,OLR000411,130,Forge OeeLossReason 411,1,1,2026-08-24T00:00:00.000
412,OLR000412,68,Summit OeeLossReason 412,1,1,2026-08-24T00:00:00.000
413,OLR000413,156,Delta OeeLossReason 413,1,1,2026-08-24T00:00:00.000
414,OLR000414,62,Keystone OeeLossReason 414,1,1,2026-08-24T00:00:00.000
415,OLR000415,158,Ion OeeLossReason 415,1,1,2026-08-24T00:00:00.000
416,OLR000416,158,Harbor OeeLossReason 416,1,1,2026-08-24T00:00:00.000
417,OLR000417,36,Atlas OeeLossReason 417,1,1,2026-08-24T00:00:00.000
418,OLR000418,178,Harbor OeeLossReason 418,1,1,2026-08-24T00:00:00.000
419,OLR000419,115,Delta OeeLossReason 419,1,1,2026-08-24T00:00:00.000
420,OLR000420,90,Willow OeeLossReason 420,1,1,2026-08-24T00:00:00.000
421,OLR000421,14,Willow OeeLossReason 421,1,1,2026-08-24T00:00:00.000
422,OLR000422,22,Pioneer OeeLossReason 422,1,1,2026-08-24T00:00:00.000
423,OLR000423,2,Delta OeeLossReason 423,1,1,2026-08-24T00:00:00.000
424,OLR000424,92,Junction OeeLossReason 424,1,1,2026-08-24T00:00:00.000
425,OLR000425,85,Forge OeeLossReason 425,1,1,2026-08-24T00:00:00.000
426,OLR000426,34,Atlas OeeLossReason 426,1,1,2026-08-24T00:00:00.000
427,OLR000427,107,Titan OeeLossReason 427,1,1,2026-08-24T00:00:00.000
428,OLR000428,159,Junction OeeLossReason 428,1,1,2026-08-24T00:00:00.000
429,OLR000429,160,Junction OeeLossReason 429,1,1,2026-08-24T00:00:00.000
430,OLR000430,24,Harbor OeeLossReason 430,1,1,2026-08-24T00:00:00.000
431,OLR000431,90,Harbor OeeLossReason 431,1,1,2026-08-24T00:00:00.000
432,OLR000432,81,Atlas OeeLossReason 432,1,1,2026-08-24T00:00:00.000
433,OLR000433,116,Granite OeeLossReason 433,1,1,2026-08-24T00:00:00.000
434,OLR000434,9,Unity OeeLossReason 434,1,1,2026-08-24T00:00:00.000
435,OLR000435,103,Zenith OeeLossReason 435,1,1,2026-08-24T00:00:00.000
436,OLR000436,4,Northstar OeeLossReason 436,1,1,2026-08-24T00:00:00.000
437,OLR000437,86,Liberty OeeLossReason 437,1,1,2026-08-24T00:00:00.000
438,OLR000438,18,Riverton OeeLossReason 438,1,1,2026-08-24T00:00:00.000
439,OLR000439,39,Quartz OeeLossReason 439,1,1,2026-08-24T00:00:00.000
440,OLR000440,63,Junction OeeLossReason 440,1,1,2026-08-24T00:00:00.000
441,OLR000441,35,Harbor OeeLossReason 441,1,1,2026-08-24T00:00:00.000
442,OLR000442,108,Liberty OeeLossReason 442,1,1,2026-08-24T00:00:00.000
443,OLR000443,88,Vertex OeeLossReason 443,1,1,2026-08-24T00:00:00.000
444,OLR000444,7,Ion OeeLossReason 444,1,1,2026-08-24T00:00:00.000
445,OLR000445,24,Zenith OeeLossReason 445,1,1,2026-08-24T00:00:00.000
446,OLR000446,173,Summit OeeLossReason 446,1,1,2026-08-24T00:00:00.000
447,OLR000447,178,Atlas OeeLossReason 447,1,1,2026-08-24T00:00:00.000
448,OLR000448,107,Harbor OeeLossReason 448,1,1,2026-08-24T00:00:00.000
449,OLR000449,23,Quartz OeeLossReason 449,1,1,2026-08-24T00:00:00.000
450,OLR000450,143,Delta OeeLossReason 450,1,1,2026-08-24T00:00:00.000
451,OLR000451,2,Vertex OeeLossReason 451,1,1,2026-08-24T00:00:00.000
452,OLR000452,19,Cedar OeeLossReason 452,1,1,2026-08-24T00:00:00.000
453,OLR000453,76,Harbor OeeLossReason 453,1,1,2026-08-24T00:00:00.000
454,OLR000454,102,Summit OeeLossReason 454,1,1,2026-08-24T00:00:00.000
455,OLR000455,167,Willow OeeLossReason 455,1,1,2026-08-24T00:00:00.000
456,OLR000456,122,Cedar OeeLossReason 456,1,1,2026-08-24T00:00:00.000
457,OLR000457,149,Titan OeeLossReason 457,1,1,2026-08-24T00:00:00.000
458,OLR000458,157,Titan OeeLossReason 458,1,1,2026-08-24T00:00:00.000
459,OLR000459,118,Junction OeeLossReason 459,1,1,2026-08-24T00:00:00.000
460,OLR000460,54,Zenith OeeLossReason 460,1,1,2026-08-24T00:00:00.000
461,OLR000461,29,Titan OeeLossReason 461,1,1,2026-08-24T00:00:00.000
462,OLR000462,156,Keystone OeeLossReason 462,1,1,2026-08-24T00:00:00.000
463,OLR000463,124,Keystone OeeLossReason 463,1,1,2026-08-24T00:00:00.000
464,OLR000464,151,Titan OeeLossReason 464,1,1,2026-08-24T00:00:00.000
465,OLR000465,171,Northstar OeeLossReason 465,1,1,2026-08-24T00:00:00.000
466,OLR000466,127,Quartz OeeLossReason 466,1,1,2026-08-24T00:00:00.000
467,OLR000467,164,Harbor OeeLossReason 467,1,1,2026-08-24T00:00:00.000
468,OLR000468,120,Forge OeeLossReason 468,1,1,2026-08-24T00:00:00.000
469,OLR000469,172,Titan OeeLossReason 469,1,1,2026-08-24T00:00:00.000
470,OLR000470,22,Quartz OeeLossReason 470,1,1,2026-08-24T00:00:00.000
471,OLR000471,115,Keystone OeeLossReason 471,1,1,2026-08-24T00:00:00.000
472,OLR000472,45,Orion OeeLossReason 472,1,1,2026-08-24T00:00:00.000
473,OLR000473,178,Zenith OeeLossReason 473,1,1,2026-08-24T00:00:00.000
474,OLR000474,177,Junction OeeLossReason 474,1,1,2026-08-24T00:00:00.000
475,OLR000475,35,Atlas OeeLossReason 475,1,1,2026-08-24T00:00:00.000
476,OLR000476,126,Liberty OeeLossReason 476,1,1,2026-08-24T00:00:00.000
477,OLR000477,49,Unity OeeLossReason 477,1,1,2026-08-24T00:00:00.000
478,OLR000478,96,Zenith OeeLossReason 478,1,1,2026-08-24T00:00:00.000
479,OLR000479,119,Titan OeeLossReason 479,1,1,2026-08-24T00:00:00.000
480,OLR000480,66,Ion OeeLossReason 480,1,1,2026-08-24T00:00:00.000
481,OLR000481,138,Atlas OeeLossReason 481,1,1,2026-08-24T00:00:00.000
482,OLR000482,95,Titan OeeLossReason 482,1,1,2026-08-24T00:00:00.000
483,OLR000483,19,Evergreen OeeLossReason 483,1,1,2026-08-24T00:00:00.000
484,OLR000484,47,Northstar OeeLossReason 484,1,1,2026-08-24T00:00:00.000
485,OLR000485,47,Evergreen OeeLossReason 485,1,1,2026-08-24T00:00:00.000
486,OLR000486,49,Liberty OeeLossReason 486,1,1,2026-08-24T00:00:00.000
487,OLR000487,118,Riverton OeeLossReason 487,1,1,2026-08-24T00:00:00.000
488,OLR000488,25,Unity OeeLossReason 488,1,1,2026-08-24T00:00:00.000
489,OLR000489,67,Evergreen OeeLossReason 489,1,1,2026-08-24T00:00:00.000
490,OLR000490,5,Harbor OeeLossReason 490,1,1,2026-08-24T00:00:00.000
491,OLR000491,19,Junction OeeLossReason 491,1,1,2026-08-24T00:00:00.000
492,OLR000492,168,Northstar OeeLossReason 492,1,1,2026-08-24T00:00:00.000
493,OLR000493,137,Ion OeeLossReason 493,1,1,2026-08-24T00:00:00.000
494,OLR000494,30,Northstar OeeLossReason 494,1,1,2026-08-24T00:00:00.000
495,OLR000495,143,Evergreen OeeLossReason 495,1,1,2026-08-24T00:00:00.000
496,OLR000496,65,Unity OeeLossReason 496,1,1,2026-08-24T00:00:00.000
497,OLR000497,153,Riverton OeeLossReason 497,1,1,2026-08-24T00:00:00.000
498,OLR000498,71,Pioneer OeeLossReason 498,1,1,2026-08-24T00:00:00.000
499,OLR000499,166,Keystone OeeLossReason 499,1,1,2026-08-24T00:00:00.000
500,OLR000500,95,Delta OeeLossReason 500,1,1,2026-08-24T00:00:00.000
