SalesCustomerChainKey,SalesCustomerChainCode,SalesCustomerGroupKey,SalesCustomerChainName,SourceSystemKey,BatchId,LoadedAtUtc
310,SCC000310,181,Ion SalesCustomerChain 310,1,1,2026-08-24T00:00:00.000
311,SCC000311,183,Vertex SalesCustomerChain 311,1,1,2026-08-24T00:00:00.000
312,SCC000312,63,Titan SalesCustomerChain 312,1,1,2026-08-24T00:00:00.000
313,SCC000313,81,Meridian SalesCustomerChain 313,1,1,2026-08-24T00:00:00.000
314,SCC000314,27,Titan SalesCustomerChain 314,1,1,2026-08-24T00:00:00.000
315,SCC000315,193,Northstar SalesCustomerChain 315,1,1,2026-08-24T00:00:00.000
316,SCC000316,147,Junction SalesCustomerChain 316,1,1,2026-08-24T00:00:00.000
317,SCC000317,2,Pioneer SalesCustomerChain 317,1,1,2026-08-24T00:00:00.000
318,SCC000318,196,Pioneer SalesCustomerChain 318,1,1,2026-08-24T00:00:00.000
319,SCC000319,28,Evergreen SalesCustomerChain 319,1,1,2026-08-24T00:00:00.000
320,SCC000320,181,Ion SalesCustomerChain 320,1,1,2026-08-24T00:00:00.000
321,SCC000321,183,Zenith SalesCustomerChain 321,1,1,2026-08-24T00:00:00.000
322,SCC000322,100,Northstar SalesCustomerChain 322,1,1,2026-08-24T00:00:00.000
323,SCC000323,20,Quartz SalesCustomerChain 323,1,1,2026-08-24T00:00:00.000
324,SCC000324,129,Pioneer SalesCustomerChain 324,1,1,2026-08-24T00:00:00.000
325,SCC000325,8,Titan SalesCustomerChain 325,1,1,2026-08-24T00:00:00.000
326,SCC000326,188,Northstar SalesCustomerChain 326,1,1,2026-08-24T00:00:00.000
327,SCC000327,175,Liberty SalesCustomerChain 327,1,1,2026-08-24T00:00:00.000
328,SCC000328,20,Quartz SalesCustomerChain 328,1,1,2026-08-24T00:00:00.000
329,SCC000329,25,Delta SalesCustomerChain 329,1,1,2026-08-24T00:00:00.000
330,SCC000330,105,Northstar SalesCustomerChain 330,1,1,2026-08-24T00:00:00.000
331,SCC000331,62,Vertex SalesCustomerChain 331,1,1,2026-08-24T00:00:00.000
332,SCC000332,136,Granite SalesCustomerChain 332,1,1,2026-08-24T00:00:00.000
333,SCC000333,129,Riverton SalesCustomerChain 333,1,1,2026-08-24T00:00:00.000
334,SCC000334,148,Ion SalesCustomerChain 334,1,1,2026-08-24T00:00:00.000
335,SCC000335,182,Titan SalesCustomerChain 335,1,1,2026-08-24T00:00:00.000
336,SCC000336,188,Summit SalesCustomerChain 336,1,1,2026-08-24T00:00:00.000
337,SCC000337,41,Titan SalesCustomerChain 337,1,1,2026-08-24T00:00:00.000
338,SCC000338,64,Meridian SalesCustomerChain 338,1,1,2026-08-24T00:00:00.000
339,SCC000339,118,Beacon SalesCustomerChain 339,1,1,2026-08-24T00:00:00.000
340,SCC000340,11,Forge SalesCustomerChain 340,1,1,2026-08-24T00:00:00.000
341,SCC000341,168,Liberty SalesCustomerChain 341,1,1,2026-08-24T00:00:00.000
342,SCC000342,190,Ion SalesCustomerChain 342,1,1,2026-08-24T00:00:00.000
343,SCC000343,61,Quartz SalesCustomerChain 343,1,1,2026-08-24T00:00:00.000
344,SCC000344,35,Willow SalesCustomerChain 344,1,1,2026-08-24T00:00:00.000
345,SCC000345,94,Vertex SalesCustomerChain 345,1,1,2026-08-24T00:00:00.000
346,SCC000346,26,Unity SalesCustomerChain 346,1,1,2026-08-24T00:00:00.000
347,SCC000347,113,Keystone SalesCustomerChain 347,1,1,2026-08-24T00:00:00.000
348,SCC000348,50,Forge SalesCustomerChain 348,1,1,2026-08-24T00:00:00.000
349,SCC000349,31,Titan SalesCustomerChain 349,1,1,2026-08-24T00:00:00.000
350,SCC000350,9,Forge SalesCustomerChain 350,1,1,2026-08-24T00:00:00.000
351,SCC000351,22,Northstar SalesCustomerChain 351,1,1,2026-08-24T00:00:00.000
352,SCC000352,189,Liberty SalesCustomerChain 352,1,1,2026-08-24T00:00:00.000
353,SCC000353,80,Pioneer SalesCustomerChain 353,1,1,2026-08-24T00:00:00.000
354,SCC000354,99,Quartz SalesCustomerChain 354,1,1,2026-08-24T00:00:00.000
355,SCC000355,126,Junction SalesCustomerChain 355,1,1,2026-08-24T00:00:00.000
356,SCC000356,197,Riverton SalesCustomerChain 356,1,1,2026-08-24T00:00:00.000
357,SCC000357,107,Vertex SalesCustomerChain 357,1,1,2026-08-24T00:00:00.000
358,SCC000358,184,Delta SalesCustomerChain 358,1,1,2026-08-24T00:00:00.000
359,SCC000359,60,Northstar SalesCustomerChain 359,1,1,2026-08-24T00:00:00.000
360,SCC000360,200,Orion SalesCustomerChain 360,1,1,2026-08-24T00:00:00.000
361,SCC000361,61,Junction SalesCustomerChain 361,1,1,2026-08-24T00:00:00.000
362,SCC000362,100,Titan SalesCustomerChain 362,1,1,2026-08-24T00:00:00.000
363,SCC000363,72,Willow SalesCustomerChain 363,1,1,2026-08-24T00:00:00.000
364,SCC000364,172,Delta SalesCustomerChain 364,1,1,2026-08-24T00:00:00.000
365,SCC000365,198,Pioneer SalesCustomerChain 365,1,1,2026-08-24T00:00:00.000
366,SCC000366,67,Beacon SalesCustomerChain 366,1,1,2026-08-24T00:00:00.000
367,SCC000367,44,Ion SalesCustomerChain 367,1,1,2026-08-24T00:00:00.000
368,SCC000368,47,Vertex SalesCustomerChain 368,1,1,2026-08-24T00:00:00.000
369,SCC000369,102,Vertex SalesCustomerChain 369,1,1,2026-08-24T00:00:00.000
370,SCC000370,177,Quartz SalesCustomerChain 370,1,1,2026-08-24T00:00:00.000
371,SCC000371,142,Forge SalesCustomerChain 371,1,1,2026-08-24T00:00:00.000
372,SCC000372,172,Cedar SalesCustomerChain 372,1,1,2026-08-24T00:00:00.000
373,SCC000373,26,Beacon SalesCustomerChain 373,1,1,2026-08-24T00:00:00.000
374,SCC000374,80,Liberty SalesCustomerChain 374,1,1,2026-08-24T00:00:00.000
375,SCC000375,87,Forge SalesCustomerChain 375,1,1,2026-08-24T00:00:00.000
376,SCC000376,144,Titan SalesCustomerChain 376,1,1,2026-08-24T00:00:00.000
377,SCC000377,115,Northstar SalesCustomerChain 377,1,1,2026-08-24T00:00:00.000
378,SCC000378,38,Northstar SalesCustomerChain 378,1,1,2026-08-24T00:00:00.000
379,SCC000379,195,Quartz SalesCustomerChain 379,1,1,2026-08-24T00:00:00.000
380,SCC000380,173,Forge SalesCustomerChain 380,1,1,2026-08-24T00:00:00.000
381,SCC000381,107,Unity SalesCustomerChain 381,1,1,2026-08-24T00:00:00.000
382,SCC000382,157,Atlas SalesCustomerChain 382,1,1,2026-08-24T00:00:00.000
383,SCC000383,99,Meridian SalesCustomerChain 383,1,1,2026-08-24T00:00:00.000
384,SCC000384,132,Junction SalesCustomerChain 384,1,1,2026-08-24T00:00:00.000
385,SCC000385,12,Zenith SalesCustomerChain 385,1,1,2026-08-24T00:00:00.000
386,SCC000386,80,Titan SalesCustomerChain 386,1,1,2026-08-24T00:00:00.000
387,SCC000387,138,Meridian SalesCustomerChain 387,1,1,2026-08-24T00:00:00.000
388,SCC000388,148,Keystone SalesCustomerChain 388,1,1,2026-08-24T00:00:00.000
389,SCC000389,150,Cedar SalesCustomerChain 389,1,1,2026-08-24T00:00:00.000
390,SCC000390,98,Forge SalesCustomerChain 390,1,1,2026-08-24T00:00:00.000
391,SCC000391,45,Cedar SalesCustomerChain 391,1,1,2026-08-24T00:00:00.000
392,SCC000392,143,Summit SalesCustomerChain 392,1,1,2026-08-24T00:00:00.000
393,SCC000393,160,Summit SalesCustomerChain 393,1,1,2026-08-24T00:00:00.000
394,SCC000394,44,Liberty SalesCustomerChain 394,1,1,2026-08-24T00:00:00.000
395,SCC000395,163,Junction SalesCustomerChain 395,1,1,2026-08-24T00:00:00.000
396,SCC000396,172,Ion SalesCustomerChain 396,1,1,2026-08-24T00:00:00.000
397,SCC000397,189,Quartz SalesCustomerChain 397,1,1,2026-08-24T00:00:00.000
398,SCC000398,48,Unity SalesCustomerChain 398,1,1,2026-08-24T00:00:00.000
399,SCC000399,106,Orion SalesCustomerChain 399,1,1,2026-08-24T00:00:00.000
400,SCC000400,43,Orion SalesCustomerChain 400,1,1,2026-08-24T00:00:00.000
401,SCC000401,53,Cedar SalesCustomerChain 401,1,1,2026-08-24T00:00:00.000
402,SCC000402,198,Beacon SalesCustomerChain 402,1,1,2026-08-24T00:00:00.000
403,SCC000403,5,Liberty SalesCustomerChain 403,1,1,2026-08-24T00:00:00.000
404,SCC000404,43,Harbor SalesCustomerChain 404,1,1,2026-08-24T00:00:00.000
405,SCC000405,186,Northstar SalesCustomerChain 405,1,1,2026-08-24T00:00:00.000
406,SCC000406,165,Quartz SalesCustomerChain 406,1,1,2026-08-24T00:00:00.000
407,SCC000407,98,Keystone SalesCustomerChain 407,1,1,2026-08-24T00:00:00.000
408,SCC000408,60,Meridian SalesCustomerChain 408,1,1,2026-08-24T00:00:00.000
409,SCC000409,9,Forge SalesCustomerChain 409,1,1,2026-08-24T00:00:00.000
410,SCC000410,46,Willow SalesCustomerChain 410,1,1,2026-08-24T00:00:00.000
411,SCC000411,122,Forge SalesCustomerChain 411,1,1,2026-08-24T00:00:00.000
412,SCC000412,170,Zenith SalesCustomerChain 412,1,1,2026-08-24T00:00:00.000
413,SCC000413,133,Keystone SalesCustomerChain 413,1,1,2026-08-24T00:00:00.000
414,SCC000414,61,Vertex SalesCustomerChain 414,1,1,2026-08-24T00:00:00.000
415,SCC000415,126,Forge SalesCustomerChain 415,1,1,2026-08-24T00:00:00.000
416,SCC000416,183,Forge SalesCustomerChain 416,1,1,2026-08-24T00:00:00.000
417,SCC000417,68,Unity SalesCustomerChain 417,1,1,2026-08-24T00:00:00.000
418,SCC000418,96,Willow SalesCustomerChain 418,1,1,2026-08-24T00:00:00.000
419,SCC000419,23,Harbor SalesCustomerChain 419,1,1,2026-08-24T00:00:00.000
420,SCC000420,155,Junction SalesCustomerChain 420,1,1,2026-08-24T00:00:00.000
421,SCC000421,13,Northstar SalesCustomerChain 421,1,1,2026-08-24T00:00:00.000
422,SCC000422,40,Riverton SalesCustomerChain 422,1,1,2026-08-24T00:00:00.000
423,SCC000423,86,Pioneer SalesCustomerChain 423,1,1,2026-08-24T00:00:00.000
424,SCC000424,94,Evergreen SalesCustomerChain 424,1,1,2026-08-24T00:00:00.000
425,SCC000425,175,Zenith SalesCustomerChain 425,1,1,2026-08-24T00:00:00.000
426,SCC000426,149,Junction SalesCustomerChain 426,1,1,2026-08-24T00:00:00.000
427,SCC000427,62,Meridian SalesCustomerChain 427,1,1,2026-08-24T00:00:00.000
428,SCC000428,107,Riverton SalesCustomerChain 428,1,1,2026-08-24T00:00:00.000
429,SCC000429,116,Riverton SalesCustomerChain 429,1,1,2026-08-24T00:00:00.000
430,SCC000430,194,Summit SalesCustomerChain 430,1,1,2026-08-24T00:00:00.000
431,SCC000431,38,Riverton SalesCustomerChain 431,1,1,2026-08-24T00:00:00.000
432,SCC000432,123,Pioneer SalesCustomerChain 432,1,1,2026-08-24T00:00:00.000
433,SCC000433,23,Atlas SalesCustomerChain 433,1,1,2026-08-24T00:00:00.000
434,SCC000434,19,Pioneer SalesCustomerChain 434,1,1,2026-08-24T00:00:00.000
435,SCC000435,83,Ion SalesCustomerChain 435,1,1,2026-08-24T00:00:00.000
436,SCC000436,141,Zenith SalesCustomerChain 436,1,1,2026-08-24T00:00:00.000
437,SCC000437,128,Summit SalesCustomerChain 437,1,1,2026-08-24T00:00:00.000
438,SCC000438,49,Beacon SalesCustomerChain 438,1,1,2026-08-24T00:00:00.000
439,SCC000439,164,Evergreen SalesCustomerChain 439,1,1,2026-08-24T00:00:00.000
440,SCC000440,53,Zenith SalesCustomerChain 440,1,1,2026-08-24T00:00:00.000
441,SCC000441,65,Keystone SalesCustomerChain 441,1,1,2026-08-24T00:00:00.000
442,SCC000442,176,Atlas SalesCustomerChain 442,1,1,2026-08-24T00:00:00.000
443,SCC000443,154,Quartz SalesCustomerChain 443,1,1,2026-08-24T00:00:00.000
444,SCC000444,12,Vertex SalesCustomerChain 444,1,1,2026-08-24T00:00:00.000
445,SCC000445,72,Beacon SalesCustomerChain 445,1,1,2026-08-24T00:00:00.000
446,SCC000446,88,Riverton SalesCustomerChain 446,1,1,2026-08-24T00:00:00.000
447,SCC000447,3,Summit SalesCustomerChain 447,1,1,2026-08-24T00:00:00.000
448,SCC000448,40,Forge SalesCustomerChain 448,1,1,2026-08-24T00:00:00.000
449,SCC000449,20,Pioneer SalesCustomerChain 449,1,1,2026-08-24T00:00:00.000
450,SCC000450,116,Titan SalesCustomerChain 450,1,1,2026-08-24T00:00:00.000
451,SCC000451,131,Evergreen SalesCustomerChain 451,1,1,2026-08-24T00:00:00.000
452,SCC000452,21,Orion SalesCustomerChain 452,1,1,2026-08-24T00:00:00.000
453,SCC000453,118,Cedar SalesCustomerChain 453,1,1,2026-08-24T00:00:00.000
454,SCC000454,127,Cedar SalesCustomerChain 454,1,1,2026-08-24T00:00:00.000
455,SCC000455,9,Zenith SalesCustomerChain 455,1,1,2026-08-24T00:00:00.000
456,SCC000456,167,Liberty SalesCustomerChain 456,1,1,2026-08-24T00:00:00.000
457,SCC000457,83,Forge SalesCustomerChain 457,1,1,2026-08-24T00:00:00.000
458,SCC000458,145,Forge SalesCustomerChain 458,1,1,2026-08-24T00:00:00.000
459,SCC000459,53,Zenith SalesCustomerChain 459,1,1,2026-08-24T00:00:00.000
460,SCC000460,56,Junction SalesCustomerChain 460,1,1,2026-08-24T00:00:00.000
461,SCC000461,70,Atlas SalesCustomerChain 461,1,1,2026-08-24T00:00:00.000
462,SCC000462,24,Titan SalesCustomerChain 462,1,1,2026-08-24T00:00:00.000
463,SCC000463,170,Riverton SalesCustomerChain 463,1,1,2026-08-24T00:00:00.000
464,SCC000464,110,Ion SalesCustomerChain 464,1,1,2026-08-24T00:00:00.000
465,SCC000465,192,Cedar SalesCustomerChain 465,1,1,2026-08-24T00:00:00.000
466,SCC000466,120,Granite SalesCustomerChain 466,1,1,2026-08-24T00:00:00.000
467,SCC000467,68,Meridian SalesCustomerChain 467,1,1,2026-08-24T00:00:00.000
468,SCC000468,113,Delta SalesCustomerChain 468,1,1,2026-08-24T00:00:00.000
469,SCC000469,137,Granite SalesCustomerChain 469,1,1,2026-08-24T00:00:00.000
470,SCC000470,42,Quartz SalesCustomerChain 470,1,1,2026-08-24T00:00:00.000
471,SCC000471,40,Titan SalesCustomerChain 471,1,1,2026-08-24T00:00:00.000
472,SCC000472,11,Granite SalesCustomerChain 472,1,1,2026-08-24T00:00:00.000
473,SCC000473,102,Orion SalesCustomerChain 473,1,1,2026-08-24T00:00:00.000
474,SCC000474,152,Summit SalesCustomerChain 474,1,1,2026-08-24T00:00:00.000
475,SCC000475,176,Unity SalesCustomerChain 475,1,1,2026-08-24T00:00:00.000
476,SCC000476,87,Pioneer SalesCustomerChain 476,1,1,2026-08-24T00:00:00.000
477,SCC000477,122,Delta SalesCustomerChain 477,1,1,2026-08-24T00:00:00.000
478,SCC000478,138,Riverton SalesCustomerChain 478,1,1,2026-08-24T00:00:00.000
479,SCC000479,179,Riverton SalesCustomerChain 479,1,1,2026-08-24T00:00:00.000
480,SCC000480,155,Summit SalesCustomerChain 480,1,1,2026-08-24T00:00:00.000
481,SCC000481,199,Riverton SalesCustomerChain 481,1,1,2026-08-24T00:00:00.000
482,SCC000482,155,Meridian SalesCustomerChain 482,1,1,2026-08-24T00:00:00.000
483,SCC000483,127,Forge SalesCustomerChain 483,1,1,2026-08-24T00:00:00.000
484,SCC000484,126,Orion SalesCustomerChain 484,1,1,2026-08-24T00:00:00.000
485,SCC000485,9,Orion SalesCustomerChain 485,1,1,2026-08-24T00:00:00.000
486,SCC000486,67,Evergreen SalesCustomerChain 486,1,1,2026-08-24T00:00:00.000
487,SCC000487,115,Zenith SalesCustomerChain 487,1,1,2026-08-24T00:00:00.000
488,SCC000488,173,Delta SalesCustomerChain 488,1,1,2026-08-24T00:00:00.000
489,SCC000489,171,Zenith SalesCustomerChain 489,1,1,2026-08-24T00:00:00.000
490,SCC000490,129,Evergreen SalesCustomerChain 490,1,1,2026-08-24T00:00:00.000
491,SCC000491,70,Ion SalesCustomerChain 491,1,1,2026-08-24T00:00:00.000
492,SCC000492,124,Evergreen SalesCustomerChain 492,1,1,2026-08-24T00:00:00.000
493,SCC000493,84,Summit SalesCustomerChain 493,1,1,2026-08-24T00:00:00.000
494,SCC000494,117,Evergreen SalesCustomerChain 494,1,1,2026-08-24T00:00:00.000
495,SCC000495,142,Northstar SalesCustomerChain 495,1,1,2026-08-24T00:00:00.000
496,SCC000496,163,Atlas SalesCustomerChain 496,1,1,2026-08-24T00:00:00.000
497,SCC000497,53,Evergreen SalesCustomerChain 497,1,1,2026-08-24T00:00:00.000
498,SCC000498,127,Liberty SalesCustomerChain 498,1,1,2026-08-24T00:00:00.000
499,SCC000499,56,Unity SalesCustomerChain 499,1,1,2026-08-24T00:00:00.000
500,SCC000500,182,Delta SalesCustomerChain 500,1,1,2026-08-24T00:00:00.000
