FinancePlanningVersionKey,PlanningVersionCode,BusinessUnitKey,FinanceScenarioTypeKey,CurrencyKey,PlanningVersionName,VersionStartDate,VersionEndDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
99,FPV000099,382,5,1,Cedar FinancePlanningVersion 99,2020-04-09,2021-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38e8682c4ea95d1282ea9e144b295b3e38e8682c4ea95d1282ea9e144b295b3e
100,FPV000100,244,6,1,Granite FinancePlanningVersion 100,2020-04-10,2021-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e89392b442c5761a17dc99a42b064086e89392b442c5761a17dc99a42b06408
101,FPV000101,341,2,3,Junction FinancePlanningVersion 101,2020-04-11,2021-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28db529331285f4d9e7aac42f25c41ad28db529331285f4d9e7aac42f25c41ad
102,FPV000102,39,6,5,Granite FinancePlanningVersion 102,2020-04-12,2021-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,228f64ea7d6858939f46504d0beb53e6228f64ea7d6858939f46504d0beb53e6
103,FPV000103,417,8,2,Atlas FinancePlanningVersion 103,2020-04-13,2021-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2619c68ab2b2510d92d77c3f4299dda62619c68ab2b2510d92d77c3f4299dda6
104,FPV000104,128,5,2,Keystone FinancePlanningVersion 104,2020-04-14,2021-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1421dac9d7bf571581000745bd6814041421dac9d7bf571581000745bd681404
105,FPV000105,445,7,2,Quartz FinancePlanningVersion 105,2020-04-15,2021-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,605700ceadb155fabe246b19de0bb12e605700ceadb155fabe246b19de0bb12e
106,FPV000106,340,10,3,Liberty FinancePlanningVersion 106,2020-04-16,2021-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c6e02d0fc8c561b878520e6e381062f4c6e02d0fc8c561b878520e6e381062f
107,FPV000107,415,1,1,Cedar FinancePlanningVersion 107,2020-04-17,2021-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18fcfe4ea30a5897854922b7d727983818fcfe4ea30a5897854922b7d7279838
108,FPV000108,218,9,3,Summit FinancePlanningVersion 108,2020-04-18,2021-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,442e824536bb5738bf9c33a3861513f7442e824536bb5738bf9c33a3861513f7
109,FPV000109,453,6,3,Orion FinancePlanningVersion 109,2020-04-19,2021-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89956727fc925511915b55da565fa32889956727fc925511915b55da565fa328
110,FPV000110,407,2,3,Pioneer FinancePlanningVersion 110,2020-04-20,2021-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71584fe9739f57dabcb8574c6ac2551a71584fe9739f57dabcb8574c6ac2551a
111,FPV000111,356,2,5,Unity FinancePlanningVersion 111,2020-04-21,2021-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,583332b8221754e3acc6ab664b06cc05583332b8221754e3acc6ab664b06cc05
112,FPV000112,103,7,2,Meridian FinancePlanningVersion 112,2020-04-22,2021-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d6342d48bba599abc558cb885acf4ff1d6342d48bba599abc558cb885acf4ff
113,FPV000113,2,2,5,Ion FinancePlanningVersion 113,2020-04-23,2021-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e244131ef4bc514ba38847fd45c6d4c9e244131ef4bc514ba38847fd45c6d4c9
114,FPV000114,329,8,5,Willow FinancePlanningVersion 114,2020-04-24,2021-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,539ce1fa166b5ba9b7bdfc918c69283c539ce1fa166b5ba9b7bdfc918c69283c
115,FPV000115,338,8,1,Willow FinancePlanningVersion 115,2020-04-25,2021-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d88a5011192e5d6d998a96e1047db881d88a5011192e5d6d998a96e1047db881
116,FPV000116,481,9,3,Riverton FinancePlanningVersion 116,2020-04-26,2021-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1b7f4e4dcec507f9c187506d76aa4eef1b7f4e4dcec507f9c187506d76aa4ee
117,FPV000117,498,3,1,Unity FinancePlanningVersion 117,2020-04-27,2021-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6621fb8a391e587ebd970a25ddb8e3236621fb8a391e587ebd970a25ddb8e323
118,FPV000118,358,6,5,Meridian FinancePlanningVersion 118,2020-04-28,2021-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8750b47d3f3f5675aa2eb0899577d0978750b47d3f3f5675aa2eb0899577d097
119,FPV000119,198,9,2,Zenith FinancePlanningVersion 119,2020-04-29,2021-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aab857324dd45c0699904f8c196838daaab857324dd45c0699904f8c196838da
120,FPV000120,276,10,1,Unity FinancePlanningVersion 120,2020-04-30,2021-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef3dba707f345132975f166837f0ed5fef3dba707f345132975f166837f0ed5f
121,FPV000121,239,8,1,Keystone FinancePlanningVersion 121,2020-05-01,2021-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69d3f360b703502995d513a1c8d3d01b69d3f360b703502995d513a1c8d3d01b
122,FPV000122,497,4,2,Titan FinancePlanningVersion 122,2020-05-02,2021-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93d2c641d1a95e6cb1845c389ec1d67e93d2c641d1a95e6cb1845c389ec1d67e
123,FPV000123,309,6,2,Keystone FinancePlanningVersion 123,2020-05-03,2021-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4aa4cb682735c5286392feaa3eb7afcb4aa4cb682735c5286392feaa3eb7afc
124,FPV000124,117,10,2,Junction FinancePlanningVersion 124,2020-05-04,2021-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d18d44609f14538ca992a680d7931147d18d44609f14538ca992a680d7931147
125,FPV000125,39,4,4,Delta FinancePlanningVersion 125,2020-05-05,2021-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44b725f4edc155518b97d57cabee4bae44b725f4edc155518b97d57cabee4bae
126,FPV000126,147,2,3,Cedar FinancePlanningVersion 126,2020-05-06,2021-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa82e04bf72b5a41bcce64439a040327aa82e04bf72b5a41bcce64439a040327
127,FPV000127,101,1,4,Riverton FinancePlanningVersion 127,2020-05-07,2021-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff68a88752eb52b4aaa7b2cc83ae5094ff68a88752eb52b4aaa7b2cc83ae5094
128,FPV000128,371,4,5,Granite FinancePlanningVersion 128,2020-05-08,2021-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eb9a782ff7454c99b1c9c7ffe189b6c1eb9a782ff7454c99b1c9c7ffe189b6c
129,FPV000129,141,4,3,Vertex FinancePlanningVersion 129,2020-05-09,2021-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c1cb7b0cfa157cabebed2514095b5d43c1cb7b0cfa157cabebed2514095b5d4
130,FPV000130,460,10,2,Northstar FinancePlanningVersion 130,2020-05-10,2021-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,603d0e01864651afa3f3d1278a5951b0603d0e01864651afa3f3d1278a5951b0
131,FPV000131,340,3,2,Evergreen FinancePlanningVersion 131,2020-05-11,2021-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,904e20c2b0ec558280de77c59a19c49d904e20c2b0ec558280de77c59a19c49d
132,FPV000132,423,8,4,Granite FinancePlanningVersion 132,2020-05-12,2021-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e555dc100705fea97bfcda5f0a8bc4d4e555dc100705fea97bfcda5f0a8bc4d
133,FPV000133,278,4,2,Meridian FinancePlanningVersion 133,2020-05-13,2021-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9fd0acce0e952f9975b0bbfa80f76bfb9fd0acce0e952f9975b0bbfa80f76bf
134,FPV000134,132,2,2,Vertex FinancePlanningVersion 134,2020-05-14,2021-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2781dec1454f5a23a6980e7a41ec09a12781dec1454f5a23a6980e7a41ec09a1
135,FPV000135,146,6,1,Vertex FinancePlanningVersion 135,2020-05-15,2021-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff3abe35e9775ecfa87e684e254184e2ff3abe35e9775ecfa87e684e254184e2
136,FPV000136,305,6,2,Liberty FinancePlanningVersion 136,2020-05-16,2021-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab04b1a26805e47be37474ac212d0e76ab04b1a26805e47be37474ac212d0e7
137,FPV000137,424,8,4,Titan FinancePlanningVersion 137,2020-05-17,2021-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9baae62a7d80502ea74fff6fd7189c039baae62a7d80502ea74fff6fd7189c03
138,FPV000138,166,10,4,Quartz FinancePlanningVersion 138,2020-05-18,2021-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8511b4c8d2305dde939eb9e55eae9f608511b4c8d2305dde939eb9e55eae9f60
139,FPV000139,256,1,4,Harbor FinancePlanningVersion 139,2020-05-19,2021-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f86bcce85c425f1abc6f572b9bc7e43af86bcce85c425f1abc6f572b9bc7e43a
140,FPV000140,398,9,3,Keystone FinancePlanningVersion 140,2020-05-20,2021-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07ecf031a383560e9205e9a2ade445f007ecf031a383560e9205e9a2ade445f0
141,FPV000141,222,8,4,Meridian FinancePlanningVersion 141,2020-05-21,2021-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d71440916375687af59d46ef909787c9d71440916375687af59d46ef909787c
142,FPV000142,375,8,3,Evergreen FinancePlanningVersion 142,2020-05-22,2021-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90daa1d34e452f18dfd325ab0b546dbc90daa1d34e452f18dfd325ab0b546db
143,FPV000143,308,7,4,Northstar FinancePlanningVersion 143,2020-05-23,2021-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39991c33509853d58ec7f6438973192039991c33509853d58ec7f64389731920
144,FPV000144,364,8,5,Forge FinancePlanningVersion 144,2020-05-24,2021-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0cd1990e567540f99b24799f899545be0cd1990e567540f99b24799f899545b
145,FPV000145,73,3,2,Quartz FinancePlanningVersion 145,2020-05-25,2021-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0864bf405b0e54579374b4832e302fd20864bf405b0e54579374b4832e302fd2
146,FPV000146,221,1,1,Titan FinancePlanningVersion 146,2020-05-26,2021-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44b9bd786f35c09bb4b3cef50fa0070d44b9bd786f35c09bb4b3cef50fa0070
147,FPV000147,468,3,1,Willow FinancePlanningVersion 147,2020-05-27,2021-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7653cf0e2dff5e0db0ad4ab7948afeb27653cf0e2dff5e0db0ad4ab7948afeb2
148,FPV000148,249,9,4,Summit FinancePlanningVersion 148,2020-05-28,2021-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcc132fc7cfb567e91d9c7554b8c2001fcc132fc7cfb567e91d9c7554b8c2001
149,FPV000149,181,8,5,Vertex FinancePlanningVersion 149,2020-05-29,2021-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83495db6782150cfa7c4bc8c1f4f8a7b83495db6782150cfa7c4bc8c1f4f8a7b
150,FPV000150,464,5,4,Delta FinancePlanningVersion 150,2020-05-30,2021-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62db5205a0515e56a909466c709ae0da62db5205a0515e56a909466c709ae0da
151,FPV000151,179,7,1,Forge FinancePlanningVersion 151,2020-05-31,2021-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07312ad2b562568d92f82113deb3e60507312ad2b562568d92f82113deb3e605
152,FPV000152,327,2,4,Granite FinancePlanningVersion 152,2020-06-01,2021-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05bc2eb077ce5add9274cfaf4cf618f405bc2eb077ce5add9274cfaf4cf618f4
153,FPV000153,1,9,2,Junction FinancePlanningVersion 153,2020-06-02,2021-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfb50af750e35c79b1952ca8cd09d631cfb50af750e35c79b1952ca8cd09d631
154,FPV000154,343,5,3,Forge FinancePlanningVersion 154,2020-06-03,2021-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fa139ae419159839e403cd8a83496a61fa139ae419159839e403cd8a83496a6
155,FPV000155,175,5,1,Willow FinancePlanningVersion 155,2020-06-04,2021-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4818078c6ada5c269b31a8c7c67e5ebf4818078c6ada5c269b31a8c7c67e5ebf
156,FPV000156,314,4,5,Unity FinancePlanningVersion 156,2020-06-05,2021-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,921dcf9d579b5e42b9acfe1b26578f5f921dcf9d579b5e42b9acfe1b26578f5f
157,FPV000157,325,6,2,Liberty FinancePlanningVersion 157,2020-06-06,2021-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db6ecb42aeb35a5f958c4f5c54fba2d0db6ecb42aeb35a5f958c4f5c54fba2d0
158,FPV000158,219,6,3,Evergreen FinancePlanningVersion 158,2020-06-07,2021-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bfda695e1cf556498083c62c0575a2f4bfda695e1cf556498083c62c0575a2f
159,FPV000159,155,9,1,Meridian FinancePlanningVersion 159,2020-06-08,2021-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55a8a252ff965435abfe6c1395a116dc55a8a252ff965435abfe6c1395a116dc
160,FPV000160,488,1,2,Quartz FinancePlanningVersion 160,2020-06-09,2021-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c58a6dc20475cc79b71756f8d2728b45c58a6dc20475cc79b71756f8d2728b4
161,FPV000161,200,10,2,Harbor FinancePlanningVersion 161,2020-06-10,2021-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e813d3aa14e15f1ca1163e36c2bb4ed3e813d3aa14e15f1ca1163e36c2bb4ed3
162,FPV000162,228,2,4,Northstar FinancePlanningVersion 162,2020-06-11,2021-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47e651a8edbc543d9ce7fdcb3c95c5f647e651a8edbc543d9ce7fdcb3c95c5f6
163,FPV000163,265,6,1,Liberty FinancePlanningVersion 163,2020-06-12,2021-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06ca8728fc9d5d2d93b03bfe3c5bd6d506ca8728fc9d5d2d93b03bfe3c5bd6d5
164,FPV000164,419,5,2,Ion FinancePlanningVersion 164,2020-06-13,2021-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,453ba6131f5d558abffb2743c9e60353453ba6131f5d558abffb2743c9e60353
165,FPV000165,195,4,5,Summit FinancePlanningVersion 165,2020-06-14,2021-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6c02b7562f754c18913ab6c01608534c6c02b7562f754c18913ab6c01608534
166,FPV000166,84,10,3,Atlas FinancePlanningVersion 166,2020-06-15,2021-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ce1314f590a5a3cab7826d19da316231ce1314f590a5a3cab7826d19da31623
167,FPV000167,492,4,5,Meridian FinancePlanningVersion 167,2020-06-16,2021-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19f58a0e51875f7d94aedf5f2933b51b19f58a0e51875f7d94aedf5f2933b51b
168,FPV000168,283,10,4,Northstar FinancePlanningVersion 168,2020-06-17,2021-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba74d0bb8543590f8703f48c6bad5fccba74d0bb8543590f8703f48c6bad5fcc
169,FPV000169,253,9,2,Liberty FinancePlanningVersion 169,2020-06-18,2021-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9944b51a56fa5f068c558f7c5f3ed7859944b51a56fa5f068c558f7c5f3ed785
170,FPV000170,469,3,5,Atlas FinancePlanningVersion 170,2020-06-19,2021-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,015e19d03b3e57e59744d132a7dc7866015e19d03b3e57e59744d132a7dc7866
171,FPV000171,439,10,3,Forge FinancePlanningVersion 171,2020-06-20,2021-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af6b4e99ecf1552693933bf331db2adeaf6b4e99ecf1552693933bf331db2ade
172,FPV000172,312,8,3,Riverton FinancePlanningVersion 172,2020-06-21,2021-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9fb1265b46b5c1c8243172433bf0c86c9fb1265b46b5c1c8243172433bf0c86
173,FPV000173,312,3,3,Willow FinancePlanningVersion 173,2020-06-22,2021-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,393c5b51fd8850f7ad18c4eb4f996805393c5b51fd8850f7ad18c4eb4f996805
174,FPV000174,194,6,2,Junction FinancePlanningVersion 174,2020-06-23,2021-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84879fa3fe8b51228fc1656a99c6e29f84879fa3fe8b51228fc1656a99c6e29f
175,FPV000175,130,8,2,Pioneer FinancePlanningVersion 175,2020-06-24,2021-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e96b70a4d65857308dd34b373302e60de96b70a4d65857308dd34b373302e60d
176,FPV000176,172,6,4,Vertex FinancePlanningVersion 176,2020-06-25,2021-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,036b7d1099655780a7b1468e72ac0a0a036b7d1099655780a7b1468e72ac0a0a
177,FPV000177,266,8,3,Northstar FinancePlanningVersion 177,2020-06-26,2021-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32f9c8ad0380581db2cd2ca30b2a71f832f9c8ad0380581db2cd2ca30b2a71f8
178,FPV000178,373,10,3,Summit FinancePlanningVersion 178,2020-06-27,2021-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48a10ce97e0f51b0a558148c77c316bf48a10ce97e0f51b0a558148c77c316bf
179,FPV000179,349,4,2,Keystone FinancePlanningVersion 179,2020-06-28,2021-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42eff69709995ababcbfcf3060fd8cd342eff69709995ababcbfcf3060fd8cd3
180,FPV000180,239,4,2,Ion FinancePlanningVersion 180,2020-06-29,2021-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06197201401d5ed6ba85a5ecf503153c06197201401d5ed6ba85a5ecf503153c
181,FPV000181,7,3,1,Forge FinancePlanningVersion 181,2020-06-30,2021-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89eccd129580500392eb6e7c0ff1249e89eccd129580500392eb6e7c0ff1249e
182,FPV000182,466,3,3,Evergreen FinancePlanningVersion 182,2020-07-01,2021-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d03fe605be568c8272a87e34a873c033d03fe605be568c8272a87e34a873c0
183,FPV000183,35,6,4,Riverton FinancePlanningVersion 183,2020-07-02,2021-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1b98ab620f2527a856a3f6242e02a61b1b98ab620f2527a856a3f6242e02a61
184,FPV000184,109,8,1,Riverton FinancePlanningVersion 184,2020-07-03,2021-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ee23fbf02fe5e69b0c00a9fd1ed65f49ee23fbf02fe5e69b0c00a9fd1ed65f4
185,FPV000185,148,3,3,Unity FinancePlanningVersion 185,2020-07-04,2021-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60a80956482a5b6a8748064f25d144e460a80956482a5b6a8748064f25d144e4
186,FPV000186,190,2,5,Riverton FinancePlanningVersion 186,2020-07-05,2021-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d417f21269a5e5fb4a292775ef9f7ec0d417f21269a5e5fb4a292775ef9f7ec
187,FPV000187,362,8,5,Northstar FinancePlanningVersion 187,2020-07-06,2021-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c23db24eed7f5790a5244cb874bad403c23db24eed7f5790a5244cb874bad403
188,FPV000188,490,2,5,Pioneer FinancePlanningVersion 188,2020-07-07,2021-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6fdf9b8b48e55a1b8cb30b3e30d4088b6fdf9b8b48e55a1b8cb30b3e30d4088
189,FPV000189,223,2,3,Forge FinancePlanningVersion 189,2020-07-08,2021-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6036d34ba59d5eccb97edb2e560ce1806036d34ba59d5eccb97edb2e560ce180
190,FPV000190,140,9,1,Riverton FinancePlanningVersion 190,2020-07-09,2021-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92be89fa61f5517b5ea45aff88e2215c92be89fa61f5517b5ea45aff88e2215
191,FPV000191,271,9,2,Keystone FinancePlanningVersion 191,2020-07-10,2021-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0541fade376c543c846985aae92d3aab0541fade376c543c846985aae92d3aab
192,FPV000192,131,5,3,Summit FinancePlanningVersion 192,2020-07-11,2021-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b27906142d5cf7b8d869df2ee6a25b10b27906142d5cf7b8d869df2ee6a25b
193,FPV000193,58,5,3,Harbor FinancePlanningVersion 193,2020-07-12,2021-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37a4ab8df2af5d848b996c100b18113637a4ab8df2af5d848b996c100b181136
194,FPV000194,63,5,1,Beacon FinancePlanningVersion 194,2020-07-13,2021-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9f2f2dd672952dd9dc27ad4ec562103b9f2f2dd672952dd9dc27ad4ec562103
195,FPV000195,191,10,4,Riverton FinancePlanningVersion 195,2020-07-14,2021-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,880d6d801d195dc587bdd6d4a98ee41e880d6d801d195dc587bdd6d4a98ee41e
196,FPV000196,223,4,1,Forge FinancePlanningVersion 196,2020-07-15,2021-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d36879960f995abb9cc3a366a4bb4ac7d36879960f995abb9cc3a366a4bb4ac7
197,FPV000197,270,9,5,Summit FinancePlanningVersion 197,2020-07-16,2021-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bb1245987fd5dc6bf8a65893f2f5e3b4bb1245987fd5dc6bf8a65893f2f5e3b
198,FPV000198,378,9,5,Atlas FinancePlanningVersion 198,2020-07-17,2021-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c2d3a634f2c5e63acf7e51301e9a0024c2d3a634f2c5e63acf7e51301e9a002
