InventoryRackKey,InventoryRackCode,InventoryAisleKey,InventoryRackName,SourceSystemKey,BatchId,LoadedAtUtc
341,IR000341,183,Liberty InventoryRack 341,1,1,2026-08-24T00:00:00.000
342,IR000342,281,Orion InventoryRack 342,1,1,2026-08-24T00:00:00.000
343,IR000343,271,Keystone InventoryRack 343,1,1,2026-08-24T00:00:00.000
344,IR000344,278,Northstar InventoryRack 344,1,1,2026-08-24T00:00:00.000
345,IR000345,116,Riverton InventoryRack 345,1,1,2026-08-24T00:00:00.000
346,IR000346,177,Harbor InventoryRack 346,1,1,2026-08-24T00:00:00.000
347,IR000347,415,Evergreen InventoryRack 347,1,1,2026-08-24T00:00:00.000
348,IR000348,76,Ion InventoryRack 348,1,1,2026-08-24T00:00:00.000
349,IR000349,20,Evergreen InventoryRack 349,1,1,2026-08-24T00:00:00.000
350,IR000350,7,Ion InventoryRack 350,1,1,2026-08-24T00:00:00.000
351,IR000351,372,Vertex InventoryRack 351,1,1,2026-08-24T00:00:00.000
352,IR000352,418,Liberty InventoryRack 352,1,1,2026-08-24T00:00:00.000
353,IR000353,319,Beacon InventoryRack 353,1,1,2026-08-24T00:00:00.000
354,IR000354,335,Meridian InventoryRack 354,1,1,2026-08-24T00:00:00.000
355,IR000355,420,Liberty InventoryRack 355,1,1,2026-08-24T00:00:00.000
356,IR000356,177,Cedar InventoryRack 356,1,1,2026-08-24T00:00:00.000
357,IR000357,152,Quartz InventoryRack 357,1,1,2026-08-24T00:00:00.000
358,IR000358,232,Pioneer InventoryRack 358,1,1,2026-08-24T00:00:00.000
359,IR000359,338,Meridian InventoryRack 359,1,1,2026-08-24T00:00:00.000
360,IR000360,208,Atlas InventoryRack 360,1,1,2026-08-24T00:00:00.000
361,IR000361,419,Quartz InventoryRack 361,1,1,2026-08-24T00:00:00.000
362,IR000362,407,Vertex InventoryRack 362,1,1,2026-08-24T00:00:00.000
363,IR000363,467,Riverton InventoryRack 363,1,1,2026-08-24T00:00:00.000
364,IR000364,242,Keystone InventoryRack 364,1,1,2026-08-24T00:00:00.000
365,IR000365,227,Vertex InventoryRack 365,1,1,2026-08-24T00:00:00.000
366,IR000366,267,Delta InventoryRack 366,1,1,2026-08-24T00:00:00.000
367,IR000367,420,Meridian InventoryRack 367,1,1,2026-08-24T00:00:00.000
368,IR000368,156,Forge InventoryRack 368,1,1,2026-08-24T00:00:00.000
369,IR000369,361,Meridian InventoryRack 369,1,1,2026-08-24T00:00:00.000
370,IR000370,69,Delta InventoryRack 370,1,1,2026-08-24T00:00:00.000
371,IR000371,112,Granite InventoryRack 371,1,1,2026-08-24T00:00:00.000
372,IR000372,191,Orion InventoryRack 372,1,1,2026-08-24T00:00:00.000
373,IR000373,180,Vertex InventoryRack 373,1,1,2026-08-24T00:00:00.000
374,IR000374,236,Atlas InventoryRack 374,1,1,2026-08-24T00:00:00.000
375,IR000375,469,Zenith InventoryRack 375,1,1,2026-08-24T00:00:00.000
376,IR000376,12,Zenith InventoryRack 376,1,1,2026-08-24T00:00:00.000
377,IR000377,190,Cedar InventoryRack 377,1,1,2026-08-24T00:00:00.000
378,IR000378,424,Riverton InventoryRack 378,1,1,2026-08-24T00:00:00.000
379,IR000379,394,Riverton InventoryRack 379,1,1,2026-08-24T00:00:00.000
380,IR000380,318,Willow InventoryRack 380,1,1,2026-08-24T00:00:00.000
381,IR000381,183,Willow InventoryRack 381,1,1,2026-08-24T00:00:00.000
382,IR000382,419,Willow InventoryRack 382,1,1,2026-08-24T00:00:00.000
383,IR000383,237,Atlas InventoryRack 383,1,1,2026-08-24T00:00:00.000
384,IR000384,297,Orion InventoryRack 384,1,1,2026-08-24T00:00:00.000
385,IR000385,312,Granite InventoryRack 385,1,1,2026-08-24T00:00:00.000
386,IR000386,32,Northstar InventoryRack 386,1,1,2026-08-24T00:00:00.000
387,IR000387,67,Northstar InventoryRack 387,1,1,2026-08-24T00:00:00.000
388,IR000388,259,Summit InventoryRack 388,1,1,2026-08-24T00:00:00.000
389,IR000389,53,Forge InventoryRack 389,1,1,2026-08-24T00:00:00.000
390,IR000390,62,Unity InventoryRack 390,1,1,2026-08-24T00:00:00.000
391,IR000391,334,Delta InventoryRack 391,1,1,2026-08-24T00:00:00.000
392,IR000392,119,Forge InventoryRack 392,1,1,2026-08-24T00:00:00.000
393,IR000393,214,Junction InventoryRack 393,1,1,2026-08-24T00:00:00.000
394,IR000394,193,Titan InventoryRack 394,1,1,2026-08-24T00:00:00.000
395,IR000395,290,Atlas InventoryRack 395,1,1,2026-08-24T00:00:00.000
396,IR000396,252,Cedar InventoryRack 396,1,1,2026-08-24T00:00:00.000
397,IR000397,11,Junction InventoryRack 397,1,1,2026-08-24T00:00:00.000
398,IR000398,494,Unity InventoryRack 398,1,1,2026-08-24T00:00:00.000
399,IR000399,187,Orion InventoryRack 399,1,1,2026-08-24T00:00:00.000
400,IR000400,243,Meridian InventoryRack 400,1,1,2026-08-24T00:00:00.000
401,IR000401,444,Evergreen InventoryRack 401,1,1,2026-08-24T00:00:00.000
402,IR000402,145,Forge InventoryRack 402,1,1,2026-08-24T00:00:00.000
403,IR000403,279,Junction InventoryRack 403,1,1,2026-08-24T00:00:00.000
404,IR000404,427,Atlas InventoryRack 404,1,1,2026-08-24T00:00:00.000
405,IR000405,81,Vertex InventoryRack 405,1,1,2026-08-24T00:00:00.000
406,IR000406,12,Unity InventoryRack 406,1,1,2026-08-24T00:00:00.000
407,IR000407,267,Harbor InventoryRack 407,1,1,2026-08-24T00:00:00.000
408,IR000408,451,Unity InventoryRack 408,1,1,2026-08-24T00:00:00.000
409,IR000409,478,Orion InventoryRack 409,1,1,2026-08-24T00:00:00.000
410,IR000410,88,Delta InventoryRack 410,1,1,2026-08-24T00:00:00.000
411,IR000411,475,Unity InventoryRack 411,1,1,2026-08-24T00:00:00.000
412,IR000412,399,Harbor InventoryRack 412,1,1,2026-08-24T00:00:00.000
413,IR000413,200,Orion InventoryRack 413,1,1,2026-08-24T00:00:00.000
414,IR000414,107,Delta InventoryRack 414,1,1,2026-08-24T00:00:00.000
415,IR000415,485,Willow InventoryRack 415,1,1,2026-08-24T00:00:00.000
416,IR000416,198,Ion InventoryRack 416,1,1,2026-08-24T00:00:00.000
417,IR000417,461,Junction InventoryRack 417,1,1,2026-08-24T00:00:00.000
418,IR000418,237,Zenith InventoryRack 418,1,1,2026-08-24T00:00:00.000
419,IR000419,167,Evergreen InventoryRack 419,1,1,2026-08-24T00:00:00.000
420,IR000420,376,Vertex InventoryRack 420,1,1,2026-08-24T00:00:00.000
421,IR000421,295,Liberty InventoryRack 421,1,1,2026-08-24T00:00:00.000
422,IR000422,262,Titan InventoryRack 422,1,1,2026-08-24T00:00:00.000
423,IR000423,118,Pioneer InventoryRack 423,1,1,2026-08-24T00:00:00.000
424,IR000424,64,Cedar InventoryRack 424,1,1,2026-08-24T00:00:00.000
425,IR000425,297,Beacon InventoryRack 425,1,1,2026-08-24T00:00:00.000
426,IR000426,456,Quartz InventoryRack 426,1,1,2026-08-24T00:00:00.000
427,IR000427,214,Harbor InventoryRack 427,1,1,2026-08-24T00:00:00.000
428,IR000428,166,Quartz InventoryRack 428,1,1,2026-08-24T00:00:00.000
429,IR000429,102,Zenith InventoryRack 429,1,1,2026-08-24T00:00:00.000
430,IR000430,455,Willow InventoryRack 430,1,1,2026-08-24T00:00:00.000
431,IR000431,254,Ion InventoryRack 431,1,1,2026-08-24T00:00:00.000
432,IR000432,380,Ion InventoryRack 432,1,1,2026-08-24T00:00:00.000
433,IR000433,356,Vertex InventoryRack 433,1,1,2026-08-24T00:00:00.000
434,IR000434,314,Willow InventoryRack 434,1,1,2026-08-24T00:00:00.000
435,IR000435,324,Pioneer InventoryRack 435,1,1,2026-08-24T00:00:00.000
436,IR000436,300,Liberty InventoryRack 436,1,1,2026-08-24T00:00:00.000
437,IR000437,17,Ion InventoryRack 437,1,1,2026-08-24T00:00:00.000
438,IR000438,346,Granite InventoryRack 438,1,1,2026-08-24T00:00:00.000
439,IR000439,439,Liberty InventoryRack 439,1,1,2026-08-24T00:00:00.000
440,IR000440,468,Summit InventoryRack 440,1,1,2026-08-24T00:00:00.000
441,IR000441,439,Quartz InventoryRack 441,1,1,2026-08-24T00:00:00.000
442,IR000442,306,Cedar InventoryRack 442,1,1,2026-08-24T00:00:00.000
443,IR000443,21,Meridian InventoryRack 443,1,1,2026-08-24T00:00:00.000
444,IR000444,83,Vertex InventoryRack 444,1,1,2026-08-24T00:00:00.000
445,IR000445,277,Keystone InventoryRack 445,1,1,2026-08-24T00:00:00.000
446,IR000446,246,Orion InventoryRack 446,1,1,2026-08-24T00:00:00.000
447,IR000447,28,Delta InventoryRack 447,1,1,2026-08-24T00:00:00.000
448,IR000448,367,Harbor InventoryRack 448,1,1,2026-08-24T00:00:00.000
449,IR000449,285,Evergreen InventoryRack 449,1,1,2026-08-24T00:00:00.000
450,IR000450,173,Ion InventoryRack 450,1,1,2026-08-24T00:00:00.000
451,IR000451,123,Ion InventoryRack 451,1,1,2026-08-24T00:00:00.000
452,IR000452,338,Granite InventoryRack 452,1,1,2026-08-24T00:00:00.000
453,IR000453,221,Beacon InventoryRack 453,1,1,2026-08-24T00:00:00.000
454,IR000454,137,Orion InventoryRack 454,1,1,2026-08-24T00:00:00.000
455,IR000455,229,Vertex InventoryRack 455,1,1,2026-08-24T00:00:00.000
456,IR000456,497,Unity InventoryRack 456,1,1,2026-08-24T00:00:00.000
457,IR000457,55,Willow InventoryRack 457,1,1,2026-08-24T00:00:00.000
458,IR000458,307,Vertex InventoryRack 458,1,1,2026-08-24T00:00:00.000
459,IR000459,347,Orion InventoryRack 459,1,1,2026-08-24T00:00:00.000
460,IR000460,454,Meridian InventoryRack 460,1,1,2026-08-24T00:00:00.000
461,IR000461,339,Cedar InventoryRack 461,1,1,2026-08-24T00:00:00.000
462,IR000462,123,Summit InventoryRack 462,1,1,2026-08-24T00:00:00.000
463,IR000463,126,Junction InventoryRack 463,1,1,2026-08-24T00:00:00.000
464,IR000464,465,Forge InventoryRack 464,1,1,2026-08-24T00:00:00.000
465,IR000465,308,Granite InventoryRack 465,1,1,2026-08-24T00:00:00.000
466,IR000466,274,Titan InventoryRack 466,1,1,2026-08-24T00:00:00.000
467,IR000467,355,Willow InventoryRack 467,1,1,2026-08-24T00:00:00.000
468,IR000468,425,Riverton InventoryRack 468,1,1,2026-08-24T00:00:00.000
469,IR000469,361,Northstar InventoryRack 469,1,1,2026-08-24T00:00:00.000
470,IR000470,336,Summit InventoryRack 470,1,1,2026-08-24T00:00:00.000
471,IR000471,34,Atlas InventoryRack 471,1,1,2026-08-24T00:00:00.000
472,IR000472,70,Delta InventoryRack 472,1,1,2026-08-24T00:00:00.000
473,IR000473,178,Zenith InventoryRack 473,1,1,2026-08-24T00:00:00.000
474,IR000474,145,Evergreen InventoryRack 474,1,1,2026-08-24T00:00:00.000
475,IR000475,255,Pioneer InventoryRack 475,1,1,2026-08-24T00:00:00.000
476,IR000476,485,Northstar InventoryRack 476,1,1,2026-08-24T00:00:00.000
477,IR000477,216,Cedar InventoryRack 477,1,1,2026-08-24T00:00:00.000
478,IR000478,484,Titan InventoryRack 478,1,1,2026-08-24T00:00:00.000
479,IR000479,256,Willow InventoryRack 479,1,1,2026-08-24T00:00:00.000
480,IR000480,207,Keystone InventoryRack 480,1,1,2026-08-24T00:00:00.000
481,IR000481,334,Granite InventoryRack 481,1,1,2026-08-24T00:00:00.000
482,IR000482,33,Keystone InventoryRack 482,1,1,2026-08-24T00:00:00.000
483,IR000483,269,Titan InventoryRack 483,1,1,2026-08-24T00:00:00.000
484,IR000484,430,Keystone InventoryRack 484,1,1,2026-08-24T00:00:00.000
485,IR000485,246,Meridian InventoryRack 485,1,1,2026-08-24T00:00:00.000
486,IR000486,366,Granite InventoryRack 486,1,1,2026-08-24T00:00:00.000
487,IR000487,307,Zenith InventoryRack 487,1,1,2026-08-24T00:00:00.000
488,IR000488,425,Keystone InventoryRack 488,1,1,2026-08-24T00:00:00.000
489,IR000489,409,Atlas InventoryRack 489,1,1,2026-08-24T00:00:00.000
490,IR000490,434,Summit InventoryRack 490,1,1,2026-08-24T00:00:00.000
491,IR000491,32,Keystone InventoryRack 491,1,1,2026-08-24T00:00:00.000
492,IR000492,72,Granite InventoryRack 492,1,1,2026-08-24T00:00:00.000
493,IR000493,304,Cedar InventoryRack 493,1,1,2026-08-24T00:00:00.000
494,IR000494,358,Pioneer InventoryRack 494,1,1,2026-08-24T00:00:00.000
495,IR000495,442,Granite InventoryRack 495,1,1,2026-08-24T00:00:00.000
496,IR000496,370,Atlas InventoryRack 496,1,1,2026-08-24T00:00:00.000
497,IR000497,5,Beacon InventoryRack 497,1,1,2026-08-24T00:00:00.000
498,IR000498,371,Meridian InventoryRack 498,1,1,2026-08-24T00:00:00.000
499,IR000499,163,Zenith InventoryRack 499,1,1,2026-08-24T00:00:00.000
500,IR000500,19,Cedar InventoryRack 500,1,1,2026-08-24T00:00:00.000
