SalesCustomerCreditProfileKey,CreditProfileCode,CustomerKey,BusinessUnitKey,SalesCreditStatusKey,CurrencyKey,CreditLimitAmount,ReviewCycleDays,RiskScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
114,SCCP000114,314,85,5,4,166.1800,3,114,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ead3a881245993b373c9e8a42fb321f4ead3a881245993b373c9e8a42fb321
115,SCCP000115,14,148,3,4,167.5500,4,115,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d94b66145825c398881fa1d02f680f94d94b66145825c398881fa1d02f680f9
116,SCCP000116,465,432,4,3,168.9200,5,116,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29f5c1f3ab9c5a9783dfa8ba458d09e629f5c1f3ab9c5a9783dfa8ba458d09e6
117,SCCP000117,404,297,4,2,170.2900,6,117,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f75798742d125878861cca4fe6b2aa34f75798742d125878861cca4fe6b2aa34
118,SCCP000118,136,389,3,2,171.6600,7,118,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e0f9758153a5bad9965e2e35a292ef62e0f9758153a5bad9965e2e35a292ef6
119,SCCP000119,486,-1,8,2,173.0300,8,119,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75439dea0bdf5eaeb3781c31aa8a724375439dea0bdf5eaeb3781c31aa8a7243
120,SCCP000120,306,203,8,2,174.4000,9,120,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2be0c970868156ddaa99aad391946c822be0c970868156ddaa99aad391946c82
121,SCCP000121,4,392,3,2,175.7700,10,121,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a2ee0056185577f855c9d87247e37113a2ee0056185577f855c9d87247e3711
122,SCCP000122,33,422,3,1,177.1400,11,122,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e64f1a913fe52e585c9f485ae26efc55e64f1a913fe52e585c9f485ae26efc5
123,SCCP000123,65,174,1,1,178.5100,12,123,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,532754fdb2755059b7dbf85889847345532754fdb2755059b7dbf85889847345
124,SCCP000124,294,143,3,2,179.8800,13,124,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ff19b88c02531da40bebbdac5dfef4f0ff19b88c02531da40bebbdac5dfef4
125,SCCP000125,406,356,7,1,181.2500,14,125,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,853dbb32595155a392fe7f6ab0ae36ae853dbb32595155a392fe7f6ab0ae36ae
126,SCCP000126,111,234,6,3,182.6200,15,126,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65e4a72f8c95533fb5c6241dd861d75465e4a72f8c95533fb5c6241dd861d754
127,SCCP000127,451,439,4,3,183.9900,16,127,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e52eb2481145ee49691b702b67daa737e52eb2481145ee49691b702b67daa73
128,SCCP000128,270,138,3,1,185.3600,17,128,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50ad8a121c315e30b4a2a4e34275568650ad8a121c315e30b4a2a4e342755686
129,SCCP000129,387,72,3,2,186.7300,18,129,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc5314b5fec356e5a35fdda020bb0841cc5314b5fec356e5a35fdda020bb0841
130,SCCP000130,170,150,2,4,188.1000,19,130,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a7020930bc54db88302c95143f76b8b1a7020930bc54db88302c95143f76b8
131,SCCP000131,293,442,5,4,189.4700,20,131,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3247986a3f2953beb75888679cab813a3247986a3f2953beb75888679cab813a
132,SCCP000132,446,73,3,5,190.8400,21,132,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85ab605936c55d37b5bf4ebe2758bdb285ab605936c55d37b5bf4ebe2758bdb2
133,SCCP000133,403,253,8,5,192.2100,22,133,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ccf2abc1df25742a7d7665a426441584ccf2abc1df25742a7d7665a42644158
134,SCCP000134,397,260,4,4,193.5800,23,134,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,475c329c1278539fa53d70bed4b5d579475c329c1278539fa53d70bed4b5d579
135,SCCP000135,243,4,6,2,194.9500,24,135,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e97058015b15f0fa8346bb38dbbc5ef7e97058015b15f0fa8346bb38dbbc5ef
136,SCCP000136,99,-1,3,2,196.3200,25,136,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37bc87e2db1d56f6871a6c53f20bcd6837bc87e2db1d56f6871a6c53f20bcd68
137,SCCP000137,79,89,2,3,197.6900,26,137,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dae3d5957dfd5516bfece75bb67f75f2dae3d5957dfd5516bfece75bb67f75f2
138,SCCP000138,472,112,1,5,199.0600,27,138,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50142eb0474e57b1979416462b39da5b50142eb0474e57b1979416462b39da5b
139,SCCP000139,355,65,4,1,200.4300,28,139,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a18aef1258f50979a77165b31aca7ae7a18aef1258f50979a77165b31aca7ae
140,SCCP000140,118,37,7,5,201.8000,1,140,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae348a941a2a5dbf8806c9280bf75235ae348a941a2a5dbf8806c9280bf75235
141,SCCP000141,110,204,3,2,203.1700,2,141,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53cf66be6043565e92f79d82dc22201653cf66be6043565e92f79d82dc222016
142,SCCP000142,399,168,6,3,204.5400,3,142,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fdb61ae5fb6511e8ba7a2e9113eabb32fdb61ae5fb6511e8ba7a2e9113eabb3
143,SCCP000143,283,299,3,3,205.9100,4,143,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01145d847fbb5710a816c983e99abf1101145d847fbb5710a816c983e99abf11
144,SCCP000144,424,328,3,1,207.2800,5,144,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,816ceda90e9c5a5196698f116f1d513d816ceda90e9c5a5196698f116f1d513d
145,SCCP000145,445,238,4,4,208.6500,6,145,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e07188940aa50b9aded0b1382e405553e07188940aa50b9aded0b1382e40555
146,SCCP000146,307,440,6,4,210.0200,7,146,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,056ed047d4a75df0b5a5b5e39e6464e6056ed047d4a75df0b5a5b5e39e6464e6
147,SCCP000147,54,177,1,4,211.3900,8,147,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df42a96a3bfc52b498a92ec9710ba13ddf42a96a3bfc52b498a92ec9710ba13d
148,SCCP000148,216,388,3,4,212.7600,9,148,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c86d3777c3435adfa9c3221622380567c86d3777c3435adfa9c3221622380567
149,SCCP000149,93,362,7,5,214.1300,10,149,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72e8620d0cba5b12824b88a845b74b5e72e8620d0cba5b12824b88a845b74b5e
150,SCCP000150,452,93,8,3,215.5000,11,150,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85763570784d54a0b06010258638b51e85763570784d54a0b06010258638b51e
151,SCCP000151,426,124,8,4,216.8700,12,151,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a1c6c68ee2e5ed0b711f2cb07f5f55b1a1c6c68ee2e5ed0b711f2cb07f5f55b
152,SCCP000152,456,228,5,1,218.2400,13,152,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d465285e7cc058ccab26d9c84718687ed465285e7cc058ccab26d9c84718687e
153,SCCP000153,195,-1,3,1,219.6100,14,153,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9641711258425eb68d7e2a6f76e7f4cc9641711258425eb68d7e2a6f76e7f4cc
154,SCCP000154,329,237,6,4,220.9800,15,154,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f718e341d0a5e4e919fce0dced165775f718e341d0a5e4e919fce0dced16577
155,SCCP000155,298,481,8,1,222.3500,16,155,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6828d658c17f55c7890132447579e4b06828d658c17f55c7890132447579e4b0
156,SCCP000156,260,107,6,5,223.7200,17,156,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1cd825c3d3858dd82c37a8b8fe161dbc1cd825c3d3858dd82c37a8b8fe161db
157,SCCP000157,446,410,1,4,225.0900,18,157,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3869f9fa68d5384acecca6114479cfbd3869f9fa68d5384acecca6114479cfb
158,SCCP000158,182,271,6,5,226.4600,19,158,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8df4fafa10b593a929a2cb14c3b4daaf8df4fafa10b593a929a2cb14c3b4daa
159,SCCP000159,117,436,8,2,227.8300,20,159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b1572dadef454b08f3846550b539c769b1572dadef454b08f3846550b539c76
160,SCCP000160,367,488,2,1,229.2000,21,160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c53dddc3cd65da297188ba0da8ffd9c4c53dddc3cd65da297188ba0da8ffd9c
161,SCCP000161,1,194,4,5,230.5700,22,161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bffed7174bcc5771906b748912889077bffed7174bcc5771906b748912889077
162,SCCP000162,227,377,4,3,231.9400,23,162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742431761c335138b39057b0314c0645742431761c335138b39057b0314c0645
163,SCCP000163,332,25,7,2,233.3100,24,163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19c85afe93a45c1ca5c443be343f297619c85afe93a45c1ca5c443be343f2976
164,SCCP000164,392,405,1,3,234.6800,25,164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,056307c8dd4951f1a6488bd1a8b2ae73056307c8dd4951f1a6488bd1a8b2ae73
165,SCCP000165,58,414,3,2,236.0500,26,165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04b1152e2d8955118b341dd1f4f776d104b1152e2d8955118b341dd1f4f776d1
166,SCCP000166,485,252,7,2,237.4200,27,166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54ce194785b65486a0ac58df80c8363654ce194785b65486a0ac58df80c83636
167,SCCP000167,39,213,3,1,238.7900,28,167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad699b91bf84568289a66564db18e548ad699b91bf84568289a66564db18e548
168,SCCP000168,183,337,6,4,240.1600,1,168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cc0e1e42de65da1930bf4e8e0e997295cc0e1e42de65da1930bf4e8e0e99729
169,SCCP000169,497,390,6,4,241.5300,2,169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,252fd38558e951c7b4d21c09cfa51a33252fd38558e951c7b4d21c09cfa51a33
170,SCCP000170,475,-1,5,3,242.9000,3,170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65e950e98b61500595332386fc8454d365e950e98b61500595332386fc8454d3
171,SCCP000171,336,102,7,3,244.2700,4,171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ee1b5834f72519cafcabc0c142932623ee1b5834f72519cafcabc0c14293262
172,SCCP000172,334,155,8,5,245.6400,5,172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd09c08671c456d39c69d93577e1b1e9dd09c08671c456d39c69d93577e1b1e9
173,SCCP000173,359,199,2,3,247.0100,6,173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6491575f845e51a5efdfe84f6f5a12bc6491575f845e51a5efdfe84f6f5a12
174,SCCP000174,447,421,2,2,248.3800,7,174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56a9e1a6452e5f47b50373a3c21f99b156a9e1a6452e5f47b50373a3c21f99b1
175,SCCP000175,462,338,1,4,249.7500,8,175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce14ecb70406555285225b34043aa050ce14ecb70406555285225b34043aa050
176,SCCP000176,334,231,2,2,251.1200,9,176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47dc3b83dcdd50a082bee4b45fb4c4e047dc3b83dcdd50a082bee4b45fb4c4e0
177,SCCP000177,269,96,4,2,252.4900,10,177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29e65169271e56e88327321e51751de129e65169271e56e88327321e51751de1
178,SCCP000178,320,237,7,5,253.8600,11,178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40223e5721cc517dbbbd0ddf7cafcea140223e5721cc517dbbbd0ddf7cafcea1
179,SCCP000179,241,83,4,1,255.2300,12,179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57013abbda6253138c14360920ec77fc57013abbda6253138c14360920ec77fc
180,SCCP000180,224,325,2,4,256.6000,13,180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da53c58944ce5d6b87fe9fd7f188834bda53c58944ce5d6b87fe9fd7f188834b
181,SCCP000181,441,350,4,3,257.9700,14,181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46b05ffd476a56f78d00df68287959c746b05ffd476a56f78d00df68287959c7
182,SCCP000182,436,262,4,3,259.3400,15,182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,289bdd275ddf5100a98e3fbc0a58cfbd289bdd275ddf5100a98e3fbc0a58cfbd
183,SCCP000183,102,471,6,4,260.7100,16,183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f61bd1cf69c5c5586aa9b07b55b985f2f61bd1cf69c5c5586aa9b07b55b985f
184,SCCP000184,72,239,7,1,262.0800,17,184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f59b9d04223856ff92758d747689fc05f59b9d04223856ff92758d747689fc05
185,SCCP000185,366,490,1,5,263.4500,18,185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4893e508a4e55942a1bbedf3b0a559ea4893e508a4e55942a1bbedf3b0a559ea
186,SCCP000186,321,65,8,2,264.8200,19,186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38130ffcd2ae526a93d0b40203a69e5638130ffcd2ae526a93d0b40203a69e56
187,SCCP000187,272,-1,2,2,266.1900,20,187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d83a2255730e534cbbe719d940b3414cd83a2255730e534cbbe719d940b3414c
188,SCCP000188,392,420,2,3,267.5600,21,188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350634685ff85300b1d3795e4561a14a350634685ff85300b1d3795e4561a14a
189,SCCP000189,345,457,8,5,268.9300,22,189,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80d91c0580c95bee9f7f0c25ba1c781980d91c0580c95bee9f7f0c25ba1c7819
190,SCCP000190,410,477,8,2,270.3000,23,190,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78884d9873df5bf3b66b19087e00f9ac78884d9873df5bf3b66b19087e00f9ac
191,SCCP000191,322,260,3,3,271.6700,24,191,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4677a3d6ddad5785be8f9f883921b8ab4677a3d6ddad5785be8f9f883921b8ab
192,SCCP000192,336,2,6,5,273.0400,25,192,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7ad1bb79e55ef4b330882601b86f433e7ad1bb79e55ef4b330882601b86f43
193,SCCP000193,3,96,1,2,274.4100,26,193,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0142609f99e55902a2f2b6abed40dfec0142609f99e55902a2f2b6abed40dfec
194,SCCP000194,134,128,4,3,275.7800,27,194,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa31974f2f6357e19db00e41dafe7355fa31974f2f6357e19db00e41dafe7355
195,SCCP000195,152,459,1,1,277.1500,28,195,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d4e7c4d83235e47bcfaf6dfa3a6a83b9d4e7c4d83235e47bcfaf6dfa3a6a83b
196,SCCP000196,500,445,4,5,278.5200,1,196,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,958448be046357499e6c8b06e02397f8958448be046357499e6c8b06e02397f8
197,SCCP000197,350,473,5,2,279.8900,2,197,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0620535dc6965f52855b12c629e79d0a0620535dc6965f52855b12c629e79d0a
198,SCCP000198,394,120,7,5,281.2600,3,198,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8335536d5f675715929e1a2270d3e9e68335536d5f675715929e1a2270d3e9e6
199,SCCP000199,240,249,8,5,282.6300,4,199,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd20ce8c84905ca28c04fa4395f43ef1fd20ce8c84905ca28c04fa4395f43ef1
200,SCCP000200,309,319,1,1,284.0000,5,200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,762e9bd190da5e63808c0f83a024960c762e9bd190da5e63808c0f83a024960c
201,SCCP000201,264,458,5,3,285.3700,6,201,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b466e455ede65f1c8e1d93d91ce107bbb466e455ede65f1c8e1d93d91ce107bb
202,SCCP000202,466,229,3,4,286.7400,7,202,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,610426be100359b2ada7228a8e486b2d610426be100359b2ada7228a8e486b2d
203,SCCP000203,87,341,7,5,288.1100,8,203,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e239ec563015b8a841cf0d96c7a64c76e239ec563015b8a841cf0d96c7a64c7
204,SCCP000204,274,-1,4,1,289.4800,9,204,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49531f1c92c5625bc422d0246659680d49531f1c92c5625bc422d0246659680
205,SCCP000205,453,328,7,1,290.8500,10,205,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6348a9f57a025abfb75cc5bf321f1e8c6348a9f57a025abfb75cc5bf321f1e8c
206,SCCP000206,144,380,8,5,292.2200,11,206,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e41f249b7b045e7fa15723ba562417e1e41f249b7b045e7fa15723ba562417e1
207,SCCP000207,412,214,6,1,293.5900,12,207,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c5145d9fed057839505c65ed5e91ff53c5145d9fed057839505c65ed5e91ff5
208,SCCP000208,267,117,1,1,294.9600,13,208,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84949f074da95309a41d9f587bc4f3d184949f074da95309a41d9f587bc4f3d1
209,SCCP000209,302,337,3,3,296.3300,14,209,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,713e93c431425199aef406f4647986e6713e93c431425199aef406f4647986e6
210,SCCP000210,5,328,2,4,297.7000,15,210,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a894ad3c0ed551ebd2da892ce0577fa5a894ad3c0ed551ebd2da892ce0577fa
211,SCCP000211,485,223,4,3,299.0700,16,211,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65a22b592b395782b665f96b33eea54465a22b592b395782b665f96b33eea544
212,SCCP000212,113,222,5,1,300.4400,17,212,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f85b18289f5730883e55c67db687cf20f85b18289f5730883e55c67db687cf
213,SCCP000213,294,208,7,4,301.8100,18,213,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9604ea67ad585ec6bccaf9048c68b8719604ea67ad585ec6bccaf9048c68b871
214,SCCP000214,312,189,1,1,303.1800,19,214,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a672d3b1b62657beb7b2f15a6d10c12ea672d3b1b62657beb7b2f15a6d10c12e
215,SCCP000215,270,12,3,1,304.5500,20,215,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f0160d70ff453d4869fcdad8ac4e2084f0160d70ff453d4869fcdad8ac4e208
216,SCCP000216,259,497,3,3,305.9200,21,216,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc73bc25666c562ea95f094040aa3654bc73bc25666c562ea95f094040aa3654
217,SCCP000217,444,92,7,5,307.2900,22,217,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,269b5e1edc465a2590ec0d104c7f2a55269b5e1edc465a2590ec0d104c7f2a55
218,SCCP000218,309,430,6,5,308.6600,23,218,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f8e77ee77e55011b35f2606e1acb7dc9f8e77ee77e55011b35f2606e1acb7dc
219,SCCP000219,353,149,8,1,310.0300,24,219,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76fa644d2d12555ea6905c5acfe6bdef76fa644d2d12555ea6905c5acfe6bdef
220,SCCP000220,157,321,7,4,311.4000,25,220,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5ff4bc48c0f589faa30a10bc74c6b82e5ff4bc48c0f589faa30a10bc74c6b82
221,SCCP000221,203,-1,1,5,312.7700,26,221,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,729134446287523e9a26653481917fc3729134446287523e9a26653481917fc3
222,SCCP000222,244,163,4,4,314.1400,27,222,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c02d350a6f4557e8cb2d7b9ed218da36c02d350a6f4557e8cb2d7b9ed218da3
223,SCCP000223,490,328,4,4,315.5100,28,223,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75a62c39ceba5653a8429f0dbd6ede2975a62c39ceba5653a8429f0dbd6ede29
224,SCCP000224,368,410,2,5,316.8800,1,224,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58387f7395505f3fa056aaa34095824f58387f7395505f3fa056aaa34095824f
225,SCCP000225,383,416,7,3,318.2500,2,225,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf448837dc035d3e8f09628d5fb99f77bf448837dc035d3e8f09628d5fb99f77
226,SCCP000226,360,327,6,2,319.6200,3,226,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f98c4e5727ca50b79118c8aab299b559f98c4e5727ca50b79118c8aab299b559
227,SCCP000227,204,425,5,2,320.9900,4,227,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c31e28853e715da1bff20e296b477c33c31e28853e715da1bff20e296b477c33
228,SCCP000228,500,364,8,4,322.3600,5,228,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e858c1a959a753b1a25b8af1d009adffe858c1a959a753b1a25b8af1d009adff
229,SCCP000229,120,423,3,2,323.7300,6,229,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f5907a89fc5085a1bf9dc17080462248f5907a89fc5085a1bf9dc170804622
