FinanceCostElementKey,FinanceCostElementCode,FinanceCostElementGroupKey,FinanceCostElementName,SourceSystemKey,BatchId,LoadedAtUtc
317,FCE000317,41,Summit FinanceCostElement 317,1,1,2026-08-24T00:00:00.000
318,FCE000318,77,Keystone FinanceCostElement 318,1,1,2026-08-24T00:00:00.000
319,FCE000319,90,Riverton FinanceCostElement 319,1,1,2026-08-24T00:00:00.000
320,FCE000320,84,Ion FinanceCostElement 320,1,1,2026-08-24T00:00:00.000
321,FCE000321,30,Junction FinanceCostElement 321,1,1,2026-08-24T00:00:00.000
322,FCE000322,8,Evergreen FinanceCostElement 322,1,1,2026-08-24T00:00:00.000
323,FCE000323,74,Summit FinanceCostElement 323,1,1,2026-08-24T00:00:00.000
324,FCE000324,82,Keystone FinanceCostElement 324,1,1,2026-08-24T00:00:00.000
325,FCE000325,87,Quartz FinanceCostElement 325,1,1,2026-08-24T00:00:00.000
326,FCE000326,57,Harbor FinanceCostElement 326,1,1,2026-08-24T00:00:00.000
327,FCE000327,49,Pioneer FinanceCostElement 327,1,1,2026-08-24T00:00:00.000
328,FCE000328,6,Evergreen FinanceCostElement 328,1,1,2026-08-24T00:00:00.000
329,FCE000329,55,Keystone FinanceCostElement 329,1,1,2026-08-24T00:00:00.000
330,FCE000330,14,Atlas FinanceCostElement 330,1,1,2026-08-24T00:00:00.000
331,FCE000331,69,Summit FinanceCostElement 331,1,1,2026-08-24T00:00:00.000
332,FCE000332,28,Summit FinanceCostElement 332,1,1,2026-08-24T00:00:00.000
333,FCE000333,27,Meridian FinanceCostElement 333,1,1,2026-08-24T00:00:00.000
334,FCE000334,87,Northstar FinanceCostElement 334,1,1,2026-08-24T00:00:00.000
335,FCE000335,6,Vertex FinanceCostElement 335,1,1,2026-08-24T00:00:00.000
336,FCE000336,50,Zenith FinanceCostElement 336,1,1,2026-08-24T00:00:00.000
337,FCE000337,23,Zenith FinanceCostElement 337,1,1,2026-08-24T00:00:00.000
338,FCE000338,72,Evergreen FinanceCostElement 338,1,1,2026-08-24T00:00:00.000
339,FCE000339,19,Evergreen FinanceCostElement 339,1,1,2026-08-24T00:00:00.000
340,FCE000340,71,Quartz FinanceCostElement 340,1,1,2026-08-24T00:00:00.000
341,FCE000341,23,Summit FinanceCostElement 341,1,1,2026-08-24T00:00:00.000
342,FCE000342,57,Pioneer FinanceCostElement 342,1,1,2026-08-24T00:00:00.000
343,FCE000343,23,Forge FinanceCostElement 343,1,1,2026-08-24T00:00:00.000
344,FCE000344,50,Zenith FinanceCostElement 344,1,1,2026-08-24T00:00:00.000
345,FCE000345,74,Harbor FinanceCostElement 345,1,1,2026-08-24T00:00:00.000
346,FCE000346,50,Forge FinanceCostElement 346,1,1,2026-08-24T00:00:00.000
347,FCE000347,57,Quartz FinanceCostElement 347,1,1,2026-08-24T00:00:00.000
348,FCE000348,13,Atlas FinanceCostElement 348,1,1,2026-08-24T00:00:00.000
349,FCE000349,67,Liberty FinanceCostElement 349,1,1,2026-08-24T00:00:00.000
350,FCE000350,2,Pioneer FinanceCostElement 350,1,1,2026-08-24T00:00:00.000
351,FCE000351,22,Liberty FinanceCostElement 351,1,1,2026-08-24T00:00:00.000
352,FCE000352,34,Meridian FinanceCostElement 352,1,1,2026-08-24T00:00:00.000
353,FCE000353,27,Liberty FinanceCostElement 353,1,1,2026-08-24T00:00:00.000
354,FCE000354,36,Liberty FinanceCostElement 354,1,1,2026-08-24T00:00:00.000
355,FCE000355,84,Cedar FinanceCostElement 355,1,1,2026-08-24T00:00:00.000
356,FCE000356,3,Meridian FinanceCostElement 356,1,1,2026-08-24T00:00:00.000
357,FCE000357,45,Evergreen FinanceCostElement 357,1,1,2026-08-24T00:00:00.000
358,FCE000358,42,Meridian FinanceCostElement 358,1,1,2026-08-24T00:00:00.000
359,FCE000359,30,Cedar FinanceCostElement 359,1,1,2026-08-24T00:00:00.000
360,FCE000360,34,Unity FinanceCostElement 360,1,1,2026-08-24T00:00:00.000
361,FCE000361,8,Meridian FinanceCostElement 361,1,1,2026-08-24T00:00:00.000
362,FCE000362,11,Atlas FinanceCostElement 362,1,1,2026-08-24T00:00:00.000
363,FCE000363,2,Titan FinanceCostElement 363,1,1,2026-08-24T00:00:00.000
364,FCE000364,53,Vertex FinanceCostElement 364,1,1,2026-08-24T00:00:00.000
365,FCE000365,9,Forge FinanceCostElement 365,1,1,2026-08-24T00:00:00.000
366,FCE000366,44,Cedar FinanceCostElement 366,1,1,2026-08-24T00:00:00.000
367,FCE000367,69,Titan FinanceCostElement 367,1,1,2026-08-24T00:00:00.000
368,FCE000368,43,Junction FinanceCostElement 368,1,1,2026-08-24T00:00:00.000
369,FCE000369,90,Northstar FinanceCostElement 369,1,1,2026-08-24T00:00:00.000
370,FCE000370,83,Harbor FinanceCostElement 370,1,1,2026-08-24T00:00:00.000
371,FCE000371,25,Delta FinanceCostElement 371,1,1,2026-08-24T00:00:00.000
372,FCE000372,89,Forge FinanceCostElement 372,1,1,2026-08-24T00:00:00.000
373,FCE000373,85,Junction FinanceCostElement 373,1,1,2026-08-24T00:00:00.000
374,FCE000374,65,Cedar FinanceCostElement 374,1,1,2026-08-24T00:00:00.000
375,FCE000375,74,Willow FinanceCostElement 375,1,1,2026-08-24T00:00:00.000
376,FCE000376,46,Quartz FinanceCostElement 376,1,1,2026-08-24T00:00:00.000
377,FCE000377,13,Orion FinanceCostElement 377,1,1,2026-08-24T00:00:00.000
378,FCE000378,80,Delta FinanceCostElement 378,1,1,2026-08-24T00:00:00.000
379,FCE000379,68,Willow FinanceCostElement 379,1,1,2026-08-24T00:00:00.000
380,FCE000380,31,Forge FinanceCostElement 380,1,1,2026-08-24T00:00:00.000
381,FCE000381,81,Zenith FinanceCostElement 381,1,1,2026-08-24T00:00:00.000
382,FCE000382,62,Junction FinanceCostElement 382,1,1,2026-08-24T00:00:00.000
383,FCE000383,27,Granite FinanceCostElement 383,1,1,2026-08-24T00:00:00.000
384,FCE000384,61,Vertex FinanceCostElement 384,1,1,2026-08-24T00:00:00.000
385,FCE000385,44,Liberty FinanceCostElement 385,1,1,2026-08-24T00:00:00.000
386,FCE000386,16,Northstar FinanceCostElement 386,1,1,2026-08-24T00:00:00.000
387,FCE000387,16,Atlas FinanceCostElement 387,1,1,2026-08-24T00:00:00.000
388,FCE000388,45,Orion FinanceCostElement 388,1,1,2026-08-24T00:00:00.000
389,FCE000389,45,Forge FinanceCostElement 389,1,1,2026-08-24T00:00:00.000
390,FCE000390,11,Liberty FinanceCostElement 390,1,1,2026-08-24T00:00:00.000
391,FCE000391,62,Cedar FinanceCostElement 391,1,1,2026-08-24T00:00:00.000
392,FCE000392,58,Beacon FinanceCostElement 392,1,1,2026-08-24T00:00:00.000
393,FCE000393,22,Cedar FinanceCostElement 393,1,1,2026-08-24T00:00:00.000
394,FCE000394,73,Unity FinanceCostElement 394,1,1,2026-08-24T00:00:00.000
395,FCE000395,67,Meridian FinanceCostElement 395,1,1,2026-08-24T00:00:00.000
396,FCE000396,20,Orion FinanceCostElement 396,1,1,2026-08-24T00:00:00.000
397,FCE000397,53,Quartz FinanceCostElement 397,1,1,2026-08-24T00:00:00.000
398,FCE000398,42,Meridian FinanceCostElement 398,1,1,2026-08-24T00:00:00.000
399,FCE000399,76,Willow FinanceCostElement 399,1,1,2026-08-24T00:00:00.000
400,FCE000400,53,Quartz FinanceCostElement 400,1,1,2026-08-24T00:00:00.000
401,FCE000401,48,Willow FinanceCostElement 401,1,1,2026-08-24T00:00:00.000
402,FCE000402,5,Summit FinanceCostElement 402,1,1,2026-08-24T00:00:00.000
403,FCE000403,74,Titan FinanceCostElement 403,1,1,2026-08-24T00:00:00.000
404,FCE000404,42,Liberty FinanceCostElement 404,1,1,2026-08-24T00:00:00.000
405,FCE000405,81,Pioneer FinanceCostElement 405,1,1,2026-08-24T00:00:00.000
406,FCE000406,48,Pioneer FinanceCostElement 406,1,1,2026-08-24T00:00:00.000
407,FCE000407,4,Vertex FinanceCostElement 407,1,1,2026-08-24T00:00:00.000
408,FCE000408,67,Meridian FinanceCostElement 408,1,1,2026-08-24T00:00:00.000
409,FCE000409,19,Summit FinanceCostElement 409,1,1,2026-08-24T00:00:00.000
410,FCE000410,23,Delta FinanceCostElement 410,1,1,2026-08-24T00:00:00.000
411,FCE000411,3,Liberty FinanceCostElement 411,1,1,2026-08-24T00:00:00.000
412,FCE000412,43,Ion FinanceCostElement 412,1,1,2026-08-24T00:00:00.000
413,FCE000413,7,Cedar FinanceCostElement 413,1,1,2026-08-24T00:00:00.000
414,FCE000414,76,Evergreen FinanceCostElement 414,1,1,2026-08-24T00:00:00.000
415,FCE000415,55,Titan FinanceCostElement 415,1,1,2026-08-24T00:00:00.000
416,FCE000416,24,Forge FinanceCostElement 416,1,1,2026-08-24T00:00:00.000
417,FCE000417,89,Forge FinanceCostElement 417,1,1,2026-08-24T00:00:00.000
418,FCE000418,25,Cedar FinanceCostElement 418,1,1,2026-08-24T00:00:00.000
419,FCE000419,45,Zenith FinanceCostElement 419,1,1,2026-08-24T00:00:00.000
420,FCE000420,33,Orion FinanceCostElement 420,1,1,2026-08-24T00:00:00.000
421,FCE000421,15,Riverton FinanceCostElement 421,1,1,2026-08-24T00:00:00.000
422,FCE000422,41,Granite FinanceCostElement 422,1,1,2026-08-24T00:00:00.000
423,FCE000423,58,Meridian FinanceCostElement 423,1,1,2026-08-24T00:00:00.000
424,FCE000424,14,Delta FinanceCostElement 424,1,1,2026-08-24T00:00:00.000
425,FCE000425,39,Keystone FinanceCostElement 425,1,1,2026-08-24T00:00:00.000
426,FCE000426,79,Ion FinanceCostElement 426,1,1,2026-08-24T00:00:00.000
427,FCE000427,38,Vertex FinanceCostElement 427,1,1,2026-08-24T00:00:00.000
428,FCE000428,69,Willow FinanceCostElement 428,1,1,2026-08-24T00:00:00.000
429,FCE000429,21,Titan FinanceCostElement 429,1,1,2026-08-24T00:00:00.000
430,FCE000430,35,Meridian FinanceCostElement 430,1,1,2026-08-24T00:00:00.000
431,FCE000431,37,Cedar FinanceCostElement 431,1,1,2026-08-24T00:00:00.000
432,FCE000432,88,Meridian FinanceCostElement 432,1,1,2026-08-24T00:00:00.000
433,FCE000433,10,Orion FinanceCostElement 433,1,1,2026-08-24T00:00:00.000
434,FCE000434,2,Ion FinanceCostElement 434,1,1,2026-08-24T00:00:00.000
435,FCE000435,78,Keystone FinanceCostElement 435,1,1,2026-08-24T00:00:00.000
436,FCE000436,45,Forge FinanceCostElement 436,1,1,2026-08-24T00:00:00.000
437,FCE000437,41,Titan FinanceCostElement 437,1,1,2026-08-24T00:00:00.000
438,FCE000438,5,Riverton FinanceCostElement 438,1,1,2026-08-24T00:00:00.000
439,FCE000439,53,Willow FinanceCostElement 439,1,1,2026-08-24T00:00:00.000
440,FCE000440,69,Delta FinanceCostElement 440,1,1,2026-08-24T00:00:00.000
441,FCE000441,67,Riverton FinanceCostElement 441,1,1,2026-08-24T00:00:00.000
442,FCE000442,80,Riverton FinanceCostElement 442,1,1,2026-08-24T00:00:00.000
443,FCE000443,64,Harbor FinanceCostElement 443,1,1,2026-08-24T00:00:00.000
444,FCE000444,56,Harbor FinanceCostElement 444,1,1,2026-08-24T00:00:00.000
445,FCE000445,52,Atlas FinanceCostElement 445,1,1,2026-08-24T00:00:00.000
446,FCE000446,18,Meridian FinanceCostElement 446,1,1,2026-08-24T00:00:00.000
447,FCE000447,2,Atlas FinanceCostElement 447,1,1,2026-08-24T00:00:00.000
448,FCE000448,37,Willow FinanceCostElement 448,1,1,2026-08-24T00:00:00.000
449,FCE000449,3,Orion FinanceCostElement 449,1,1,2026-08-24T00:00:00.000
450,FCE000450,83,Vertex FinanceCostElement 450,1,1,2026-08-24T00:00:00.000
451,FCE000451,46,Granite FinanceCostElement 451,1,1,2026-08-24T00:00:00.000
452,FCE000452,88,Willow FinanceCostElement 452,1,1,2026-08-24T00:00:00.000
453,FCE000453,2,Keystone FinanceCostElement 453,1,1,2026-08-24T00:00:00.000
454,FCE000454,23,Cedar FinanceCostElement 454,1,1,2026-08-24T00:00:00.000
455,FCE000455,41,Riverton FinanceCostElement 455,1,1,2026-08-24T00:00:00.000
456,FCE000456,40,Harbor FinanceCostElement 456,1,1,2026-08-24T00:00:00.000
457,FCE000457,30,Cedar FinanceCostElement 457,1,1,2026-08-24T00:00:00.000
458,FCE000458,42,Ion FinanceCostElement 458,1,1,2026-08-24T00:00:00.000
459,FCE000459,66,Evergreen FinanceCostElement 459,1,1,2026-08-24T00:00:00.000
460,FCE000460,52,Unity FinanceCostElement 460,1,1,2026-08-24T00:00:00.000
461,FCE000461,10,Liberty FinanceCostElement 461,1,1,2026-08-24T00:00:00.000
462,FCE000462,84,Atlas FinanceCostElement 462,1,1,2026-08-24T00:00:00.000
463,FCE000463,57,Harbor FinanceCostElement 463,1,1,2026-08-24T00:00:00.000
464,FCE000464,27,Ion FinanceCostElement 464,1,1,2026-08-24T00:00:00.000
465,FCE000465,5,Quartz FinanceCostElement 465,1,1,2026-08-24T00:00:00.000
466,FCE000466,65,Vertex FinanceCostElement 466,1,1,2026-08-24T00:00:00.000
467,FCE000467,62,Liberty FinanceCostElement 467,1,1,2026-08-24T00:00:00.000
468,FCE000468,68,Harbor FinanceCostElement 468,1,1,2026-08-24T00:00:00.000
469,FCE000469,3,Zenith FinanceCostElement 469,1,1,2026-08-24T00:00:00.000
470,FCE000470,54,Quartz FinanceCostElement 470,1,1,2026-08-24T00:00:00.000
471,FCE000471,55,Evergreen FinanceCostElement 471,1,1,2026-08-24T00:00:00.000
472,FCE000472,7,Beacon FinanceCostElement 472,1,1,2026-08-24T00:00:00.000
473,FCE000473,30,Zenith FinanceCostElement 473,1,1,2026-08-24T00:00:00.000
474,FCE000474,35,Meridian FinanceCostElement 474,1,1,2026-08-24T00:00:00.000
475,FCE000475,21,Zenith FinanceCostElement 475,1,1,2026-08-24T00:00:00.000
476,FCE000476,83,Zenith FinanceCostElement 476,1,1,2026-08-24T00:00:00.000
477,FCE000477,38,Titan FinanceCostElement 477,1,1,2026-08-24T00:00:00.000
478,FCE000478,63,Forge FinanceCostElement 478,1,1,2026-08-24T00:00:00.000
479,FCE000479,31,Summit FinanceCostElement 479,1,1,2026-08-24T00:00:00.000
480,FCE000480,54,Unity FinanceCostElement 480,1,1,2026-08-24T00:00:00.000
481,FCE000481,58,Quartz FinanceCostElement 481,1,1,2026-08-24T00:00:00.000
482,FCE000482,78,Riverton FinanceCostElement 482,1,1,2026-08-24T00:00:00.000
483,FCE000483,25,Ion FinanceCostElement 483,1,1,2026-08-24T00:00:00.000
484,FCE000484,2,Willow FinanceCostElement 484,1,1,2026-08-24T00:00:00.000
485,FCE000485,57,Meridian FinanceCostElement 485,1,1,2026-08-24T00:00:00.000
486,FCE000486,29,Zenith FinanceCostElement 486,1,1,2026-08-24T00:00:00.000
487,FCE000487,71,Orion FinanceCostElement 487,1,1,2026-08-24T00:00:00.000
488,FCE000488,85,Forge FinanceCostElement 488,1,1,2026-08-24T00:00:00.000
489,FCE000489,28,Titan FinanceCostElement 489,1,1,2026-08-24T00:00:00.000
490,FCE000490,90,Cedar FinanceCostElement 490,1,1,2026-08-24T00:00:00.000
491,FCE000491,41,Vertex FinanceCostElement 491,1,1,2026-08-24T00:00:00.000
492,FCE000492,37,Granite FinanceCostElement 492,1,1,2026-08-24T00:00:00.000
493,FCE000493,85,Unity FinanceCostElement 493,1,1,2026-08-24T00:00:00.000
494,FCE000494,86,Riverton FinanceCostElement 494,1,1,2026-08-24T00:00:00.000
495,FCE000495,18,Pioneer FinanceCostElement 495,1,1,2026-08-24T00:00:00.000
496,FCE000496,65,Pioneer FinanceCostElement 496,1,1,2026-08-24T00:00:00.000
497,FCE000497,35,Titan FinanceCostElement 497,1,1,2026-08-24T00:00:00.000
498,FCE000498,16,Titan FinanceCostElement 498,1,1,2026-08-24T00:00:00.000
499,FCE000499,87,Liberty FinanceCostElement 499,1,1,2026-08-24T00:00:00.000
500,FCE000500,57,Northstar FinanceCostElement 500,1,1,2026-08-24T00:00:00.000
