EngineeringCadDocumentKey,CadDocumentNumber,EngineeringDocumentCategoryKey,DesignerEmployeeKey,EngineeringDocumentTypeKey,EngineeringLifecycleStatusKey,EngineeringCadDocumentName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
98,ECD000098,203,266,4,5,Orion EngineeringCadDocument 98,ECD000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,077d76a541645a39b385f8b4aaa604c4077d76a541645a39b385f8b4aaa604c4
99,ECD000099,104,268,5,1,Beacon EngineeringCadDocument 99,ECD000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2371366dad05105818b78bfc072cc19e2371366dad05105818b78bfc072cc19
100,ECD000100,360,194,2,3,Ion EngineeringCadDocument 100,ECD000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cfdb23dbc365ad48e50a9cd562df4fb4cfdb23dbc365ad48e50a9cd562df4fb
101,ECD000101,331,469,4,1,Northstar EngineeringCadDocument 101,ECD000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90ead37c84cd5e91a5b6f2747993c9f190ead37c84cd5e91a5b6f2747993c9f1
102,ECD000102,252,-1,2,5,Evergreen EngineeringCadDocument 102,ECD000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8796a89fe27357b8ac43ccc7cc4a670e8796a89fe27357b8ac43ccc7cc4a670e
103,ECD000103,221,141,4,5,Northstar EngineeringCadDocument 103,ECD000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fedb2e05b805ba99afe0d7c5b69b9638fedb2e05b805ba99afe0d7c5b69b963
104,ECD000104,167,75,5,5,Willow EngineeringCadDocument 104,ECD000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85b0d07060b25b70a0eb34f5e965139285b0d07060b25b70a0eb34f5e9651392
105,ECD000105,394,254,3,5,Ion EngineeringCadDocument 105,ECD000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f544f7fd5fde50b6beeb9807a2b916c8f544f7fd5fde50b6beeb9807a2b916c8
106,ECD000106,445,64,7,1,Pioneer EngineeringCadDocument 106,ECD000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed4f753dd1a65c3ab91c849a484439a7ed4f753dd1a65c3ab91c849a484439a7
107,ECD000107,161,331,10,2,Willow EngineeringCadDocument 107,ECD000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a82ac5809ce56f1b9dd0f4215ed26380a82ac5809ce56f1b9dd0f4215ed2638
108,ECD000108,2,31,4,9,Ion EngineeringCadDocument 108,ECD000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eee00079dc5e55da9e52f9df8ac90519eee00079dc5e55da9e52f9df8ac90519
109,ECD000109,444,193,6,6,Forge EngineeringCadDocument 109,ECD000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d9231f1fe75c3783ec35a7a709689ba1d9231f1fe75c3783ec35a7a709689b
110,ECD000110,500,444,9,1,Summit EngineeringCadDocument 110,ECD000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,893c20a2b5ad529c9f5a2532653163c8893c20a2b5ad529c9f5a2532653163c8
111,ECD000111,406,402,10,9,Harbor EngineeringCadDocument 111,ECD000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0f4b6de16475b4bb268b9f6bf73cb3ab0f4b6de16475b4bb268b9f6bf73cb3a
112,ECD000112,353,253,10,9,Northstar EngineeringCadDocument 112,ECD000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df1f2cdcf16a5539b4eb8e066babcf36df1f2cdcf16a5539b4eb8e066babcf36
113,ECD000113,277,410,6,8,Orion EngineeringCadDocument 113,ECD000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e0abe2f72305a75b513ce1e6d36d5267e0abe2f72305a75b513ce1e6d36d526
114,ECD000114,213,88,8,2,Ion EngineeringCadDocument 114,ECD000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7392f9e4127654b0b212203fa14548777392f9e4127654b0b212203fa1454877
115,ECD000115,457,216,10,2,Cedar EngineeringCadDocument 115,ECD000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc66fc1a86345f73b04a09ec35bd727bdc66fc1a86345f73b04a09ec35bd727b
116,ECD000116,100,7,8,4,Meridian EngineeringCadDocument 116,ECD000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32fae7794a5555e783d1d024418471b032fae7794a5555e783d1d024418471b0
117,ECD000117,221,176,5,10,Titan EngineeringCadDocument 117,ECD000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1103f278eaf75436a205a324a2b0c0e21103f278eaf75436a205a324a2b0c0e2
118,ECD000118,349,136,5,6,Titan EngineeringCadDocument 118,ECD000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dde810336f8853c7bd2090d3574f7416dde810336f8853c7bd2090d3574f7416
119,ECD000119,338,-1,9,2,Atlas EngineeringCadDocument 119,ECD000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd81ac760de85d6a9b69cdbc3cc61472dd81ac760de85d6a9b69cdbc3cc61472
120,ECD000120,54,49,8,5,Granite EngineeringCadDocument 120,ECD000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b59f74cfb353583db33ba6425aa059edb59f74cfb353583db33ba6425aa059ed
121,ECD000121,386,306,6,4,Evergreen EngineeringCadDocument 121,ECD000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33eb1a438e08526b99199213c5eaef8733eb1a438e08526b99199213c5eaef87
122,ECD000122,448,236,6,7,Keystone EngineeringCadDocument 122,ECD000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2de468cae6b0590b86f69ae728edb2a42de468cae6b0590b86f69ae728edb2a4
123,ECD000123,415,21,2,9,Harbor EngineeringCadDocument 123,ECD000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec3591a4f1d57d68d90cb5c480ef6611ec3591a4f1d57d68d90cb5c480ef661
124,ECD000124,339,412,8,10,Orion EngineeringCadDocument 124,ECD000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dfdeb269e1a5a928faf816e00aa561e0dfdeb269e1a5a928faf816e00aa561e
125,ECD000125,409,410,7,8,Junction EngineeringCadDocument 125,ECD000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cabccbbfc4a158b1a20956de83c96608cabccbbfc4a158b1a20956de83c96608
126,ECD000126,434,338,3,1,Keystone EngineeringCadDocument 126,ECD000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c939e44fe1d5549bf13717eed0c3a6a8c939e44fe1d5549bf13717eed0c3a6a
127,ECD000127,257,360,4,1,Granite EngineeringCadDocument 127,ECD000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f7e23804045fe1b23b99c743dc922068f7e23804045fe1b23b99c743dc9220
128,ECD000128,311,291,3,1,Beacon EngineeringCadDocument 128,ECD000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07fe9a5a9902568bbd951980e1335f5e07fe9a5a9902568bbd951980e1335f5e
129,ECD000129,237,480,10,1,Vertex EngineeringCadDocument 129,ECD000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ecfd2c099cc553d8b3ffe77a9242c4c0ecfd2c099cc553d8b3ffe77a9242c4c
130,ECD000130,333,16,3,9,Pioneer EngineeringCadDocument 130,ECD000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac400c9aaca5188a2c9e328e4381f718ac400c9aaca5188a2c9e328e4381f71
131,ECD000131,253,451,3,6,Granite EngineeringCadDocument 131,ECD000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ded192c68735452b271a7503d4abea50ded192c68735452b271a7503d4abea5
132,ECD000132,159,43,8,3,Meridian EngineeringCadDocument 132,ECD000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0bc960782735a6180479a879fcfe98ce0bc960782735a6180479a879fcfe98c
133,ECD000133,473,173,3,8,Meridian EngineeringCadDocument 133,ECD000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64fcc7a779965e76b8e6c2516716d31464fcc7a779965e76b8e6c2516716d314
134,ECD000134,12,214,1,7,Northstar EngineeringCadDocument 134,ECD000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cc55cd1830b5fd49ea95f58d010ae874cc55cd1830b5fd49ea95f58d010ae87
135,ECD000135,383,377,2,6,Junction EngineeringCadDocument 135,ECD000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cba03f1fafc5c08892ad578871ab46d4cba03f1fafc5c08892ad578871ab46d
136,ECD000136,31,-1,9,5,Meridian EngineeringCadDocument 136,ECD000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,996a238f1e2e5ef7bb5482ee6599ca65996a238f1e2e5ef7bb5482ee6599ca65
137,ECD000137,341,25,9,7,Orion EngineeringCadDocument 137,ECD000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2614d435b9df5b508049abb56215a0dd2614d435b9df5b508049abb56215a0dd
138,ECD000138,453,392,7,9,Pioneer EngineeringCadDocument 138,ECD000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef32120d41df52188f2901ec9743d493ef32120d41df52188f2901ec9743d493
139,ECD000139,193,336,1,4,Titan EngineeringCadDocument 139,ECD000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd923dae04c55837970c7170736842f8fd923dae04c55837970c7170736842f8
140,ECD000140,464,379,5,9,Delta EngineeringCadDocument 140,ECD000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22f9be2de0cc5fc280ce3bb79373d14522f9be2de0cc5fc280ce3bb79373d145
141,ECD000141,451,49,10,5,Cedar EngineeringCadDocument 141,ECD000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,994d0448a1ca521dbaa2713abf4025e9994d0448a1ca521dbaa2713abf4025e9
142,ECD000142,454,72,3,4,Vertex EngineeringCadDocument 142,ECD000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,720ac34bd4be5e9d8dddb2b3486e7d98720ac34bd4be5e9d8dddb2b3486e7d98
143,ECD000143,203,245,4,2,Liberty EngineeringCadDocument 143,ECD000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea9e97fb44352c49570f76c4a16f6e24ea9e97fb44352c49570f76c4a16f6e2
144,ECD000144,185,109,9,4,Meridian EngineeringCadDocument 144,ECD000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de8e041460a5564b1eae5c12c278f531de8e041460a5564b1eae5c12c278f53
145,ECD000145,450,488,4,9,Vertex EngineeringCadDocument 145,ECD000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c09e38271057535b9222edd55630696cc09e38271057535b9222edd55630696c
146,ECD000146,247,201,4,3,Meridian EngineeringCadDocument 146,ECD000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9cf05aa704a5af1990b40d97a257b3bf9cf05aa704a5af1990b40d97a257b3b
147,ECD000147,495,184,7,2,Unity EngineeringCadDocument 147,ECD000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b09b42ec8a45abd8c50d177a82bc53f8b09b42ec8a45abd8c50d177a82bc53f
148,ECD000148,53,343,1,1,Titan EngineeringCadDocument 148,ECD000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bf30c1fe94c53e08c0b69ae462e23848bf30c1fe94c53e08c0b69ae462e2384
149,ECD000149,19,144,1,1,Ion EngineeringCadDocument 149,ECD000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c03d9bc94d15490b253f77aaacc348c8c03d9bc94d15490b253f77aaacc348c
150,ECD000150,119,452,3,6,Vertex EngineeringCadDocument 150,ECD000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd661cc8f0265c79bd866e1ca07d4ad1bd661cc8f0265c79bd866e1ca07d4ad1
151,ECD000151,369,493,4,9,Keystone EngineeringCadDocument 151,ECD000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79d105cc214850678e9ff35e6964bf2b79d105cc214850678e9ff35e6964bf2b
152,ECD000152,164,279,6,5,Keystone EngineeringCadDocument 152,ECD000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56ec81b66cc850858450284cb698f25e56ec81b66cc850858450284cb698f25e
153,ECD000153,498,-1,7,1,Harbor EngineeringCadDocument 153,ECD000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ce182018a255a6dbbe63ba01c53443a2ce182018a255a6dbbe63ba01c53443a
154,ECD000154,61,93,3,3,Zenith EngineeringCadDocument 154,ECD000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c175200f2e9f53b9b34f0a08f631e79fc175200f2e9f53b9b34f0a08f631e79f
155,ECD000155,6,149,6,4,Liberty EngineeringCadDocument 155,ECD000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,353d6442cb4c50fc8e8ce298cc434be0353d6442cb4c50fc8e8ce298cc434be0
156,ECD000156,474,49,7,6,Delta EngineeringCadDocument 156,ECD000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0d7f95dc042594e808782aeb81a585af0d7f95dc042594e808782aeb81a585a
157,ECD000157,68,244,3,2,Harbor EngineeringCadDocument 157,ECD000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9435cd44a0d515bb98f061a024cc470d9435cd44a0d515bb98f061a024cc470
158,ECD000158,281,458,2,9,Forge EngineeringCadDocument 158,ECD000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdae08b8f14453109d2f2571ec246acbbdae08b8f14453109d2f2571ec246acb
159,ECD000159,392,323,6,3,Riverton EngineeringCadDocument 159,ECD000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6556f7c90ded548a981156b58a16e7816556f7c90ded548a981156b58a16e781
160,ECD000160,268,53,2,3,Liberty EngineeringCadDocument 160,ECD000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bce969e6aac850bd8c6b9b6094a55a83bce969e6aac850bd8c6b9b6094a55a83
161,ECD000161,67,421,5,7,Northstar EngineeringCadDocument 161,ECD000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c505b16e82e5bcda7bc7a7e671751939c505b16e82e5bcda7bc7a7e67175193
162,ECD000162,24,34,2,9,Pioneer EngineeringCadDocument 162,ECD000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c145380885e5185a8faccece5347f840c145380885e5185a8faccece5347f84
163,ECD000163,333,279,10,4,Summit EngineeringCadDocument 163,ECD000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60fe7ed9fbcc522ca8ac2a6787acd35960fe7ed9fbcc522ca8ac2a6787acd359
164,ECD000164,200,460,8,4,Granite EngineeringCadDocument 164,ECD000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eca94014f4bf51b69475b8245533154beca94014f4bf51b69475b8245533154b
165,ECD000165,319,314,4,10,Harbor EngineeringCadDocument 165,ECD000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2846872e978f5a689b37fc7c4c96924a2846872e978f5a689b37fc7c4c96924a
166,ECD000166,55,254,1,4,Junction EngineeringCadDocument 166,ECD000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0c3d9b7119b572f9fbe78889c5f157bf0c3d9b7119b572f9fbe78889c5f157b
167,ECD000167,290,26,8,10,Titan EngineeringCadDocument 167,ECD000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a72a55460f2f562cac71f6aa49b64380a72a55460f2f562cac71f6aa49b64380
168,ECD000168,22,92,1,4,Meridian EngineeringCadDocument 168,ECD000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d69031fab65ab7806be288e6191bf4c6d69031fab65ab7806be288e6191bf4
169,ECD000169,367,73,7,3,Beacon EngineeringCadDocument 169,ECD000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a147e691570e5ac8a8a2399de47b34dfa147e691570e5ac8a8a2399de47b34df
170,ECD000170,83,-1,9,2,Keystone EngineeringCadDocument 170,ECD000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f12b167ebaf5d37b986d6877489db363f12b167ebaf5d37b986d6877489db36
171,ECD000171,236,102,4,1,Ion EngineeringCadDocument 171,ECD000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d90251d3d0950248ca0a21446f305059d90251d3d0950248ca0a21446f30505
172,ECD000172,137,170,6,2,Keystone EngineeringCadDocument 172,ECD000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,535f63a55ace5c93a2e5978828e34092535f63a55ace5c93a2e5978828e34092
173,ECD000173,370,359,7,4,Junction EngineeringCadDocument 173,ECD000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a1451e1f3385c67b0e73a20c1e1aa590a1451e1f3385c67b0e73a20c1e1aa59
174,ECD000174,224,480,8,4,Cedar EngineeringCadDocument 174,ECD000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afcf02de90825611b641b37d577d20a9afcf02de90825611b641b37d577d20a9
175,ECD000175,255,1,7,4,Titan EngineeringCadDocument 175,ECD000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a164cd25a5fa5ad38aede18f1f8edf7ba164cd25a5fa5ad38aede18f1f8edf7b
176,ECD000176,237,187,1,9,Evergreen EngineeringCadDocument 176,ECD000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f2d80c26161531894611c1042ebe1b08f2d80c26161531894611c1042ebe1b0
177,ECD000177,4,68,4,4,Vertex EngineeringCadDocument 177,ECD000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdb9192cbb015e408d518c268879ba8acdb9192cbb015e408d518c268879ba8a
178,ECD000178,85,61,7,9,Junction EngineeringCadDocument 178,ECD000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d3411e25ce35266b557ccc1740998d60d3411e25ce35266b557ccc1740998d6
179,ECD000179,454,110,8,3,Liberty EngineeringCadDocument 179,ECD000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,398b5819a4bc53b2a946207696f4e257398b5819a4bc53b2a946207696f4e257
180,ECD000180,376,377,2,9,Orion EngineeringCadDocument 180,ECD000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf2a113a64b45686b4d6704aa75510ffbf2a113a64b45686b4d6704aa75510ff
181,ECD000181,266,417,4,4,Unity EngineeringCadDocument 181,ECD000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dfa191d090f53afbb98bfc9975f6cc98dfa191d090f53afbb98bfc9975f6cc9
182,ECD000182,403,377,4,10,Unity EngineeringCadDocument 182,ECD000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ecca84cd87a5083addc0bcb0bee73df4ecca84cd87a5083addc0bcb0bee73df
183,ECD000183,363,126,2,2,Harbor EngineeringCadDocument 183,ECD000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad9f8072ff2a5729ac8b1623dbdcf0caad9f8072ff2a5729ac8b1623dbdcf0ca
184,ECD000184,137,433,4,10,Zenith EngineeringCadDocument 184,ECD000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84569da26c6658a89ee3f8694fe6b26884569da26c6658a89ee3f8694fe6b268
185,ECD000185,297,280,1,3,Forge EngineeringCadDocument 185,ECD000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e37844fb1e0052fbae36ab289fb3b2e5e37844fb1e0052fbae36ab289fb3b2e5
186,ECD000186,377,269,5,4,Harbor EngineeringCadDocument 186,ECD000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa59a4b1fcc25026bee1700cf2fe3fc5aa59a4b1fcc25026bee1700cf2fe3fc5
187,ECD000187,224,-1,1,2,Vertex EngineeringCadDocument 187,ECD000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3c6453d93a8581eafc11f7945160275f3c6453d93a8581eafc11f7945160275
188,ECD000188,450,401,7,7,Zenith EngineeringCadDocument 188,ECD000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ccebc581d135374b22b5533be7740683ccebc581d135374b22b5533be774068
189,ECD000189,75,26,9,4,Harbor EngineeringCadDocument 189,ECD000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b6d71979f4c586ab8473cbe741b69ac3b6d71979f4c586ab8473cbe741b69ac
190,ECD000190,317,64,4,9,Delta EngineeringCadDocument 190,ECD000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e1e03ad809759e08f42972a46a481c77e1e03ad809759e08f42972a46a481c7
191,ECD000191,389,80,5,5,Orion EngineeringCadDocument 191,ECD000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d36a0a55dfd452588b725cae21191a74d36a0a55dfd452588b725cae21191a74
192,ECD000192,457,434,1,5,Orion EngineeringCadDocument 192,ECD000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf22ac80cbf75b78bdef7cc180454da5cf22ac80cbf75b78bdef7cc180454da5
193,ECD000193,357,292,2,1,Granite EngineeringCadDocument 193,ECD000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8dc34a0f76153c6b0c304abbd6ee175c8dc34a0f76153c6b0c304abbd6ee175
194,ECD000194,217,268,3,2,Forge EngineeringCadDocument 194,ECD000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d12efa54af68532d8dcafd227da2ddbfd12efa54af68532d8dcafd227da2ddbf
195,ECD000195,438,296,7,6,Willow EngineeringCadDocument 195,ECD000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b4b2e9dc3755dc4ab211ad1ef7e5dac8b4b2e9dc3755dc4ab211ad1ef7e5dac
196,ECD000196,342,446,3,7,Liberty EngineeringCadDocument 196,ECD000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8baa01ab82c526db5ff1f931422edfef8baa01ab82c526db5ff1f931422edfe
