ProductKey,ProductNumber,ProductSubfamilyKey,ProductBrandKey,ProductLifecyclePhaseKey,ProductCertificationKey,ParentProductKey,UnitOfMeasureKey,RecordStatusKey,MeasurementSystemKey,HazardClassKey,ProductName,ProductDescription,DrawingNumber,RevisionCode,StandardCostAmount,ListPriceAmount,NetWeightValue,GrossWeightValue,ShelfLifeDays,LotTrackedFlag,SerialTrackedFlag,MakeBuyCode,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
77,P000077,156,136,3,124,-1,3,4,2,10,Junction Product 77,Product starter record 77,P000077,P000077,115.4900,115.4900,115.4900,115.4900,22,1,1,P000077,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7ab793071355c6a8171997aa7ffb735d7ab793071355c6a8171997aa7ffb735
78,P000078,359,445,10,89,-1,5,1,2,17,Summit Product 78,Product starter record 78,P000078,P000078,116.8600,116.8600,116.8600,116.8600,23,1,1,P000078,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,228ba5cb962d5582b0c68c947a7ad0a3228ba5cb962d5582b0c68c947a7ad0a3
79,P000079,20,278,10,108,-1,1,2,1,5,Evergreen Product 79,Product starter record 79,P000079,P000079,118.2300,118.2300,118.2300,118.2300,24,1,1,P000079,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d71792aea2e7505a9715b54bcb0d3ee1d71792aea2e7505a9715b54bcb0d3ee1
80,P000080,376,26,8,175,-1,7,3,2,3,Beacon Product 80,Product starter record 80,P000080,P000080,119.6000,119.6000,119.6000,119.6000,25,0,0,P000080,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c99dd85241a056f284d782f04cb98d14c99dd85241a056f284d782f04cb98d14
81,P000081,289,207,6,52,-1,2,3,3,1,Cedar Product 81,Product starter record 81,P000081,P000081,120.9700,120.9700,120.9700,120.9700,26,1,1,P000081,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dbcae577a6c52d8ac8fa0222d25c6cb8dbcae577a6c52d8ac8fa0222d25c6cb
82,P000082,232,137,2,56,-1,6,1,3,17,Quartz Product 82,Product starter record 82,P000082,P000082,122.3400,122.3400,122.3400,122.3400,27,1,1,P000082,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36844c098e625a7ea0ca716fa19a7aa336844c098e625a7ea0ca716fa19a7aa3
83,P000083,465,49,5,139,-1,2,3,1,12,Forge Product 83,Product starter record 83,P000083,P000083,123.7100,123.7100,123.7100,123.7100,28,1,1,P000083,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a951aa0b14550d5a4103c55d2ede61e4a951aa0b14550d5a4103c55d2ede61e
84,P000084,465,87,10,59,-1,4,3,2,3,Evergreen Product 84,Product starter record 84,P000084,P000084,125.0800,125.0800,125.0800,125.0800,1,1,1,P000084,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f1dc8278f6580fac75871f59bf336495f1dc8278f6580fac75871f59bf3364
85,P000085,371,209,5,113,-1,6,1,1,1,Keystone Product 85,Product starter record 85,P000085,P000085,126.4500,126.4500,126.4500,126.4500,2,0,0,P000085,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef39bc5ccd975098ad51a443d93f2746ef39bc5ccd975098ad51a443d93f2746
86,P000086,131,230,9,22,-1,2,2,2,18,Zenith Product 86,Product starter record 86,P000086,P000086,127.8200,127.8200,127.8200,127.8200,3,1,1,P000086,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87d3c63876f151359d220f203adf005987d3c63876f151359d220f203adf0059
87,P000087,472,299,7,46,-1,3,4,1,7,Zenith Product 87,Product starter record 87,P000087,P000087,129.1900,129.1900,129.1900,129.1900,4,1,1,P000087,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08e586763f5653a08bc1559625a62dc508e586763f5653a08bc1559625a62dc5
88,P000088,177,108,10,24,-1,6,1,2,16,Evergreen Product 88,Product starter record 88,P000088,P000088,130.5600,130.5600,130.5600,130.5600,5,1,1,P000088,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30d52e79802857bb94ed3d5329e8eac630d52e79802857bb94ed3d5329e8eac6
89,P000089,174,89,4,169,-1,6,1,3,14,Titan Product 89,Product starter record 89,P000089,P000089,131.9300,131.9300,131.9300,131.9300,6,1,1,P000089,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d4a01429ac354f7bc37a267e393f65c5d4a01429ac354f7bc37a267e393f65c
90,P000090,449,171,7,198,-1,1,3,3,1,Orion Product 90,Product starter record 90,P000090,P000090,133.3000,133.3000,133.3000,133.3000,7,0,0,P000090,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce135bd179bc5b148f001a9b84096f51ce135bd179bc5b148f001a9b84096f51
91,P000091,437,336,2,247,-1,7,3,1,1,Harbor Product 91,Product starter record 91,P000091,P000091,134.6700,134.6700,134.6700,134.6700,8,1,1,P000091,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5a6879992be54d5a1b75a2ebdf53070f5a6879992be54d5a1b75a2ebdf53070
92,P000092,494,52,8,10,-1,3,4,2,1,Liberty Product 92,Product starter record 92,P000092,P000092,136.0400,136.0400,136.0400,136.0400,9,1,1,P000092,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2e2e22810155ed9d0b2a1345ee1a2c3f2e2e22810155ed9d0b2a1345ee1a2c
93,P000093,146,287,7,165,-1,5,2,2,18,Beacon Product 93,Product starter record 93,P000093,P000093,137.4100,137.4100,137.4100,137.4100,10,1,1,P000093,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f8c7d1a3f4d50dfaac79bda87e615f84f8c7d1a3f4d50dfaac79bda87e615f8
94,P000094,212,305,4,72,-1,4,2,2,16,Atlas Product 94,Product starter record 94,P000094,P000094,138.7800,138.7800,138.7800,138.7800,11,1,1,P000094,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8363cca4ce845a1aa3e34203d45758a28363cca4ce845a1aa3e34203d45758a2
95,P000095,127,435,1,50,-1,5,3,1,7,Riverton Product 95,Product starter record 95,P000095,P000095,140.1500,140.1500,140.1500,140.1500,12,0,0,P000095,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f00f1905c3515e4eb4508f964793bb4bf00f1905c3515e4eb4508f964793bb4b
96,P000096,222,320,12,102,-1,6,1,2,16,Willow Product 96,Product starter record 96,P000096,P000096,141.5200,141.5200,141.5200,141.5200,13,1,1,P000096,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74ab37e775f559dc9cbdb79f4658036974ab37e775f559dc9cbdb79f46580369
97,P000097,470,328,1,42,-1,2,4,1,5,Orion Product 97,Product starter record 97,P000097,P000097,142.8900,142.8900,142.8900,142.8900,14,1,1,P000097,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,045289cdb8915a0d8d8efabea42c4d29045289cdb8915a0d8d8efabea42c4d29
98,P000098,48,201,2,230,-1,4,4,2,15,Orion Product 98,Product starter record 98,P000098,P000098,144.2600,144.2600,144.2600,144.2600,15,1,1,P000098,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc139eb865758baa9084e551793d824ecc139eb865758baa9084e551793d824
99,P000099,452,99,10,54,-1,6,1,3,1,Summit Product 99,Product starter record 99,P000099,P000099,145.6300,145.6300,145.6300,145.6300,16,1,1,P000099,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54e4867e037d58c9b270ef222bac53f254e4867e037d58c9b270ef222bac53f2
100,P000100,312,74,7,89,-1,3,1,2,18,Summit Product 100,Product starter record 100,P000100,P000100,147.0000,147.0000,147.0000,147.0000,17,0,0,P000100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c271e6fe85153de8411e3b433078d959c271e6fe85153de8411e3b433078d95
101,P000101,52,148,12,52,-1,5,2,2,8,Unity Product 101,Product starter record 101,P000101,P000101,148.3700,148.3700,148.3700,148.3700,18,1,1,P000101,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae947a44c4695b9483513df8604e9a8bae947a44c4695b9483513df8604e9a8b
102,P000102,53,201,6,145,-1,7,2,2,14,Granite Product 102,Product starter record 102,P000102,P000102,149.7400,149.7400,149.7400,149.7400,19,1,1,P000102,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c573104ccd475fb687bbb4fa20158a5cc573104ccd475fb687bbb4fa20158a5c
103,P000103,41,218,9,112,-1,4,2,3,11,Summit Product 103,Product starter record 103,P000103,P000103,151.1100,151.1100,151.1100,151.1100,20,1,1,P000103,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83631fc099fd5ab1aca089b658109e5183631fc099fd5ab1aca089b658109e51
104,P000104,123,7,6,83,-1,1,3,3,3,Zenith Product 104,Product starter record 104,P000104,P000104,152.4800,152.4800,152.4800,152.4800,21,1,1,P000104,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,293ef24e058f54389173c552fd6a08b0293ef24e058f54389173c552fd6a08b0
105,P000105,440,85,4,76,-1,1,2,3,4,Harbor Product 105,Product starter record 105,P000105,P000105,153.8500,153.8500,153.8500,153.8500,22,0,0,P000105,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2229f6d2b93454c6ada1db9fddb10ddc2229f6d2b93454c6ada1db9fddb10ddc
106,P000106,29,233,11,48,-1,4,1,2,9,Orion Product 106,Product starter record 106,P000106,P000106,155.2200,155.2200,155.2200,155.2200,23,1,1,P000106,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4728c47a006153beb6c83efe729026814728c47a006153beb6c83efe72902681
107,P000107,261,348,11,49,-1,7,4,1,18,Zenith Product 107,Product starter record 107,P000107,P000107,156.5900,156.5900,156.5900,156.5900,24,1,1,P000107,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0857e16ffdba5872a091f68c4fca26a80857e16ffdba5872a091f68c4fca26a8
108,P000108,341,337,11,108,-1,1,2,1,10,Cedar Product 108,Product starter record 108,P000108,P000108,157.9600,157.9600,157.9600,157.9600,25,1,1,P000108,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0523a6d265ec5210ac387a7107efac9e0523a6d265ec5210ac387a7107efac9e
109,P000109,417,387,2,139,-1,6,3,1,1,Cedar Product 109,Product starter record 109,P000109,P000109,159.3300,159.3300,159.3300,159.3300,26,1,1,P000109,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ba097e23cd35114aa68005e56f0cb137ba097e23cd35114aa68005e56f0cb13
110,P000110,221,471,6,178,-1,3,1,1,7,Cedar Product 110,Product starter record 110,P000110,P000110,160.7000,160.7000,160.7000,160.7000,27,0,0,P000110,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6b2acfe7bbd568e85c1a9dd40883e67b6b2acfe7bbd568e85c1a9dd40883e67
111,P000111,365,266,3,201,-1,2,3,3,7,Orion Product 111,Product starter record 111,P000111,P000111,162.0700,162.0700,162.0700,162.0700,28,1,1,P000111,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f1b3234ca4a5692bcd647cb08b00bb45f1b3234ca4a5692bcd647cb08b00bb4
112,P000112,224,164,12,60,-1,1,2,2,5,Northstar Product 112,Product starter record 112,P000112,P000112,163.4400,163.4400,163.4400,163.4400,1,1,1,P000112,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bc6be0c10f055f0b97d04dbfb2792d98bc6be0c10f055f0b97d04dbfb2792d9
113,P000113,192,380,9,179,-1,2,2,1,5,Quartz Product 113,Product starter record 113,P000113,P000113,164.8100,164.8100,164.8100,164.8100,2,1,1,P000113,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9fdc63f6e9855aaa9c87c809610e66fb9fdc63f6e9855aaa9c87c809610e66f
114,P000114,456,424,8,45,-1,5,3,3,5,Liberty Product 114,Product starter record 114,P000114,P000114,166.1800,166.1800,166.1800,166.1800,3,1,1,P000114,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44adcf3d67865ea689140a5b42c2e15444adcf3d67865ea689140a5b42c2e154
115,P000115,171,307,4,186,-1,7,3,3,7,Forge Product 115,Product starter record 115,P000115,P000115,167.5500,167.5500,167.5500,167.5500,4,0,0,P000115,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,558ae59831895b5a874a0909cd9fcdd5558ae59831895b5a874a0909cd9fcdd5
116,P000116,194,393,9,182,-1,4,2,2,5,Granite Product 116,Product starter record 116,P000116,P000116,168.9200,168.9200,168.9200,168.9200,5,1,1,P000116,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b5162ea557c5d4681523db7ff9f59ba8b5162ea557c5d4681523db7ff9f59ba
117,P000117,417,354,1,87,-1,5,4,1,15,Forge Product 117,Product starter record 117,P000117,P000117,170.2900,170.2900,170.2900,170.2900,6,1,1,P000117,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7c35a576bd55a9189e165537f823aa9c7c35a576bd55a9189e165537f823aa9
118,P000118,132,95,10,237,-1,2,1,1,16,Cedar Product 118,Product starter record 118,P000118,P000118,171.6600,171.6600,171.6600,171.6600,7,1,1,P000118,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cfdfc75ae375725b51f97f47e5751fe6cfdfc75ae375725b51f97f47e5751fe
119,P000119,8,376,12,107,-1,7,2,2,10,Unity Product 119,Product starter record 119,P000119,P000119,173.0300,173.0300,173.0300,173.0300,8,1,1,P000119,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d14005a165c560293075523e636eb680d14005a165c560293075523e636eb68
120,P000120,453,261,6,145,-1,6,2,3,2,Willow Product 120,Product starter record 120,P000120,P000120,174.4000,174.4000,174.4000,174.4000,9,0,0,P000120,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b8513f808cf5bce8bbc82f36484e1e48b8513f808cf5bce8bbc82f36484e1e4
121,P000121,469,446,4,209,-1,1,4,1,2,Northstar Product 121,Product starter record 121,P000121,P000121,175.7700,175.7700,175.7700,175.7700,10,1,1,P000121,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91485f0f6983543a8be86f98c823b74991485f0f6983543a8be86f98c823b749
122,P000122,229,74,5,179,-1,7,2,3,12,Harbor Product 122,Product starter record 122,P000122,P000122,177.1400,177.1400,177.1400,177.1400,11,1,1,P000122,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e1e55c2add5f8d867cb4305d61c119b1e1e55c2add5f8d867cb4305d61c119
123,P000123,366,232,10,109,-1,2,3,1,4,Orion Product 123,Product starter record 123,P000123,P000123,178.5100,178.5100,178.5100,178.5100,12,1,1,P000123,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e88d48dfc46e54be926ac9bb867a3063e88d48dfc46e54be926ac9bb867a3063
124,P000124,108,29,2,228,-1,7,3,3,8,Evergreen Product 124,Product starter record 124,P000124,P000124,179.8800,179.8800,179.8800,179.8800,13,1,1,P000124,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb32be277e0b532c9ced4ebe3f912a7efb32be277e0b532c9ced4ebe3f912a7e
125,P000125,151,389,2,24,-1,6,4,3,14,Summit Product 125,Product starter record 125,P000125,P000125,181.2500,181.2500,181.2500,181.2500,14,0,0,P000125,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c82738970f7e552299c8b33071b56efdc82738970f7e552299c8b33071b56efd
126,P000126,355,449,10,246,-1,3,2,1,8,Summit Product 126,Product starter record 126,P000126,P000126,182.6200,182.6200,182.6200,182.6200,15,1,1,P000126,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20f48ac5d6a65b43af9faafd7f254e5f20f48ac5d6a65b43af9faafd7f254e5f
127,P000127,454,178,2,148,-1,2,1,3,4,Delta Product 127,Product starter record 127,P000127,P000127,183.9900,183.9900,183.9900,183.9900,16,1,1,P000127,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56a2f194b576577fbb5d39ac93c123e156a2f194b576577fbb5d39ac93c123e1
128,P000128,38,184,11,226,-1,3,4,2,18,Vertex Product 128,Product starter record 128,P000128,P000128,185.3600,185.3600,185.3600,185.3600,17,1,1,P000128,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,594dac21279a5c16bb24c31725dbda5e594dac21279a5c16bb24c31725dbda5e
129,P000129,293,34,4,196,-1,1,3,3,13,Cedar Product 129,Product starter record 129,P000129,P000129,186.7300,186.7300,186.7300,186.7300,18,1,1,P000129,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee1178bed27456f8b4ffcfc4c35e5884ee1178bed27456f8b4ffcfc4c35e5884
130,P000130,460,467,4,247,-1,7,4,2,5,Keystone Product 130,Product starter record 130,P000130,P000130,188.1000,188.1000,188.1000,188.1000,19,0,0,P000130,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd6c54827795beaa628c8a7af7651678fd6c54827795beaa628c8a7af765167
131,P000131,150,293,12,151,-1,3,4,3,10,Junction Product 131,Product starter record 131,P000131,P000131,189.4700,189.4700,189.4700,189.4700,20,1,1,P000131,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9793297b790b5e0f87d2676623cd1c359793297b790b5e0f87d2676623cd1c35
132,P000132,145,249,5,11,-1,6,1,1,6,Granite Product 132,Product starter record 132,P000132,P000132,190.8400,190.8400,190.8400,190.8400,21,1,1,P000132,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32822fb65e08540fa7afb9047a4010f332822fb65e08540fa7afb9047a4010f3
133,P000133,387,398,1,35,-1,6,4,2,1,Vertex Product 133,Product starter record 133,P000133,P000133,192.2100,192.2100,192.2100,192.2100,22,1,1,P000133,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3e51502c38355139c3c1106e5942b5bf3e51502c38355139c3c1106e5942b5b
134,P000134,74,379,11,205,-1,6,4,3,9,Beacon Product 134,Product starter record 134,P000134,P000134,193.5800,193.5800,193.5800,193.5800,23,1,1,P000134,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f828cd8157895482a9bfaf2e07408c0df828cd8157895482a9bfaf2e07408c0d
135,P000135,323,65,12,224,-1,3,4,2,2,Summit Product 135,Product starter record 135,P000135,P000135,194.9500,194.9500,194.9500,194.9500,24,0,0,P000135,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88a80e23601951989bd32dfa1932b1e188a80e23601951989bd32dfa1932b1e1
136,P000136,228,237,4,196,-1,6,2,3,11,Beacon Product 136,Product starter record 136,P000136,P000136,196.3200,196.3200,196.3200,196.3200,25,1,1,P000136,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aee8025584e15403925e231e46e6252aaee8025584e15403925e231e46e6252a
137,P000137,466,373,9,91,-1,3,3,3,14,Pioneer Product 137,Product starter record 137,P000137,P000137,197.6900,197.6900,197.6900,197.6900,26,1,1,P000137,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6454b7f4375189b5b1000d73eee723bc6454b7f4375189b5b1000d73eee723
138,P000138,282,21,8,197,-1,3,1,3,9,Orion Product 138,Product starter record 138,P000138,P000138,199.0600,199.0600,199.0600,199.0600,27,1,1,P000138,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822c0ad3443e5fd382ded8eb0464355b822c0ad3443e5fd382ded8eb0464355b
139,P000139,464,320,11,28,-1,2,4,3,2,Evergreen Product 139,Product starter record 139,P000139,P000139,200.4300,200.4300,200.4300,200.4300,28,1,1,P000139,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53390c81fb4b5d7a811ba7cb63d1523653390c81fb4b5d7a811ba7cb63d15236
140,P000140,170,459,11,74,-1,2,2,1,14,Cedar Product 140,Product starter record 140,P000140,P000140,201.8000,201.8000,201.8000,201.8000,1,0,0,P000140,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9abb313012875cefaeb0da58ebae79969abb313012875cefaeb0da58ebae7996
141,P000141,165,493,8,179,-1,7,4,2,12,Delta Product 141,Product starter record 141,P000141,P000141,203.1700,203.1700,203.1700,203.1700,2,1,1,P000141,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c2b16a24d9c53f498a4eae5ae2596323c2b16a24d9c53f498a4eae5ae259632
142,P000142,261,479,6,14,-1,4,3,1,10,Quartz Product 142,Product starter record 142,P000142,P000142,204.5400,204.5400,204.5400,204.5400,3,1,1,P000142,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34955331b81a526fab26fe77feeac5de34955331b81a526fab26fe77feeac5de
143,P000143,482,111,3,83,-1,2,1,2,17,Delta Product 143,Product starter record 143,P000143,P000143,205.9100,205.9100,205.9100,205.9100,4,1,1,P000143,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cba4a0544f6590c9c702a5adb5fcc949cba4a0544f6590c9c702a5adb5fcc94
144,P000144,247,444,12,37,-1,2,4,1,3,Beacon Product 144,Product starter record 144,P000144,P000144,207.2800,207.2800,207.2800,207.2800,5,1,1,P000144,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae387a84fe7e5506b7a675ea571d6e4dae387a84fe7e5506b7a675ea571d6e4d
145,P000145,161,284,10,145,-1,4,4,3,2,Unity Product 145,Product starter record 145,P000145,P000145,208.6500,208.6500,208.6500,208.6500,6,0,0,P000145,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f558650145a5c8e918a418a02dc42612f558650145a5c8e918a418a02dc4261
146,P000146,89,454,5,30,-1,3,4,2,7,Titan Product 146,Product starter record 146,P000146,P000146,210.0200,210.0200,210.0200,210.0200,7,1,1,P000146,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43f6bdcae2d05014bab30ba96932668c43f6bdcae2d05014bab30ba96932668c
147,P000147,112,341,3,179,-1,6,2,2,8,Cedar Product 147,Product starter record 147,P000147,P000147,211.3900,211.3900,211.3900,211.3900,8,1,1,P000147,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f16ba1099d395894ad13126276690ab6f16ba1099d395894ad13126276690ab6
148,P000148,278,138,6,48,-1,3,1,3,2,Summit Product 148,Product starter record 148,P000148,P000148,212.7600,212.7600,212.7600,212.7600,9,1,1,P000148,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee7757810ae951568caa06bacce3c7ffee7757810ae951568caa06bacce3c7ff
149,P000149,446,285,11,233,-1,2,2,2,12,Titan Product 149,Product starter record 149,P000149,P000149,214.1300,214.1300,214.1300,214.1300,10,1,1,P000149,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e94b9b53e60a594fb8c00fa1d9626473e94b9b53e60a594fb8c00fa1d9626473
150,P000150,329,453,3,102,-1,7,1,1,9,Meridian Product 150,Product starter record 150,P000150,P000150,215.5000,215.5000,215.5000,215.5000,11,0,0,P000150,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bf3189bb4b65580a3c7a4edaa4df4ef7bf3189bb4b65580a3c7a4edaa4df4ef
151,P000151,102,137,3,42,-1,2,3,1,6,Forge Product 151,Product starter record 151,P000151,P000151,216.8700,216.8700,216.8700,216.8700,12,1,1,P000151,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,060a8fab41f652e0a9bc4c987e08e7c5060a8fab41f652e0a9bc4c987e08e7c5
152,P000152,376,120,5,113,-1,2,4,3,4,Atlas Product 152,Product starter record 152,P000152,P000152,218.2400,218.2400,218.2400,218.2400,13,1,1,P000152,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaf1daf4b5d2519bb3e3457e0b992709eaf1daf4b5d2519bb3e3457e0b992709
153,P000153,87,432,2,26,-1,6,1,1,1,Meridian Product 153,Product starter record 153,P000153,P000153,219.6100,219.6100,219.6100,219.6100,14,1,1,P000153,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd85d20de3b95e829fa937d7fc50d0accd85d20de3b95e829fa937d7fc50d0ac
154,P000154,136,267,2,217,-1,7,2,1,8,Zenith Product 154,Product starter record 154,P000154,P000154,220.9800,220.9800,220.9800,220.9800,15,1,1,P000154,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a722d33f1a485100ad9221cfda547325a722d33f1a485100ad9221cfda547325
155,P000155,485,225,10,11,-1,5,4,3,3,Quartz Product 155,Product starter record 155,P000155,P000155,222.3500,222.3500,222.3500,222.3500,16,0,0,P000155,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f0de1ecf26d53c58c41bc85cf4088b40f0de1ecf26d53c58c41bc85cf4088b4
